Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.toe_angle_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.motion_ratio_heave_l.best,
10,1143.64,2549.34,742.304,0.448601,36.8493,0,207.188,181.646,5.75601,1243.58,207.359,373.308,293.653,18.7626,0,171.184,124.07,3.061,454.019,172.083,275.555,269.177,2.7483,0,2.16523,5.63716,0.091326,652.562,2.46166,14.3322,7.64697,
11,1143.64,2469.02,794.939,0.463195,33.6009,0,203.929,186.409,5.58992,1170.91,204.178,359.697,304.703,17.2538,0,153.723,153.345,3.09381,406.952,154.485,263.165,302.345,2.7483,0,2.16523,5.63716,0.091326,652.562,2.46166,14.3322,7.64697,
12,1143.64,2363.36,556.495,0.483903,31.8291,0,186.13,169.74,5.56687,1124.37,186.325,372.335,287.065,17.7402,0,148.111,123.984,3.07341,418.43,148.121,277.655,177.118,2.7483,0,2.16523,5.63716,0.091326,652.562,2.46166,14.3322,7.64697,
13,1143.64,2239.16,449.077,0.510743,28.9268,0,174.362,163.011,5.40218,1053.57,174.581,358.71,280.601,15.2345,0,121.244,112.856,2.99532,335.262,121.158,272.881,175.387,2.69466,0,2.16523,5.63716,0.091326,652.562,2.46166,13.7461,7.64697,
14,1143.64,2211.49,583.234,0.517133,27.3273,0,179.34,165.125,5.58779,1020.91,179.747,354.843,278.615,14.3526,0,145.305,125.743,3.29315,314.29,145.147,288.863,171.227,2.69466,0,2.16523,5.63716,0.091326,652.562,2.46166,13.7461,7.64697,
15,1088.73,2172.83,694.727,0.501066,27.2071,0,173.917,156.937,5.55281,1013.98,174.12,331.713,289.403,16.4565,0,136.702,121.149,3.06059,387.605,136.713,276.544,183.143,2.69466,0,2.16523,0.445376,0.091326,652.562,2.46166,13.7461,7.64697,
16,1088.73,2124.26,645.507,0.512522,26.7349,0,172.259,159.05,5.55962,1000.89,172.469,304.932,282.37,15.6806,0,156.046,136.558,2.93631,368.957,156.469,264.178,177.96,2.69466,0,1.94523,0.445376,0.091326,652.562,2.11697,13.7461,7.64697,
17,1088.73,2043.76,525.908,0.53271,25.9992,0,152.062,145.218,5.35029,978.057,152.341,303.208,281.524,15.7665,0,113.803,124.702,2.87807,380.408,116.27,259.938,165.272,2.64678,0,2.16523,0.445376,0.091326,652.562,2.46166,13.7461,7.64697,
18,1088.73,2036.2,744.962,0.534687,25.7082,0,152.065,137.076,5.25873,970.188,152.206,299.766,293.934,15.5109,0,131.669,103.313,2.96081,374.272,131.594,251.862,308.443,2.64678,0,2.16523,0.445376,0.091326,645.388,2.46166,13.7461,7.64697,
19,1088.73,1909.85,473.184,0.57006,24.4806,0,135.255,126.988,5.26715,935.386,135.386,275.825,271.264,14.9927,0,100.975,96.7319,2.97133,356.512,102.271,224.91,154.642,2.64678,0,2.16523,0.445376,0.091326,656.232,2.46166,13.7461,7.64697,
20,1046.28,1914.42,972.587,0.546523,22.8585,0,137.999,129.336,5.33268,897.654,138.276,266.01,316.959,12.1968,0,137.686,104.826,3.00286,265.011,138.5,229.241,532.826,2.64678,0,2.16523,2.36358,0.0926693,652.368,2.46166,13.7461,7.64697,
21,1046.28,1861.2,985.097,0.562153,21.9289,0,129.02,121.346,5.33021,869.183,129.157,255.976,329.255,10.2031,0,96.6234,89.8715,2.94012,199.766,97.7528,232.37,768.695,2.64678,0,2.16523,2.36358,0.0926693,652.368,2.46166,13.7461,7.64697,
22,1046.28,1806.03,525.383,0.579324,21.8024,0,127.556,120.625,5.37525,868.647,127.723,261.353,272.951,12.0503,0,117.469,89.7839,2.97296,281.825,117.521,234.152,167.385,2.64678,0,1.35989,0.687375,0.0926693,652.368,1.42369,13.7461,7.64697,
23,1019.66,1773.6,687.808,0.57491,21.6882,0,124.555,118.975,5.355,868.405,124.733,253.17,256.717,14.3229,0,127.061,96.9079,3.22126,358.264,127.157,246.357,147.462,2.64678,0,2.16523,1.7082,0.0926693,652.368,2.46166,13.7461,7.64697,
24,1019.66,1832.76,1308.61,0.556351,21.8784,0,122.367,119.142,5.23968,877.613,122.678,250.695,313.15,14.0525,0,106.305,114.912,3.08704,359.141,106.474,239.169,911.748,2.69466,0,2.16523,2.36358,0.0926693,652.368,2.46166,13.7461,7.64697,
25,1019.66,1739.41,860.595,0.586211,20.6658,0,127.012,117.132,5.06015,855.035,127.989,238.546,247.966,12.9761,0,138.463,135.112,2.90273,394.674,145.193,209.92,165.03,2.69466,0,2.16523,1.8488,0.0926693,652.368,2.46166,13.7461,7.64697,
26,1019.66,1951.85,3072.24,0.522407,20.8565,0,127.175,113.707,5.30597,857.324,127.377,253.847,446.255,15.2366,0,134.378,106.614,3.15229,394.519,134.501,256.031,2669.42,2.69466,0,2.16523,1.8488,0.0926693,652.368,2.46166,13.7461,7.64697,
27,1019.66,1782.17,2553.83,0.572145,18.6087,0,109.801,113.992,5.06359,798.559,110.005,235.552,390.586,8.37004,0,103.483,91.5354,2.98937,148.505,103.773,217.619,2308.6,2.1322,0,2.16523,1.8488,0.0926693,652.368,2.46166,13.7461,7.64697,
28,920.415,2040.15,2808.74,0.45115,20.1124,0,140.934,134.679,5.19166,874.715,144.166,276.968,443.386,12.9355,0,226.463,201.706,3.16717,443.192,236.791,317.52,2136.24,2.1322,0,2.16523,1.8488,0.0926693,652.368,2.46166,13.7461,7.64697,
29,920.415,1700.08,1413.04,0.541394,19.0156,0,108.102,105.776,5.03772,820.209,108.384,236.949,296.611,11.4071,0,116.537,92.3921,2.95439,286.99,121.248,238.234,1173.15,2.1322,0,2.16523,1.8488,0.0926693,652.368,2.46166,13.7461,7.64697,
30,920.415,1651.27,869.207,0.557398,19.5176,0,116.54,116.933,5.0675,834.469,117.311,221.731,219.703,14.463,0,128.248,126.734,2.91552,397.921,130.83,195.772,170.588,2.1322,0,2.16523,1.8488,0.0926693,645.814,2.46166,13.7461,7.64697,
31,920.415,1748.28,1627.12,0.526469,19.6878,0,120.53,119.249,4.97863,844.515,121.04,235.246,283.035,15.3663,0,163.026,137.301,2.7498,402.427,164.96,269.617,1032.54,2.1322,0,2.16523,1.8488,0.0926693,652.368,2.46166,13.7461,7.64697,
32,920.415,1698.2,1502.65,0.541994,18.4409,0,123.873,112.153,4.8424,806.299,124.28,226.824,281.489,11.1377,0,159.865,113.031,2.68446,260.924,161.37,264.289,986.003,2.1322,0,2.16523,1.8488,0.0926693,652.368,2.46166,13.7461,7.64697,
33,920.415,1603.54,849.765,0.57399,18.684,0,106.991,104.639,4.78629,820.302,107.242,222.599,218.296,13.7816,0,121.91,95.4111,2.62939,351.219,122.104,264.182,176.459,2.12373,0,2.16523,1.8488,0.0926693,652.368,2.46166,13.7461,3.53288,
34,867.579,1793.67,2728.57,0.48369,18.8785,0,109.757,172.181,4.85771,845.913,107.694,210.952,323.432,15.2785,0,167.379,798.319,3.16017,677.581,160.27,238.708,1437.37,2.1322,0,2.16523,1.8488,0.0926693,652.368,2.46166,13.7461,3.53288,
35,867.579,1610.75,1133.65,0.538619,18.0655,0,120.686,117.629,4.52919,821.972,121.421,205.943,200.5,12.4744,0,218.119,211.241,2.66269,393.028,220.571,222.841,175.384,2.1322,0,1.40009,1.8488,0.188318,652.368,1.4409,13.7461,3.53288,
36,867.579,1488.39,602.023,0.582896,16.7949,0,96.5887,104.766,4.56256,782.47,97.0343,192.687,193.491,8.86754,0,103.565,126.547,2.80001,214.902,104.836,191.271,124.325,2.1322,0,1.40009,1.8488,0.188318,652.368,1.4409,13.7461,3.53288,
37,867.579,1438.35,498.917,0.603175,16.6239,0,92.5829,92.8714,4.5198,771.552,92.7768,186.446,180.98,11.2435,0,110.947,72.985,2.69744,260.317,111.421,178.119,110.146,2.1322,0,1.40009,1.8488,0.137445,652.368,1.4409,13.7461,3.53288,
38,867.579,1467.67,792.853,0.591127,16.2159,0,101.182,98.7008,4.39289,773.6,101.605,187.083,184.889,12.3684,0,147.052,112.235,2.55728,315.94,148.239,193.314,131.584,2.1322,0,1.40009,1.8488,0.137445,652.368,1.4409,13.7461,3.53288,
39,867.579,1368.22,298.342,0.634095,14.9448,0,82.8312,87.9878,4.37813,743.124,83.0348,169.453,182.463,6.8141,0,65.4796,66.5261,2.64276,123.147,65.4471,141.752,124.089,2.1322,0,1.40009,1.8488,0.0652305,652.368,1.4409,13.7461,3.53288,
40,867.579,1357.85,241.345,0.638933,14.7802,0,83.936,85.6137,4.17135,735.857,84.1098,181.896,167.491,6.47814,0,65.2928,63.4422,2.53627,96.774,65.1257,155.529,105.115,2.1322,0,1.40009,2.36358,0.0652305,652.368,1.4409,13.7461,3.53288,
41,867.579,1418.64,888.444,0.611559,15.8457,0,88.7855,97.7743,4.29939,770.133,89.5914,182.973,169.233,11.5549,0,155.071,150.049,2.7439,335.246,161.287,169.218,116.227,2.1322,0,0.537204,2.36358,0.0652305,652.368,0.812675,13.7461,3.53288,
42,867.579,1570.1,2365.09,0.552563,16.2946,0,89.4834,89.0189,4.10203,778.593,89.677,181.347,321.584,14.0768,0,118.969,79.5688,2.41703,352.337,118.792,188.896,1891.29,2.1322,0,1.40009,2.36358,0.0652305,652.368,1.4409,13.7461,3.53288,
43,867.579,2146.17,10119.4,0.404244,14.7241,0,92.5333,93.4962,4.14096,737.697,92.7495,191.483,919.35,6.61729,0,153.85,97.1588,2.4456,106.41,153.362,231.821,9682.54,2.1322,0,1.40009,2.36358,0.0652305,650.134,1.4409,13.7461,3.53288,
44,867.579,1474.6,995.488,0.588348,16.83,0,99.4746,104.013,4.05514,802.478,99.7479,191.199,156.804,15.9281,0,166.338,150.233,2.47209,423.986,165.455,219.293,737.65,2.1322,0,1.40009,1.74471,0.0652305,652.368,1.4409,13.7461,3.53288,
45,867.579,1370.63,952.643,0.632976,14.9525,0,82.4627,86.694,3.94475,748.319,83.133,169.529,181.599,8.94208,0,133.435,116.487,2.37107,215.516,137.737,197.892,332.453,2.1322,0,1.40009,2.36358,0.0652305,652.368,1.4409,14.6916,3.53288,
46,867.579,1466.05,1994.7,0.59178,15.3963,0,81.0352,88.2028,4.05004,763.657,81.3153,171.245,261.147,11.0753,0,110.497,112.678,2.42085,282.955,111.188,221.595,1509.76,2.1322,0,1.40009,2.70313,0.0652305,652.368,1.4409,14.6916,3.53288,
47,867.579,1392.21,899.54,0.623165,15.5955,0,89.5367,88.3669,4.13909,765.966,89.8263,176.353,162.43,12.0775,0,146.371,95.8937,2.62417,302.826,146.486,210.87,245.7,2.1322,0,1.40009,2.70313,0.0652305,652.368,1.4409,14.6916,3.53288,
48,867.579,1437.61,1457.51,0.603485,16.5228,0,82.7461,78.2829,4.24909,788.357,82.9467,170.727,213.783,15.4612,0,122.288,74.9507,2.75344,391.747,122.517,209.249,944.279,2.1322,0,0.73893,0.681807,0.0652305,652.368,1.4409,14.6916,3.53288,
49,867.579,1511.16,2015.54,0.574114,15.906,0,88.3614,83.2525,4.29382,775.809,88.6297,180.541,274.368,13.1859,0,153.671,88.9503,2.77134,326.697,154.123,235.927,1401.84,2.1322,0,1.40009,0.681807,0.0652305,652.368,1.4409,16.7358,3.53288,
50,867.579,1437.15,1321.45,0.603678,16.383,0,97.2966,100.538,4.39945,790.634,98.4443,186.538,142.922,17.7891,0,219.543,216.829,2.79989,448.308,225.943,232.639,186.923,2.1322,0,1.40009,0.681807,0.0652305,652.368,1.4409,16.7358,3.53288,
51,867.579,1398.16,1256.08,0.620515,15.1656,0,78.4959,87.6535,4.33664,757.227,78.3185,176.157,200.806,11.9479,0,142.191,127.981,2.73356,294.26,142.313,240.708,697.526,2.1322,0,1.40009,0.681807,0.0652305,652.368,1.4409,16.7358,3.53288,
52,867.579,1304.19,674.231,0.665223,14.7351,0,82.3114,77.0545,4.39157,744.166,82.572,163.988,134.975,8.86666,0,140.804,117.428,2.72531,209.643,140.263,188.303,119.996,2.66286,0,1.40009,0.681807,0.0652305,652.368,1.4409,16.7358,3.53288,
53,867.579,1559.52,2752.05,0.556311,16.6513,0,81.5138,82.1189,4.19809,798.924,81.7887,176.233,318.094,17.7871,0,145.773,135.325,2.61109,484.853,146.615,237.421,2241.34,2.66286,0,1.40009,0.681807,0.0652305,655.641,1.4409,16.7358,3.53288,
54,814.904,1563.07,2676.39,0.521347,15.9179,0,106.142,99.2219,4.50347,800.907,107.627,174.853,253.9,13.2933,0,278.413,219.22,2.99828,450.918,285.224,219.609,1675.1,2.66286,0,1.40009,0.681807,0.0652305,655.641,1.4409,16.7358,3.53288,
55,814.904,1290.83,765.312,0.631304,14.9859,0,72.6421,75.5141,4.20992,760.039,72.9905,165.792,124.652,13.077,0,123.321,121.042,2.63378,353.029,127.242,224.934,161.865,2.66286,0,0.404546,0.681807,0.0652305,655.641,0.898621,16.7358,3.53288,
56,814.904,1265.32,754.656,0.644032,14.9723,0,72.242,67.3703,4.23798,751.089,72.446,153.564,129.393,12.1518,0,125.216,68.6345,2.47728,293.447,125.229,171.762,123.622,2.66286,0,1.40009,0.681807,0.0652305,655.641,1.4409,16.7358,3.53288,
57,814.904,1268.31,1181.55,0.64251,13.8687,0,60.4821,76.2404,4.32763,743.028,61.8056,142.412,166.149,8.03365,0,90.2135,161.559,2.8145,328.237,103.467,143.642,672.332,2.66286,0,1.40009,0.681807,0.0652305,655.641,1.4409,16.7358,3.53288,
58,814.904,1422.66,2000.3,0.572804,15.4303,0,81.0796,76.5471,4.41114,780.4,81.8599,167.781,215.148,13.5209,0,200.567,142.723,2.81277,419.561,202.713,225.931,1395.08,2.66286,0,1.40009,0.681807,0.0652305,655.641,1.4409,16.7358,3.53288,
59,814.904,1672.45,5702.47,0.487252,14.4016,0,68.0499,75.247,4.39979,743.658,68.4616,168.465,529.766,8.72238,0,123.441,95.746,2.86261,205.829,123.621,266.98,5247.95,2.66286,0,1.40009,0.681807,0.0652305,655.641,1.4409,16.7358,3.53288,
60,814.904,1407.13,2167.62,0.579123,16.368,0,71.322,70.4968,4.31506,794.934,71.6211,162.371,215.705,18.2835,0,149.697,114.664,2.86241,481.871,149.639,235.854,1435.6,2.66286,0,1.40009,0.681807,0.0652305,656.614,1.4409,16.7358,3.53288,
61,814.904,1334.31,2553.51,0.610732,14.0858,0,52.5427,60.4074,4.3898,733.933,52.8099,140.629,275.509,9.14557,0,59.643,52.558,2.73519,224.238,61.2402,173.797,2351.77,3.19861,0,1.40009,0.681807,0.0652305,656.614,1.4409,16.7358,3.53288,
62,814.904,1344.56,1243.84,0.606073,14.1435,0,76.7216,77.1798,4.56522,747.348,77.1261,166.96,180.52,8.24832,0,154.66,126.657,3.03392,211.875,150.589,241.614,705.95,2.82025,0,1.40009,0.681807,0.0652305,656.614,1.4409,16.7358,3.53288,
63,814.904,1416.03,2465.86,0.575486,14.547,0,81.9074,70.5401,4.57052,746.73,82.6034,150.442,264.687,10.4094,0,212.459,127.235,2.99348,245.47,214.284,238.967,2123.62,3.19861,0,1.40009,0.681807,0.0652305,656.614,1.4409,21.6748,3.53288,
64,814.904,1314.75,1847.05,0.619814,15.3651,0,64.4311,59.6406,4.61523,766.859,65.0005,138.412,200.431,14.6077,0,148.454,95.6785,3.04202,393.772,151.811,197.615,1303.17,3.33005,0,1.40009,0.681807,0.0652305,656.927,1.4409,21.6748,3.53288,
65,814.904,1217.17,1113.03,0.669504,13.9558,0,56.2024,61.7332,4.42013,733.754,56.626,136.946,153.537,9.75355,0,115.337,101.371,2.73074,257.099,116.471,183.155,669.638,3.33005,0,1.40009,0.681807,0.0652305,656.927,1.4409,21.6748,3.53288,
66,814.904,1239.59,1388.87,0.657398,13.7508,0,59.4407,59.3434,4.51544,726.051,59.8478,144.006,172.634,7.80635,0,153.445,100.018,2.90387,184.54,153.521,209.075,942.937,2.95891,0,1.40009,0.681807,0.0652305,656.927,1.4409,21.6748,5.63961,
67,814.904,1248.84,1026.72,0.65253,14.6455,0,66.0762,64.6911,4.39903,756.401,66.7918,156.83,119.002,12.1514,0,158.749,127.76,2.91531,336.472,162.542,229.952,172.984,2.95891,0,1.40009,0.681807,0.063475,656.927,1.4409,21.6748,3.377,
68,814.904,1275.31,1015.78,0.638987,15.4137,0,69.668,67.794,4.39849,782.402,70.2547,161.95,103.425,13.9595,0,151.562,153.805,2.88607,386.353,152.476,241.39,107.142,2.95891,0,1.40009,0.681807,0.063475,656.927,1.4409,21.6748,3.377,
69,814.904,1374.49,1878.26,0.592876,15.3485,0,71.3562,63.4029,4.54915,772.477,72.9562,152.119,222.285,14.2212,0,166.767,114.144,2.90463,377.99,169.975,238.392,1186.45,2.95891,0,1.00047,0.681807,0.063475,656.927,1.4409,21.6748,3.377,
70,814.904,1233.52,1040.52,0.660635,14.5448,0,60.8176,71.5476,4.574,780.297,65.5545,129.696,106.484,15.3308,0,129.795,180.382,3.14986,480.425,150.2,157.693,178.52,2.47217,0,1.00047,0.681807,0.063475,638.275,1.4409,21.6748,3.377,
71,814.904,1221.1,890.462,0.66735,13.9707,0,66.938,61.0931,4.40096,755.124,67.6589,150.497,101.421,11.9887,0,143.935,148.134,2.83229,329.345,145.114,239.768,120.806,2.69224,0,1.00047,0.681807,0.063475,656.737,1.4409,21.6748,3.377,
72,814.904,1307.34,1839.59,0.623328,13.8077,0,74.1307,57.7374,4.63736,752.192,77.0585,135.795,191.984,11.2375,0,180.936,160.94,3.15593,330.991,186.591,185.994,1263.74,2.69224,0,1.00047,0.619418,0.063475,656.737,1.4409,13.8824,3.377,
73,814.904,1233.74,1381.14,0.660518,12.918,0,67.841,54.966,4.39338,728.641,68.2541,139.344,157.378,10.3758,0,180.287,142.201,2.95071,256.668,182.036,211.523,807.921,2.69224,0,1.00047,0.619418,0.063475,656.737,1.4409,19.5978,3.377,
74,814.904,1705.4,7200.89,0.477837,14.279,0,65.6916,48.6771,4.47858,766.343,66.0371,160.77,579.125,16.6241,0,151.902,86.2179,3.26389,438.343,151.753,261.163,6729.75,2.30739,0,1.00047,0.619418,0.063475,656.927,1.4409,22.3458,3.377,
75,814.904,1088.7,543.115,0.748514,12.825,0,45.9481,37.8857,4.29252,727.468,46.3011,123.846,90.1299,11.0088,0,69.8704,44.9396,2.72455,283.719,69.7434,156.223,500.873,2.69224,0,1.00047,0.619418,0.063475,656.927,1.89942,22.3458,3.377,
76,814.904,1885.74,7103.8,0.432139,13.0414,0,56.5618,50.7434,4.27186,742.121,57.3238,139.687,821.993,13.1493,0,135.229,151.462,3.0815,365.819,139.248,227.131,6467.42,2.69224,0,1.00047,0.619418,0.0424043,656.927,1.89942,22.3458,3.377,
77,804.223,1213.89,1065.06,0.662517,14.1137,0,75.812,54.2472,4.06228,765.873,76.1264,136.083,87.5728,16.3698,0,177.017,133.405,2.81788,429.325,177.441,221.424,555.685,2.69224,0,1.00047,0.619418,0.0424043,654.353,1.89942,22.3458,3.377,
78,804.223,1210.67,1323.18,0.664279,13.6708,0,61.0633,49.4398,4.16359,767.165,62.0278,132.199,120.941,15.0733,0,175.393,180.739,2.88154,431.875,180.877,211.693,346.042,2.69224,0,1.00047,0.619418,0.0424043,656.927,1.89942,22.3458,3.377,
79,804.223,1459.86,4634.42,0.550891,13.1409,0,63.2187,37.5692,4.07617,746.411,63.4985,132.667,399.277,13.8857,0,153.351,61.1389,2.7375,349.107,153.057,206.268,4201.3,2.69224,0,1.00047,0.619418,0.0424043,656.125,1.57517,22.3458,3.22448,
80,804.223,1510.01,5311.1,0.532593,12.6002,0,68.4949,51.9774,4.11109,742.446,69.532,135.949,424.902,12.2923,0,161.128,130.994,2.89103,331.382,164.542,240.579,4811.17,2.69224,0,1.00047,0.619418,0.0424043,656.125,1.57517,19.8444,3.22448,
81,804.223,1203.71,1162.46,0.668119,13.4962,0,65.7773,53.3982,4.16791,771.942,66.564,132.938,95.4296,15.7629,0,193.558,186.179,2.94927,458.932,197.63,214.156,265.858,2.69224,0,1.00047,0.619418,0.0424043,607.89,1.57517,22.3458,3.22448,
82,804.223,1138.95,830.35,0.706109,12.8283,0,61.4031,43.1856,3.91125,736.93,62.03,125.178,93.4825,11.6765,0,145.093,125.206,2.65686,311.381,146.775,185.819,145.74,2.69224,0,1.00047,0.619418,0.0424043,656.125,1.57517,22.3458,3.22448,
83,798.93,1079.56,790.658,0.740053,12.3275,0,48.4309,32.724,3.84714,733.454,48.9042,124.319,75.5503,13.2472,0,101.486,66.911,2.64794,344.728,103.996,218.719,94.0303,2.69224,0,1.00047,0.619418,0.0424043,655.924,1.57517,22.3458,1.28384,
84,798.93,2095.74,10530.1,0.381217,13.3602,0,53.1691,44.3096,3.76323,758.985,53.9178,130.184,1038.05,17.312,0,132.736,152.817,2.67413,473.994,134.501,225.231,9674.16,2.69224,0,1.00047,0.619418,0.0424043,655.924,1.89942,25.7183,1.28384,
85,796.771,1245.96,1961.88,0.639486,13.3843,0,58.8791,39.5405,3.75043,766.08,59.3116,125.654,179.356,17.4605,0,173.203,125.844,2.5359,469.138,173.219,198.637,1649.45,2.69224,0,0.552586,0.619418,0.0424043,656.125,1.18097,25.7183,1.28384,
86,779.884,1027.96,549.798,0.758673,11.3932,0,39.9348,29.5832,3.58177,709.943,40.2921,115.952,77.2778,9.85861,0,55.6829,52.3642,2.3359,257.171,57.0626,144,183.205,2.69624,0,1.00047,0.619418,0.0424043,656.125,1.62809,25.7183,1.28384,
87,779.884,1095.79,959.707,0.711712,12.2617,0,46.9007,35.3755,3.52801,733.225,47.2492,116.869,100.377,13.5702,0,92.7506,90.0687,2.37057,356.476,91.8439,192.735,354.97,2.69624,0,1.00047,0.619418,0.0424043,656.125,1.62809,25.7183,1.28384,
88,779.884,1141.21,1170.67,0.683383,13.2415,0,61.7384,39.248,3.746,764.923,62.4662,122.181,73.6668,16.2841,0,188.722,158.762,2.68624,449.542,189.431,216.668,117.56,2.69624,0,1.00047,0.619418,0.0424043,656.125,1.62809,25.7183,1.28384,
89,746.615,1029.31,826.9,0.725359,11.8206,0,42.7201,32.591,3.75033,724.788,43.3471,103.17,67.1183,12.4291,0,95.8193,102.122,2.51914,350.853,99.0515,160.652,125.895,2.69624,0,1.00047,0.619418,0.0424043,656.125,1.62809,25.7183,1.28384,
90,746.615,1066.2,838.626,0.700259,12.0472,0,45.5822,42.1473,3.79803,733.216,46.5171,111.826,71.0647,12.3822,0,112.067,153.885,2.76485,348.167,113.045,180.655,124.351,2.69624,0,1.00047,0.619418,0.0424043,656.927,1.62809,25.7183,1.28384,
