Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_top_view_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_top_view_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_top_view_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,
65,164.02,291.726,644.345,0.562239,24.0814,26.2017,11.5791,40.3593,4.73662,27.8125,6.01277,52.8283,0,9.2703,4.34208,26.7078,57.7938,22.1591,202.613,25.6539,49.5391,1.65897,41.1392,2.07297,51.3458,0,29.8678,1.75608,202.127,151.185,12.6247,0.444199,0.36267,12.9741,2.67904,12.2788,5.1844,31.9446,0,1.29211,2.27503,0.920354,31.1105,
66,164.02,400.272,1264.6,0.409771,25.542,71.5215,9.78112,35.1435,4.78082,28.2959,5.85006,78.4738,0,8.70161,4.37771,72.4441,55.3598,32.1883,451.697,13.9078,6.10486,1.4835,46.1815,1.94784,221.471,0,29.3732,1.51624,449.665,136.356,12.5828,0.444199,0.36267,8.51246,2.67904,12.2788,4.19803,31.9446,0,1.29211,2.27503,0.920354,31.1105,
67,164.02,505.953,1433.82,0.32418,26.7199,121.201,13.6605,34.3765,5.36557,26.7195,5.85251,66.246,0,7.98361,4.97576,122.156,70.6957,40.4981,532.845,36.4149,5.20239,3.66776,32.125,1.56263,125.063,0,17.8687,3.78841,527.209,195.207,12.5828,0.444199,0.362519,6.53524,2.67904,12.2788,4.46743,32.7066,0,1.26556,2.27503,0.920354,31.1105,
68,161.715,413.562,1225.81,0.391028,27.2895,78.261,8.59271,37.665,4.77006,22.9935,5.97525,68.475,0,4.99075,4.36553,78.9669,71.217,41.7339,432.676,13.9398,29.2224,1.76584,27.7346,2.19659,124.69,0,6.86318,1.86,438.56,212.423,12.5828,0.444199,0.362519,8.52118,2.77589,12.8962,3.56024,31.378,0,1.20837,2.36872,0.920354,31.1105,
69,161.715,453.271,1175.54,0.356773,25.3707,78.3384,9.08062,36.4224,4.85535,28.2029,5.94491,101.851,0,10.1283,4.4656,78.9166,69.6941,24.1589,383.288,15.1103,14.6969,1.73535,46.9434,2.09837,292.995,0,31.3096,1.80171,384.464,194.635,13.4767,0.444199,0.362519,8.85041,2.77589,12.8962,0.620095,32.7066,0,1.20837,2.36872,0.920354,31.1105,
70,161.715,330.86,686.355,0.48877,27.4207,20.5315,10.9276,38.379,4.82022,29.8967,6.24124,76.0119,0,10.4083,4.4273,20.9197,80.8759,42.7902,131.557,35.2168,32.6347,1.67675,54.7257,3.06524,152.504,0,34.1479,1.75671,131.513,243.708,13.4767,0.157727,0.362519,12.5603,2.77589,12.8962,5.26357,32.7066,0,1.20837,2.36872,0.361033,31.0976,
71,161.715,392.551,1008.97,0.411958,31.6825,41.0948,10.8973,37.411,4.7571,24.1264,6.03028,112.848,0,8.44804,4.36283,41.7046,69.188,56.3006,319.125,29.1861,14.479,1.83558,30.8933,2.38598,305.577,0,21.3642,1.91479,321.613,200.473,13.4767,0.157727,0.362519,9.96046,2.54228,13.0063,5.27896,37.9902,0,1.20837,2.12487,0.361033,31.1105,
72,158.713,308.31,930.726,0.514783,22.82,50.0704,7.00878,34.8593,4.59669,20.2204,5.65223,54.562,0,5.10507,4.19457,50.7497,48.4706,28.3324,347.737,11.7203,4.02934,1.71166,18.4333,0.690002,92.5345,0,14.6299,1.78649,350.404,117.241,13.3688,0.157727,0.362519,13.0362,2.77589,13.0063,5.30262,36.0891,0,1.1311,2.36872,0.361033,31.1231,
73,158.713,270.778,657.67,0.586137,22.0318,19.8073,8.7058,34.8911,4.65547,19.5828,5.81341,72.1081,0,4.2052,4.25225,20.2304,54.4941,27.9968,159.558,28.7901,3.25122,1.61746,18.496,2.6124,210.483,0,8.08751,1.6729,161.053,209.878,13.3688,0.157727,0.362519,11.1605,2.83286,13.0599,2.40584,36.0891,0,1.1311,2.43209,0.361033,31.1231,
74,158.713,361.158,986.119,0.439455,24.1184,45.1003,6.99161,43.6518,4.61081,24.0829,6.15016,74.5824,0,6.41264,4.21722,45.5515,75.6882,25.1534,276.198,13.5965,68.6412,1.83791,37.0683,2.46757,202.419,0,20.3446,1.93489,279.947,207.431,13.3688,0.157727,0.367728,8.57735,2.83286,13.0599,5.33701,36.0891,0,1.1311,2.43209,0.361033,31.1231,
75,154.909,413.635,928.581,0.374506,30.854,46.5315,10.1274,37.0319,4.61582,27.31,6.10927,119.603,0,9.28894,4.23384,46.9364,70.9931,57.8008,238.441,27.9506,20.1968,1.87921,49.9099,2.95851,320.015,0,28.5675,1.99255,238.385,212.587,13.3688,0.157727,0.349289,13.0282,2.51496,13.0599,3.16365,35.5194,0,1.1311,2.02784,0.361033,27.0011,
76,154.909,496.215,1360.87,0.312181,27.6164,109.759,9.85228,34.4089,4.68831,23.8299,5.93527,73.8571,0,8.01427,4.30324,110.56,83.3901,44.9656,481.303,31.4665,6.18196,2.93335,40.7979,2.08652,142.435,0,27.6416,3.04995,483.682,235.888,13.3688,0.444199,0.349289,6.37157,2.83286,13.0599,3.70551,36.4993,0,1.1311,2.43209,0.920354,31.1715,
77,154.909,226.166,302.44,0.684933,23.2049,6.50731,6.22777,38.0399,4.29974,21.0234,5.78007,61.8301,0,5.65586,3.87096,6.86165,42.8648,32.0099,104.326,16.8242,19.4426,1.38246,24.1718,1.28589,120.58,0,17.5292,1.39698,102.545,72.323,13.3688,0.444199,0.346952,34.3455,2.3032,13.0599,5.28279,35.1722,0,1.1311,0.537909,0.920354,31.145,
78,154.909,388.243,1153.11,0.399,23.1503,52.8151,5.59143,75.9836,4.48601,24.2252,5.94381,66.4552,0,7.02944,4.08795,53.2734,65.2017,26.4279,292.958,14.6893,409.901,1.5506,42.5474,1.91281,128.748,0,23.8528,1.58856,287.282,190.147,13.2915,0.444199,0.349289,8.16901,2.83286,13.0599,5.24902,34.2067,0,1.1311,2.43209,0.920354,31.1236,
79,154.909,341.346,931.587,0.453817,22.6493,47.34,7.58155,37.096,4.55915,19.0397,5.80091,78.2784,0,4.36811,4.17607,47.6774,62.7798,26.8272,261.189,32.3002,46.4411,2.68967,24.9557,1.80003,220.93,0,11.7891,2.81385,261.935,177.545,13.2067,0.444199,0.349289,8.00081,2.83286,13.0599,0.957175,36.4993,0,1.1311,2.43209,0.920354,31.1236,
80,154.909,303.451,876.503,0.51049,23.8256,23.9555,7.29478,44.7957,4.30496,18.2857,6.05078,72.1833,0,2.73898,3.91267,24.3599,71.7435,42.0774,205.522,31.8261,100.953,1.65682,15.8727,2.95523,200.367,0,2.08571,1.74914,207.434,249.336,13.2067,0.444199,0.349289,7.88678,2.68962,13.0812,5.33701,36.6967,0,1.1311,2.28812,0.920354,31.1236,
81,154.909,506.098,1385.39,0.306085,31.622,83.41,9.22376,34.1697,4.55123,31.5929,6.49764,92.1202,0,8.96754,4.17067,83.8073,115.965,58.9487,383.766,31.7895,12.3726,2.9076,66.6141,4.00629,233.94,0,33.7345,2.99226,384.227,360.667,12.2899,0.351826,0.348804,6.39806,2.68962,13.0812,5.33701,36.6967,0,1.20837,2.28812,0.72167,31.1236,
82,154.909,507.065,1404.9,0.305501,25.7128,82.2965,13.0239,37.4856,4.37117,28.5599,6.28868,115.907,0,9.19862,4.00454,82.8652,97.3507,38.369,380.315,48.6235,27.0986,2.73948,55.7217,2.83226,321.943,0,32.7076,2.90069,381.137,271.339,12.2899,0.351826,0.348804,6.88388,2.68962,13.0812,5.33701,36.6967,0,1.20837,2.28812,0.72167,31.1236,
83,154.909,450.831,1194.7,0.343607,27.2216,72.1361,10.6372,35.9006,4.22477,27.9336,6.05174,95.5595,0,11.7248,3.85984,72.8633,82.7183,41.5883,391.304,33.2475,13.211,1.77547,61.2137,2.41557,205.342,0,36.2676,1.93233,395.194,240.677,10.675,0.351826,0.348804,7.0664,2.68962,12.8213,5.33701,36.6967,0,1.25631,2.28812,0.483176,31.1236,
84,154.909,328.449,914.183,0.471638,24.0859,37.2559,5.15373,34.7025,4.01343,22.0524,6.14119,66.274,0,5.31757,3.62135,37.92,81.911,36.2281,327.144,23.8341,4.49987,2.62228,35.7989,3.45285,131.702,0,16.9956,2.714,329.924,280.797,12.1091,0.165348,0.348804,11.4252,2.68962,13.3058,3.43987,35.172,0,1.25631,2.28812,0.323605,31.1236,
85,154.909,308.995,1005.51,0.501332,24.9973,36.9175,4.66276,35.6216,3.78479,22.9622,5.83719,76.6359,0,4.79943,3.39694,37.5317,51.8472,42.5821,323.582,14.6901,6.26718,1.15881,42.0102,1.90551,221.644,0,16.7888,1.23466,326.096,120.802,12.1091,0.165348,0.348804,11.1485,2.61513,13.3058,5.29339,35.4894,0,1.25619,2.21099,0.323605,31.1236,
86,154.909,386.978,1296.22,0.400304,73.8042,25.6828,5.27237,34.6598,3.87237,21.6167,6.10805,97.2294,0,8.3266,3.48612,26.0987,80.8213,507.352,195.763,18.0028,4.46111,1.41743,37.9891,3.01565,293.757,0,29.9558,1.49741,196.449,272.866,12.1091,0.165348,0.348804,11.0316,2.61513,13.3058,5.40674,36.5037,0,1.25619,2.21099,0.323605,31.1331,
87,154.909,388.756,1053.7,0.398473,23.4253,64.6889,9.5706,35.084,3.83813,20.5385,5.88769,78.8162,0,4.92308,3.47427,65.308,73.2017,56.8631,366.091,40.4242,8.64802,1.51214,29.1167,2.08846,179.741,0,18.1651,1.66727,362.705,209.917,12.1091,0.165348,0.348804,12.4336,2.61513,13.3058,5.41203,36.863,0,0.706749,2.21099,0.323605,31.1331,
88,154.909,359.603,1174.08,0.430778,23.0432,17.809,3.78902,124.958,3.58763,19.9093,5.90334,87.2967,0,3.94638,3.22118,18.1565,47.9828,34.5727,152.318,12.2013,874.52,1.09104,28.1426,1.88889,244.416,0,12.3731,1.18887,151.564,97.9829,12.1091,0.165348,0.348804,19.3877,1.44426,13.3058,4.72681,36.7488,0,1.22646,1.60987,0.323605,31.1404,
89,154.909,285.517,789.667,0.542555,22.1715,36.8543,5.51462,36.7858,3.64957,22.3187,5.82976,54.7073,0,6.09517,3.26055,37.48,50.85,28.7772,318.006,23.7144,88.8301,1.27038,44.1807,1.61315,84.2037,0,24.5371,1.35943,318.635,106.092,12.1091,0.165348,0.348804,9.81148,1.07489,13.3058,5.39452,36.4759,0,1.22646,0.247989,0.323605,31.1404,
90,154.909,445.871,1272.7,0.34743,25.136,80.5449,12.1106,35.2716,4.12273,23.9957,5.86762,94.182,0,9.28621,3.74122,81.3888,70.2235,33.879,419.887,49.9436,9.78781,3.23712,41.6809,2.19654,284.326,0,35.2713,3.28119,416.374,174.584,12.1091,0.165348,0.348804,10.4037,2.49595,13.3058,1.70891,36.863,0,1.22569,2.08928,0.323605,31.1404,
91,154.909,412.571,1194.84,0.375472,28.1131,59.2932,7.24393,36.8944,3.75031,23.3934,6.0176,99.1773,0,9.21179,3.3749,59.8549,76.246,49.2382,316.277,33.5163,23.7914,1.65024,47.8538,2.11411,294.312,0,35.6829,1.79687,318.852,200.694,12.2899,0.165348,0.348804,11.1958,2.49595,13.3058,5.41341,36.863,0,1.22646,2.08928,0.323605,31.1404,
92,154.909,391.206,1062.16,0.395978,25.1712,53.5215,7.84047,55.2331,3.82258,22.7393,5.96193,81.9319,0,5.28707,3.45917,53.922,72.3155,38.8262,297.677,33.1626,204.41,1.75592,43.8844,2.03154,226.056,0,20.0959,1.90706,298.038,204.103,12.2899,0.165348,0.348804,8.01351,2.49595,13.6387,5.27592,36.863,0,1.22646,2.08928,0.323605,31.0772,
93,154.909,274.153,532.178,0.565046,23.6553,6.35396,11.0309,38.7342,3.98857,23.2848,6.09225,77.0881,0,7.30923,3.62436,6.66627,66.3249,29.2883,52.0022,48.0987,30.352,2.76345,38.4233,2.53472,210.05,0,26.3298,2.88019,50.761,192.134,12.2899,0.0688172,0.348804,15.4359,2.49595,13.6387,5.32699,36.9639,0,1.22646,2.08928,0.145049,31.0772,
94,153.72,261.347,624.79,0.588182,20.4018,24.0771,4.83814,39.2419,3.77206,19.557,5.8995,55.4611,0,4.49233,3.38409,24.3954,55.8267,16.1222,202.955,26.8955,35.3948,2.6112,35.4474,1.73648,76.1959,0,16.6911,2.70435,201.496,151.556,12.2899,0.0688172,0.349289,8.32955,2.45976,13.6387,5.41064,36.9639,0,1.22646,2.04866,0.145049,31.0772,
95,152.971,323.062,1636.39,0.473505,115.912,21.0228,3.50757,34.8,3.50277,15.7478,5.67039,51.5673,0,3.31866,3.11566,21.4408,43.4568,974.985,193.614,22.4534,5.05724,0.612646,11.5276,0.963837,103.567,0,15.0878,0.674667,194.554,118.99,12.2899,0.0688172,0.346622,10.8746,2.49595,13.6387,5.46223,36.9639,0,1.22646,2.08928,0.145049,31.0772,
96,152.041,270.993,570.966,0.56105,26.7817,16.3579,3.49573,35.697,3.64193,25.4776,5.76687,79.006,0,6.89545,3.26329,16.6747,47.9352,100.141,111.006,15.4332,5.48079,1.07128,55.0636,1.42719,220.618,0,26.3453,1.1601,110.855,92.8722,12.2899,0.0688172,0.346622,15.7276,2.49595,13.6387,4.25921,36.9639,0,1.22646,2.08928,0.145049,31.0772,
97,152.041,362.707,1172.83,0.419183,20.0742,60.9503,4.38323,34.2626,3.60011,18.0351,5.90563,76.2717,0,4.50305,3.2224,61.4192,70.08,23.466,341.409,22.1183,4.49812,0.985816,29.9388,1.96726,222.944,0,22.3797,1.08202,340.148,220.676,12.6149,0.0688172,0.341198,7.99665,2.46728,13.6387,5.43951,36.9639,0,1.22646,2.05983,0.145049,31.0772,
98,152.041,491.269,1348.11,0.309486,28.7137,91.021,6.29886,35.2473,3.79233,28.3916,6.11566,99.2528,0,7.89874,3.42403,91.6413,89.4717,53.6097,443.895,28.9883,12.7695,1.44578,59.4828,2.90054,246.965,0,25.9712,1.56852,440.921,268.323,12.6149,0.0688172,0.341198,6.87899,2.46728,13.6387,2.48771,36.9639,0,1.23101,2.05983,0.145049,31.0772,
99,152.041,336.663,1027.75,0.451612,19.084,49.1147,2.99368,34.2536,3.66314,17.6044,6.00144,74.0763,0,2.21686,3.27235,49.4533,74.9288,21.7645,287.997,14.1566,4.37097,1.16676,23.9151,2.54882,216.98,0,4.31136,1.23046,288.054,250.482,12.6385,0.165348,0.341198,8.43446,2.46728,13.6844,5.48663,36.9639,0,1.23101,2.05983,0.322933,31.0917,
100,152.041,386.056,1197.72,0.393831,20.9877,65.5356,6.52017,36.7574,3.75984,22.9267,6.01311,75.1977,0,5.27601,3.38832,66.3148,73.3786,22.9675,423.627,29.9449,18.3366,1.49685,41.8745,2.77303,168.022,0,17.9132,1.61784,426.74,231.803,12.6385,0.165348,0.341198,6.03441,2.46728,13.6806,5.4677,36.9639,0,1.23101,2.05983,0.322933,31.0724,
101,152.041,252.017,590.19,0.603296,17.1894,23.9274,4.09236,35.0301,3.62016,19.2849,5.68556,67.0075,0,4.27011,3.23934,24.2548,44.4156,13.046,163.826,20.21,4.38598,1.15217,34.6026,0.921852,148.65,0,17.8933,1.26531,167.617,112.572,12.6385,0.165348,0.341198,11.0878,2.49595,13.6966,4.92502,36.9639,0,1.23101,2.08928,0.322933,31.0724,
102,151.738,293.116,797.538,0.51767,22.8485,24.9567,8.41142,37.9536,4.03833,19.9975,6.13745,65.3082,0,5.60497,3.67845,25.4072,68.7739,43.96,208.728,42.4038,25.1023,3.0226,36.8453,2.79468,125.183,0,27.3644,3.16902,208.801,200.881,12.6385,0.234264,0.341198,7.15237,2.49595,13.695,5.4949,38.5054,0,1.23101,2.08928,0.322933,31.0724,
103,151.738,340.913,1035.93,0.445092,18.9095,43.1992,6.93435,38.766,3.91271,20.8301,6.00575,81.7269,0,5.85679,3.53621,43.7196,67.5159,24.0959,286.04,40.0546,41.184,2.8585,38.6882,2.33544,198.684,0,28.4946,2.97403,286.428,212.651,12.6385,0.216456,0.341198,2.96833,2.49595,13.6913,5.50595,38.2183,0,1.23385,2.08928,0.322933,31.0724,
104,151.738,506.857,1519.37,0.299369,29.4552,99.9108,12.7768,36.1032,4.24621,23.1613,6.24831,91.3095,0,5.70407,3.90633,100.65,93.3854,94.0484,486.19,53.3109,23.6996,3.61778,49.5331,2.96691,235.835,0,25.1201,3.7673,489.051,263.551,12.6385,0.216456,0.346622,6.0385,2.44417,13.6021,5.52378,38.2183,0,1.23385,2.03398,0.322933,31.0724,
105,151.738,309.744,1020.81,0.489881,21.7172,47.6643,1.59122,35.5836,3.60935,18.6021,5.68147,77.3992,0,2.76681,3.22313,48.2571,43.6482,41.2928,351.091,12.6575,10.3019,1.19711,28.2614,1.27846,225.099,0,7.99643,1.27144,353.349,97.1899,12.6385,0.216456,0.346622,16.5298,2.44417,13.6913,4.59358,38.2183,0,1.23385,2.03398,0.322933,31.0724,
106,151.738,296.186,766.648,0.512305,17.4396,30.4033,8.33731,34.6815,3.74461,20.3204,6.12637,62.9093,0,3.16379,3.37568,30.7209,74.9631,16.7755,217.044,43.3544,4.2246,1.52068,34.0058,3.09371,119.333,0,11.1502,1.65189,217.17,251.456,12.6385,0.216456,0.346622,8.70851,2.44417,13.6913,5.50473,38.2183,0,1.25248,2.03398,0.322933,31.0724,
107,151.738,345.313,1051.93,0.439421,22.9698,29.3197,5.28952,34.2033,3.82249,24.0431,6.24046,94.2673,0,3.59797,3.44491,29.576,88.538,41.239,214.325,29.1662,4.13276,2.6089,56.9418,3.84307,292.317,0,12.6596,2.7065,214.448,324.18,11.8107,0.073975,0.346622,10.1216,2.44417,13.6913,5.19407,38.2183,0,1.24379,2.03398,0.128244,31.0724,
108,151.154,303.754,870.686,0.497621,20.722,32.3009,3.31032,34.8773,3.74228,23.3309,6.05719,66.4618,0,6.46455,3.37403,32.7204,70.3924,31.3222,276.877,14.684,5.93993,1.4555,46.7767,2.72929,133.399,0,26.1499,1.58903,278.111,221.124,12.3768,0.073975,0.346622,0.346024,2.44417,13.6913,5.50949,38.2183,0,1.25248,2.03398,0.128244,31.0724,
109,151.154,345.001,1011.59,0.438127,21.698,44.5394,5.42772,34.9233,3.75531,23.6718,5.98303,83.0988,0,6.75473,3.37977,44.8626,66.9068,35.9633,281.893,28.6218,5.06832,1.44053,53.398,2.25955,221.636,0,30.1765,1.54578,284,203.155,12.5912,0.073975,0.346622,8.58498,2.44417,13.6913,5.50949,38.8717,0,1.25248,2.03398,0.128244,31.0724,
110,151.154,298.033,784.003,0.507173,21.9364,25.0667,6.22616,35.9018,3.79204,17.9821,6.01052,78.6322,0,4.92504,3.41529,25.3699,68.7747,36.6613,181.352,27.5038,12.1316,1.56231,24.582,2.49678,215.022,0,19.4832,1.66155,181.47,224.455,12.5912,0.073975,0.346622,12.1409,2.44417,12.1976,5.50034,39.0806,0,1.25248,2.03398,0.128244,31.1539,
111,151.154,409.277,1303.11,0.369321,20.4512,65.3915,2.64148,33.9155,3.7093,24.7504,6.17361,87.0138,0,5.7945,3.33391,65.964,90.1375,31.9191,387.38,13.0348,5.18703,1.30127,53.2946,3.09261,275.268,0,25.5912,1.42632,390.071,294.738,12.5912,0.073975,0.346622,8.51447,2.98875,13.6913,5.50949,39.816,0,1.25248,2.59158,0.128244,31.1801,
112,151.154,309.656,1007.02,0.488136,17.4648,43.3894,2.47684,34.5425,3.66133,21.493,5.85261,69.1929,0,4.3792,3.27505,43.6777,60.2509,17.6891,286.332,13.1007,4.09674,1.05148,48.0312,1.91508,202.639,0,23.5842,1.11554,289.125,197.881,12.1859,0.073975,0.346622,8.672,2.98875,13.6966,5.51885,39.2195,0,1.25757,2.59158,0.128244,31.1431,
113,151.154,261.03,734.364,0.579069,18.0691,22.5006,2.38327,36.153,3.67798,19.7786,5.85306,70.3845,0,2.93045,3.29803,22.7226,53.2787,25.6366,205.502,13.2677,11.1379,1.33705,33.4879,1.7095,202.862,0,10.1779,1.4347,207.37,154.198,12.0675,0.073975,0.345586,8.69959,2.98875,13.7475,5.51633,39.816,0,1.25457,2.59158,0.128244,31.1431,
114,151.154,504.587,1461.61,0.29956,27.4953,94.9254,5.13076,43.1112,3.81663,24.9155,6.10243,108.697,0,6.33508,3.45011,95.732,84.876,60.3256,496.938,20.1855,73.3918,1.52371,52.5544,2.75903,273.273,0,22.0439,1.66798,501.194,247.033,12.0675,0.073975,0.345586,8.01471,3.05253,11.7413,3.27555,39.816,0,1.25457,2.65618,0.128244,31.1484,
115,150.548,379.659,1196.79,0.396536,22.9647,59.5669,6.67452,34.8502,3.78784,21.8271,5.96269,86.0557,0,3.38384,3.42426,60.1233,71.0375,43.1733,410.461,33.8886,12.167,1.5656,43.6337,2.59803,245.183,0,11.7301,1.71251,412.541,234.077,12.1859,0.073975,0.345586,3.08457,3.05253,13.7475,5.53,39.816,0,1.25457,2.65618,0.128244,31.1801,
116,150.379,385.79,1154.05,0.389795,23.0869,62.9211,6.81847,34.3567,3.79995,19.516,6.04221,80.7501,0,5.43835,3.43474,63.5024,76.1228,47.3427,378.567,35.515,4.08373,1.68799,33.2093,2.65648,190.252,0,21.382,1.83347,381.548,235.133,12.1859,0.15855,0.345586,11.7947,3.05253,13.743,5.53,39.816,0,1.25457,2.65618,0.195065,31.1801,
117,150.379,384.343,1048.17,0.391262,20.4097,45.8124,6.31354,61.2502,3.71957,24.1793,6.02225,100.181,0,5.60448,3.35521,46.307,61.1884,36.8399,335.574,36.1968,192.69,1.64916,47.9745,2.11776,291.964,0,20.9105,1.78106,340.018,122.093,12.1859,0.15855,0.345586,15.0247,1.12815,13.7357,3.09192,39.816,0,1.25457,1.52398,0.195065,31.1805,
118,150.379,351.598,1070.36,0.4277,21.9816,40.5615,4.97167,34.9638,3.69793,22.2193,6.13497,85.5552,0,4.93286,3.32763,40.9293,82.3225,44.3966,274.712,28.8763,27.5244,1.46575,42.5008,3.04035,236.264,0,25.8179,1.59519,276.624,267.363,12.1859,0.15855,0.345586,8.65473,3.05253,13.7357,5.53,39.816,0,1.25457,2.65618,0.195065,31.1805,
119,150.379,370.423,880.814,0.405965,23.7083,31.0499,10.1618,41.8302,4.02609,24.9871,6.23576,114.819,0,5.19192,3.67994,31.2261,73.5075,48.3634,214.635,47.1138,39.8185,3.08653,47.3064,2.4988,294.402,0,16.7257,3.21709,215.614,185.381,12.1859,0.0605756,0.345586,8.94434,0.769664,13.7357,5.52611,39.816,0,1.25689,0.141763,0.14702,31.1543,
120,150.379,446.319,1456.56,0.336931,20.1745,89.8714,5.35128,33.8414,3.8007,21.2235,6.11338,79.5914,0,5.40702,3.42378,90.4916,87.0289,36.1462,450.944,35.1749,9.41593,2.5276,40.6589,2.71716,223.415,0,28.176,2.63884,444.058,273.626,11.7487,0.0605756,0.345586,8.45939,3.05253,13.7357,5.53,39.816,0,1.25689,2.65618,0.14702,31.1668,
121,150.379,394.693,1145.55,0.381002,21.5239,47.7268,6.72067,34.0527,3.8349,21.3554,6.23056,107.667,0,6.41903,3.45136,47.9568,87.7537,40.6954,266.705,31.656,4.32382,2.60678,42.8005,3.31074,334.854,0,25.9147,2.7015,271.242,285.619,11.7487,0.0605756,0.345375,7.30652,3.14027,13.7357,5.3617,39.816,0,1.25689,2.74536,0.14702,27.2557,
122,149.949,450.91,1272.11,0.332548,24.4196,74.6683,7.05808,34.9955,3.88372,23.9031,6.09773,100.086,0,4.80268,3.52897,75.2081,92.258,46.6565,417.471,31.1857,12.0679,2.8493,47.0343,3.19941,292.348,0,19.5711,2.99562,416.804,285.698,11.7487,0.0605756,0.345375,8.47109,3.10553,13.728,2.37145,40.3831,0,1.25689,2.70953,0.14702,31.1805,
123,149.949,483.685,1452.15,0.310015,20.9086,72.5551,2.32568,90.5696,3.5627,23.0591,5.94918,110.51,0,7.09425,3.18428,73.2489,70.718,36.4703,419.068,9.39631,535.246,0.967472,44.4899,1.77191,303.606,0,30.1596,1.07012,422.28,175.801,11.7487,0.0605756,0.345375,10.4443,1.02454,13.7357,3.81954,41.0329,0,1.25032,1.39513,0.14702,31.0978,
124,149.949,357.79,1257.19,0.419099,69.3302,36.4357,7.44986,35.1304,4.08451,18.804,5.76214,85.3499,0,4.7223,3.72424,36.6846,50.3118,487.325,226.162,36.9678,55.6669,3.68501,26.4823,1.25839,242.135,0,18.0998,3.84094,227.796,128.628,12.1859,0.0605756,0.345375,10.7474,3.1102,13.7231,3.77876,41.0329,0,1.25032,2.71539,0.14702,31.1665,
125,149.949,462.464,1268.93,0.32424,23.0202,67.9486,8.96854,54.0215,3.91082,24.0136,6.18731,114.628,0,4.72218,3.54573,68.7368,82.7608,58.4614,455.298,39.6523,176.971,2.00844,48.693,3.09359,334.991,0,17.3711,2.15689,459.509,234.394,12.1859,0.0605756,0.345375,11.4011,3.1102,13.7357,5.27904,41.0329,0,1.25032,2.71539,0.14702,31.1805,
126,149.949,348.849,1013.68,0.429841,21.5463,44.833,6.81115,35.3932,3.79046,17.8315,6.03052,90.3262,0,4.63734,3.43707,45.3217,68.8902,38.9778,323.045,33.8692,17.5395,2.00046,21.0188,2.63289,246.169,0,19.0365,2.16173,327.092,223.621,12.1859,0.0605756,0.345375,10.363,3.1102,13.7357,5.49433,41.0329,0,1.25032,2.71539,0.14702,31.103,
127,149.949,291.997,802.887,0.51353,18.4201,31.2425,5.18686,35.1665,3.7626,20.4929,5.98294,70.43,0,6.22515,3.38463,31.5188,60.1845,24.0478,205.412,27.4366,6.27582,2.55311,35.4183,2.40999,153.717,0,27.5997,2.6679,206.138,182.855,12.2825,0.0605756,0.345375,6.62104,3.08926,13.7357,5.47338,41.0329,0,1.25032,2.69443,0.14702,31.124,
128,149.876,342.822,1137.1,0.437182,19.3655,54.9394,8.10105,34.4958,3.80601,20.3565,5.86614,73.1071,0,3.69147,3.43075,55.455,60.207,33.4809,381.861,43.5557,3.24084,2.7938,43.4232,2.15202,205.678,0,15.2285,2.91061,384.728,180.65,12.0676,0.0605756,0.345375,7.09536,3.09436,13.7357,4.8547,41.0065,0,1.25032,2.69915,0.14702,31.1986,
129,149.876,302.453,887.534,0.495533,17.5419,31.7485,4.74911,59.0684,3.55551,19.5716,5.75897,68.0346,0,2.68513,3.17976,31.922,54.6378,28.1172,230.903,27.4259,246.835,1.18888,34.0651,1.85374,151.353,0,9.85752,1.32432,231.038,159.349,12.035,0.0605756,0.344624,8.70757,3.09436,13.7357,0.0705192,41.0065,0,1.25032,2.69915,0.14702,31.1342,
