Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_top_view_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_top_view_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_top_view_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,
375,146.943,281.832,766.3,0.521386,13.8058,42.0832,3.11267,34.4772,3.2333,17.9482,5.82459,56.5143,0,2.22724,2.8516,42.1049,57.6491,19.3923,269.978,17.0356,4.02457,1.22228,31.3069,1.59847,99.2189,0,7.63836,1.35306,270.254,176.485,11.1271,0.00443491,0.365319,8.3935,2.96997,14.1299,5.57389,42.4235,0,1.2995,2.57147,0.0252424,31.3857,
376,146.943,323.761,845.945,0.453863,21.9433,24.9935,8.89344,40.1118,3.76452,24.7373,6.02963,95.397,0,6.95954,3.42054,25.0492,62.4615,50.5502,206.345,37.9882,42.5158,3.26518,48.8847,2.09962,250.745,0,26.0231,3.4337,207.765,169.503,11.1271,0.00443491,0.365319,7.32342,2.96997,14.1299,5.57389,42.4235,0,1.2995,2.57147,0.0252424,31.3857,
377,146.943,417.123,1197.22,0.352278,19.6774,80.9798,3.6254,37.3851,3.33977,20.6323,5.73916,88.7367,0,3.70356,2.966,81.3444,68.9938,42.5244,414.105,16.9794,36.8289,1.64965,36.7866,2.34615,231.901,0,11.6029,1.83247,411.921,193.524,11.1271,0.00451276,0.365319,3.33315,2.96997,14.1299,0.114949,42.4235,0,1.2995,2.57147,0.0252424,31.3857,
378,146.943,445.352,1270.75,0.329949,20.1945,67.1265,5.22131,54.4095,3.53267,21.771,6.07192,113.109,0,5.19821,3.16215,67.2096,78.3452,37.1852,344.331,25.9402,202.832,2.74233,42.8822,2.41701,319.305,0,26.0103,2.8753,344.633,239.851,11.1266,0.00451276,0.348959,6.57257,2.96997,14.1299,5.57389,42.4235,0,1.2995,2.57147,0.0252424,31.3857,
379,146.941,386.78,1072.44,0.379909,20.2091,47.1305,5.91335,46.9778,3.51958,19.9606,6.31035,89.0466,0,6.47392,3.14784,47.491,90.5997,40.8572,339.952,24.964,114.714,2.49902,35.8027,3.76622,225.065,0,26.7837,2.61862,342.736,297.34,11.0847,0.00451276,0.362486,11.5066,2.95587,14.1299,5.5738,42.4565,0,1.29758,2.55725,0.0247181,31.3845,
380,146.941,327.897,1090.22,0.448133,15.3922,51.327,2.37384,34.4022,3.32078,22.4502,5.53576,91.6887,0,5.87878,2.93783,51.6552,40.9344,25.0548,357.159,11.9372,11.1508,1.68025,50.9145,0.949322,288.972,0,31.7148,1.79911,359.717,86.4606,11.0847,0.00451276,0.362486,11.183,2.95587,14.1289,0.671326,42.4565,0,1.29758,2.55725,0.0247181,31.3845,
381,146.941,291.766,900.223,0.503626,14.8165,41.6359,3.39835,34.5441,3.40474,17.5854,5.98205,55.5932,0,2.93491,3.02489,41.6853,67.1603,20.8866,284.137,20.926,5.36214,2.728,28.7615,2.36294,92.0677,0,12.7659,2.83871,285.517,209.856,11.0847,0.00451276,0.352935,7.15677,2.95587,12.3546,5.5738,42.4636,0,1.29624,2.55725,0.0247181,31.3829,
382,146.924,455.944,1356.87,0.322243,20.971,52.6198,7.5934,42.7999,3.58376,22.2743,6.45166,132.268,0,5.25063,3.2003,52.6651,106.266,43.9902,302.869,34.5953,83.9461,2.81333,43.7891,3.7236,399.886,0,20.3284,2.89376,301.486,326.854,11.0847,0.00451276,0.354292,9.00842,2.95587,14.1286,5.57389,42.4731,0,1.29721,2.55725,0.0247143,31.3842,
383,146.924,316.216,1080.59,0.464634,17.6341,41.2027,6.00843,36.8277,3.45293,18.1096,5.97236,72.8355,0,3.2446,3.0836,41.2349,66.6091,40.3704,287.075,34.261,27.5659,2.87047,28.6595,2.36525,215.202,0,12.4819,3.02129,286.924,219.847,11.0847,0.00458396,0.359291,6.84226,2.95587,14.0393,5.57379,42.4731,0,1.29693,2.55725,0.0247143,31.3833,
384,146.924,326.335,931.059,0.450226,12.9119,41.0224,4.81193,36.3334,3.36834,18.7849,6.03067,84.8732,0,4.37491,3.0042,41.1366,69.6822,10.7586,279.284,23.7088,16.2659,1.79626,26.7137,2.25583,244.659,0,17.4493,1.95837,279.942,199.127,11.0847,0.00458396,0.352708,8.57602,2.95587,14.1293,5.57393,42.4731,0,1.29416,2.55725,0.0245288,31.3813,
385,146.917,333.734,663.572,0.440223,20.1823,17.441,9.0728,45.6284,3.65709,25.5039,6.0481,114.848,0,7.82336,3.30712,17.4466,62.7756,43.8818,82.9604,37.2305,66.2838,2.7658,50.0464,1.93851,338.666,0,28.0515,2.94314,82.9204,123.631,11.0847,0.00458396,0.372618,16.6861,2.95587,14.1279,5.57383,16.3112,0,1.2971,2.55725,0.0245288,31.3834,
386,146.917,368.297,1274.9,0.398909,16.293,74.4146,3.89251,34.07,3.21382,21.2725,5.55089,82.3528,0,3.49588,2.82338,74.9046,46.0135,30.6353,450.427,24.6481,12.1755,1.32615,45.2752,0.74871,240.993,0,16.1875,1.44417,450.349,95.3663,11.0847,0.00451732,0.374492,0.390251,2.95587,14.1293,1.14545,42.4737,0,1.2971,2.55725,0.0245288,31.3834,
387,146.917,239.809,633.206,0.612642,15.0139,20.1893,6.46358,38.4791,3.4297,15.6973,5.82859,56.1182,0,3.42738,3.05785,20.2843,51.8201,22.2155,202.507,38.1753,30.1338,2.85743,10.8946,1.44201,83.6183,0,15.0448,2.96836,202.542,131.065,11.0847,0.00451732,0.375695,10.7797,2.95587,14.1303,5.57394,42.4737,0,1.2971,2.55725,0.0245288,31.3834,
388,146.91,312.5,1080.19,0.470112,14.741,49.5522,2.54221,35.2451,3.23527,15.6988,5.77023,75.5085,0,3.04757,2.84028,49.907,54.4117,22.096,361.084,15.767,10.3435,1.42212,10.6309,1.43064,219.794,0,11.914,1.46656,361.39,150.144,11.0847,0.00451732,0.375695,10.7257,2.95587,14.1303,5.47542,42.4737,0,1.29814,2.55725,0.0247143,31.3843,
389,146.907,382.898,1177.08,0.38367,17.6052,61.8006,6.73074,33.7405,3.39422,25.4243,6.25023,61.9542,0,5.48412,3.02858,62.0008,95.485,32.1885,343.875,37.374,5.00771,2.53445,56.3396,3.68118,116.752,0,27.0571,2.65615,344.757,323.551,11.0847,0.0043712,0.388974,8.70324,2.95587,14.1326,5.57399,42.4737,0,1.29814,2.55725,0.0244895,31.3843,
390,146.897,349.583,1061.53,0.420207,16.9241,47.7664,4.51993,37.3402,3.1566,20.1323,5.976,87.4063,0,3.55627,2.77706,48.0951,71.933,29.1447,353.195,25.1002,27.5804,0.93773,34.826,2.71407,234.695,0,13.3019,1.04652,357.172,225.653,11.0981,0.0043712,0.388974,11.4152,2.95587,14.1329,3.61266,42.4737,0,1.29814,2.55725,0.0247143,31.3843,
391,146.897,303.564,998.12,0.483909,15.7556,53.1719,4.38642,39.2766,3.25489,16.1717,5.80308,51.3404,0,1.77874,2.86086,53.5431,56.2208,31.2377,381.323,22.9396,49.6066,1.54818,14.8075,1.65406,61.4508,0,3.04855,1.59148,384.173,160.338,11.057,0.0043712,0.401854,8.90989,2.95587,14.1329,5.24191,42.4737,0,1.2983,2.55725,0.0247143,31.3843,
392,146.897,634.788,1722.32,0.231412,23.1532,129.837,10.5086,34.9843,3.67931,31.4003,6.17442,151.581,0,10.5331,3.32096,130.409,99.2072,42.8344,548.607,38.159,13.413,2.48761,67.0439,2.70086,416.377,0,36.4077,2.52086,551.729,245.297,11.057,0.0043712,0.406552,8.78358,2.95587,14.1302,1.6369,42.4725,0,1.2983,2.55725,0.0247143,31.3843,
393,146.897,435.881,1221.02,0.337013,19.6246,63.1397,10.2275,35.2202,3.46989,23.4245,6.41715,96.0092,0,7.90579,3.10701,63.1991,104.136,41.0703,343.798,42.1919,11.1648,2.19724,42.3123,3.29374,232.357,0,27.6722,2.39174,342.9,300.288,11.057,0.0043712,0.406552,6.97675,2.9577,14.1302,5.57385,42.4737,0,1.2983,2.31762,0.0247143,31.3843,
394,146.892,477.877,1327.45,0.307385,25.841,81.0981,4.90472,38.3831,3.27564,23.9959,6.20278,118.34,0,7.01769,2.90582,81.4803,84.4315,56.3553,425.269,21.1122,26.0621,1.49373,39.8465,2.44801,315.578,0,21.9709,1.62181,427.86,220.312,11.057,0.0043712,0.416634,8.27174,1.56012,14.1302,5.57385,42.4811,0,1.2983,1.55912,0.0247143,31.3843,
395,146.892,384.013,1002.86,0.382519,22.399,46.1896,9.53613,34.5366,3.31908,28.8561,5.89927,107.808,0,9.03851,2.92821,46.3531,67.1496,47.5818,264.797,45.1649,6.79276,1.7362,62.9463,2.72014,303.381,0,40.7357,1.81606,269.717,232.109,11.057,0.00446876,0.416634,11.2657,1.42385,14.1302,2.88064,42.4811,0,1.2983,0.37792,0.0247143,31.3843,
396,146.892,384.108,1120.41,0.382424,21.2414,42.415,5.50789,42.5855,3.31912,25.0039,6.19504,95.6893,0,5.14986,2.94834,42.4598,91.5933,50.042,259.346,27.6829,87.4579,1.606,57.0547,3.47579,283.509,0,21.2576,1.74385,259.349,299.004,11.057,0.00446876,0.416634,7.27597,2.95977,14.1302,1.26826,42.518,0,1.29906,2.56119,0.0261084,31.3855,
397,146.892,340.674,839.933,0.431181,17.2907,36.6219,9.03844,44.9521,3.54519,21.4738,6.02497,94.0603,0,5.36115,3.19316,36.7518,62.3606,29.3857,244.857,39.3882,77.7238,2.72221,38.1793,2.03365,256.899,0,21.6017,2.85397,245.491,151.588,11.057,0.00446876,0.416634,10.685,2.95461,14.1302,5.53183,42.5141,0,1.29906,2.55598,0.0264053,28.4439,
398,146.892,359.832,1017.78,0.408225,17.7687,64.6437,3.10447,34.3528,3.17418,19.7954,5.8292,74.1924,0,4.69151,2.78068,64.748,64.7511,29.2418,324.621,19.3838,12.0147,1.25577,32.3604,1.72514,157.27,0,18.269,1.30892,321.054,184.731,11.057,0.00446876,0.396075,8.76415,2.95461,14.1302,1.52151,42.5084,0,1.29906,2.55598,0.0264053,31.3855,
399,146.889,370.729,1100.6,0.396217,19.0622,70.4633,2.46433,36.7646,3.25895,16.8807,5.90346,69.8321,0,4.16436,2.88149,70.86,68.1932,44.1195,411.636,9.48036,19.561,1.4699,17.1051,1.68398,133.416,0,13.7104,1.53464,414.944,179.575,11.057,0.00446876,0.396075,8.96506,2.94069,14.1302,4.74878,42.5084,0,1.3014,2.54183,0.0272669,31.3876,
400,146.889,308.197,837.802,0.476608,19.0985,20.2925,5.03185,38.3055,3.15745,24.2766,6.00813,102.404,0,5.09203,2.7771,20.3156,61.4376,40.0527,163.589,30.055,27.9412,1.0758,48.2963,2.23547,299.105,0,18.6232,1.20956,166.922,180.821,11.057,0.00446876,0.396075,10.1779,2.94069,14.1302,5.57385,42.5084,0,1.3014,2.54183,0.0271445,31.3876,
401,146.889,393.371,1254.31,0.373411,23.7541,55.3494,5.60382,42.8158,3.49955,18.8236,6.03652,97.378,0,5.60706,3.12219,55.7577,75.6234,56.6098,373.265,26.8288,82.9433,2.98022,22.8567,2.447,291.258,0,22.1652,3.05507,376.337,227.169,11.057,0.00435759,0.396075,10.918,2.94069,14.1343,5.57402,42.5084,0,1.3014,2.54183,0.0269653,31.3876,
402,146.889,360.384,1050.44,0.407591,19.5517,37.3853,4.57349,51.2428,3.35604,18.5472,5.92556,118.519,0,2.90188,2.96565,37.4121,58.0029,42.7899,241.953,29.2134,137.478,2.70148,25.9519,2.04,361.742,0,8.46819,2.79886,243.706,169.714,11.0464,0.00435759,0.396075,7.01322,2.94069,14.1346,4.20922,42.5084,0,1.3014,2.54183,0.0244685,31.3876,
403,146.889,434.412,1323.73,0.338133,15.6373,73.765,10.2052,33.4383,3.518,20.8379,6.24989,87.9802,0,4.07285,3.14532,73.8305,101.731,21.4567,366.935,50.7313,18.5789,3.03467,33.6506,3.36216,246.522,0,15.236,3.13687,367.199,317.691,11.0464,0.00435759,0.396075,6.94194,2.93109,14.1346,5.57409,42.5084,0,1.3014,2.53213,0.0244685,31.3876,
404,146.885,351.935,1017.83,0.417365,18.3489,60.2044,4.0203,34.8865,3.34979,23.8685,5.8372,65.4893,0,7.86272,2.97521,60.3837,64.7082,38.5989,328.879,18.5611,9.36672,1.83112,49.4811,1.73254,105.386,0,30.7507,1.96751,330.385,185.834,11.0355,0.00435759,0.396075,6.35068,2.93359,14.1346,2.13453,42.5112,0,1.30139,2.53461,0.0244685,31.3875,
405,146.885,312.855,928.322,0.4695,14.631,41.4834,4.75871,45.8236,3.17421,21.1542,6.03447,57.9242,0,3.6554,2.79517,41.5366,69.8838,21.1827,284.632,29.7796,111.106,1.21361,42.5487,2.3896,81.6463,0,13.8272,1.33816,284.803,219.075,11.0198,0.00435759,0.427454,9.06702,2.93359,14.136,5.57409,42.5081,0,1.30063,2.53461,0.0244685,31.387,
406,146.878,320.878,749.01,0.457736,21.423,20.8649,10.7206,49.1862,3.54114,21.3961,6.15842,82.1125,0,5.19631,3.17106,20.8777,76.2304,48.3133,175.026,53.1053,96.9613,3.2324,40.0514,2.62147,214.415,0,21.2051,3.39858,175.022,220.999,11.0026,0.00435759,0.427641,8.35844,1.46053,14.136,5.57409,42.4988,0,1.30139,0.7156,0.0244685,31.3875,
407,146.875,360.378,1137.49,0.407557,16.4312,70.6671,5.66795,34.3551,3.24915,16.7664,5.86915,63.676,0,3.88781,2.85114,70.8539,66.1035,32.0059,402.839,27.3971,16.4455,1.45142,17.158,1.6243,119.484,0,15.5712,1.45145,404.052,188.692,11.0026,0.00435759,0.427641,0.529198,2.94069,12.8048,5.57409,42.5081,0,1.30139,2.54183,0.0244685,31.3875,
408,146.875,369.301,1171.06,0.39771,15.0458,62.1133,2.25857,34.3049,3.23364,21.2402,6.04626,77.967,0,4.63152,2.84692,62.2134,77.3994,26.6991,348.532,12.1351,5.68592,1.30329,45.3472,2.4742,220.146,0,16.9605,1.37722,348.906,247.093,11.0026,0.00435759,0.427641,8.80047,2.95139,14.1366,5.57409,42.5081,0,1.30139,2.55269,0.0244685,31.3875,
409,146.875,305.411,782.412,0.480908,18.452,31.4835,3.97606,37.5311,3.36945,23.0286,5.93479,81.9392,0,5.1862,3.0066,31.5254,59.9783,41.1313,219.351,17.7479,24.5359,1.81421,46.2455,2.06847,196.752,0,21.9515,1.95851,222.588,166.701,11.0026,0.00435759,0.431227,8.62442,2.94565,14.1366,3.35197,42.5081,0,1.30148,2.54689,0.0256076,31.3875,
410,146.875,454.211,1282.96,0.323362,22.6216,81.6576,10.7247,33.9449,3.57165,22.7829,5.84655,108.659,0,6.49622,3.1756,81.7715,72.959,47.6612,378.175,49.9867,6.8695,3.07866,52.7636,2.12171,282.31,0,31.6203,3.11562,378.674,220.373,10.9907,0.00435759,0.431227,1.40963,2.94565,10.4368,1.71307,42.5237,0,1.30148,2.54689,0.0256076,31.3875,
411,146.87,397.363,1201.12,0.369613,17.471,73.9633,6.99083,36.1509,3.46272,19.9247,6.09034,71.6589,0,5.51496,3.08447,74.3814,78.6692,30.9594,420.072,38.3648,22.1598,2.73723,37.0238,2.53835,141.009,0,26.2536,2.86444,422.456,218.592,10.9907,0.00435759,0.431227,7.4498,2.94565,14.1364,5.57408,42.5237,0,1.30149,2.54689,0.0256076,31.3875,
412,146.87,396.703,1178.74,0.370227,22.0874,62.3865,3.70613,34.4123,3.31588,25.0138,6.11867,85.9381,0,6.91083,2.9412,62.6139,81.2579,52.2018,340.3,16.3979,5.55149,1.66866,54.281,2.57246,231.567,0,31.9839,1.81065,343.001,239.29,10.9907,0.00435759,0.431227,7.9981,2.94565,14.1364,5.57404,42.5237,0,1.30109,2.54689,0.0256076,31.3873,
413,146.869,372.947,1117.91,0.393808,22.4632,54.4131,3.93182,38.263,3.31745,20.9681,6.07351,83.3782,0,4.78431,2.9406,54.7282,77.6853,50.3097,372.9,17.7598,37.9436,1.73127,38.5596,2.56839,229.791,0,19.4965,1.85514,376.05,237.533,10.9823,0.00474084,0.431227,8.52885,2.94565,14.1364,5.57404,42.5278,0,1.30109,2.54689,0.0256076,31.3873,
414,146.867,285.441,788.174,0.514527,16.205,31.4953,2.17301,37.4035,3.2398,20.8486,5.79037,73.3796,0,4.52178,2.85757,31.6034,55.9234,29.1622,222.056,9.23684,26.9166,1.51962,35.9373,1.4714,204.338,0,20.7097,1.634,224.287,138.163,10.9823,0.0045753,0.431227,11.8203,2.94565,14.1364,2.98,42.5531,0,1.30109,2.54689,0.0256076,31.3873,
415,146.865,350.497,1022.57,0.419019,18.3581,53.1981,4.19925,33.7919,3.18256,20.979,6.11178,61.3385,0,5.8599,2.80529,53.3521,87.3202,39.6152,296.767,20.3505,5.78016,1.26303,41.5019,2.79733,95.4421,0,25.5438,1.375,297.545,277.729,10.9823,0.00451333,0.43169,9.22003,2.94565,13.4585,5.57405,42.5487,0,1.30109,2.54689,0.026172,31.3873,
416,146.863,331.107,909.678,0.443553,16.22,45.9113,4.89515,38.9249,3.43985,19.9006,5.95609,84.5368,0,3.80343,3.06894,45.9509,58.4988,27.145,277.735,28.413,44.7632,2.93325,29.1429,2.17517,221.945,0,13.6516,3.04603,278.65,173.823,10.9677,0.00451333,0.418695,6.34204,2.94748,14.1369,5.56531,42.5487,0,1.30109,2.54872,0.0269555,28.3859,
417,146.86,379.774,923.384,0.386703,23.4298,24.8962,12.0014,42.3212,3.65486,18.2777,6.44789,116.812,0,5.15998,3.31289,24.9314,98.5284,47.5359,157.63,50.9439,42.9233,3.08823,18.532,3.86155,310.921,0,18.0422,3.24037,157.336,303.878,10.9677,0.00451333,0.430925,9.92543,2.94624,14.1369,5.57405,42.5487,0,1.30109,2.54746,0.0269555,31.3873,
418,146.86,603.438,1548.88,0.243372,24.0317,92.9668,10.0021,37.4621,3.56629,39.9927,6.593,159.837,0,14.2505,3.23241,93.3967,118.106,42.4895,425.785,36.7016,22.5277,2.01355,84.1841,4.12049,414.063,0,42.2182,2.25069,428.682,332.761,10.9677,0.00451333,0.427731,8.2233,2.94624,14.1369,1.24736,42.5487,0,1.30109,2.54746,0.0269555,31.3873,
419,146.86,480.533,1474.15,0.305618,20.8461,104.869,3.0777,33.5843,3.23418,19.9326,5.92947,93.3033,0,4.48096,2.85519,105.314,83.1051,45.8264,479.589,19.0157,6.3169,1.46115,40.1894,2.28732,256.899,0,21.7354,1.60452,482.268,244.248,10.9677,0.00450976,0.427731,8.26292,2.94624,13.5075,4.06189,42.5487,0,1.30109,2.54746,0.0269555,31.3873,
420,146.856,306.265,789.302,0.479507,20.0566,30.0971,4.23757,37.0131,3.31952,22.5923,6.07167,73.9844,0,4.97131,2.94465,30.1916,70.7848,45.6581,242.52,21.144,22.7159,1.75352,42.457,3.10998,156.147,0,18.2239,1.87439,241.174,229.601,10.9677,0.00450976,0.427731,0.851914,2.94624,14.1369,1.37705,42.5487,0,1.30109,2.54746,0.0269555,31.3873,
421,146.85,306.784,864.23,0.478675,16.9365,33.6539,5.0494,35.1213,3.50999,16.8212,6.24264,61.3292,0,3.06221,3.13817,33.7153,88.2044,32.0324,235.443,28.4266,12.2251,3.58145,18.5314,3.51158,110.543,0,10.811,3.70059,235.419,298.36,10.9677,0.00451333,0.433533,8.82818,2.94624,13.0385,5.57405,42.5487,0,0.635063,2.54746,0.0269555,31.3873,
422,146.835,449.204,1342.52,0.326878,21.3448,78.5479,5.86556,35.4028,3.3055,22.6548,6.13244,103.571,0,3.24109,2.91015,78.9148,87.313,47.0374,423.958,31.2278,12.2431,1.65538,41.4821,2.7273,288.653,0,10.85,1.69716,426.585,259.511,10.9744,0.00451516,0.433533,9.32755,2.94624,14.1369,5.18661,42.5729,0,1.30167,2.54746,0.0274769,31.3881,
423,146.835,305.268,1012.17,0.481003,17.5765,34.8126,6.83061,35.1614,3.62752,20.3134,5.82346,80.164,0,5.90883,3.25554,35.1265,56.6681,37.4474,280.489,35.8665,7.68944,3.83789,34.1652,1.74867,224.021,0,28.5336,3.94211,283.197,146.566,10.9744,0.00451516,0.433533,3.12391,2.94624,14.1369,2.54186,42.5729,0,1.30156,2.54746,0.0274769,31.3877,
424,146.835,224.248,447.199,0.654788,13.0547,3.52792,3.13609,34.8824,3.34612,22.2952,5.98784,65.4906,0,5.35404,2.95533,3.56101,60.657,13.3434,38.5918,21.3174,3.76157,2.74282,50.1222,2.93139,141.432,0,27.5629,2.82764,38.8372,221.252,10.9675,0.00451516,0.433533,11.2266,2.94624,14.1369,5.57404,42.5798,0,1.30135,2.54746,0.0283005,31.3878,
425,146.835,283.112,829.357,0.518648,15.1687,26.6326,4.61246,39.7418,3.17626,18.2708,5.79132,82.4458,0,3.31748,2.79381,26.6867,54.4738,25.4922,187.176,29.6336,54.2742,1.16825,35.3367,2.0155,239.486,0,16.0065,1.26587,184.932,164.445,10.9675,0.0045753,0.433533,9.85877,2.94624,14.1371,0.69162,42.5798,0,1.30135,2.54746,0.0274347,31.3878,
426,146.835,446.387,1465.63,0.328941,19.7157,74.3558,6.82755,33.718,3.27927,22.9284,6.21074,105.608,0,4.01423,2.92132,74.646,92.1624,38.3864,410.845,31.6179,7.84625,1.36168,52.0948,3.51446,317.631,0,14.4807,1.52186,406.562,310.776,10.9675,0.0045753,0.433533,6.79332,2.95636,14.1371,5.57404,42.5798,0,1.3013,2.55774,0.0269204,31.3878,
427,146.835,458.162,1479.77,0.320487,22.2411,85.3853,5.95294,34.5734,3.21757,22.7112,5.88661,116.549,0,6.2724,2.84611,86.1326,66.3932,50.7183,483.307,31.0628,5.92776,1.4479,41.6063,1.83502,348.166,0,26.2873,1.60378,486.979,168.89,10.9675,0.00464208,0.433533,12.1221,2.14521,14.1371,5.57404,42.5787,0,1.3013,1.56444,0.0269204,31.3878,
428,146.835,358.685,1125.99,0.409371,19.0943,56.2649,4.08927,35.6156,3.20374,27.39,5.95468,77.2653,0,6.05785,2.81679,56.6016,64.3309,38.4764,379.258,20.9656,9.09476,1.09622,62.1758,2.18413,169.542,0,25.685,1.15372,381.919,180.618,10.9675,0.00464208,0.438599,8.71771,2.95703,14.1372,5.24709,42.5713,0,1.3013,2.55841,0.0269204,31.3878,
429,146.832,208.324,370.371,0.704827,12.8529,5.81883,5.61017,36.0471,3.11376,15.2641,5.7132,74.7128,0,2.25237,2.73373,5.8375,38.3677,14.5981,64.9188,36.1488,9.77807,0.865208,14.1861,0.880878,216.991,0,7.90238,0.982649,65.7802,49.0443,10.9675,0.00464208,0.438599,34.7098,2.95973,14.1372,5.57404,42.571,0,1.3013,2.56114,0.0269204,31.3878,
430,146.826,253.663,682.127,0.578825,14.1789,33.197,2.05559,34.9672,3.14627,18.2839,5.78494,53.7487,0,2.86047,2.75606,33.2446,49.4395,19.6039,234.387,10.3184,6.10132,1.22375,25.7414,1.40271,70.6261,0,10.6751,1.29777,234.614,140.608,10.9675,0.00464208,0.429492,8.94225,2.95973,14.1374,5.57404,42.571,0,1.3013,2.56114,0.0269204,31.3878,
431,146.826,267.654,769.108,0.548568,18.8211,21.5663,2.6304,35.1802,3.0921,18.4743,6.05959,61.2987,0,4.80962,2.70525,21.6417,71.3748,44.498,191.709,15.9507,10.186,0.761436,32.795,3.33216,119.73,0,22.4388,0.847505,192.681,268.691,10.9875,0.00498316,0.429492,9.13298,2.95973,14.1374,5.57404,42.571,0,1.3013,2.56114,0.0269204,31.3878,
432,146.82,451.279,1368.9,0.325342,17.2175,81.0195,7.69495,38.7995,3.50352,19.4471,6.24015,94.5559,0,4.67577,3.15566,81.379,93.5901,27.9594,434.627,31.1675,36.0709,2.07124,33.6152,3.25162,249.856,0,19.0691,2.35994,434.963,287.519,10.9875,0.00462649,0.429492,8.67595,2.95973,14.0608,5.57407,42.5615,0,1.3013,2.56114,0.0269204,31.3878,
433,146.82,586.869,1748.97,0.250175,25.7152,146.812,6.71764,34.8466,3.37391,24.4498,5.85063,106.484,0,5.85184,3.00797,147.908,75.8507,55.76,644.692,32.4573,11.0194,1.69052,40.9502,1.76947,245.539,0,20.0816,1.82653,649.737,193.6,10.9875,0.00463048,0.429492,1.45,2.9609,14.1369,1.5572,42.5615,0,1.3013,2.56231,0.0269204,31.3878,
434,146.82,274.696,917.144,0.53448,17.471,31.5905,1.60783,34.2882,3.06432,19.622,5.76587,67.2946,0,4.49448,2.68471,31.6699,55.1431,45.7058,249.262,11.8888,3.07515,1.03719,39.1617,1.97338,202.964,0,24.0735,1.13825,255.519,186.844,10.9875,0.00463048,0.429492,9.08455,1.94439,14.1369,4.94431,42.5615,0,1.30146,2.49799,0.0270267,31.388,
435,146.82,377.006,1070.59,0.389437,15.8296,53.9894,4.33939,38.6927,3.29483,23.3001,6.00298,93.7799,0,6.38998,2.90944,54.1684,74.3088,28.6266,304.534,20.2413,31.0397,1.43995,48.6124,2.07384,247.381,0,29.3781,1.5162,302.4,199.639,10.9875,0.00463048,0.429128,8.80381,2.9609,14.1369,5.57405,42.5615,0,1.30146,2.56231,0.0274347,31.388,
436,146.819,322.092,1122.09,0.455828,17.911,51.6289,2.73724,43.8755,3.1359,17.4459,5.75421,67.7217,0,3.58834,2.75453,52.0184,53.5204,40.3111,371.752,15.7934,95.9726,1.20932,20.2403,1.25132,197.928,0,19.764,1.33384,374.586,136.721,10.9875,0.00463048,0.429128,10.7787,2.49814,14.1369,5.57405,42.5512,0,1.30146,2.07908,0.0278449,31.3881,
437,146.819,309.988,863.272,0.473626,16.4395,27.2774,2.73536,82.4529,3.13701,16.6285,5.77429,74.4576,0,2.80823,2.74505,27.2985,48.234,28.2174,185.939,15.5739,473.486,1.05019,14.3778,1.13625,207.201,0,11.5441,1.09347,185.93,96.109,10.9875,0.00498316,0.429128,12.2766,2.9609,14.1378,5.57408,42.5615,0,1.30146,2.56231,0.0278449,31.3881,
438,146.816,389.767,1128.83,0.376678,20.1047,58.9123,6.79204,48.1107,3.2159,18.4097,5.97018,90.3683,0,3.80128,2.84534,59.0386,72.1978,44.1594,334.552,36.9105,122.239,1.33618,22.8898,2.12232,259.5,0,16.4446,1.46973,335.121,196.269,10.9875,0.00498316,0.429128,7.8317,2.9609,14.1378,2.76819,42.5615,0,1.30146,2.56231,0.0278449,31.3881,
