Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.roll_center.z.avg,Heave.front.toe_angle_l.avg,Heave.front.half_track_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.roll_center.y.avg,Steering.front.camber_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.half_track_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.camber_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.roll_center.z.best,Heave.front.toe_angle_l.best,Heave.front.half_track_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.roll_center.y.best,Steering.front.camber_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
855,75.9572,89.9472,39.1871,0.844464,1.75694,0.288387,47.9859,0.377973,1.50609,1.84471,0.407111,0.809037,0.896226,31.5618,1.02793,1.48513,8.26519,1.54923,23.2283,0.386998,0.819038,8.81269,0.0514119,0.472884,3.08525,4.29707,0.282163,1.79217,0.135242,0.0124665,29.2801,0.0650851,0.936133,0.18568,0.0386157,0.731198,0.106308,3.16671,0.13467,1.14039,
856,75.9572,90.4925,42.1301,0.839375,1.81644,0.288473,48.4244,0.373978,1.52155,1.99403,0.405714,0.803052,0.901923,31.4187,1.02191,1.52231,8.60011,1.54964,24.4245,0.382334,0.859874,10.0769,0.0500303,0.443418,3.09383,4.28352,0.250035,1.89601,0.135242,0.0124665,29.2801,0.0650851,0.936133,0.18568,0.0386157,0.731198,0.106308,3.16671,0.13467,1.14039,
857,75.9572,90.6247,45.6567,0.83815,1.65105,0.281455,49.3152,0.367887,1.54752,1.60259,0.404211,0.784098,0.886014,31.2897,1.05801,1.43699,8.91516,1.67463,27.3375,0.384586,0.960072,8.26352,0.0557372,0.333397,3.34202,4.56943,0.457619,1.76454,0.135242,0.0124665,44.305,0.0896238,1.37017,0.18568,0.0103355,0.731198,0.107706,1.34907,0.214465,1.1009,
858,75.9572,89.6362,41.386,0.847394,2.00324,0.248503,46.8323,0.354582,1.46325,2.28231,0.406241,0.805632,1.15365,31.6281,1.08297,1.3754,10.7995,1.41786,18.257,0.252517,0.645742,11.9354,0.0452019,0.568721,4.61712,5.02415,0.625128,1.4027,0.135242,0.0124665,19.5648,0.133097,0.576544,0.18568,0.0199805,0.729814,0.0839863,3.01453,0.210102,0.461482,
859,75.9572,88.5358,36.9161,0.857926,1.25408,0.265544,46.5927,0.366784,1.44904,1.64083,0.412093,0.746246,0.884138,32.5427,1.05017,1.3315,7.11252,1.65491,17.988,0.365862,0.616928,10.0011,0.0572633,0.125067,3.36444,7.23863,0.336572,1.25784,0.135242,0.0124665,12.9801,0.117215,0.203348,0.18568,0.0671886,0.731198,0.101272,7.4667,1.00416,1.14039,
860,75.9572,87.3336,31.5667,0.869735,1.01766,0.230506,46.6218,0.352666,1.45308,1.2645,0.408455,0.750725,0.694287,32.1802,1.02935,1.33048,6.4241,1.54037,18.1896,0.263852,0.632955,7.49125,0.0323961,0.149651,2.29486,6.08786,0.255518,1.27469,0.135242,0.0124665,12.9801,0.117215,0.203348,0.18568,0.0671886,0.731198,0.101272,7.4667,0.106532,1.14039,
861,75.9572,87.858,33.7832,0.864544,1.4672,0.2365,46.3304,0.345689,1.44882,1.77751,0.407507,0.772498,0.915939,31.7566,1.06281,1.33662,8.84447,1.49937,15.3192,0.278694,0.543912,9.42356,0.0456361,0.433646,3.72483,4.12064,0.43729,1.27311,0.135242,0.0124665,20.1265,0.0937813,1.00587,0.18568,0.0544993,0.667518,0.419707,1.38095,0.606486,1.14039,
862,75.9572,85.2807,22.4833,0.890673,0.985836,0.155115,45.2431,0.340583,1.40375,1.01421,0.414117,0.767665,0.536194,32.1305,1.04774,1.24192,6.39718,1.20666,8.97819,0.21074,0.318823,8.02751,0.0466542,0.331153,1.38716,3.37151,0.388902,0.820012,0.135242,0.0124665,32.2648,0.249867,1.06517,0.18568,0.0837364,0.731198,0.419707,2.78976,0.804664,1.14039,
863,75.9572,84.5202,18.3337,0.898686,0.905215,0.124108,45.129,0.340023,1.39982,0.602205,0.412407,0.766462,0.520667,32.0605,1.03289,1.22695,6.22416,1.08158,8.70321,0.210516,0.308217,3.71543,0.0355056,0.330629,1.30333,3.12304,0.293523,0.774184,0.135242,0.0124665,32.2648,0.249867,1.06517,0.18568,0.0837364,0.731198,0.419707,2.78976,0.804664,1.14039,
864,75.9572,92.5749,50.3073,0.820494,2.03659,0.262466,49.0775,0.381846,1.53723,2.94143,0.408847,0.816141,0.948544,31.676,1.06378,1.42462,11.282,1.46032,25.5324,0.364055,0.875461,14.7695,0.0710926,0.550776,3.13759,6.57191,0.434899,1.57146,0.135242,0.0124665,44.305,0.318572,1.37017,0.18568,0.0350202,0.731198,0.419707,0.609333,0.229255,1.14039,
865,75.9572,91.0291,44.9248,0.834427,2.07675,0.281967,48.7594,0.374741,1.52684,2.18123,0.404613,0.829863,0.853503,31.295,1.06498,1.38008,11.593,1.50325,23.9756,0.343029,0.83668,11.3063,0.0460849,0.645317,2.8682,4.33748,0.447487,1.48181,0.135242,0.0124665,44.305,0.318572,1.37017,0.18568,0.0350202,0.731198,0.419707,0.609333,0.229255,1.14039,
866,75.9572,90.9945,44.8478,0.834744,1.6397,0.254906,49.0494,0.391426,1.53613,1.85004,0.406901,0.833472,0.755359,31.8226,1.0649,1.38957,9.18701,1.46289,25.8391,0.474273,0.900603,10.0194,0.0679328,0.576551,2.19802,10.0506,0.481084,1.35764,0.135242,0.0124665,33.8124,0.0604017,0.707946,0.18568,0.0373777,0.666704,0.231955,1.30868,0.636872,1.14039,
867,75.9572,88.48,35.3926,0.858467,1.60734,0.231509,46.5848,0.342903,1.45596,1.81093,0.408165,0.770372,1.08151,31.8346,1.05341,1.2985,8.89243,1.26257,17.8136,0.188891,0.621499,9.93293,0.0441765,0.319301,4.16916,5.43644,0.408703,1.06881,0.135242,0.0124665,13.7835,0.0805629,1.15833,0.18568,0.0204444,0.695451,0.164159,2.81178,0.348781,0.866231,
868,75.9572,88.6367,36.2553,0.856949,1.64621,0.236143,46.8209,0.340364,1.46415,1.7279,0.406326,0.77158,1.12637,31.7525,1.04433,1.29989,9.01331,1.29337,18.6414,0.178484,0.651476,9.2998,0.0436533,0.319707,4.27399,5.59155,0.388136,1.07251,0.135242,0.0124665,13.7835,0.0805629,1.15833,0.18568,0.0204444,0.695451,0.164159,2.81178,0.348781,0.866231,
869,75.9572,90.5964,40.5531,0.838413,2.30941,0.305701,46.768,0.385693,1.46465,2.37947,0.414749,0.81492,0.94766,32.315,1.11657,1.37456,12.8271,1.62573,16.4276,0.387404,0.576691,11.5458,0.0686213,0.526233,3.61048,7.89085,0.754553,1.31559,0.135242,0.0124665,16.2904,0.318572,0.669775,0.18568,0.0835825,0.731198,0.274541,1.03974,0.73208,1.14039,
870,75.9572,90.3638,39.3258,0.84057,2.10076,0.273527,47.158,0.380104,1.47807,2.16338,0.412652,0.814307,0.953848,32.1642,1.09788,1.36708,11.8583,1.51653,17.9676,0.366904,0.627783,10.4066,0.0669312,0.526968,3.62755,7.85534,0.695953,1.26962,0.135242,0.0124665,16.2904,0.318572,0.669775,0.18568,0.0835825,0.731198,0.274541,1.03974,0.443946,1.14039,
871,75.9572,92.9244,50.4587,0.817408,2.86012,0.358204,48.4221,0.427651,1.52425,2.22701,0.414645,0.78843,1.04462,32.1701,1.13445,1.55278,13.6083,1.70495,25.3495,0.614244,0.93081,10.0389,0.0728855,0.334476,3.62529,8.57458,0.881625,1.9754,0.135242,0.0124665,10.0622,0.0932516,0.633789,0.18568,0.022854,0.693807,0.419707,1.45077,0.397368,1.14039,
872,75.9572,92.0413,48.2729,0.825251,2.84503,0.33409,47.9952,0.417447,1.51013,1.95908,0.411694,0.78696,1.00336,32.1376,1.12793,1.5128,13.6646,1.65615,24.3107,0.589691,0.900486,8.97349,0.0520544,0.332751,3.5627,8.55597,0.8777,1.85832,0.135242,0.0124665,10.0622,0.0932516,0.633789,0.18568,0.022854,0.693807,0.419707,1.45077,0.397368,1.14039,
873,75.9572,89.0804,47.5058,0.852681,1.47777,0.215906,46.2747,0.354626,1.43928,1.6301,0.410029,0.781285,0.667219,33.4481,1.06661,1.31473,9.0702,1.35031,17.0557,0.280681,0.601619,9.94841,0.0374191,0.394064,2.04111,30.6171,0.473032,1.20993,0.135242,0.0124665,32.1053,0.207941,0.868635,0.18568,0.0502793,0.665588,0.137442,1.2546,0.750145,1.14039,
874,75.9572,89.3253,48.4893,0.850343,1.25829,0.240196,46.3515,0.353199,1.44288,2.02547,0.408273,0.772061,0.7117,33.3801,1.05011,1.33147,7.15861,1.52656,17.0227,0.271669,0.600057,12.1201,0.0348681,0.359326,2.63329,30.6028,0.377726,1.24315,0.135242,0.0124665,32.1053,0.207941,0.868635,0.18568,0.0502793,0.665588,0.137442,1.2546,0.750145,1.14039,
875,75.9572,84.4006,19.366,0.899959,0.472722,0.119166,45.6455,0.327965,1.41712,0.529991,0.409815,0.757801,0.586868,31.8964,1.00555,1.23169,3.08857,0.960958,12.2359,0.106298,0.427509,3.65655,0.0311675,0.237638,1.63168,2.81706,0.0794738,0.94406,0.135242,0.0124665,44.305,0.318572,1.37017,0.18568,0.0275084,0.731198,0.419707,6.58912,0.339552,0.617258,
876,75.9572,92.5411,75.7527,0.820794,2.09628,0.203384,47.0372,0.394532,1.47471,1.60825,0.407891,0.790585,0.938644,35.1659,1.07306,1.35062,10.8281,1.27428,19.3413,0.598883,0.678067,7.99631,0.0548058,0.415672,3.55107,60.4147,0.56579,1.36443,0.135242,0.0124665,20.4989,0.147806,1.28768,0.18568,0.0214248,0.731198,0.419707,1.88971,0.367574,0.771415,
877,75.9572,90.886,44.5439,0.835741,2.07886,0.215744,48.1335,0.375404,1.50579,2.13311,0.409106,0.782499,0.871643,31.9167,1.0957,1.36788,10.3142,1.36687,23.5413,0.339686,0.83005,11.6413,0.0411546,0.341979,3.05206,7.16505,0.513629,1.37521,0.135242,0.0124665,43.0136,0.0776683,1.17074,0.18568,0.111874,0.71022,0.0346466,0.437994,0.93047,1.14039,
878,75.9572,90.5402,44.2142,0.838933,1.95741,0.197803,48.3269,0.372127,1.51223,1.95996,0.407208,0.782656,0.818567,31.8059,1.08563,1.31375,10.0682,1.33487,23.8892,0.334919,0.841478,11.0945,0.0360138,0.348522,2.87097,6.3288,0.484845,1.10858,0.135242,0.0124665,43.0136,0.0776683,1.17074,0.18568,0.111874,0.71022,0.0346466,0.437994,0.93047,1.14039,
879,75.9572,86.1189,26.2347,0.882003,1.1553,0.137182,45.6996,0.355813,1.42393,1.03663,0.409394,0.780065,0.729196,32.0636,1.02739,1.3008,7.33885,1.1464,14.1052,0.345762,0.492269,6.37138,0.0367029,0.376364,2.77635,4.35095,0.22527,1.0987,0.135242,0.0124665,27.9873,0.118935,1.37017,0.18568,0.0153939,0.719003,0.105196,3.40058,0.379512,1.14039,
880,75.9572,94.3352,55.6001,0.805184,2.23985,0.354538,49.9124,0.390604,1.56443,2.601,0.412935,0.834845,0.907523,32.4879,1.09661,1.53253,11.1387,1.72581,28.8468,0.454375,0.994523,13.2669,0.0821807,0.609851,2.71607,13.7952,0.628489,2.0209,0.135242,0.0124665,43.8324,0.0953747,1.30068,0.18568,0.033278,0.683179,0.17233,0.308672,0.655941,1.14039,
881,75.9572,92.2762,50.0058,0.82315,2.03036,0.30372,49.5325,0.365698,1.55343,2.0165,0.4096,0.81188,0.787918,31.9303,1.08575,1.44861,10.8819,1.60151,28.2163,0.333562,0.982809,11.176,0.0711821,0.548954,2.31516,11.448,0.608169,1.76657,0.135242,0.0124665,43.8324,0.0953747,1.30068,0.18568,0.033278,0.683179,0.17233,0.308672,0.655941,1.14039,
882,75.9572,88.4978,36.7144,0.858294,1.91326,0.27497,47.0253,0.360302,1.47387,1.09802,0.40704,0.79174,0.919286,31.8257,1.08214,1.32622,10.9967,1.71209,17.491,0.303503,0.652064,6.38784,0.038129,0.401839,3.48169,3.27788,0.5258,1.1941,0.135242,0.0124665,44.305,0.0844017,1.37017,0.18568,0.0687108,0.730396,0.0321514,5.79422,1.00416,1.14039,
883,75.9572,87.7781,34.657,0.865332,1.59883,0.226478,46.9327,0.352397,1.47055,0.984999,0.406674,0.783353,0.902933,31.7587,1.06369,1.29677,9.63678,1.49973,17.1935,0.272024,0.638346,5.95235,0.037537,0.375399,3.48242,3.05937,0.420942,1.07207,0.135242,0.0124665,44.305,0.0844017,1.37017,0.18568,0.0687108,0.730396,0.0321514,5.79422,1.00416,1.14039,
884,75.9572,93.3436,82.6958,0.813737,1.62963,0.35483,47.6342,0.346831,1.48705,1.83787,0.406832,0.836583,1.00455,35.3889,1.07745,1.33895,8.50689,1.8327,19.8111,0.25036,0.707156,10.2704,0.057493,0.603269,3.73559,68.5721,0.59124,1.2939,0.135242,0.0124665,37.2984,0.0683162,0.510951,0.18568,0.0178962,0.731198,0.419707,1.57573,1.00416,1.14039,
885,75.9572,90.9804,84.9377,0.834874,1.18494,0.225794,46.6711,0.351742,1.45143,1.33721,0.411291,0.771539,0.563546,35.7367,1.02139,1.25379,7.01537,1.60121,19.8325,0.288519,0.688819,9.59095,0.0372672,0.362824,1.29928,69.1573,0.227653,0.878904,0.135242,0.0124665,42.0274,0.117466,1.12789,0.18568,0.0821234,0.667507,0.419707,6.09838,0.159702,0.841604,
886,75.9572,87.7582,34.2521,0.865528,1.52333,0.211841,47.0088,0.328886,1.46624,1.23101,0.404482,0.770916,0.818425,31.6602,1.06161,1.27236,10.0448,1.40124,17.1814,0.110826,0.606574,8.14552,0.051006,0.31637,3.04155,5.45214,0.518073,0.942886,0.135242,0.0124665,44.305,0.0731507,1.37017,0.18568,0.0347683,0.731198,0.0202042,4.28957,0.371146,1.14039,
887,75.9572,88.1407,38.8565,0.861772,1.51859,0.20094,47.2857,0.355449,1.47353,1.16457,0.408182,0.761034,0.758668,31.8468,1.03782,1.32938,9.75268,1.35923,21.6235,0.290266,0.750878,7.60356,0.0370294,0.20133,2.52951,3.84262,0.339792,1.36302,0.135242,0.0124665,44.305,0.318572,1.37017,0.18568,0.0342225,0.731198,0.419707,3.90268,0.621566,1.14039,
888,75.9572,94.4116,54.8115,0.804532,3.0858,0.409233,50.1438,0.392518,1.5866,2.3705,0.401557,0.837034,1.4485,31.1478,1.13325,1.45506,14.4899,1.93385,27.904,0.46968,1.01764,12.5576,0.0656337,0.618018,5.31104,4.75646,0.737514,1.62297,0.135242,0.0124665,44.305,0.0837681,1.37017,0.18568,0.0137945,0.663908,0.074548,0.554759,0.185484,1.14039,
889,75.9572,90.1188,38.7013,0.842856,2.23786,0.323884,47.0896,0.394547,1.47773,2.21201,0.401686,0.822362,1.10517,31.5285,1.11412,1.4112,11.5087,1.72679,17.4699,0.44508,0.622584,10.5144,0.0560708,0.536966,3.79291,4.30536,0.654612,1.64822,0.135242,0.0124665,27.3335,0.148796,1.29953,0.18568,0.020872,0.731198,0.419707,5.11983,0.783885,0.450098,
890,75.9572,92.9148,47.7381,0.817492,2.17939,0.327775,49.8093,0.393164,1.56558,2.52261,0.404434,0.818222,1.0036,31.3493,1.09781,1.44369,10.1755,1.67074,27.3468,0.447782,0.949516,11.4842,0.0465662,0.495802,3.39159,5.11939,0.54484,1.52318,0.135242,0.0124665,38.1216,0.103087,1.37017,0.18568,0.00877398,0.679464,0.244108,0.727308,0.320354,1.14039,
891,75.9572,91.6018,45.6639,0.82921,1.88818,0.398853,48.5149,0.37174,1.52665,2.49571,0.406092,0.791719,0.880746,31.811,1.07724,1.43894,9.81883,1.97341,22.7152,0.405499,0.806787,12.5717,0.0517851,0.385046,3.01393,11.5837,0.551869,1.57655,0.135242,0.0124665,36.5314,0.0438506,1.12329,0.18568,0.00764375,0.690493,0.34398,0.125302,0.438504,0.718094,
892,75.9572,90.2804,39.8694,0.841347,1.74587,0.319238,48.7904,0.381629,1.52938,1.60416,0.408844,0.816376,0.802868,31.4761,1.02716,1.37833,8.45793,1.73992,24.3927,0.398775,0.859133,7.82775,0.0637971,0.552127,2.47064,4.63123,0.245615,1.37038,0.135242,0.0124665,35.9161,0.0875309,1.02678,0.18568,0.0238407,0.731198,0.363901,1.49717,0.0866382,1.14039,
893,75.9572,89.8789,39.3388,0.845106,1.69637,0.275103,48.6835,0.368692,1.52542,1.51046,0.406848,0.792509,0.779187,31.4699,1.02627,1.34462,8.42184,1.56918,24.3457,0.332725,0.857229,7.59859,0.0533614,0.373111,2.43677,4.62228,0.240537,1.24496,0.135242,0.0124665,35.9161,0.0875309,1.02678,0.18568,0.0238407,0.731198,0.363901,1.49717,0.0866382,1.14039,
894,75.9572,88.2703,40.5831,0.860507,1.74907,0.253219,45.5342,0.332273,1.41615,1.56568,0.409549,0.79281,0.776567,33.0538,1.06362,1.32332,10.6846,1.57703,11.9863,0.110651,0.425865,11.0468,0.037579,0.504593,3.18608,22.1901,0.454778,1.42254,0.135242,0.0124665,23.512,0.178496,0.551671,0.18568,0.0297522,0.719188,0.269457,3.17396,1.00416,0.496674,
895,75.9572,91.357,47.6123,0.831432,2.5633,0.362177,46.9752,0.384944,1.46521,2.01,0.410252,0.774457,1.2172,32.6571,1.09855,1.43867,12.7501,1.86101,20.8283,0.426253,0.741236,9.65623,0.0446364,0.255997,4.54502,14.8125,0.622305,1.67186,0.135242,0.0124665,34.518,0.318572,0.540477,0.18568,0.0180776,0.731198,0.419707,1.26868,0.229791,1.14039,
896,75.9572,88.3133,34.9655,0.860087,1.60937,0.235619,47.207,0.382281,1.47335,1.54445,0.412321,0.846279,0.65714,31.5717,1.0839,1.28991,9.41629,1.3498,19.0077,0.391255,0.667747,8.0774,0.0514731,0.700563,1.66887,4.2465,0.530257,1.02504,0.135242,0.0124665,44.305,0.318572,1.37017,0.18568,0.0189967,0.731198,0.419707,0.790443,0.485894,1.14039,
897,75.9572,85.5586,22.8202,0.88778,0.77423,0.114079,45.9535,0.346571,1.42834,1.0489,0.4116,0.758955,0.543933,31.8537,1.02078,1.30394,4.50983,0.806742,14.3449,0.209722,0.502289,7.47021,0.0346425,0.282552,1.1117,2.90565,0.21923,1.26543,0.135242,0.0124665,36.8605,0.318572,1.1913,0.18568,0.0665278,0.731198,0.130147,8.58322,0.541016,1.14039,
898,75.9572,88.7208,40.3427,0.856137,1.51495,0.295165,47.6892,0.333146,1.4902,1.43759,0.40721,0.795476,0.802733,31.5947,1.05356,1.30688,9.58189,1.8178,22.1327,0.200073,0.780903,8.17047,0.0355595,0.473117,3.39039,3.47928,0.352147,1.14442,0.135242,0.0124665,44.305,0.0162111,1.37017,0.18568,0.0743424,0.731198,0.419707,4.62874,1.00416,1.14039,
899,75.9572,88.8847,41.6393,0.854558,1.62261,0.252241,47.4485,0.347556,1.48147,1.60531,0.412321,0.817915,0.827455,31.6409,1.0665,1.36192,10.7476,1.47812,21.6014,0.272131,0.760273,9.26144,0.0519721,0.647153,3.17008,3.37595,0.530952,1.50276,0.135242,0.0124665,37.8605,0.0753511,1.27176,0.18568,0.0358801,0.731198,0.391042,4.11797,0.627146,1.14039,
900,75.9572,89.7095,38.381,0.846701,1.70262,0.345063,48.4214,0.360191,1.51607,1.43101,0.405795,0.828365,0.762702,31.4816,1.04886,1.40588,9.78132,1.79605,21.678,0.291301,0.762832,7.23537,0.0619763,0.622339,2.25172,3.8118,0.404965,1.43381,0.135242,0.0124665,44.305,0.144629,1.37017,0.18568,0.0195917,0.731198,0.419707,4.33377,0.550896,1.14039,
901,75.9572,90.5519,42.2926,0.838824,1.86159,0.270881,48.3752,0.383295,1.517,1.77763,0.408795,0.802038,0.93755,31.8164,1.0727,1.32883,11.2013,1.49237,22.4329,0.442266,0.807352,9.54978,0.0552125,0.441222,3.18401,8.07725,0.578636,1.17458,0.135242,0.0124665,40.3676,0.195814,1.0572,0.18568,0.0672556,0.731198,0.419707,0.0998089,0.456576,1.14039,
902,75.9572,88.8233,41.0275,0.855149,1.67379,0.257311,47.7366,0.372449,1.49322,1.3847,0.408716,0.807685,0.865175,31.4743,1.08676,1.26261,10.0175,1.48117,24.1649,0.375634,0.845528,8.37091,0.0430969,0.556742,3.13494,4.28838,0.638928,1.00401,0.135242,0.0124665,44.305,0.227115,1.37017,0.18568,0.0623863,0.731198,0.419707,0.558792,0.788123,0.185105,
903,75.9572,89.1391,42.227,0.852119,1.83203,0.25716,47.9712,0.367066,1.50108,1.35355,0.406872,0.785977,0.902722,31.3785,1.09227,1.29074,10.7257,1.48061,24.5942,0.350706,0.859447,8.20409,0.0452942,0.366038,3.28181,4.49951,0.646142,1.22402,0.135242,0.0124665,44.305,0.227115,1.37017,0.18568,0.0623863,0.731198,0.419707,0.558792,0.788123,0.185105,
904,75.9572,90.9977,45.9952,0.834715,1.4731,0.300363,49.3879,0.428118,1.55343,1.82094,0.406985,0.7786,0.900464,31.4372,1.06737,1.44314,7.28249,1.60869,28.8252,0.711094,1.02099,9.71293,0.0347687,0.329555,3.18627,3.78837,0.43813,1.67606,0.135242,0.0124665,44.305,0.318572,1.37017,0.18568,0.0778602,0.731198,0.419707,6.62445,0.51598,1.14039,
905,75.9572,87.5986,32.0724,0.867104,1.34251,0.281342,47.3813,0.35839,1.47992,1.02485,0.412048,0.798578,0.799342,31.3939,1.02977,1.29664,7.8656,1.67563,18.5564,0.306795,0.659095,6.16942,0.0748649,0.533358,2.68595,4.43748,0.347006,1.06347,0.135242,0.0124665,44.305,0.164019,1.37017,0.18568,0.0252323,0.731198,0.419707,1.28676,0.428517,1.14039,
906,75.9572,89.2021,43.8073,0.851517,1.25683,0.181733,46.6902,0.366714,1.46611,2.31766,0.412176,0.80196,0.988783,32.3208,1.05682,1.34228,7.58865,1.13727,17.4126,0.410301,0.652786,14.0025,0.0484609,0.49293,4.63455,8.61036,0.403318,1.35424,0.135242,0.0124665,34.3744,0.142841,1.08829,0.18568,0.074474,0.731198,0.419707,4.6817,0.899329,1.14039,
907,75.9572,97.1293,69.7826,0.782021,2.64745,0.333975,50.4861,0.376335,1.58395,3.11025,0.413927,0.848155,1.03118,33.6512,1.12639,1.52045,11.5417,1.56814,31.5219,0.350523,1.0845,13.1086,0.0910239,0.611252,3.79891,34.8323,0.684659,1.7964,0.135242,0.0124665,20.676,0.0853311,0.175793,0.18568,0.0239986,0.699096,0.00534793,1.96767,0.295543,0.845838,
908,75.9572,97.1118,69.7353,0.782162,2.67628,0.318252,50.5126,0.377236,1.58542,3.07447,0.410793,0.84858,1.11994,33.5347,1.11883,1.53472,11.5751,1.51409,31.3588,0.35102,1.0875,12.9143,0.0863782,0.611731,4.12523,34.8433,0.668922,1.8192,0.135242,0.0124665,20.676,0.0853311,0.175793,0.18568,0.0239986,0.699096,0.00534793,1.96767,0.295543,0.845838,
909,75.9572,88.4474,49.0836,0.858784,1.18144,0.0712844,46.2193,0.339119,1.4415,1.61649,0.407136,0.741559,0.796613,33.3022,1.02674,1.30399,8.86785,0.490431,15.7854,0.209962,0.563979,11.9317,0.039293,0.120631,3.14113,26.7146,0.391937,1.26541,0.135242,0.0124665,27.9412,0.0924873,1.14076,0.18568,0.0217603,0.731198,0.419707,1.37839,0.350534,1.14039,
910,75.9572,89.8191,40.8821,0.845668,1.80252,0.228323,48.3517,0.365857,1.50924,1.41908,0.412369,0.827811,0.886386,31.6122,1.04831,1.35519,9.79243,1.36951,22.8047,0.349747,0.773386,7.97024,0.0780019,0.718069,3.12977,4.59097,0.405188,1.36876,0.135242,0.0124665,28.5974,0.142119,0.847914,0.18568,0.0639951,0.731198,0.31744,4.10599,0.0521849,1.14039,
911,75.9572,89.3683,37.9551,0.849934,1.6656,0.197024,48.1492,0.359875,1.50488,1.61511,0.408382,0.795765,0.885768,31.4007,1.0315,1.35457,8.99072,1.17552,21.6123,0.33424,0.756792,8.65542,0.0624853,0.440015,3.1254,3.97338,0.316227,1.36444,0.135242,0.0124665,28.5974,0.142119,0.847914,0.18568,0.0639951,0.731198,0.31744,4.10599,0.0521849,1.14039,
912,75.9572,87.13,28.9256,0.871768,1.64354,0.255784,46.3636,0.354179,1.44296,1.04304,0.411668,0.779847,0.764948,31.6426,1.0484,1.37944,9.18932,1.64309,14.3827,0.269194,0.506897,5.40028,0.0554079,0.358234,2.16852,3.92582,0.369535,1.52379,0.135242,0.0124665,44.305,0.318572,1.37017,0.18568,0.0514249,0.731198,0.419707,1.67275,0.727666,1.14039,
913,75.9572,87.0094,28.3924,0.872977,1.77785,0.26237,46.2554,0.360239,1.43988,1.03742,0.411527,0.771722,0.756411,31.4812,1.05699,1.39832,10.2876,1.64953,14.241,0.288332,0.500906,5.3202,0.0550821,0.330771,2.15556,4.16919,0.448921,1.62077,0.135242,0.0124665,34.278,0.318572,1.18902,0.18568,0.0514249,0.717806,0.419707,1.04437,0.727666,1.14039,
914,75.9572,90.282,38.8172,0.841332,1.83701,0.377828,48.1985,0.370808,1.50779,1.99175,0.41366,0.799348,0.801495,31.4603,1.05317,1.47034,8.84117,1.8691,22.7532,0.340197,0.788675,9.42539,0.0898904,0.442562,2.63455,3.85326,0.347156,1.77778,0.135242,0.0124665,29.0789,0.0926775,0.978412,0.18568,0.0103617,0.731198,0.108725,4.66954,0.254478,0.64152,
915,75.9572,92.9055,49.184,0.817575,2.31917,0.330006,48.5489,0.386744,1.52261,2.09559,0.403468,0.832702,1.27098,32.631,1.04416,1.52014,10.0583,1.73356,24.1653,0.416162,0.845281,9.54842,0.0529022,0.653732,4.67399,18.5231,0.256821,1.83757,0.135242,0.0124665,21.2461,0.0490444,0.86868,0.18568,0.0263709,0.731198,0.25169,3.35447,0.356029,1.14039,
916,75.9572,82.7299,7.78195,0.918134,0.184462,0.0313492,44.6143,0.321657,1.38123,0.356682,0.412098,0.733575,0.519175,31.988,1.0006,1.18688,2.05214,0.378216,6.47816,0.0881153,0.230504,3.03139,0.0238,0.0667522,1.85192,2.20607,0.0604327,0.767684,0.135242,0.0124665,44.305,0.239826,1.37017,0.18568,0.0801213,0.731198,0.419707,4.81786,0.35514,1.14039,
917,75.9572,114.379,250.28,0.664083,2.23975,0.477521,48.9264,0.425116,1.53711,2.25075,0.407408,0.879392,1.09196,53.5143,1.1024,1.52694,10.4288,2.1942,26.2771,0.584225,0.923806,10.3056,0.0515605,0.859583,3.8368,240.772,0.629024,1.91587,0.135242,0.0124665,27.0905,0.134854,0.717303,0.18568,0.0287546,0.677731,0.0434472,1.10222,0.423381,0.761113,
918,75.9572,113.09,249.445,0.671654,2.04453,0.447676,48.1788,0.414994,1.51142,2.00112,0.407106,0.857506,1.04834,53.5815,1.09579,1.50091,9.77556,2.09169,22.6081,0.549538,0.803616,9.23096,0.0510488,0.762572,3.77589,239.796,0.611134,1.85471,0.135242,0.0124665,27.0905,0.134854,0.717303,0.18568,0.0287546,0.677731,0.0434472,1.10222,0.423381,0.761113,
