Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.roll_center.z.avg,Heave.front.toe_angle_l.avg,Heave.front.half_track_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.roll_center.y.avg,Steering.front.camber_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.half_track_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.camber_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.roll_center.z.best,Heave.front.toe_angle_l.best,Heave.front.half_track_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.roll_center.y.best,Steering.front.camber_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
791,75.9572,87.5509,32.2522,0.867577,1.36426,0.182955,46.6731,0.359206,1.45428,1.02805,0.411316,0.822459,0.634749,32.2257,1.04701,1.34783,7.59833,1.18715,17.3307,0.329977,0.610749,5.98237,0.0491765,0.676392,2.05368,8.80043,0.337092,1.30236,0.135242,0.0124665,22.2738,0.183715,0.667254,0.18568,0.0457904,0.731198,0.0496939,2.50422,0.930302,1.14039,
792,75.9572,87.6101,32.7291,0.866991,1.43874,0.158044,46.8695,0.355615,1.46164,1.04845,0.408706,0.820912,0.69554,31.9634,1.05704,1.33257,8.26416,1.04691,18.1728,0.324437,0.641102,5.87377,0.0474518,0.664283,2.36395,8.14032,0.433206,1.28166,0.135242,0.0124665,22.2738,0.183715,0.667254,0.18568,0.0457904,0.731198,0.0496939,2.50422,0.930302,0.868706,
793,75.9572,104.029,235.195,0.730154,1.66567,0.300108,48.4783,0.396888,1.51836,2.37809,0.406094,0.805001,1.07259,44.4943,1.03391,1.47956,7.49323,1.48678,22.5628,0.43056,0.791483,11.4254,0.0598181,0.552456,3.43931,226.127,0.259915,1.7294,0.135242,0.0124665,12.8016,0.129595,0.18328,0.18568,0.0215938,0.731198,0.145671,3.5279,0.384183,1.14039,
794,75.9572,103.071,234.697,0.73694,1.53261,0.291846,48.2506,0.384722,1.51129,2.05036,0.404957,0.804229,1.01347,44.3593,1.02461,1.44294,7.1537,1.47637,22.2382,0.376346,0.783577,9.95224,0.0563233,0.552076,3.28015,225.769,0.204544,1.61435,0.135242,0.0124665,12.8016,0.129595,0.18328,0.18568,0.0215938,0.731198,0.145671,3.5279,0.384183,1.14039,
795,75.9572,87.5515,31.6864,0.867571,1.22544,0.246477,45.9292,0.375139,1.43087,1.58379,0.416677,0.769815,0.667528,32.4356,1.03609,1.43492,7.06035,1.4801,13.3996,0.389637,0.487364,9.58233,0.0595969,0.311768,2.01899,17.7471,0.243674,1.68063,0.135242,0.0124665,14.9423,0.0602247,0.473687,0.18568,0.187231,0.674901,0.333464,1.34322,0.292938,1.14039,
796,75.9572,87.005,29.1271,0.87302,1.151,0.249482,45.7846,0.364492,1.42638,1.47764,0.4147,0.763272,0.62939,32.3126,1.03419,1.39734,6.92401,1.501,12.6947,0.310545,0.463998,8.93854,0.0421559,0.28693,1.82519,12.5453,0.240484,1.54466,0.135242,0.0124665,14.9423,0.0602247,0.473687,0.18568,0.187231,0.674901,0.333464,1.34322,0.292938,1.14039,
797,75.9572,86.6766,32.4491,0.876328,1.0266,0.15718,46.6263,0.343034,1.45166,1.0753,0.407791,0.774599,0.77763,31.7113,1.02878,1.29651,6.69319,1.15478,17.3535,0.242281,0.603165,6.51542,0.0361055,0.3541,2.64514,3.35818,0.252873,1.25402,0.135242,0.0124665,44.305,0.318572,1.37017,0.18568,0.0414792,0.731198,0.419707,1.07287,0.371599,1.14039,
798,75.9572,87.8082,37.4321,0.865035,1.6545,0.239757,46.431,0.358054,1.44907,1.31003,0.413185,0.7689,0.773075,32.0629,1.063,1.28473,9.81446,1.5168,18.8804,0.321742,0.665684,8.2828,0.0363746,0.270767,3.15825,3.7848,0.449442,0.953843,0.135242,0.0124665,44.305,0.199199,1.37017,0.18568,0.13507,0.682607,0.40564,10.1092,0.700635,1.14039,
799,75.9572,87.4226,36.8881,0.868851,1.5072,0.201776,46.4152,0.352336,1.44838,1.17839,0.41279,0.76247,0.758532,32.0569,1.06089,1.26767,9.55569,1.37332,18.879,0.307961,0.66542,8.00012,0.0354654,0.247688,3.15019,3.76522,0.447617,0.910901,0.135242,0.0124665,44.305,0.199199,1.37017,0.18568,0.13507,0.682607,0.40564,10.1092,0.700635,1.14039,
800,75.9572,91.9787,60.9193,0.825812,2.10329,0.305053,47.7233,0.366302,1.48907,1.98097,0.411188,0.818015,0.735301,33.5908,1.07901,1.37643,10.9826,1.68446,22.6263,0.335668,0.786747,10.0443,0.0495612,0.650744,2.82294,35.0269,0.56137,1.38235,0.135242,0.0124665,26.8645,0.158339,0.884672,0.18568,0.107958,0.689242,0.20324,5.83264,0.509161,1.14039,
801,75.9572,84.8296,21.5172,0.895409,0.592007,0.136324,45.8665,0.34203,1.4259,0.63734,0.410168,0.745761,0.605774,31.8375,1.02079,1.20958,4.11187,1.07953,14.5167,0.239915,0.508838,4.91032,0.0259057,0.162932,2.33278,3.07038,0.182868,0.705646,0.135242,0.0124665,44.305,0.136645,1.37017,0.18568,0.0975928,0.702445,0.144723,9.5214,0.72787,1.14039,
802,75.9572,91.1527,40.4038,0.833296,1.53714,0.366668,48.9475,0.405552,1.53946,2.28974,0.405955,0.805292,1.12168,31.2359,1.05407,1.44374,7.19528,1.81197,22.1384,0.531556,0.788183,11.298,0.0739034,0.43296,3.87363,5.04298,0.401454,1.60671,0.135242,0.0124665,44.305,0.183851,1.37017,0.18568,0.012105,0.683739,0.0632246,0.373916,0.444738,1.14039,
803,75.9572,94.2916,62.0709,0.805556,2.52069,0.428058,48.9122,0.363029,1.52886,2.57611,0.422953,0.867752,0.778382,33.3253,1.09893,1.46935,12.3207,2.00201,23.6522,0.31843,0.820902,12.0001,0.0887568,0.776115,2.77832,29.0397,0.708417,1.6963,0.135242,0.0124665,44.305,0.094052,1.37017,0.18568,0.16604,0.731198,0.0112999,1.2162,0.344405,0.922786,
804,75.9572,91.8193,47.2002,0.827246,2.2968,0.410822,48.7496,0.347164,1.52534,2.23904,0.418186,0.854246,0.787578,31.6715,1.0802,1.43891,11.7692,1.98283,23.2313,0.250395,0.807121,10.8259,0.0772419,0.7472,2.97102,4.95446,0.640039,1.59887,0.135242,0.0124665,44.305,0.094052,1.37017,0.18568,0.0906159,0.731198,0.0112999,1.2162,0.344405,0.922786,
805,75.9572,87.9139,31.957,0.863995,1.60827,0.273886,46.6155,0.370091,1.45495,1.47529,0.407683,0.800857,0.778973,31.7628,1.05337,1.31226,8.74962,1.64512,16.7158,0.382574,0.601673,8.19338,0.0420102,0.596479,3.13624,4.75868,0.423338,1.05355,0.135242,0.0124665,27.1762,0.00718627,0.877581,0.18568,0.0863489,0.683572,0.419707,4.91838,0.490193,0.726086,
806,75.9572,91.7574,49.4066,0.827804,2.28462,0.279959,49.1634,0.37756,1.5425,1.92324,0.40744,0.838955,0.739881,31.6677,1.09218,1.44002,11.6861,1.49794,27.5993,0.42172,0.97941,9.56823,0.035652,0.627183,2.9209,6.18487,0.542075,1.59336,0.135242,0.0124665,32.6047,0.0328608,0.857897,0.18568,0.0541857,0.658802,0.0417653,8.4827,0.961065,1.14039,
807,75.9572,92.008,45.6192,0.825549,2.25149,0.304749,48.6413,0.373932,1.52523,2.32683,0.40565,0.820171,0.919233,31.908,1.0935,1.43795,12.0059,1.57199,22.7972,0.366539,0.801249,11.7417,0.0601746,0.524124,3.36054,9.25187,0.655516,1.66385,0.135242,0.0124665,44.305,0.0939145,1.37017,0.18568,0.012262,0.697614,0.00744599,1.15927,0.47102,0.599307,
808,75.9572,89.4855,42.0483,0.848821,1.60368,0.316266,48.3891,0.356304,1.51407,1.55417,0.406863,0.810436,0.641555,31.5094,1.04544,1.33833,8.54609,1.7642,24.8841,0.296436,0.870378,8.83907,0.0427641,0.506341,1.6782,3.81621,0.349855,1.20695,0.135242,0.0124665,44.305,0.0649723,1.37017,0.18568,0.0180046,0.731198,0.127714,5.64916,0.1668,1.14039,
809,75.9572,88.5677,34.9529,0.857617,1.65979,0.258545,46.9841,0.364705,1.46746,1.63078,0.40494,0.776745,0.994253,31.5318,1.05447,1.44008,9.50389,1.51433,17.555,0.338058,0.621844,9.08658,0.0470263,0.285641,3.42876,3.62795,0.346647,1.75943,0.135242,0.0124665,44.305,0.210179,1.37017,0.18568,0.0336289,0.673846,0.419707,6.5154,0.731059,1.14039,
810,75.9572,89.0885,45.3126,0.852603,1.60533,0.304346,47.4108,0.38976,1.48655,1.35132,0.409433,0.77649,0.868347,32.0739,1.07871,1.33348,9.95237,1.82629,22.0614,0.523351,0.788241,8.85264,0.0335861,0.412505,3.64344,7.83394,0.520693,1.29279,0.135242,0.0124665,44.305,0.318572,1.37017,0.18568,0.020466,0.689994,0.419707,2.39654,1.00416,1.14039,
811,75.9572,91.3416,48.4006,0.831572,1.53365,0.243935,48.2361,0.362382,1.50021,2.40907,0.411325,0.770887,0.857181,32.5549,1.04975,1.41228,7.6211,1.31452,23.39,0.373806,0.751807,13.0082,0.0689637,0.235007,3.17619,10.8829,0.400446,1.57632,0.135242,0.0124665,26.7039,0.0545548,0.689954,0.18568,0.0671728,0.709089,0.124131,8.624,0.303153,0.869016,
812,75.9572,89.7013,39.5321,0.846778,1.51265,0.232887,47.529,0.34951,1.48464,1.90864,0.408255,0.769274,0.759463,32.3245,1.04811,1.37441,7.61953,1.30108,20.0491,0.300686,0.704358,9.78321,0.0437879,0.233474,2.70468,10.1225,0.398581,1.44611,0.135242,0.0124665,26.7039,0.0545548,0.689954,0.18568,0.0671728,0.709089,0.124131,8.624,0.303153,0.869016,
813,75.9572,89.9726,43.2148,0.844225,1.47541,0.243619,48.5802,0.360032,1.51958,1.85767,0.404137,0.835336,0.844818,31.4786,1.06266,1.31061,8.41293,1.51194,24.0695,0.303424,0.837735,10.2451,0.0506,0.700264,2.68867,4.09287,0.38953,1.17154,0.135242,0.0124665,44.305,0.223817,1.37017,0.18568,0.0213412,0.731198,0.419707,2.10365,0.912506,1.14039,
814,75.9572,88.742,37.0631,0.855932,1.35536,0.233495,48.1626,0.401646,1.5088,1.25731,0.406723,0.840806,0.789065,31.3652,1.05931,1.36178,7.4115,1.46917,22.2706,0.464654,0.798215,6.88867,0.0399376,0.702183,2.68331,4.32162,0.456063,1.45963,0.135242,0.0124665,44.305,0.318572,1.37017,0.18568,0.0496488,0.731198,0.419707,2.37545,0.704123,1.14039,
815,75.9572,86.1613,29.6553,0.881569,0.845861,0.145856,45.8579,0.350345,1.42601,1.37219,0.416843,0.763249,0.583772,32.0674,1.01566,1.31629,5.51077,1.0244,15.1837,0.236835,0.532387,8.05988,0.0603608,0.313461,1.85074,3.27312,0.13029,1.21339,0.135242,0.0124665,32.8829,0.318572,1.04678,0.18568,0.18541,0.731198,0.419707,1.37663,0.623052,1.14039,
816,75.9572,85.5251,27.6157,0.888127,0.817173,0.129169,45.6646,0.344935,1.41963,1.10663,0.414875,0.763111,0.5572,32.0146,1.01199,1.2811,5.47948,0.981141,14.6517,0.212231,0.515435,6.69788,0.0489407,0.309948,1.78568,3.06179,0.10541,1.05792,0.135242,0.0124665,32.8829,0.318572,1.04678,0.18568,0.18541,0.731198,0.419707,1.37663,0.623052,1.14039,
817,75.9572,89.045,37.8617,0.85302,1.51666,0.259803,47.5382,0.367977,1.48489,1.7956,0.404574,0.781886,0.780111,31.7483,1.0327,1.33424,8.21261,1.50073,19.5201,0.334965,0.68941,9.39914,0.0578456,0.378795,2.21625,5.86398,0.299997,1.25982,0.135242,0.0124665,27.6204,0.318572,0.683073,0.18568,0.02654,0.730412,0.419707,4.19785,0.248549,1.14039,
818,75.9572,87.9405,34.9817,0.863733,1.4906,0.305044,46.8911,0.342624,1.46243,1.54525,0.409179,0.813317,0.814666,31.5507,1.0568,1.25884,9.47607,1.84161,18.2648,0.214456,0.641601,8.57281,0.0419114,0.652412,2.89322,3.57469,0.48875,0.895643,0.135242,0.0124665,39.8829,0.121905,1.28836,0.18568,0.0566328,0.731198,0.419707,5.04065,0.933838,0.935392,
819,75.9572,92.5871,51.0091,0.820386,1.69598,0.22565,48.7014,0.379932,1.52839,2.57815,0.413366,0.801773,1.12272,32.7198,1.05471,1.36517,9.77307,1.28345,22.8857,0.403173,0.810156,13.2346,0.0863267,0.508678,4.26179,16.7507,0.479697,1.3824,0.135242,0.0124665,41.5673,0.113403,1.1485,0.18568,0.0320496,0.687765,0.398764,6.13518,0.626651,0.651806,
820,75.9572,91.9299,47.2983,0.826251,1.80602,0.204602,48.4697,0.389115,1.52229,2.1677,0.412423,0.823718,1.1088,32.5675,1.05232,1.40568,10.3233,1.18706,21.4686,0.441014,0.775864,11.1676,0.0801888,0.698325,4.27143,16.6928,0.460046,1.58652,0.135242,0.0124665,41.5673,0.113403,1.1485,0.18568,0.0320496,0.687765,0.398764,6.13518,0.626651,0.651806,
821,75.9572,87.1094,33.6996,0.871974,1.14772,0.262545,46.5096,0.372372,1.44626,1.33204,0.416166,0.800748,0.854734,31.5894,1.05501,1.3228,6.5549,1.5782,18.3793,0.378145,0.585746,7.68531,0.0757316,0.681628,3.71583,4.03871,0.40945,1.21362,0.135242,0.0124665,33.1012,0.302961,1.29413,0.18568,0.137697,0.691179,0.419707,1.50498,0.847911,1.14039,
822,75.9572,85.5925,21.3997,0.887428,0.982838,0.237306,45.6137,0.358877,1.41961,1.17473,0.41291,0.800276,0.727181,31.5402,1.0434,1.2815,5.91368,1.51947,9.85469,0.29923,0.361388,7.11246,0.050645,0.680648,3.00233,3.81731,0.358241,0.980538,0.135242,0.0124665,33.1012,0.302961,1.29413,0.18568,0.137697,0.691179,0.419707,1.50498,0.847911,1.14039,
823,75.9572,90.3346,40.6388,0.840843,1.86314,0.343528,47.0794,0.40229,1.47662,1.98736,0.414419,0.815312,0.983597,32.4589,1.06371,1.44635,9.58959,1.73672,19.5885,0.433528,0.702616,9.33546,0.0687572,0.521737,3.46776,12.3627,0.412574,1.60053,0.135242,0.0124665,25.6,0.318572,0.923397,0.18568,0.0976806,0.673142,0.419707,2.21074,0.45603,1.14039,
824,75.9572,89.497,38.1312,0.848712,1.77672,0.317265,47.0054,0.401275,1.47525,1.73582,0.413461,0.802629,0.876987,32.1991,1.06132,1.43169,9.48859,1.67785,19.5016,0.431167,0.702076,8.33488,0.0667363,0.477642,2.96734,11.4851,0.410324,1.58437,0.135242,0.0124665,25.6,0.318572,0.923397,0.18568,0.0976806,0.673142,0.419707,2.21074,0.45603,1.14039,
825,75.9572,87.2024,34.4979,0.871044,1.00911,0.187104,47.0326,0.356813,1.4674,1.18763,0.409983,0.748976,0.726943,31.7552,1.02604,1.29456,6.6549,1.35012,20.1004,0.322525,0.712959,9.12917,0.0453609,0.149399,2.55565,3.98059,0.251768,1.14751,0.135242,0.0124665,18.4946,0.0904508,0.602863,0.18568,0.0430984,0.731198,0.196445,2.79356,0.839558,1.14039,
826,75.9572,89.5534,44.7754,0.848177,1.2756,0.273967,46.8526,0.353967,1.46117,1.95921,0.412203,0.781775,0.971681,32.8731,1.0289,1.30926,7.24216,1.59244,17.6467,0.26655,0.611141,11.1226,0.0617382,0.347052,3.78561,20.6502,0.238843,1.17884,0.135242,0.0124665,14.0749,0.088048,0.47622,0.18568,0.159179,0.696375,0.202547,5.82868,0.239711,0.44113,
827,75.9572,89.1018,41.932,0.852477,1.44904,0.285553,46.6197,0.351245,1.45449,1.71477,0.40838,0.780856,0.991975,32.7205,1.02698,1.29834,7.99221,1.67212,16.0028,0.25506,0.564934,9.20903,0.0487188,0.343937,3.92386,20.6886,0.224995,1.13939,0.135242,0.0124665,14.0749,0.088048,0.47622,0.18568,0.0248131,0.696375,0.202547,0.571562,0.239711,0.44113,
828,75.9572,92.1649,44.494,0.824144,2.16008,0.287389,49.2407,0.384832,1.54509,2.7551,0.402384,0.823262,1.02401,31.084,1.07018,1.38788,10.0121,1.38295,24.788,0.338776,0.869905,13.1996,0.0556607,0.568122,3.73869,5.01432,0.484025,1.45228,0.135242,0.0124665,23.8776,0.138885,0.703762,0.18568,0.0249034,0.696981,0.180314,0.958048,0.22486,0.331799,
829,75.9572,90.7873,42.4541,0.83665,1.73451,0.289575,48.4482,0.369502,1.5159,2.29195,0.408279,0.793126,0.920123,31.4517,1.08096,1.48346,9.40738,1.55329,21.6059,0.309682,0.754442,11.1482,0.0620929,0.36863,3.2497,4.0911,0.437037,1.78791,0.135242,0.0124665,44.305,0.305687,1.37017,0.18568,0.0400783,0.731198,0.196798,6.16806,0.945435,1.14039,
830,75.9572,90.7544,42.3259,0.836952,1.61026,0.280008,48.4465,0.367491,1.51587,2.38979,0.406286,0.805211,0.99396,31.4093,1.0799,1.44982,9.03981,1.47943,21.5854,0.292244,0.753812,11.4064,0.0599216,0.478831,3.51519,4.17012,0.433855,1.68881,0.135242,0.0124665,44.305,0.305687,1.37017,0.18568,0.0400783,0.731198,0.196798,6.16806,0.945435,1.14039,
831,75.9572,88.7136,36.0812,0.856206,1.28045,0.238788,46.9465,0.378153,1.46613,1.77018,0.410551,0.799853,0.772518,32.2581,1.03932,1.35307,6.95099,1.42716,17.4407,0.391082,0.625548,9.85854,0.0640719,0.438077,2.43328,9.37935,0.289066,1.37296,0.135242,0.0124665,30.3897,0.141776,0.848124,0.18568,0.0561787,0.702687,0.21993,5.17484,0.616298,1.14039,
832,75.9572,91.925,46.1976,0.826295,1.98074,0.343049,48.7948,0.368634,1.52787,2.53412,0.411673,0.817335,1.08807,31.5465,1.06465,1.4475,9.76683,1.79725,22.7432,0.291385,0.79552,11.4079,0.0761889,0.441883,3.95319,4.75718,0.469068,1.59104,0.135242,0.0124665,44.305,0.175353,1.37017,0.18568,0.027199,0.731198,0.419707,3.52352,0.0867715,1.14039,
833,75.9572,89.7517,38.632,0.846303,1.55438,0.295058,48.1561,0.358453,1.50736,2.01326,0.409112,0.796653,0.951073,31.273,1.02947,1.40779,8.01458,1.69975,21.0206,0.272922,0.746613,9.5313,0.0624205,0.384137,3.39607,4.36809,0.253517,1.48031,0.135242,0.0124665,44.305,0.175353,1.37017,0.18568,0.027199,0.731198,0.419707,3.52352,0.0867715,1.14039,
834,75.9572,87.8569,32.2856,0.864556,1.60569,0.29506,46.776,0.362288,1.45957,1.34455,0.405345,0.793274,0.878368,31.5247,1.04228,1.36974,8.95267,1.72935,17.3564,0.275944,0.606932,7.29671,0.047823,0.512481,3.21732,3.84462,0.346361,1.44834,0.135242,0.0124665,26.1061,0.318572,1.17176,0.18568,0.0604911,0.731198,0.419707,1.1122,0.109735,0.758466,
835,75.9572,86.5062,30.7977,0.878055,1.17417,0.222098,45.4463,0.337999,1.41183,1.12446,0.410146,0.757101,0.746235,32.6147,1.03234,1.22878,8.12344,1.62704,10.5562,0.167181,0.375723,7.62773,0.0290945,0.218499,3.00971,11.9366,0.267105,0.71408,0.135242,0.0124665,24.2987,0.318572,0.645232,0.18568,0.0262461,0.731198,0.419707,10.2177,0.259235,1.14039,
836,75.9572,88.7177,35.09,0.856166,1.77069,0.223009,47.5909,0.385128,1.49412,1.21416,0.406738,0.798197,0.931454,31.4751,1.08775,1.3405,9.39051,1.34073,20.3839,0.44497,0.736803,6.76449,0.0478356,0.531573,3.55782,4.06536,0.55984,1.3237,0.135242,0.0124665,42.6058,0.140973,1.37017,0.18568,0.0217238,0.693868,0.419707,1.75502,0.950079,1.05896,
837,75.9572,87.1276,32.7785,0.871792,1.24002,0.263848,45.6241,0.342035,1.41812,1.61739,0.413711,0.774059,0.793883,32.3384,1.03011,1.27198,8.07119,1.65604,10.7964,0.182231,0.392088,10.5469,0.0525462,0.541974,3.04518,10.4359,0.238484,0.938478,0.135242,0.0124665,44.305,0.0309252,1.15936,0.18568,0.13594,0.731198,0.419707,7.34506,0.174364,1.14039,
838,75.9572,89.6944,38.7694,0.846844,1.7999,0.273075,48.0729,0.35714,1.50401,1.63368,0.404696,0.804793,1.00128,31.3668,1.03578,1.44039,8.82803,1.43745,22.3856,0.290394,0.783724,8.56911,0.054888,0.49872,3.61305,4.69561,0.316698,1.66221,0.135242,0.0124665,25.3271,0.106285,0.787748,0.18568,0.0274292,0.731198,0.0932029,3.26768,0.207538,1.14039,
839,75.9572,93.9494,58.2525,0.80849,2.66158,0.40819,48.9849,0.389936,1.53345,2.44775,0.409439,0.802711,0.891655,32.8212,1.10088,1.49767,12.8629,2.01354,25.2726,0.408633,0.881706,11.9873,0.0653803,0.502987,2.96076,24.8864,0.659501,1.8843,0.135242,0.0124665,43.6298,0.0812655,1.05565,0.18568,0.0313916,0.731198,0.0702195,0.130752,0.624102,0.0893953,
840,75.9572,92.5501,55.7702,0.820714,2.19644,0.369241,48.7521,0.377532,1.52527,2.08329,0.406831,0.7971,0.872549,32.6803,1.07352,1.41588,11.5852,1.95125,25.0169,0.375957,0.873451,11.203,0.0543052,0.497932,2.95382,24.7812,0.486721,1.62438,0.135242,0.0124665,43.6298,0.0812655,1.05565,0.18568,0.0313916,0.731198,0.0702195,0.130752,0.624102,0.0893953,
841,75.9572,87.7444,37.2709,0.865664,1.27661,0.213434,47.0602,0.346488,1.46665,1.37686,0.408914,0.78069,0.800387,31.722,1.03363,1.25857,9.02425,1.46238,19.0133,0.250883,0.666618,8.28252,0.0487719,0.366431,2.80992,3.34671,0.398051,1.05583,0.135242,0.0124665,44.305,0.318572,1.37017,0.18568,0.00657542,0.731198,0.419707,2.24402,0.707748,0.0355264,
842,75.9572,90.6057,42.6727,0.838326,1.8451,0.247533,48.2453,0.369649,1.50886,2.13022,0.409465,0.81224,0.946024,31.5759,1.06481,1.45062,8.96837,1.43574,21.8101,0.370746,0.759754,11.5252,0.081819,0.557997,3.25416,4.60952,0.446716,1.71791,0.135242,0.0124665,44.305,0.0292209,1.37017,0.18568,0.0527974,0.684105,0.419707,2.49429,0.207989,1.14039,
843,75.9572,90.2692,40.8902,0.841452,1.9136,0.24716,48.1476,0.365171,1.50611,1.92578,0.405767,0.814411,0.939968,31.5002,1.06284,1.44052,9.10766,1.43642,21.1204,0.366919,0.741047,10.7371,0.0632876,0.561288,3.24588,4.76018,0.442638,1.67301,0.135242,0.0124665,44.305,0.0267831,1.37017,0.18568,0.0527974,0.684105,0.419707,2.49429,0.207989,1.14039,
844,75.9572,87.7487,34.9223,0.865622,1.31966,0.242342,46.1939,0.346091,1.43782,1.39897,0.408904,0.791528,0.882113,32.2774,1.04574,1.40426,7.94126,1.56623,16.1793,0.272017,0.565281,8.31731,0.0472147,0.518563,3.58428,7.35935,0.340582,1.63829,0.135242,0.0124665,29.5523,0.0948778,1.16988,0.18568,0.078902,0.731198,0.211183,3.97762,0.347891,1.14039,
845,75.9572,95.1904,55.2975,0.79795,2.75495,0.38188,50.4819,0.384385,1.59167,3.46329,0.406115,0.856215,1.26316,30.9573,1.13244,1.51709,12.9328,1.7792,28.7674,0.381742,1.01579,15.2915,0.0684577,0.732971,4.67357,5.29131,0.720791,1.9713,0.135242,0.0124665,44.305,0.123487,1.37017,0.18568,0.0165143,0.724445,0.30522,1.13016,0.505176,1.14039,
846,75.9572,89.1701,38.8695,0.851823,1.96641,0.26054,47.4691,0.351838,1.48287,1.58437,0.410991,0.810604,0.711243,31.6781,1.08261,1.36147,10.7799,1.4969,19.086,0.294043,0.671754,8.87916,0.0535227,0.511535,2.29118,3.24721,0.546514,1.41407,0.135242,0.0124665,44.305,0.0959562,1.37017,0.18568,0.0490155,0.731198,0.419707,8.77869,0.631768,1.14039,
847,75.9572,88.0198,34.8048,0.862955,1.66768,0.224848,47.0943,0.337891,1.46832,1.34041,0.407455,0.806861,0.704661,31.5855,1.0525,1.32939,9.48298,1.3745,17.9366,0.20338,0.625642,7.78893,0.0382552,0.506928,2.28272,3.32106,0.353321,1.30479,0.135242,0.0124665,44.305,0.0959562,1.37017,0.18568,0.0490155,0.731198,0.419707,8.77869,0.631768,0.987954,
848,75.9572,93.0163,53.8875,0.816601,2.3574,0.392852,49.7539,0.359579,1.56243,2.55138,0.411024,0.795734,0.985194,31.2997,1.10859,1.43846,12.3302,1.95312,30.8573,0.354549,1.08755,12.6412,0.0776309,0.410077,3.55446,5.05377,0.740609,1.56103,0.135242,0.0124665,36.2252,0.0498786,1.10051,0.18568,0.0619287,0.660461,0.419707,1.01679,0.576972,1.14039,
849,75.9572,92.5197,53.2952,0.820984,2.19279,0.374989,49.7451,0.353799,1.56228,2.3967,0.409951,0.795612,0.968386,31.2051,1.10752,1.40747,12.0543,1.92719,30.7809,0.340381,1.08934,12.3423,0.0752221,0.409346,3.54867,4.75924,0.738402,1.47008,0.135242,0.0124665,36.2252,0.0498786,1.10051,0.18568,0.0619287,0.660461,0.419707,1.01679,0.576972,1.14039,
850,75.9572,86.543,32.1057,0.877682,1.35103,0.139973,45.2945,0.348938,1.40812,1.3178,0.414362,0.784156,0.770119,32.3345,1.06299,1.31645,8.88838,1.09145,11.9149,0.256985,0.402622,8.89101,0.0391282,0.482677,2.95128,10.0918,0.484278,1.30428,0.135242,0.0124665,10.1088,0.0561707,0.747878,0.18568,0.0898571,0.697821,0.419707,2.43278,1.00416,1.14039,
851,75.9572,86.5019,31.654,0.878099,1.27471,0.109426,45.7587,0.352544,1.42476,1.10044,0.412381,0.767915,0.722734,32.2197,1.04821,1.31035,8.12422,0.868204,16.3284,0.279925,0.559321,7.49238,0.0335744,0.347341,2.42415,10.0261,0.325818,1.24455,0.135242,0.0124665,10.1088,0.0561707,0.747878,0.18568,0.0898571,0.697821,0.419707,2.43278,1.00416,1.14039,
852,75.9572,87.4697,38.4948,0.868382,0.770665,0.248727,45.5825,0.347527,1.4153,1.69074,0.413022,0.814302,0.621648,33.2189,1.04431,1.30214,4.52457,1.55293,12.8403,0.25438,0.450528,9.42912,0.0441664,0.688296,1.60754,24.5647,0.339229,1.10931,0.135242,0.0124665,21.7763,0.163636,0.694148,0.18568,0.0756724,0.69604,0.391209,2.00141,1.00416,1.14039,
853,75.9572,91.009,44.7168,0.834611,2.5453,0.319775,48.8038,0.386178,1.53262,1.24057,0.405763,0.777743,0.955816,31.5002,1.09271,1.44855,12.9048,1.60872,25.2444,0.429976,0.881748,6.64156,0.0574111,0.330631,3.35097,4.52502,0.665626,1.72271,0.135242,0.0124665,30.3404,0.107243,0.976933,0.18568,0.0313206,0.692485,0.11571,5.22307,0.146005,0.869413,
854,75.9572,89.9427,40.9408,0.844506,2.08164,0.280174,48.5393,0.374115,1.52084,1.10891,0.405569,0.770952,0.898319,31.4632,1.06087,1.43879,10.1636,1.46171,24.6623,0.378,0.860832,6.24285,0.056826,0.307692,3.20197,4.13076,0.377068,1.71141,0.135242,0.0124665,30.3404,0.107243,0.976933,0.18568,0.0313206,0.692485,0.11571,5.22307,0.146005,0.869413,
