Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,Roll.front.side_view_swing_arm_angle_l.best,
10,72.5977,251.882,313.38,0.288221,31.2847,29.7351,5.68466,32.1436,15.5744,60.4056,3.03489,14.2538,59.7652,16.8502,23.3684,3.61982,10.2867,17.6648,153.796,2.23685,15.5596,155.34,7.45893,2.63669,0.150799,8.10263,0.35344,1.34722,0.716391,3.34144,0.585356,
11,72.5977,404.749,552.587,0.179365,28.1218,31.4143,5.34689,27.4684,14.9996,137.763,2.6807,20.1507,136.804,13.78,25.6239,3.37256,9.61819,17.0098,263.762,1.78811,18.0967,247.444,7.92167,2.63669,0.150799,10.2484,0.749409,1.34722,0.716391,3.63525,0.585356,
12,72.5977,230.845,137.66,0.314487,29.1774,25.207,5.3762,29.9252,15.6444,54.6969,2.89085,13.6903,54.2369,12.0258,19.3925,3.34381,6.8949,14.8471,106.008,2.0516,10.3462,93.5232,7.92167,2.63669,0.150799,17.7507,0.677099,1.34722,0.64084,3.63525,0.585356,
13,72.5977,256.414,224.636,0.283127,28.4203,24.8361,6.4544,31.496,12.6054,67.1639,2.64474,16.0983,66.6946,15.4561,18.4184,3.62183,12.3529,12.4418,107.543,1.5217,13.0852,108.147,1.42805,2.44803,0.150799,13.6705,0.19881,1.34722,0.568485,3.63525,0.585356,
14,72.5977,304.244,533.18,0.238617,25.0246,25.4101,6.50625,30.4576,11.3849,94.7184,2.8339,14.9242,92.9838,14.1377,19.4905,3.55783,7.85139,12.7928,259.44,1.94638,9.96416,256.485,7.92167,0.129176,0.150799,17.7507,0.207633,1.34722,0.562193,3.63525,0.585356,
15,72.5977,215.514,352.734,0.336858,28.2046,19.1086,5.98598,29.5132,14.7416,50.3864,2.86269,15.061,49.6501,26.6344,18.8665,3.52566,5.92922,15.4757,166.518,1.54469,14.4721,170.616,5.17154,2.44803,0.150799,8.70699,0.207633,1.34722,0.716391,3.63525,0.585356,
16,72.5977,153.107,128.655,0.474162,23.3169,22.0817,5.83527,43.1658,10.2361,17.3999,2.81574,11.6328,16.6233,14.1846,21.0901,3.71807,85.9037,11.663,34.0334,1.80314,7.99165,35.9038,4.21407,2.44803,0.150799,17.7507,0.207633,1.3179,0.716391,3.63525,0.585356,
17,72.5977,206.067,226.08,0.352301,19.9061,20.7083,6.39531,28.8907,8.90653,52.0153,3.16431,14.6519,51.4285,8.41227,16.4969,2.95958,14.9304,9.125,108.122,1.67657,9.69889,111.668,5.17154,2.58387,0.150799,17.7507,0.207633,1.3179,0.716391,3.63525,0.585356,
18,72.5977,169.369,110.259,0.428637,22.2695,21.0958,6.02104,34.1683,9.47137,29.5897,3.05317,14.6326,29.0673,11.3299,30.3967,2.98825,33.6644,13.0468,38.6611,2.0105,16.5322,39.8248,3.87445,1.62839,0.150799,12.1354,0.207633,1.34722,0.716391,3.39596,0.585356,
19,72.5977,209.267,485.259,0.346914,20.6643,17.3763,6.25262,28.7292,9.54154,54.6605,3.23536,15.3999,53.4074,11.204,15.0956,2.76812,6.82647,11.3209,232.325,2.09736,14.9812,228.332,5.17154,2.47641,0.150799,12.3362,0.207633,0.485248,0.716391,6.43271,0.242845,
20,70.0461,127.267,71.1423,0.550386,18.2788,17.0427,6.46113,29.5002,6.88738,15.9741,3.28981,14.7717,15.0614,10.8175,16.989,2.7354,4.24395,9.04346,39.1722,1.69336,16.2719,41.6703,1.76405,1.99303,0.150799,12.2065,0.207633,0.485248,1.07285,4.40342,0.242845,
21,70.0461,247.297,512.423,0.283246,19.6011,22.1211,5.72407,29.1475,7.77359,71.8664,3.41026,16.9156,70.7378,16.3711,33.6349,3.21888,7.34208,9.29979,248.242,2.50382,19.0331,238.081,1.76405,1.99303,0.150799,6.03035,0.207633,0.485248,0.780345,6.50324,0.242845,
22,70.0461,143.021,267.842,0.489761,16.0587,14.5091,5.70374,29.5907,7.85767,26.9849,3.06283,13.0092,26.2441,12.1276,11.1868,2.64305,3.64044,11.5957,127.85,1.58732,11.1214,128.44,1.76405,1.88524,0.150799,10.8194,0.207633,0.485248,1.05912,5.66526,0.242845,
23,70.0461,175.793,330.657,0.398459,17.1338,15.0807,6.29306,29.5689,7.36061,41.6359,3.42144,14.3696,40.9285,13.2653,13.9035,2.64948,4.23286,11.9431,151.067,1.93311,14.7006,149.347,1.76405,1.88524,0.150799,9.95218,0.192763,0.485248,1.0845,5.9663,0.242845,
24,70.0461,134.071,273.591,0.522454,14.4992,9.25921,5.48404,30.1849,6.65635,26.886,2.79635,12.3506,25.9545,11.844,8.59739,2.57684,3.38155,5.8001,129.575,1.13911,10.1668,129.776,1.76405,1.43166,0.0766728,10.1473,0.207633,0.485248,1.1671,6.50324,0.242845,
25,70.0461,269.482,610.31,0.259929,19.6277,10.3593,5.69394,28.6913,7.29392,89.5521,3.3942,16.3594,88.5098,18.8514,16.9681,2.89458,6.04506,8.85289,277.483,2.01932,18.7532,289.039,1.76405,1.4584,0.0766728,8.39037,0.363754,1.00093,1.38405,6.50324,0.585356,
26,70.0461,297.857,769.849,0.235167,18.4849,13.7468,5.44586,30.6395,8.42765,103.537,3.14026,13.3194,101.116,19.6075,31.7667,3.15715,6.26228,13.6885,362.648,1.5062,9.92135,357.288,1.76405,1.38562,0.0766728,12.4705,0.175868,0.61072,1.38405,6.50324,0.585356,
27,66.6441,116.43,187.347,0.572395,13.3708,10.1825,5.1642,29.746,4.82957,18.6776,3.14443,13.613,17.7023,14.4072,19.9332,2.56908,3.41519,5.33315,101.227,1.58317,13.7911,108.648,1.76405,1.99303,0.0766728,14.2483,0.175868,0.61072,1.65265,9.72148,0.590642,
28,66.6441,243.594,680.384,0.273587,16.1567,13.697,4.84811,30.1723,7.17149,76.5448,3.21771,17.644,74.1416,17.3079,28.722,2.51001,7.10504,8.69896,324.746,1.46464,21.9403,327.049,1.76405,1.94488,0.0766728,11.3516,0.175868,0.61072,1.17015,9.72148,0.590642,
29,66.6441,155.613,350.683,0.428269,14.6458,10.8639,4.07442,30.959,4.03662,37.9867,3.2763,12.7862,36.9836,14.9803,28.9903,2.79767,7.54898,3.55526,157.847,1.6496,10.533,156.18,1.58278,1.99303,0.0766728,11.2838,0.175868,0.61072,1.07277,2.8999,0.590642,
30,60.4368,106.628,212.599,0.566801,10.9248,7.48342,4.21198,30.2018,4.17586,17.5176,2.90901,12.4918,16.7116,9.84396,13.6704,2.24971,2.78896,4.8535,92.0031,0.706052,10.2927,91.9027,1.76405,1.98017,0.0417071,12.7653,0.175868,0.290741,1.29802,9.17444,0.206251,
31,57.9134,129.703,338.516,0.446509,9.88864,9.1385,3.37728,29.7943,5.08617,28.0027,3.09793,14.2541,27.063,13.3174,24.3417,2.32474,3.65071,10.3637,144.744,0.485025,16.1128,144.099,1.76405,1.96845,0.0417071,11.4879,0.175868,0.561613,1.72364,9.72148,0.206251,
32,57.9134,324.308,861.715,0.178575,10.6944,8.32459,3.71398,29.4868,5.89152,126.769,3.24426,12.27,123.913,13.5521,18.9767,2.60094,5.14133,8.06289,412.505,0.592112,5.34498,402.307,1.76405,1.74652,0.0417071,2.60251,0.175868,0.561613,1.86996,9.72148,0.206251,
33,56.5357,146.218,461.496,0.386652,8.3107,7.80193,2.60535,36.9543,4.37489,35.9731,3.32694,12.0256,34.8456,11.353,19.3257,2.1312,47.6329,8.82024,217.629,1.05907,4.49124,231.813,1.76405,1.8049,0.0417071,10.0334,0.235009,0.561613,1.94666,9.72148,0.206251,
34,56.5357,197.11,547.823,0.286824,10.7975,8.99689,2.56148,34.8301,3.7931,59.721,3.75716,14.2827,58.3696,18.1101,20.5889,1.95398,31.9572,8.23936,258.011,1.87806,12.1391,254.668,1.29359,2.05155,0.0417071,9.88948,0.228463,0.561613,1.94666,9.72148,0.206251,
35,56.5357,150.08,332.317,0.376704,9.91656,11.9431,2.35734,35.7379,3.66524,34.7592,3.56675,14.0877,34.0461,15.6214,29.4559,2.46127,30.5837,8.93881,135.832,1.2603,13.6749,136.285,1.79832,2.05155,0.0417071,13.8442,0.219401,0.561613,2.71241,10.6464,0.206251,
36,56.5357,217.137,542.165,0.260369,11.4901,8.83476,2.02549,29.4293,2.60246,72.473,3.57699,15.2308,71.4738,19.6504,25.8299,1.70648,8.13811,4.26779,243.969,1.5266,16.5394,246.509,1.93187,2.08996,0.0417071,8.57398,0.219401,0.561613,2.69571,4.63893,0.206251,
37,52.5624,116.331,279.837,0.451836,7.91774,7.76856,2.06965,32.7705,3.0239,22.3954,3.63753,15.0514,21.6961,14.3153,17.3023,2.05931,23.4397,6.57469,129.458,1.48721,16.6216,129.716,1.93187,2.08996,0.0417071,10.1561,0.219401,0.561613,2.56725,10.6375,0.206251,
38,52.5624,263.663,707.972,0.199355,9.7806,10.5905,2.14614,42.2449,3.9351,89.3785,3.64886,14.378,87.5606,17.6523,25.625,2.13814,62.6756,9.41188,327.172,1.55571,12.4043,331.546,1.49441,1.90464,0.0417071,13.4975,0.197631,0.561613,1.52309,10.6464,0.206251,
39,52.5624,169.223,534.448,0.31061,6.36798,4.6372,1.81642,29.4557,1.75424,54.8499,3.4173,13.2628,53.6617,13.5322,8.21904,1.93884,13.3854,3.12924,258.25,0.93616,10.3588,257.508,1.49441,1.90464,0.0417071,5.59217,0.197631,0.457909,2.7042,10.6204,0.1546,
40,51.9233,110.466,305.013,0.47004,6.34155,5.54184,1.89671,30.483,3.21788,23.3235,3.49356,13.5374,22.6302,14.441,13.5655,1.51015,5.01068,10.139,137.526,1.13148,11.269,139.996,1.49441,1.93433,0.0417071,10.0988,0.197631,0.457909,2.71241,10.4879,0.1546,
41,51.9233,177.417,467.125,0.292662,7.81253,10.0168,1.79906,28.8753,3.03437,52.8628,3.46238,17.4222,52.132,17.4521,30.1861,1.21473,5.47709,6.23868,209.727,1.59707,21.9308,208.966,1.23305,2.02896,0.113594,8.3082,0.213806,0.302604,1.64262,10.4879,0.1546,
42,51.9233,122.026,336.565,0.425511,6.99473,10.0314,1.68879,29.1652,2.25118,26.1695,3.30652,16.791,25.6274,15.5148,28.8628,1.07444,4.4285,4.35953,153.227,1.04562,21.5812,155.71,1.49441,1.91014,0.113594,9.22342,0.213806,0.302604,1.64128,10.8167,0.1546,
43,51.7308,218.122,641.773,0.237165,5.75816,8.44417,1.83653,28.7937,3.45356,77.204,3.19454,13.3858,76.0514,12.4939,25.1813,1.75795,5.29546,10.4034,299.978,0.389111,9.28042,296.973,1.49441,2.02896,0.113594,2.51835,0.213806,0.106327,1.75662,10.8061,0.105889,
44,51.7308,79.5751,165.676,0.650088,4.39864,7.99287,1.56151,29.6625,1.99762,8.99579,3.23241,12.9349,8.79882,8.79901,33.7109,1.38627,2.00334,7.24209,76.4367,0.549321,10.7749,71.7539,1.49441,2.02896,0.113594,17.0871,0.196604,0.106327,2.57493,10.888,0.105889,
45,51.7308,186.105,585.566,0.277966,7.05956,4.76429,1.74289,29.1736,3.26074,61.4386,3.2432,14.9713,60.4506,15.1601,8.59117,1.61205,4.00798,10.3777,283.054,0.506341,16.9457,278.793,1.32428,2.20363,0.113594,8.09293,0.196604,0.106327,2.57493,10.7434,0.0409506,
46,51.6217,208.944,628.688,0.24706,8.05515,8.1764,2.01255,31.2354,3.40496,69.8027,3.57811,14.1834,68.4951,17.6275,23.1426,2.00832,13.5565,11.7174,294.391,1.55977,12.2502,288.948,1.32428,2.20363,0.697266,9.29736,0.196604,0.0480504,2.76461,10.954,0.0184939,
47,51.1744,184.906,521.982,0.276759,5.79775,11.2511,1.7785,28.748,2.14459,58.6952,3.39359,14.7507,58.3467,14.8346,35.8768,1.49631,5.05052,7.07981,231.423,1.4179,13.3722,228.991,1.32428,2.20363,0.735155,10.9343,0.196604,0.0480504,1.04081,10.954,0.0184939,
48,51.121,111.775,307.656,0.457355,6.95651,6.44104,1.80698,37.8015,1.57796,20.171,3.26272,13.732,20.0257,17.099,20.2537,1.71066,53.4601,4.57022,137.673,1.31885,10.6591,134.564,1.53046,1.4605,0.23835,9.25886,0.187043,0.0371147,0.935664,11.0944,0.0184939,
49,50.4136,82.9086,177.914,0.608062,25.2098,3.24294,1.59314,30.6716,1.83928,1.61453,3.16529,14.0474,1.52459,150.042,5.00334,0.959195,10.772,6.74197,17.5387,0.248636,15.1702,15.4836,1.484,2.13602,0.520128,12.5918,0.213482,0.0480504,1.71158,11.0944,0.0184939,
50,49.8496,182.213,597.542,0.273579,6.47724,9.52853,1.60667,39.1069,2.9781,53.5514,3.19863,13.3675,52.3975,16.7983,29.201,1.29674,66.8536,10.8322,269.37,0.495544,9.76147,265.78,1.14265,2.18342,0.520128,11.5197,0.203441,0.0480504,1.55217,11.0792,0.0184939,
51,49.8074,144.539,473.112,0.344595,5.85327,5.43333,1.68937,29.1694,1.37282,42.0339,3.54658,13.9094,41.531,15.4136,13.9751,1.5204,8.0425,3.95521,227.236,1.44781,15.4117,223.774,1.13796,2.20363,0.604864,10.1173,0.19628,0.027783,2.9684,10.8814,0.0184939,
52,49.8074,96.6689,192.17,0.515238,7.70083,5.3078,1.92215,36.4382,2.84298,12.312,3.31659,14.5488,12.2795,19.4707,11.7936,2.18217,29.7386,9.63106,82.933,0.768316,14.9527,81.7502,1.13796,2.22055,0.369077,12.9345,0.19628,0.027783,1.23097,11.2155,0.00987786,
53,49.8074,117.212,465.316,0.424935,2.05144,3.7716,1.43981,29.6379,0.896593,32.5119,3.30874,11.8215,31.7725,5.2872,9.99113,0.537698,6.88886,3.36491,225.367,0.670985,3.94729,220.977,1.09752,2.22055,0.604864,19.5725,0.19628,0.027783,3.08215,11.3022,0.00987786,
54,49.6283,102.993,310.211,0.48186,5.95286,6.01933,1.75478,31.2587,1.71473,19.7259,3.1638,13.9251,19.4779,18.0805,22.2334,2.02045,9.25365,5.25958,132.543,0.229605,10.8047,132.303,1.08172,2.24871,0.604864,11.741,0.19628,0.027783,2.29571,11.3051,0.00987786,
55,49.6283,105.486,334.44,0.470474,3.84874,3.10099,1.47258,28.9689,1.27648,24.9048,3.50968,13.6927,24.7108,12.249,4.59666,0.979691,4.94291,4.12455,159.725,1.49796,15.0883,158.452,1.08172,2.24886,0.604864,3.46113,0.19628,0.027783,3.08215,11.2978,0.00987786,
56,49.6283,126.959,350.801,0.390899,7.30123,10.0003,1.84087,34.4123,3.51502,25.6631,3.20264,15.4917,25.5321,20.3588,33.4543,2.23981,31.9284,12.1832,149.945,0.817168,16.0098,149.325,1.08172,2.26372,0.604864,9.80281,0.19628,0.027783,1.18842,11.34,0.00987786,
57,49.6283,95.8266,320.071,0.517897,2.83297,2.51471,1.38736,29.4295,1.07166,21.2218,3.2446,12.958,21.1659,12.1395,7.00176,0.814786,5.76076,4.61255,147.862,0.188143,11.1271,147.707,1.08172,2.26372,0.604864,8.70953,0.19628,0.00870708,3.14525,11.3329,0.00085867,
58,49.6107,118.959,313.624,0.417042,4.61743,3.48733,1.757,30.5957,3.34512,28.4002,3.3277,15.0577,28.3703,15.0696,7.16267,1.77174,11.1055,11.7798,139.41,0.67913,15.7526,139.338,1.03802,0.967285,0.762748,11.2863,0.19628,0.00870708,3.14525,11.3366,0.00085867,
59,49.5059,134.038,455.494,0.369342,2.9771,5.56305,1.63881,29.1964,0.896971,38.7967,3.30348,13.4413,38.2244,9.4086,20.8574,1.76098,3.50919,4.04884,217.386,0.620519,11.3963,213.804,1.0242,2.26274,0.862676,13.3387,0.221411,0.00870708,3.05226,11.3366,0.00085867,
60,49.5059,98.7935,342.714,0.501104,2.71637,4.43016,1.42314,29.4083,0.7647,22.1417,3.18463,12.6988,22.0257,10.8901,14.6733,0.743055,3.0873,2.88716,155.651,0.269058,8.99873,154.372,1.0242,2.30586,1.00482,7.84368,0.221411,0.00870708,1.50118,11.3366,0.00085867,
61,49.5059,105.028,329.356,0.47136,3.49009,10.0599,1.64571,29.1859,0.770682,21.2713,3.31656,14.2104,21.0772,11.7633,38.386,1.58873,3.25272,2.18924,141.089,1.03844,14.5304,140.036,1.01263,2.29847,1.00482,12.6412,0.221411,0.0176428,1.05679,11.3676,0.00523817,
62,49.4992,133.491,381.391,0.370806,5.62126,8.28478,1.54807,31.3983,2.7534,32.9998,3.44142,14.5843,32.8593,17.8875,30.7075,1.21337,16.3282,10.81,158.707,1.42227,14.6324,158.433,1.0242,2.30871,1.00482,10.7666,0.221411,0.0176428,2.64881,11.3676,0.00523817,
63,49.4218,235.59,610.123,0.209779,7.1631,10.5707,1.7721,27.8888,2.03163,82.291,3.448,18.5084,81.916,19.347,33.2563,1.85463,6.91419,5.68965,282.163,1.5247,22.3647,283.067,1.0242,0.79875,0.991994,8.02226,0.221411,0.0176428,1.09288,11.3926,0.00523817,
64,49.4218,125.03,527.766,0.395279,1.62442,3.14219,1.41738,29.8595,1.70873,36.5747,3.26487,11.7437,35.6947,6.65832,9.38205,1.07799,1.93061,9.68098,259.359,0.362467,7.07374,253.457,1.03185,2.30709,1.11815,29.8087,0.221621,0.0106551,3.19718,11.3939,0.00523817,
65,49.4218,180.665,597.037,0.273555,5.4761,7.09431,1.49723,31.6299,2.17407,58.495,3.54945,13.3149,57.4338,17.5573,28.4916,1.29784,14.2669,7.80537,284.622,1.64122,10.425,279.785,1.03185,2.30709,1.11307,9.04527,0.230019,0.0106551,3.19718,11.3939,0.00696924,
66,49.4218,179.261,562.507,0.275697,8.07422,9.37044,1.76375,34.8236,1.87202,53.0165,3.40105,14.6872,52.2522,21.3934,26.392,2.00836,28.35,6.42995,263.228,1.10004,10.6872,259.043,1.02434,2.30709,1.11307,10.8639,0.230019,0.0106551,1.14304,11.3939,0.00696924,
67,49.4218,184.419,641.096,0.267986,5.07534,5.17217,1.58827,30.3457,1.94954,62.6188,3.23859,12.8656,61.5651,16.2766,13.9642,1.5185,10.6489,8.87769,305.999,0.661317,6.04262,301.177,1.02319,2.30709,0.988937,7.75334,0.225867,0.0106551,0.932067,11.3939,0.00666482,
68,49.4218,96.1893,209.181,0.513797,5.7562,9.75906,1.92374,29.9324,2.05842,12.9423,3.46433,17.4762,12.8766,16.4101,32.5807,2.46103,8.57835,9.29311,75.5782,1.29257,22.6423,83.4587,1.02319,2.31302,0.988937,12.2567,0.225867,0.0210426,0.761493,11.3939,0.00666482,
69,49.4071,185.462,517.003,0.2664,7.87976,6.41885,2.03015,39.3308,3.56057,53.0865,3.63896,16.9977,52.5192,19.482,12.3363,2.63146,66.9859,13.0282,238.275,1.96613,21.9593,232.091,1.02319,2.30922,0.754848,7.89958,0.220765,0.0210426,0.609371,3.16476,0.00666482,
70,49.3703,89.7276,139.784,0.550225,6.58746,11.757,1.68496,33.349,2.63536,6.07988,3.85842,17.7701,6.00539,18.9005,38.0988,1.96344,32.5248,9.6627,46.0572,2.21419,24.284,45.1156,1.0213,2.31555,0.979937,12.1225,0.228528,0.0146239,3.20251,11.3939,0.00378321,
71,49.3703,174.779,572.142,0.282474,4.71703,7.74884,1.36871,30.36,1.02185,56.7271,3.63882,13.3316,55.8646,14.9028,26.8788,0.869353,9.1375,3.64501,278.026,1.76346,11.5644,269.155,1.0213,2.31583,0.979937,8.65524,0.228528,0.0146239,3.20092,11.398,0.00378321,
72,49.3334,146.15,503.273,0.337554,4.58858,3.80303,1.54209,42.9211,2.43985,37.6933,3.34376,12.7798,37.0381,14.5542,7.72778,1.41435,87.0767,9.46266,234.365,1.07992,5.72319,230.911,1.01126,2.31583,0.979937,21.5854,0.221663,0.0146239,1.22045,11.3948,0.00378321,
73,49.3052,125.972,381.618,0.391398,4.07169,6.35231,1.45337,29.1225,0.679618,33.3583,3.49672,14.2147,33.2228,14.7954,25.4434,1.60101,10.0694,2.51401,166.248,1.41771,14.3179,165.496,1.00972,2.31529,0.979937,11.481,0.228528,0.0146239,3.20167,11.3961,0.00378321,
74,49.3052,139.542,517.635,0.353337,5.04801,6.12887,1.56157,30.1596,2.60025,38.4866,3.29909,14.59,37.6675,15.7783,15.1261,1.80668,5.09264,10.0205,249.205,0.578555,15.737,243.582,1.00717,2.31983,0.935718,12.5952,0.228528,0.0132445,2.42112,11.3961,0.00378321,
75,49.3052,224.682,598.541,0.219444,9.40221,7.5142,1.88908,27.6427,3.86522,74.9541,3.62276,21.3667,74.4251,22.3405,23.0311,2.28564,6.55688,13.8451,275.689,1.77397,29.1838,277.933,1.00717,2.32159,0.979937,8.06734,0.228528,0.0146239,0.795361,11.3961,0.00378321,
76,49.3052,166.271,443.672,0.296536,7.86354,10.7079,2.05957,32.7493,1.83775,46.1397,3.40611,15.5765,45.9301,20.7108,29.0992,2.83548,25.4396,7.60957,204.368,0.797701,16.8426,203.925,1.00717,2.32159,0.967167,4.53243,0.221291,0.0165065,2.59045,11.3954,0.0067996,
77,49.3052,140.485,446.372,0.350965,4.15636,4.58943,1.36605,29.0325,1.23397,41.2516,3.35713,14.3775,41.1202,15.7178,12.608,1.04783,5.48614,4.92951,201.744,1.28737,14.6022,201.304,1.00717,2.32159,1.06971,8.33012,0.221291,0.0165065,1.4608,11.3954,0.00551597,
78,49.3052,235.193,689.943,0.209637,5.41857,6.83744,1.53355,38.2667,2.17545,82.2381,3.50617,13.9604,81.2563,15.2181,21.1424,1.22212,65.7256,7.2076,328.018,1.22265,11.4523,327.235,1.00972,2.32241,1.08168,4.37678,0.221291,0.0165065,3.20167,11.3961,0.0067996,
79,49.3052,124.353,317.214,0.396495,5.25636,5.77208,1.56035,39.4443,3.21992,25.8528,3.27724,14.1137,25.8558,16.7744,20.7298,1.52872,71.9313,12.2813,134.075,0.665388,11.5487,126.506,1.00726,2.32332,1.02733,10.4456,0.221291,0.0165065,1.71378,11.3943,0.00466837,
80,49.3052,69.9786,113.173,0.704575,3.80553,4.39163,1.63562,31.0433,0.323148,5.81032,3.52103,13.6493,5.79876,13.7043,12.1073,2.2697,13.7627,2.80811,40.9181,1.54941,14.6592,40.9157,1.00972,2.32332,1.02733,12.8003,0.221291,0.0165065,3.20151,11.3961,0.00466837,
81,49.303,133.074,418.057,0.370492,5.05051,5.27167,1.57691,29.2094,0.841055,36.7664,3.48272,14.3993,36.4763,16.0503,16.6626,1.79381,4.72846,2.48678,198.772,1.26315,13.8435,199.652,1.00972,2.32332,1.02733,5.94444,0.228047,0.0133753,3.20151,11.3961,0.00406122,
