Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,Roll.front.side_view_swing_arm_angle_l.best,
26,63.122,166.266,360.051,0.379644,23.2831,11.197,6.72358,32.1113,9.5022,36.9256,2.73733,7.14221,36.6441,31.1843,33.1619,3.35166,15.5524,17.1079,141.963,1.49087,16.5904,144.383,4.39001,1.48915,0.524025,12.0605,0.316211,0.950277,0.827079,3.19421,0.289422,
27,63.122,173.841,475.782,0.363102,22.4226,6.89221,6.73641,36.6452,6.18629,42.8601,3.04241,7.02159,42.034,28.0888,13.1181,3.67689,30.7333,6.615,227.323,1.68414,15.9236,223.727,4.39001,1.8677,0.660779,12.3335,0.316211,0.950277,1.12929,3.19531,0.289422,
28,58.5654,227.736,691.291,0.257163,19.6727,7.69458,5.3144,33.8155,9.31071,72.5743,2.99305,5.48828,70.8729,26.5965,12.4954,3.27497,5.9259,18.7794,323.586,1.40193,7.78018,319.105,3.87971,1.94392,0.0841361,20.3156,0.13753,0.498374,1.12929,3.19531,0.289422,
29,58.5654,170.35,383.555,0.343795,26.5211,9.49908,5.63747,31.8885,9.41374,37.7479,2.91437,9.2847,37.4433,51.0005,22.7129,3.83337,5.94996,16.304,162.396,1.21204,20.3786,159.636,3.87971,2.04185,0.297956,9.57934,0.141122,0.347151,0.934185,3.19796,0.26809,
30,58.5654,173.337,512.118,0.33787,17.6336,7.14572,4.91887,32.9332,8.61705,47.7745,2.85029,4.74778,46.7162,25.106,14.5676,3.51766,2.92865,8.95228,237.332,0.878893,6.79399,231.83,3.87971,1.95486,0.159398,16.2335,0.141122,0.498374,1.35117,3.19077,0.289422,
31,54.8105,108.812,223.315,0.503716,11.9193,6.63965,4.93324,33.2792,6.68524,19.3058,2.90344,4.16243,18.9838,9.93627,17.4617,3.45527,2.4295,5.41865,101.003,0.937363,2.76619,100.716,3.78613,2.09263,0.0507487,17.5063,0.141122,0.372267,1.66477,3.20234,0.283906,
32,54.8105,129.611,369.527,0.422884,13.7311,5.2538,3.71365,32.7008,7.68818,28.6194,2.93432,6.86348,28.1063,20.0282,4.32995,3.57143,5.33779,4.62244,174.023,1.31199,16.1276,172.678,3.87971,1.74826,0.0981338,2.5982,0.141122,0.311542,1.34594,3.21136,0.172329,
33,50.3139,205.297,596.236,0.245078,21.9339,7.61884,3.96729,32.538,11.6713,57.3444,3.22111,10.6898,56.3128,39.2312,14.1947,3.18583,7.22061,21.2458,269.788,1.90753,23.4791,268.064,3.81412,1.61965,0.0981338,9.54127,0.141122,0.304822,1.34594,3.21136,0.172329,
34,50.3139,81.5435,92.1035,0.617019,11.2487,6.5676,4.19156,33.2945,7.26369,5.44849,2.79066,5.6121,5.12616,17.3068,21.03,2.67678,2.96433,5.61184,56.3382,0.609645,13.4884,52.8504,4.13058,1.61379,0.0981338,13.6214,0.141122,0.304822,1.34775,3.36458,0.172329,
35,50.3139,178.971,575.916,0.281129,12.7528,4.03461,3.50564,32.8636,8.10708,55.1982,2.80596,5.54719,54.1555,24.0787,5.75007,2.88027,4.32363,11.7802,264.996,0.574747,9.71215,269.572,2.85506,1.61379,0.0981338,9.4665,0.30223,0.103815,2.17133,3.42782,0.0968382,
36,50.3139,162.463,405.458,0.309694,18.0846,11.9648,3.36692,38.6931,9.72164,34.5641,2.87193,9.14436,34.0516,34.9542,32.4929,3.08073,44.7835,24.4814,161.946,0.97414,19.5536,162.068,2.46896,1.61379,0.0115456,9.86184,0.27086,0.103815,0.584511,3.42782,0.0968382,
37,50.3139,119.612,331.533,0.420643,13.4994,6.63283,3.22038,32.7983,7.65743,23.1978,2.79507,7.05382,22.7569,29.3233,22.6922,2.79649,5.70965,12.8404,141.928,0.64637,16.2999,141.962,1.95178,1.68938,0.0115456,9.39924,0.27086,0.103815,0.820532,3.42782,0.0968382,
38,50.3139,233.522,669.169,0.215457,14.4236,7.54111,2.49816,32.4973,10.4532,78.4172,3.08658,7.35763,77.2472,27.5163,19.7879,2.83586,6.65492,28.6886,306.377,1.6896,12.7146,310.891,2.37766,1.68938,0.0115456,3.97093,0.27086,0.103815,2.14253,3.42782,0.0968382,
39,48.6671,85.4053,165.191,0.569837,10.9675,5.67836,1.77525,32.8086,4.69263,9.7946,2.68311,7.54185,9.46336,24.6112,17.5819,2.36366,4.08582,12.3513,87.9394,0.834414,18.3238,72.9084,2.37766,1.70299,0.0336784,12.3404,0.207611,0.103815,0.564004,3.56741,0.0968382,
40,48.6671,288.742,792.06,0.168549,16.4322,4.50433,2.09689,31.6502,5.99664,108.542,3.23119,9.56195,106.726,35.3901,6.65005,3.0056,6.0282,14.7446,361.891,2.09513,20.2262,360.178,2.2505,1.68697,0.0336784,9.09744,0.207611,0.103815,2.2848,3.5246,0.0968382,
41,48.6671,99.7691,324.96,0.487797,7.83093,3.9343,0.858472,33.0308,3.04642,21.8861,2.73005,5.03639,21.4157,23.3716,9.4409,0.70787,3.61915,6.62045,155.961,0.564421,9.91667,163.861,2.2505,1.63288,0.0336784,9.63933,0.207611,0.129262,2.35103,3.5246,0.103496,
42,48.6671,92.9655,171.13,0.523497,12.7549,5.36949,1.41591,32.2677,2.39354,13.2973,3.14338,9.35752,12.9658,32.7659,15.9988,2.32648,5.08847,3.79468,56.9083,2.23507,22.6461,56.4023,2.2505,1.56536,0.0336784,12.0434,0.181658,0.129262,2.21917,3.5246,0.103496,
43,46.3343,89.323,265.657,0.518728,5.59855,3.10144,0.846439,32.9667,1.81776,18.7567,2.85842,5.04567,18.3314,13.3688,4.31901,1.14906,3.38712,3.12272,119.722,1.21945,9.87229,120.192,2.2505,1.55451,0.0336784,9.82945,0.179865,0.129262,2.47018,3.5246,0.103496,
44,46.17,89.6976,177.664,0.51473,11.1061,7.47777,1.17225,32.4436,3.83616,11.7538,2.78113,7.71556,11.4112,29.167,25.4802,1.79362,3.94163,15.7855,66.0488,1.1522,19.718,66.1936,2.22165,1.55451,0.0392073,12.3172,0.179316,0.129262,0.842978,2.38747,0.103496,
45,45.6309,132.792,378.851,0.343626,10.6088,8.46173,1.26957,52.8686,5.36465,22.0098,2.92623,7.68933,21.5934,29.004,26.1111,2.407,142.006,21.257,137.668,1.36338,17.2392,137.348,2.22165,1.55451,0.0159507,9.90042,0.179316,0.129262,1.62683,3.44226,0.103496,
46,45.6309,105.74,283.981,0.431538,12.7233,4.5393,1.19391,35.032,3.70047,18.9871,2.71546,8.20715,18.6414,33.3806,9.14315,1.71691,20.2871,10.3687,121.396,0.672075,15.3172,121.183,2.22165,1.55451,0.000865239,10.3929,0.179316,0.129262,1.15843,3.60678,0.103496,
47,45.1797,148.099,512.068,0.305064,9.14609,3.26733,1.13589,33.4044,1.43286,45.6832,2.69852,6.62451,44.7065,25.8908,4.78566,2.14211,7.16895,3.71521,244.246,0.247351,12.4146,237.346,2.0414,1.55451,0.000865239,11.644,0.179316,0.11671,2.38679,3.41645,0.0805444,
48,45.1797,86.7797,225.786,0.520625,6.65802,5.61087,1.10674,33.7069,4.08283,13.7997,2.95044,5.3589,13.5054,21.8841,22.0865,2.43447,6.57071,16.1942,93.1218,1.68008,8.20781,94.1485,2.0414,1.54149,0.000865239,14.4847,0.179316,0.11671,2.46756,3.58187,0.0805444,
49,44.8453,257.001,701.502,0.174495,18.7276,11.7671,1.40337,32.8366,5.71993,87.0123,2.98879,10.8538,85.6912,46.2684,33.1905,2.61333,11.9261,17.2327,317.829,1.45585,22.187,313.755,2.03971,1.54149,0.0080852,9.85013,0.179316,0.11671,0.85443,3.63554,0.0729958,
50,44.6968,114.594,476.28,0.390046,4.95271,2.28588,0.606692,32.9634,0.697304,33.5971,2.69777,4.15993,32.6328,21.2495,6.01597,1.09994,1.88025,4.53322,235.285,0.335532,7.20856,230.899,2.03971,1.54149,0.0232862,19.9078,0.172307,0.11671,2.46186,3.67566,0.0729958,
51,44.6968,115.665,303.67,0.386434,13.5205,4.98816,1.15298,55.9714,3.17507,13.8299,2.67375,6.73463,13.6186,37.3782,13.1346,2.7179,141.729,12.5159,65.087,0.460698,10.9518,65.9388,2.02544,1.57157,0.0232862,32.9008,0.170878,0.11671,1.07059,3.67466,0.0729958,
52,44.6968,182.204,584.609,0.245312,8.39453,4.25323,0.947357,31.895,5.42594,60.9386,2.99997,7.32742,60.0218,26.0584,11.0292,2.32427,23.98,22.5809,265.352,1.72619,15.537,266.401,2.02544,1.57157,0.0232862,9.56662,0.172307,0.11671,2.50534,3.68344,0.0687388,
53,44.6968,141.096,500.369,0.316782,11.6698,8.30067,1.09036,36.1406,3.46525,35.3539,2.93276,7.74722,34.3959,33.8115,25.9861,2.87719,21.2853,15.3137,236.572,1.11975,15.674,229.124,2.0197,1.6201,0.0957867,14.8316,0.172461,0.11671,2.50534,3.69672,0.0687388,
54,44.6299,170.33,573.759,0.26202,10.2682,7.03362,1.05828,31.9353,1.52256,54.5548,2.84219,7.50538,53.6097,31.6272,24.9456,2.94707,5.40379,6.94959,263.473,1.37602,16.3009,262.076,1.95952,1.6201,0.0957867,9.29618,0.170996,0.11671,1.30643,3.69672,0.0687388,
55,44.6299,135.139,498.962,0.330252,9.99527,7.50509,0.866671,34.4744,3.12472,35.2126,2.79132,6.81881,34.3502,30.133,24.8404,2.11754,14.7918,11.6394,233.061,0.930507,14.3983,227.601,2.01929,1.6201,0.072286,13.263,0.170996,0.11671,1.2035,3.69672,0.0675837,
56,44.6299,244.769,740.836,0.182335,12.3958,9.51949,1.26472,32.095,3.88905,87.6521,2.98377,8.93581,86.0331,30.9382,25.7699,3.09217,6.3381,14.1114,343.285,1.45582,18.0086,345.058,1.91838,1.6201,0.00204367,9.56153,0.170996,0.0884071,1.34353,3.66805,0.0264823,
57,44.072,170.408,482.578,0.258626,11.6061,9.28244,1.00826,33.5904,5.30231,49.306,2.76169,8.58448,48.966,33.6878,31.397,2.9047,13.4927,19.026,205.343,0.630497,17.9798,208.394,1.87795,1.6201,0.00204367,9.41733,0.171251,0.107648,1.57289,3.66805,0.0563502,
58,44.072,261.037,765.326,0.168834,13.2475,6.64099,1.21632,31.8449,2.88881,98.7031,3.19347,6.15096,97.1509,37.72,19.0412,3.13716,4.85998,13.2413,357.891,2.27368,10.0061,351.657,1.8431,1.6201,0.00204367,10.1579,0.17136,0.107648,2.52939,3.66805,0.0627939,
59,44.072,142.571,444.408,0.309123,9.30828,4.39884,0.860999,57.1974,3.30003,29.092,2.80423,6.58651,29.0229,30.0088,12.2191,2.13423,165.476,13.2893,158.724,0.989565,11.3306,163.079,1.87795,1.65739,0.072286,9.48221,0.170681,0.107648,1.36468,3.68004,0.0607094,
60,44.0348,172.591,538.496,0.25514,13.2517,3.72995,0.831298,31.7308,1.53252,56.3125,2.80858,6.76924,55.6245,37.5844,7.38283,2.07657,25.3998,5.85872,254.376,1.13391,15.2633,249.853,1.87795,1.65764,0.0511714,12.3126,0.17136,0.107648,1.48413,3.6727,0.0416136,
61,44.0348,172.875,479.815,0.254721,12.6182,10.6398,1.0785,31.2949,2.35234,51.3673,2.8594,9.4684,51.1961,36.1639,33.9906,2.81944,5.83866,8.7514,204.759,0.952472,20.2484,204.263,1.87795,1.65764,0.072286,9.08752,0.17136,0.0554019,1.13954,3.68004,0.038977,
62,44.0348,165.878,487.848,0.265465,10.1617,6.96026,1.19097,31.6916,5.86878,49.8622,2.8952,7.59848,49.6489,32.1,25.2205,3.31472,5.19743,27.3195,201.462,1.13611,16.0564,200.535,1.87795,1.62294,0.0246882,9.50645,0.17136,0.107648,1.35969,3.63483,0.038977,
63,44.0348,160.664,584.241,0.27408,6.03513,3.0698,0.90209,32.3966,3.50829,53.5903,3.00946,5.45874,52.6933,22.3241,9.20037,2.78295,3.48978,22.7061,269.204,1.59655,10.1534,264.512,1.88802,1.64997,0.0246882,9.46052,0.171257,0.107648,2.60021,3.68562,0.038977,
64,43.9968,76.0279,221.451,0.578693,5.47602,4.81201,0.57229,53.6913,2.27004,1.03208,2.84436,4.3633,0.966535,23.2892,20.6671,1.70094,146.455,14.3639,41.0223,1.09254,4.50937,51.5004,1.89372,1.62741,0.0246882,32.904,0.171257,0.107648,2.54387,3.69449,0.038977,
65,43.9557,177.058,580.235,0.248257,11.5374,9.13839,1.20907,33.1733,3.78312,54.1449,2.91458,7.99425,53.1627,32.4961,32.1334,3.20992,22.5498,15.8462,262.984,1.52216,16.7614,266.52,1.83966,1.62741,0.00543234,10.7694,0.171257,0.107648,1.06358,3.69486,0.038977,
66,43.9557,213.965,647.166,0.205435,13.6475,5.86666,1.37448,70.0856,4.45503,53.4054,2.9141,9.61737,52.5986,35.0759,18.3105,3.38083,271.692,16.7843,250.798,1.50204,21.5632,246.088,1.83966,1.63802,0.0104767,12.2977,0.171257,0.107648,0.5974,3.69522,0.038977,
67,43.8565,144.796,498.781,0.302885,7.40439,3.35393,0.718028,31.8562,3.06991,45.5607,3.01593,4.65726,45.1592,26.843,7.73311,2.07079,28.2992,14.7933,225.713,1.54809,7.77199,224.013,1.83966,1.63802,0.0104767,2.16974,0.17136,0.107648,2.58558,3.68637,0.038977,
68,43.8565,176.171,592.084,0.248943,9.87305,4.85506,1.00352,33.6628,3.8336,56.3915,3.13601,7.9991,55.4158,28.7547,11.0265,2.45596,13.6674,14.1392,278.188,1.66296,17.4996,273.45,1.83966,1.63802,0.0246882,5.36883,0.17136,0.107648,2.62971,3.69315,0.0448854,
69,43.8019,137.298,423.094,0.319028,11.0313,3.70025,0.835167,32.7483,3.96846,37.9164,2.90786,6.45171,37.7385,35.4746,8.74209,2.46242,6.03998,17.312,185.848,1.12079,12.6237,186.222,1.77456,1.64675,0.036948,8.90615,0.17136,0.132869,2.39565,3.68,0.0448854,
70,43.7065,113.632,486.304,0.384631,4.45613,2.36573,0.464179,32.5715,1.83516,32.8658,2.77892,4.12655,32.1683,17.6034,4.4422,1.81861,2.81107,11.3322,228.222,0.396526,3.64738,224.195,1.74531,1.64675,0.00228494,12.9371,0.168052,0.132869,2.6404,3.68198,0.0448854,
71,43.7065,148.296,470.967,0.294725,9.59214,6.9937,0.61709,31.5075,1.77534,44.1967,2.75172,6.96776,43.8938,30.7158,22.7627,1.67618,5.85292,6.27571,211.528,0.824979,15.6211,208.948,1.77456,1.64675,0.0132928,3.54164,0.17136,0.123355,0.370892,3.68198,0.037707,
72,43.7065,78.3607,131.564,0.55776,12.0016,6.88733,0.634243,40.3976,2.24001,1.91832,2.95803,9.5114,1.8122,36.7003,22.0029,1.63052,54.089,6.73533,42.8033,1.20915,21.5392,42.1674,1.77456,1.64675,0.0132928,12.3498,0.17136,0.123355,2.6404,3.67833,0.037707,
73,43.6753,68.6288,100.229,0.636399,10.8116,4.80654,0.73634,33.685,5.50508,1.15481,3.02184,7.87919,1.02842,35.2045,13.2713,2.32617,9.16395,24.2138,4.03315,1.52895,17.6189,4.12036,1.77456,1.64675,0.0132928,12.4386,0.175947,0.123355,2.6404,3.68733,0.037707,
74,43.6618,67.4276,164.666,0.647535,3.65587,2.84214,0.267743,33.6896,0.530635,9.77247,2.88778,4.13841,9.64299,13.8939,8.2592,0.862346,5.08085,5.25521,66.4677,1.03189,4.74075,67.2371,1.77456,1.65414,0.0038394,32.9075,0.175031,0.109856,2.6404,3.68237,0.037707,
75,43.6618,157.487,459.438,0.277241,10.7852,8.21403,0.86159,38.1114,4.68579,41.4998,3.11842,8.97791,41.2329,31.1634,26.7378,2.66505,45.9243,16.7334,195.531,1.68949,19.3911,198.498,1.79371,1.65414,0.00226895,9.60903,0.17644,0.109856,0.957456,3.68733,0.037707,
76,43.6117,128.702,483.259,0.338859,9.67996,5.73941,0.424785,31.8646,2.6065,34.0345,2.99838,8.10329,33.2503,30.876,22.2003,1.41573,7.64226,10.801,229.339,1.26946,19.7467,225.155,1.75346,1.65414,0.00234648,12.3244,0.17644,0.109856,2.68186,3.68548,0.037707,
77,43.586,161.572,588.793,0.269761,7.17464,6.41964,0.452982,32.3525,2.0466,53.0043,3.00535,5.09291,52.0234,26.0563,25.316,1.58374,3.25997,8.83652,268.549,1.24864,8.27255,263.324,1.79162,1.66219,0.0038394,11.5667,0.175656,0.109856,2.6846,3.6955,0.0621181,
78,43.586,129.882,486.126,0.335581,9.92353,5.85402,0.775469,33.7849,2.78384,33.8399,2.85227,7.00909,33.0589,31.9917,19.6864,2.85482,11.561,13.3286,229.057,0.89908,15.1956,224.488,1.79162,1.66399,0.0038394,13.6854,0.175656,0.109856,1.81452,3.69057,0.0598162,
79,43.5771,202.577,642.282,0.215114,10.1812,2.768,0.717084,31.6263,1.02364,73.6509,2.84665,6.9349,72.828,33.0679,6.19167,2.51931,5.73182,4.71662,301.785,0.954063,13.8684,299.247,1.79162,1.65923,0.00738854,9.22652,0.174319,0.189039,1.52898,3.68695,0.0598162,
80,43.5443,151.506,535.662,0.28741,7.27549,4.80724,0.428675,32.1349,2.12538,48.6817,2.83789,5.14894,48.0654,26.857,18.6463,1.54272,4.09717,10.4619,244.129,0.668576,8.62628,239.627,1.78688,1.67019,0.0261339,10.549,0.174319,0.189039,2.21337,3.69687,0.0576231,
81,43.5443,144.626,526.62,0.301082,7.12021,2.86658,0.311077,32.2741,1.47914,46.3896,2.90624,5.70758,45.5715,26.2753,6.2757,1.15832,3.46005,6.451,246.273,1.28664,11.4967,241.942,1.78688,1.66894,0.0285674,11.5785,0.174319,0.184537,1.2187,3.69286,0.0598162,
