Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.rear.p_rod_length_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.p_rod_length_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.p_rod_length_l.best,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.toe_angle_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.side_view_swing_arm_angle_l.best,
278,930.648,1357.39,1838.81,0.685618,0,11.6963,115.205,47.142,22.0362,0.496917,1009.02,104.523,47.2682,0,16.857,1050.32,206.461,132.259,1.831,614.855,266.65,206.349,0,7.85403,0.86544,0.0114527,0.0269557,0.000473825,874.545,46.6043,0.0671019,
279,930.648,1253.03,1136.71,0.742715,0,11.6587,44.3909,40.2162,26.7661,0.625976,1001.46,89.4349,38.4773,0,15.8857,170.813,184.643,138.45,2.20248,549.658,171.869,178.201,0,7.85403,0.86544,0.0114527,0.0269557,0.000473825,874.545,46.6043,0.0671019,
280,930.54,1381.9,1498.29,0.673376,0,12.0192,35.7859,63.6214,48.368,0.707979,1029.58,127.421,64.4003,0,15.7072,140.985,264.373,199.429,2.29398,591.459,293.033,261.838,0,7.85403,0.86544,0.0114527,0.0269557,0.000473825,874.545,46.5795,0.0671019,
281,930.54,1634.54,5023.43,0.569296,0,10.4748,486.867,24.2891,19.5331,0.315112,969.129,99.4836,24.4524,0,13.2342,4670.33,123.057,101.399,1.16796,484.105,247.74,123.207,0,7.85403,0.86544,0.0114527,0.0269557,0.000473825,874.545,46.5795,0.0618421,
282,930.54,1564.89,2255.67,0.594637,0,12.3807,176.652,65.1981,45.5076,0.667127,1059.12,139.554,65.807,0,16.9639,1045.5,231.717,245.547,2.3351,763.976,310.656,237.29,0,7.85403,0.86544,0.0114527,0.0418205,0.000473825,874.545,46.5795,0.0618421,
283,930.54,1707.11,2016.85,0.545095,0,13.8406,63.7137,106.998,112.593,1.04893,1141.19,163.695,104.04,0,19.7988,192.071,283.177,358.171,2.91709,803.054,352.742,278.548,0,7.85403,0.862865,0.0114527,0.0418205,0.000473825,874.545,46.5795,0.0618421,
284,930.54,1779.42,2529.89,0.522946,0,15.9293,212.436,95.6707,45.4281,0.667647,1136.67,176.851,95.7653,0,23.7056,1205.38,291.949,151.953,1.81204,802.436,372.391,291.766,0,7.87075,0.862865,0.0114527,0.0418205,0.000473825,874.545,46.5795,0.0618421,
285,930.54,1351.95,1726.38,0.688296,0,12.9178,28.9133,50.4299,34.5208,0.491445,1050.21,122.081,52.3827,0,21.7775,186.197,234.86,193.601,2.00044,787.866,329.661,250.448,0,7.86405,0.862865,0.0114527,0.0418205,0.000473825,874.545,46.5795,0.0618421,
286,930.54,1546.25,2400.78,0.601806,0,13.098,198.677,66.8886,14.9927,0.867013,1043.75,140.511,67.4622,0,18.7378,1664.32,240.492,68.6716,2.92155,632.353,330.446,238.656,0,7.87216,0.862555,0.0114527,0.0418205,0.000473825,874.545,46.5795,0.0618421,
287,930.54,2244.27,8153.98,0.41463,0,13.7496,779.739,77.5469,33.7964,0.691208,1073.95,187.104,77.6934,0,21.0356,7478.64,252.658,127.259,2.61278,740.136,445.294,252.805,0,7.87216,0.862865,0.0114527,0.0418205,0.000473825,874.545,46.5795,0.0618421,
288,930.514,1374.67,1539,0.676901,0,12.7538,46.6016,68.5359,34.6957,0.475756,1047.32,95.6074,68.6756,0,17.568,534.815,251.289,154.063,1.97652,603.333,219.069,253.059,0,7.8707,0.862865,0.0114527,0.0339868,0.000473825,874.545,46.5795,0.0618421,
289,930.514,1745.43,3440.36,0.533115,0,12.583,278.016,72.7968,74.8775,0.929824,1107.35,122.315,76.5654,0,17.0586,2424.35,257.325,320.069,3.01198,1039.8,247.699,271.511,0,7.87216,0.862865,0.0114527,0.0220749,0.000473825,874.545,46.5795,0.0618421,
290,930.483,1587.51,2061.74,0.586129,0,14.6982,124.785,58.7908,38.4917,0.837227,1124.15,166.355,59.4016,0,22.9716,519.104,206.091,181.828,2.6752,823.584,375.545,209.178,0,6.7039,0.862865,0.0114527,0.0220749,0.000473825,874.545,46.5795,0.0618421,
291,930.483,1498.99,1805.08,0.620739,0,13.4933,53.0843,57.8836,50.8464,0.661412,1107.78,156.366,58.8782,0,22.1433,199.64,207.959,230.172,2.11481,848.802,375.523,211.446,0,6.87964,0.862865,0.0114527,0.0220749,0.00130332,824.288,46.5795,0.0618421,
292,930.483,1558.82,1728.58,0.596913,0,15.6666,70.1858,63.6123,37.5115,0.81714,1146.75,160.414,63.8709,0,24.9702,241.796,219.343,129.507,2.72169,886.531,329.664,219.525,0,7.87216,0.862865,0.0114527,0.0220749,0.00130332,874.563,46.5795,0.0618421,
293,930.483,1640.32,2071.36,0.567257,0,15.3189,106.976,81.9477,55.697,0.789007,1138.88,159.523,81.1883,0,23.6886,551.251,275.177,208.337,2.10961,845.748,358.897,270.455,0,7.87216,0.862865,0.0114527,0.0220749,0.00130332,874.562,46.5795,0.0618421,
294,930.483,1717.28,4886.19,0.541834,0,11.2231,496.219,44.0474,31.5406,0.216633,997.348,92.536,44.1534,0,17.2057,4146.69,199.867,147.393,0.992599,616.348,244.043,199.292,0,7.87216,0.862865,0.0114527,0.0220749,0.00130332,874.562,46.5795,0.0618421,
295,930.473,1227.15,1237.33,0.758237,0,10.9829,27.614,30.0161,26.0459,0.256308,987.857,115.914,28.467,0,14.6735,162.753,138.81,128.977,0.839159,531.789,324.319,132.536,0,7.8778,0.862865,0.0114527,0.0220749,0.00130332,874.562,46.5795,0.0618421,
296,930.473,1413.72,1705.58,0.658173,0,13.6363,88.4751,39.2279,23.6919,0.477265,1085.19,123.641,39.3839,0,21.8652,483.759,176.492,104.574,1.71121,773.295,297.463,174.786,0,7.8778,0.862865,0.0104028,0.0220749,0.00171377,874.554,46.5795,0.0618421,
297,930.473,1410.53,1640.01,0.659662,0,12.3789,59.5408,60.9951,51.2917,0.591555,1042.34,121.444,61.9428,0,17.5939,216.746,239.091,216.962,2.33371,650.563,284.675,238.625,0,5.99789,0.862865,0.0105487,0.0264305,0.00171377,874.554,46.72,0.0618421,
298,930.473,1913.73,3134.45,0.486209,0,16.0013,356.856,81.4618,57.1264,0.886079,1171.83,147.352,82.2162,0,25.3217,1821.91,249.346,246.89,2.86113,917.848,328.671,251.203,0,7.8778,0.862865,0.0105487,0.0278097,0.00171377,874.553,17.5195,0.0618421,
299,930.406,1833.72,3050.84,0.507389,0,15.546,158.042,80.4676,54.1299,0.798132,1258.03,183.923,82.7756,0,24.7491,1218.09,307.584,244.207,2.6868,1536.72,428.522,321.861,0,7.8778,0.862865,0.0105487,0.0274639,0.000167463,874.553,46.6655,0.0618421,
300,930.406,1414.98,1607.15,0.657542,0,12.6677,99.1404,48.0081,22.8707,0.796704,1041.71,141.587,48.1946,0,17.9304,690.788,196.625,109.209,3.12603,682.938,347.184,201.43,0,7.12396,0.859802,0.0105487,0.0249845,0.000167463,874.553,46.6655,0.0618421,
301,930.406,1593.72,2345.86,0.583794,0,13.2908,193.079,42.0644,46.9646,0.73175,1105.35,148.95,43.2874,0,20.931,1373.6,190.333,220.76,2.3643,858.096,355.16,199.276,0,7.8778,0.859802,0.0105487,0.0249845,0.000167463,874.553,46.6655,0.0618421,
302,930.406,1316.73,1469.57,0.706601,0,12.452,32.8016,36.4083,31.0723,0.54406,1053.98,112.708,36.7711,0,19.0298,150.966,179.678,163.468,2.27247,728.641,280.193,181.688,0,7.8778,0.859802,0.0105487,0.0249845,0.000167463,874.553,46.6825,0.0618421,
303,930.406,12578.4,110769,0.0739684,0,13.5765,11140.7,63.5299,46.6876,0.528789,1070.51,179.142,63.7597,0,20.857,110232,234.325,156.774,1.86078,727.903,396.976,234.591,0,7.8778,0.859802,0.0105487,0.0249845,0.000167463,874.549,46.6825,0.0616289,
304,930.406,1835.27,5850.94,0.506959,0,12.9033,544.7,34.5145,33.9549,0.453296,1054.3,119.537,34.9089,0,19.5364,5172.9,156.866,150.142,1.78567,695.469,270.558,161.083,0,7.8778,0.859802,0.0105487,0.0192982,0.000167463,874.553,46.6825,0.0616289,
305,930.38,1540.47,2487.29,0.603958,0,12.9222,99.6621,90.9826,50.8209,0.545689,1069.81,122.626,93.1026,0,18.7412,648.767,330.482,276.077,2.19517,823.912,281.328,329.006,0,7.8778,0.859802,0.0105487,0.0192982,0.000167463,874.553,46.6565,0.0616289,
306,930.38,1612.4,2309.05,0.577015,0,12.0904,143.119,88.3199,70.156,0.77197,1042.72,165.892,89.339,0,16.3178,1090.59,314.479,277.56,2.66033,618.713,406.136,318.981,0,7.41805,0.859802,0.0112595,0.0192982,0.000167463,874.553,46.6565,0.0616289,
307,930.38,1603.22,2366.53,0.580319,0,14.4059,168.983,56.4302,38.1532,0.567571,1105.6,162.346,56.7398,0,22.654,1028.09,198.905,156.779,2.09976,816.118,381.631,202.039,0,7.8778,0.844592,0.0112595,0.0192982,0.000167463,874.551,46.6565,0.0620269,
308,930.38,1932.65,3742.2,0.481402,0,14.9149,406.699,62.4837,67.2143,0.835517,1168.63,146.766,65.1013,0,25.8587,2521.58,254.165,276.663,2.70036,1191.19,323.576,268.793,0,4.23589,0.844592,0.0112595,0.0192982,0.000167463,874.551,46.6565,0.0620269,
309,930.38,1514.29,2190.95,0.6144,0,12.3105,196.962,42.6648,30.1951,0.576324,1036.86,151.873,42.8524,0,17.2743,1402.06,152.228,153.043,2.23758,603.998,356.599,153.59,0,4.53475,0.851975,0.0112595,0.0192982,0.000167463,874.551,46.6565,0.0618918,
310,930.38,2057.22,4417.96,0.452252,0,15.8451,581.837,57.4777,25.1748,1.10182,1146.79,171.288,57.6984,0,26.4953,3374.36,224.587,143.093,3.65942,932.861,401.645,225.13,0,7.87882,0.851975,0.0120935,0.0191081,0.000167463,874.536,46.6563,0.0618918,
311,930.371,1648.84,2634.55,0.564259,0,13.8087,222.434,62.2053,39.3735,1.0785,1083.89,163.769,62.2821,0,24.1093,1654.37,231.048,174.659,3.73923,869.888,392.272,230.558,0,0.246874,0.851975,0.0120935,0.0191081,0.000167463,874.536,46.6563,0.0618918,
312,930.371,1283.76,2054.61,0.724725,0,10.1825,127.863,33.054,24.2426,0.327878,963.224,91.63,33.2326,0,13.2363,1104.5,162.492,123.337,1.87632,499.769,241.384,162.843,0,7.87882,0.851975,0.0120935,0.0191081,0.000167463,874.536,46.6563,0.0618918,
313,930.371,1525.82,1899.31,0.609752,0,13.82,52.7594,74.0123,63.8491,0.742895,1066.58,178.492,75.5628,0,27.0049,187.5,286.28,256.398,2.59256,757.47,409.326,292.605,0,1.13844,0.851975,0.0120935,0.0191081,0.000167463,874.536,46.6563,0.0618918,
314,930.371,1575.92,1978.69,0.590367,0,15.3732,43.128,86.0176,59.1939,0.584964,1152.68,131.897,87.0414,0,23.8497,165.564,295.447,264.837,1.98792,908.492,283.69,300.658,0,7.87882,0.851975,0.0120935,0.0191081,0.000167463,874.536,46.6563,0.0618918,
315,930.371,1699.58,1921.59,0.547411,0,17.422,110.899,60.0396,45.0305,1.28572,1215.14,189.33,60.4369,0,26.281,430.342,186.722,146.535,3.64949,925.35,399.511,192.769,0,7.87882,0.851975,0.0120935,0.0191081,0.000167463,874.536,46.6563,0.0618918,
316,930.371,1689.04,3437.73,0.550827,0,14.3454,293.579,54.2206,25.2918,0.450419,1096.9,149.766,54.4926,0,22.42,2527.3,198.821,103.241,2.08758,787.267,372.009,200.386,0,7.87882,0.851975,0.0120935,0.0191081,0.000167463,874.536,46.6563,0.0618918,
317,930.371,1493.05,1740.37,0.623136,0,13.8235,64.935,83.29,50.3699,0.469771,1085.64,110.713,83.803,0,20.8395,229.091,285.397,192.138,2.01651,746.891,223.517,292.592,0,7.87882,0.851975,0.0126775,0.0191081,0.000167463,874.536,46.6563,0.0618918,
318,930.371,1803.54,3134.14,0.515857,0,17.1376,280.54,44.9631,32.2428,0.567623,1202.19,180.825,45.0765,0,28.4184,2074.39,178.371,124.452,1.66753,1005.28,367.197,177.409,0,7.84896,0.851975,0.0126775,0.0191081,0.000167463,874.536,41.6399,0.0623271,
319,930.342,1973.04,3686.2,0.471528,0,16.1419,385.762,75.3014,52.8962,0.968561,1171.88,194.348,75.7342,0,25.6589,2496.52,260.076,206.186,3.09118,930.816,436.25,260.729,0,7.87882,0.851975,0.0126775,0.0191081,0.000167463,874.536,46.6563,0.0623271,
320,930.342,1458.62,1505.84,0.637825,0,13.2307,52.5946,68.3719,33.7763,0.582723,1065.89,155.486,68.6869,0,16.9365,198.39,210.292,171.977,2.18191,589.899,375.324,211.965,0,7.87882,0.851975,0.0126775,0.0191081,0.000167463,874.536,46.6563,0.0623271,
321,930.342,1482.96,2333.77,0.627355,0,11.5113,212.468,51.5861,21.0216,0.429929,996.373,137.92,51.6486,0,15.9006,1366.85,232.703,94.0676,2.08394,551.855,351.331,234.293,0,7.87882,0.851975,0.0102714,0.0189099,0.000167463,874.536,46.6563,0.0623271,
322,930.342,1335.92,1386.47,0.696403,0,12.1732,62.9214,59.8852,27.8542,0.648976,1020.55,91.6148,60.2757,0,16.5513,225.743,248.521,118.881,2.33147,590.294,156.234,250.271,0,7.87882,0.851975,0.0102714,0.0189099,0.000167463,874.536,46.6783,0.0621417,
323,930.342,1580.47,2091.72,0.588647,0,14.2033,159.324,74.0173,32.7869,0.934941,1094.42,130.631,74.1593,0,22.2458,970.827,238.806,121.418,3.24285,787.44,306.608,236.09,0,7.87882,0.851975,0.0102714,0.0189099,0.000167463,874.536,43.1732,0.0621417,
324,930.341,1517.19,2323.39,0.613198,0,12.4731,113.066,64.8315,40.03,0.464526,1059.85,160.729,65.7461,0,17.3341,737.948,282.781,203.648,1.90361,720.965,391.824,289.106,0,7.87882,0.851975,0.0102714,0.0189099,0.000167463,874.536,46.6783,0.0621417,
325,930.331,1637.88,2284.13,0.56801,0,15.2177,71.7137,75.0387,69.0285,0.761889,1171.49,158.161,76.4654,0,23.7429,268.208,292.779,277.987,2.4751,1012.12,341.536,301.696,0,7.87882,0.851975,0.0102714,0.0189099,0.000167463,874.536,46.6783,0.0621417,
326,930.328,20007.7,183779,0.0464985,0,15.6079,18474,73.0236,58.1922,0.575215,1185.27,127.062,73.9444,0,24.7751,183309,301.548,276.79,2.25689,991.922,263.115,306.123,0,7.87882,0.86927,0.0102714,0.0189099,0.000167463,874.536,46.6783,0.0621417,
327,930.328,1904.42,4131.87,0.488509,0,14.3257,462.437,52.4634,47.864,0.985887,1111.98,160.957,53.4084,0,22.4525,15506.6,182.231,158.759,3.33862,839.4,383.021,181.644,0,7.88939,0.860289,0.0102714,0.0189099,0.000167463,874.536,46.6783,0.0615882,
328,930.328,1675.89,2217.22,0.555125,0,13.5862,137.82,88.9015,60.1104,0.699744,1085.79,199.396,89.59,0,20.524,703.62,271.224,197.615,2.21664,725.434,442.761,278.484,0,2.26789,0.865524,0.0102714,0.0189099,0.000167463,874.536,46.6883,0.0621417,
329,930.328,1669.3,2309.73,0.557318,0,16.5914,51.4927,89.6942,54.7446,0.731626,1222.6,142.087,91.3549,0,27.8273,206.067,323.208,245.105,2.80041,1099.53,328.441,331.826,0,7.88815,0.865524,0.0102714,0.0189099,0.000167463,874.536,46.6883,0.0621417,
330,930.328,1648.74,1917.67,0.564265,0,14.286,83.1535,117.011,59.6782,0.718173,1117.11,138.281,118.499,0,20.8193,245.171,326.96,228.954,2.61285,770.741,300.224,332.659,0,5.61194,0.865524,0.0102714,0.0187015,0.000167463,872.664,46.6883,0.0621417,
331,930.316,1649.96,2404.25,0.563842,0,14.0345,221.198,60.2359,43.4131,0.823901,1098.06,150.652,61.5444,0,20.8499,1580.41,227.318,197.362,2.86855,765.763,327.826,226.592,0,0.842706,0.857625,0.0102714,0.0187015,0.000167463,874.536,46.6883,0.0622631,
332,930.314,1553.06,1723.14,0.59902,0,14.0675,52.0882,86.3878,54.79,0.562924,1115.18,142.664,87.3181,0,19.8753,232.588,251.721,224.601,1.88823,717.942,291.074,250.942,0,7.88939,0.857625,0.0102714,0.0187015,0.000167463,874.536,46.6883,0.0622631,
333,930.284,1364.74,1468.82,0.681657,0,12.4408,37.2747,61.5443,32.7205,0.517481,1042.2,116.197,61.848,0,16.8883,164.108,265.497,158.724,1.97277,619.08,261.059,266.263,0,7.88939,0.857625,0.0102714,0.0187015,0.000167463,874.536,46.6883,0.0622631,
334,930.284,1844.17,3511.62,0.504446,0,13.4609,443.333,57.9799,31.1375,0.513519,1073.35,166.07,58.3292,0,20.5706,2622.37,214.63,174.728,1.97015,735.481,368.098,215.381,0,7.88939,0.857625,0.0102714,0.0187015,0.000167463,874.536,46.6883,0.0622631,
335,930.284,1619.88,2566.36,0.574291,0,13.3919,47.5204,79.1568,72.1615,0.727846,1201.64,119.389,85.8989,0,19.6357,187.348,308.812,343.414,2.62384,1335.81,272.727,329.717,0,7.88907,0.847204,0.0102714,0.0187015,0.000167463,874.536,46.7122,0.0622631,
336,930.284,1664.76,2186.93,0.55881,0,15.0547,189.725,64.7371,48.6972,0.953751,1120.09,160.525,64.9809,0,23.6543,979.815,230.629,178.941,3.06488,838.521,349.358,231.289,0,7.88939,0.847204,0.0102714,0.0187015,0.000167463,874.536,46.7122,0.0620953,
337,930.284,2430.01,7552.8,0.382831,0,12.8199,1031.98,74.6964,32.8186,0.53477,1034.26,168.094,74.8063,0,16.1136,6903.1,245.1,124.326,1.8873,531.31,373.085,243.568,0,7.88939,0.847204,0.0102714,0.0187015,0.000167463,874.536,46.7122,0.0620953,
338,930.284,1523.66,3070.59,0.610559,0,11.564,259.035,41.1143,31.3519,0.342359,1003.57,135.196,41.4853,0,12.9855,2299.52,200.522,131.448,1.30924,443.359,326.631,201.123,0,7.88939,0.871121,0.0102714,0.0187015,0.000167463,874.536,46.7122,0.0620953,
339,930.284,1918.63,4091.52,0.484869,0,15.0868,402.977,78.1488,59.9435,0.552078,1152.46,129.912,79.5489,0,24.0525,2676.08,311.47,300.563,2.23373,932.818,300.978,310.387,0,7.88939,0.871121,0.0102714,0.0187015,0.000245885,874.536,46.7166,0.0620953,
340,930.284,1457.46,1564.76,0.638293,0,13.8643,48.9747,52.9148,37.9022,0.609313,1094.46,154.989,53.742,0,20.5076,168.071,190.403,147.708,2.16224,761.449,354.526,191.414,0,7.88939,0.869196,0.0102714,0.0187015,0.000245885,874.534,46.7166,0.0612829,
341,930.284,1742.85,2846.68,0.53377,0,13.1485,322.463,69.3462,52.1952,0.855652,1062.89,151.897,70.0602,0,19.3669,1753.65,260.719,215.544,2.97175,694.743,354.015,261.278,0,7.89233,0.851818,0.0102714,0.0187015,0.000245885,874.536,46.7166,0.0612829,
342,930.284,2123.01,5209.06,0.438192,0,13.8017,655.93,59.6044,55.1439,0.865108,1115.08,161.462,61.1243,0,21.6283,4473.62,231.81,242.647,2.95418,879.043,361.436,234.985,0,2.07549,0.869196,0.0102714,0.0187015,0.000245885,874.536,46.7166,0.0612829,
343,930.284,1802.82,3032.85,0.516015,0,13.2247,357.26,62.2168,62.1698,0.754476,1087.49,155.727,63.9813,0,19.4067,2192.47,224.871,213.828,2.70244,742.615,344.566,232.023,0,7.89463,0.86722,0.0102714,0.0187015,0.000245885,874.536,46.7166,0.0612829,
344,930.284,1963.51,4924.94,0.473787,0,14.2172,469.573,73.4691,39.2192,0.984122,1106.93,184.872,74.2452,0,21.2682,4096.53,236.99,173.053,3.14072,770.238,418.668,236.829,0,4.18904,0.869196,0.0110554,0.0187015,0.000245885,874.537,46.7166,0.0612829,
345,930.284,1194.27,1186.17,0.778957,0,12.2932,24.2659,20.7029,15.3912,0.376447,1028.8,71.6708,20.7652,0,21.0696,122.217,127.556,91.6719,2.31973,755.345,182.22,127.654,0,7.89336,0.867796,0.0110554,0.0187015,0.000245885,874.537,46.7166,0.0612829,
346,930.284,1604.83,2515.47,0.579679,0,13.3507,128.48,78.3352,70.9281,0.739602,1102.71,130.603,79.6765,0,22.7609,843.712,318.626,301.653,2.737,875.762,309.606,324.471,0,1.97177,0.85955,0.0110554,0.0187015,0.000245885,874.537,46.7297,0.0622631,
347,930.284,1628.67,2398.6,0.571191,0,13.7604,159.939,62.7299,56.9463,0.851699,1092.07,178.374,63.9994,0,18.8603,1105.48,211.826,231.263,2.84749,699.196,398.853,213.678,0,7.89463,0.85955,0.0110554,0.0187015,0.000245885,874.537,46.7286,0.0622631,
348,930.284,1527.82,1885,0.608898,0,16.0076,33.1179,50.1874,36.075,0.710463,1166.43,174.632,50.6576,0,27.2763,153.901,185.238,146.066,2.81917,991.805,422.985,188.756,0,7.89463,0.85955,0.0110554,0.0187015,0.000245885,874.535,46.7193,0.0622631,
349,930.284,1646.97,3022.28,0.564846,0,14.6729,239.465,62.816,31.3431,0.480731,1117.08,118.094,63.0179,0,23.542,2071.5,261.631,143.434,1.62254,836.441,270.078,262.258,0,7.89463,0.85955,0.0110554,0.0187015,0.000245885,874.532,46.7193,0.0626083,
350,930.284,1405.84,1553.18,0.66173,0,13.9356,55.0713,61.389,6.13521,0.526538,1071.34,136.018,61.4209,0,20.6747,245.935,220.971,44.1595,1.85144,689.846,332.641,220.856,0,7.89463,0.85955,0.0110554,0.0187015,0.000245885,874.535,46.7193,0.0626083,
351,930.284,1789.59,3717.27,0.51983,0,14.725,373.821,50.6646,23.5693,0.86906,1118.73,156.267,50.9445,0,23.1117,3103.8,182.688,112.401,3.05473,821.784,353.766,183.147,0,7.89355,0.85955,0.0110554,0.0187015,0.000245885,874.535,46.6987,0.0628976,
352,930.284,1474.5,1774.58,0.630917,0,13.8787,57.2375,75.1463,46.456,0.956542,1087.94,116.549,76.328,0,21.6567,279.86,273.179,195.964,3.50786,817.18,266.539,278.312,0,7.89361,0.85955,0.0110554,0.0187015,0.000245885,874.535,46.6945,0.0628976,
353,930.284,1478.11,2548.9,0.629375,0,13.0793,151.404,49.6543,34.6558,0.648644,1083.42,95.0674,50.1802,0,21.1773,1126.06,229.079,221.774,2.79547,847.54,205.085,231.077,0,7.89361,0.856467,0.0110554,0.0187015,0.000245885,874.535,46.7297,0.0628976,
354,930.284,1413.22,1863.92,0.658275,0,11.7502,154.391,61.9383,16.6681,0.607897,1003.92,101.808,62.1364,0,15.5717,1079.67,218.723,76.3194,2.43473,509.744,205.018,221.492,0,5.10056,0.856467,0.0110554,0.0195113,0.000245885,865.923,46.7297,0.0628976,
355,930.284,1510.15,2850.97,0.616019,0,10.65,310.377,34.2327,19.4432,0.374794,963.221,137.525,34.3306,0,13.297,2105.07,167.017,80.0528,2.08251,470.672,348.813,169.743,0,7.89361,0.856467,0.0110554,0.0195113,0.000245885,874.535,46.739,0.0628976,
356,930.284,1851.64,3319.58,0.502411,0,14.9187,97.3946,111.019,100.539,0.960867,1282.54,132.291,111.981,0,22.5536,543.845,385.648,413.256,3.03752,1784.24,296.635,396.569,0,7.89361,0.856467,0.0110554,0.0195113,0.000245885,874.535,46.739,0.0628976,
357,930.284,1627.54,2138.3,0.57159,0,14.4696,89.6397,79.1919,68.6948,0.704531,1124.85,168.682,81.3017,0,21.9142,467.357,282.94,278.29,2.58532,849.427,373.273,290.296,0,7.89361,0.856467,0.0110554,0.0195113,0.000245885,874.535,46.739,0.062037,
358,930.284,1778.47,2920.98,0.523081,0,12.979,349.201,70.8162,36.866,0.731183,1062.53,174.353,70.9936,0,18.6418,1808.29,234.235,153.198,2.30932,650.906,398.04,236.771,0,7.73568,0.856467,0.0110554,0.0195113,0.000245885,874.536,46.7244,0.062037,
359,930.273,1714.52,2953.91,0.542586,0,12.8958,257.256,71.4116,99.9673,1.05273,1047.3,149.159,75.4694,0,19.057,2106.7,229.79,743.153,3.72723,660.388,367.849,241.824,0,6.46512,0.856467,0.0119022,0.0195113,0.000245885,874.536,46.6821,0.062037,
360,930.262,1401.35,1725.35,0.663833,0,14.7025,30.4035,48.8656,43.3023,0.516657,1094.25,119.162,50.1507,0,29.6457,186.174,231.402,244.268,2.17441,897.887,302.864,243.228,0,7.89361,0.856467,0.0119022,0.0195113,0.000245885,874.536,46.7082,0.062037,
361,930.262,1451.22,1815.57,0.641023,0,12.2273,90.2114,60.8859,42.7766,0.826133,1027.9,155.013,61.3785,0,17.2055,414.252,271.095,195.186,2.93131,603.382,392.18,272.293,0,7.89361,0.856467,0.0119022,0.0195113,2.73362e-05,874.53,46.6903,0.062037,
362,930.262,1686.9,2163.7,0.551462,0,15.1643,90.7448,94.8702,75.7694,0.742985,1141.04,173.701,94.8729,0,24.0354,276.345,311.127,265.538,2.57477,875.097,394.26,308.349,0,7.89361,0.856467,0.0119022,0.0195113,2.73362e-05,874.531,46.7244,0.062037,
363,930.262,1330.17,1330.44,0.699354,0,13.4128,52.4618,32.9784,12.8136,0.588533,1073.08,111.774,33.0675,0,21.2051,191.955,150.172,87.9327,2.40486,761.675,261.353,149.377,0,4.85814,0.856467,0.0119022,0.0195113,2.73362e-05,874.531,46.7244,0.062037,
364,930.262,2116.93,4242.67,0.43944,0,16.783,536.349,96.0463,46.0035,0.841997,1180.02,144.313,96.5708,0,28.2716,2859.91,337.085,210.536,2.75241,1019.44,315.447,330.753,0,7.89361,0.856467,0.0119022,0.0195113,0.00042287,874.531,46.7244,0.062037,
365,930.262,1832.83,3635.74,0.507555,0,13.3579,396.196,44.6364,57.4194,0.409649,1091.05,183.526,46.2381,0,21.6926,2525.53,204.824,228.378,1.42193,817.128,416.863,212.408,0,7.89361,0.852964,0.0120317,0.0195113,0.00042287,874.531,46.7244,0.062037,
366,930.262,1309.5,1401.31,0.710394,0,12.6091,19.7961,61.6217,25.1145,0.62878,1015.45,110.756,63.5255,0,19.6821,140.19,233.931,150.549,2.45329,648.299,275.38,240.438,0,7.89361,0.852964,0.0106415,0.0195113,4.61318e-05,874.531,46.6948,0.062037,
367,930.258,1711.06,2315.73,0.543675,0,16.6168,165.613,61.7603,37.6677,1.13782,1194.05,172.15,62.0663,0,27.1454,1050.15,200.535,158.162,3.75688,983.407,366.841,201.257,0,7.89361,0.852964,0.0106415,0.0195113,4.61318e-05,874.531,46.7244,0.062037,
368,930.258,2196.9,7584.65,0.423442,0,13.9683,730.823,71.6858,34.1219,0.902997,1082.88,189.914,72.5956,0,21.6857,6877.73,253.464,151.834,3.15234,793.456,450.931,258.841,0,7.89361,0.849464,0.0106415,0.0195113,4.61318e-05,874.531,46.7244,0.062037,
369,930.258,1500.33,1814.77,0.620034,0,13.4244,50.3299,87.0911,51.8006,0.64066,1074.98,133.815,88.2518,0,20.0839,188.674,290.948,217.343,2.37608,756.15,326.656,291.839,0,7.89361,0.856467,0.0106415,0.0190437,0.00016284,874.531,46.7244,0.062037,
