Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,
38,0.0888234,2.86122,6.17972,0.0310439,0.686785,2.17444,1.4911,4.77887,0.0653414,0.00516515,
39,0.0861893,2.17484,4.32315,0.0396302,0.411587,1.76325,0.872098,3.86281,0.0637212,0.00487941,
40,0.0845545,2.01061,5.42817,0.0420542,0.357488,1.65312,1.00449,4.61283,0.0780796,0.00485315,
41,0.0845545,2.04722,4.58822,0.0413021,0.94062,1.1066,2.69706,3.25549,0.0780796,0.00485315,
42,0.0828278,2.64956,5.85902,0.0312609,0.373668,2.2759,1.31382,5.61127,0.0751396,0.00424601,
43,0.0828278,3.20594,6.78342,0.0258357,0.595042,2.6109,1.49535,5.69676,0.0780796,0.00424601,
44,0.0828278,2.69937,4.94699,0.0306841,0.711571,1.9878,1.4858,4.27024,0.0670376,0.00424601,
45,0.0828278,3.01427,6.63236,0.0274785,0.873434,2.14084,2.73111,4.76859,0.0763762,0.00424601,
46,0.0828278,3.94068,6.37505,0.0210186,1.14647,2.79421,2.09541,4.83048,0.0763762,0.00424601,
47,0.0828278,2.30967,5.15121,0.0358614,0.414576,1.89509,1.0772,4.68105,0.0763762,0.00424601,
48,0.0828278,2.40551,6.31175,0.0344325,1.11247,1.29305,4.48323,3.14633,0.0763762,0.00424601,
49,0.0827745,1.72641,4.43106,0.047946,0.230954,1.49546,0.462266,4.11771,0.0763762,0.00424601,
50,0.0827745,2.3794,5.31427,0.0347879,0.204991,2.17441,0.425101,5.20316,0.0763762,0.00424601,
51,0.0823299,2.35332,5.10835,0.0349846,0.58437,1.76895,1.42918,4.12837,0.077175,0.00417395,
52,0.0814751,2.05612,4.73112,0.0396256,0.382113,1.67401,0.896417,4.08869,0.077175,0.00411987,
53,0.0814751,2.09119,5.01156,0.0389611,0.446159,1.64503,1.05932,4.21718,0.077175,0.00411987,
54,0.0812361,2.09399,6.32861,0.0387949,0.778518,1.31547,3.21953,3.83723,0.077175,0.00399962,
55,0.0812361,1.90175,4.32996,0.0427164,0.40058,1.50117,0.926104,3.86411,0.0771428,0.00399962,
56,0.0810623,3.91109,6.63037,0.0207262,0.403165,3.50793,0.811552,5.60579,0.0494451,0.00395022,
57,0.0810623,2.19583,4.2747,0.0369164,0.578902,1.61693,1.32734,3.74312,0.0771121,0.00395022,
58,0.0810623,1.79237,3.99696,0.0452262,0.537232,1.25514,1.25702,3.44014,0.0612199,0.00395022,
59,0.0810623,2.65313,7.14408,0.0305534,0.870856,1.78228,3.45348,4.68885,0.0771121,0.00395022,
60,0.0810623,3.35681,6.05078,0.0241486,0.709617,2.64719,1.75162,5.1259,0.0771121,0.00395022,
61,0.0810613,3.94042,6.74183,0.0205717,1.26573,2.67469,2.34011,5.30207,0.0771051,0.00395022,
62,0.0810613,2.54869,4.993,0.031805,0.638281,1.91041,1.55213,4.5154,0.0390408,0.00395022,
63,0.0810613,3.85025,6.60236,0.0210535,0.48281,3.36744,0.893455,6.29957,0.0771051,0.00395022,
64,0.0810613,2.54105,5.88283,0.0319007,0.709278,1.83177,1.71324,4.97585,0.0592288,0.00395022,
65,0.0810613,2.18311,4.92258,0.0371311,0.506642,1.67647,1.30203,4.07473,0.0770903,0.00395022,
66,0.0810613,3.64942,6.8197,0.0222121,0.634155,3.01527,1.5477,6.02358,0.0771051,0.00395022,
67,0.0810613,2.56025,4.88259,0.0316615,0.598789,1.96146,1.17367,4.16185,0.0770988,0.00395022,
68,0.0810613,3.83548,6.39091,0.0211346,0.943694,2.89178,3.2134,5.01682,0.0770899,0.00395022,
69,0.0810487,3.40445,7.79903,0.0238067,0.880665,2.52378,2.48081,5.88745,0.0770577,0.00394685,
70,0.0810487,3.31517,6.47919,0.0244478,0.436487,2.87868,0.985369,5.84563,0.0770577,0.00394685,
71,0.0810487,2.26976,4.96317,0.0357081,0.508889,1.76087,1.21278,4.32753,0.0770899,0.00394685,
72,0.0810417,2.64345,5.03989,0.0306576,0.38768,2.25577,0.773553,4.50814,0.0301659,0.00394685,
73,0.0810315,2.53397,5.86895,0.0319781,0.688862,1.84511,1.93352,4.60303,0.0770863,0.0039452,
74,0.0810315,2.60303,5.37616,0.0311297,0.726326,1.8767,2.23686,4.41374,0.0291366,0.0039452,
75,0.0810072,3.18686,5.90942,0.0254191,0.672796,2.51406,1.37541,5.229,0.0770643,0.00394282,
76,0.0810072,2.67284,5.1568,0.0303075,0.746011,1.92683,1.43522,4.21978,0.0770643,0.00394282,
77,0.0810026,4.14411,7.84496,0.0195464,1.08251,3.06161,3.21436,5.91853,0.0459733,0.00393267,
78,0.0810026,2.77269,5.74094,0.0292145,0.484088,2.2886,1.14791,5.09861,0.077062,0.00393267,
79,0.0810026,2.81502,5.53977,0.0287752,0.660516,2.1545,1.53179,4.34713,0.077062,0.00393267,
80,0.0810026,2.48932,5.37513,0.0325401,0.538554,1.95076,1.26969,4.83919,0.077062,0.00393267,
81,0.0810026,3.1894,6.37982,0.0253974,0.522387,2.66701,1.21104,5.66138,0.0583918,0.00393267,
82,0.0810026,2.75105,6.69489,0.0294443,1.13483,1.61622,4.21606,4.09128,0.077062,0.00393267,
83,0.0810026,2.94031,4.87499,0.027549,0.580035,2.36028,1.29384,3.97016,0.077062,0.00393267,
84,0.080993,2.20974,4.38144,0.0366527,0.370644,1.8391,0.769912,4.08251,0.0251659,0.00392949,
85,0.080993,3.50178,6.90654,0.0231291,0.796392,2.70538,1.71195,5.74834,0.077062,0.00392949,
86,0.080993,3.73585,7.33944,0.02168,1.17296,2.56289,5.084,5.21108,0.0484477,0.00392949,
87,0.080993,3.45881,6.8829,0.0234164,0.777791,2.68102,2.1266,5.31402,0.0251626,0.00392949,
88,0.080993,2.78487,6.12142,0.0290833,0.834906,1.94996,2.88524,4.9425,0.077062,0.00392949,
89,0.080993,3.22462,7.97499,0.025117,1.14835,2.07627,3.86737,4.70023,0.0770615,0.00392949,
90,0.080993,2.43759,5.20027,0.0332267,0.460717,1.97687,1.34062,4.82253,0.0355486,0.00392949,
91,0.080993,3.38516,6.72048,0.0239259,0.737864,2.6473,1.71365,5.73347,0.0770614,0.00392941,
92,0.0809922,1.96172,5.03389,0.0412864,0.53115,1.43057,1.50812,4.37918,0.0770611,0.00392941,
93,0.0809922,3.10926,6.16996,0.0260487,0.552176,2.55709,1.05881,5.32888,0.0770611,0.00392941,
94,0.0809922,3.11386,6.08841,0.0260102,0.582943,2.53092,1.20807,5.35243,0.0770611,0.00392941,
95,0.0809922,2.88384,5.5054,0.0280848,0.628636,2.25521,1.32309,4.93621,0.0770611,0.00392949,
96,0.0809902,2.77384,5.85227,0.0291979,0.409107,2.36473,0.980482,5.29309,0.0770604,0.00392949,
97,0.0809902,3.4503,5.99298,0.0234734,0.727282,2.72302,1.41103,5.0849,0.0770604,0.00392949,
98,0.0809902,3.70921,7.16569,0.0218349,1.51757,2.19165,3.98032,4.99551,0.0770604,0.00392949,
99,0.0809894,2.84976,5.22165,0.0284198,0.299853,2.54991,1.28193,4.96454,0.0683895,0.00392949,
100,0.0809894,3.12895,6.00986,0.0258839,0.783167,2.34578,1.8662,4.88396,0.077059,0.00392949,
101,0.0809894,2.76471,5.84865,0.029294,0.498856,2.26586,1.20344,5.33899,0.077059,0.00392735,
102,0.0809894,3.92052,6.98785,0.0206578,0.852627,3.06789,1.77812,5.645,0.0379867,0.00392949,
103,0.0809894,3.86355,6.98358,0.0209624,0.695259,3.16829,1.35419,5.99139,0.0770582,0.00392949,
104,0.0809894,4.23309,6.98481,0.0191324,0.915255,3.31784,2.02003,5.74002,0.0770582,0.00392949,
105,0.0809883,2.83691,5.57293,0.0285481,0.53388,2.30303,1.10089,4.9909,0.073806,0.00392949,
106,0.0809883,4.1636,9.64276,0.0194515,1.56286,2.60074,6.0088,4.89586,0.0770571,0.00392949,
107,0.0809874,2.29407,5.08046,0.0353029,0.521799,1.77228,1.63261,4.05348,0.0770571,0.00392949,
108,0.0809874,3.23122,6.55531,0.025064,0.651373,2.57985,1.66566,5.41212,0.074261,0.0039296,
109,0.0809874,2.70108,5.87354,0.0299834,0.390416,2.31066,0.914321,5.44083,0.0756158,0.0039296,
110,0.0809864,2.85128,6.18014,0.0284036,0.497875,2.3534,1.25814,5.44228,0.0308561,0.0039296,
111,0.0809864,3.61133,6.70506,0.0224256,0.935511,2.67582,3.00855,5.25905,0.0770559,0.00392964,
112,0.0809864,2.88879,6.53197,0.0280347,0.462554,2.42624,1.03783,5.89379,0.0770559,0.00392827,
113,0.0809856,3.24241,5.47234,0.024977,0.699817,2.54259,1.97139,4.78647,0.0770558,0.00392827,
114,0.0809854,3.01028,5.62575,0.0269029,0.848919,2.16136,2.06578,4.6869,0.0558104,0.00392645,
115,0.0809854,2.24738,4.82166,0.0360355,0.609117,1.63826,1.59954,4.10194,0.0770558,0.00392645,
116,0.0809854,1.48483,4.11531,0.054542,0.313718,1.17111,0.696422,3.66665,0.0770558,0.00392645,
117,0.0809854,2.97691,5.71369,0.0272045,0.435939,2.54098,0.907312,4.85697,0.0770558,0.00392575,
118,0.0809854,2.51362,5.71306,0.0322186,0.419778,2.09384,1.00536,5.27275,0.0770555,0.00392606,
119,0.0809854,3.24823,9.25085,0.0249322,1.18041,2.06782,5.21616,5.0352,0.0770555,0.00392606,
120,0.0809848,1.60276,4.32654,0.0505284,0.504013,1.09875,1.60813,3.06641,0.0770555,0.00392681,
121,0.0809848,2.82287,5.31024,0.0286888,0.714291,2.10858,1.6797,4.1566,0.0474779,0.00392681,
122,0.0809848,2.86426,5.7197,0.0282742,0.477875,2.38639,0.896146,4.99977,0.0770552,0.00392681,
123,0.0809848,3.00476,5.83732,0.0269522,0.6433,2.36145,1.42228,4.80074,0.0632651,0.00392681,
124,0.0809848,3.34511,6.41494,0.0242099,0.939142,2.40597,2.58601,5.3138,0.0770552,0.00392681,
125,0.0809848,3.62527,6.86215,0.022339,1.12025,2.50502,3.67495,5.10696,0.0770552,0.00392681,
126,0.0809848,2.73571,6.42537,0.0296028,0.911783,1.82393,3.5131,4.96405,0.0770552,0.00392681,
127,0.0809843,2.25613,5.15455,0.0358953,0.553083,1.70304,1.4244,4.21363,0.04554,0.00392774,
128,0.0809843,1.77936,4.59342,0.0455131,0.279378,1.49998,0.616576,4.17443,0.0770549,0.00392774,
129,0.0809843,2.05814,4.84813,0.0393482,0.87172,1.18642,2.77868,3.38028,0.0359141,0.00392743,
130,0.0809843,1.83048,4.09915,0.044242,0.378027,1.45246,0.842428,3.5178,0.0770549,0.00392688,
131,0.0809843,3.85709,6.50322,0.0209962,0.711579,3.14551,1.99666,5.72176,0.0770549,0.00392688,
132,0.0809843,2.71463,5.00765,0.0298326,0.411866,2.30276,0.925908,4.67088,0.0770549,0.00392688,
133,0.0809832,2.7592,5.78233,0.0293503,0.464413,2.29478,0.889189,5.31153,0.0770545,0.00392688,
134,0.0809832,5.14459,9.09578,0.0157414,1.22886,3.91573,3.47126,6.93791,0.0367639,0.00392774,
135,0.0809832,2.82467,5.5882,0.0286699,1.04356,1.78111,2.21014,4.92953,0.0770545,0.00392774,
136,0.0809832,3.89438,6.08668,0.0207949,0.896241,2.99814,2.1441,5.05169,0.0770545,0.00392774,
137,0.0809832,2.96625,5.75679,0.0273015,0.592118,2.37413,1.26954,5.1148,0.077054,0.00392774,
138,0.0809832,3.39903,6.21684,0.0238253,0.633281,2.76575,1.39819,5.2771,0.077054,0.00392774,
139,0.0809832,2.24972,4.90495,0.0359971,0.360476,1.88924,0.699972,4.53276,0.0350348,0.00392784,
140,0.0809832,4.12117,6.80224,0.0196505,1.12847,2.9927,2.64804,5.35044,0.077054,0.00392782,
141,0.0809832,3.12819,5.41246,0.0258882,0.845266,2.28292,1.59035,4.42963,0.077054,0.00392782,
142,0.0809832,3.67999,6.03958,0.0220064,1.05815,2.62184,2.03944,4.56738,0.077054,0.00392782,
143,0.0809832,3.13433,5.39165,0.0258375,0.88498,2.24935,1.78194,4.55357,0.0638598,0.00392782,
144,0.0809832,4.0605,7.68731,0.0199441,1.74744,2.31306,4.25871,5.37993,0.0770539,0.00392761,
145,0.0809832,3.19644,6.20308,0.0253355,0.888671,2.30776,3.14293,4.88242,0.0747757,0.00392761,
146,0.0809832,2.84351,5.73977,0.02848,0.629694,2.21381,1.49346,4.74171,0.0770537,0.00392761,
147,0.0809831,3.19492,6.30306,0.0253474,0.721114,2.47381,1.76717,5.03256,0.0770537,0.00392746,
148,0.0809831,2.86617,6.21733,0.0282548,0.609093,2.25708,1.32998,5.20785,0.0770538,0.00392746,
149,0.0809829,2.45359,5.3645,0.0330058,0.827411,1.62618,2.12463,4.08297,0.0770538,0.0039274,
150,0.0809828,2.33091,5.06474,0.0347431,0.358785,1.97212,1.00344,4.75817,0.067774,0.00392736,
151,0.0809828,3.01315,6.5177,0.0268765,0.725345,2.2878,1.7657,5.22488,0.0770538,0.00392736,
152,0.0809828,2.9391,5.70049,0.0275536,0.712419,2.22668,1.4766,5.04155,0.0770538,0.00392688,
153,0.0809828,3.35186,7.21522,0.0241605,1.04089,2.31097,3.69654,5.12166,0.0770538,0.00392688,
154,0.0809828,2.87219,5.82649,0.0281955,0.561148,2.31104,1.64611,5.05986,0.0614338,0.00392688,
155,0.0809828,2.20478,6.26495,0.0367305,0.915076,1.28971,4.23948,3.76715,0.0770538,0.00392688,
156,0.0809828,3.63612,6.61075,0.0222717,0.590098,3.04603,1.33324,5.44695,0.0283746,0.00392688,
157,0.0809826,3.73093,7.355,0.0217058,1.06176,2.66917,2.76234,5.18883,0.077054,0.00392688,
158,0.0809826,3.12568,6.54766,0.0259088,0.594671,2.53101,1.48578,5.50523,0.0619812,0.00392665,
159,0.0809826,2.74004,6.02351,0.0295552,0.705398,2.03464,1.95131,4.99937,0.0519306,0.00392736,
160,0.0809825,3.02053,5.86356,0.0268107,0.779918,2.24061,1.72013,4.90425,0.077054,0.00392736,
161,0.0809825,2.1968,4.25184,0.0368638,0.430763,1.76604,1.02392,3.86161,0.00537798,0.00392736,
162,0.0809823,2.42123,5.8087,0.0334467,0.571119,1.85011,1.39089,4.61074,0.0527191,0.00392736,
163,0.0809823,1.87376,4.00953,0.0432191,0.90343,0.970333,2.03334,2.81221,0.0770538,0.00392736,
164,0.0809823,2.34996,5.62904,0.0344612,0.694436,1.65552,2.01109,3.9442,0.0770538,0.00392736,
165,0.0809822,2.46443,4.82467,0.0328604,0.824929,1.6395,1.72814,3.6305,0.0770538,0.00392752,
166,0.0809821,3.21504,5.78222,0.0251885,1.04852,2.16652,2.10703,4.60341,0.0770538,0.00392764,
167,0.0809818,2.98334,5.53607,0.0271447,0.601474,2.38186,1.56387,5.06589,0.0770535,0.00392764,
168,0.0809818,3.9082,6.60972,0.020721,0.910547,2.99765,2.03675,5.33781,0.0508576,0.00392764,
169,0.0809818,4.66096,6.88137,0.0173745,1.08201,3.57895,2.54419,5.64409,0.0462934,0.00392764,
170,0.0809817,1.73621,3.86452,0.0466429,0.460122,1.27609,1.07271,3.07745,0.0658193,0.00392764,
171,0.0809817,2.96582,6.32576,0.027305,0.549703,2.41611,1.82072,4.89041,0.0770535,0.00392771,
172,0.0809817,3.52118,6.62648,0.0229984,0.789631,2.73155,1.95391,5.08005,0.0770535,0.00392771,
173,0.0809817,2.33009,4.6245,0.0347548,0.577341,1.75275,1.52526,4.07533,0.0770535,0.00392771,
174,0.0809815,2.45903,4.8761,0.0329323,0.74195,1.71708,2.03069,3.96451,0.0770535,0.00392771,
175,0.0809813,2.76711,6.06722,0.0292657,0.694341,2.07277,2.69323,5.09815,0.0607206,0.00392771,
176,0.0809813,4.75888,7.58882,0.0170169,1.00072,3.75816,1.82127,6.72754,0.0770533,0.00392755,
177,0.0809813,2.92764,5.86028,0.027661,0.684175,2.24346,2.29333,4.81661,0.0770533,0.00392755,
178,0.0809813,1.94968,4.49559,0.0415358,0.408076,1.5416,1.03109,3.86536,0.0292664,0.00392755,
179,0.0809813,2.57694,4.76044,0.0314254,0.761358,1.81558,1.54561,3.96249,0.0770532,0.00392755,
180,0.0809812,2.19758,4.73892,0.0368502,0.498261,1.69932,1.06401,3.8776,0.0770531,0.00392755,
181,0.0809812,2.5415,6.24837,0.0318636,1.10824,1.43325,4.13159,3.63345,0.0770531,0.00392772,
182,0.0809812,2.43251,5.45004,0.0332913,0.427843,2.00466,1.18459,4.87722,0.0770531,0.00392772,
183,0.0809811,1.35939,3.38057,0.0595718,0.414345,0.945042,0.857925,2.91209,0.0770529,0.00392779,
184,0.0809811,2.19224,5.29328,0.0369399,0.537519,1.65472,1.2535,4.05839,0.0770529,0.00392782,
185,0.0809811,3.05944,5.73282,0.0264692,0.640435,2.41901,1.10611,5.05331,0.0770529,0.00392782,
186,0.0809811,2.95451,5.28311,0.0274093,0.788616,2.1659,1.28247,4.48823,0.0770529,0.00392782,
187,0.0809811,3.38285,6.28754,0.0239387,0.867098,2.51575,1.77338,5.11581,0.0770528,0.00392782,
188,0.0809811,2.32525,5.37705,0.0348269,0.524236,1.80101,1.31173,4.60712,0.0555932,0.00392782,
189,0.0809811,3.3302,6.45821,0.0243172,0.619363,2.71084,1.4601,5.34097,0.0355448,0.00392782,
190,0.0809811,3.89158,6.30365,0.0208093,0.463811,3.42777,0.896805,5.66157,0.0508833,0.0039279,
191,0.0809811,2.57943,5.00319,0.0313949,0.715255,1.86418,1.82653,4.71499,0.0451299,0.0039279,
192,0.0809811,2.24339,5.66678,0.0360977,0.426791,1.81659,1.07264,4.79409,0.0770528,0.0039279,
193,0.0809811,2.82163,4.70968,0.0287001,0.640314,2.18132,1.35378,3.76647,0.0770528,0.0039279,
194,0.0809811,2.92478,5.0422,0.0276879,0.569891,2.35489,1.02012,4.30237,0.0559222,0.0039279,
195,0.0809811,3.39664,6.8687,0.0238415,0.816088,2.58055,1.55485,5.87983,0.0770529,0.0039279,
196,0.080981,3.73508,6.79396,0.0216812,1.25152,2.48356,2.48633,4.82586,0.0770529,0.0039279,
197,0.080981,1.84928,4.41582,0.0437906,0.295868,1.55341,1.09252,4.08777,0.0770529,0.00392779,
198,0.080981,3.60508,8.92235,0.022463,1.14438,2.46071,4.3502,5.24675,0.0770528,0.00392779,
199,0.080981,3.39802,6.48366,0.0238318,0.792408,2.60562,1.644,5.27263,0.0695909,0.00392779,
200,0.080981,2.64801,5.18508,0.0305818,0.486256,2.16176,1.01437,4.86308,0.0770529,0.00392779,
