Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.mechanical_trail_l.avg,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.mechanical_trail_l.best,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
60,39.9323,120.705,258.584,0.330826,0.532432,1.14064,56.8429,0.510616,3.2176,0.469315,7.7176,19.0513,0.418244,13.8641,13.673,1.8323,1.43507,0.436203,2.93435,141.548,1.25481,9.45727,0.139296,23.2151,2.7536,0.931553,50.2985,52.5699,1.32574,0.23332,0.322595,0.135404,14.1649,0.0141081,0.134063,0.362628,0.0150721,6.83965,0.0141962,0.174475,0.0694893,0.897079,0.311286,
61,39.9323,101.995,242.636,0.391512,0.515608,0.945766,42.1483,0.351193,6.13962,0.447158,3.15865,19.5734,0.269408,12.6932,12.5079,1.61326,1.63167,0.423286,3.03837,117.115,0.972969,22.7668,0.10792,10.2893,1.12976,0.279604,57.5954,57.4912,1.21144,0.757806,0.319902,0.135404,14.1649,0.0141081,0.234921,0.301127,0.0150721,13.4999,0.0141962,0.174475,0.0694893,0.807985,1.27458,
62,39.5569,95.1596,218.94,0.41569,0.56899,0.620352,38.721,0.421726,4.32153,0.444918,5.19627,19.0734,0.307134,11.2483,11.0034,1.6573,1.57525,0.618567,1.73444,97.3244,1.26001,17.5465,0.0577796,20.8657,2.58706,0.332601,48.9703,48.4837,0.889791,0.502584,0.317236,0.136135,14.0907,0.0141081,0.21689,0.385255,0.0150721,5.34531,0.0141962,0.174475,0.0694893,0.897079,1.21811,
63,39.5569,71.8686,154.544,0.550406,0.551655,0.528597,36.3297,0.172439,2.44935,0.461943,4.34136,19.4657,0.240588,2.22613,2.0631,1.51995,1.5181,0.68393,1.349,106.489,0.490241,10.3427,0.12227,18.5079,1.29887,0.22775,12.7299,12.7649,0.481911,0.450507,0.317236,0.133379,13.8599,0.0141081,0.21689,0.432462,0.0150721,12.8426,0.00617289,0.174475,0.0694893,0.962241,0.386856,
64,39.5569,99.2406,208.957,0.398596,0.540681,0.510464,28.9269,0.28512,3.69006,0.418911,9.27446,19.1298,0.385799,16.4867,16.29,1.73387,1.56771,0.417363,1.20281,54.762,0.808505,11.8442,0.0851338,31.5755,2.88789,0.905956,61.6145,61.3799,1.06908,0.488984,0.308329,0.131729,13.6297,0.0141081,0.159531,0.0357606,0.0056956,1.9463,0.0139415,0.174475,0.0694893,1.10954,0.436446,
65,38.8107,66.7278,117.119,0.581627,0.521664,0.351802,26.4269,0.357646,3.65459,0.448023,3.54922,18.8911,0.320761,4.57886,4.3057,1.90919,1.41235,0.370889,0.735789,51.4637,1.22037,13.103,0.0937779,13.8048,3.32314,0.353172,24.0138,25.3562,1.46307,0.295126,0.317236,0.129217,13.6297,0.0141081,0.159531,0.235766,0.0056956,1.52215,0.0139415,0.174475,0.0694893,1.13918,0.275236,
66,38.8107,61.403,151.273,0.632065,0.475218,0.225022,20.4921,0.144911,1.42623,0.433643,3.02035,19.5983,0.260131,6.18146,5.96715,1.71444,1.46416,0.280891,0.246939,44.4135,0.617348,7.31001,0.0505137,18.3168,0.83066,0.142107,40.0563,40.1932,0.964782,0.0788838,0.345951,0.129217,13.6297,0.014011,0.159531,0.0948994,0.0150721,16.9526,0.0147879,0.251696,0.111586,1.13918,1.05848,
67,38.8107,93.023,266.996,0.417216,0.657584,0.327401,32.2089,0.24874,6.42873,0.443827,1.66527,19.5138,0.620455,13.8964,13.4901,1.80533,1.71648,1.23335,0.798405,89.1807,0.967382,37.6127,0.0236381,6.83333,1.05762,2.46308,66.8751,65.6854,0.910153,1.41232,0.329984,0.129217,13.6297,0.0144289,0.134675,0.414646,0.0405555,13.764,0.0147879,0.162984,0.0847099,1.2574,1.43481,
68,38.6561,105.625,251.139,0.365974,0.688832,0.805414,40.3914,0.415293,3.20323,0.450761,7.0347,19.4988,0.579208,14.6865,14.3286,1.96286,1.57981,0.921382,2.67207,118.038,1.23128,10.2961,0.135835,22.8307,3.33203,1.26656,54.6797,54.1415,1.15312,0.613041,0.329984,0.127222,13.2596,0.0139526,0.0983046,0.0427987,0.0405555,6.81429,0.0164906,0.162984,0.0847099,1.2574,1.36963,
69,38.5692,55.114,110.634,0.699808,0.478325,0.38026,21.7399,0.0804707,1.09962,0.44193,2.76023,19.557,0.217694,2.71222,2.49733,1.68852,1.4605,0.39681,1.50412,55.4242,0.37836,5.33966,0.00882071,17.9659,1.12749,0.384563,19.482,19.5964,0.374259,0.183807,0.329984,0.127222,13.4013,0.0139526,0.0983046,0.438282,0.0393834,11.7685,0.0164906,0.24465,0.077152,1.30229,0.470205,
70,38.5692,166.549,666.232,0.231579,0.549817,0.632414,30.2481,0.250599,4.67103,0.444442,6.07779,97.8966,0.258591,11.0846,10.7897,1.94687,1.69851,0.523811,2.58696,76.1401,0.840182,19.0842,0.0690361,26.648,556.596,0.504606,44.2108,45.2033,1.54895,1.37565,0.341985,0.14043,13.3955,0.0137874,0.134675,0.187838,0.0118817,2.71201,0.0164906,0.310179,0.111586,1.37973,1.46136,
71,38.5692,84.4517,204.755,0.456701,0.493297,0.452939,26.2117,0.193256,4.75627,0.433387,5.34291,19.1664,0.26307,11.9845,11.7007,1.80392,1.64929,0.350112,1.50893,53.0685,0.677342,21.7069,0.0520771,20.6985,77.9854,0.36429,56.4396,56.2138,0.674158,0.948348,0.341985,0.136264,13.3955,0.0137874,0.134675,0.140313,0.0116086,5.18963,0.0164906,0.251349,0.082743,1.42892,0.645397,
72,38.5027,139.267,360.121,0.276468,0.61578,0.903432,40.3569,0.329516,4.66812,0.444929,9.37176,45.1355,0.444464,16.7711,16.4619,2.08296,1.68035,0.682116,2.90649,96.6419,0.921922,14.6726,0.0935954,32.5094,184.175,0.980923,56.4435,57.0544,1.52864,1.067,0.29187,0.133053,13.3499,0.0137874,0.124107,0.0698316,0.0116086,9.44413,0.0140699,0.251349,0.082743,1.44445,0.446346,
73,38.4718,148.075,282.959,0.259812,0.651473,0.688346,55.1791,0.432203,6.4912,0.433164,11.6418,19.5792,0.246005,24.7475,24.1425,2.2956,1.54734,0.686868,1.62568,120.071,1.01282,16.3787,0.116873,30.3044,25.4464,0.417826,68.6216,70.1568,1.69309,0.609065,0.29187,0.141563,13.3499,0.0141578,0.124107,0.092226,0.0116086,8.58572,0.0140699,0.251349,0.082743,1.44445,0.33371,
74,38.4022,98.1534,238.771,0.391247,0.665419,0.56758,36.1856,0.21139,4.25407,0.453868,3.38491,19.3986,0.407483,14.7873,14.3201,1.95602,1.561,1.25085,1.89728,91.3874,0.678659,20.5127,0.0701082,16.1518,1.32832,1.26843,59.7561,59.1224,1.28729,0.708757,0.241612,0.142496,13.3499,0.0140378,0.124107,0.330786,0.00820445,13.4716,0.0140699,0.304755,0.0969901,1.51844,0.344488,
75,38.1906,114.579,259.068,0.333314,0.585767,0.705188,44.5482,0.374688,2.75552,0.453001,5.34041,20.1328,0.239607,18.1422,17.8676,1.92292,1.5107,0.714598,2.18907,111.553,1.23524,9.44948,0.103613,19.684,4.27307,0.62034,64.9386,65.082,1.14001,0.312129,0.241612,0.143069,13.3379,0.0141578,0.130584,0.0900426,0.0116086,13.5038,0.0226603,0.256793,0.080738,1.44031,0.130344,
76,38.1906,102.052,252.716,0.374228,0.455029,0.523294,33.9395,0.312469,3.75018,0.466788,2.82647,25.8596,0.166073,15.3055,14.8567,2.07272,1.51749,0.392198,1.68356,81.9006,1.10943,16.0541,0.150624,12.4066,41.4284,0.198058,60.9274,60.6555,1.80117,0.23801,0.210372,0.1388,13.3379,0.0141578,0.130584,0.385529,0.0106384,10.1431,0.0226603,0.256793,0.080738,1.43366,0.658953,
77,38.1906,114.731,268.465,0.332871,0.559506,0.273688,34.1151,0.397655,6.25129,0.433019,7.36928,19.0306,0.224522,21.3882,21.0421,1.97906,1.66705,0.638866,0.536241,75.4231,1.2834,23.4467,0.0675427,27.311,7.50543,0.483916,72.4037,72.3809,1.40625,0.935427,0.210372,0.140257,13.3115,0.0141578,0.130584,0.156338,0.0106384,4.70212,0.0226603,0.256793,0.080738,1.44031,0.312758,
78,38.1906,61.1882,124.665,0.624151,0.442548,0.315661,22.8608,0.249978,1.363,0.439297,2.45594,19.2285,0.134462,5.3169,5.07818,1.80989,1.49302,0.409406,0.864222,49.9798,1.09501,7.8497,0.0529081,12.3043,2.19777,0.131137,31.8653,32.6434,0.979451,0.193647,0.210372,0.143988,13.3115,0.0142076,0.130584,0.0946126,0.0106384,7.57221,0.0495664,0.256793,0.080738,1.44031,0.978624,
79,38.1906,90.7421,190.349,0.42087,0.507147,0.639552,24.546,0.402147,3.46646,0.434187,7.78198,19.7197,0.18995,14.9077,14.6382,1.89531,1.61377,0.499263,2.23454,48.3053,1.27413,13.9822,0.0592713,29.0088,5.74977,0.358896,52.0802,53.0496,0.958348,0.529514,0.210372,0.143988,13.2321,0.0142076,0.0824709,0.10982,0.0133338,4.36387,0.0512845,0.256793,0.080738,1.46747,0.964887,
80,38.1906,96.5905,232.208,0.395387,0.529738,0.472815,29.3536,0.272745,3.85218,0.449354,4.9119,19.0592,0.182994,17.1373,16.8336,1.91976,1.6154,0.733282,1.16894,63.4158,0.973775,14.7888,0.0400982,20.1298,2.7131,0.411214,66.7389,66.6391,1.40031,0.668738,0.175307,0.144474,13.2443,0.0134196,0.134805,0.384926,0.0133338,6.726,0.0159482,0.256793,0.080738,1.39696,1.47767,
81,38.182,93.8587,228.267,0.406802,0.459394,0.42046,27.4259,0.239114,4.2478,0.451227,5.41026,20.4777,0.25868,15.5657,15.3045,1.8683,1.72971,0.52549,1.01208,62.1466,0.890722,17.3238,0.0699024,25.6846,9.34404,0.819245,62.3267,62.0914,1.12033,1.0518,0.175307,0.144474,13.2443,0.0134196,0.134805,0.351487,0.0133338,4.32661,0.0224727,0.256793,0.080738,1.39696,1.47767,
82,38.1389,95.2721,214.075,0.400315,0.473199,0.540271,26.7496,0.327758,4.90351,0.457085,7.5156,19.161,0.180098,15.855,15.499,2.00603,1.60396,0.490537,1.25236,54.4767,1.07645,16.2393,0.139431,25.2923,2.88984,0.3383,61.5377,61.0946,1.47893,0.691924,0.189287,0.145185,4.65201,0.0134196,0.134805,0.247756,0.013416,4.12598,0.0224727,0.256793,0.080738,1.38157,0.8684,
83,38.1389,69.5548,155.538,0.548329,0.39376,0.535785,25.3999,0.119382,2.19913,0.447331,3.04146,20.9214,0.124957,6.68705,6.36077,1.84411,1.47978,0.39704,1.60594,67.8132,0.460959,9.86287,0.020069,15.6973,10.5248,0.167626,40.4821,39.5334,1.41019,0.173761,0.189287,0.146014,13.2341,0.0134196,0.134805,0.441292,0.013416,6.81249,0.0268579,0.250381,0.080738,1.38069,0.629185,
84,38.0807,58.064,138.23,0.65584,0.366395,0.320895,20.1943,0.100721,0.890644,0.445088,1.98118,19.5807,0.117925,5.63568,5.30282,1.60237,1.52525,0.342559,0.766548,47.1231,0.516888,4.80549,0.0075926,12.7708,1.45031,0.203084,36.5614,36.0204,0.414024,0.189932,0.200417,0.146014,13.1337,0.0134196,0.134805,0.441292,0.013416,11.9614,0.0268579,0.250381,0.0966439,1.35485,1.48556,
85,38.0807,87.3327,193.235,0.436041,0.507026,0.6032,34.5736,0.426792,4.01502,0.441,6.00208,19.1981,0.184521,9.01724,8.76152,2.05662,1.54597,0.661433,1.69213,84.6181,1.36467,13.6321,0.0864998,21.0139,2.03816,0.360954,39.0484,39.4905,1.78158,0.496815,0.206113,0.146014,12.9831,0.0134196,0.134805,0.173761,0.013416,9.3241,0.0211397,0.198518,0.0613638,1.38957,0.450432,
86,38.0485,115.304,246.821,0.329985,0.509645,1.36641,57.0835,0.346918,7.05367,0.484754,5.97631,24.5752,0.262413,7.35407,6.59922,1.92871,1.76294,0.718357,3.70514,158.865,0.99689,21.3067,0.182406,18.0166,36.9792,0.646371,22.6887,21.2371,1.13401,1.35606,0.206113,0.146014,12.9866,0.0136159,0.134805,0.270433,0.013416,8.17645,0.0339203,0.230669,0.0938277,1.38957,0.291003,
87,37.9385,83.8843,178.969,0.452272,0.450717,0.449057,23.888,0.358078,5.56979,0.426315,5.26782,19.0672,0.243099,12.4282,12.1336,2.00422,1.59829,0.454903,1.37697,53.6208,1.1792,18.2615,0.102557,18.0296,5.97744,0.672086,52.7989,52.7025,1.68158,0.559559,0.206113,0.146014,12.9866,0.014321,0.134805,0.00611804,0.0156239,7.98749,0.0418213,0.230669,0.0938277,1.39421,0.663494,
88,37.9385,124.864,281.582,0.303838,2.57462,0.515133,56.6706,0.435122,5.23462,0.452378,5.70064,19.4437,0.189127,15.351,14.9859,1.81082,1.50042,14.0034,1.35066,150.394,1.24363,17.577,0.189674,17.1442,2.67851,0.428665,57.9481,57.3462,0.827435,0.198063,0.206113,0.146314,12.9866,0.0138793,0.153191,0.0155338,0.0156239,5.56064,0.0148279,0.230669,0.0938277,1.39104,0.304179,
89,37.8863,76.5812,179.221,0.49472,0.459768,0.361636,27.309,0.196928,3.63664,0.445323,5.17548,20.0664,0.116024,7.94898,7.66799,1.70259,1.49432,1.6217,0.679868,77.632,0.780286,13.7683,0.04074,20.2486,4.04471,0.215857,36.6039,36.5253,0.575372,0.300567,0.204495,0.146314,12.9866,0.0138793,0.153191,0.293637,0.00560989,9.73089,0.0296927,0.329931,0.102469,1.39104,0.255901,
90,37.8721,141.592,291.546,0.267474,0.600001,0.935412,54.988,0.473106,5.24517,0.440216,7.10754,18.7542,0.195376,24.9085,24.5232,1.97163,1.44946,0.880045,2.59501,128.515,1.28944,14.1479,0.0729697,21.3075,3.40402,0.585646,73.5383,76.1852,1.2744,0.390679,0.162039,0.146314,12.9866,0.0138793,0.153191,0.0885567,0.00560989,2.61333,0.0337809,0.329931,0.102469,1.35783,0.170772,
91,37.8721,75.0999,184.447,0.50429,0.350203,0.816691,30.8868,0.200619,2.05133,0.448943,2.92183,19.7107,0.195416,7.1949,6.88002,1.8099,1.63248,0.364926,3.0131,89.9615,0.896228,9.9622,0.0269737,14.6468,1.78177,0.621015,39.144,40.3702,1.25029,0.826771,0.204495,0.144119,12.8472,0.0138793,0.15041,0.443668,0.00560989,13.3293,0.0259297,0.347069,0.111344,1.33991,1.48955,
92,37.7362,97.8653,219.672,0.385593,0.404461,0.855626,34.9211,0.306866,6.4211,0.457215,4.6574,19.1081,0.166488,13.652,13.2725,1.91762,1.72487,0.544101,2.63235,96.5491,0.972079,24.2415,0.0985107,17.151,3.68871,0.48501,54.0041,55.1078,1.34295,0.776834,0.186274,0.146588,12.8472,0.0138793,0.15041,0.234745,0.00560989,1.05601,0.0337809,0.419808,0.128646,1.40653,1.49364,
93,37.7362,136.476,369.285,0.276504,1.50271,1.08947,61.9719,0.264531,5.87131,0.437355,7.26226,20.8904,0.301066,16.94,16.4316,1.95889,1.55459,7.96736,3.72322,184.595,0.932637,20.4863,0.10186,25.9344,11.9751,1.12479,62.8413,62.581,1.37216,0.341774,0.18548,0.148005,12.9329,0.0139716,0.157673,0.106371,0.00560989,7.82568,0.0203092,0.419808,0.128646,1.40653,0.877188,
94,37.6399,103.714,356.074,0.362921,2.59467,0.7895,47.9799,0.25815,3.81134,0.482553,3.94428,20.4516,0.171974,10.2153,9.63336,1.75088,1.63029,16.1355,2.85482,202.06,1.1713,20.1831,0.258491,21.8153,5.96554,0.736378,48.7436,46.901,0.999608,0.965578,0.160736,0.149518,12.9403,0.0140405,0.18128,0.444181,0.00813827,15.4904,0.0203092,0.423238,0.133804,1.28312,1.11159,
95,37.6251,104.141,236.334,0.361289,0.48168,0.562482,27.5725,0.393956,5.89722,0.421856,6.89378,19.1901,0.237789,19.6414,19.3436,1.88381,1.62105,2.00667,1.38671,55.5487,1.2848,20.2778,0.106809,24.1168,2.68779,0.731426,68.368,70.3944,1.31016,0.639913,0.151548,0.163479,12.8599,0.0145265,0.182913,0.017144,0.00813827,5.32731,0.0203092,0.42708,0.135462,1.28312,0.369885,
96,37.6251,87.0406,203.595,0.432271,0.270397,0.967834,35.0524,0.247652,3.01523,0.43308,3.06875,19.6404,0.192106,10.5749,10.0971,1.94318,1.53754,0.275021,3.01827,88.3252,0.984904,12.2502,0.0565538,11.9436,2.52273,0.58285,50.7074,50.5352,1.63947,0.192019,0.160736,0.168635,12.8599,0.0145265,0.182913,0.150976,0.0233467,5.00521,0.0203092,0.443924,0.135462,1.34705,1.49465,
97,37.6251,76.1532,192.012,0.494071,0.383055,0.311558,24.8687,0.173638,1.54062,0.445553,2.92419,19.3836,0.0650095,11.5598,11.1325,1.81664,1.54831,0.955767,0.790798,59.8427,0.856992,7.41952,0.0145744,14.0413,1.54951,0.151281,55.0489,54.5223,1.31285,0.25319,0.160736,0.170561,12.7211,0.0145265,0.159108,0.382283,0.0113612,10.9113,0.0203092,0.444862,0.141757,1.41464,1.49556,
98,37.6248,102.833,258.691,0.365881,0.416416,0.372856,41.5146,0.225062,2.66315,0.469191,7.67783,19.3824,0.172519,13.5855,13.1208,1.76249,1.47056,0.85237,0.815956,116.322,0.823321,10.3322,0.11464,31.6477,1.31723,0.52743,52.2822,51.7308,0.930738,0.175284,0.160736,0.174503,12.8374,0.0145265,0.159108,0.445207,0.0190791,12.7637,0.0194639,0.444862,0.136778,1.41464,0.603989,
99,37.5913,90.5442,251.5,0.415171,0.271028,0.682275,39.1355,0.293565,3.28002,0.464942,7.16235,19.2455,0.252823,8.27126,7.86354,1.94259,1.67879,0.360737,2.2408,122.218,1.11982,12.424,0.127706,35.0424,1.87947,0.839873,45.4276,45.4811,1.6266,1.06696,0.158546,0.154636,12.7948,0.0147916,0.159108,0.163118,0.0190791,8.76607,0.0256707,0.444862,0.141757,1.41464,0.264963,
100,37.5751,126.059,280.753,0.298076,0.688413,0.775791,43.9769,0.422882,6.15296,0.446975,6.8978,19.2409,0.247153,22.177,21.5631,1.86335,1.60569,2.2867,1.94271,105.381,1.35295,22.6324,0.0794317,25.3172,1.97133,0.842223,70.2105,66.7354,1.4735,0.761775,0.158604,0.154636,12.7887,0.0145919,0.159108,0.108968,0.0131622,10.4069,0.0256707,0.475299,0.147621,1.41464,0.785004,
101,37.5511,164.944,682.642,0.22766,0.370004,0.432207,97.0445,0.221642,5.39786,0.454675,3.19057,26.6156,0.111685,14.0449,13.6006,1.793,1.6667,0.936613,1.07206,493.234,0.942613,21.8474,0.0830495,16.6355,53.0999,0.345557,64.4776,63.7364,0.975655,0.938768,0.158604,0.16261,12.7505,0.0145172,0.159108,0.198495,0.0125069,1.34579,0.0256707,0.511246,0.158235,1.37467,0.58505,
102,37.5189,57.2803,137.697,0.655006,0.233244,0.278206,19.6485,0.0963186,0.669152,0.444998,1.32792,19.5856,0.0846761,6.06039,5.68773,1.65235,1.51127,0.344695,0.483656,72.8608,0.563711,5.75677,0.0155519,8.93864,7.01626,0.288927,39.3763,39.3237,0.5692,0.166147,0.15218,0.150454,12.7505,0.0144793,0.163588,0.35948,0.00687476,13.5045,0.0204213,0.511246,0.158235,1.41156,1.49605,
103,37.4889,77.6097,160.259,0.483044,0.328102,0.944845,39.8868,0.274436,2.56228,0.466943,3.29652,19.3769,0.255692,3.68713,3.152,1.76676,1.61127,0.617333,3.11892,112.068,1.0013,10.9289,0.0997914,15.058,1.40129,0.936911,15.0435,14.6855,0.891115,0.43862,0.15218,0.151436,12.7505,0.0144815,0.161719,0.445594,0.00687476,12.0793,0.0160777,0.508198,0.154669,1.40426,1.49695,
104,37.4732,93.2258,229.955,0.401962,0.267928,0.778426,22.7087,0.262921,4.93677,0.436593,7.67122,20.7173,0.178213,16.0334,15.6367,1.97638,1.62115,0.41371,3.43152,41.2301,0.98022,19.4043,0.0576653,37.3263,11.4785,0.651696,64.0008,61.6114,1.56301,0.515043,0.15218,0.151436,12.673,0.014278,0.156578,0.120385,0.011557,0.235751,0.0204213,0.508198,0.154669,1.40426,1.49695,
105,37.4732,101.608,218.302,0.368801,0.3055,0.629207,40.9053,0.405492,2.59982,0.456474,5.3304,19.1301,0.110252,14.2656,13.8715,2.02582,1.57285,0.438382,1.69164,106.458,1.33422,9.22737,0.1188,19.0446,2.95329,0.342165,49.8697,49.647,1.54031,0.347034,0.152666,0.151436,12.6731,0.014395,0.156578,0.0446803,0.00889596,7.43358,0.0204213,0.511518,0.158693,1.40426,1.35567,
106,37.3999,47.3461,68.6307,0.789927,0.199492,0.335113,14.3551,0.123948,1.44069,0.441531,2.68037,19.384,0.0551583,2.71428,2.3351,1.77461,1.50664,0.145193,0.936875,10.4982,0.776018,8.80979,0.0417732,18.3496,2.30472,0.131565,17.6388,18.8904,1.34893,0.0683011,0.151206,0.151436,12.6731,0.0144815,0.159108,0.16851,0.00889596,3.34752,0.0204213,0.515314,0.158693,1.3238,1.4981,
107,37.3999,177.158,519.038,0.211111,7.15052,0.724308,80.5399,0.355235,8.29793,0.435775,6.14069,21.038,0.192474,24.6452,23.9699,1.969,1.69876,47.5313,1.86894,294.891,0.995455,24.9901,0.0792177,19.2184,11.1136,0.657026,75.0573,76.3021,1.27738,0.935155,0.150204,0.156035,12.6731,0.0144815,0.15758,0.064346,0.00944254,13.6845,0.0204213,0.515314,0.158693,1.3238,1.43562,
108,37.3999,79.0847,203.843,0.47291,0.339607,0.675416,34.4954,0.194822,2.20154,0.469356,3.933,19.3885,0.151624,7.22835,6.83502,1.62307,1.54902,3.94881,2.37378,117.839,0.873244,11.5829,0.156769,19.4703,2.33449,0.764857,41.4564,42.8354,0.469939,0.542977,0.150204,0.156035,12.6731,0.014636,0.15758,0.445075,0.00944254,8.61943,0.0227346,0.515314,0.158693,1.3238,0.257976,
109,37.395,67.4067,176.454,0.554767,0.518835,0.60692,24.4362,0.215936,2.39645,0.458813,1.76281,18.9575,0.117353,7.49565,7.07522,1.75359,1.61144,2.13718,2.0132,69.1358,0.968906,11.2277,0.0851574,8.84215,3.64721,0.387628,43.7775,43.5392,0.955554,0.540098,0.150204,0.156035,12.6731,0.0147136,0.158434,0.420297,0.00991952,0.472951,0.0243323,0.515314,0.162741,1.47621,1.49801,
110,37.3402,104.017,288.53,0.358982,2.82123,0.827017,40.8668,0.232678,5.8519,0.477034,5.82333,21.0184,0.0813246,11.5602,10.896,1.93554,1.62548,18.0947,2.88659,143.271,0.861368,22.7574,0.236523,24.8615,10.4221,0.18356,52.4974,51.2912,1.53949,0.480312,0.151206,0.14819,12.6731,0.0143334,0.143995,0.138824,0.0065983,11.1464,0.0243323,0.534678,0.162741,1.47215,1.49801,
111,37.3402,136.602,471.655,0.273349,0.259819,0.344306,71.5212,0.231395,3.5322,0.429504,5.92092,20.0917,0.0986413,15.5776,15.0944,1.83736,1.66334,0.549049,0.77814,331.216,0.867645,16.2934,0.0904007,25.2764,3.58056,0.287166,61.1053,60.6309,1.05721,0.96194,0.15178,0.155833,12.6731,0.0145711,0.160067,0.0547641,0.0065983,16.7692,0.0195863,0.552385,0.168886,1.31008,1.49828,
112,37.3402,108.348,244.478,0.344632,0.380977,0.822402,35.3105,0.431052,2.74654,0.45258,7.89781,18.7474,0.111427,19.2348,18.7797,1.89596,1.53679,0.751207,2.78539,107.18,1.37912,10.3556,0.0770532,29.0345,3.47334,0.365506,64.3907,64.2033,1.42469,0.369351,0.15178,0.155833,12.6907,0.0145711,0.160067,0.196616,0.0065983,4.49037,0.0255393,0.558702,0.170887,0.711768,0.723303,
113,37.3402,72.549,175.627,0.514689,0.230675,0.349123,22.04,0.229023,3.37484,0.439647,4.9248,19.6609,0.121474,9.09165,8.70923,1.79492,1.58273,0.357801,0.972036,47.6668,1.03927,16.1813,0.0491404,27.7232,2.15752,0.455048,44.6379,43.9347,1.01782,0.770857,0.15178,0.152225,12.6272,0.0145711,0.160067,0.111912,0.0065983,9.74188,0.0255393,0.55484,0.168989,1.46954,0.160527,
114,37.32,49.5536,85.1304,0.753123,0.174511,0.377773,21.1461,0.094977,1.85424,0.444912,0.914748,19.3766,0.0495127,1.15569,0.759501,1.64631,1.5587,0.0678392,1.24214,58.533,0.534392,11.6909,0.0177309,7.3923,1.97483,0.125192,8.62545,8.49963,0.380988,0.385198,0.149881,0.155833,12.6677,0.0145711,0.161047,0.322931,0.0065983,5.70114,0.0243299,0.55484,0.168989,1.46954,1.50035,
115,37.32,100.225,257.131,0.372361,0.378019,0.916882,41.5863,0.189088,2.19028,0.465953,5.26287,19.162,0.194856,13.5521,13.0254,1.74261,1.55884,0.882451,3.22079,125.709,0.662884,8.89985,0.136276,23.7085,2.04282,0.877081,51.1467,51.1453,0.64147,0.355138,0.149684,0.155833,12.6539,0.0147796,0.161047,0.316928,0.00528548,9.09756,0.0243299,0.566713,0.174919,1.45388,0.920901,
116,37.3033,71.6289,143.345,0.520786,0.261001,0.696308,28.0737,0.220799,4.87864,0.427412,1.95036,19.1418,0.0972118,6.46529,6.01637,1.78673,1.61327,0.499477,2.40626,67.7208,0.867108,19.0225,0.0883945,9.33628,2.2497,0.308601,28.1764,28.2566,0.856582,0.474225,0.149684,0.16629,12.6677,0.0147796,0.161047,0.0744769,0.0065983,6.9477,0.0243299,0.566713,0.173013,1.45388,1.50126,
