Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Heave.front.toe_angle_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.camber_angle_gain_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.camber_angle_gain_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Heave.front.toe_angle_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.camber_angle_gain_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Roll.front.camber_angle_gain_roll_l.best,Steering.front.tie_rod_angle_front_view_l.best,
159,34.6793,133.047,286.507,0.260654,32.4663,1.17813,57.8133,25.2981,10.8037,0.835152,0.0497642,1.15316,0.260329,3.18917,43.8582,1.38127,213.174,78.7922,18.1016,2.3174,0.0176099,4.25274,0.123264,1.32851,9.60333,0.72909,0.00609219,1.95222,4.30552,0.0134624,0.0053282,3.93694e-05,0.173923,2.78564,
160,34.6786,121.003,328.182,0.286594,23.3828,0.999071,74.0896,7.32118,9.31607,0.752074,0.0538637,1.46647,0.260694,3.36088,9.78688,1.02389,301.006,20.5314,15.6458,2.38883,0.0220432,5.94499,0.138513,1.7777,9.30802,0.394644,0.00612805,1.95442,4.30552,0.0135321,0.0474342,3.93694e-05,0.179781,2.78575,
161,34.678,107.46,356.542,0.322707,24.3788,0.945783,65.4775,5.1887,6.56544,0.380768,0.0478064,1.28264,0.221047,2.97112,1.6808,1.04243,320.71,16.4136,11.3812,1.83837,0.00454789,6.28522,0.0400407,0.983025,14.7815,0.730926,0.00612805,1.95173,4.30535,0.0134308,0.0474342,3.91221e-05,0.179777,2.78575,
162,34.678,103.48,288.036,0.335117,27.4116,1.04297,45.1325,16.6815,8.52739,0.62503,0.04733,0.896806,0.245197,2.87004,20.4278,1.14878,222.174,53.9319,14.2717,2.13639,0.0101731,4.41399,0.114365,0.43879,1.68836,0.729554,0.00632862,1.95173,4.30535,0.0134308,0.00717135,3.66028e-05,0.0912392,2.58871,
163,34.6773,92.7269,288.911,0.373973,24.206,0.787488,53.0241,4.35565,5.82126,0.155551,0.0489074,1.04608,0.228908,3.05294,3.8805,0.419605,266.988,17.8588,9.10944,0.921113,0.00927885,5.25694,0.0528854,1.33344,9.32215,0.727758,0.00558671,1.9508,4.30531,0.0134308,0.0474343,3.66028e-05,0.180124,2.78542,
164,34.6773,109.483,271.906,0.316738,23.5857,0.880992,55.296,16.7445,8.29314,0.418093,0.051583,1.10307,0.240679,2.86908,3.56254,0.505189,215.179,53.9755,13.824,1.51667,0.0142874,4.29247,0.0679953,0.743817,9.51858,0.727758,0.00558671,1.9508,4.30531,0.0134308,0.0474343,3.71864e-05,0.22262,1.84525,
165,34.6773,173.307,949.479,0.200092,154.361,0.979633,2.75744,4.97423,6.689,0.365571,0.0483861,0.0551209,0.240832,2.83515,919.389,1.20364,18.6578,18.4522,11.8632,1.73021,0.0142687,1.10151,0.0951828,0.401699,12.447,0.727758,0.00558671,1.9508,4.30497,0.0133567,0.00378997,3.71864e-05,0.22262,2.41457,
166,34.6769,137.492,351.554,0.25221,31.5294,0.998061,74.2043,15.8834,9.51957,0.666901,0.0467153,1.4687,0.252885,2.92234,112.094,0.882471,300.03,44.6317,16.0225,2.00513,0.0111264,5.8046,0.112235,0.656863,10.2488,0.729717,0.00598756,1.9508,4.30464,0.0131201,0.00564183,4.01996e-05,0.191313,1.97871,
167,34.6769,191.491,394.628,0.181088,22.4859,1.14215,136.966,11.5013,11.9506,1.29162,0.0552225,2.72927,0.258876,3.11067,10.492,1.43278,349.838,44.9823,19.1906,3.33937,0.0189591,6.97083,0.0993976,0.868743,4.32104,0.729717,0.00598756,1.94987,4.30464,0.0131201,0.0474343,4.01996e-05,0.222621,2.78564,
168,34.6769,69.8327,179.529,0.496571,29.0019,0.884675,24.1013,5.54817,6.33127,0.297818,0.0478359,0.480911,0.236629,2.90216,33.6443,0.863781,182.805,21.8827,11.4378,1.59484,0.0112616,3.64413,0.0737526,0.62155,9.55715,0.729717,0.00598756,1.94824,4.30464,0.0131201,0.00627071,4.01996e-05,0.222619,2.78564,
169,34.6762,108.234,275.475,0.320382,29.0259,0.846786,48.1604,16.5253,8.51317,0.787853,0.0481426,0.959429,0.253567,3.11347,24.8418,0.538658,204.99,59.315,14.4912,2.65061,0.0136736,4.08187,0.112289,1.17397,9.02695,0.517413,0.00598756,1.94788,4.30414,0.0131201,0.00707437,4.26197e-05,0.222619,2.7858,
170,34.6762,117.493,316.022,0.295135,24.0087,0.913804,64.2947,14.6797,8.33689,0.676794,0.0503902,1.27194,0.240375,3.01949,5.73111,0.76873,275.566,54.5038,13.7941,2.33291,0.014599,5.44497,0.089319,1.23056,9.47693,0.731089,0.00594057,1.94824,4.30414,0.0130007,0.0416394,5.59831e-05,0.189316,1.91805,
171,34.6757,72.1484,174.509,0.480617,30.5176,0.841245,21.3507,8.53663,6.63531,0.442122,0.0472436,0.425696,0.251009,3.10077,39.3362,0.605032,149.367,32.6435,11.1144,1.81213,0.0116275,2.99091,0.116198,1.38493,9.27485,0.623017,0.00585679,1.95076,4.30411,0.0130729,0.00573558,4.19566e-05,0.22262,2.78582,
172,34.6752,70.3838,176.824,0.492659,27.5171,0.980632,17.2457,12.5806,7.57679,0.765934,0.048414,0.34382,0.258034,3.0668,18.1565,1.29511,118.009,48.3422,12.5491,2.57918,0.015662,2.34643,0.136883,1.23222,11.4836,0.318961,0.00572542,1.94844,4.30397,0.012942,0.00775004,4.19566e-05,0.222619,2.10528,
173,34.6748,77.2709,252.323,0.448744,27.6384,0.915272,33.2944,5.21079,6.28605,0.111628,0.0467592,0.651362,0.231974,2.88427,21.4944,1.11186,230.237,20.1021,9.78896,0.873185,0.00579622,4.54226,0.0755414,0.562556,22.8926,0.729014,0.00569448,1.94721,4.30366,0.012942,0.00675193,4.80341e-05,0.182578,2.78559,
174,34.6748,64.8491,157.563,0.534701,29.3845,0.869273,16.3178,8.75405,5.582,0.367719,0.0461628,0.325642,0.236506,2.9654,33.9431,0.724684,112.784,33.6813,7.62689,1.75792,0.00653952,2.24921,0.0734663,0.873396,21.6249,0.725315,0.00542189,1.94754,4.30366,0.0129306,0.00563698,3.67841e-05,0.222619,2.78512,
175,34.6748,86.0348,255.712,0.403032,24.7704,0.897513,34.1025,13.8771,7.91003,0.493001,0.0504156,0.668138,0.257149,3.00846,6.86763,0.599208,230.133,54.0527,13.8494,1.64798,0.0174402,4.5037,0.142981,0.992732,12.3355,0.725315,0.00542189,1.9464,4.30335,0.0129432,0.0176561,3.67841e-05,0.182231,2.08126,
176,34.6746,92.375,271.237,0.375367,23.5459,0.974169,49.1165,7.14602,6.82579,0.454803,0.0497525,0.975615,0.238739,3.04776,4.33158,0.989183,237.484,21.0719,10.7234,1.77401,0.0137348,4.75744,0.0900649,1.21461,3.42937,0.728927,0.00552721,1.94752,4.30329,0.012921,0.0377252,5.06603e-05,0.222618,2.7855,
177,34.6743,78.1454,182.957,0.443715,25.7263,0.855394,28.0658,10.7442,8.30738,0.591639,0.045477,0.559653,0.246508,3.00301,7.49651,0.499521,149.495,37.8501,13.5678,2.08306,0.00685869,2.98233,0.0945848,0.863711,4.33495,0.728927,0.00552721,1.95203,4.30302,0.012921,0.0145811,4.01237e-05,0.222621,2.7855,
178,34.6742,119.08,361.693,0.291184,28.3525,0.9555,66.1053,9.87238,8.4533,0.687952,0.0463474,1.29717,0.242966,3.06666,23.3415,1.02659,323.644,28.9644,14.1136,2.39387,0.00772978,6.34993,0.107259,1.30394,13.8712,0.464959,0.00552721,1.95291,4.30302,0.012921,0.00662055,4.01237e-05,0.181141,2.78563,
179,34.674,143.58,379.927,0.241496,55.5445,0.879429,55.1439,15.8818,10.3632,0.930773,0.0484176,1.0872,0.27342,3.42742,200.922,0.605531,270.658,44.2232,16.6806,2.69668,0.0183468,5.33233,0.16116,1.93018,9.38099,0.522028,0.00552721,1.95538,4.30288,0.012921,0.00471738,4.27567e-05,0.183936,2.78563,
180,34.674,101.344,263.897,0.342141,23.6892,0.945436,61.4596,2.836,7.54313,0.318776,0.0511741,1.22573,0.241852,3.03336,32.0602,0.872479,243.355,13.0019,13.395,1.50519,0.015064,4.85335,0.0821318,1.19431,9.0637,0.728927,0.00552721,1.95538,4.30288,0.012921,0.0474344,4.52488e-05,0.222622,2.78563,
181,34.6737,86.2604,258.177,0.401965,27.4822,0.884273,33.7772,11.3338,8.16623,0.518068,0.0480983,0.663195,0.257034,3.13028,21.4988,0.549527,230.893,34.2919,13.2287,1.71699,0.0148649,4.53476,0.142564,1.40995,12.2875,0.733002,0.00566332,1.95538,4.30278,0.012921,0.00686,4.89399e-05,0.176872,2.78615,
182,34.6737,92.5156,245.714,0.374787,23.7817,0.962222,40.9647,14.55,7.73914,0.426558,0.0513243,0.815697,0.243952,2.98022,4.92563,1.01813,198.17,60.64,13.6409,1.71585,0.0155511,3.94855,0.0894844,0.93387,9.57747,0.732246,0.00566332,1.95462,4.30278,0.0129348,0.0474345,3.64822e-05,0.222622,2.78606,
183,34.6736,82.1775,233.096,0.421936,24.2268,0.914763,40.0894,6.20262,6.45582,0.194208,0.0482703,0.799754,0.234721,3.01114,2.2194,0.917042,196.504,28.9133,10.5897,0.991377,0.00979995,3.9192,0.0601085,1.14709,9.41068,0.732246,0.00569554,1.95572,4.30278,0.0129431,0.0263846,4.23823e-05,0.222622,2.78608,
184,34.6736,58.6625,127.212,0.59107,27.1402,0.737362,9.57505,10.8734,6.61511,0.374717,0.0479757,0.191088,0.240308,2.86731,19.6967,0.197798,71.434,46.9885,11.3843,1.84891,0.011104,1.42592,0.0876415,0.465721,13.0259,0.35713,0.00553784,1.95438,4.30278,0.0129431,0.00708487,5.45888e-05,0.222622,2.78598,
185,34.6736,67.8271,165.528,0.511206,24.6988,0.829229,21.3036,10.2421,6.69003,0.372124,0.0496596,0.424822,0.251427,2.96539,5.67039,0.446273,143.784,44.9062,10.1015,1.44365,0.014959,2.87737,0.118313,0.742678,9.31357,0.731321,0.00553784,1.95438,4.30279,0.0129561,0.0153063,4.14829e-05,0.222622,2.78598,
186,34.6735,74.5468,257.778,0.465123,25.7413,0.918945,33.1672,5.0311,5.63089,0.346825,0.0469305,0.648628,0.233336,2.78167,8.22109,0.965994,231.745,18.1422,7.54423,1.64313,0.00529702,4.53329,0.0820224,0.221563,23.3104,0.731321,0.00553784,1.95438,4.30255,0.0129201,0.0125805,4.05397e-05,0.187916,2.01986,
187,34.6732,75.9774,210.944,0.456362,25.1925,0.933455,21.1015,18.3784,6.37208,0.402295,0.0492563,0.418605,0.247935,2.88144,7.92867,0.857625,140.731,77.3755,9.244,1.58047,0.0137917,2.79547,0.107522,0.546192,11.4345,0.731321,0.00553784,1.95399,4.30255,0.0129201,0.0129322,3.82394e-05,0.222622,2.44168,
188,34.6732,99.3213,318.56,0.349101,24.3317,0.90185,52.9972,10.096,6.50369,0.283838,0.0485449,1.04263,0.226123,2.88968,1.95874,0.99675,269.659,52.5629,10.7796,1.39437,0.00687503,5.29635,0.0371037,0.785233,12.0562,0.733251,0.0055591,1.95399,4.30252,0.0129201,0.0474347,4.99602e-05,0.18565,2.36092,
189,34.6731,125.892,344.85,0.275418,34.2686,1.06973,55.2668,20.6052,9.52308,0.74342,0.0517633,1.09043,0.263177,3.01018,73.7906,1.22651,252.587,62.0684,16.4541,2.22094,0.0202151,4.96073,0.147056,1.05686,12.3166,0.733251,0.0055591,1.95399,4.30245,0.0128869,0.0106072,4.76788e-05,0.208477,1.70594,
190,34.6731,69.302,160.214,0.500319,25.7581,0.75025,20.2573,9.54796,8.71693,0.665066,0.049029,0.404099,0.263374,2.88992,12.1227,0.365622,142.045,40.0178,15.1653,2.3891,0.0162561,2.83183,0.140995,0.514461,9.6523,0.376266,0.0055591,1.95556,4.30245,0.0127948,0.0133547,4.76788e-05,0.222623,2.53073,
191,34.673,111.152,363.93,0.311941,24.2078,0.872051,66.2365,7.62181,7.08255,0.511577,0.0496238,1.29746,0.234025,3.03883,2.55556,0.681492,327.716,23.2429,11.5795,2.04884,0.012934,6.41868,0.0903061,1.34566,12.2992,0.733784,0.0055591,1.95573,4.30239,0.0127948,0.0474347,4.76788e-05,0.187744,2.02938,
192,34.6727,78.5263,197.872,0.441543,32.6071,0.913683,22.2358,11.4794,7.30846,0.379222,0.0469824,0.442984,0.244272,2.8684,47.3129,0.738682,148.247,39.2242,11.9423,1.51705,0.0114838,2.95102,0.0890551,0.928482,10.0565,0.733784,0.0055591,1.95587,4.30223,0.0127919,0.00470085,4.76788e-05,0.222623,0.872742,
193,34.6726,104.481,313.723,0.331856,27.215,0.989072,51.4731,12.5618,7.36824,0.543172,0.047832,1.01239,0.237106,3.03319,20.5489,1.0679,263.652,47.8364,12.1685,2.11067,0.00951881,5.173,0.0779998,1.28388,12.2373,0.733826,0.00562849,1.95592,4.30205,0.0126903,0.0070079,4.76788e-05,0.197272,2.78633,
194,34.6721,99.5187,305.175,0.348398,25.8928,0.841809,53.9767,7.26044,6.95269,0.335711,0.0481409,1.06432,0.239319,2.90672,12.0056,0.465144,271.355,25.2904,11.0591,1.30297,0.0105718,5.33997,0.0861754,0.559911,9.24698,0.733891,0.00560425,1.95587,4.30201,0.0126325,0.00904484,5.4679e-05,0.201825,2.78626,
195,34.6721,173.396,383.454,0.199959,27.5782,1.06402,96.175,30.4046,11.5395,1.0104,0.0499615,1.91061,0.261734,3.40182,27.4226,1.03558,300.239,84.6995,17.3374,2.6477,0.0163562,5.93646,0.124624,1.83353,10.5461,0.448379,0.00560425,1.95572,4.30197,0.0126325,0.00750311,5.11025e-05,0.203996,1.1537,
196,34.6718,83.9952,208.701,0.412783,33.314,0.882841,20.6245,17.6828,7.20342,0.487155,0.048944,0.41175,0.243382,3.09636,64.648,0.772406,154.653,65.4673,12.4769,1.92331,0.0137404,3.08431,0.0971985,1.37851,12.0456,0.733891,0.00560425,1.95572,4.30174,0.0126325,0.00506618,5.11025e-05,0.222623,2.78621,
197,34.6718,100.446,262.905,0.345178,23.7787,0.797824,48.8381,14.7931,7.33354,0.63588,0.051073,0.973361,0.241352,3.00325,10.0891,0.508958,204.815,67.1207,12.3393,2.53032,0.0147145,4.14681,0.0749771,1.21809,9.27088,0.331345,0.00560425,1.95587,4.30174,0.0126325,0.0474347,5.11025e-05,0.222623,1.45696,
198,34.6718,48.6691,71.9556,0.712399,25.1009,0.941688,0.97433,12.0288,6.03622,0.366694,0.0484409,0.0196552,0.245452,2.90695,5.24571,1.01596,47.6545,53.4971,9.20909,1.76693,0.0122137,0.949701,0.112473,0.594196,14.7811,0.733914,0.0055538,1.95587,4.30163,0.012589,0.0177035,5.11025e-05,0.222623,2.78621,
199,34.6718,125.105,335.504,0.277141,34.2711,0.866909,55.3986,21.6491,7.8402,0.556119,0.046638,1.09284,0.237571,3.14594,59.3162,0.467677,263.75,70.0871,12.5389,1.88318,0.00889647,5.18541,0.0734626,1.43631,14.0191,0.735238,0.00552402,1.95641,4.30163,0.0125374,0.00485688,5.52973e-05,0.191776,2.78626,
200,34.6716,68.3951,179.636,0.506931,27.4094,0.891458,21.5891,7.37886,6.91772,0.592878,0.045632,0.430197,0.248578,2.89118,18.035,0.886055,152.824,24.6954,10.6797,2.30146,0.00746587,3.05093,0.110405,0.571716,9.75306,0.574951,0.00546225,1.95641,4.30159,0.0125374,0.0079666,4.84223e-05,0.222623,2.78623,
