Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.roll_center.z.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.roll_center.z.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.roll_center.z.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
10,33.3023,94.4163,25.8921,0.352718,33.2005,14.2772,1.37408,0.911599,2.42077,10.1994,0.396903,0.84889,26.1914,1.1044,3.49124,21.7346,10.189,1.31947,0.417732,1.33532,9.08241,0.1114,0.940114,17.8379,0.484319,2.15029,9.34096,0.0916775,0.0169091,0.168893,0.290928,0.15113,0.18147,0.0123211,0.129848,0.188898,0.685236,
11,33.3023,81.8729,23.2874,0.406756,29.6626,12.6534,1.13971,0.975099,2.216,11.5242,0.425615,0.784047,17.7744,1.11125,3.60648,15.4568,7.9392,1.11544,0.418183,1.29763,9.48165,0.0986284,0.91049,13.6672,0.503745,2.16383,9.34096,0.0916775,0.0305215,0.263398,0.220884,0.280608,0.219561,0.00976669,0.129848,0.104896,0.685236,
12,33.3023,87.8595,80.1631,0.379041,35.3307,9.03118,1.16726,1.0024,2.35492,9.98176,0.453223,0.680071,22.3979,1.23238,4.22768,66.0996,6.51697,1.22655,0.395548,1.78557,9.59954,0.0844784,0.699929,16.857,0.664816,2.10878,9.34096,0.0916775,0.0305215,0.178247,0.196285,0.280608,0.271935,0.00976669,0.129848,0.089837,0.685236,
13,33.3023,86.0656,126.937,0.386941,33.2811,8.75794,1.11164,0.948462,2.08706,11.9375,0.491427,0.569747,21.1961,1.19345,4.49115,64.602,7.24614,0.976785,0.490423,1.31768,20.0908,0.0977975,0.629785,39.3285,0.557739,2.27764,9.34096,0.0916775,0.0305215,0.263398,0.175522,0.430385,0.318241,0.00976669,0.129848,0.104896,0.467466,
14,33.3023,72.0271,83.4887,0.462358,26.5987,8.43977,1.35564,0.954827,1.74981,9.79595,0.469971,0.542817,16.0846,1.18323,4.85176,39.2869,11.236,1.1156,0.450495,1.22359,7.72832,0.0671675,0.527137,30.321,0.514016,2.19498,9.34096,0.0916775,0.0305215,0.158469,0.145248,1.05903,0.318241,0.00976669,0.129848,0.104896,0.685236,
15,33.3023,67.8323,81.0748,0.49095,29.7122,6.46568,1.0847,0.952315,1.81217,9.93889,0.493628,0.435286,11.067,1.18779,4.6826,72.1319,5.62404,0.799247,0.539744,1.07452,8.99794,0.0816027,0.415965,9.44472,0.555339,1.81237,9.34096,0.0916775,0.0305215,0.158469,0.0796955,0.938994,0.318241,0.00976669,0.129848,0.104896,0.530853,
16,33.3023,63.1318,78.0646,0.527505,20.9684,6.81953,1.10549,0.826616,1.90897,9.59816,0.482141,0.532745,15.16,1.09409,4.63568,20.2172,9.42781,0.772191,0.400053,1.08578,13.8997,0.0739251,0.396289,37.3752,0.638964,1.77754,9.34096,0.0916775,0.0305215,0.158469,0.0796955,0.938994,0.0918597,0.0202928,0.129848,0.0794969,0.650624,
17,33.3023,67.6393,87.5208,0.492352,22.65,5.82619,1.3452,0.752688,2.24204,8.45066,0.500511,0.562331,19.7518,1.24842,4.30938,28.7185,8.11987,1.14406,0.379009,1.18551,10.5053,0.0939237,0.395465,43.3574,0.576699,1.27001,8.31564,0.0916775,0.0189467,0.263398,0.175522,0.212353,0.0606524,0.0514251,0.129848,0.166627,1.54037,
18,28.7252,62.2763,104.099,0.461254,23.6326,5.37831,1.0553,0.743943,2.08404,7.13365,0.482375,0.608821,15.7514,1.03589,4.37005,43.4213,12.5727,0.882988,0.356375,1.22197,8.3295,0.0807323,0.406621,42.1895,0.644966,1.26474,9.92482,0.0916775,0.0305215,0.136184,0.175522,0.27171,0.164217,0.0514251,0.129848,0.166627,1.54037,
19,28.7252,58.7185,102.114,0.489202,20.328,6.03693,1.07632,1.53141,1.98183,5.1641,0.467258,0.647177,16.1703,1.06875,4.24641,25.061,18.0083,0.882918,5.3005,1.02367,7.66264,0.0749933,0.444872,45.2473,0.560749,1.81073,9.78637,0.0916775,0.0305215,0.136184,0.175522,0.27171,0.089798,0.0132206,0.129848,0.166627,1.54037,
20,28.7252,59.5674,135.26,0.48223,27.7379,4.53378,0.938551,0.898102,2.17919,6.52,0.474892,0.841231,10.0477,1.0466,4.3494,92.9091,11.7838,0.615167,0.428218,1.48507,15.4878,0.0777008,0.770593,13.7595,0.556927,2.10737,8.34783,0.0916775,0.0305215,0.136184,0.175522,0.158932,0.37468,0.0485521,0.129848,0.166627,2.71704,
21,28.7252,40.0498,8.46653,0.717237,14.768,2.71021,0.919492,0.92706,1.99154,4.33308,0.464538,0.670256,8.09088,1.04117,4.13355,8.84267,2.14873,0.573354,0.328495,0.949532,4.54504,0.0478112,0.394597,6.48679,0.470613,0.795648,8.34783,0.0916775,0.0305215,0.122184,0.248101,0.158932,0.37468,0.0240334,0.129848,0.188898,2.71704,
22,25.3452,62.5597,132.343,0.405136,32.2889,5.32603,0.968937,0.939024,2.44499,5.754,0.473228,0.878973,8.33534,1.14877,4.00144,90.9769,15.9291,0.719296,0.62553,2.18909,14.1766,0.0836323,0.692339,10.1825,0.441015,1.18332,9.39722,0.0916775,0.0305215,0.0695788,0.0270413,0.130845,0.188408,0.0485521,0.129848,0.188898,2.59177,
23,25.3452,61.1345,133.451,0.414581,21.8444,7.02502,1.00644,0.947269,2.08104,6.90693,0.499312,0.91202,14.1024,1.09228,4.71734,42.0332,23.3354,0.924699,0.390914,2.2206,21.3496,0.149919,0.645477,46.1019,0.539438,4.22422,9.39722,0.0916775,0.0305215,0.0695788,0.139836,0.130845,0.382207,0.170254,0.129848,0.188898,2.67098,
24,25.3452,88.0727,185.179,0.287776,39.9446,7.45614,1.01191,0.923937,2.51903,9.05339,0.484032,0.959943,20.3664,1.18366,4.16971,101.955,17.7392,1.12922,0.490742,2.15855,24.8217,0.091574,0.875388,62.6824,0.505982,1.98715,9.39722,0.0916775,0.00663042,0.0695788,0.267008,0.130845,0.348302,0.170254,0.129848,0.188898,2.67098,
25,23.6446,52.2158,98.6383,0.452825,24.6203,3.91733,0.885661,0.937162,2.01685,6.67011,0.462304,0.87454,6.65017,1.11422,4.06719,70.8315,9.37984,0.885638,0.377441,1.44691,19.8335,0.04628,0.368049,16.7635,0.468518,1.80415,8.90036,0.0916775,0.0305215,0.0695788,0.455842,0.130845,0.35946,0.170254,0.129848,0.188898,2.53065,
26,23.6446,93.1272,217.174,0.253896,56.2219,5.63607,0.818542,0.954728,1.8696,10.6919,0.516666,0.865592,10.4131,1.04125,4.09789,146.341,16.8038,0.932737,0.609088,2.06192,30.1878,0.208401,0.418534,23.5727,0.62547,2.32376,8.90036,0.0916775,0.0172768,0.0695788,0.383335,0.0503867,0.373302,0.0872175,0.129848,0.188898,2.07491,
27,23.6446,48.2878,116.29,0.489661,26.2793,3.53932,0.730198,0.788677,1.85989,3.39479,0.474715,0.815566,5.52993,0.981981,3.89342,94.2009,12.0543,0.758802,0.31493,1.45671,8.93712,0.157767,0.439208,7.51538,0.38785,0.816371,8.90036,0.234522,0.0172768,0.239753,0.455842,0.105378,0.375902,0.0399594,0.209338,0.238083,2.88834,
28,23.6446,72.8573,166.297,0.324534,36.0631,5.22833,0.818692,0.898135,2.39688,7.66416,0.441668,0.918307,13.2215,1.11122,4.09527,92.3058,13.7042,1.05078,0.428386,2.5483,22.4793,0.0928403,0.408096,44.6481,0.460648,2.02773,9.65133,0.234522,0.0172768,0.249451,0.455842,0.161425,0.00885352,0.0399594,0.209338,0.238083,1.64742,
29,23.6446,56.7692,128.906,0.416505,25.402,2.42582,0.668786,0.949386,1.88435,4.83787,0.457672,0.922127,14.2229,1.07854,3.91971,62.7979,5.04431,0.765353,0.416077,1.80216,12.4063,0.0589346,0.415167,48.0154,0.495008,0.64074,9.43001,0.234522,0.0580083,0.249451,0.170698,0.161425,0.124342,0.0399594,0.209338,0.201571,2.88834,
30,23.6446,50.3222,104.043,0.469865,20.8434,3.94786,0.691509,0.881584,1.81296,4.58459,0.452143,0.804443,11.5329,1.01601,3.75487,41.9091,11.8845,0.657558,0.432966,2.1494,9.88702,0.0715951,0.367089,38.5106,0.367525,0.441228,9.43001,0.234522,0.0148861,0.16283,0.170698,0.161425,0.036005,0.0399594,0.209338,0.238083,2.45946,
31,23.6446,70.6259,167.654,0.334787,37.9513,3.82912,0.719926,0.972319,1.7164,5.1821,0.480585,0.839044,13.5397,1.07007,4.32521,105.9,11.147,0.699863,0.651393,1.75317,10.7416,0.0697009,0.49477,51.5218,0.48724,2.78316,9.43001,0.118098,0.0148861,0.16283,0.170698,1.03782,0.387981,0.170254,0.209338,0.21373,2.88834,
32,22.0515,56.6173,125.25,0.389484,27.5284,3.556,0.772379,0.92737,1.589,6.63208,0.455092,0.769281,9.24825,0.952873,4.18662,76.5227,12.1698,0.891863,0.548771,1.49281,16.9699,0.0726943,0.318415,30.0198,0.397097,2.47759,9.43001,0.122986,0.00847459,0.16283,0.170698,0.729969,0.0717217,0.135981,0.209338,0.238083,2.88834,
33,22.0515,42.6791,88.0748,0.516683,18.2523,3.31645,0.528001,0.909205,1.34863,4.66015,0.452324,0.910316,7.22348,0.94606,4.1322,34.8642,12.4739,0.860055,0.418274,0.985184,10.4555,0.067433,0.652843,30.968,0.46358,3.14389,9.43001,0.122986,0.00710852,0.16283,0.170603,0.729969,0.127008,0.135981,0.209338,0.232018,2.88834,
34,21.3166,79.0111,193.278,0.269792,38.1727,4.87341,0.688001,1.69005,1.91663,10.1014,0.485333,0.898461,15.1053,0.925761,4.15403,121.07,12.8487,1.18571,5.55155,3.09878,28.1953,0.182057,0.844529,54.442,0.351116,1.98596,9.27145,0.122986,0.00710852,0.16283,0.146073,0.729969,0.18399,0.0222318,0.16257,0.264414,3.06209,
35,21.3166,36.4835,80.4617,0.584281,14.0985,1.86899,0.440321,0.92983,1.37397,4.29294,0.475178,0.75717,7.47475,0.937755,3.83411,30.9521,4.95958,0.546026,0.454588,1.65458,12.2282,0.015475,0.395313,39.2514,0.375094,0.963834,9.27145,0.122986,0.00847459,0.206507,0.146073,1.17958,0.431668,0.135981,0.209338,0.264414,3.06209,
36,21.3166,93.5453,240.055,0.227875,48.8398,8.16935,0.720407,1.07518,1.71629,11.3782,0.495221,0.784127,14.8927,0.895703,4.57835,135.684,24.3899,1.25836,0.781569,2.90321,27.1961,0.140031,0.482177,58.5088,0.524001,3.02506,9.27145,0.132038,0.00847459,0.339129,0.170603,1.74403,0.202562,0.100033,0.209338,0.210784,3.06209,
37,21.3166,40.1157,99.7346,0.531378,14.7353,4.39697,0.504932,0.826518,0.937167,4.08135,0.470082,0.743375,8.84402,0.809251,3.76678,28.1571,16.8325,0.7177,0.450962,0.944217,7.41286,0.0595503,0.490371,47.6379,0.248041,1.45132,9.289,0.132038,0.00847459,0.296514,0.170698,1.73949,0.100562,0.250004,0.209338,0.237613,0.212117,
38,20.9541,54.7669,155.015,0.382605,26.0726,3.36005,0.441997,0.875387,0.723769,4.81191,0.482271,0.757219,12.7998,0.779516,3.66244,75.2391,10.8532,0.646028,0.480242,0.433594,13.1728,0.0231713,0.479423,55.5449,0.205464,0.691817,9.52017,0.132038,0.00847459,0.339129,0.170193,1.65188,0.450917,0.482729,0.209338,0.386503,0.746582,
39,19.9323,100.701,236.069,0.197935,46.6331,9.83707,0.696794,1.02127,1.13055,11.9263,0.503872,0.897022,22.6596,0.87774,4.51794,118.36,27.551,1.16669,0.7919,1.9796,27.8749,0.128083,0.840986,61.3541,0.540316,4.13142,9.52017,0.132038,0.00884256,0.398212,0.0888088,0.9206,0.34097,0.323931,0.169603,0.386503,1.25368,
40,19.9323,87.3664,200.008,0.228146,39.4444,7.18091,0.733371,0.900705,0.922722,9.05578,0.465008,0.78158,22.7292,0.858616,4.29406,96.6779,23.5676,1.25804,0.51666,1.10196,24.6265,0.0797475,0.85012,65.6172,0.520151,3.46212,9.52017,0.103066,0.0182422,0.398212,0.170193,1.37281,0.0711409,0.323931,0.169603,0.386503,1.41814,
41,19.9323,50.0754,121.609,0.398046,20.4208,4.84104,0.627862,0.932278,0.471597,5.94446,0.457123,0.686087,10.8576,0.716078,4.12041,51.435,17.1011,0.833664,0.442902,0.372932,17.4557,0.0877508,0.360977,44.2778,0.407918,1.50646,9.52736,0.103066,0.012302,0.398212,0.154989,0.802142,0.073959,0.319567,0.169603,0.414296,3.26601,
42,19.8692,39.8602,105.216,0.498471,17.5164,2.54202,0.473034,0.937906,0.639888,4.5758,0.476344,0.737698,7.4105,0.63257,3.91802,49.7291,9.83472,0.499445,0.377899,1.37371,13.339,0.0559133,0.547157,39.2349,0.274741,1.16184,9.52736,0.0855679,0.012302,0.441136,0.154989,0.495861,0.141764,0.319567,0.255882,0.36584,3.34908,
43,18.9734,51.6807,153.653,0.367127,27.8602,2.18121,0.566292,0.940164,0.563162,6.10389,0.486671,0.636312,7.52094,0.603171,4.21873,87.9228,9.84417,0.886836,0.529442,1.55651,21.347,0.0676981,0.215205,43.0768,0.333432,2.60789,9.52003,0.0390413,0.0165614,0.441136,0.151521,0.495861,0.339539,0.291935,0.255882,0.312373,3.40836,
44,18.9734,113.59,464.49,0.167033,55.6537,16.4329,0.59151,0.90635,0.634548,16.7641,0.477148,0.736366,16.0691,0.587781,4.73697,215.509,92.5566,1.04496,0.491364,1.49991,94.8957,0.0557441,0.667527,68.6891,0.238545,4.10674,9.52003,0.0410742,0.0165614,0.441136,0.143306,0.420822,0.160116,0.0516696,0.0490716,0.350431,3.40836,
45,18.9734,82.1455,213.235,0.230973,45.3048,5.8307,0.655115,0.818024,0.711437,9.30824,0.495998,0.698392,13.1052,0.623982,4.59363,126.867,19.8668,1.06919,0.330809,1.80087,27.7522,0.103766,0.636368,44.5184,0.385939,3.45909,9.46451,0.0338538,0.0134042,0.441136,0.143306,0.420822,0.274727,0.15783,0.255882,0.355539,2.74579,
46,18.6936,87.5587,201.258,0.213498,50.6839,4.77402,0.834356,0.973391,1.35921,9.5323,0.499234,0.691922,13.4041,0.668147,4.13807,136.729,14.6321,1.48555,0.602856,3.66687,24.563,0.114251,0.38514,49.3061,0.428244,1.43224,9.40044,0.0338538,0.0134042,0.441136,0.143306,0.60404,0.085599,0.339075,0.255882,0.293179,2.06524,
47,18.5685,64.6179,164.754,0.287358,34.4996,3.76793,0.554604,0.959306,0.710326,6.90821,0.488105,0.645787,11.2536,0.661037,4.16944,107.326,11.8228,1.1092,0.579216,1.56116,20.0905,0.129411,0.35113,45.0036,0.448509,2.09647,9.27185,0.0338538,0.0130783,0.444336,0.143306,0.60404,0.158125,0.339075,0.239618,0.360725,1.32538,
48,18.5685,66.7076,189.529,0.278356,29.342,6.34131,0.413676,1.00225,0.506184,5.32015,0.490494,0.69399,17.7812,0.582264,4.23412,79.0394,25.8306,0.847083,0.804642,0.997319,14.5603,0.115209,0.687816,67.4816,0.376848,2.14092,9.27185,0.0338538,0.0127559,0.406053,0.147845,0.60404,0.17811,0.339075,0.186991,0.352379,3.40836,
49,18.3764,99.8999,232.131,0.183948,56.725,6.41114,0.712631,0.94034,1.61441,11.4327,0.518421,0.685099,15.4749,0.689074,4.6962,149.044,20.3007,1.5579,0.432935,3.99846,31.636,0.224994,0.581766,50.6545,0.511272,3.00987,9.27185,0.0410742,0.0130783,0.349903,0.147845,1.05552,0.28279,0.229185,0.186991,0.284496,2.69059,
50,18.202,61.8668,172.273,0.294212,27.8175,3.92064,0.328557,0.94,0.710294,3.79337,0.472114,0.584878,18.6097,0.573733,4.11608,78.8658,14.7776,0.767095,0.489687,2.15822,9.21562,0.100474,0.161849,72.4884,0.380039,1.29272,9.27185,0.0410742,0.0130783,0.349903,0.153623,0.933998,0.0171996,0.339075,0.0398224,0.316053,3.35013,
51,17.8858,76.9509,212.723,0.232431,40.5282,4.26085,0.417983,0.983581,0.979473,8.39725,0.473509,0.583055,15.3562,0.620715,4.35007,121.013,18.6508,0.906425,0.630536,3.28581,25.502,0.105003,0.188429,53.3471,0.511688,2.85933,9.27185,0.0583023,0.0101915,0.337795,0.149142,0.933998,0.0772737,0.141001,0.147185,0.316053,0.506179,
52,17.8858,48.6428,149.642,0.367697,23.388,2.07736,0.20529,0.929016,0.579756,7.72274,0.468989,0.677056,7.86365,0.540627,4.19027,71.946,9.32964,0.456574,0.452778,1.95024,36.8171,0.0459806,0.654784,45.3421,0.370247,1.6408,9.27185,0.0583023,0.0122408,0.337795,0.146764,0.933998,0.167506,0.466698,0.147185,0.298012,3.61793,
53,17.688,58.6677,169.06,0.301495,32.2261,4.48357,0.330194,0.970944,0.622869,7.00816,0.475534,0.571744,7.12046,0.61781,4.24031,98.6194,17.9547,0.834379,0.574784,1.51995,23.1979,0.0813578,0.210433,27.0067,0.577671,1.61904,9.37923,0.0404714,0.0128523,0.337795,0.150708,0.668651,0.0343255,0.0667748,0.151083,0.298012,3.66358,
54,17.2984,56.0362,149.689,0.3087,25.6465,2.92885,0.36709,0.848523,0.526895,5.75841,0.469161,0.718769,14.2397,0.572864,3.95947,64.5453,11.1447,0.842238,0.484355,1.42737,18.9851,0.0403713,0.651559,54.7557,0.451135,0.731182,9.37923,0.0404714,0.0128523,0.122173,0.14483,0.832213,0.207954,0.467296,0.0649042,0.342686,2.48842,
55,17.2984,59.0007,162.475,0.29319,36.7767,2.45988,0.379551,0.814146,0.450651,3.22543,0.495898,0.573247,9.00693,0.511383,4.30684,111.429,9.73323,0.840812,0.37353,1.06232,8.5084,0.105482,0.200765,36.3578,0.228155,2.84885,9.37923,0.0404714,0.0128523,0.122173,0.144127,0.792433,0.456855,0.440593,0.0649042,0.342686,3.54356,
56,16.7714,48.6612,150.887,0.344656,19.6205,3.87643,0.274877,0.665912,0.346145,6.09126,0.473887,0.607731,11.8137,0.491039,4.39967,49.0235,18.1012,0.615841,0.506398,0.736904,23.7663,0.0264807,0.295153,56.0055,0.221204,3.19516,9.33543,0.0404714,0.0128523,0.0988279,0.14483,0.805667,0.435993,0.467296,0.0649042,0.301851,3.72415,
57,16.7714,43.4932,160.28,0.38561,23.9761,3.49759,0.327117,0.652516,0.272868,4.76989,0.489603,0.594744,3.95387,0.505251,4.4536,96.9761,17.5043,0.895122,0.957971,0.355138,18.8531,0.1209,0.204576,25.6612,0.270668,3.30346,9.29576,0.017022,0.0128523,0.0988279,0.145467,0.634041,0.461431,0.467296,0.0649042,0.342686,3.76239,
58,16.7714,53.5404,144.63,0.313248,27.674,3.95852,0.322905,0.574302,0.689069,5.31086,0.468772,0.738466,8.85855,0.522885,4.42203,73.234,16.1516,0.73866,0.503871,2.11926,17.3303,0.0380519,0.991811,38.3763,0.31177,2.53746,9.29576,0.017022,0.0128523,0.0988279,0.145467,0.603026,0.298916,0.467296,0.0429731,0.354563,3.76239,
59,16.7199,40.3193,118.915,0.414688,20.0007,2.25278,0.272073,0.344218,0.422882,4.20583,0.467388,0.616321,7.39951,0.492407,3.84515,56.7061,10.6102,0.717103,0.380579,1.34234,17.4925,0.0725508,0.313306,34.6038,0.209212,0.192921,9.33543,0.017022,0.022629,0.0429511,0.153575,0.603026,0.0598112,0.467296,0.0429731,0.354563,2.57498,
60,16.4886,61.37,166.443,0.268675,37.7632,2.71592,0.457726,0.374142,0.939045,7.64664,0.468538,0.573367,6.13664,0.500293,3.79447,108.895,8.98658,1.19568,0.57756,3.07645,23.9149,0.122549,0.145743,23.4722,0.31085,0.47171,9.07507,0.0421883,0.0126742,0.0355,0.153573,0.603026,0.0578109,0.0587693,0.0400103,0.332891,0.959019,
61,16.3953,82.3741,402.801,0.199035,56.4392,3.83263,0.288894,0.302428,0.449188,5.37911,0.464839,0.681548,9.87426,0.477051,4.1849,306.767,20.2749,0.725063,0.553621,1.35269,22.654,0.0717972,0.515228,53.0913,0.249743,2.25528,9.36062,0.0421883,0.0126742,0.0355,0.150154,0.378754,0.0287338,0.46697,0.0400103,0.335139,3.73599,
62,16.3953,56.7028,139.033,0.289145,23.906,3.97531,0.328728,0.355362,0.662442,6.25224,0.453704,0.652783,15.5437,0.449432,4.1231,64.8687,15.0679,0.733615,0.592142,2.23737,21.6266,0.0817412,0.29037,59.3681,0.165817,1.13464,9.36062,0.0421883,0.0126742,0.0355,0.148078,0.378754,0.03539,0.46697,0.0264373,0.149129,3.71859,
63,16.3549,51.4403,170.888,0.317939,25.9341,3.07851,0.24643,0.262005,0.320128,4.83008,0.479999,0.654156,11.0548,0.477184,4.10294,79.8669,15.3676,0.564814,0.553461,0.7077,19.8739,0.0643731,0.311122,52.3789,0.407448,1.31747,9.25746,0.0548058,0.0123125,0.0355,0.148078,0.378754,0.464634,0.46697,0.0264373,0.311645,3.73024,
64,16.1664,58.377,291.942,0.276931,37.3066,3.39165,0.163155,2.31992,0.387998,1.35233,0.470641,0.774296,7.48891,0.465017,4.25649,193.562,22.9526,0.353414,14.9916,1.43679,4.02333,0.0138569,1.30455,50.1274,0.359471,2.96402,9.25746,0.0438789,0.0123125,0.0429511,0.148238,0.378754,0.464861,0.46697,0.0400103,0.335139,3.69592,
65,16.0495,318.497,1948.41,0.0503915,112.262,110.67,0.334169,0.253473,0.635605,72.0258,0.459202,0.636407,16.4538,0.492599,4.27421,639.735,764.725,0.965258,0.813577,2.59311,491.657,0.0573416,0.432734,65.6062,0.374389,2.45811,9.25746,0.0548058,0.0123125,0.0429511,0.148238,0.378754,0.175186,0.126679,0.0233756,0.318539,3.69592,
