Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.toe_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.motion_ratio_heave_l.avg,Heave.rear.side_view_swing_arm_angle_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.toe_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.toe_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.motion_ratio_heave_l.best,Heave.rear.side_view_swing_arm_angle_l.best,Roll.rear.side_view_swing_arm_angle_l.best,
10,1279.9,2127.79,1266.77,0.601515,5.97443,159.526,15.7225,1543.34,109.347,147.897,145.975,2.38119,280.327,20.3229,775.823,89.4054,221.833,219.231,0.32675,2.16282,3.58265,1201.7,10.183,5.64128,3.69461,
11,1279.9,2303.74,1657.44,0.555572,5.74795,157.152,18.3267,1635.21,99.791,194.585,192.927,2.15051,291.708,25.9388,947.935,102.387,282.247,292.275,1.00668,2.16282,3.58265,1203.71,10.183,7.14492,3.69461,
12,1279.9,2325.87,1804.31,0.550287,5.81508,160.611,16.8658,1623.53,83.9537,218.456,216.634,2.41521,327.582,24.2581,914.502,96.6121,383.562,378.537,0.556304,2.16282,3.58265,1203.71,10.183,1.92059,1.08104,
13,1279.9,2240.88,1839.03,0.571157,5.5047,155.627,15.2691,1642.36,93.5077,166.053,162.558,2.36063,357.592,25.1478,1045.99,103.927,363.092,364.472,1.35973,2.7448,3.56816,1208.59,11.5932,1.92059,1.08104,
14,1279.9,2367.19,2123,0.540682,5.27003,154.923,21.0982,1844.3,71.0599,138.225,132.311,2.34107,335.571,36.206,1425.39,74.7712,303.169,287.738,0.716963,1.36119,3.56816,1208.59,11.5932,1.92059,1.08104,
15,1271.9,2206.69,1961.01,0.576382,5.04169,147.531,16.684,1621.27,83.4903,167.098,165.579,2.44482,310.134,26.4346,958.529,98.7929,390.673,386.377,0.273068,1.36119,3.56816,1206.61,7.71041,1.92059,1.08104,
16,1271.9,2082.1,1601.17,0.610873,4.86545,108.785,15.6998,1619.92,65.7262,134.449,132.653,2.47224,257.885,27.0158,989.943,67.6959,317.108,313.347,0.56214,1.36119,3.56816,1206.61,5.31507,0.862987,0.278136,
17,1271.9,2249.82,2259.89,0.565333,4.85014,177.928,14.7588,1608.36,98.0638,174.313,171.545,2.53498,412.794,26.1354,1075.08,143.147,431.713,420.83,0.233775,1.36119,3.56816,1208.16,5.31507,1.92059,1.08104,
18,1271.9,2123.38,1714.13,0.598997,4.36802,90.2338,14.531,1580.64,76.578,178.843,178.189,2.08325,247.361,24.8861,901.773,106.425,387.947,387.248,0.171696,2.52603,3.56816,1208.16,5.31507,0.951604,0.60887,
19,1271.9,2261.03,2222.52,0.562531,5.08074,127.08,17.6761,1720.18,62.4381,165.165,163.407,2.65119,363.933,30.8675,1168.23,108.136,419.451,414.662,0.352479,2.52603,3.56816,1208.16,5.31507,3.10772,1.86976,
20,1249.09,2435.76,2389.84,0.512814,5.80971,170.999,18.691,1777.81,51.8906,206.574,203.991,2.82937,410.279,30.1539,1201.57,72.1613,436.517,432.239,1.63967,0.716608,3.60217,1208.16,5.31507,1.74174,1.00591,
21,1249.09,2051.55,1899.67,0.608852,4.72034,133.988,13.2043,1542.9,67.8721,145.996,142.87,2.01783,282.581,23.6233,938.257,107.582,376.196,362.894,1.63967,0.716608,3.56667,1208.16,5.31507,1.74174,1.00591,
22,1249.09,2349.13,2360.13,0.531727,4.8019,186.485,17.8093,1744.82,56.3286,172.463,166.412,2.2213,431.925,29.8103,1165.76,88.3311,391.928,382.264,0.533259,0.716608,3.56667,1208.16,5.31507,1.74174,1.00591,
23,1249.09,2557.86,2276.12,0.488336,5.15193,127.697,23.6058,1932.82,64.2615,202.76,201.56,2.61489,320.921,36.2359,1363.85,102.093,363.321,364.262,1.29634,0.716608,3.56667,1210.69,5.31507,1.74174,1.00591,
24,1249.09,2381.78,2198.38,0.524438,4.9746,105.602,21.3039,1854.44,85.7898,155.563,154.099,2.69662,277.116,36.0551,1392.14,133.838,349.623,341.152,0.527293,0.716608,3.56667,1210.69,5.31507,1.74174,1.00591,
25,1249.09,1945.8,1788.56,0.641942,4.78253,144.944,10.0356,1470.47,44.1066,137.753,133.714,2.34596,368.942,19.618,745.275,84.3119,345.025,333.212,0.829953,0.716608,3.60217,1210.69,5.31507,1.03943,0.317255,
26,1240.15,2833.61,3290.12,0.437657,4.85126,205.376,22.726,1991.35,291.219,161.028,157.056,2.8261,570.06,39.6151,1737.87,1580.32,376.589,373.998,0.40777,1.02931,3.64032,1210.69,5.31507,1.03943,0.317255,
27,1240.15,1990.8,1920.18,0.62294,4.75912,85.0049,13.2268,1554.71,50.7256,142.722,139.657,1.6491,262.784,25.7751,1050.81,212.326,373.312,361.646,1.63967,1.02931,3.66608,1210.69,5.31507,0.68571,0.25845,
28,1240.15,1996.1,1774.64,0.621287,4.44928,79.91,13.2772,1590.35,41.6458,135.509,130.958,1.63939,248.46,25.3769,1064.75,81.7164,352.742,339.223,1.63967,0.493243,3.68994,1211.99,5.31507,0.488699,0.25845,
29,1240.15,2177.54,1788.8,0.569518,4.29191,156.322,15.2952,1623.64,59.2197,158.458,160.311,2.08773,338.754,26.244,977.644,96.3425,329.457,324.346,0.464121,1.02931,3.68994,1211.99,5.19182,0.488699,0.25845,
30,1240.15,1969.8,1724.72,0.629581,4.70824,131.412,13.4528,1546.27,38.7259,118.613,116.62,2.34579,295.346,23.3956,849.458,77.4599,307.349,303.144,0.507278,1.02931,3.68994,1211.99,4.03164,0.488699,0.25845,
31,1240.15,2521.42,2749.64,0.491846,4.9108,234.631,18.1734,1792.01,42.433,218.297,210.959,2.57312,535.443,28.7285,1142.47,78.8218,541.046,531.257,0.431472,1.02931,3.88908,1211.99,4.03164,0.488699,0.25845,
32,1239.04,2134.04,2093.48,0.580607,4.9178,95.6425,16.9368,1668.08,47.2391,151.575,149.646,1.44999,336.892,28.5445,1111.91,102.869,349.918,344.672,2.07839,0.557817,3.88908,1211.77,2.20057,0.488699,0.25845,
33,1239.04,2063.49,1666.42,0.600455,5.07685,48.2394,19.1871,1740.68,31.8613,109.556,108.892,2.65943,164.141,31.8739,1155.35,59.8278,289.838,288.976,0.0819652,0.557817,3.88908,1211.77,3.27223,0.488699,0.502282,
34,1239.04,1915.68,1869.31,0.646786,5.06106,138.58,13.2965,1569.6,36.467,78.6854,73.9941,2.05123,399.485,25.8785,1041.15,89.2513,232.267,225.783,1.12386,0.474525,4.00056,1211.77,1.971,0.488699,0.502282,
35,1239.04,2223.04,2050.69,0.557361,5.16238,95.063,20.2753,1879.3,41.7074,92.5578,88.9716,2.28637,360.887,35.9318,1413.04,86.1246,244.54,242.826,0.145373,0.474525,4.10025,1211.02,1.971,0.488699,0.502282,
36,1229.83,2136.58,1801.55,0.575606,4.64057,158.565,16.2237,1657.96,59.3504,120.6,119.235,2.02727,323.821,28.6144,1124.39,112.44,293.834,294.47,0.50829,0.474525,4.12779,1210.82,1.971,0.488699,0.502282,
37,1229.83,2359.05,2142.32,0.521324,5.02124,130.364,21.0653,1854.99,50.5261,150.655,146.429,2.10119,351.122,32.6788,1309.01,108.076,305.528,298.229,0.135962,0.474525,4.22436,1210.78,1.971,0.488699,0.446319,
38,1229.83,2011.25,1551.74,0.611475,4.69721,71.252,14.6826,1595.1,63.5078,131.138,130.866,1.97181,274.439,24.3285,952.121,137.074,302.549,303.375,0.628789,0.233561,4.22436,1210.78,1.971,0.488699,0.446319,
39,1229.27,2512.43,2517.68,0.489275,4.56339,187.977,20.8517,1836.93,76.1495,194.273,191.679,1.76838,411.268,33.5442,1399.58,143.304,359.347,370.54,0.263594,0.233561,4.27575,1210.78,1.971,0.488699,0.446319,
40,1229.27,2220.35,2183.04,0.553637,5.19037,144.146,16.255,1639.57,67.9716,174.869,172.347,2.32222,370.024,28.0399,1143.89,135.493,411.093,402.695,1.13631,0.233561,4.27575,1210.78,1.971,0.488699,0.446319,
41,1227.5,2317.06,2105.01,0.529766,4.76188,129.01,19.9709,1758.64,70.4204,168,166.254,1.73618,283.286,31.4777,1157.61,135.867,365.72,362.05,0.302684,0.233561,4.31582,1210.78,1.58929,0.161132,0.208093,
42,1227.5,2177.68,1749.2,0.563674,4.76115,74.9848,18.3924,1668.89,75.6678,167.814,167.164,1.47143,218.144,26.7855,966.136,145.883,349.845,349.673,0.368323,0.233561,4.31832,1210.78,1.58929,0.161132,0.208093,
43,1227.5,2108.22,1851.55,0.582246,4.7865,163.571,14.1918,1568.25,48.0428,157.405,151.965,2.22999,393.63,21.464,846.804,111.837,367.103,366.671,0.336622,0.233561,4.31832,1210.78,1.58929,0.161132,0.208093,
44,1227.5,2039.31,1756.27,0.60192,5.07874,114.071,14.2293,1544.44,37.2744,162.568,161.651,1.93608,291.975,22.012,838.007,75.7107,383.315,383.64,0.325782,0.176234,4.31832,1210.78,1.58929,0.161132,0.208093,
45,1227.5,2130.64,1971.9,0.576118,5.02156,121.604,18.4385,1698.69,55.7113,116.353,114.82,2.11514,344.966,30.0891,1153.31,125.074,355.986,349.888,0.332482,0.16695,4.31832,1210.78,1.57377,0.87529,0.287125,
46,1227.5,2038.4,1501,0.60219,4.92529,176.765,12.6975,1513.38,36.869,149.7,144.055,2.17197,363.826,17.0896,743.895,88.5042,298.925,302.977,0.712986,0.16695,4.47052,1206.74,1.57377,0.87529,0.287125,
47,1225.45,2181.24,2189.6,0.561813,4.96585,123.994,18.6823,1721.39,46.5806,133.688,131.939,2.41874,361.874,30.8869,1181.18,109.613,395.931,390.727,0.710777,0.16695,4.47052,1210.87,1.57377,0.486873,0.287125,
48,1225.45,1951.21,1435.98,0.628045,4.84569,72.4832,15.5067,1567.87,47.0685,123.408,120.029,2.15386,203.142,25.4775,950.963,106.092,299.988,298.198,0.21107,0.16695,4.61715,1210.48,1.57377,0.486873,0.287125,
49,1225.45,2424.8,2330.65,0.505381,5.08818,169.411,18.5904,1771.98,62.9432,202.084,194.71,2.05227,414.768,27.8266,1168.77,128.153,422.56,417.952,0.266155,0.16695,4.61715,1210.87,1.26246,0.486873,0.287125,
50,1225.45,2077.94,1936.05,0.589743,4.56228,140.501,15.4817,1592.56,37.568,145.262,142,1.84527,359.903,24.3237,987.557,85.6283,327.177,330.421,0.421858,0.16695,4.61715,1210.87,1.57377,0.486873,0.287125,
51,1225.45,2061.48,1661.07,0.594451,4.61777,97.5599,15.4229,1564.92,45.2902,167.315,166.352,1.58507,229.821,24.5908,921.432,102.897,356.37,355.804,0.537626,0.16695,4.61715,1211.06,1.54478,0.486873,0.287125,
52,1225.45,2197.23,1786.81,0.557724,4.58243,110.236,16.1334,1581.61,62.5064,211.967,210.192,2.079,251.45,23.6917,850.646,128.898,400.845,410.391,0.279824,0.0694998,4.61715,1211.06,1.57377,0.28278,0.0926985,
53,1225.45,2365.26,2232.02,0.518104,4.98612,150.456,21.9567,1838.2,44.1636,154.161,151.333,2.21694,316.295,34.9452,1346.96,100.16,335.195,333.191,0.53527,0.0694998,4.61715,1211.06,1.57377,0.20005,0.0926985,
54,1225.45,2332.55,2210.54,0.525369,5.04528,182.518,16.0855,1643.39,42.2636,223.373,219.878,2.44933,403.168,26.3531,1069.03,97.8398,443.632,442.245,0.609495,0.0694998,4.61715,1211.06,1.57377,0.20005,0.0926985,
55,1224.55,1707.21,1146.49,0.717281,5.16449,101.134,10.2172,1417.14,20.8208,77.542,75.1946,2.20423,312.196,15.405,539.012,52.5465,264.827,257.003,0.969082,0.0694998,4.61715,1211.06,1.58929,0.20005,0.0926985,
56,1224.55,2203.01,2251.54,0.555854,5.13476,146.563,16.0734,1695.37,36.0308,156.326,147.505,2.17141,413.421,27.3397,1192.41,98.2303,360.62,366.408,0.503319,0.0694998,4.61715,1210.72,1.58929,0.20005,0.0926985,
57,1224.55,2482.15,2382.26,0.493343,4.85859,177.471,20.0922,1779.07,54.9877,224.22,221.444,1.98929,409.446,28.7643,1119.27,118.689,457.169,435.055,0.305214,0.0694998,4.61715,1210.72,1.58929,0.20005,0.0926985,
58,1224.55,2400.34,2118.77,0.510156,5.42013,216.66,18.8976,1757.28,59.7885,173.495,168.804,2.68955,419.211,27.4464,1069.44,118.115,406.457,391.898,0.863134,0.0694998,5.29928,1210.72,1.58929,0.20005,0.0926985,
59,1224.55,1988.7,1916.51,0.615755,4.54843,104.54,18.0721,1707.66,26.5856,64.6136,62.6758,1.36901,328.237,33.0789,1294.5,68.1739,236.15,242.429,0.130377,0.0694998,5.30053,1210.72,1.58929,0.20005,0.0926985,
60,1224.55,2309.77,2203.17,0.530162,4.16609,188.51,17.922,1729.87,44.1117,164.436,160.75,1.08928,385.716,28.5215,1148.73,114.446,345.342,370.298,0.0892184,0.0694998,5.29027,1210.72,1.58929,0.20005,0.0926985,
61,1224.55,2118.51,1868.52,0.578025,4.41613,93.9377,20.5815,1779.85,42.8128,88.6955,88.2121,1.9842,261.035,34.2819,1319.33,82.117,249.539,248.35,0.553288,0.0598429,3.12291,1210.72,1.58929,0.20005,0.0921777,
62,1224.02,1995.94,1664.75,0.613254,4.23683,95.7409,15.9338,1558.46,44.7799,138.925,137.868,1.77777,240.559,23.2943,813.298,127.978,334.189,332.461,0.323981,0.0694998,5.30053,1210.72,1.58929,0.126327,0.0736805,
63,1224.02,1769.69,1315.98,0.691656,4.48886,90.2254,11.0002,1423.35,29.6452,107.326,103.658,1.54395,263.582,16.4513,581.966,82.6049,297.868,297.393,0.462833,0.0694998,5.27474,1210.17,1.69819,0.126327,0.0736805,
64,1224.02,1825.46,1763.01,0.670527,4.62531,42.7706,14.6522,1573.87,31.5364,79.6385,78.3647,0.963523,208.846,28.5369,1125.32,85.105,255.43,247.408,0.860652,0.0694998,5.30053,1210.17,1.30373,0.126327,0.0736805,
65,1224.02,2107.27,1711.23,0.580855,4.98382,121.287,16.3943,1612.73,62.6995,145.219,143.96,2.35811,311.009,24.8752,951.016,132.73,309.212,296.175,0.500943,0.0781228,5.30053,1210.17,1.25963,0.126327,0.0736805,
66,1223.4,2127.38,2044.11,0.575075,4.90595,127.463,15.852,1658.52,29.0166,148.834,142.792,1.771,365.874,24.3665,1023.52,78.6066,403.436,385.718,0.0704113,0.0781228,5.30053,1210.17,1.30373,0.126327,0.0736805,
67,1222.79,2189.32,2261.76,0.558526,5.44564,128.006,18.5721,1728.95,59.0305,125.822,123.502,2.52045,366.622,31.1117,1233.83,127.419,313.343,303.45,2.00482,0.0781228,5.31095,1210.15,1.30373,0.126327,0.0736805,
68,1222.79,2006.36,1529.37,0.60946,4.73398,74.7485,18.882,1698.67,36.7871,86.8483,85.6924,2.0441,233.642,29.0815,1079.22,83.639,207.643,205.838,0.440866,0.0781228,5.33487,1209.69,1.30373,0.126327,0.0736805,
69,1222.79,2184.07,2021.19,0.559871,4.73734,116.402,19.4249,1734.68,45.7746,132.114,130.93,2.09375,315.033,30.5119,1144.49,112.298,319.676,325.991,0.191253,0.140536,5.33487,1209.69,1.30373,0.12572,0.0736805,
70,1222.79,2433.23,2255.31,0.502539,4.7014,119.869,22.535,1860.5,54.1456,186.865,184.614,1.80013,291.475,34.9665,1368.56,110.699,412.343,421.002,0.357394,0.140536,5.33487,1209.69,1.30373,0.12572,0.0736805,
71,1222.79,1988.8,1508.55,0.614841,4.48932,119.143,15.6211,1571.16,36.233,122.447,119.707,1.72037,258.122,25.0812,962.138,97.9384,244.557,226.812,0.159173,0.140536,5.33487,1204.32,1.30373,0.12572,0.0736805,
72,1222.26,2160.11,1968.27,0.565832,4.65187,143.721,14.8857,1605.08,45.218,174.649,171.905,1.53405,355.546,23.9594,947.518,122.746,406.696,399.334,0.385668,0.140536,5.33487,1209.6,1.30373,0.12572,0.0736805,
73,1222.26,1724.76,1509.82,0.708652,4.90889,54.1301,12.328,1464.83,29.2092,79.8871,79.474,1.8076,244.845,22.0204,827.949,95.2929,295.162,302.25,2.06855,0.126159,5.31799,1209.21,1.30373,0.124677,0.0736805,
74,1221.39,1769.78,1302.07,0.690133,4.31814,114.649,10.1774,1403.83,33.5891,103.861,99.3526,1.63727,301.121,13.4173,495.177,88.479,270.767,263.412,0.296652,0.106482,5.31799,1165.18,1.35792,0.124677,0.105993,
75,1221.39,2238.82,2014.23,0.545549,4.99818,103.777,21.7607,1857.62,62.9628,94.5644,93.1375,2.54998,326.267,37.4966,1369.62,137.646,240.401,239.095,0.498025,0.106482,5.31799,1209.41,1.35792,0.124677,0.105993,
76,1221.39,2234.28,2178.81,0.546658,4.11851,146.459,18.5096,1664.34,57.9837,171.964,170.902,1.82252,325.683,28.0328,1095.41,134.47,372.858,370.928,0.445142,0.106482,5.29908,1209.41,1.35792,0.124677,0.105993,
77,1220.45,1774.33,1365.25,0.68784,4.18794,89.7613,8.85808,1346.46,41.4018,143.304,140.356,1.58872,250.864,14.1283,528.42,117.974,372.096,358.315,0.986315,0.106482,5.29908,1209.27,1.38623,0.12572,0.105993,
78,1220.45,1977.83,1818.5,0.617067,4.71952,57.4302,19.1238,1729.06,32.993,67.7562,66.7461,2.09216,226.112,34.64,1339.66,83.1575,227.646,219.913,0.259218,0.0917624,5.31944,1209.3,1.38623,0.15094,0.0951196,
79,1220.45,1997.42,2083.76,0.611014,4.34689,107.219,16.4208,1619.59,23.7152,113.811,112.321,2.25099,333.547,28.9926,1153.39,67.9365,341.359,343.375,1.15312,0.0917624,5.32327,1209.3,1.38623,0.15094,0.0118948,
80,1220.45,2090.52,1995.68,0.583803,3.97764,103.363,16.288,1602.95,28.3078,168.081,167.553,1.73292,272.941,27.04,1021.45,69.6931,375.976,383.379,0.246751,0.0917624,5.32975,1209.3,1.49657,0.155119,0.0118948,
81,1220.45,2219.7,2076.58,0.549828,4.03665,151.004,17.2372,1661.79,55.505,166.642,163.485,2.45372,322.51,29.2313,1180.99,121.582,335.367,330.045,0.256189,0.0917624,5.31331,1114.97,1.50898,0.155119,0.0118948,
82,1220.45,2112.6,1889.32,0.577702,4.41616,116.487,18.0995,1668.34,38.0041,134.333,132.914,2.357,313.378,28.0814,1072.85,96.6537,310.025,307.362,0.113661,0.0917624,3.70439,1209.02,1.51545,0.155119,0.0118948,
83,1220.45,2281.74,2083.11,0.534878,3.85415,124.822,19.6165,1720.44,46.7519,183.609,182.645,1.73217,284.813,29.0053,1089.63,99.1672,397.326,401.228,0.505857,0.0917624,5.31417,1209.02,1.51545,0.155119,0.0118948,
84,1220.41,2127.75,1874.73,0.573569,4.22165,125.17,17.8968,1657.76,61.3618,129.294,132.052,2.35849,282.973,29.1818,1098.72,129.351,321.496,330.999,0.306181,0.0917624,5.31417,1209.02,1.51545,0.155119,0.0118948,
85,1220.41,2112.17,2058.79,0.5778,4.01098,129.173,14.7118,1595.69,40.6413,165.852,162.09,2.13713,347.84,24.1824,989.441,106.398,404.638,399.893,1.19036,0.0917624,5.31417,1209.24,1.51545,0.155119,0.0118948,
86,1220.41,2229.57,2272.56,0.547376,4.00469,153.557,17.3013,1683.07,37.7864,169.779,164.074,2.91825,406.766,25.5073,1122.48,92.8784,393.813,380.184,0.525122,0.0917624,5.33973,1209.2,1.44447,0.155119,0.0118948,
87,1220.37,1743.71,1517.07,0.699872,3.46049,74.4383,9.59742,1363.94,26.1946,133.705,132.376,1.29303,234.153,15.9987,645.864,82.2729,379.498,366.903,1.13541,0.142778,5.11516,1182.87,1.56075,0.210847,0.0681525,
88,1220.24,2036.46,1890.99,0.599197,4.02541,100.738,15.2742,1572.79,21.9017,161.334,160.399,2.56847,293.173,24.5022,864.644,54.6017,406.613,403.622,1.23675,0.134516,5.34212,1209.2,1.5557,0.210847,0.0681525,
89,1220,1877.55,1777.56,0.649783,3.74402,91.7657,13.5246,1495.75,44.2808,115.76,112.726,2.27616,276.187,22.8223,848.956,114.133,361.118,357.727,0.128557,0.144239,5.34532,1209.2,1.53865,0.210847,0.0681525,
90,1220,2598.66,2534.67,0.469473,3.89056,171.715,22.9209,1897.94,76.6678,215.436,210.088,2.40302,357.408,35.4055,1464.85,139.55,437.304,431.747,0.792778,0.157081,5.34475,1209.22,1.53865,0.201548,0.0681525,
91,1220,2365,2349.47,0.515856,3.91322,170.469,17.3786,1668.26,39.3132,233.619,232.052,2.41005,381.514,28.663,1079.41,106.836,518.546,515.793,1.04851,0.157081,2.79285,1209.22,1.53865,0.201548,0.0655547,
92,1220,2165.66,2070.13,0.56334,3.99755,115.429,19.6409,1759.17,53.2149,108.203,106.007,2.34123,310.863,32.4201,1281,126.074,311.09,304.867,0.26688,0.157081,5.34532,1209.16,1.54661,0.201548,0.0655547,
93,1220,2368.45,2329.39,0.515106,3.46598,135.28,19.1765,1746.36,44.8365,210.416,208.911,2.28973,347.838,30.6948,1297.93,98.0997,435.488,442.77,0.219435,0.157081,5.34532,1185.09,1.50064,0.201548,0.0655547,
94,1219.82,1956.08,2113.61,0.623605,3.72697,124.597,12.9728,1521.59,28.3745,133.203,131.62,2.41514,372.075,23.8747,938.09,83.2841,421.213,412.896,0.560308,0.157081,5.34587,1209.16,1.50064,0.201548,0.0655547,
95,1219.82,1751.21,1508.95,0.696559,3.72085,41.8876,13.6785,1508.85,26.8479,78.3185,77.9078,2.33665,199.727,23.8499,883.663,91.7998,275.611,274.674,1.48108,0.157081,5.34415,1209.07,1.50064,0.202344,0.0557508,
96,1219.82,1885.85,1538.8,0.64683,2.92463,82.9898,14.9512,1537.68,44.1278,101.967,101.21,1.00905,195.026,23.9035,857.569,112.495,271.326,273.17,0.183268,0.157081,5.34587,1209.07,1.51233,0.191948,0.0557508,
97,1219.82,2080.93,1606.13,0.586192,3.73735,182.922,12.7708,1480.83,31.3897,186.103,183.176,2.4509,370.24,14.9324,551.501,67.3057,401.398,405.43,0.451138,0.242679,4.05571,1209.07,1.51233,0.191948,0.0557508,
98,1219.82,2112.89,1713.75,0.577323,3.88667,105.943,19.3753,1711.2,38.3958,117.496,116.602,2.56826,282.261,29.8195,1045.86,87.1145,271.379,274.975,0.41779,0.242679,5.33995,1209.07,1.51233,0.191948,0.0557508,
99,1219.74,2211.79,2210.56,0.55147,3.72178,143.605,17.3041,1657.24,42.9771,174.144,172.799,2.34215,361.86,26.341,1005.46,102.938,411.5,416.414,0.689452,0.249625,5.33995,1209.07,1.51233,0.189923,0.0539381,
100,1219.74,2358.54,2367.96,0.517158,4.69353,170.546,15.1226,1701.19,32.452,223.33,211.206,3.45403,355.348,23.3905,1175.84,88.42,455.888,440.755,0.926634,0.249625,5.33995,1209.07,1.51233,0.189923,0.0539381,
101,1219.74,2153.45,1978.72,0.566411,3.86488,97.9194,17.0206,1642.07,39.0685,177.236,176.266,2.78505,304.761,25.6177,966.033,96.7916,410.292,409.383,0.504579,0.249625,5.33995,1209.07,1.51233,0.189923,0.0539381,
102,1219.74,2233.98,1845.25,0.545993,3.6129,93.6721,19.0302,1732.48,40.0104,174.169,171.001,2.1126,262.535,28.9966,1064.17,82.6898,363.183,354.986,0.160836,0.249087,5.33995,1209.07,1.51233,0.189923,0.0539381,
103,1219.74,2310.29,2213.66,0.527959,3.84467,176.796,17.2894,1684.57,48.6634,191.479,187.643,2.48692,398.126,25.3986,1061.42,104.922,432.421,426.027,0.502786,0.249087,5.34587,1209,1.50117,0.189217,0.0539381,
104,1219.6,1933.7,1884.71,0.63071,3.48497,103.028,13.6414,1509.73,33.4823,135.58,134.753,1.89795,288.917,23.6663,886.88,104.044,363.927,364.427,0.316229,0.249087,5.34587,1209.03,1.50117,0.189923,0.0539381,
105,1219.6,2003.68,1845.88,0.608681,3.46748,99.9739,16.1646,1608.21,47.2629,115.765,112.839,1.38738,286.503,26.8627,1012.29,119.033,313.095,307.917,1.84336,0.249087,5.34582,1209.03,1.50117,0.189923,0.0539381,
