Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.mechanical_trail_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.roll_center.y.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.camber_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.camber_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.mechanical_trail_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.roll_center.y.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.camber_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
80,32.1584,54.8873,110.666,0.585899,0.267165,0.545682,17.6712,0.534065,5.33145,3.69959,0.406184,0.585985,3.87128,16.6881,3.17063,1.19298,0.923001,0.295793,1.242,59.9021,0.512792,7.39275,18.4608,0.040065,0.311164,14.5367,2.67671,14.4657,0.340743,1.15074,0.0679354,0.343828,6.47849,0.259399,3.72661,0.0352907,0.191495,0.0226195,1.07787,13.1357,0.328148,0.586509,0.622303,
81,31.7948,106.923,206.039,0.297361,0.46774,1.35739,42.4404,0.760806,11.7221,7.749,0.420958,0.726465,11.5796,16.059,10.9103,1.44861,1.2809,0.851791,3.36771,111.812,1.0247,21.9777,20.2785,0.114208,0.73527,29.99,3.26806,31.2547,0.991117,1.71663,0.0679354,0.346075,6.47849,0.258128,3.71705,0.0422296,0.0468544,0.514346,1.02762,5.14082,0.328148,0.955657,0.622303,
82,31.7948,101.213,216.954,0.314138,0.509513,0.866568,42.6817,0.732502,10.3326,12.4598,0.402193,0.643013,7.63042,15.6091,6.88176,1.29182,1.17181,1.1253,2.22342,113.622,1.1158,21.6531,39.2607,0.0872821,0.357719,24.5754,2.6499,24.2621,0.889284,1.59118,0.0679354,0.345932,6.47849,0.258128,3.71705,0.0348002,0.0519861,0.306931,0.981067,1.61254,0.297838,0.210732,0.594155,
83,31.1919,67.0614,142.148,0.465125,0.38353,0.725604,27.0762,0.526786,6.76462,3.14049,0.419468,0.651904,5.14118,15.6553,4.46591,1.25141,0.858946,0.731198,1.85989,94.5041,0.495478,12.7179,14.0504,0.106677,0.558498,18.4508,2.62148,18.5717,0.525396,0.88697,0.102066,0.342846,6.45823,0.258128,3.71705,0.0348002,0.0574026,0.112774,0.981067,1.49696,0.297838,1.10673,0.579154,
84,30.9677,88.2987,191.985,0.350715,0.398974,0.869263,38.9566,0.734926,8.52674,6.70517,0.417328,0.631741,6.65272,15.9519,5.97175,1.29751,1.18408,0.705315,2.03459,111.367,1.27754,16.5997,24.2696,0.0314379,0.347274,24.0031,1.5098,23.9756,0.935902,2.0751,0.110214,0.342846,6.45823,0.259084,3.75987,0.0348002,0.402903,0.511208,0.400561,8.367,0.297838,0.571203,0.579154,
85,30.9677,66.2696,136.817,0.467298,0.27689,0.748301,27.0138,0.603232,5.72399,6.10457,0.417092,0.617097,3.71766,15.8882,3.00773,1.18655,0.964508,0.345026,1.61396,92.4581,1.02181,9.53015,25.6255,0.107414,0.243016,13.3514,1.20749,13.4985,0.220846,1.25974,0.110214,0.342846,6.47849,0.256073,3.75796,0.0348002,0.245385,0.509616,0.963563,11.6679,0.297838,1.10673,0.579154,
86,30.9677,62.3651,121.857,0.496555,0.317938,1.02255,20.3875,0.567092,7.60112,2.46086,0.409852,0.594245,5.50453,16.447,4.68211,1.43864,0.931596,0.500911,2.6615,57.8541,0.957423,19.2778,9.20074,0.0447464,0.0989134,20.2658,5.40395,20.5888,1.70191,1.22387,0.0664385,0.345436,6.47849,0.253848,3.71376,0.0348002,0.234886,0.308836,1.03205,11.5665,0.316666,1.10449,0.594155,
87,30.7746,113.948,227.121,0.270075,0.340064,1.23647,52.8605,0.78491,12.4668,10.8847,0.410998,0.883845,8.18274,15.7869,7.40819,1.45449,1.2477,0.41319,3.07605,138.944,1.29324,26.3408,29.0305,0.126769,1.29043,23.3598,3.39083,23.1933,1.16355,1.73296,0.0664385,0.345037,6.59976,0.253848,3.75796,0.0348002,0.0516803,0.18071,1.03205,9.2567,0.316666,0.691461,0.606843,
88,30.7305,73.0489,149.641,0.420685,0.382358,0.851744,27.9225,0.704814,7.8966,4.64257,0.413132,0.720485,6.02076,15.614,5.30722,1.29158,1.28115,0.612193,1.81915,82.696,1.25156,15.0041,16.6799,0.0903937,0.622226,18.7553,3.55876,18.8566,0.750022,2.18778,0.129898,0.345037,6.59976,0.253848,3.65841,0.0380375,0.171392,0.51976,1.04229,10.1028,0.316666,0.334441,0.606843,
89,30.7196,121.067,550.374,0.253741,0.336562,0.58269,78.6358,0.531878,6.98306,3.90379,0.400909,0.631171,4.86312,18.0454,3.90849,1.40805,0.835807,0.686634,1.11962,493.372,0.876532,15.2491,20.9646,0.0396269,0.555118,18.6186,18.8384,17.9581,1.41013,1.18427,0.105679,0.345037,6.35408,0.253848,3.65841,0.0380375,0.124022,0.0357484,1.02636,14.3628,0.316666,1.11374,0.608958,
90,30.2129,79.9368,166.913,0.37796,0.394345,0.834132,26.4366,0.678582,6.81677,6.94158,0.398603,0.601039,9.53518,16.0789,8.82564,1.23067,1.1648,0.613309,1.66726,83.5325,1.06236,10.1357,23.7857,0.0707624,0.294433,29.6479,6.30065,29.7102,0.410091,2.05188,0.134904,0.342329,6.35408,0.253848,3.71801,0.0362704,0.0337968,0.445842,1.05398,9.98258,0.340003,1.11216,0.608958,
91,30.2129,123.121,240.068,0.245392,0.548282,1.10636,56.8264,0.906494,11.067,11.9218,0.436779,0.809979,10.9779,15.4779,10.2442,1.44487,1.3533,0.91131,2.51557,142.431,1.40251,18.2716,34.9437,0.140692,0.94674,28.07,5.60525,28.2086,1.01059,1.87267,0.0830682,0.346117,6.35408,0.256866,3.68022,0.0362704,0.0526189,0.275649,1.10841,7.8037,0.340003,0.423737,0.613958,
92,30.1313,53.3697,126.091,0.564577,0.283912,0.386497,14.8262,0.478986,7.40287,4.88173,0.402171,0.570001,3.99819,14.8574,3.22373,1.26966,0.788336,0.509897,0.485238,51.1276,0.706751,20.5395,27.959,0.0472565,0.263115,19.0882,1.2771,19.5069,0.867102,0.929246,0.0830682,0.0830742,6.25676,0.256866,3.74696,0.0362704,0.175627,0.489115,1.10756,11.093,0.338194,1.08971,0.619487,
93,29.7596,46.8804,113.663,0.634798,0.193427,0.507407,17.0124,0.475113,4.7276,1.52446,0.413518,0.551992,2.87944,14.5938,2.05441,1.1384,0.808486,0.0983019,1.05822,72.8885,0.792581,5.19226,10.1636,0.0448756,0.0753429,11.6919,0.514591,11.5813,0.148378,1.16871,0.0733172,0.349968,6.01797,0.25701,3.74696,0.0381381,0.403102,0.0561062,1.10841,13.4185,0.340003,0.30275,0.619487,
94,29.7596,90.9383,257.513,0.32725,0.277336,0.916894,45.7397,0.634664,7.4002,6.39449,0.443719,0.604198,6.24151,14.8286,5.35451,1.274,0.828469,0.438686,2.5358,172.051,1.15271,16.0942,26.4564,0.201139,0.189518,22.3169,3.42312,21.8659,0.649931,0.747544,0.0733172,0.349968,6.01797,0.25701,3.7683,0.0636496,0.234017,0.520749,1.10609,11.6185,0.334864,1.0908,0.624094,
95,29.5267,84.7141,187.04,0.348545,0.332835,1.02389,40.4623,0.584047,7.77187,6.47162,0.423077,0.652277,5.65855,14.3343,4.85539,1.23794,0.905998,0.585022,2.98337,121.167,0.808001,15.0596,23.7286,0.108203,0.52214,17.6414,1.11202,17.6513,0.424384,0.981393,0.0733172,0.353333,6.01797,0.257345,3.7683,0.0586398,0.210442,0.159293,1.12676,10.5026,0.344508,0.842551,0.624094,
96,29.1565,55.5739,126.302,0.524644,0.247352,0.64854,20.4406,0.516712,6.43842,3.95696,0.408049,0.5763,3.45156,14.1903,2.66081,1.25104,0.787379,0.318029,1.52299,73.3902,0.775124,12.8987,18.7029,0.0698272,0.204444,11.5161,0.653056,11.5987,0.534548,0.744385,0.120242,0.351192,6.01797,0.259984,3.78392,0.0446884,0.0646585,0.242487,1.12676,13.3723,0.353457,1.08478,0.630239,
97,28.7736,63.105,140.222,0.455964,0.353368,0.757592,26.6121,0.542139,7.18549,4.79023,0.408328,0.57347,3.43541,13.6426,2.62534,1.22593,0.953028,0.633245,2.01916,86.4135,0.82099,12.5892,21.3372,0.0551186,0.154104,12.8018,1.05226,12.9282,0.607375,1.22512,0.120242,0.353428,6.01797,0.259984,3.78392,0.0428859,0.0929112,0.0166309,1.12676,7.73753,0.353457,0.53191,0.630239,
98,28.7736,62.1793,142.636,0.462753,0.288463,0.849862,22.385,0.567363,6.00274,4.99995,0.393468,0.574786,5.33301,13.9584,4.54958,1.26109,1.01555,0.424939,2.66118,71.2445,0.962285,8.24755,19.5068,0.0736147,0.153624,18.8851,2.38846,19.0374,0.494566,1.50342,0.152958,0.352858,6.01797,0.261604,3.82808,0.0353962,0.0252645,0.360227,1.17171,7.56224,0.364158,1.09816,0.631298,
99,28.612,42.6557,92.8821,0.670765,0.252036,0.507887,15.1364,0.402939,4.81423,1.02703,0.417542,0.678242,2.4494,13.4628,1.62742,1.20347,0.676275,0.441219,1.09579,62.2583,0.409772,5.56095,6.92413,0.0667638,0.812767,8.73568,0.894298,8.84887,0.381101,0.320186,0.152958,0.352858,5.97056,0.259913,3.82808,0.0353962,0.404513,0.538942,1.17171,8.59764,0.364158,1.09919,0.631298,
100,28.4707,62.1941,166.301,0.457771,0.274943,0.901602,25.6911,0.42763,5.27002,5.60166,0.414988,0.759321,4.22902,13.0297,3.35828,1.27426,0.96157,0.43407,3.13978,96.787,0.548257,6.38095,27.9213,0.029697,0.96716,16.0539,2.24296,15.8618,0.636416,1.64695,0.152958,0.352179,5.97056,0.259913,3.8435,0.0353962,0.404513,0.53485,1.18024,0.668158,0.366071,1.11363,0.618717,
101,28.3015,113.119,232.679,0.250191,0.55052,1.21734,62.3451,0.801635,9.1512,10.5957,0.44495,0.673367,6.24415,13.1412,5.39757,1.2186,1.3381,1.11511,2.83246,160.873,1.3625,17.0839,31.0876,0.153057,0.451276,18.639,1.12626,18.5902,0.256119,1.99926,0.142308,0.352179,5.924,0.258582,3.8435,0.0353962,0.382589,0.226541,1.22734,5.90296,0.377292,0.787905,0.618717,
102,28.3015,52.2254,113.875,0.541911,0.209675,0.427307,16.1813,0.474215,6.22804,2.1304,0.406969,0.62599,5.48791,13.314,4.62529,1.23086,0.88342,0.213733,0.879448,55.1692,0.802791,12.2823,11.6692,0.0575855,0.306297,20.7699,0.4834,20.7417,0.445621,1.29852,0.142308,0.351972,5.924,0.259813,3.8435,0.0385613,0.143489,0.53485,1.22897,11.2067,0.382485,1.11788,0.618717,
103,28.3015,139.457,266.725,0.20294,0.511155,1.17319,62.7806,0.847044,12.8728,17.1299,0.404627,0.987742,13.7689,13.1442,12.9402,1.41438,1.48273,0.764812,2.60637,143.023,1.2775,26.3619,43.5746,0.123274,1.41362,31.1813,2.77406,33.5061,0.917699,2.02864,0.143521,0.352179,5.924,0.259913,3.61675,0.0439448,0.00967199,0.0104719,1.25456,1.96816,0.38466,0.695188,0.622155,
104,28.2267,55.9701,111.727,0.504317,0.296042,0.608485,18.6692,0.573507,6.43508,3.17849,0.399323,0.61018,5.35749,13.244,4.5088,1.18968,0.899802,0.468917,1.33733,53.9749,1.07269,12.0519,18.3584,0.0424846,0.422079,20.5966,1.33429,20.3541,0.345124,1.27603,0.152499,0.349505,5.924,0.258942,3.78012,0.0386916,0.144184,0.52355,1.27117,10.7373,0.38466,0.697456,0.616944,
105,28.1529,50.9667,156.436,0.552378,0.266028,0.467208,19.9786,0.398263,6.39166,3.09697,0.422779,0.621776,2.58862,13.0982,1.67422,1.26022,0.702277,0.626639,0.776195,97.3321,0.501405,16.9964,20.4508,0.0986208,0.394617,9.17423,1.09642,8.98951,0.723954,0.495718,0.151973,0.352179,5.85618,0.258942,3.78012,0.0386916,0.405583,0.52355,1.27423,12.6272,0.401383,1.11788,0.616944,
106,28.1274,75.1302,163.84,0.374383,0.678932,1.28593,28.0785,0.604934,6.94366,9.24848,0.391453,0.618434,6.02832,13.6648,5.18572,1.2291,1.17184,2.79964,3.4152,83.4866,1.04063,12.3711,33.553,0.0776328,0.260285,19.9851,6.16953,20.4375,0.328965,1.8584,0.150878,0.352179,5.85618,0.258942,3.8435,0.0374084,0.00900731,0.0541976,1.27423,4.58972,0.407192,0.684933,0.622865,
107,28.1048,62.0209,136.41,0.453151,0.275075,0.758239,14.629,0.522819,7.97756,6.00026,0.398416,0.654432,4.52651,20.422,3.4996,1.33588,1.02117,0.518905,1.92249,41.1542,0.891697,16.1397,24.7232,0.0509873,0.412715,13.5185,55.1927,13.43,0.755371,1.61009,0.124487,0.352179,5.85618,0.258942,3.8435,0.0374084,0.071264,0.539224,1.30704,4.0814,0.407192,1.13901,0.617112,
108,28.0518,86.5459,198.977,0.324127,0.51546,1.02971,36.0326,0.534109,9.44414,7.14468,0.408987,0.622713,7.94059,13.2481,6.99989,1.39641,1.22855,1.3334,3.28998,103.555,0.81473,24.3219,25.014,0.0723122,0.359854,24.5298,8.14406,25.072,1.15195,2.19962,0.124487,0.354149,5.85618,0.259035,3.87006,0.0374084,0.153452,0.00376703,1.31528,5.71767,0.432579,0.628164,0.617112,
109,27.9001,68.2275,140.37,0.408927,0.290969,0.879696,17.2608,0.591196,6.89333,7.97835,0.391197,0.696746,8.08309,15.6191,7.24541,1.37825,0.919415,0.483113,2.03031,42.2135,1.03161,11.9607,27.6987,0.07577,0.663287,25.1001,16.5169,25.2238,0.726063,1.09063,0.124487,0.354149,5.85618,0.258818,3.87006,0.0359473,0.0664791,0.0273533,1.31528,12.4204,0.432579,1.14651,0.617112,
110,27.8822,51.7872,94.6784,0.538401,0.291441,0.525127,14.159,0.502417,7.84068,6.94473,0.40639,0.651431,2.81054,13.5101,1.96379,1.26647,0.915092,0.439545,0.970052,36.7491,0.830717,16.0077,28.0331,0.0239488,0.306592,9.05095,6.11889,8.098,0.473316,1.27839,0.141972,0.353548,5.92817,0.258818,3.85835,0.0359473,0.278681,0.541214,0.994075,12.3414,0.432579,1.14651,0.619888,
111,27.7631,64.7576,191.796,0.428724,0.390121,0.546561,28.7662,0.428958,7.33245,3.2922,0.429698,0.676498,4.16685,13.027,3.32129,1.49247,0.887344,1.20123,1.05429,130.278,0.617107,17.0348,18.2363,0.177494,0.721158,15.5948,2.20215,15.611,1.63248,1.3406,0.141972,0.352442,5.90119,0.258818,3.85835,0.0359473,0.206297,0.54065,1.29227,12.4052,0.43364,1.14127,0.620163,
112,27.7482,39.5289,57.0652,0.701974,0.254737,0.578812,9.02774,0.460946,5.35593,3.60311,0.39473,0.68691,2.68048,12.6435,1.86161,1.18537,0.794939,0.36135,1.44412,15.6487,0.812589,8.15251,17.4079,0.0784894,0.630439,9.03333,1.1954,8.97912,0.371888,0.833263,0.141972,0.352442,5.89766,0.258589,3.85835,0.0360426,0.043971,0.535612,1.29227,8.49745,0.43364,0.914751,0.618922,
113,27.7124,50.0427,94.2019,0.553774,0.260659,0.743854,14.9573,0.478313,7.42651,3.51879,0.402805,0.633025,3.68327,12.6953,2.84821,1.39793,0.996796,0.386784,1.83372,39.1326,0.885769,15.5694,13.897,0.0819546,0.390381,13.4783,1.48582,13.416,1.21795,1.51627,0.15991,0.352442,5.90119,0.258589,3.85835,0.0365118,0.073897,0.535612,1.29227,8.54052,0.43364,1.14582,0.619802,
114,27.6167,91.6609,217.441,0.301292,0.586385,0.894227,42.2458,0.552,10.6521,2.83492,0.420667,0.847417,8.9751,12.9919,8.17247,1.39719,1.09069,1.92903,2.57354,131.218,0.91516,24.4767,10.7723,0.0899576,1.08547,29.1374,3.45259,29.2452,0.871838,1.76422,0.156674,0.352442,5.86881,0.258589,3.85835,0.0365118,0.101162,0.541214,1.29062,8.52447,0.43364,1.12783,0.615856,
115,27.6128,81.3386,187.737,0.33948,0.342056,0.490633,29.8551,0.556874,10.0738,5.15484,0.415538,0.609954,9.23059,13.766,8.42755,1.35705,1.05866,0.644452,0.63554,88.728,1.00398,22.2886,20.3701,0.0584803,0.300126,28.4285,11.0635,28.5539,0.759101,1.53638,0.156674,0.352442,5.86881,0.258589,3.90616,0.0365683,0.19044,0.541675,1.29031,4.57813,0.434884,1.12783,0.615856,
116,27.4985,55.1717,134.879,0.498416,0.275791,0.516309,19.6333,0.428242,6.27972,3.24997,0.41235,0.576137,5.06329,12.2484,4.24025,1.2944,0.953524,0.508315,0.830979,68.607,0.806227,12.8885,16.0544,0.025735,0.0513594,18.9919,1.65498,19.3359,0.745496,1.66637,0.156674,0.352442,5.86881,0.258772,3.89253,0.0365683,0.404643,0.542452,1.28639,8.88999,0.444998,1.13467,0.615856,
117,27.4691,88.2161,195.375,0.311384,0.337698,1.19659,36.3624,0.636988,10.1194,7.42739,0.413644,0.726628,7.9549,13.0847,7.12218,1.43909,1.39449,0.554558,3.01108,99.7463,1.20309,23.4581,25.5655,0.0749802,0.841911,22.9684,3.63141,22.3982,1.08,2.51891,0.156674,0.353468,5.86374,0.258772,3.89253,0.0365683,0.159241,0.417139,1.27464,8.74672,0.444998,1.13616,0.620454,
118,27.4386,51.2109,132.009,0.535797,0.227044,0.719948,22.3016,0.417607,6.07789,1.72381,0.415439,0.586781,2.65242,12.1644,1.81354,1.24522,0.865114,0.323524,2.13139,102.424,0.683116,11.5334,9.58969,0.113395,0.183589,8.39216,2.00141,8.39292,0.724331,1.23467,0.156674,0.352683,5.86374,0.258772,3.89699,0.0365683,0.0279572,0.536361,1.27049,0.460588,0.442057,0.911807,0.626706,
119,27.4386,98.2845,222.185,0.279175,0.359422,1.4369,45.7146,0.701871,7.94154,6.31277,0.424151,0.812694,10.2615,12.4035,9.45561,1.37472,1.08515,0.610077,4.55134,127.406,1.30585,15.0216,19.8386,0.106426,0.919393,26.8447,1.84412,26.8804,1.04693,1.50313,0.159842,0.352618,5.82524,0.259344,3.87239,0.0365683,0.318204,0.534689,1.27049,3.23118,0.442057,1.13481,0.626706,
120,27.4386,66.8348,152.431,0.410544,0.273752,0.820776,22.2601,0.517736,9.17491,7.18716,0.413496,0.592239,4.64748,14.6539,3.85224,1.32941,1.11152,0.397498,1.86309,81.5485,0.86114,18.0448,27.9911,0.0832812,0.273845,14.7824,17.3724,15.542,0.784961,1.67266,0.166193,0.352683,5.82524,0.259344,3.89699,0.0360331,0.0171513,0.495399,1.27049,7.9658,0.438954,0.903239,0.626706,
121,27.4386,81.3616,200.399,0.337243,0.34073,0.59915,37.4464,0.626244,8.2785,5.54886,0.412522,0.615153,6.60032,12.7746,5.80209,1.2485,1.06848,0.618826,1.39481,116.677,1.18135,17.513,19.1952,0.0753847,0.228086,23.5481,4.27174,23.4735,0.692366,1.67146,0.166193,0.352683,5.82524,0.259344,3.91687,0.037044,0.120025,0.536361,1.27049,9.18028,0.438106,0.444684,0.626706,
122,27.3963,77.3291,183.296,0.354281,0.398346,0.964711,37.0583,0.533906,10.3595,4.22786,0.416617,0.618112,4.08255,12.5817,3.29745,1.47498,1.31512,0.794628,2.20382,120.481,0.843792,23.4841,15.7507,0.115987,0.314032,14.2417,2.63073,14.308,1.19367,2.32985,0.166193,0.35248,5.85143,0.259344,3.92743,0.037044,0.045248,0.541564,1.26968,6.16583,0.438106,1.13062,0.630224,
123,27.3963,69.7232,190.046,0.392929,0.228136,0.781747,20.8083,0.59386,9.78521,8.85582,0.41526,0.577528,6.3312,13.5026,5.53583,1.43714,0.870607,0.319797,2.16317,83.9126,1.17873,24.6311,38.1168,0.121611,0.240102,21.8713,7.23304,22.026,1.51637,1.05944,0.166245,0.352971,5.84166,0.268853,3.92722,0.0370615,0.167892,0.170062,1.27879,11.358,0.440348,0.830981,0.630224,
124,27.3235,117.994,294.275,0.231568,0.364062,1.14835,44.1412,0.602566,8.53576,6.83096,0.418496,0.589269,9.01982,35.5348,8.24586,1.2142,1.34819,0.699812,2.88464,126.543,0.960553,14.824,23.54,0.0747085,0.198353,25.0912,165.627,25.6392,0.541176,2.25416,0.166245,0.353008,5.79751,0.28293,3.91946,0.0370615,0.131064,0.541051,1.27539,4.91655,0.440348,0.482266,0.63116,
125,27.3235,81.9033,195.988,0.333607,0.328012,0.888966,34.7249,0.566108,11.4556,3.65182,0.424261,0.633911,7.22845,13.0458,6.4011,1.47871,1.07567,0.568997,3.00265,118.429,0.968374,26.8472,14.6452,0.161888,0.447898,22.1555,23.1995,22.1666,1.29901,1.72734,0.171081,0.353008,5.79751,0.281313,3.92003,0.0370615,0.0911053,0.0159882,1.27539,3.70385,0.440348,1.12735,0.630788,
126,27.311,176.062,676.885,0.155122,75.1513,0.984095,32.3278,0.614373,10.5642,8.98625,0.425552,0.617549,8.76698,27.0785,7.9707,1.38448,1.18991,521.203,2.04238,99.489,1.03707,23.127,29.4913,0.106865,0.370715,26.7576,107.332,27.0318,1.05399,1.75282,0.171081,0.353008,5.75441,0.284017,3.91547,0.0366518,0.202858,0.131119,1.27539,3.11756,0.4421,0.397405,0.630788,
127,27.311,98.1542,213.059,0.278246,0.384541,0.804038,40.8122,0.609249,9.88972,9.18425,0.42064,0.759503,10.6306,12.368,9.82722,1.36366,1.10061,29.9989,1.69169,107.916,1.02841,22.0777,30.1177,0.0974136,0.842458,28.2185,14.5267,28.3362,1.15972,1.51257,0.172513,0.352694,5.74081,0.284017,3.88698,0.0370291,0.0403823,0.151642,1.27539,6.98888,0.4421,0.2635,0.630534,
128,27.2965,53.9202,130.392,0.506239,0.231051,0.476534,18.4205,0.448919,5.88884,2.5096,0.396773,0.563375,5.75745,12.216,4.92046,1.25236,0.838252,0.371321,0.895128,66.3203,0.886865,10.5881,13.9838,0.0668709,0.274816,23.2961,0.94116,23.0434,0.615456,1.04627,0.172513,0.352694,5.73644,0.279491,3.91547,0.0365035,0.0342184,0.0982198,1.27539,10.0858,0.441092,1.12735,0.630534,
129,27.2965,71.6921,187.842,0.380746,0.289322,0.613401,29.1386,0.50213,8.46694,5.23774,0.427119,0.558468,6.07588,12.7759,5.24847,1.27066,1.08743,0.548314,1.27047,112.199,0.930961,20.918,22.4106,0.0978544,0.0737331,23.0944,3.39201,23.1033,0.941816,1.82486,0.171709,0.353208,5.73644,0.286019,3.92003,0.0365035,0.352891,0.450338,1.27539,12.0127,0.444841,0.278528,0.630534,
130,27.2888,42.8995,77.8067,0.636111,0.241556,0.456072,11.35,0.4344,4.7876,2.28301,0.399625,0.61536,4.49891,11.995,3.70729,1.21392,0.916729,0.33586,0.526443,35.6926,0.692605,5.58158,12.0579,0.0614577,0.467086,16.0258,1.38337,16.0254,0.411094,1.42952,0.171111,0.352772,5.73644,0.286019,3.91671,0.0365035,0.0303785,0.539379,1.27539,4.09891,0.43765,1.12814,0.630758,
131,27.1858,62.0669,126.737,0.438008,0.336858,0.768009,18.4306,0.561113,7.42655,7.64097,0.400191,0.715972,5.21994,13.6838,4.42021,1.36269,1.09997,0.545365,1.5856,46.5296,0.932173,12.938,28.9509,0.0628788,0.937653,18.6999,10.778,18.8005,1.05518,1.83696,0.172181,0.352737,5.69887,0.285671,3.92301,0.0365035,0.00896919,0.517456,1.27539,10.9743,0.43286,0.762723,0.629196,
132,27.1858,56.2647,103.118,0.483177,0.334531,0.767818,17.5454,0.620304,8.81065,5.98259,0.410318,0.642562,3.24279,13.0283,2.38097,1.40348,1.09498,0.547071,1.50668,42.102,1.14051,20.0822,21.5149,0.0658,0.524918,9.36676,5.73899,9.05084,1.34967,1.62255,0.172181,0.352737,5.69887,0.281135,3.92301,0.036693,0.180587,0.0911453,1.27539,7.35868,0.43286,0.914739,0.628568,
133,27.1858,78.6855,184.797,0.345499,0.57138,0.951938,35.1997,0.476931,7.47531,4.96482,0.426826,0.631099,7.29932,11.9449,6.51765,1.23326,0.992374,1.7836,2.71239,103.425,0.717409,13.6616,19.6355,0.0935458,0.437846,24.2197,2.26959,23.4939,0.38417,1.29131,0.172146,0.235422,5.69887,0.281135,3.92301,0.0365594,0.344886,0.146929,1.27539,0.0737335,0.444841,1.12968,0.630115,
134,27.1821,64.7425,152.617,0.41985,0.277022,0.732591,28.839,0.496323,6.46364,6.66563,0.426769,0.61856,2.87221,12.9829,2.07826,1.24792,1.04166,0.519843,1.53788,101.274,0.820991,14.6109,28.9926,0.111172,0.436071,7.12098,6.08562,7.81766,0.459812,1.65867,0.171225,0.353481,5.69887,0.278878,3.34625,0.0366951,0.191872,0.537797,1.28302,8.78161,0.444841,1.12968,0.630212,
135,27.1746,60.6313,174.412,0.448195,0.241506,0.546796,19.1193,0.56506,7.48234,8.45826,0.422129,0.798146,4.80921,11.9482,4.02349,1.37158,0.845261,0.294425,1.07042,84.0957,1.0602,17.4889,36.331,0.105497,1.25911,18.2115,1.76677,18.4111,1.40539,0.925144,0.171225,0.353584,5.68952,0.277125,3.91702,0.0366951,0.195065,0.535302,1.28547,2.58445,0.456297,1.12968,0.630712,
136,27.1641,50.4272,115.288,0.53868,0.260141,0.47593,13.0267,0.407679,6.10222,3.11046,0.41028,0.55658,5.83262,13.3708,5.04997,1.1156,0.708282,0.422797,0.632744,42.1717,0.585174,11.0307,17.4723,0.0140648,0.245331,22.2344,9.37525,22.3992,0.290116,0.406043,0.172272,0.353148,5.68125,0.280991,3.91702,0.0367685,0.373983,0.537797,1.28644,9.34943,0.457416,0.273317,0.630712,
137,27.1443,57.6078,134.217,0.471191,0.309809,0.678516,24.3517,0.58333,8.67999,4.08693,0.420153,0.688524,2.14169,12.0717,1.35621,1.32943,0.909831,0.617846,1.62031,91.9196,1.16291,21.3956,18.6743,0.0762995,0.643491,4.9154,1.23,5.06431,0.954151,1.27758,0.17216,0.153052,5.67932,0.277276,3.94007,0.0367685,0.225801,0.537797,1.28644,9.39515,0.457416,1.12943,0.630625,
138,27.1325,54.7146,113.743,0.495891,0.318124,0.589396,20.279,0.582468,7.49803,2.02726,0.415319,0.597848,4.24012,12.4528,3.46574,1.22673,1.02177,0.585861,1.05231,76.7862,1.20202,17.1462,10.3621,0.0569511,0.249911,13.4706,3.48337,13.9369,0.374508,1.60174,0.17216,0.353514,5.67317,0.277276,3.94007,0.036865,0.194202,0.537603,1.2888,7.19943,0.463542,1.12943,0.630712,
139,27.1224,69.9569,176.247,0.387702,0.321673,0.714292,21.5961,0.519153,7.33357,7.84661,0.407611,0.649149,8.09741,12.827,7.33209,1.33424,0.978039,0.594439,1.45625,73.6067,0.966203,15.8926,32.2477,0.0697506,0.444521,26.5793,4.02388,27.422,0.79217,1.46747,0.172097,0.353729,5.67317,0.274645,3.93453,0.0367402,0.0534554,0.537603,1.2888,11.9646,0.466276,1.12943,0.630615,
