Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.roll_center.z.avg,Heave.front.king_pin_inclination_l.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.roll_center.z.std_dev,Heave.front.king_pin_inclination_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.roll_center.z.best,Heave.front.king_pin_inclination_l.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
29,103.038,200.901,424.562,0.512879,100.429,3.13667,6.09965,0.715308,1.07142,1.99979,0.259169,10.9156,1.83668,18.9845,53.3068,0.581314,1.56486,316.891,2.69876,13.0291,1.0506,2.64892,2.5773,0.065887,12.5622,1.45861,55.1104,36.611,0.610519,0.458806,14.5881,0.955473,0.0916775,0.0166039,0.433694,0.0991495,0.180351,0.787589,0.0474087,0.129848,9.63017,0.0592018,0.817136,
30,100.691,332.469,1527.64,0.30286,41.3208,2.8008,4.26949,0.578809,0.638661,1.96681,0.268294,9.20344,2.09665,11.6747,255.298,0.614973,1.73755,17.5543,1.93705,11,0.732235,0.264871,2.25478,0.0814432,13.4138,1.36283,45.6425,1457.01,0.622222,1.18402,14.5881,0.955473,0.0916775,0.0305215,0.409452,0.16691,0.180351,0.787589,0.23666,0.129848,36.8667,0.165574,0.861886,
31,100.526,165.61,181.14,0.607007,64.6824,4.60467,5.7073,0.63498,0.668579,2.01682,0.275245,18.6811,2.03784,16.0979,47.9028,0.611613,1.68838,99.5741,7.19615,11.8946,0.891689,0.221521,2.69061,0.138519,32.288,1.13734,42.5075,207.546,0.564531,0.482157,14.5881,0.905419,0.0916775,0.0267614,0.409452,0.16691,0.0853338,0.787589,0.386411,0.129848,21.3161,0.133818,0.485904,
32,100.526,136.06,116.388,0.738835,51.4374,2.89474,3.79204,0.596045,0.653735,1.63553,0.274941,12.5699,2.17532,9.31802,48.454,0.527049,1.73151,75.7465,3.32821,9.40661,0.760912,0.382835,1.63928,0.0564505,17.0341,1.55206,30.6031,6.67133,0.538537,0.554419,14.5881,0.849077,0.0916775,0.0305215,0.375243,0.16691,0.195336,0.787589,0.491137,0.129848,29.8785,0.170515,1.20424,
33,99.5828,182.957,243.784,0.544297,56.6201,4.29528,8.76797,0.884688,0.787527,1.82111,0.291656,16.0076,1.77059,17.5864,71.627,0.656156,1.8407,70.7241,6.50602,21.2815,1.33156,0.849426,2.05381,0.119643,26.4939,1.1642,55.5236,167.08,0.737517,0.660571,14.5881,1.0471,0.0916775,0.0305215,0.375243,0.0615814,0.0365542,1.55757,0.0129673,0.129848,11.6559,0.167412,1.29774,
34,99.5828,167.874,190.646,0.593201,60.6686,4.41601,7.05315,0.693868,0.697699,1.91813,0.299208,16.7281,1.88655,19.1143,51.9364,0.640353,1.8213,99.8324,7.51645,18.2064,1.011,0.842654,2.07613,0.167062,29.8375,1.23886,47.9057,25.1592,0.658119,0.575478,11.8705,0.92534,0.0916775,0.0305215,0.331162,0.0615814,0.0347497,1.55757,0.0457133,0.129848,12.6594,0.115334,0.938766,
35,95.0754,141.525,151.079,0.671791,50.4601,2.61682,4.88648,0.665031,0.60371,2.35302,0.282531,9.70333,2.10384,14.9596,50.5514,0.576705,1.76284,77.3904,4.06727,11.8393,1.02008,0.424711,3.4621,0.044599,15.0855,1.21329,50.7496,9.58479,0.522047,0.665192,14.5881,0.92534,0.0916775,0.0305215,0.405489,0.0615814,0.18674,1.85352,0.0457133,0.129848,3.49715,0.12326,0.234727,
36,94.4769,178.536,213.887,0.529176,70.594,4.40919,8.16519,0.850236,0.709113,2.23455,0.320321,16.6358,2.396,20.3104,49.5445,0.58801,1.77854,118.727,6.67413,18.8841,1.21561,0.694004,2.83598,0.13847,31.0895,1.27743,60.1195,8.29561,0.602857,0.501249,14.5881,0.92534,0.0916775,0.0305215,0.336821,0.0615814,0.178648,1.35508,0.0457133,0.129848,15.4807,0.12326,1.03882,
37,94.4769,123.725,117.444,0.763605,39.5921,3.10903,4.61902,0.471357,0.583741,1.29364,0.287079,10.0166,2.37687,8.34128,50.7877,0.371923,1.87443,60.5113,6.09121,18.3279,0.642341,0.404743,1.45167,0.0499263,27.4637,1.32271,32.7372,6.21716,0.344868,1.16647,15.5463,0.92534,0.0916775,0.0305215,0.405489,0.0615814,0.170836,1.35508,0.0260934,0.129848,29.6029,0.0858812,1.25036,
38,94.4769,158.711,177.752,0.595275,41.7957,4.4217,7.96888,0.634765,0.665997,1.48004,0.299982,13.4076,1.93209,13.4217,70.4559,0.516308,1.71081,44.5641,7.19832,18.3601,0.916047,0.462752,1.32834,0.0752379,29.0783,1.34548,34.7737,100.038,0.623827,0.368256,15.5463,0.92534,0.230182,0.0307115,0.396369,0.0615814,0.219755,0.261055,0.0260934,0.32114,19.5431,0.0858812,0.66065,
39,93.1465,136.861,153.905,0.68059,53.5215,3.54898,5.04441,0.58932,0.698608,1.10841,0.309577,9.17188,2.00093,8.79811,49.8908,0.388952,1.78985,100.729,5.32118,13.9875,0.831402,0.735145,0.827217,0.141573,19.4906,1.21555,34.7649,21.477,0.375629,0.524675,15.5463,0.978191,0.230182,0.0571721,0.42045,0.0615814,0.253219,0.261055,0.0263857,0.32114,13.5351,0.0858812,0.52291,
40,93.1465,154.062,190.962,0.604605,49.2617,4.12611,6.43912,0.716242,0.686089,1.38349,0.283267,11.5906,2.31867,23.1565,51.7739,0.46151,1.86432,66.8099,6.57112,17.1804,1.09472,0.580545,1.44659,0.0556497,28.7738,1.36677,72.9407,10.142,0.515257,0.676146,15.445,1.40372,0.253298,0.0432548,0.42045,0.0615814,0.0669039,0.261055,0.0263857,0.201245,29.5287,0.100204,1.29774,
41,93.1465,167.029,163.03,0.557666,50.4574,4.31526,6.95389,0.642618,0.694738,1.85121,0.283408,10.5343,2.42914,31.9658,54.4088,0.619647,1.87275,66.7509,6.58689,13.268,0.885974,0.53931,2.19763,0.0826598,25.8248,1.66215,66.2916,20.8393,0.784139,0.602319,8.42668,1.40372,0.253298,0.048842,0.165381,0.0615814,0.0195108,0.165737,0.0263857,0.201245,9.98973,0.100157,0.456281,
42,89.6036,147.217,219.5,0.60865,60.323,2.63146,5.81443,0.483704,0.545676,1.52505,0.314307,4.76774,2.06607,14.9116,51.5819,0.363095,1.88889,147.486,1.49924,16.3838,0.73521,0.205794,2.24425,0.167043,9.66115,1.66542,50.2144,9.28956,0.362982,0.916235,8.64161,1.40372,0.216023,0.048842,0.165381,0.0471136,0.10614,0.406115,0.0263857,0.201245,33.1145,0.0874,1.00439,
43,89.6036,144.715,177.751,0.619174,57.5869,3.34387,5.79106,0.665202,0.582193,1.40831,0.31124,7.12449,2.14782,14.6705,48.8227,0.449377,1.81085,107.837,3.67658,14.3957,1.19542,0.30513,1.73879,0.124651,20.0361,1.6463,45.201,9.62225,0.565697,0.578403,15.445,1.07495,0.148015,0.0280446,0.165381,0.0471136,0.118071,0.394983,0.0263857,0.201245,6.37142,0.0874,1.02735,
44,89.6036,121.633,106.874,0.736672,40.7829,3.10379,3.89401,0.629207,0.575564,1.24043,0.2793,5.68564,2.18315,12.2285,48.9906,0.417176,1.62259,48.0311,2.63022,9.42762,0.878787,0.289431,1.5689,0.0490776,14.106,1.58082,42.1075,6.90588,0.342576,0.312056,18.538,1.9119,0.146506,0.0280446,0.165381,0.0349076,0.0672057,0.103513,0.0439743,0.201245,30.5512,0.118019,0.133872,
45,84.0565,139.36,158.959,0.60316,51.2212,3.41781,7.09151,0.623713,0.599768,1.82902,0.286005,8.18415,1.75457,10.9389,51.1116,0.552424,1.74966,90.6242,4.87788,20.553,0.834579,0.501349,3.025,0.0679605,23.4008,1.32932,29.269,29.1909,0.588077,0.754299,17.0931,1.9119,0.146506,0.0280446,0.101087,0.0135398,0.0490044,0.103513,0.0456951,0.356548,25.9731,0.136501,0.473616,
46,81.3226,149.793,216.173,0.542898,62.5156,2.87416,4.68328,0.60094,4.76723,1.70476,0.329859,7.27939,1.67502,16.0576,45.1751,0.468627,1.6618,127.987,1.35362,11.0736,0.847943,29.27,2.4027,0.208187,15.6518,1.14988,46.5063,11.5771,0.420544,0.266705,12.2992,1.86132,0.197698,0.0280446,0.101087,0.0135398,0.246667,0.252535,0.0185191,0.356548,23.6731,0.121294,1.22243,
47,80.3581,124.064,127.26,0.647716,43.7096,4.08479,5.972,0.621435,0.673389,1.0929,0.299212,9.72387,1.57462,10.4014,43.7198,0.412842,1.77793,84.1515,5.91273,15.2781,0.911146,3.65614,1.37628,0.127932,24.3595,1.06861,18.565,16.0431,0.387141,0.936751,17.495,1.9119,0.205187,0.0280446,0.101087,0.0135398,0.0634905,0.252535,0.0293811,0.44779,13.1711,0.113751,0.95946,
48,74.4798,138.676,183.858,0.537078,47.1782,4.46718,6.25892,0.60327,0.597346,1.24648,0.290072,12.5613,1.56532,20.0302,41.8589,0.355777,1.66318,70.6787,7.75792,19.8036,0.917633,0.520329,1.45362,0.0672641,34.1688,0.998491,61.418,8.94852,0.327688,0.677737,17.495,1.90419,0.0723466,0.0415986,0.101087,0.0135398,0.085687,0.55976,0.0196975,0.44779,18.7444,0.101832,0.411215,
49,74.4798,136.294,176.722,0.546463,51.835,3.12854,7.63816,0.550471,0.579712,1.22096,0.30815,8.47837,1.24165,17.0816,42.1679,0.328872,1.73508,99.3015,3.99166,23.5989,0.976269,0.529785,1.91555,0.111388,18.9879,0.981384,48.8148,15.9952,0.419333,0.511739,17.495,1.90419,0.0723466,0.0222056,0.148009,0.0417122,0.0433572,1.9555,0.0196975,2.25604,18.1235,0.101832,1.22243,
50,74.0069,142.876,242.434,0.517981,56.5803,4.25538,5.21633,0.425389,3.73421,1.28337,0.335807,11.246,1.16138,15.6412,40.9316,0.344675,1.72019,124.89,7.51874,16.8455,0.842573,21.9638,2.14735,0.178653,32.8668,0.992539,50.5453,3.89384,0.492341,0.516839,18.9889,1.85534,0.0723466,0.0222056,0.148009,0.0417122,0.264454,0.577066,0.0196975,2.25604,32.1117,0.101832,1.4592,
51,71.9129,128.278,165.581,0.560601,46.2184,3.47321,4.69427,0.604105,0.640898,1.34521,0.309856,8.92758,1.3147,18.0229,40.7439,0.343563,1.63954,88.0108,4.41574,15.3873,1.32607,1.37149,2.08291,0.120717,21.755,1.10971,54.6694,11.089,0.528458,0.491236,18.9889,1.65954,0.0723466,0.0222056,0.148009,0.0992466,0.0937193,0.546969,0.0573179,1.87402,2.56721,0.0900505,0.645063,
52,71.9129,99.1377,101.539,0.725384,33.4577,2.57604,3.24023,0.388295,0.569561,1.16044,0.310763,5.12855,1.57918,6.26194,42.4739,0.254033,1.73717,56.723,0.971246,11.6033,0.83092,0.187422,1.88063,0.051862,10.9618,1.4053,16.6605,25.9618,0.28317,0.706822,17.7999,1.65954,0.115605,0.0222056,0.171541,0.261942,0.267635,0.0452388,0.0573179,1.87402,14.306,0.0900505,1.40588,
53,71.9129,134.625,206.68,0.534171,47.5185,3.48743,6.37181,0.538833,0.666243,1.11599,0.315683,10.2618,1.86232,22.2817,38.2142,0.304864,1.68592,85.1709,5.54336,19.4998,1.17898,0.506755,1.57628,0.0503858,26.5881,1.6407,72.2932,6.65382,0.326047,0.663028,17.7999,1.65954,0.115605,0.0222056,0.163773,0.218277,0.277415,0.505359,0.0573179,2.21474,16.5532,0.0900505,1.17962,
54,71.9129,139.79,230.388,0.514435,55.5668,3.09886,4.64403,0.431087,0.845608,1.34956,0.340595,9.38188,1.47917,19.1924,41.5116,0.386244,1.56233,136.978,4.19486,12.987,0.701703,1.51688,2.61446,0.167928,19.4106,1.42904,57.0867,19.2157,0.520653,0.22861,15.2273,1.62574,0.115605,0.0222056,0.171541,0.160243,0.136977,0.505359,0.0165168,2.6671,29.6373,0.0900505,0.720594,
55,69.3335,142.751,240.609,0.485695,50.0884,3.1612,5.40902,0.499362,0.631661,0.956451,0.326958,8.51165,1.41214,24.7002,44.9582,0.409596,1.68625,107.897,4.46532,19.2303,0.983974,0.44774,1.48863,0.0864623,24.0843,1.49541,72.8074,49.8257,0.557514,0.895908,15.2273,1.49451,0.117424,0.0190688,0.330035,0.160243,0.135709,0.577066,0.0696907,2.6671,18.9683,0.110935,1.20506,
