Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.mechanical_trail_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.mechanical_trail_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
0,54.6707,576.158,267.847,0.0948883,370.867,2.10242,26.3741,1.32239,7.70253,0.434827,22.1368,11.0952,1.65619,125.343,4.12747,0.938623,2.05754,125.456,2.0038,36.3756,1.18943,6.64762,0.450047,20.8797,11.4633,1.91888,182.813,4.78154,1.11061,2.55267,23.5943,0.0305215,0.0916775,0.0931022,0.303113,0.0265186,0.744998,7.42309,0.24781,0.779089,0.0202723,0.127116,0.20819,
1,54.6707,589.919,331.817,0.0926748,293.292,2.00314,24.0511,1.06221,4.07613,0.385699,19.5752,9.89813,1.68431,223.811,7.42252,0.812756,1.8454,101.753,1.24786,21.7968,0.577692,3.81885,0.122746,17.3709,2.57701,1.75358,289.266,10.3368,0.507618,1.2934,23.5943,0.0305215,0.0916775,0.0931022,0.303113,0.0547618,0.744998,7.42309,0.0824577,0.779089,0.0202723,0.182998,0.304067,
2,54.6707,585.024,362.726,0.0934502,275.969,1.79518,24.7045,1.23292,3.31681,0.364138,21.1173,9.81399,2.03393,234.003,7.75883,0.839931,2.07454,87.2155,1.31546,24.2175,0.646676,2.59485,0.154337,16.8576,2.49783,1.75313,341.131,11.4403,0.547007,1.43106,23.5943,0.0305215,0.0916775,0.0931022,0.0505749,0.0604135,0.744998,5.40503,0.142928,0.779089,0.0202723,0.0461406,0.304067,
3,54.6707,557.56,346.078,0.0980535,263.523,1.95763,25.2113,1.30841,3.6891,0.33803,21.5931,14.7151,2.048,213.047,7.05582,1.05002,2.02341,88.0622,1.1986,25.5305,0.531598,3.09464,0.147521,20.9635,32.8961,1.68412,317.688,10.445,0.673871,2.31289,23.5943,0.0305215,0.0916775,0.0931022,0.110121,0.0216519,0.744998,7.80673,0.0098041,0.779089,0.0202723,0.182998,0.0813938,
4,54.6707,624.377,483.532,0.0875604,267.914,1.84199,23.1396,1.22675,3.04615,0.362583,21.9888,9.98146,1.69445,281.151,9.34349,0.897318,1.7888,67.1446,1.14878,20.268,0.857456,2.15009,0.139536,21.1409,5.27614,1.66628,410.754,14.4497,0.582224,1.42302,23.5943,0.0305215,0.0916775,0.0931022,0.303113,0.0575281,0.744998,7.80673,0.0521321,0.779089,0.0202723,0.182998,0.0481688,
5,54.6707,435.939,202.886,0.125409,255.752,1.61676,18.3924,1.03853,2.88007,0.335374,20.4844,9.76217,1.60016,117.814,3.8992,0.842246,1.52212,55.7468,1.1895,17.5546,0.495639,1.98099,0.0881185,17.2297,2.27225,1.59736,240.931,8.47073,0.540644,1.10441,23.5943,0.0305215,0.0916775,0.0931022,0.151739,0.090012,0.624027,7.80673,0.0550894,0.779089,0.0202723,0.182998,0.304067,
6,54.6707,503.415,283.651,0.1086,250.694,1.6743,22.7495,1.02446,3.45485,0.336258,20.1075,10.1971,1.96729,181.979,6.03639,0.866166,2.32797,63.3489,1.17683,25.8391,0.48787,2.26572,0.118034,16.6985,2.37726,1.86309,242.85,7.98883,0.511035,2.48157,23.5943,0.0305215,0.0916775,0.262156,0.303113,0.0414056,0.744998,7.80673,0.0635927,0.779089,0.0202723,0.182998,0.450135,
7,54.6707,399.346,144.441,0.136901,255.381,1.41312,13.7256,1.05066,3.59393,0.328502,17.244,9.86016,1.79241,89.5361,2.95938,0.927138,1.53338,52.747,1.05887,16.5861,0.550265,2.18038,0.0904407,13.7319,2.26283,1.79751,165.717,5.36163,0.502824,1.20594,23.5943,0.0305215,0.0916775,0.240077,0.13182,0.090012,0.214595,7.67314,0.0609941,0.779089,0.0202723,0.182998,0.379429,
8,54.6707,469.375,265.684,0.116476,221.739,1.80727,14.1029,1.09407,3.02406,0.261061,23.5998,10.1766,1.69655,183.247,6.08112,0.919542,1.62506,57.0143,1.06356,12.9771,0.569363,2.01768,0.123676,16.0062,2.51745,1.44875,246.481,9.36163,0.524155,1.08137,23.5943,0.0305215,0.0916775,0.240077,0.303113,0.0113522,1.54544,7.74745,0.00889825,0.779089,0.0202723,0.124002,0.287655,
9,54.6707,400.911,165.285,0.136366,218.889,1.76785,12.8531,0.988329,2.80928,0.268842,22.2301,9.89715,1.57664,123.294,4.08565,0.825122,1.42572,52.9938,1.13983,12.1756,0.485461,1.92453,0.10932,13.8469,2.27748,1.36319,191.848,5.9794,0.477032,0.92636,23.5943,0.0305215,0.0916775,0.240077,0.027474,0.0564125,1.54544,7.86521,0.0332162,0.779089,0.0202723,0.124002,0.130883,
10,54.6707,408.028,170.525,0.133988,214.307,1.91021,14.4918,1.1339,3.52129,0.240744,22.0147,10.1618,1.94471,131.307,4.35185,0.959995,1.68287,55.4385,1.05115,13.1738,0.569087,2.08969,0.126826,13.2112,2.32498,1.56284,172.359,5.70308,0.518168,1.15144,23.5943,0.0305215,0.0916775,0.240077,0.500239,0.030263,1.54544,7.86521,0.450496,0.779089,0.0202723,0.124002,0.429053,
11,54.6707,408.417,211.622,0.13386,219.704,1.66674,21.3485,1.18817,3.05259,0.260688,29.4429,10.407,1.72194,112.654,3.71982,0.983196,2.26769,85.8074,1.20995,24.382,0.743915,1.97288,0.181114,25.216,3.14342,1.38497,169.13,5.67941,0.592859,1.98396,23.5943,0.0305215,0.0916775,0.240077,0.326481,0.0564125,0.927194,7.5999,0.032421,0.779089,0.0202723,0.124002,0.429053,
12,54.6707,372.095,125.853,0.146927,206.042,1.75601,14.2052,1.01365,2.89777,0.23319,25.7978,10.1103,1.62225,102.377,3.38568,0.917677,1.7356,49.1987,1.04315,16.1082,0.476657,1.84721,0.105399,13.4148,2.33017,1.21387,122.336,4.08856,0.525515,1.25982,23.5943,0.0305215,0.0916775,0.348795,0.37331,0.00201434,2.15464,7.68373,0.0257151,0.779089,0.0202723,0.124002,0.450135,
13,54.6707,428.463,234.323,0.127597,193.13,1.60974,16.0061,1.04493,2.75345,0.201218,23.8573,10.2761,1.42676,169.778,5.62965,0.961218,1.78882,49.8239,1.10415,14.5607,0.501756,1.9616,0.108668,14.6644,2.46664,1.19849,222.599,8.2123,0.559412,1.10686,23.5943,0.0305215,0.0916775,0.260289,0.0939907,0.0103594,2.15464,6.6911,0.0894785,0.779089,0.0202723,0.124002,0.44412,
14,54.6707,374.872,173.538,0.145838,201.629,1.86405,14.7295,1.12436,3.50356,0.211719,24.8903,9.80805,1.58781,109.191,3.60301,0.979295,1.74953,47.0927,1.07582,13.482,0.50812,2.30337,0.104564,12.8512,2.45238,0.902954,176.24,5.68317,0.527865,1.16552,23.5943,0.0305215,0.0916775,0.295119,0.36545,0.0303339,2.15464,4.71143,0.467808,0.779089,0.0202723,0.124002,0.391378,
15,54.6707,394.459,199.952,0.138597,191.593,1.71479,15.0879,1.05509,3.85575,0.193375,21.3377,10.2022,1.6699,140.16,4.63264,0.93174,2.0241,52.7672,1.25536,16.474,0.53358,2.47017,0.118256,10.6672,2.67842,1.05419,193.985,6.2494,0.600931,1.5275,23.5943,0.0305215,0.0916775,0.295119,0.0147054,0.0176268,1.90812,7.67488,0.0412226,0.779089,0.0202723,0.0673124,0.450135,
16,54.6707,441.276,290.524,0.123892,187.672,1.83778,17.312,1.11421,3.82959,0.203509,27.9,9.70856,1.5331,181.124,5.98275,1.01578,2.04289,52.1272,1.08837,17.0362,0.493611,2.20043,0.154621,18.7714,3.20918,1.05978,266.726,8.70022,0.575399,1.23892,23.5943,0.0305215,0.0916775,0.295119,0.616909,0.0139551,2.15464,0.584515,0.0482639,0.779089,0.0202723,0.0679747,0.383531,
17,54.6707,366.492,171.648,0.149173,187.475,1.69093,15.9955,1.13957,3.28112,0.193738,23.7291,10.2395,1.75325,114.47,3.7615,0.959781,1.80366,48.712,1.21065,15.6822,0.508047,2.18485,0.106933,11.3559,2.3985,1.52587,188.603,6.57087,0.593378,1.12034,23.5943,0.0305215,0.0916775,0.295119,0.163877,0.0193107,2.15464,7.63633,0.125147,0.779089,0.0202723,0.124002,0.450135,
18,54.6707,362.701,140.881,0.150732,195.106,1.88529,16.6549,1.37849,3.03714,0.195044,21.6758,10.1212,1.50755,104.779,3.44653,0.926412,1.98733,43.4446,1.25204,14.663,0.508906,2.01158,0.108422,10.8968,2.2637,1.12843,127.043,4.2276,0.543282,1.36604,23.5943,0.0305215,0.0916775,0.348795,0.163877,0.00210573,2.15464,8.60709,0.0369518,0.779089,0.0202723,0.124002,0.284654,
19,54.6707,363.42,143.683,0.150434,194.418,2.21691,18.656,1.21972,3.11424,0.198264,26.0024,10.301,1.51584,99.2824,3.26948,0.998198,2.22792,47.63,1.31721,19.5686,0.540068,2.05466,0.10769,12.9954,2.34717,1.08995,117.365,3.90151,0.598635,1.52922,23.5943,0.0305215,0.0916775,0.348795,0.163877,0.0131727,2.15464,8.11039,0.110415,0.779089,0.0202723,0.124002,0.342279,
20,54.6707,383.803,220.225,0.142444,191.112,1.99573,15.3144,1.13356,3.10524,0.16961,23.9852,10.2182,1.96132,127.96,4.19915,0.776334,1.87265,75.5385,1.32672,15.4167,0.466541,2.42526,0.156008,12.0627,2.51828,1.47139,169.7,5.96123,0.605222,1.17591,23.5943,0.0305215,0.0916775,0.335821,0.15993,0.00130906,0.620181,5.85082,0.177412,0.779089,0.0202723,0.124002,0.332158,
21,54.6707,422.498,311.895,0.129399,187.707,1.94811,18.8116,1.11226,3.36736,0.173779,23.4155,10.0568,1.57782,165.988,5.48968,0.921744,1.92832,55.5937,1.15381,17.794,0.493587,2.36255,0.137655,10.6598,2.4362,1.13516,281.049,9.11046,0.663662,1.19915,23.5943,0.0305215,0.0916775,0.348795,0.096933,0.0037475,0.363551,5.85082,0.0183397,0.779089,0.0202723,0.108522,0.431959,
22,54.6707,373.861,191.425,0.146233,190.768,2.11954,13.6306,1.17236,3.34457,0.164183,24.0982,10.0207,1.90493,119.996,3.94966,0.822333,1.86898,45.5904,1.13437,14.9168,0.441779,2.14805,0.121312,12.4358,2.38687,1.20499,168.012,5.72136,0.560613,1.09772,23.5943,0.0305215,0.0916775,0.348795,0.163877,0.00352161,0.272284,5.85082,0.177412,0.779089,0.0202723,0.124002,0.387771,
23,54.6707,457.343,337.027,0.11954,173.351,1.68124,18.6056,1.15985,3.65322,0.140856,25.6517,11.2886,1.63681,210.114,6.9469,1.00769,2.10567,49.5063,1.19354,18.8466,0.449314,3.88344,0.11557,19.0512,5.4241,1.22397,310.434,10.173,0.637316,1.34736,23.5943,0.0305215,0.0916775,0.348795,0.163877,0.0037475,0.272284,5.85082,0.0679248,0.779089,0.0202723,0.124002,0.496935,
24,54.6707,471.289,337.885,0.116002,170.678,1.88183,28.5435,1.36184,2.9268,0.183749,27.2437,12.5533,1.90884,212.832,7.01987,1.07738,3.07861,54.2535,1.12677,33.7472,0.482994,2.10757,0.134423,16.5256,11.8478,1.45814,315.617,10.5016,0.631217,2.65232,23.5943,0.0305215,0.0916775,0.363188,0.163877,0.0037475,0.272284,5.85082,0.177412,0.779089,0.0202723,0.124002,0.496935,
25,54.6707,339.303,139.66,0.161127,171.348,1.72354,16.1896,1.12759,3.35396,0.149507,21.2977,10.3611,1.76909,105.811,3.46922,0.922002,1.78016,48.4573,1.25419,21.8529,0.424764,2.57644,0.11322,14.1271,3.21369,1.16498,177.893,6.0595,0.679774,1.67646,23.5943,0.0305215,0.0916775,0.304683,0.163877,0.0037475,0.272284,5.85082,0.177412,0.779089,0.0202723,0.116162,0.496935,
26,54.6707,346.32,163.878,0.157862,169.801,1.75097,18.1411,1.21425,3.53802,0.132435,19.8437,10.3339,1.79189,113.089,3.70994,1.04776,1.92599,47.2014,1.11657,18.5562,0.441325,2.21594,0.107581,14.1893,2.52018,1.34637,161.497,5.42827,0.592056,1.52241,23.5943,0.0305215,0.0916775,0.362186,0.163877,0.00367751,0.272284,5.85082,0.168254,0.779089,0.0202723,0.015815,0.223365,
27,54.6707,314.893,110.412,0.173617,163.057,1.83371,15.3415,1.27103,4.09451,0.116427,22.0058,10.2259,1.58762,89.8925,2.93917,0.94567,1.58258,40.8214,1.16407,16.6577,0.400152,2.68785,0.0830717,12.5965,2.44201,1.10473,104.216,3.48948,0.581502,1.01577,23.5943,0.0305215,0.0916775,0.362186,0.163877,0.00273069,0.853221,5.85082,0.177412,0.779089,0.0202723,0.124002,0.496935,
28,54.6707,367.662,231.377,0.148698,161.772,1.834,21.2327,1.15537,3.15879,0.111296,21.0371,10.0638,1.65069,138.696,4.56271,0.891237,1.49591,39.3264,1.33329,20.1058,0.419595,2.51517,0.0906822,13.6741,2.72715,1.12667,207.997,7.32091,0.535149,0.969333,23.5943,0.0305215,0.0916775,0.362186,0.045382,0.00357809,0.853221,5.85082,0.177412,0.779089,0.0202723,0.117675,0.496935,
29,54.6707,328.144,152.186,0.166606,154.518,1.61873,17.9417,1.27428,3.63951,0.0987065,20.609,10.3127,2.05014,110.079,3.5998,0.971877,1.43055,38.8157,1.05462,17.1406,0.367028,2.50827,0.0776752,12.7677,2.49475,1.70949,161.751,5.20696,0.581213,0.99201,23.5943,0.0305215,0.0916775,0.362186,0.045382,0.00502822,0.853221,5.85082,0.177412,0.779089,0.0202723,0.0747523,0.431281,
30,54.6707,287.456,92.1726,0.190188,160.739,1.67289,16.0058,1.15388,3.77113,0.10823,18.2027,10.0659,1.68838,69.3762,2.23291,0.990228,1.44897,37.0774,1.15502,18.233,0.420618,2.25855,0.0812067,13.6898,2.56461,1.44247,88.8618,2.94514,0.632283,0.965844,23.5943,0.0305215,0.0916775,0.362186,0.045382,0.00502822,0.853221,5.85082,0.093238,0.779089,0.0202723,0.0979629,0.168636,
31,54.6707,281.609,83.3246,0.194137,152.066,1.61813,11.4216,1.22625,4.48669,0.10559,20.2504,10.4297,1.87902,73.3947,2.36265,0.939283,1.429,41.384,1.11782,14.8909,0.358718,2.51418,0.0901158,13.0772,2.46766,1.26891,80.8166,2.74545,0.556801,0.736554,23.5943,0.0305215,0.0916775,0.362186,0.045382,0.00312245,0.853221,5.85082,0.0627038,0.779089,0.0202723,0.0979629,0.427574,
32,54.6707,329.787,255.276,0.165776,151.454,1.54899,12.7517,1.21623,3.84972,0.129332,21.0972,10.2705,1.95252,119.198,3.89039,0.950986,1.47781,46.4765,0.975417,13.2632,0.451539,2.44681,0.124178,13.6419,2.62523,1.37591,215.085,7.19927,0.606721,0.695305,23.5943,0.0305215,0.0916775,0.362186,0.045382,0.000314832,0.853221,2.61436,0.259933,0.779089,0.0202723,0.0979629,0.543222,
33,54.6707,337.596,289.658,0.161941,153.817,1.73386,15.4632,1.15923,3.79086,0.120304,20.2683,10.7093,1.98274,122.127,3.97718,0.909188,1.53749,57.5958,1.18978,22.7285,0.436841,2.41414,0.110957,11.5002,3.00859,1.13885,228.111,7.63309,0.538783,1.28983,23.5943,0.0305215,0.0916775,0.362186,0.045382,0.00502822,0.853221,5.85082,0.347284,0.779089,0.0202723,0.0979629,0.0921104,
34,54.6707,367.056,233.421,0.148944,133.298,1.78632,10.0554,1.10248,4.02229,0.149872,18.2622,14.6778,2.35762,173.251,5.69679,0.907302,1.48923,47.2344,1.09325,10.8053,0.384781,2.58301,0.111126,12.7642,19.8485,1.39762,212.291,7.38684,0.563814,0.580343,23.5943,0.0305215,0.0916775,0.355763,0.045382,0.00502822,0.853221,5.85082,0.2262,0.779089,0.0202723,0.0979629,0.340349,
35,54.6707,326.259,182.386,0.167568,142.521,1.879,10.531,1.00452,4.29551,0.125941,17.2106,11.2745,2.19278,128.767,4.21141,0.920335,1.32629,42.356,0.981542,12.4815,0.402928,2.28592,0.100289,10.7904,4.83143,1.17496,198.227,6.83121,0.527432,0.613826,23.5943,0.0305215,0.0916775,0.195777,0.045382,0.00309521,0.853221,5.85082,0.347284,0.779089,0.0202723,0.0979629,0.262378,
36,54.6707,327.396,195.284,0.166986,131.26,1.82809,8.54406,1.14468,3.66382,0.137112,20.1563,11.2128,1.93129,140.539,4.60349,0.940171,1.43481,41.5659,1.00015,9.96869,0.35592,2.26581,0.0913707,12.8954,3.70215,1.11156,196.709,6.7257,0.562906,0.49358,23.5943,0.0305215,0.0916775,0.362186,0.045382,0.00502822,0.853221,4.96083,0.162172,0.779089,0.0202723,0.0791221,0.340349,
37,54.6707,308.859,185.68,0.177009,130.234,1.98477,11.2077,1.04494,3.96061,0.156679,24.8061,11.1257,2.06983,116.02,3.78307,0.988672,1.477,46.0423,1.18626,16.0688,0.437089,2.2917,0.120654,19.9272,3.82376,1.27735,177.174,6.03737,0.68358,0.805516,23.5943,0.0305215,0.0916775,0.362186,0.045382,0.000416303,0.853221,5.85082,0.0548494,0.779089,0.0202723,0.0791221,0.340349,
38,54.6707,325.679,223.354,0.167867,126.135,1.46435,8.18649,1.02015,3.59363,0.15261,18.2941,12.7613,2.04943,144.772,4.75364,1.05402,1.44179,39.9169,0.985248,8.46501,0.370112,2.37744,0.109496,13.9722,10.6349,1.40826,227.926,7.43385,0.607791,0.65004,20.374,0.0305215,0.0916775,0.362186,0.045382,0.00348766,0.808263,5.85082,0.104655,0.779089,0.0202723,0.0677609,0.340349,
39,54.6707,357.013,241.602,0.153134,107.87,1.37253,10.088,0.931474,2.99327,0.19857,17.6568,14.5665,1.75824,191.012,6.29404,0.821798,1.44961,49.8467,1.01838,11.6314,0.358197,2.12519,0.135271,14.578,13.1626,1.17372,240.996,8.36684,0.62888,0.523444,11.2878,0.0305215,0.0916775,0.109308,0.045382,0.00348766,0.700215,5.85082,0.0260284,0.779089,0.0202723,0.0317637,0.340349,
40,54.6707,352.353,229.144,0.155159,108.285,1.4097,8.804,1.01107,3.27917,0.199101,17.6261,16.5481,2.08359,184.693,6.09031,0.830621,1.49375,46.4928,0.981506,10.298,0.304557,1.95788,0.116541,12.7213,16.9281,1.30083,238.024,7.97709,0.564224,0.547592,15.1115,0.0305215,0.0916775,0.362186,0.045382,0.00502822,0.0741466,5.85082,0.0274721,0.779089,0.0202723,0.0317637,0.340349,
41,54.6707,305.118,201.981,0.179179,116.875,1.44725,13.0531,0.998559,3.1393,0.175895,20.5396,12.3242,1.67333,128.408,4.20041,0.833935,1.4488,40.8687,0.907775,18.7268,0.298276,1.80798,0.110427,14.073,6.84174,1.17545,217.758,6.93239,0.628131,0.648192,23.5943,0.0305215,0.0916775,0.362186,0.045382,0.00502822,1.99143,5.85082,0.0695483,0.779089,0.0202723,0.0317637,0.0378988,
42,54.6707,352.227,356.221,0.155214,100.122,1.43469,15.8705,0.967911,3.0147,0.213182,22.0737,14.8961,1.72142,183.481,6.02893,0.797982,1.6056,49.1685,0.90818,21.3622,0.327691,1.81816,0.127876,22.8512,9.05103,1.2137,310.173,10.4795,0.559854,0.796533,11.3196,0.0305215,0.0916775,0.362186,0.163877,0.00502822,0.213415,5.85082,0.211096,0.779089,0.0202723,0.0317637,0.340349,
43,54.6707,303.31,219.307,0.180247,93.8006,1.44282,12.9524,0.880831,3.12681,0.232927,15.8391,21.614,1.60718,144.773,4.73646,0.921089,1.38361,41.1802,0.818384,17.1679,0.35471,1.89757,0.112172,14.5202,56.863,1.04192,226.489,7.32867,0.61665,0.600112,11.3196,0.0305215,0.0916775,0.0954871,0.163877,0.0715126,0.187218,3.47207,0.0827387,0.779089,0.0202723,0.0317637,0.340349,
44,54.6707,299.722,327.286,0.182404,91.2219,1.43384,13.9083,1.00781,3.03625,0.26447,18.972,13.8784,1.43945,147.496,4.83948,0.768244,1.45658,65.6331,0.887922,15.9863,0.492934,2.01942,0.123546,14.9952,10.5421,0.995069,274.82,9.16597,0.564567,0.598944,7.42046,0.0262968,0.0916775,0.266137,0.12457,0.0734898,0.213415,5.92767,0.0215128,0.779089,0.0202723,0.0317637,0.340349,
45,54.6707,313.587,240.573,0.17434,90.3131,1.28047,11.0102,1.05965,3.38491,0.238288,19.1598,15.8197,1.30874,162.489,5.32963,0.682956,1.51034,43.8724,0.805344,14.3673,0.384474,2.03289,0.113467,16.0968,10.4602,0.792701,231.193,7.84962,0.529689,0.64812,11.3196,0.0305215,0.0916775,0.395781,0.343914,0.0529701,0.213415,5.92767,0.0401229,0.779089,0.0202723,0.0317637,0.340349,
46,54.6707,203.752,58.1368,0.26832,93.6947,1.35451,9.74588,0.927163,3.30628,0.239015,15.9153,13.6259,1.24672,59.8067,1.89288,0.647763,1.34895,38.0896,0.744501,13.1869,0.34723,1.78005,0.0939695,13.9872,8.32423,0.672655,110.728,3.6174,0.515502,0.593142,11.3196,0.0305215,0.0916775,0.395781,0.367165,0.0564914,0.213415,5.92767,0.0401229,0.779089,0.0202723,0.0317637,0.340349,
47,54.6707,262.098,223.987,0.208588,89.1971,1.45307,11.5551,0.870927,3.1153,0.241428,18.1742,14.0199,1.27417,116.247,3.7808,0.805183,1.36373,38.636,1.04995,14.4806,0.335305,1.86648,0.0936857,15.0382,7.59467,0.819524,204.236,7.36863,0.600371,0.606806,11.3196,0.0305215,0.0916775,0.240481,0.227362,0.0402688,0.121269,5.92767,0.0401229,0.779089,0.0202723,0.0317637,0.340349,
48,54.6707,302.533,297.924,0.18071,88.505,1.53483,17.1518,0.987005,2.78694,0.281976,17.5029,14.7709,1.08621,151.018,4.96149,0.732676,1.21282,73.6766,1.04961,19.1421,0.570191,2.31642,0.129232,17.7116,9.66383,0.729691,244.843,8.45151,0.513995,0.684965,10.7474,0.0305215,0.0916775,0.230183,0.108422,0.0357204,0.213415,5.92767,0.0401229,0.779089,0.0202723,0.0317637,0.24164,
49,54.6707,289.707,190.941,0.18871,74.9513,1.17804,13.3752,0.823176,2.62345,0.277605,13.2234,15.8442,1.13627,159.117,5.23016,0.693128,1.2338,36.894,0.80084,18.3845,0.358499,1.6174,0.0991584,14.3767,9.94749,0.592674,185.972,6.35225,0.483506,0.517605,10.7474,0.0305215,0.0916775,0.0876527,0.0542714,0.0961893,0.17202,5.92767,0.0401229,0.779089,0.0202723,0.0791221,0.340349,
50,54.6707,254.944,174.006,0.214442,78.5667,1.40634,9.85024,0.825584,2.72538,0.27629,15.1087,19.6433,1.04828,119.685,3.90789,0.710111,1.19022,35.5278,0.777652,13.3318,0.421055,1.68151,0.0952021,14.9935,30.6174,0.658066,182.76,6.26499,0.493451,0.510125,10.7474,0.0305215,0.0916775,0.0822997,0.202402,0.103999,0.0725196,5.92767,0.0401229,0.779089,0.0202723,0.0791221,0.340349,
51,54.6707,263.937,222.951,0.207135,59.6347,1.12081,13.4796,0.886155,2.42388,0.330567,13.1927,24.9284,1.09847,140.344,4.60376,0.663953,1.2302,38.5092,0.770474,17.5601,0.386429,1.57075,0.124382,13.5029,33.1345,0.577003,216.572,7.45543,0.53271,0.427885,10.7474,0.00687447,0.0916775,0.0999125,0.185874,0.142619,0.213415,5.92767,0.0401229,0.779089,0.0202723,0.0791221,0.340349,
52,54.6707,237.672,151.276,0.230026,65.379,0.979465,13.0478,0.918412,2.26864,0.301494,10.2677,15.8201,1.05451,121.865,3.99097,0.658797,1.12001,33.0925,0.735953,16.0836,0.416729,1.46182,0.0875226,10.3114,12.3031,0.48378,156.963,5.24351,0.523073,0.435577,10.7474,0.00687447,0.0916775,0.0999125,0.417106,0.142619,0.213415,5.92767,0.299041,0.779089,0.0202723,0.0791221,0.340349,
53,54.6707,251.061,207.204,0.217758,81.9685,0.99325,12.6663,0.861511,2.93582,0.282961,10.4708,14.3459,1.22904,119.558,3.91238,0.689143,1.14734,69.9706,0.731621,15.4363,0.449828,2.82363,0.0806874,11.7012,5.37213,0.600858,159.6,5.33904,0.528359,0.440901,10.7474,0.00687447,0.0916775,0.0999125,0.432396,0.142619,0.213415,5.92767,0.299041,0.779089,0.0202723,0.0791221,0.340349,
54,54.6707,250.85,231.109,0.217941,59.1498,1.24644,16.143,0.879997,2.38197,0.32394,11.7699,17.8151,1.31973,133.455,4.39158,0.74024,1.23333,42.3484,0.922381,19.1938,0.805807,1.65955,0.108259,11.7419,11.3029,0.677203,211.613,7.03934,0.577394,0.541738,6.22884,0.00687447,0.0916775,0.0999125,0.363299,0.142619,0.0702463,5.92767,0.299041,0.779089,0.0202723,0.138882,0.340349,
55,54.6707,219.176,156.151,0.249438,58.8384,1.34582,11.5078,0.995338,2.58667,0.317528,10.7695,16.192,1.36359,109.808,3.58653,0.713142,1.15141,31.103,0.812472,14.2171,0.822469,1.72739,0.0781541,9.68631,7.22622,0.754863,154.723,5.07279,0.503249,0.507694,10.7474,0.00687447,0.0916775,0.0999125,0.0719305,0.181496,0.0702463,5.92767,0.258694,0.779089,0.0202723,0.138882,0.340349,
56,54.6707,222.664,148.874,0.245529,53.0796,1.1739,16.5008,0.77954,2.21891,0.324061,12.5725,17.2293,1.30362,111.92,3.66653,0.66433,1.23091,31.0086,0.873034,20.5243,0.818559,1.60074,0.084952,10.7542,8.03258,0.705061,133.379,4.49998,0.502984,0.495743,8.1304,0.00687447,0.0916775,0.0666248,0.203433,0.181496,0.0702463,5.92767,0.328586,0.779089,0.0202723,0.138882,0.340349,
57,54.6707,188.917,106.539,0.28939,43.7596,0.968243,15.9331,0.840666,1.68043,0.341412,11.6754,17.7839,1.20106,89.9736,2.94136,0.558119,1.25993,28.1163,0.836997,17.6852,0.799566,1.42685,0.0707558,10.6242,7.22482,0.719841,107.587,3.5312,0.502187,0.534591,10.3629,0.00687447,0.0916775,0.110983,0.0917249,0.196909,0.0702463,5.92767,0.328586,0.779089,0.0202723,0.137789,0.340349,
58,54.6707,177.59,116.902,0.307848,39.202,0.968995,17.3499,0.803429,1.82608,0.348908,12.8472,18.6717,1.30151,79.7767,2.6029,0.600254,1.29062,25.2212,0.873365,22.7415,0.801691,1.44003,0.0676187,10.3911,6.98792,0.7115,103.318,3.508,0.479542,0.51134,10.2535,0.00687447,0.0916775,0.171821,0.423512,0.196909,0.213415,5.92767,0.328586,0.779089,0.0202723,0.138882,0.340349,
59,54.6707,204.36,155.955,0.267522,42.192,0.927456,10.8517,0.762549,1.84687,0.341229,9.56413,18.8147,1.38591,112.196,3.69246,0.487669,1.29733,25.6846,0.782499,15.8108,0.815434,1.22975,0.065959,9.1527,5.84043,0.695886,143.824,4.76828,0.430081,0.447935,10.3629,0.00687447,0.0916775,0.0518222,0.213324,0.180999,0.201815,5.92767,0.19685,0.779089,0.0202723,0.138882,0.627355,
