Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.toe_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.toe_angle_l.best,
510,724.26,1020.86,2033.78,0.709463,10.223,0,126.921,25.0763,6.50071,723.546,26.3827,83.5246,18.6812,14.1758,0,11908.7,132.853,4.0777,376.677,135.387,214.956,102.885,6.98911,0,0.388726,0.885801,5.59407,643.325,2.17497,18.8116,1.41024,
511,724.26,1251.25,3613.39,0.578829,11.5756,0,22.1413,58.9566,6.19825,925.308,60.9634,97.2072,68.9002,22.4977,0,165.241,317.327,2.818,2443.24,317.227,238.035,461.639,6.98911,0,0.388726,0.885801,5.28489,656.709,2.14334,45.4691,1.41024,
512,724.26,980.778,1107.89,0.738454,9.47675,0,39.1175,30.2479,6.40894,720.831,31.5636,101.338,41.795,9.40166,0,225.199,139.142,3.55771,351.235,144.052,253.386,203.417,6.18094,0,0.388726,0.885801,5.41606,656.709,2.17497,45.4691,1.41024,
513,724.26,1304.65,3454.91,0.555135,10.7428,0,270.076,51.8542,6.40399,752.354,53.7084,103.747,55.7683,14.3976,0,2456.15,219.186,3.49695,438.88,216.701,257.289,253.591,7.06133,0,0.388726,0.885801,5.59407,656.709,2.17497,45.4691,1.41024,
514,724.26,1052.7,1491.93,0.687999,10.7989,0,57.5116,38.4181,6.16486,759.087,39.7663,107.187,33.7702,15.868,0,596.419,191.411,2.7979,497.022,193.516,285.922,209.756,7.06133,0,0.388726,0.885801,5.13135,656.709,2.17497,45.4691,1.41024,
515,724.26,1281.27,3104.84,0.565265,12.4676,0,173.13,65.9769,6.5311,796.348,67.5421,108.409,50.8691,19.4924,0,1910.25,294.122,3.68806,570.065,295.429,262.885,255.068,7.06133,0,0.388726,0.885801,5.59407,656.709,2.17497,45.4691,1.41024,
516,724.26,1209.69,2927.89,0.598714,10.7452,0,184.546,44.6916,6.23191,764.685,46.3127,103.713,48.7658,15.4132,0,2246.87,238.743,2.66394,547.789,243.807,259.598,258.158,7.06133,0,0.388726,0.885801,5.59407,656.709,2.1221,45.4691,1.41024,
517,724.26,1195.61,2440.4,0.605765,11.66,0,45.8167,57.7068,6.5134,836.597,59.6239,106.475,71.2194,19.8323,0,328.585,304.544,3.61405,1172.04,306.266,276.125,405.551,7.06133,0,0.388726,0.885801,5.59407,656.709,2.1221,45.3118,1.43259,
518,724.26,1081.85,1846.17,0.669467,10.2861,0,46.3598,53.134,6.5283,766.721,55.0211,87.5817,56.2133,15.182,0,388.733,280.621,4.10624,597.895,284.01,229.515,312.633,4.8047,0,0.388726,0.885801,5.59407,656.709,2.1221,45.4691,1.43259,
519,724.26,1212.71,3743.83,0.597224,11.1006,0,250.599,29.9097,6.3076,759.182,31.1969,99.9902,24.4242,16.8919,0,3253.33,168.538,3.38502,486.66,171.494,250.203,156.697,7.06133,0,0.388726,0.885801,5.07281,656.709,1.5931,45.4691,1.41084,
520,724.26,1024.45,1650.67,0.706973,10.8245,0,27.0845,43.0737,6.11015,778.097,44.3979,75.4852,39.3782,16.6285,0,258.746,241.946,2.14547,748.99,240.361,158.012,286.433,7.06133,0,0.388726,0.885801,5.59407,656.709,2.1221,45.4691,1.41084,
521,724.26,1020,1197.86,0.710059,11.2916,0,20.9375,37.9613,6.17405,758.191,40.2679,113.459,31.7173,16.4241,0,101.403,166.493,2.78125,457.85,167.917,292.778,180.157,7.06133,0,0.388726,0.885801,5.23732,656.709,2.1221,45.033,1.41084,
522,724.26,1029.54,1329.42,0.703475,10.8997,0,28.8732,49.5141,6.3811,749.716,51.1352,94.3379,38.6876,14.6873,0,143.059,223.184,3.42331,436.18,224.74,220.458,215.759,7.06133,0,0.388726,0.885801,5.55538,656.709,2.1221,45.4691,1.41084,
523,724.26,1030.33,1382.7,0.702941,10.5841,0,30.0525,46.5922,6.23752,750.587,48.3118,95.024,42.9389,14.505,0,145.892,221.017,2.80634,484.468,223.495,236.458,235.634,7.06133,0,0.388726,0.885801,5.56463,656.709,2.1221,45.3347,1.41084,
524,724.26,1153.96,2316.25,0.627632,10.5388,0,38.8908,45.8822,6.57135,833.26,47.4339,111.515,59.8644,14.244,0,176.963,240.259,3.8303,1256.28,242.777,284.503,392.994,6.04798,0,0.388726,0.868629,5.59407,610.227,2.11817,45.4691,1.41084,
525,724.26,1119.7,1633.66,0.646836,11.7521,0,37.4523,58.273,6.48286,786.23,59.7679,105.588,54.1498,18.2987,0,171.826,251.066,3.67553,601.162,252.183,263.735,264.423,7.06133,0,0.388726,0.885801,5.17861,656.709,2.1221,45.4691,1.41084,
526,724.26,1186.14,1803.45,0.6106,12.1833,0,29.9597,57.6324,6.66501,812.371,59.4875,142.175,65.6696,18.134,0,142.51,251.853,4.11112,616.944,254.16,362.411,316.193,7.06133,0,0.388726,0.885801,5.20168,656.704,1.44449,45.4691,1.41084,
527,724.26,1662.47,6780.2,0.435652,12.3766,0,622.102,45.8571,6.55359,789.999,47.3287,101.78,36.476,19.3395,0,6236.49,203.14,3.90514,542.419,203.795,243.499,198.126,1.57967,0,0.388726,0.885801,4.99766,656.704,2.1221,45.3856,1.43259,
528,724.26,1121.84,1937.12,0.6456,10.7343,0,108.622,40.6253,6.5763,754.208,42.1631,119.414,39.4962,14.8268,0,1186.88,191.668,4.21896,463.275,193.169,319.322,215.888,7.06133,0,0.388726,0.885801,5.59378,656.704,2.1221,45.4451,1.43259,
529,724.26,1163.41,2781.7,0.622531,9.86035,0,28.5462,47.6969,6.43644,865.591,51.0259,101.833,52.423,11.1169,0,213.568,241.454,3.61187,1799.63,257.127,273.896,369.296,7.06133,0,0.388726,0.874974,5.59378,656.704,2.1221,45.4691,1.43259,
530,724.19,1255.89,3047.35,0.576637,11.5479,0,170.03,50.3429,6.49751,800.265,52.3576,102.959,61.887,19.0391,0,2084.69,258.502,3.66843,742.513,262.686,263.742,334.646,7.06133,0,0.388726,0.874974,5.59378,656.704,2.1221,45.4691,1.43259,
531,724.19,1127.56,3213.6,0.642264,10.1904,0,172.533,41.6817,6.191,740.209,43.8679,69.6954,43.1888,13.145,0,2250.65,219.555,3.10684,461.468,224.911,172.054,264.866,7.14953,0,0.388726,0.874974,5.59378,656.704,2.1221,45.8623,1.43259,
532,724.19,135754,1.8956e+06,0.00533457,10.8708,0,134738,48.8039,6.41712,745.823,50.2042,118.535,35.7114,15.4198,0,1.89205e+06,237.393,3.62016,472.936,237.818,310.679,206.27,7.14953,0,0.388726,0.874974,5.59378,656.704,2.1221,44.4086,1.43259,
533,724.19,1057.87,1268.03,0.684574,10.8084,0,31.3187,54.0593,6.62811,753.601,55.453,105.793,40.2076,14.5283,0,134707,221.507,4.04,422.897,221.78,254.495,184.882,7.14953,0,0.388726,0.874974,5.03328,656.704,2.1221,23.0961,1.43259,
534,724.19,1104.61,2053.36,0.65561,11.2939,0,31.661,53.6165,6.30779,801.589,55.2575,95.9248,48.9556,18.1956,0,138.082,290.717,2.97556,909.608,293.543,245.708,349.023,7.14953,0,0.388726,0.874974,5.59378,656.704,2.1221,45.8793,1.43259,
535,724.19,1148.58,2118.04,0.630508,10.9424,0,48.3281,56.9741,6.62391,800.388,58.948,104.552,61.8254,14.8992,0,288.03,282.784,4.04933,897.065,286.24,262.25,343.282,7.14953,0,0.388726,0.874974,5.59378,656.704,2.1221,45.8793,1.43259,
536,724.19,1079.42,1390.2,0.670908,11.025,0,33.6485,54.4802,6.61876,763.532,56.2519,101.184,52.6776,13.7415,0,149.346,225.16,3.89153,437.931,227.475,242.544,236.595,7.14953,0,0.388726,0.874974,5.59378,656.704,2.1221,45.8793,1.43259,
537,724.19,1232.36,2234,0.587644,12.5094,0,112.979,63.9235,6.58718,791.752,65.3506,127.794,51.4667,19.9059,0,1012.98,265.959,4.21465,556.143,264.974,328.851,217.217,7.14953,0,0.388726,0.874974,5.00529,656.704,2.1221,45.8793,1.43259,
538,724.19,1983.03,10869.2,0.365193,10.8798,0,831.365,81.4027,6.47624,777.767,83.3625,125.582,66.1995,15.4249,0,9347.73,346.192,3.59282,751.218,346.48,311.6,338.058,7.14953,0,0.388726,0.874974,5.33783,633.914,2.1221,45.8561,1.43259,
539,724.19,2318.36,17701.6,0.312372,10.5593,0,1334.58,45.0646,6.2,738.357,46.3591,103.369,33.8698,14.6338,0,17326.3,215.675,3.00711,418.132,215.895,277.216,185.022,7.14953,0,0.388726,0.874974,5.29274,656.434,2.1221,45.8762,1.31236,
540,724.19,1217.83,2945.48,0.594657,10.7637,0,279.268,30.4133,6.54729,741.656,31.9735,89.6358,27.5697,16.1688,0,2494.72,177.89,3.82342,454.6,178.396,232.681,179.9,7.14953,0,0.388726,0.874974,5.50853,656.704,2.1221,45.4617,1.43259,
541,724.19,1116.27,2501.79,0.648761,9.9293,0,27.8404,58.9687,6.03117,820.905,60.7836,77.2077,54.5997,12.6111,0,242.491,271.995,1.93674,1558.33,271.764,147.936,343.714,6.75479,0,0.388726,0.874974,5.21693,656.704,2.1221,45.5204,1.43259,
542,724.19,1361.77,3196.01,0.531801,12.196,0,227.077,77.3296,6.38111,784.863,78.7167,112.923,62.2843,17.9068,0,2029.51,302.649,3.27964,522.395,302.877,282.239,245.027,7.14953,0,0.388726,0.874974,5.59378,656.704,2.1221,45.8793,1.43259,
543,724.19,1118.78,2083.65,0.647306,9.80735,0,90.4692,32.5861,6.38063,729.581,34.7896,109.423,105.738,11.9838,0,742.835,158.552,3.3712,354.685,163.37,299.76,1031.83,7.14953,0,0.388726,0.874974,5.1999,656.704,2.1221,45.8793,1.43259,
544,724.19,1206.54,2922.25,0.600219,11.0878,0,186.761,47.443,6.36655,767.484,48.8367,104.339,34.2268,16.4611,0,2228.58,227.405,3.41577,563.891,228.253,265.256,246.568,2.00525,0,0.388726,0.874974,5.59378,649.158,2.1221,45.4888,1.43259,
545,724.19,1370.29,3899.8,0.528494,10.2023,0,216.117,62.3631,6.36767,824.193,63.9699,113.115,73.9613,12.2627,0,2345.58,310.937,3.47578,1118.49,312.915,296.054,428.386,7.14953,0,0.388726,0.874974,5.59378,656.704,2.11466,45.8793,1.43259,
546,724.19,1148.55,2264.13,0.630524,11.2914,0,34.1426,61.3607,6.58283,819.029,62.9477,85.3336,67.8649,17.3858,0,250.007,286.702,4.25026,1050.01,288.243,191.614,385.482,7.14953,0,0.388726,0.874974,5.59378,656.704,2.11466,44.4257,1.43259,
547,724.19,1926.04,11909.6,0.375999,10.5812,0,908.653,55.12,6.22278,742.163,56.5414,104.63,42.13,14.3557,0,11028.9,269.581,2.88506,447.034,271.426,272.131,226.464,7.14953,0,0.388726,0.874974,5.56299,656.704,2.11466,45.8574,1.43259,
548,724.19,1159.69,2112.42,0.624467,11.9517,0,97.0547,40.9926,6.20427,794.941,42.8302,111.298,54.4203,19.2089,0,1102,215.341,2.48872,634.042,218.241,270.44,287.8,7.14953,0,0.388726,0.874974,5.18996,656.704,2.11343,45.8574,1.35194,
549,724.19,1147.54,2213.82,0.63108,11.0155,0,119.402,51.3085,6.36233,776.486,52.8956,82.4324,47.6383,15.7242,0,1298.63,255.679,3.30311,648.585,259.979,175.974,277.062,7.14953,0,0.388726,0.401548,5.24839,656.704,0.812059,24.6333,1.35194,
550,724.19,1916.97,10583.5,0.377779,12.1877,0,829.724,51.64,6.77566,795.125,53.4026,119.655,48.4587,19.3151,0,10109.7,244.067,4.50465,580.05,246.706,301.027,255.184,7.14953,0,0.388726,0.874974,5.59378,656.704,2.11343,45.8574,1.35194,
551,724.19,1104.51,1533.88,0.655666,10.2231,0,66.7679,52.1247,6.32189,749.938,53.5622,120.778,44.7953,11.0136,0,801.214,217.56,3.1038,401.754,218.448,306.222,245.771,7.14953,0,0.388726,0.874974,5.40964,656.704,2.11343,45.8574,1.35194,
552,724.19,940.001,959.243,0.770414,9.97495,0,23.1097,33.0413,6.31174,713.157,34.3137,108.719,11.3745,11.0858,0,132.144,150.785,3.50519,275.733,150.614,298.326,76.7241,7.14953,0,0.388726,0.874974,5.5067,656.704,2.11343,45.282,1.35194,
553,724.19,1233.22,3793.81,0.587234,10.5024,0,264.33,43.7545,5.98064,745.15,45.2347,87.5519,30.7177,15.8557,0,2521.48,262.159,1.99639,534.177,261.633,223.608,218.394,7.14953,0,0.388726,0.874974,5.07237,656.704,2.11343,45.8574,1.35194,
554,724.19,1144.55,2058.61,0.632728,10.685,0,80.8946,53.2091,6.4391,775.05,55.0213,109.331,53.9225,14.835,0,855.713,257.185,3.57844,617.919,258.836,288.999,315.89,7.14953,0,0.388726,0.874974,5.59378,656.704,2.11343,45.8574,1.35194,
555,724.19,1051.78,1342.77,0.688539,11.1876,0,36.6348,51.9238,6.5192,750.976,53.257,102.664,38.6151,15.5652,0,170.84,228.901,3.82216,430.892,229.582,252.744,180.11,7.14953,0,0.388726,0.874974,5.32523,656.704,2.11343,45.3091,1.35194,
556,724.19,1313.77,3950.81,0.551233,12.622,0,292.053,31.7143,6.49861,793.683,33.0802,111.121,32.9931,21.3794,0,3225.95,146.88,4.04647,587.511,148.288,286.315,158.454,7.14953,0,0.388726,0.874974,5.24544,656.704,2.11343,45.8574,1.35194,
557,724.19,1006.06,1222.19,0.719828,11.605,0,28.0196,43.3913,6.13594,762.79,44.6682,77.9129,31.5368,18.4253,0,292.603,236.281,2.56143,505.333,234.486,151.27,159.824,7.14953,0,0.388726,0.874974,5.54713,656.704,2.11343,45.8574,1.35194,
558,724.19,1202.53,1723.31,0.602223,12.7593,0,91.1727,55.4197,6.52452,801.626,56.756,119.79,58.4802,19.1978,0,753.353,231.921,3.53094,529.571,232.093,266.876,222.381,7.14953,0,0.388726,0.874974,5.59378,656.704,2.11343,45.8574,1.35194,
559,724.19,1096.43,2024.31,0.660497,9.43771,0,106.616,37.6629,6.27991,745.96,39.1575,108.745,42.5727,8.62547,0,1120.85,219.357,3.1079,650.062,221.367,292.403,271.02,7.14953,0,0.388726,0.874974,5.59378,656.704,2.11343,44.4046,1.35194,
560,724.19,1040.01,1229.62,0.696332,10.7514,0,25.8717,45.7115,6.70694,747.189,47.1466,120.237,36.3939,12.6887,0,149.933,186.502,4.53805,353.592,186.025,317.916,184.582,7.14953,0,0.388726,0.874974,5.42984,656.704,2.11343,45.8574,1.35194,
561,724.19,1165.95,1990.26,0.621114,12.1892,0,73.22,58.6487,6.24021,802.533,60.4004,101.276,51.4465,21.4312,0,604.525,281.448,2.78271,786.627,281.999,256.21,317.63,3.49884,0,0.388726,0.874974,5.33379,656.704,2.11343,45.8574,1.35194,
562,724.19,1212.37,4329.05,0.597336,9.201,0,312.405,34.7391,6.15083,698.714,36.0925,90.8557,24.209,9.94573,0,3907.11,185.717,3.02596,291.081,185.806,242.229,139.602,7.14953,0,0.388726,0.874974,5.49369,656.704,2.11343,45.8574,1.35194,
563,724.19,1227.09,2125.94,0.59017,12.6211,0,37.0054,64.9745,6.73001,842.786,66.7539,131.982,64.2341,20.6281,0,307.228,290.618,4.33044,907.979,288.776,356.126,358.592,7.14953,0,0.388726,0.874974,5.59378,656.704,2.11343,37.5178,1.35194,
564,724.19,927.697,1224.23,0.780632,10.45,0,13.4663,30.1599,6.12388,732.372,31.5732,81.3333,22.2183,16.1884,0,78.8639,192.197,2.86562,457.116,197.673,227.931,186.439,7.14953,0,0.388726,0.874974,5.59378,656.704,2.11343,45.8574,1.35194,
565,724.19,1045.66,1268.24,0.692567,11.3654,0,32.1199,41.473,6.29831,762.728,42.8987,110.332,38.4462,16.7456,0,133.111,179.508,3.2682,452.685,177.795,280.41,188.524,7.14953,0,0.388726,0.874974,5.59378,656.688,2.11343,45.5438,1.35194,
566,724.19,1055.85,1391.36,0.685885,10.649,0,41.4054,54.8081,6.4173,749.995,56.8163,94.4216,41.3352,14.5555,0,270.09,231.809,3.58682,458.39,231.393,234.745,214.29,7.14953,0,0.388726,0.874974,5.59378,656.704,2.11343,45.8574,1.35194,
567,724.19,3754.17,31879.5,0.192903,11.2085,0,2724.07,43.8284,6.18615,772.795,45.303,109.482,41.2982,17.2832,0,31447.1,235.832,2.69572,533.835,238.436,286.876,242.952,7.14953,0,0.388726,0.874974,5.59378,656.704,2.11343,45.8574,1.35194,
568,724.19,1252.72,2660.38,0.578094,11.5284,0,200.762,58.6251,6.42455,768.523,60.0127,113.79,33.0551,18.0316,0,3080.55,262.101,3.67874,558.331,261.607,295.935,213.629,7.14953,0,0.388726,0.874974,5.2012,656.704,2.11343,45.6689,1.35194,
569,724.19,1105.83,1876.59,0.654886,11.0359,0,33.4469,51.3806,6.6743,786.192,53.592,111.972,51.5332,16.6322,0,253.299,262.235,4.38606,768.258,269.264,300.673,311.623,7.14953,0,0.388726,0.874974,5.59378,656.704,2.11343,45.8574,1.35194,
570,724.19,1160.51,2556.61,0.624026,10.4876,0,222.979,36.3581,6.10088,730.321,37.6882,99.7356,16.8434,13.8232,0,1748.23,184.309,2.61584,378.326,185.647,258.48,136.738,7.14953,0,0.382036,0.874974,5.06805,656.639,2.11343,45.8574,1.35194,
571,724.19,985.44,1278.96,0.734891,10.7718,0,15.1494,43.7739,6.14674,737.652,45.252,99.19,27.5035,15.8753,0,165.531,218.516,2.66126,435.826,219.892,261.157,169.676,7.14953,0,0.388726,0.874974,5.058,656.704,2.11343,45.5917,1.35194,
572,724.19,1083.98,1569.76,0.668085,11.2147,0,37.287,59.6282,6.3602,765.488,61.0348,99.0788,43.8884,16.8323,0,179.725,280.111,3.41838,519.521,281.003,250.553,244.733,7.14953,0,0.388726,0.874974,5.35892,656.704,2.11343,45.7452,1.35194,
573,724.19,1312.46,3324.98,0.551781,11.8329,0,239.471,61.7618,6.52385,773.528,63.1202,113.264,42.9563,16.2388,0,2708.36,244.091,3.70373,469.444,243.926,281.243,210.573,7.14953,0,0.388726,0.874974,5.42392,656.704,2.11343,31.9997,1.35194,
574,724.19,1127.88,1602.73,0.642081,12.0617,0,55.2936,52.3526,6.53534,788.358,54.6046,108.279,50.3948,19.1865,0,375.357,232.468,3.92224,560.868,236.526,280.831,238.096,7.14953,0,0.388726,0.874974,5.59378,656.704,2.11343,45.8574,1.35194,
575,724.19,1354.94,4152.6,0.53448,11.6823,0,288.795,53.0942,6.54218,769.898,54.7123,119.97,50.2504,17.4656,0,3305.3,234.077,3.7715,499.099,235.259,312.133,232.765,7.14953,0,0.388726,0.874974,5.59378,656.704,2.11343,46.0034,1.35194,
576,724.158,1409.66,3284.16,0.513712,13.0535,0,88.6247,68.4611,6.42003,952.76,71.5153,123.906,84.9162,21.863,0,729.543,318.18,3.45356,2000.37,327.435,311.272,410.685,7.14953,0,0.388726,0.874974,5.40249,656.704,2.11343,45.9485,1.35194,
577,724.158,1149.13,2240.52,0.630177,10.426,0,143.606,47.1383,6.32305,750.05,48.6356,85.4062,57.5494,14.8242,0,1558.87,235.487,3.26,506.813,239.882,200.794,267.048,7.14953,0,0.388726,0.874974,5.59378,656.704,2.11343,45.8138,1.35194,
578,724.158,1137.02,2062.05,0.636891,10.1689,0,98.405,60.2281,6.11479,755.005,62.1746,88.4873,56.4366,12.508,0,1023.1,294.22,2.39196,524.704,297.666,223.726,299.753,7.14953,0,0.388726,0.874974,5.21294,656.704,2.11343,46.0034,1.35194,
579,724.158,1187.8,2009.69,0.609664,11.7626,0,42.0262,67.2019,6.22745,808.381,68.7879,117.142,66.2703,17.2831,0,181.021,301.036,2.52791,795.454,301.794,287.291,322.715,7.14953,0,0.388726,0.874974,5.59378,656.704,2.11343,46.0034,1.35194,
580,724.158,1889.04,10597.8,0.383348,11.3486,0,841.168,51.21,6.5498,780.905,53.113,94.6581,50.0842,16.3138,0,10210.4,256.977,3.95047,620.661,262.155,246.907,302.059,7.14953,0,0.388726,0.874974,5.01655,656.704,2.11343,21.1284,1.35194,
581,724.158,1100.6,1724.16,0.657965,10.9696,0,50.7097,46.5118,6.41172,788.399,47.9384,95.157,54.5054,16.1155,0,941.962,230.978,3.47775,656.284,232.531,230.308,305.007,7.14953,0,0.388726,0.874974,5.59378,656.704,2.11343,45.1705,1.35194,
582,724.158,1100.17,1457.74,0.658224,11.4354,0,45.6027,55.2943,6.70239,765.14,56.7901,113.531,45.6727,16.883,0,204.523,246.057,4.48847,512.367,245,277.768,220.389,2.84323,0,0.388726,0.874974,5.59378,656.704,2.11343,45.3333,1.35194,
583,724.158,1238,3000.05,0.584941,11.0627,0,15.8322,62.8904,6.44415,888.987,65.2843,120.46,67.041,17.1721,0,87.3867,307.752,3.63169,2026.77,314.071,315.864,357.963,7.14953,0,0.388726,0.874974,5.11345,656.704,1.88818,46.0034,1.35194,
584,724.158,1222,2283.03,0.592601,11.7682,0,88.1815,73.5066,6.4591,792.519,75.2979,103.078,71.1904,17.7268,0,788.95,296.147,3.76291,632.008,297.301,237.975,312.585,7.14953,0,0.388726,0.874974,5.12274,656.704,2.11343,45.6896,1.35194,
585,724.158,1186.44,2549.78,0.610361,11.2094,0,41.8008,61.861,6.19178,846.819,63.5327,100.558,54.4686,14.4855,0,274.61,276.214,2.9772,1485.33,281.111,243.728,360.886,7.14953,0,0.388726,0.874974,5.07602,656.704,2.11343,46.0034,1.35194,
586,724.158,1404.89,2931.73,0.515457,12.8073,0,121.646,87.7145,6.56382,871.33,90.0521,130.266,84.5061,21.1408,0,1293.28,353.719,3.76275,1097.64,354.442,324.908,392.138,7.14953,0,0.388726,0.874974,5.59378,656.704,2.11343,46.0034,1.35194,
587,724.029,1305.17,2608.17,0.554739,12.4993,0,111.838,67.6995,6.55681,852.876,69.8778,99.1171,84.7049,19.6807,0,1084.32,303.994,4.16549,1000.85,307.869,243.321,384.355,7.14953,0,0.388726,0.874974,4.97424,656.559,2.11343,46.0034,1.35194,
588,724.029,1264.83,2817.84,0.572432,11.6977,0,159.52,61.251,6.44888,788.654,63.1945,114.757,59.3075,18.4523,0,1693.27,267.413,3.65488,657.047,271.281,302.928,301.572,7.14953,0,0.388726,0.874974,5.59378,625.748,2.11343,45.3685,1.35194,
589,724.029,1610.28,8300.72,0.44963,11.1339,0,570.804,46.8149,6.4357,752.652,48.2439,131.945,42.2477,16.8599,0,7684.42,211.396,3.45076,468.376,213.331,339.218,205.315,6.68785,0,0.400921,0.874974,5.59378,656.559,1.94405,46.0507,1.35194,
590,724.029,1060.3,1634.62,0.68285,9.81792,0,75.1173,36.0535,6.22628,736.504,38.5332,99.5883,58.4648,13.2145,0,724.266,198.544,3.05775,450.638,201.058,265.328,355.093,7.14953,0,0.400921,0.874974,5.59378,656.559,2.11343,45.9629,1.35194,
591,723.826,1233.72,3681.36,0.586704,10.8127,0,236.762,46.2449,6.15591,748.485,48.0503,107.577,29.6268,15.6129,0,2953.37,235.833,2.82526,486.826,236.874,282.674,204.89,7.14953,0,0.400921,0.667456,5.59378,656.559,1.33207,45.9191,1.35194,
592,723.826,1523.53,4821.5,0.475098,12.3503,0,328.096,62.1178,6.25024,835.446,63.8855,137.549,77.8338,20.1696,0,3904.16,274.8,2.97659,770.783,273.712,357.149,366.043,7.14953,0,0.400921,0.874974,5.59378,656.559,2.11343,46.051,1.35194,
593,723.826,1324.51,2566.34,0.546484,11.8598,0,177.219,77.3744,6.42392,788.871,78.9363,119.584,64.2446,17.895,0,1596.1,309.387,3.84097,552.278,306.998,296.128,271.881,7.14953,0,0.400921,0.838816,5.27607,656.559,2.05156,46.051,1.35194,
594,723.826,1161.64,2067.97,0.623106,11.8025,0,97.0479,49.2045,6.4931,769.685,50.6339,137.245,39.5293,17.6652,0,993.868,216.292,3.53276,494.599,216.892,359.396,191.842,7.14953,0,0.400921,0.838816,5.25443,656.559,2.05156,46.051,1.35194,
595,723.826,1354.88,2504.79,0.534235,12.4013,0,196.985,60.3708,6.7512,819.183,62.6757,130.407,66.108,18.8284,0,1386.88,251.171,4.31437,686.618,255.206,336.896,307.915,7.14953,0,0.400921,0.838816,5.51805,656.559,1.29875,13.6397,1.30181,
596,723.826,959.667,1114.37,0.754247,10.5983,0,21.2907,28.3222,6.20032,741.454,29.675,93.5252,28.6006,15.8654,0,197.015,145.181,2.89244,449.632,145.451,251.215,152.897,6.45845,0,0.400921,0.838816,5.59378,656.559,2.05156,46.0443,1.35194,
597,723.826,1218.18,3365.76,0.594188,10.8596,0,228.101,26.3726,6.28747,776.378,28.543,105.302,36.3323,15.9864,0,2094.96,168.709,3.26167,727.979,176.377,278.87,259.711,7.14953,0,0.400921,0.838816,5.56715,656.559,2.05156,45.9901,1.16967,
598,723.826,1060.02,1845.13,0.68284,10.3371,0,102.346,42.5843,6.4411,731.265,43.9066,96.9919,26.1504,13.3841,0,1147.16,217.151,3.56801,377.245,215.759,256.899,170.815,7.14953,0,0.400921,0.838816,5.59378,656.559,2.05156,45.2125,1.35194,
599,723.635,1236.08,2701.24,0.585426,11.0579,0,201.135,41.7654,6.31671,768.072,43.36,120.332,44.0461,16.3813,0,1795.07,228.866,3.20028,600.326,230.43,316.228,239.766,2.46087,0,0.400921,0.838816,5.59378,656.526,2.05156,46.051,1.35194,
600,723.635,2024.48,13944.8,0.357443,10.8873,0,1048.54,31.0151,6.44264,750.518,33.2544,110.299,33.5189,16.3356,0,13337.5,155.201,3.87308,506.924,159.605,298.254,225.242,7.14953,0,0.400921,0.838816,5.50099,656.526,2.05156,45.6249,1.35194,
601,723.635,1094.4,1803.44,0.661217,10.8956,0,43.4109,51.5586,6.7316,774.385,53.4905,98.6671,55.26,15.7681,0,1004.99,274.313,4.44687,592.954,274.113,244.165,299.444,7.14953,0,0.400921,0.838816,5.59378,656.526,2.05156,45.9132,1.35194,
602,723.635,1121.58,1997.42,0.645194,11.3397,0,81.6029,51.7344,6.26146,771.26,53.4344,97.9767,47.9687,17.5192,0,953.726,266.384,3.22829,544.174,268.626,254.389,262.127,7.14953,0,0.400921,0.838816,5.59378,656.526,2.05156,45.2791,1.35194,
603,723.635,938.54,1182.44,0.771023,9.95825,0,21.1005,30.5033,6.21604,732.941,31.982,82.8263,23.0122,13.5347,0,130.196,177.402,3.05896,440.876,181.152,221.22,178.344,7.14953,0,0.400921,0.838816,5.54506,656.526,2.05156,45.8595,1.35194,
604,723.635,1112.58,2052.76,0.650412,10.6493,0,130.397,43.533,6.36736,742.719,45.0606,93.4956,40.3575,14.7986,0,1378.34,211.676,3.49417,418.483,212.524,233.557,195.321,7.14953,0,0.400921,0.838816,5.26184,656.526,2.05156,45.7946,1.35194,
605,723.635,4614.77,51318.2,0.156809,10.7601,0,3611.68,40.8553,6.09827,785.349,42.3971,77.2277,40.4038,15.0339,0,50649.3,237.138,2.20064,753.021,239.035,154.673,282.803,7.14953,0,0.400921,0.838816,5.59378,656.526,2.05156,45.9132,1.35194,
