Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Heave.front.roll_center.z.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
64,54.8318,114.57,188.96,0.478587,0.307263,22.7498,54.3287,3.10238,0.430857,0.461688,0.681659,8.67942,0.346802,21.5294,0.313347,1.63881,0.428959,75.2323,81.6524,9.60347,1.13679,0.587832,1.85933,27.8123,0.0731016,4.21589,0.825331,0.736939,0.0161906,0.0208781,29.4127,0.01253,0.00465815,0.109996,0.0725407,0.0181015,0.321088,7.27041,0.0315389,0.697599,
65,54.7943,93.4412,130.482,0.586404,0.313235,11.5508,44.5965,2.55877,0.449905,0.429358,0.471632,8.91244,0.340065,22.0349,0.272283,1.51139,0.485025,42.7103,80.101,7.72061,1.23733,0.60385,1.45007,28.1172,0.107765,5.28182,0.691643,0.289224,0.0237316,0.0208781,29.5953,0.01253,0.00465815,0.109996,0.0708069,0.0181015,0.166168,5.02889,0.0295346,0.676784,
66,54.7827,81.9687,131.874,0.668337,0.230409,10.5584,41.9691,1.21213,0.189278,0.368061,0.347461,3.58713,0.328758,21.545,0.129709,1.50326,0.465081,50.8697,57.7543,6.07229,0.780442,0.398001,1.24744,17.2651,0.0281871,2.23561,0.431802,0.0958206,0.0180339,0.0208781,29.6931,0.0104853,0.00465815,0.109996,0.0708069,0.0181015,0.322298,8.05146,0.028588,1.46563,
67,54.7429,95.7441,163.989,0.571763,0.239959,14.1335,47.6191,3.39503,0.234408,0.416078,0.693888,5.67145,0.326856,21.3285,0.157495,1.52796,0.346556,63.1008,74.6819,14.5207,0.782412,0.596075,2.61501,23.2268,0.053665,2.7939,0.452871,0.558649,0.0180339,0.0208781,29.6931,0.01253,0.00465815,0.109996,0.0708069,0.0137616,0.0882752,5.49012,0.028588,0.341292,
68,54.7429,153.081,250.154,0.357608,0.387045,35.0032,74.7622,4.40913,0.49982,1.16578,1.19579,12.6109,0.354543,20.8446,0.308103,1.53973,0.661093,92.518,123.089,12.2232,1.20518,4.31149,3.19869,33.372,0.146464,3.6324,0.733536,0.283315,0.0165058,0.0315988,29.6931,0.01253,0.00443444,0.109996,0.0725407,0.0137616,0.0963706,6.3427,0.028588,1.12872,
69,54.7429,132.687,240.037,0.412571,0.398961,13.9748,82.1166,3.94641,0.413442,0.46332,1.0582,6.8232,0.372043,21.3095,0.212318,1.59857,0.866332,50.2854,160.338,12.0062,1.22129,1.0283,3.26713,21.8283,0.151679,2.56713,0.531035,0.55226,0.0165058,0.0315988,29.4708,0.00982042,0.00443444,0.190104,0.0741961,0.0137616,0.322698,8.38406,0.028588,0.896177,
70,54.5454,126.946,202.565,0.429676,0.41336,20.0214,64.1029,3.838,0.439366,0.458203,1.16583,10.0629,0.3484,24.2529,0.234684,1.60747,0.910225,66.2178,106.736,11.0587,1.24564,0.610792,3.51736,28.4545,0.0908273,20.1688,0.587903,0.55864,0.0165058,0.0316943,29.5254,0.01253,0.00443444,0.190104,0.0745013,0.0137616,0.15586,9.19612,0.028588,0.894382,
71,54.5454,106.379,170.837,0.512746,0.269057,12.7479,58.1108,3.45171,0.422074,0.506093,0.546235,6.64421,0.344428,21.4724,0.234031,1.63019,0.480448,50.1354,102.859,12.1837,1.28135,0.794214,1.75835,21.4553,0.0984281,3.39504,0.659355,0.614423,0.0165058,0.0316943,29.5254,0.0120456,0.00443444,0.141445,0.0752004,0.0137616,0.252098,12.2073,0.028588,1.38874,
72,54.5454,92.9518,153.912,0.586814,0.236071,7.42765,53.1915,2.35303,0.286728,0.412536,0.53026,4.66281,0.34461,21.8646,0.132304,1.50971,0.424665,38.301,106.324,9.62229,1.03661,0.683712,2.01712,18.8398,0.149583,3.58715,0.362194,0.245723,0.0136432,0.0331115,29.9148,0.0173977,0.00422762,0.141445,0.076996,0.0137616,0.261142,7.72649,0.028588,1.29229,
73,54.5454,127.861,219.903,0.426599,0.375239,25.3954,59.2629,4.46814,0.44007,0.459117,0.878294,13.3956,0.334908,21.1105,0.215922,1.52513,0.827672,76.7021,104.235,12.4575,1.25986,0.631504,3.15359,36.4191,0.140642,4.45089,0.504375,0.62474,0.0136432,0.0331115,29.9725,0.011879,0.00422762,0.0905444,0.0718522,0.0137616,0.0515661,4.77212,0.028588,0.420084,
74,54.5454,91.8989,149.807,0.593537,0.324023,6.70274,55.3335,1.54613,0.328684,0.455489,0.636647,3.19413,0.345196,21.3697,0.138188,1.52453,0.719385,35.653,105.764,7.51515,1.21184,0.772563,2.56461,15.9271,0.115818,2.72746,0.395386,0.279212,0.0136432,0.0331115,29.9158,0.0173977,0.00373998,0.141445,0.076996,0.0137616,0.321907,6.63494,0.0295346,1.04379,
75,54.5383,119.53,197.71,0.456271,0.298657,22.5371,60.5243,3.34879,0.42386,0.412406,1.23606,7.06028,0.333955,21.6217,0.226778,1.5065,0.680565,76.4116,100.039,10.7253,1.24707,0.618199,3.64302,23.114,0.0873531,3.24544,0.587137,0.298335,0.0125922,0.0290725,29.9432,0.015733,0.00278676,0.141445,0.0776326,0.0137616,0.122681,9.21388,0.0282221,0.341366,
76,54.5383,114.129,202.989,0.477865,0.279384,15.941,60.9715,3.06284,0.378336,0.420339,0.697884,8.85837,0.3496,21.4649,0.20135,1.50372,0.719189,60.1499,111.091,10.5899,1.22254,0.673134,2.37716,29.8303,0.153999,2.62702,0.583119,0.291128,0.0125922,0.0290725,29.7807,0.015733,0.00278676,0.141445,0.0747822,0.0137616,0.0375216,4.9476,0.0282605,0.681493,
77,54.5383,130.934,220.499,0.416534,0.145155,27.2648,69.4513,4.47422,0.487217,0.533876,0.680975,4.561,0.340112,21.1323,0.260781,1.6018,0.206093,86.1724,115.714,12.8584,1.35375,1.01677,2.06203,14.8383,0.102673,2.90314,0.637153,0.603545,0.0125922,0.0290725,29.7378,0.0124012,0.00278676,0.129935,0.0776326,0.0194255,0.0461992,10.2239,0.0282605,0.983861,
78,54.5383,126.382,214.284,0.431534,0.341689,20.9547,54.4881,4.54789,0.397919,0.384648,0.868023,11.6502,0.331083,30.516,0.218318,1.68392,0.830182,64.9483,91.034,13.8446,1.09318,0.50654,2.74239,35.1658,0.100707,68.7116,0.534506,1.04722,0.0125922,0.0290725,29.9432,0.0109074,0.00278676,0.129935,0.0784885,0.0194255,0.09751,3.85064,0.0282605,0.658765,
79,54.5383,101.471,161.846,0.537479,0.197742,10.6097,54.9845,2.46494,0.463883,0.383924,0.931579,6.89642,0.341098,22.554,0.178912,1.46393,0.476347,42.6194,101.799,9.15506,1.46435,0.617033,3.61076,26.3893,0.0827953,10.7712,0.477266,0.285838,0.0125727,0.0290725,29.9432,0.0124012,0.00278676,0.122538,0.0765471,0.0194255,0.232893,11.5551,0.0282605,0.391167,
80,54.525,144.202,235.051,0.378115,0.318114,18.9873,78.6271,5.31226,0.462319,0.592779,1.29683,12.4996,0.37531,23.7915,0.278497,1.66063,0.930854,57.7639,146.827,15.0701,1.22635,1.65035,3.39524,31.9094,0.189264,17.4312,0.699446,0.913872,0.0125727,0.0290725,29.825,0.0124012,0.00278676,0.119289,0.077682,0.0194255,0.141703,10.1541,0.0282605,0.746111,
81,54.4931,79.7827,113.059,0.68302,0.234299,4.60549,43.3934,1.65087,0.208837,0.251859,0.464605,4.64145,0.349526,22.3608,0.11448,1.50701,0.812829,24.4224,77.9244,7.93397,0.772953,0.407714,1.88547,20.494,0.111063,5.52266,0.343057,0.43428,0.0125147,0.0225,29.9474,0.0101674,0.00278676,0.103187,0.077421,0.0193018,0.323232,6.30631,0.0281863,0.308703,
82,54.4429,94.0321,137.318,0.578982,0.194505,15.9871,44.9881,3.16848,0.373525,0.332499,0.380821,4.9191,0.316425,21.6239,0.214622,1.53306,0.439324,60.1993,59.8505,10.7427,1.26622,0.469231,1.22809,18.7147,0.057608,3.34491,0.62183,0.376089,0.0125147,0.0225,29.9551,0.00762488,0.00374305,0.109412,0.0752515,0.0185013,0.0280256,7.39775,0.0281863,0.836577,
83,54.4336,114.977,165.017,0.473428,0.250664,15.6327,59.0786,3.83436,0.449065,0.441687,1.16606,10.7681,0.335679,21.1915,0.297923,1.53108,0.635567,49.0907,83.9217,11.2879,1.05566,0.660667,3.29601,29.5713,0.100892,5.07163,0.768622,0.512304,0.0123786,0.0225,30.0265,0.0101674,0.00318255,0.109412,0.0758962,0.0166408,0.027805,5.46828,0.0281863,0.428998,
84,54.4336,158.882,230.431,0.342604,0.318111,34.4011,72.2044,7.03719,0.804638,0.560764,2.02511,18.4971,0.318879,20.8737,0.351511,1.48948,0.691228,80.7629,107.689,14.6019,1.67599,0.827308,4.47468,39.9067,0.118094,5.14278,0.716242,0.268178,0.0123786,0.0225,30.0277,0.0124012,0.00374305,0.109412,0.0758962,0.0185013,0.0131113,0.15972,0.0281863,0.624492,
85,54.4336,111.325,194.774,0.488961,0.163147,13.7106,63.3722,3.22259,0.320595,0.397506,1.03879,5.6146,0.345695,21.3785,0.177742,1.583,0.544089,63.1007,121.358,12.4397,1.14782,0.856145,3.50843,25.9707,0.122555,3.03244,0.524941,0.375147,0.0123786,0.0225,30.0182,0.0124365,0.00374305,0.109412,0.0758962,0.0180817,0.22655,3.9155,0.0281863,1.46689,
86,54.3932,114.799,193.609,0.473811,0.247855,13.7877,62.6828,3.94832,0.443958,0.303251,0.970945,8.16079,0.352008,22.1033,0.223186,1.57519,0.815411,50.1806,122.321,12.7757,1.29569,0.502857,2.83151,26.6221,0.150664,5.85995,0.590355,0.43782,0.0124101,0.0225,29.9997,0.0151573,0.00359124,0.109412,0.0758962,0.0185013,0.0446403,7.28587,0.0282453,1.23404,
87,54.3932,105.697,188.435,0.514615,0.179189,13.0881,57.5344,3.27825,0.323422,0.342221,0.83193,6.27421,0.353323,21.6937,0.170775,1.62731,0.611541,54.684,116.97,11.407,1.04934,0.648059,2.87457,22.3835,0.154766,3.32504,0.529765,0.766961,0.0124101,0.0225,29.9997,0.0145459,0.00359124,0.091541,0.0758962,0.0191096,0.106033,7.77492,0.0282453,0.434767,
88,54.3932,86.118,132.645,0.631612,0.106334,8.18451,47.25,1.61238,0.268081,0.32467,0.471059,4.78492,0.334541,21.1533,0.127493,1.50072,0.444073,39.2386,84.0281,6.67798,1.10381,0.690031,1.89037,19.5251,0.0705128,3.59651,0.449899,0.293803,0.0124101,0.0225,29.993,0.0151573,0.00359124,0.091541,0.0792334,0.0186701,0.156334,5.04963,0.0279948,0.447863,
89,54.3836,83.5078,142.23,0.651239,0.111475,4.52837,50.0353,0.611407,0.23215,0.17594,0.604035,3.44442,0.343542,21.8756,0.0726302,1.47296,0.542012,22.5984,97.7399,2.82351,1.02326,0.20913,2.51742,18.1134,0.107226,1.14504,0.203526,0.137793,0.0124101,0.0225,29.9444,0.0203535,0.00359124,0.0696981,0.0811989,0.0186701,0.323485,16.9491,0.0283672,0.652406,
90,54.3816,83.299,130.004,0.652848,0.126677,12.7588,36.7703,1.8898,0.271876,0.227517,0.548423,5.84553,0.320491,22.8553,0.170266,1.51412,0.509836,58.0148,33.4057,7.51935,1.03798,0.381454,2.31539,25.1712,0.0433718,3.94276,0.581879,0.513091,0.0123748,0.0254968,29.9459,0.0176387,0.00428536,0.0507401,0.0802222,0.0186597,0.0635389,21.9189,0.0278907,0.59679,
91,54.3425,101.172,161.744,0.537129,0.271316,14.4162,48.8906,3.74602,0.455091,0.368471,1.07406,8.33355,0.343982,21.435,0.172429,1.6655,0.860028,44.5579,87.4132,12.3412,1.31678,0.828336,3.27644,26.8462,0.109733,5.46504,0.469283,0.974295,0.0123748,0.0207697,17.1358,0.0210596,0.00573365,0.0507401,0.0811989,0.0160943,0.127268,4.79294,0.0278907,0.600009,
92,54.3425,121.536,210.787,0.447132,0.156127,19.6126,60.5228,5.18015,0.431905,0.284342,0.791327,10.5016,0.333118,21.8383,0.225738,1.65756,0.629866,64.3029,102.659,15.9892,1.21026,0.60279,2.32179,32.8147,0.0762186,4.16916,0.641984,0.795954,0.0123748,0.0169152,30.0167,0.0210596,0.0076606,0.0408377,0.0812436,0.0160943,0.0742561,7.16239,0.0284723,1.27365,
93,54.2872,105.603,161.428,0.514069,0.131955,21.2836,47.6662,3.23353,0.331749,0.3264,0.300052,7.71627,0.337434,22.6217,0.18869,1.46522,0.507967,66.0758,66.0572,10.7852,0.952255,0.694655,0.957178,25.4981,0.0825348,9.93994,0.505072,0.319315,0.0123748,0.0169152,29.9702,0.0210596,0.0076606,0.0408377,0.0812436,0.0160943,0.0221424,7.87309,0.0284723,0.263757,
94,54.2872,94.1567,159.953,0.576562,0.172755,17.068,43.2251,3.14065,0.326131,0.168519,0.388082,5.91132,0.324833,21.8298,0.0814156,1.5201,0.724517,68.1416,55.5353,12.9465,1.17183,0.406417,1.28807,24.8379,0.0586712,2.22604,0.236664,0.33263,0.0123748,0.0169152,29.9702,0.0203764,0.00573912,0.0284244,0.0809132,0.0160943,0.101405,8.28448,0.0284723,0.637893,
95,54.2872,111.315,196.113,0.48769,0.22516,14.1435,58.829,3.53563,0.283822,0.200914,1.10942,9.00018,0.351202,21.8177,0.125014,1.69338,0.768198,61.0814,115.141,13.0551,0.959523,0.501419,3.61221,31.9281,0.115996,3.34641,0.371401,1.05192,0.0123511,0.0169152,29.9702,0.0210596,0.0172602,0.0284244,0.0812436,0.0160943,0.270485,11.8797,0.0284723,1.17554,
96,54.2807,83.7631,144.384,0.648027,0.113404,11.7389,44.3456,1.26346,0.182186,0.141997,0.643722,1.77701,0.340594,21.6253,0.0912322,1.49966,0.555204,57.3068,72.7066,6.2357,0.723154,0.444597,2.81133,10.3229,0.0722376,2.37211,0.343847,0.24511,0.0123511,0.0167723,29.9588,0.0210596,0.0187473,0.0284244,0.0811782,0.0160943,0.324443,8.74594,0.0284723,1.46497,
97,54.2807,113.014,182.879,0.480302,0.192969,19.4536,49.8596,4.05805,0.624514,0.311084,0.725431,9.69472,0.341997,25.9774,0.228791,1.54544,0.525418,64.4306,69.5799,11.1805,1.63167,0.687419,1.92476,29.3107,0.0884526,35.6659,0.554212,0.386609,0.0123511,0.0144915,29.9702,0.0210596,0.0103982,0.0284244,0.081013,0.0186337,0.181172,6.20749,0.0284537,1.04157,
98,54.2569,83.8572,144.757,0.647015,0.0190353,10.0761,43.3009,1.72725,0.196968,0.129452,0.265462,4.45887,0.333303,21.741,0.104437,1.50439,0.17622,50.3047,65.9987,8.59438,0.938448,0.385107,1.09759,21.9386,0.068102,4.57064,0.3828,0.328037,0.0123825,0.0165149,29.9702,0.0200394,0.00681057,0.0284244,0.081013,0.0186337,0.222386,9.63256,0.0284723,0.663421,
99,54.233,73.5162,93.5226,0.737701,0.145184,2.38714,39.4859,2.67094,0.275515,0.13399,0.510549,3.68069,0.337669,22.2081,0.100546,1.58,0.645968,12.3515,64.9155,10.7159,0.979902,0.348478,2.31088,15.4677,0.0485833,3.61287,0.281207,0.549964,0.0124447,0.0165149,21.9444,0.0213912,0.00681057,0.0284244,0.081013,0.0185364,0.324841,12.7193,0.0284921,1.10421,
100,54.233,78.5792,119.62,0.690169,0.0826821,3.82833,47.3835,0.822416,0.176773,0.196224,0.654397,1.99423,0.344426,21.5454,0.0587445,1.49203,0.336771,18.6313,86.4917,4.90327,0.724684,0.719325,2.84154,9.77644,0.0999016,3.2094,0.145624,0.11898,0.012482,0.0165149,29.957,0.0213912,0.00681057,0.0284244,0.0810235,0.0185364,0.325257,0.449336,0.0284921,1.4721,
101,54.2308,133.964,237.4,0.404815,0.142598,21.4333,72.914,4.40908,0.420601,0.232449,0.905142,10.3873,0.366889,20.9744,0.199753,1.57894,0.456287,75.6642,134.725,14.5011,1.15283,0.726369,2.92019,31.4741,0.166427,3.32877,0.488036,0.483927,0.0124992,0.0118963,29.9716,0.0250055,0.00681057,0.0284244,0.0810235,0.0185364,0.0583421,4.11861,0.0284921,0.952331,
102,54.2135,84.1407,155.515,0.644319,0.0271964,5.92051,46.4267,1.7379,0.164281,0.116658,0.616915,5.41095,0.337582,21.7077,0.136697,1.53755,0.125132,32.6978,96.2051,8.86218,0.708624,0.37314,2.65691,26.8079,0.0985035,2.05766,0.540494,0.430455,0.0125767,0.0118963,29.9716,0.0250055,0.0059684,0.0323704,0.0810235,0.0185364,0.238915,10.7548,0.0284921,1.41319,
103,54.2135,108.77,187.947,0.498423,0.0815729,15.5701,59.5297,2.97905,0.33601,0.341007,0.588414,6.2285,0.351756,21.0901,0.183111,1.49088,0.285182,59.1001,111.777,10.553,1.09423,1.22213,2.3981,22.9892,0.136017,3.54048,0.567979,0.111101,0.0125126,0.0118963,29.9605,0.0250055,0.00681057,0.0319627,0.0810235,0.0193204,0.0720301,6.35999,0.0285579,1.29005,
104,54.2135,84.6117,149.037,0.640733,0.114421,8.81743,43.3292,1.65038,0.194113,0.099445,0.424869,5.0741,0.334081,22.8238,0.120663,1.62916,0.482138,50.4914,75.9336,10.5197,0.815356,0.333073,1.77431,26.2783,0.0504506,7.43926,0.450118,0.961478,0.0125767,0.0118963,29.9716,0.0250055,0.00681057,0.026366,0.0810178,0.0193204,0.325388,8.88136,0.0283547,1.46762,
105,54.2061,115.506,186.421,0.469294,0.259358,15.3311,64.1892,3.14194,0.544895,0.291758,0.866859,7.93273,0.34679,20.8505,0.26481,1.48555,0.924977,57.6545,114.783,8.84203,1.49972,0.713445,2.76464,24.7157,0.120975,4.19865,0.70072,0.453198,0.0125767,0.00947377,25.9243,0.0253622,0.00681057,0.026366,0.0810178,0.0195301,0.0668432,2.19913,0.0283547,0.449232,
106,54.1803,75.1448,87.1904,0.721011,0.0612679,4.52989,41.5206,1.37148,0.243069,0.167979,0.337172,3.40668,0.343087,21.5233,0.147292,1.49305,0.238486,25.7074,53.0471,5.96394,0.997955,0.524552,1.22463,14.295,0.10978,2.38474,0.496114,0.358609,0.0125767,0.00545953,29.9846,0.0212178,0.00794905,0.026366,0.0810178,0.0195301,0.325022,10.8361,0.0286218,0.484038,
107,54.1702,93.9026,155.174,0.576877,0.0762639,10.6807,50.3738,0.936318,0.261676,0.60298,0.426149,7.10162,0.336307,21.4975,0.11145,1.49782,0.290185,41.7732,88.9317,3.72716,0.941155,2.62021,1.66231,27.2398,0.135974,2.64713,0.287209,0.163395,0.0129754,0.00545953,29.9807,0.0223179,0.00794905,0.026366,0.0810178,0.0205851,0.0557378,8.64254,0.0286218,1.35163,
108,54.1702,109.762,175.227,0.493523,0.46842,16.718,53.5717,4.17749,0.482889,0.287023,0.389603,10.3401,0.334475,21.1143,0.225112,1.65317,1.48502,58.7311,75.8941,12.7475,1.43351,0.754789,1.1475,32.0368,0.0706619,3.27403,0.667603,0.720109,0.0128917,0.00545953,29.9845,0.025162,0.00955807,0.0278546,0.0810235,0.0205851,0.020667,7.07426,0.0285669,0.812225,
109,54.1622,118.184,214.18,0.458288,0.130095,17.6039,64.7193,2.59004,0.39195,1.39612,0.790523,7.67441,0.364734,20.8175,0.205523,1.49951,0.515606,64.9732,129.082,10.4268,1.15493,8.72526,3.16444,28.3086,0.166572,4.0345,0.56783,0.267024,0.0128917,0.00545953,29.9712,0.0240626,0.00955807,0.0283805,0.0833829,0.020476,0.1387,4.37314,0.0286218,0.696661,
110,54.1611,106.199,157.736,0.509996,0.175265,23.898,47.3499,4.06696,0.383303,0.246281,0.691651,6.41131,0.311092,20.8877,0.246596,1.53105,0.541042,75.6787,52.6994,13.35,1.11936,1.26019,2.00293,21.5841,0.0789916,4.31362,0.709604,0.259551,0.0131298,0.00545953,29.9837,0.0239789,0.00581668,0.0284614,0.0833829,0.0202239,0.025343,0.450726,0.0286218,1.16057,
111,54.1539,79.6635,126.375,0.679784,0.187421,4.17038,43.1232,2.75184,0.155401,0.133789,0.358659,5.12946,0.338591,21.6232,0.154648,1.53697,0.719906,26.4045,78.1809,11.1977,0.578309,0.406216,1.15149,21.7621,0.113171,2.06948,0.509864,0.374914,0.0131298,0.00199118,23.8903,0.0212931,0.00934072,0.0284614,0.0839367,0.0202239,0.061184,11.0017,0.0286858,0.765454,
112,54.147,73.8572,107.727,0.733131,0.054889,5.37858,39.9961,1.07215,0.204945,0.147755,0.46834,2.87911,0.3268,21.7468,0.107202,1.47454,0.229623,26.5282,61.7463,5.71125,0.958889,0.549605,2.63812,15.2382,0.0526975,2.25534,0.386912,0.0806214,0.0131298,0.00199118,29.9837,0.0239789,0.00934072,0.0296301,0.0840005,0.0202239,0.0928716,6.00419,0.0288933,1.1094,
113,54.147,111.782,198.806,0.4844,0.247131,13.8619,60.6558,3.20841,0.378204,0.32317,0.78699,6.70017,0.359474,23.601,0.129119,1.53027,1.00571,53.8915,124.146,11.2967,1.23447,1.04483,2.53465,24.9218,0.164525,16.6152,0.349983,0.216079,0.0131298,0.00100883,29.9837,0.0240157,0.010028,0.028785,0.0840005,0.0199243,0.257402,2.45924,0.0289789,1.47379,
114,54.1284,111.743,177.735,0.484401,0.280648,11.7455,58.0064,2.60319,0.537954,0.270596,0.682889,11.2181,0.364922,24.2399,0.277489,1.51524,0.854081,44.5501,102.14,7.6714,1.5165,0.709642,1.92772,32.8217,0.157423,23.5407,0.692032,0.347308,0.0136406,0.00100883,29.9837,0.023844,0.00807414,0.0276716,0.0840005,0.0199162,0.12155,2.399,0.0289789,0.892302,
115,54.1279,80.8487,102.627,0.669496,0.161269,11.2424,36.196,3.01982,0.294719,0.207952,0.272716,6.12543,0.326812,21.2761,0.176379,1.54907,0.581176,45.0432,36.9033,10.4201,0.984484,0.594686,0.742715,22.7559,0.0715815,4.86118,0.573109,0.486534,0.0135685,0.00100883,25.2757,0.023844,0.00897412,0.0276716,0.0830227,0.0192926,0.11763,1.05865,0.0288716,0.82687,
116,54.1279,98.9565,161.572,0.546987,0.0802494,16.2425,51.1696,2.14836,0.30448,0.246328,0.331803,5.19374,0.337533,21.296,0.16815,1.4378,0.287633,61.5192,78.3485,7.9544,1.03571,0.753111,1.06184,18.6579,0.0837244,2.67726,0.504176,0.189218,0.0135685,0.00126146,29.971,0.023844,0.00494251,0.0275657,0.0830227,0.0192926,0.075265,10.0631,0.0288716,0.676369,
117,54.1266,107.913,170.915,0.501578,0.471216,14.1434,59.0061,2.96071,0.382745,0.290589,0.776296,6.40777,0.347453,21.3359,0.175092,1.61547,1.54677,48.4691,103.808,10.2903,1.11551,0.851996,3.01277,20.996,0.113386,2.55544,0.468886,0.629129,0.0135685,0.00134237,29.971,0.023844,0.00791754,0.0275657,0.0834714,0.0192926,0.247298,11.1813,0.0289789,1.01759,
118,54.1248,158.33,264.426,0.341847,0.389339,28.508,85.4096,4.34845,0.474698,0.262686,1.843,13.1969,0.352624,21.7381,0.174122,1.633,1.3023,78.4763,149.753,12.0483,1.19791,0.677463,4.86992,34.4677,0.124702,5.09214,0.400818,0.629498,0.0128137,0.00131761,29.9736,0.023844,0.00715611,0.0274595,0.0843004,0.0196475,0.090578,5.00703,0.0288767,1.16978,
119,54.1201,93.7597,188.863,0.577221,0.051636,9.51655,51.7151,2.20378,0.346678,0.194269,0.378689,6.14239,0.319597,21.2182,0.1408,1.53194,0.395203,50.2247,115.601,9.66978,1.31379,0.680305,1.9242,25.3031,0.057466,3.42689,0.466547,0.314175,0.013695,0.00131761,29.9736,0.0253305,0.00791754,0.0272257,0.084221,0.0196475,0.0435903,6.47242,0.0288767,1.47371,
120,54.1194,79.7873,126.687,0.678296,0.0819567,5.61369,46.6507,0.527519,0.127838,0.109263,0.506545,2.57875,0.336826,21.6955,0.099433,1.45922,0.339082,35.6507,83.3155,3.09518,0.585281,0.437577,2.0794,14.1392,0.0565451,1.92684,0.353993,0.100726,0.013695,0.0010005,29.9722,0.0251626,0.00791754,0.0271451,0.0834698,0.0191836,0.325806,11.01,0.0288292,0.948364,
121,54.1174,112.484,185.834,0.481112,0.311475,10.5973,66.3873,3.83269,0.424045,0.339819,0.78686,7.03923,0.362904,20.6955,0.228614,1.47827,0.913498,33.188,132.242,10.7133,1.21826,0.984704,2.27162,22.7372,0.17278,4.02363,0.584567,0.356141,0.013695,0.0010005,29.9722,0.024896,0.00664283,0.0271451,0.0846096,0.0196739,0.21453,4.33416,0.0288767,0.377005,
122,54.1083,103.135,174.269,0.524636,0.0983427,12.3326,55.044,3.27628,0.367607,0.171201,0.397046,5.37488,0.349869,23.9864,0.165456,1.5714,0.373148,47.88,100.123,11.3977,1.24722,0.534427,1.53123,22.6303,0.0875052,18.5107,0.503023,0.500738,0.0129428,0.0010005,29.9495,0.024896,0.00448201,0.0270953,0.0850246,0.0196739,0.325677,9.4949,0.0288767,1.37171,
