Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.mechanical_trail_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.roll_center.y.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.camber_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.camber_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.mechanical_trail_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.roll_center.y.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.camber_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
55,46.3354,82.2403,151.27,0.563414,0.793692,1.7322,33.4406,0.882292,6.87007,4.55048,0.321813,0.329585,3.23423,24.8295,3.09219,1.34483,0.818795,0.506987,0.945407,97.6977,0.866784,14.1476,19.5079,0.149073,0.524571,10.4122,5.25433,10.4276,0.994508,1.3544,0.459944,0.348684,9.29953,0.229471,2.16348,0.0559692,0.243162,0.00990331,0.319223,12.1199,0.10738,0.739372,0.237288,
56,46.0066,82.3317,117.955,0.558796,0.799551,2.15311,34.7568,0.947994,6.25158,5.55136,0.299755,0.359584,2.3413,24.4289,2.18171,1.37653,0.883552,0.457905,2.6161,85.7713,1.01024,9.01612,16.5636,0.0623541,0.533322,5.38193,5.56977,5.39672,0.758069,1.25669,0.474087,0.691387,9.29953,0.215158,2.16348,0.0744658,0.109788,0.00990331,0.339543,6.07089,0.141378,0.561711,0.237288,
57,45.8495,75.7223,114.198,0.605495,0.717417,1.81114,27.342,0.972696,5.94382,4.35429,0.314404,0.407557,3.5777,24.7137,3.40194,1.26723,0.898496,0.383467,1.2568,71.302,1.07305,9.94713,14.806,0.0649531,0.816596,10.7045,4.56597,10.7431,0.269948,1.44055,0.428166,0.792274,9.40131,0.223339,2.38696,0.0847925,0.258812,0.0108693,0.35147,5.95783,0.141378,0.218513,0.254518,
58,45.34,78.3109,125.916,0.578974,0.824487,1.9254,26.9359,0.848419,9.06025,3.82143,0.328547,0.518408,3.55199,24.582,3.31659,1.61899,0.978407,0.990124,1.38288,72.441,0.619961,21.5504,14.6993,0.142423,0.81489,11.418,6.33043,11.3316,1.6724,1.57728,0.390039,0.980155,9.24991,0.223339,2.38696,0.132735,0.272866,0.00858285,0.35147,0.213459,0.152218,0.948753,0.254518,
59,45.34,107.2,183.864,0.422947,0.790683,2.40267,47.5393,0.91116,10.4861,7.08203,0.315149,0.545777,5.73426,23.0564,5.494,1.51897,1.3237,0.549294,2.52494,112.885,0.945138,20.9936,21.6891,0.154422,0.648081,15.026,4.30637,15.2816,1.37725,2.49042,0.378326,1.03604,8.63115,0.221833,2.38696,0.132735,0.0147566,0.00858285,0.566684,2.76581,0.194462,0.440753,0.298882,
60,45.296,66.7361,99.5835,0.678733,0.742332,1.89868,24.5663,0.763433,4.47613,3.34062,0.312992,0.456347,2.21569,24.0147,1.97239,1.2794,0.697029,0.475152,1.39592,71.2067,0.864134,4.36425,12.9315,0.0798797,0.581138,7.66829,3.75481,7.96881,0.389171,0.905936,0.390039,1.03604,9.17617,0.214852,2.32022,0.11333,0.272866,0.00858285,0.566684,11.6512,0.194462,0.449045,0.286688,
61,44.7401,122.898,192.317,0.364041,0.875574,2.22417,61.8825,0.973345,11.6792,8.82187,0.338258,0.540422,5.51401,22.2814,5.28,1.4262,1.06137,0.735436,1.93701,128.46,0.7758,20.7999,20.6702,0.116184,0.990184,12.8303,4.87547,13.4773,0.836213,1.51144,0.28729,0.84444,9.17617,0.221833,2.84472,0.0817694,0.272866,0.0370303,0.566684,1.68807,0.194462,0.643519,0.258416,
62,43.8535,97.2912,155.119,0.450745,0.786251,1.9124,41.7626,1.00316,8.29287,5.9334,0.322147,0.474494,4.24439,25.8958,3.97218,1.51318,1.17824,0.659628,1.49444,105.28,1.14541,17.9382,17.77,0.112634,0.881982,12.2512,21.9382,12.2981,1.429,2.10347,0.194784,1.34853,9.17617,0.229503,2.84472,0.11333,0.289807,0.0308829,0.525985,9.531,0.194462,1.03097,0.258416,
63,43.8535,78.5753,133.749,0.558108,0.69689,2.0034,32.5697,0.808222,6.82905,3.4005,0.314196,0.330713,3.23678,23.2449,2.90505,1.32751,0.908404,0.574144,2.28291,93.9396,0.628842,13.3739,11.0586,0.0921755,0.580156,9.96667,3.92828,9.96979,0.472083,1.56929,0.194784,0.818583,8.59661,0.229503,2.84472,0.11333,0.21074,0.0223362,0.525985,10.0311,0.194462,0.931058,0.258416,
64,43.0858,59.9658,78.9909,0.718506,0.590087,1.66759,20.1821,0.783095,4.17288,3.02223,0.301743,0.249268,1.96672,23.4451,1.6339,1.28481,0.666262,0.295983,0.786418,47.3167,0.623298,4.37025,12.3867,0.0146741,0.277243,8.14006,2.3973,8.08451,0.298477,0.789698,0.194784,1.20426,9.17617,0.229503,2.84472,0.109088,0.274676,0.0105367,0.525985,10.8378,0.173131,1.10624,0.258416,
65,43.0858,88.5314,155.55,0.486672,0.642341,1.84217,39.1581,0.946619,7.68421,6.03579,0.323153,0.304671,3.33595,23.1192,2.97652,1.24554,0.917168,0.563689,1.18607,107.656,0.966338,15.572,19.343,0.113475,0.301307,9.66929,3.32584,9.32121,0.156862,1.33204,0.194784,1.31969,9.2979,0.229503,2.68413,0.0908545,0.103462,0.0105367,0.525985,6.76001,0.173131,0.61391,0.334911,
66,43.0858,80.0035,134.484,0.538549,0.554207,2.3879,32.1498,0.902496,7.34152,6.33151,0.306496,0.443708,2.33008,22.6737,1.97499,1.61315,0.994002,0.318802,3.94684,99.3044,1.10226,17.8237,26.1888,0.0875078,1.01126,7.39378,3.55112,7.37084,1.65504,1.51011,0.194784,0.847198,9.15132,0.22197,2.9711,0.0908545,0.0392713,0.0105367,0.525985,2.31903,0.173131,0.713907,0.311008,
67,42.534,64.9142,95.7363,0.655233,0.543046,1.84416,21.563,0.782058,6.67625,5.26605,0.302529,0.315546,1.60727,22.3904,1.3365,1.40054,0.886957,0.497014,1.1634,48.4846,0.94656,17.8149,21.0266,0.0671454,0.558617,4.43401,2.88384,4.4433,0.730024,1.42921,0.123034,1.32196,9.15132,0.22197,3.00384,0.103076,0.073984,0.0145673,0.320755,6.57317,0.171107,1.16179,0.311008,
68,42.0989,63.0246,99.7963,0.667975,0.561703,1.69495,22.4187,0.6479,6.37558,3.51675,0.311277,0.195413,1.23073,22.8951,0.969394,1.44727,0.759779,0.547239,0.295214,72.875,0.712752,14.8891,15.0048,0.0766985,0.245585,3.58562,2.51375,3.54119,0.916268,1.07041,0.123034,1.32196,8.82159,0.22197,3.00384,0.103076,0.197327,0.00816244,0.426244,11.2961,0.159343,1.19493,0.291035,
69,42.0989,82.4533,153.733,0.510578,0.458403,2.29906,27.4504,0.790425,7.18967,6.84764,0.315102,0.368311,3.51356,27.6653,3.27992,1.40959,0.865829,0.387133,3.08907,75.8374,0.91867,15.5443,26.7467,0.0498931,0.696391,11.9357,34.5511,12.1061,0.698328,1.37301,0.123034,1.32196,8.82159,0.225294,3.00384,0.0787593,0.294005,0.00816244,0.52607,12.0868,0.159343,0.982059,0.258776,
70,42.0989,68.9343,107.592,0.61071,0.493229,1.92424,16.9248,0.766664,7.40841,7.80892,0.311398,0.263499,2.69274,25.5402,2.47005,1.47459,0.855546,0.449187,1.16808,36.0583,0.876634,17.2499,29.0692,0.0345991,0.326323,9.76467,22.0269,9.77612,0.86561,1.37866,0.123034,1.32196,8.67448,0.226521,2.99472,0.0787593,0.294046,0.00816244,0.512777,9.00047,0.159343,1.18934,0.258776,
71,41.6635,99.0175,169.791,0.420769,0.565686,1.9926,42.7758,0.821758,8.10975,8.01236,0.316009,0.355433,5.96697,22.0045,5.75939,1.28702,1.0503,0.7016,1.45259,94.5531,0.741091,15.2219,24.8521,0.0905995,0.544131,15.7123,4.27815,16.2241,0.415074,1.89332,0.12988,1.3866,8.54708,0.228157,3.01845,0.0787593,0.0245591,0.0106942,0.463932,8.32538,0.16911,0.424576,0.258776,
72,41.6635,59.0142,82.4762,0.705991,0.448395,1.70161,17.4711,0.820822,6.82318,3.46362,0.302227,0.326929,2.01431,21.8139,1.82299,1.38938,0.615743,0.721552,0.755154,41.1259,0.909213,17.0156,16.7416,0.0284341,0.501083,7.94207,2.72798,8.20076,0.660174,0.718149,0.12988,0.62257,8.48475,0.228157,3.09918,0.0787593,0.166866,0.0138011,0.440995,4.65084,0.133952,1.1686,0.258776,
73,41.502,57.0617,78.6881,0.727317,0.325549,1.60532,18.4839,0.751861,5.603,2.84386,0.320572,0.461798,1.36756,22.0636,1.17775,1.40137,0.655546,0.308058,0.174256,43.647,0.842652,13.372,12.8798,0.146545,0.957465,3.60637,1.98046,3.55254,0.840692,0.924522,0.154357,0.967241,8.24884,0.228157,3.03594,0.0867032,0.084231,0.0263911,0.440995,9.06579,0.133952,1.20094,0.272958,
74,41.3614,100.289,166.132,0.412423,0.504715,2.26931,48.9718,0.969529,9.40742,7.25752,0.312973,0.503972,3.58874,20.5816,3.39388,1.4095,1.11775,0.646676,2.47843,118.125,1.07888,16.7969,21.6902,0.074765,0.937195,11.3911,4.86351,11.1315,0.704308,1.88493,0.1686,0.97202,8.24884,0.22765,3.03594,0.0867032,0.22569,0.00907882,0.440995,3.58291,0.133952,0.592843,0.261393,
75,41.3614,93.9123,175.121,0.440426,0.465921,2.14724,33.4707,0.930921,7.70623,7.46346,0.323732,0.5464,3.49468,31.8227,3.30291,1.41394,0.823468,0.607859,2.39586,93.9556,1.18926,14.6184,23.1017,0.100952,1.09172,10.3125,74.1536,10.3406,0.930842,1.28306,0.1686,0.634541,8.24884,0.22765,2.95911,0.0867032,0.278213,0.00907882,0.440995,1.47206,0.133952,1.20094,0.256627,
76,40.8442,61.9925,140.717,0.658858,0.411178,1.70237,23.798,0.583272,5.72772,1.74769,0.325807,0.291604,1.88183,21.9003,1.67836,1.36593,0.578443,0.905071,0.458686,93.6272,0.45211,16.8696,11.6152,0.160713,0.551199,9.12083,9.97183,9.15572,0.870138,1.217,0.125275,1.49085,9.47047,0.22765,2.95911,0.0867032,0.294666,0.00907882,0.452084,10.7395,0.1436,1.20708,0.215059,
77,40.8442,99.9421,199.228,0.408679,0.514095,2.24151,46.0906,0.724049,7.78953,8.66179,0.354537,0.293441,4.05333,23.1798,3.80039,1.51335,0.725735,0.982697,2.45788,129.672,0.582499,18.8991,32.8697,0.178656,0.276702,12.3604,11.6732,12.6285,0.996094,1.45888,0.149628,0.570063,9.31919,0.236137,2.94051,0.0818998,0.294666,0.00907882,0.423249,6.4886,0.135541,1.20742,0.215059,
78,40.8316,95.4393,190.569,0.427828,0.404901,1.86349,40.9997,0.799074,7.85834,10.1083,0.323506,0.380567,4.36368,21.9269,4.12269,1.35233,0.93589,0.680051,1.42518,114.494,0.929736,16.2799,37.9966,0.117011,0.577812,14.293,3.05936,14.2345,0.698767,2.06738,0.149628,0.424836,9.31919,0.236137,3.03323,0.0818998,0.0918304,0.00907882,0.414207,8.99594,0.127657,0.78099,0.215059,
79,40.6027,90.4917,174.451,0.448689,0.439405,2.20091,41.0033,0.66535,7.23204,6.85022,0.317965,0.509166,3.85529,21.7715,3.63413,1.33498,0.677441,0.726478,1.64405,113.131,0.678089,14.6605,25.4687,0.0996311,1.14563,11.7634,2.52679,11.7667,0.592328,1.34467,0.165761,1.53227,9.09671,0.239947,3.03985,0.0818998,0.0462224,0.00907882,0.414207,7.83672,0.127657,0.342494,0.215059,
80,40.5321,66.8984,140.599,0.605876,0.952696,2.12308,24.3344,0.64229,5.62427,3.62324,0.317058,0.447668,2.59215,21.9741,2.35655,1.34452,0.566332,4.64918,2.21677,88.3095,0.9899,14.326,18.8767,0.111774,0.652655,10.5794,3.1247,10.5428,0.546775,1.10211,0.168245,1.538,9.09671,0.239947,3.00452,0.0849384,0.0732267,0.00907882,0.414207,0.406038,0.127657,1.2149,0.215059,
81,40.4056,69.1737,98.3197,0.584117,0.361392,2.05044,25.01,0.80478,5.65485,4.626,0.295647,0.515255,3.13186,21.5683,2.90911,1.34653,0.899598,0.567517,1.93902,53.0999,1.16836,8.49272,15.5166,0.0497634,0.758153,11.1359,3.05986,11.1595,0.41528,2.26592,0.133833,0.858767,9.09671,0.239947,3.06234,0.0912324,0.0354418,0.00927407,0.408668,6.52187,0.127657,1.2149,0.23409,
82,40.4056,63.896,112.765,0.632364,0.316119,1.89354,21.6262,0.582681,3.90957,5.29538,0.305384,0.450323,2.71255,22.383,2.47426,1.31125,0.635752,0.479801,0.769569,60.2783,0.55841,4.19542,26.7895,0.0345297,0.651969,11.0759,1.25262,11.0797,0.338517,1.66184,0.0786927,1.58548,9.09671,0.23957,3.0117,0.0901008,0.0933578,0.0351467,0.408668,16.9795,0.127296,1.2149,0.23409,
83,40.3301,103.33,182.876,0.390303,0.406406,2.51869,43.0009,1.02499,11.7852,11.1492,0.335823,0.652847,3.36576,23.2428,3.09411,1.65281,1.10066,0.554488,3.10545,109.555,1.60518,27.9217,35.3873,0.11866,1.44351,9.85118,12.0267,9.90952,1.75852,2.28787,0.0786927,1.57702,9.09671,0.237091,3.05211,0.0888608,0.283729,0.0351467,0.414207,8.99514,0.127296,0.648671,0.242147,
84,40.1852,62.0965,87.7916,0.64714,0.349072,1.86822,20.0202,0.564253,5.66151,4.32474,0.301178,0.342023,2.30595,22.299,2.06901,1.34075,0.650563,0.512154,0.924263,49.2618,0.770061,11.6788,18.7789,0.0571965,0.47541,8.51372,1.7236,8.55607,0.490407,1.72538,0.0786927,1.10198,9.09671,0.237091,3.05653,0.0888608,0.0436022,0.0134844,0.40799,13.7092,0.127657,1.19139,0.227644,
85,40.1852,108.465,312.041,0.370488,0.375642,2.5565,61.49,0.703248,7.32233,4.80295,0.328474,0.457197,3.2559,21.9445,2.97795,1.49934,0.751464,0.833421,3.23143,259.413,1.23931,16.2592,19.6133,0.113505,0.671147,11.9153,2.3228,11.7776,1.13217,1.86725,0.15356,1.57702,9.10708,0.237091,3.05653,0.0888608,0.303542,0.0351467,0.398289,10.6239,0.122929,1.19139,0.227644,
86,40.1145,169.558,664.218,0.236583,0.315722,2.69459,129.584,0.6752,6.5893,3.11069,0.358506,0.409453,0.998318,22.1877,0.6678,1.32625,0.640343,0.452586,3.36147,640.465,1.10312,13.0333,11.2494,0.263758,0.525745,3.29876,5.83148,2.91637,0.643132,1.13673,0.13857,1.57702,9.10708,0.234584,3.05653,0.0888608,0.302304,0.0260301,0.397222,6.96743,0.122929,0.649896,0.208112,
87,39.9924,83.7523,153.061,0.477508,0.364421,2.03824,38.6739,0.52423,6.62306,6.30077,0.335187,0.409597,1.96655,22.6786,1.72404,1.3504,0.763291,0.56942,1.47571,112.83,0.64904,13.7717,22.8532,0.131666,0.456181,7.11632,6.89919,7.30509,0.408457,1.57901,0.13857,1.57883,9.15376,0.234584,3.07345,0.092916,0.256422,0.021594,0.397222,11.3552,0.121012,1.19139,0.208112,
88,39.9924,131.746,299.955,0.303557,0.380468,2.11754,48.4382,0.797726,10.794,9.59166,0.33428,0.508828,3.53191,49.4395,3.27771,1.38441,1.14963,0.736552,1.96863,144.624,1.38325,24.6769,29.8587,0.130531,0.859793,11.6971,188.009,11.6902,0.546018,2.59058,0.077158,0.372118,9.1366,0.234584,3.07345,0.0916532,0.039503,0.021594,0.397222,11.7335,0.122929,1.15916,0.208112,
89,39.9475,60.3272,107.854,0.66218,0.295645,1.93699,22.4761,0.447248,5.01233,3.66556,0.316937,0.395348,1.16211,21.8624,0.921208,1.24253,0.592858,0.541624,0.963292,70.4709,0.667078,11.2097,19.3944,0.0594446,0.462962,4.73605,27.3881,4.77068,0.206847,1.47074,0.077158,1.62084,8.99757,0.234584,3.07345,0.0916532,0.303994,0.0239463,0.385633,9.95426,0.121196,0.370777,0.195088,
90,39.8906,71.3744,125.668,0.558892,0.325285,2.00899,24.7737,0.569532,7.4654,4.86419,0.306643,0.417975,3.52853,21.8519,3.31829,1.34356,0.600484,0.568193,1.15797,63.4122,1.01298,16.766,20.4158,0.0266024,0.763305,12.1684,1.64455,12.3069,0.43206,1.16029,0.077158,1.60718,8.99757,0.234584,3.07345,0.0916532,0.148224,0.0239463,0.385633,13.2688,0.121196,1.222,0.195088,
91,39.8395,68.5007,122.897,0.581593,0.241087,1.97659,25.8705,0.604045,6.31136,3.77209,0.310018,0.316149,2.76564,21.8386,2.5365,1.32848,0.629605,0.313319,1.39966,77.0653,1.13071,14.2655,14.8006,0.0720959,0.175874,10.9294,1.81681,10.8965,0.469942,1.27765,0.077158,1.46238,9.15249,0.234584,3.07345,0.0916532,0.0871455,0.0239463,0.396174,11.4814,0.121196,0.894896,0.208112,
92,39.7959,94.2934,201.6,0.422043,0.671851,2.28321,35.9166,0.578447,9.55083,7.86375,0.308452,0.576907,5.17837,24.2952,4.91678,1.4329,0.720091,2.83803,2.25126,107.256,0.920973,25.2212,28.8654,0.0457809,1.14423,16.2083,15.2379,16.378,1.05154,1.49753,0.0744393,1.675,9.15249,0.234584,3.14504,0.0935674,0.176761,0.0260301,0.396174,7.86611,0.121196,0.417952,0.208112,
93,39.7342,77.666,162.496,0.511604,0.27418,2.22515,30.0817,0.419629,7.24287,7.04769,0.319131,0.351798,3.1335,21.6707,2.85319,1.50737,0.539028,0.491418,3.06464,85.0271,0.533929,20.3397,34.0618,0.0527771,0.323215,11.2299,3.73018,11.0809,1.59976,0.968444,0.0744393,0.364591,9.09593,0.237265,3.14504,0.0936454,0.304672,0.0828575,0.394738,7.66889,0.119464,0.660417,0.281315,
94,39.7342,79.9557,143.444,0.496953,0.277148,2.27639,25.0726,0.635314,8.76348,7.95884,0.307801,0.585428,3.7011,24.6205,3.44224,1.5567,0.758173,0.477168,3.10993,70.3844,1.20424,21.3171,28.5179,0.0432514,1.31404,11.9503,21.863,11.8081,1.31646,1.809,0.0359146,0.402508,9.09048,0.233429,3.12995,0.0936454,0.107425,0.13335,0.387838,8.90296,0.119188,1.22371,0.281315,
95,39.6856,77.1858,169.338,0.514158,0.240323,1.99157,21.0896,0.519704,4.96313,3.76828,0.331093,0.338526,1.58942,39.1431,1.31689,1.28067,0.61351,0.366544,1.07867,56.5446,0.852516,8.11366,15.7815,0.200506,0.459925,6.73462,119.174,6.47323,0.319462,1.37933,0.0359146,1.68834,8.8719,0.239683,3.14504,0.0936454,0.0526837,0.13335,0.387838,12.2436,0.119188,1.22371,0.274618,
96,39.6856,74.5852,122.332,0.532085,0.3336,1.87341,27.116,0.627908,6.59641,7.93407,0.302999,0.373785,2.87106,21.8428,2.61152,1.31034,0.791337,0.606253,0.925536,65.0602,1.07571,11.3949,27.846,0.0632854,0.458359,9.37477,17.4198,9.45019,0.57065,1.80846,0.0359146,0.206585,8.95336,0.241345,3.1035,0.0936454,0.0623963,0.13335,0.387838,9.62043,0.119188,0.376538,0.274618,
97,39.6148,60.6075,102.807,0.653628,0.209706,2.11474,22.4978,0.463685,5.43545,2.90397,0.302828,0.344899,1.65867,21.3339,1.41098,1.35774,0.573104,0.301679,2.22042,67.9302,0.757781,11.3828,14.5093,0.0342969,0.458152,6.84077,4.11864,6.83121,0.573336,1.43722,0.0359146,1.68396,9.08159,0.243166,3.11578,0.0936454,0.0638223,0.13335,0.387838,0.843978,0.119188,1.23088,0.258138,
98,39.6148,103.345,185.021,0.383326,0.379812,2.00362,47.2371,0.69115,9.45588,9.81456,0.327957,0.382366,4.8107,21.2218,4.57815,1.42163,1.02022,0.7161,1.10934,114.431,1.02825,17.7378,27.7759,0.111655,0.550558,13.3196,3.78635,13.4039,0.750644,2.11253,0.0359146,0.079776,8.96564,0.243166,3.11578,0.0936454,0.181306,0.0857139,0.387838,0.288436,0.118235,0.810377,0.240057,
99,39.6148,125.626,208.665,0.315338,0.420207,2.25754,57.0537,0.661848,10.4366,8.66871,0.32795,0.579574,5.07119,32.765,4.8666,1.57152,0.946058,0.929084,2.92589,139.823,1.04069,19.0869,24.5704,0.199267,1.03942,12.7618,81.8385,12.7604,1.14872,1.73901,0.0359146,0.370336,8.0571,0.115985,2.22558,0.017863,0.0221795,0.0743214,0.182958,9.47144,0.0999966,1.21246,0.249494,
100,39.6148,109.791,210.262,0.360821,0.393347,2.23165,46.2538,0.783216,9.03222,7.53414,0.331147,0.381639,4.35584,32.224,4.04898,1.33723,0.883688,0.729918,1.71945,106.185,1.34299,17.3172,22.0244,0.0923808,0.705319,11.6328,80.3885,11.5602,0.560583,1.9337,0.0359146,0.891915,8.96564,0.230861,3.12916,0.0936454,0.208597,0.150901,0.387838,1.0945,0.119188,0.45558,0.249494,
101,39.444,77.4614,143.143,0.509208,0.339896,2.05309,34.1518,0.667481,6.1087,5.90813,0.313747,0.266067,2.23265,21.5576,2.00052,1.30232,0.55946,0.674905,2.01469,102.757,1.25953,11.5088,20.3589,0.107836,0.284709,8.75493,10.9042,8.55106,0.506461,1.08447,0.0724212,0.231085,8.97498,0.230861,3.12916,0.089946,0.0118753,0.133579,0.386967,11.026,0.117017,0.423456,0.249494,
102,39.444,75.1218,147.463,0.525067,0.266759,2.59033,29.518,0.481994,5.99512,5.96941,0.308214,0.313167,3.2528,21.4123,3.00716,1.37236,0.63416,0.492718,3.6168,89.0955,0.794835,11.5573,25.4958,0.0190701,0.529249,11.2151,3.60792,11.3481,0.719643,1.34885,0.0724212,1.6722,8.97498,0.230861,3.13297,0.0925218,0.208655,0.133579,0.389193,1.15641,0.117981,0.902401,0.242861,
103,39.444,69.8639,121.882,0.564583,0.2887,2.1762,26.4843,0.547342,6.021,3.51512,0.338345,0.243367,3.26705,21.9209,3.04769,1.29541,0.718435,0.655984,1.84819,71.7561,1.00958,11.46,15.4514,0.153198,0.270702,12.1056,3.87404,12.1605,0.369834,1.64426,0.0724212,1.6722,8.97498,0.230861,3.13622,0.0925218,0.306322,0.133579,0.388834,1.96171,0.117981,1.11038,0.238616,
104,39.444,126.778,280.773,0.311125,0.453006,2.63006,66.0442,0.88499,11.2604,9.8729,0.322207,0.572516,5.151,22.1574,4.84729,1.46898,1.11344,0.829079,2.68155,221.533,1.50483,21.588,26.6266,0.124687,1.18204,14.5357,5.30765,14.0325,1.03385,2.22548,0.0724212,1.67247,8.98097,0.230861,3.13622,0.0931398,0.0258103,0.133579,0.388834,10.1271,0.118651,0.181024,0.238616,
105,39.444,72.2161,115.295,0.546194,0.330677,2.0629,28.6556,0.570931,6.23442,3.24379,0.312565,0.232668,3.14539,22.3901,2.91724,1.3401,0.779657,0.711989,1.54727,80.496,1.02528,13.7253,12.6079,0.0708891,0.395414,11.7821,5.04216,11.8393,0.377313,1.92599,0.0724212,0.416426,8.92583,0.230852,3.13622,0.0931398,0.0300866,0.0924141,0.377764,8.87838,0.118449,1.23772,0.238616,
106,39.444,74.3013,125.154,0.530865,0.322476,2.04703,25.9761,0.576163,9.37282,7.16492,0.307698,0.347685,2.53925,21.1249,2.28653,1.47906,0.756749,0.810045,1.6009,60.3628,1.03304,23.3844,24.6282,0.0353976,0.916807,9.18053,3.89624,9.16886,1.24901,1.61339,0.0569826,1.67247,8.97647,0.230852,3.10954,0.0939354,0.131709,0.105302,0.377764,2.79736,0.117482,0.519447,0.238616,
107,39.3881,63.7677,105.002,0.617682,0.566409,2.07727,22.011,0.516897,5.88875,3.84657,0.315237,0.243774,2.64381,21.3411,2.43224,1.43247,0.452068,2.67637,1.28646,62.2974,0.893663,11.3633,15.7439,0.0974381,0.343378,9.42215,3.21133,9.4627,0.938345,0.655017,0.0569826,1.68576,8.97647,0.230852,3.12074,0.0939354,0.113639,0.0516076,0.377764,5.33722,0.117482,1.22955,0.26865,
108,39.3504,56.8602,90.2245,0.692055,0.251106,1.90259,13.8873,0.470596,7.13359,5.20765,0.30409,0.285759,2.00223,21.6757,1.79533,1.38479,0.559465,0.783823,1.26231,22.7662,0.863547,21.0941,27.1708,0.025376,0.477479,9.8404,2.20729,9.98668,0.704972,1.29616,0.0569826,0.0344729,8.95142,0.230852,3.14921,0.0955161,0.182508,0.133579,0.377764,8.75031,0.118449,1.22797,0.254437,
109,39.3326,81.0957,143.145,0.485014,0.275436,1.95842,34.0469,0.501693,6.34469,4.35556,0.307877,0.240921,4.86782,21.4968,4.64381,1.30406,0.75179,0.634519,1.17678,84.57,0.665782,10.8538,14.9006,0.0296286,0.252346,15.3823,2.77996,15.1769,0.50989,1.60257,0.0569826,1.35886,8.98041,0.231871,3.17093,0.0955161,0.217028,0.0340251,0.382929,4.74096,0.127478,0.593396,0.25081,
110,39.3326,80.0968,146.83,0.491063,0.271902,2.44051,38.9207,0.631539,6.00789,5.24324,0.33365,0.300717,1.42275,21.0689,1.20508,1.37935,0.870501,0.626712,2.98458,115.256,1.20461,11.8225,19.86,0.105821,0.542362,5.4413,3.53548,5.32858,0.586323,1.99256,0.0682982,0.317314,9.06752,0.231871,3.15313,0.0955161,0.307308,0.133579,0.380834,4.72986,0.117477,0.670956,0.25081,
111,39.3326,89.3569,151.734,0.440174,0.297237,2.44291,35.3884,0.717119,9.40151,5.98495,0.328063,0.416417,3.95395,24.311,3.62821,1.44255,1.04456,0.568728,2.23891,100.357,1.21447,18.9339,18.1099,0.135049,0.759295,10.3537,20.8226,10.5494,0.725674,2.29482,0.0740875,1.42847,9.05905,0.231871,3.14794,0.0954832,0.0479944,0.133579,0.380834,2.50111,0.117477,1.19632,0.241938,
112,39.2613,105.577,194.186,0.371875,0.303056,2.27863,51.0691,0.726212,11.905,5.64947,0.324948,0.290244,4.48915,21.8256,4.24186,1.49915,0.9743,0.600027,1.75669,134.662,1.27111,27.0402,15.728,0.146535,0.405564,14.5545,5.32837,14.6147,1.18509,1.96381,0.0708567,1.68645,9.05905,0.231871,3.14857,0.0959376,0.0220012,0.133579,0.380834,4.87633,0.117477,0.526759,0.241938,
113,39.2171,63.2165,132.068,0.620362,0.226271,2.0054,22.0242,0.425648,5.02121,5.26015,0.319664,0.230965,2.15997,21.8072,1.91249,1.26084,0.562495,0.627568,1.4076,87.9303,0.750352,10.8292,25.3739,0.0829722,0.257407,8.85762,1.49294,8.76267,0.296556,1.39104,0.0564195,1.68645,9.05905,0.231871,3.13443,0.0959376,0.284912,0.146678,0.375893,11.4028,0.118471,0.676688,0.25081,
114,39.2171,105.84,179.042,0.370532,0.455088,2.17967,57.9429,0.774106,6.42185,8.29426,0.330173,0.458234,3.14565,20.4625,2.92344,1.238,1.21423,0.995851,1.43247,136.244,1.30533,10.5845,21.3221,0.136369,0.858715,9.22828,4.36433,9.47991,0.404381,2.31258,0.0564195,0.614432,9.13855,0.231871,3.13443,0.0951284,0.0362883,0.152357,0.380798,0.824061,0.119691,0.319952,0.258795,
