Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.side_view_swing_arm_angle_l.avg,Heave.rear.p_rod_length_l.avg,Heave.rear.coil_over_length_l.avg,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.toe_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Heave.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.p_rod_length_l.std_dev,Heave.rear.coil_over_length_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.toe_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.best,Heave.rear.p_rod_length_l.best,Heave.rear.coil_over_length_l.best,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.toe_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,
174,1325.65,2639.54,2794.26,0.50223,187.26,0,352.747,5.56578,162.55,17.3776,1670.28,60.774,182.986,423.345,0,602.609,1.68601,362.868,28.3883,1163.9,109.326,415.313,0.499502,0,85.3621,1.44809,0.485118,1.68605,1204.33,8.65794,0.143591,
175,1325.65,2849.66,3119.2,0.465198,200.752,0,429.081,5.85051,137.881,20.3037,1799.36,60.6808,195.751,445.557,0,738.16,2.29148,377.909,30.6039,1247.82,103,433.683,0.499502,0,85.3621,0.868722,0.484946,5.88531,1204.33,22.2987,0.143591,
176,1325.65,2726.87,3215.83,0.486142,158.636,0,450.77,6.1419,146.865,18.0973,1731.69,63.2154,151.458,393.501,0,820.379,2.13184,440.727,31.0396,1356.67,103.616,384.049,0.499502,0,85.2279,2.01598,0.484946,5.88387,1204.33,22.2987,0.139623,
177,1325.63,2048.98,1919.28,0.646969,90.5093,0,257.415,5.44565,78.2097,12.5199,1452.43,64.0424,88.413,272.33,0,540.898,1.96077,226.851,22.1912,844.352,124.244,269.238,0.50775,0,50.1171,0.293624,0.484389,5.88387,1204.33,9.15488,0.139623,
178,1325.62,2199.05,2410.05,0.602817,97.5678,0,293.659,5.48143,104.121,13.136,1544.81,47.6108,92.6615,309.34,0,596.805,1.36336,345.155,21.4156,1053,74.5463,296.151,0.50775,0,84.7941,1.55059,0.484389,5.88387,1204.33,5.65379,0.139623,
179,1325.62,2871.71,2827.84,0.461614,157.772,0,609.926,5.36563,151.098,18.0872,1711.95,62.5335,154.978,359.544,0,802.472,1.94919,344.821,29.7751,1199.31,104.641,354.791,0.50775,0,84.1275,0.192064,0.484389,3.00341,1204.33,22.0419,0.139623,
180,1325.62,2748.01,2525.21,0.482394,206.521,0,521.92,5.60077,152.194,15.7517,1567.2,73.8672,204.955,389.537,0,829.936,1.6404,303.88,20.0856,748.25,122.246,384.892,0.50775,0,33.2982,0.303737,0.484389,5.88387,1204.33,11.5386,0.139623,
181,1325.62,2454.09,2310.69,0.540169,135.401,0,367.478,5.85942,125.284,15.8697,1605.27,69.7902,129.14,354.96,0,695.433,2.15017,344.115,23.766,919.274,127.488,355.884,0.50775,0,73.5037,0.86438,0.484389,5.88387,1204.33,8.15356,0.139623,
182,1325.62,2621.04,2761.91,0.505762,157.222,0,426.009,5.51977,131.609,17.4107,1676.63,54.0602,152.58,362.476,0,721.111,1.9488,363.148,27.2946,1096.06,87.2116,348.095,0.506189,0,85.1932,0.413814,0.476316,5.88387,1204.33,22.3744,0.139623,
183,1325.62,2758.96,2739.89,0.480479,144.734,0,537.129,5.87328,129.87,19.3049,1695.98,84.4742,141.595,344.716,0,816.676,2.10601,320.211,27.9471,1061.03,138.72,341.365,0.506329,0,85.1932,0.38799,0.476316,5.88387,1204.33,22.6308,0.139623,
184,1325.62,3056.46,3031.71,0.433712,223.823,0,560.784,5.29767,147.163,21.7627,1812.31,62.9168,222.408,460.935,0,856.401,1.91169,339.594,31.9442,1213.57,86.3625,458.866,0.506329,0,85.2279,0.446718,0.476316,5.88387,1204.33,22.6308,0.136714,
185,1325.62,2529.89,2495.81,0.523982,142.063,0,507.686,5.57374,78.0419,17.0135,1586.92,51.0437,141.55,320.937,0,876.639,1.85936,217.19,27.1807,1022.28,95.0968,320.602,0.506329,0,85.2786,1.16447,0.476316,5.88387,1204.34,22.6336,0.136714,
186,1325.58,2378.5,2519.82,0.557319,105.476,0,351.823,5.32072,75.9507,18.2113,1663.69,53.2595,104.766,298.034,0,667.262,1.6509,254.252,29.9584,1134.56,75.7174,297.111,0.506272,0,85.254,0.024235,0.476316,5.88275,1204.34,22.5702,0.136714,
187,1325.58,3091.8,3180.44,0.428741,180.093,0,572.718,5.59727,172.09,23.6232,1887.14,75.5462,174.997,439.201,0,902.433,2.18425,404.27,33.1583,1244.56,119.335,435.911,0.506272,0,85.1451,1.53758,0.476316,5.88275,1204.34,22.5702,0.136714,
188,1325.58,2228.48,2111.39,0.594837,79.4591,0,365.518,5.56755,79.0212,15.7182,1566.5,40.6287,76.064,269.929,0,723.922,1.79975,275.252,27.0683,1010.08,54.4257,260.761,0.506272,0,85.0939,0.602266,0.476316,5.88275,1204.34,22.5702,0.136714,
189,1325.58,2556.2,2437.4,0.518576,149.761,0,413.126,5.43081,100.813,18.2293,1656.11,64.1765,148.554,350.195,0,644.981,1.91356,250.435,27.9737,1065.95,110.021,336.235,0.509918,0,85.0939,0.644464,0.476316,5.88275,1204.33,22.5702,0.136714,
190,1325.58,2882.72,3010.98,0.459837,149.881,0,480.993,5.4366,140.548,23.1337,1871.54,63.8759,147.312,353.924,0,768.008,2.09205,368.237,36.5033,1450.25,96.2123,348.918,0.509918,0,85.0939,0.218347,0.470299,5.88275,1204.33,22.5702,0.13474,
191,1325.58,2390.39,2262.12,0.554546,159.094,0,269.127,5.49487,82.6829,18.0252,1635.48,61.8932,158.597,392.141,0,482.585,1.92364,242.452,28.5397,1067.88,98.8028,392.253,0.509918,0,39.5024,0.419696,0.470299,5.88234,1204.33,22.7559,0.13474,
192,1325.58,2980,2865.71,0.444827,177.86,0,493.77,6.2029,189.989,22.2239,1850.58,67.7971,171.579,387.506,0,703.714,2.63172,394.181,33.1896,1320.23,91.5905,378.602,0.510224,0,85.0939,0.823367,0.469228,5.88234,1204.33,22.6496,0.13474,
193,1325.58,2397.65,2376.49,0.552867,111.453,0,332.524,5.6108,157.404,15.3546,1589.66,63.3917,122.254,311.15,0,579.095,2.15791,444.852,27.3387,1065.04,106.139,325.285,0.506778,0,85.2552,0.437005,0.467137,5.88234,1204.32,22.8339,0.13474,
194,1325.58,2469.2,1988.45,0.536847,157.561,0,419.579,5.51809,94.7149,17.4835,1568.25,51.1253,154.969,318.814,0,664.534,2.17769,223.34,23.0885,811.554,85.4122,314.166,0.506778,0,66.5311,0.270856,0.465664,5.88234,1204.32,20.4802,0.13474,
195,1325.58,3288.34,3281.74,0.403116,291.873,0,632.498,5.57726,197.529,20.4035,1798.09,56.3224,286.045,527.237,0,970.223,1.89609,407.363,27.3187,1119.03,86.478,515.071,0.506778,0,85.2532,1.55469,0.467054,4.69245,1203.58,10.334,0.13474,
196,1325.58,2771.09,2816.1,0.478361,205.361,0,457.17,6.02471,137.783,18.7612,1689.38,53.5741,203.038,433.306,0,724.509,2.03691,369.574,27.8497,1108.89,84.1615,427.038,0.506778,0,84.5254,0.362034,0.467054,3.55551,1204.32,18.1501,0.13474,
197,1325.58,2673.51,2741.07,0.495819,192.975,0,402.778,5.46676,116.485,18.164,1684.87,62.4315,190.342,453.619,0,678.844,1.93591,337.974,28.0759,1144.91,95.2255,447.054,0.506778,0,84.4698,1.03855,0.467054,5.88155,1204.32,19.2107,0.135015,
198,1325.57,2484.79,2437.04,0.533474,169.438,0,348.063,5.61387,121.415,16.723,1609.64,46.7062,167.183,415.332,0,557.978,2.10727,317.279,26.7429,1036.4,62.9459,414.613,0.506778,0,85.392,0.526397,0.464674,5.88155,1204.32,22.8127,0.133914,
199,1325.57,2545.37,2502.1,0.520777,132.235,0,442.798,5.65961,144.772,14.9561,1606.8,68.4485,129.696,326.5,0,751.662,1.94358,383.762,23.1318,937.059,114.92,317.619,0.506778,0,85.392,0.19768,0.464674,2.82217,1204.32,22.8127,0.133914,
200,1325.56,2672.46,2543.13,0.496008,137.479,0,458.184,5.43492,106.077,20.7806,1753.93,55.9066,134.668,315.469,0,730.706,1.83943,298.196,32.1717,1228.28,68.953,309.213,0.506778,0,85.5662,0.909843,0.464674,5.88133,1204.32,22.8127,0.135015,
