Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,
926,195.423,554.408,1484.29,0.35249,19.3676,109.193,4.67824,29.7759,28.2248,4.97889,0,80.5193,4.1855,3.20995,110.202,160.072,73.5806,525.434,19.2667,5.2768,52.8033,3.95045,0,184.188,1.64645,10.6344,525.778,318.994,3.53773,0.370674,0.436543,9.17307,16.5109,4.21297,0,32.2464,1.77766,0.960134,0.882959,88.2343,
927,195.423,490.422,1321.47,0.39848,15.8428,91.9661,7.78405,31.387,28.495,4.78877,0,70.7582,4.18901,5.39904,92.8571,136.955,57.8947,441.254,33.9154,11.3251,57.7898,2.75959,0,149.532,1.41519,25.4871,445.317,243.275,3.53758,0.370674,0.436543,7.94213,16.5109,4.21297,0,14.8357,3.88902,0.960134,0.882959,39.9924,
928,195.423,338.124,607.866,0.577963,17.6224,8.28785,6.86362,60.6244,27.736,4.67286,0,88.0708,4.25755,6.5328,8.77422,104.682,60.6872,94.2137,30.7583,235.887,53.6571,2.09221,0,198.375,1.56342,27.6344,93.6164,92.4911,3.53758,0.370674,0.436543,30.9598,16.5109,4.21297,0,28.0719,3.88902,0.960134,0.882959,54.2624,
929,195.423,554.762,1456.35,0.352265,15.0628,93.2895,6.27514,69.8366,25.629,5.00567,0,82.1954,4.21948,2.94311,94.1878,156.118,49.6546,474.499,32.5699,396.723,46.8858,3.61007,0,180.171,1.75126,11.4802,477.002,299.759,3.53757,0.370674,0.436543,7.93688,16.5109,4.21297,0,30.1167,3.34225,0.960134,0.882959,88.2343,
930,195.423,312.098,645.748,0.62616,12.0417,19.4862,6.71989,36.7771,18.1138,4.52283,0,86.6626,4.29715,2.43252,20.013,101.031,48.4994,194.106,36.5725,53.0582,11.7836,1.90073,0,235.202,2.22686,9.13514,194.351,85.6478,3.53757,0.370674,0.436543,8.46092,16.5109,3.8818,0,28.2774,3.88902,0.960134,0.882959,80.6716,
931,195.423,373.037,866.445,0.523871,15.1916,32.8779,4.82327,34.6691,21.6219,4.75877,0,85.9866,4.28977,4.38617,33.4713,130.961,59.2827,210.602,26.482,36.7954,33.2712,2.63479,0,180.315,2.55846,22.0481,210.461,215.143,3.53757,0.370674,0.436543,11.3292,15.9733,4.21297,0,45.4275,3.81489,0.960134,0.882959,88.2343,
932,195.423,514.44,1326.8,0.379876,15.2802,92.9868,9.79066,32.5744,23.6064,4.94234,0,90.2231,4.40718,4.76977,93.963,141.896,50.8434,491.225,39.9335,14.526,27.6697,3.15117,0,194.351,1.93752,16.2257,495.14,249.362,3.53757,0.370674,0.436543,8.16427,16.5109,4.21297,0,31.8988,3.88902,0.960134,0.882959,88.2343,
933,195.423,618.839,1667.08,0.31579,21.0858,129.601,7.12552,30.7514,25.6614,4.96654,0,104.653,4.3188,6.70127,130.617,153.358,74.4541,522.093,35.6319,11.3866,43.0345,3.09348,0,253.482,1.87179,29.8967,516.923,271.638,3.53743,0.370674,0.436543,8.14852,16.5109,4.21297,0,45.4278,3.65241,0.960134,0.882959,33.6567,
934,195.423,372.329,892.414,0.524867,14.5821,41.3055,4.59984,33.2136,23.9391,4.95247,0,55.1325,4.18112,6.20515,41.9768,142.241,58.0718,286.511,19.7276,26.4133,41.7552,3.51407,0,81.5411,1.39839,30.1683,287.696,264.34,3.53743,0.370674,0.436543,8.38751,16.5109,4.21297,0,31.439,3.88902,0.960134,0.882959,88.2343,
935,195.423,454.015,1193.29,0.430434,14.136,74.1004,7.49129,30.1307,20.9779,4.86335,0,76.048,4.42798,3.44416,74.6227,143.772,50.9339,354.299,36.561,5.23916,27.5285,3.0673,0,159.89,2.79747,14.6068,349.918,272.512,3.53743,0.370674,0.436543,7.89021,14.2365,4.21297,0,45.4278,3.88902,0.960134,0.882959,76.3087,
936,195.423,339.112,1005.95,0.57628,4.92864,64.6104,1.68606,30.681,16.987,4.25894,0,45.3169,3.95212,1.51474,65.7128,99.4629,14.2947,449.785,11.8901,2.05343,6.25741,0.696888,0,24.3173,0.667817,5.02766,454.905,91.508,3.53741,0.370674,0.436543,14.6585,15.4954,4.21297,0,38.211,3.88902,0.960134,0.882959,88.2343,
937,195.423,366.636,815.723,0.533018,12.4926,36.8477,8.98745,30.611,24.4049,4.85003,0,63.3911,4.3371,6.71044,37.4528,136.551,45.9797,238.305,50.4042,3.83139,42.2141,3.46156,0,108.706,2.57459,30.2748,239.175,272.509,3.53741,0.370674,0.436543,11.5131,16.5109,4.21297,0,28.4136,3.88902,0.960134,0.882959,88.2343,
938,195.423,398.359,916.536,0.490571,19.1419,49.3741,5.85639,33.1945,28.0041,4.81163,0,65.7182,4.11537,6.83953,49.888,131.415,70.2429,295.378,29.1974,20.2793,54.5961,2.54777,0,144.21,1.16303,27.4652,295.509,194.324,3.53741,0.370674,0.436543,9.59498,16.5109,4.21297,0,29.954,3.88902,0.960134,0.882959,88.2343,
939,195.423,424.901,1124.98,0.459927,10.7245,74.8839,2.54546,30.159,22.0603,4.59617,0,71.6449,4.02365,4.92128,75.4756,123.866,47.9635,367.397,12.6879,4.96664,35.9644,1.99401,0,132.346,1.07767,23.0549,363.896,197.403,3.53738,0.370674,0.436543,8.81785,16.5109,4.21297,0,45.4278,3.37259,0.960134,0.882959,88.2343,
940,195.423,386.572,911.639,0.505529,13.662,22.8667,3.69342,75.3862,21.3023,5.03078,0,67.2115,4.12853,3.52035,23.3749,146.396,51.4563,209.673,18.2439,434.857,31.5623,3.84622,0,159.228,1.36384,18.6746,209.77,292.304,3.53738,0.370674,0.436543,7.95104,16.5109,4.21297,0,31.0428,3.06047,0.960134,0.882959,88.2343,
941,195.423,350.997,857.302,0.556767,12.6266,36.4483,4.95384,34.7202,23.8209,4.82896,0,58.8138,4.27696,5.7282,37.2418,127.537,42.9574,324.838,27.2363,53.5623,38.8931,3.15297,0,94.6401,2.70435,23.9335,327.754,204.041,3.53738,0.370674,0.436543,14.0392,16.5109,4.21297,0,25.6375,3.88902,0.960134,0.882959,88.2343,
942,195.423,368.699,940.437,0.530036,11.2875,38.5483,3.94946,31.0812,20.2229,4.88817,0,73.0366,4.24121,2.2288,39.0644,140.15,47.3747,261.796,23.4425,9.17917,24.9855,3.58426,0,194.969,2.60844,8.55424,261.774,282.64,3.53738,0.370674,0.436543,8.26664,16.5109,4.21297,0,31.7644,3.0696,0.960134,0.882959,88.2343,
943,195.423,480.702,1291.91,0.406537,19.8455,84.1832,3.69458,30.914,29.9384,4.74648,0,82.5259,4.14559,5.81956,84.9299,129.959,68.2401,429.468,14.6717,6.61604,64.5443,2.88797,0,169.773,1.38641,23.7876,423.906,233.506,3.53738,0.370674,0.436543,9.85119,16.5109,3.5995,0,30.675,3.88902,0.960134,0.882959,88.2343,
944,195.423,273.773,447.282,0.713815,10.0154,12.1483,1.73472,30.4265,19.7347,4.71633,0,44.9676,3.97241,1.75869,12.6411,131.657,38.5999,134.858,10.0786,3.101,24.1386,3.61261,0,22.7174,0.965896,6.08503,134.401,276.777,3.53738,0.370674,0.436543,11.3984,16.5109,2.99616,0,27.7314,3.00427,0.960134,0.882959,88.2343,
945,195.423,391.93,1038.16,0.498618,14.2814,41.3076,3.7212,32.3133,22.4721,4.80973,0,88.6629,4.14376,4.85058,42.0921,133.275,53.5955,328.21,17.3465,14.9712,35.1877,3.20745,0,196.226,1.36957,21.1113,328.638,248.587,3.5373,0.370674,0.436543,12.8203,16.5109,4.21297,0,45.428,3.61249,0.960134,0.882959,88.2343,
946,195.423,375.787,986.659,0.520038,13.855,41.2003,4.0354,30.7542,25.9568,4.79391,0,69.547,4.05997,4.79419,41.8501,134.94,55.6401,278.743,26.5411,5.3274,47.1416,3.22559,0,140.541,1.39501,25.1919,279.699,261.429,3.53729,0.370674,0.436543,8.47767,16.5109,4.21297,0,31.9196,3.12621,0.960134,0.882959,88.2343,
947,195.423,446.63,1176.46,0.43755,19.1574,58.5823,4.62203,32.1226,30.3871,4.86967,0,90.4699,4.13961,7.73868,59.3718,135.169,68.381,383.751,21.0703,11.2467,58.8894,3.21609,0,192.212,1.30683,31.0702,384.256,245.745,3.53729,0.370674,0.436543,7.37515,16.5109,4.21297,0,45.428,3.23839,0.960134,0.882959,88.2343,
948,195.423,453.945,1104.2,0.4305,15.6932,50.9748,7.70178,33.5272,33.4819,5.04112,0,96.7028,4.43639,6.53743,51.4675,148.381,55.1407,297.35,33.2616,21.7059,70.329,3.79574,0,244.129,2.93208,26.1921,298.473,287.602,3.53729,0.370674,0.436543,8.94564,16.5109,1.75066,0,30.8958,2.64537,0.960134,0.882959,88.2343,
949,195.423,482.866,1320.34,0.404716,13.4684,81.1689,8.1094,30.1611,27.8472,4.79307,0,84.4421,4.35495,6.86923,81.9281,139.723,50.4718,385.922,40.3698,5.5448,54.6895,3.10442,0,210.947,2.26772,31.9483,382.596,267.733,3.53729,0.370674,0.436543,3.84808,16.5109,4.21297,0,42.5051,3.88902,0.960134,0.882959,40.1774,
950,195.423,269.377,460.681,0.725465,8.74715,13.6024,4.15652,36.3558,20.0101,4.38246,0,61.4801,4.04465,2.91389,14.0933,99.5902,41.2358,136.77,27.7427,52.546,29.7237,1.21475,0,98.5898,1.20804,16.0403,138.167,82.9965,3.53729,0.370674,0.436543,11.8233,16.5109,4.21297,0,45.4281,3.39783,0.960134,0.882959,88.2343,
951,195.423,381.45,763.167,0.512317,15.8779,27.4025,5.25595,38.0574,32.3137,4.74467,0,96.764,4.1339,7.3666,27.9064,121.627,55.7911,149.697,23.9034,55.2808,66.955,3.13287,0,244.776,1.23466,29.5987,149.858,209.503,3.53729,0.370674,0.436542,11.395,16.5109,0.517019,0,29.3496,3.88902,0.960134,0.882959,39.2071,
952,195.423,619.246,1645.24,0.315583,15.741,138.589,6.39058,30.6066,30.4172,4.78561,0,94.1686,4.23244,6.13805,139.821,148.356,52.0339,565.575,28.4308,9.12175,56.948,2.71975,0,228.133,1.62854,26.5098,584.081,247.843,3.53729,0.370674,0.436542,8.90276,16.5109,4.21297,0,29.692,3.88902,0.960134,0.882958,88.2343,
953,195.423,310.507,578.315,0.629368,13.2169,25.8464,4.02816,31.1953,23.7805,4.58902,0,63.2565,3.97054,5.03094,26.3563,109.237,50.2755,192.156,21.8094,3.22281,45.9491,2.53408,0,109.737,0.650842,28.3925,196.796,122.485,3.53728,0.370674,0.436542,16.4831,16.5109,1.99149,0,28.5935,2.06519,0.960134,0.882958,88.2343,
954,195.423,357.378,771.513,0.546826,16.0232,16.5774,6.61611,50.5026,24.2989,4.80837,0,92.136,4.3565,4.7714,17.0782,120.209,63.2682,130.548,36.2286,184.417,43.5186,2.78818,0,222.891,2.84889,22.877,130.793,170.715,3.53728,0.370674,0.436542,10.5113,14.527,4.21297,0,45.4283,2.65531,0.960134,0.882958,88.2343,
955,195.423,326.553,655.017,0.598443,13.7311,34.1258,4.22641,32.6187,19.3708,4.38464,0,74.5342,4.20535,2.03269,34.5966,102.727,58.5342,194.956,27.611,25.3152,17.8002,1.20598,0,174.849,2.74149,6.29297,192.343,89.5645,3.53728,0.370674,0.436542,9.75879,16.511,1.69869,0,29.453,1.61368,0.960134,0.882958,88.2343,
956,195.423,491.552,1140.23,0.397564,22.8556,73.5185,8.10636,34.5467,31.2754,4.96958,0,98.803,4.41949,7.92205,74.1715,130.963,70.9176,383.544,35.3009,23.7283,61.5094,3.26332,0,209.306,2.76625,31.2182,379.458,190.333,3.53728,0.370674,0.436542,9.25522,16.511,1.46192,0,45.4283,3.0927,0.960133,0.882958,88.2343,
957,195.423,410.366,1198.34,0.476217,15.583,72.0637,4.46956,33.4135,23.3652,4.43456,0,71.6369,4.27047,3.37807,73.1756,104.575,57.6607,463.272,19.6363,19.4304,35.5759,1.57364,0,169.244,1.8234,13.2109,467.516,86.9476,3.53727,0.370674,0.436541,17.3694,16.511,3.10152,0,28.4394,3.88902,0.960133,0.882958,54.8561,
958,195.423,486.991,1383.88,0.401288,12.7777,96.4478,7.0992,33.1349,26.8253,4.54287,0,81.0102,4.33448,5.50635,97.5506,117.761,42.8989,497.818,32.4386,24.3456,56.9034,1.88165,0,207.822,2.73837,28.3124,497.714,166.206,3.53725,0.370674,0.436541,8.79681,16.1011,4.21297,0,32.9567,3.88902,0.960133,0.882958,44.6282,
959,195.423,547.7,1447.69,0.356807,20.4294,103.089,5.26961,58.8994,24.4566,4.81541,0,80.1477,4.24668,5.86258,104.073,136.41,66.2251,509.268,19.9477,236.273,42.653,2.64885,0,183.344,1.6525,22.9974,511.188,206.812,3.53725,0.370674,0.436541,2.73103,16.511,0.630263,0,32.5417,1.76687,0.960133,0.882958,88.2343,
960,195.423,417.528,1184.68,0.468049,14.9708,55.5243,5.1091,31.0944,23.9991,4.66475,0,94.4671,4.31929,6.13003,56.3848,120.864,61.9334,374.805,21.403,28.2028,40.8373,2.46296,0,228.118,1.94395,25.4266,382.36,164.336,3.53717,0.370674,0.436541,10.477,16.5109,3.37643,0,45.4284,3.88902,0.960133,0.882958,88.2343,
961,195.423,412.959,988.2,0.473227,17.9697,45.4278,6.00085,41.4505,26.4196,4.66313,0,91.0537,4.25187,7.98603,45.991,121.745,65.0812,266.533,24.0403,101.07,53.5209,2.23013,0,218.686,1.59177,32.2659,267.081,181.498,3.53717,0.370674,0.436541,9.61494,16.5109,2.04809,0,31.2774,3.88902,0.960133,0.882958,88.2343,
962,195.423,469.32,1184.65,0.416396,15.9254,64.5714,8.51231,30.6842,23.6377,5.09774,0,89.1355,4.36261,6.60335,65.1524,155.638,59.2735,344.41,39.4115,12.6608,34.0511,3.65002,0,175.879,2.23525,27.2404,342.67,290.453,3.53717,0.370674,0.436542,7.63592,16.511,4.21297,0,45.4284,3.11648,0.960133,0.882958,88.2343,
963,195.423,469.566,1331.65,0.416178,14.7925,72.8737,9.58006,30.9012,31.3091,4.89068,0,77.0593,4.63328,7.35653,74.0527,142.117,53.4083,445.271,43.5927,6.02668,58.9319,3.34568,0,172.622,3.68842,31.84,448.97,268.271,3.53717,0.370674,0.436542,7.05549,16.5109,4.21297,0,31.3759,3.88902,0.960133,0.882958,88.2343,
964,195.423,482.033,1242.78,0.405415,15.7453,80.3827,7.36203,35.6892,21.1109,4.947,0,80.3182,4.48324,3.73902,80.982,147.273,61.9897,389.534,34.8835,46.7544,23.8842,2.9816,0,183.343,3.03302,17.6237,389.285,257.648,3.53717,0.370674,0.436542,6.32063,16.5109,4.21297,0,34.5448,3.88902,0.960133,0.882958,88.2343,
965,195.423,291.439,637.917,0.670546,11.0595,23.8106,3.09284,31.2683,26.2054,4.37336,0,56.2427,3.95289,6.9678,24.3653,100.1,49.378,203.878,22.8078,6.08559,57.0751,1.30166,0,111.294,0.687146,35.287,205.897,123.568,3.53717,0.370673,0.436542,10.0118,16.5109,4.21297,0,30.8654,3.88902,0.960133,0.882958,42.105,
966,195.423,748.998,1717.7,0.260913,29.5154,147.257,12.6022,52.9437,34.4716,5.43489,0,113.315,4.78534,8.11692,148.608,191.948,89.5584,587.894,43.8295,161.385,68.2043,4.4082,0,239.08,3.26278,38.023,571.645,343.52,3.53717,0.370673,0.436542,8.52739,16.5109,4.21297,0,30.5305,3.42188,0.960133,0.882958,88.2343,
967,195.423,299.117,501.33,0.653335,8.79231,16.4592,4.2932,32.7635,23.8628,4.55336,0,69.5683,4.19959,5.36538,16.9312,112.328,32.6893,162.049,19.2653,26.452,43.449,2.62021,0,148.052,1.84029,24.3778,162.658,193.84,3.53717,0.370673,0.436542,13.1913,16.5109,0.206672,0,39.8311,2.09171,0.960133,0.882958,77.9081,
968,195.423,395.253,1061.17,0.494427,15.1383,65.5482,6.80774,30.4072,19.2986,4.67824,0,52.1059,4.3279,3.08659,66.3245,127.529,59.5646,398.12,32.5408,4.03554,18.3184,2.86149,0,71.7222,2.7906,14.6241,394.448,235,3.53717,0.370673,0.436542,6.88157,16.5109,4.21297,0,31.2366,3.30501,0.960133,0.882958,88.2343,
969,195.423,364.796,978.305,0.535706,12.1074,39.512,4.17833,42.3721,20.4562,4.66556,0,72.2333,4.14802,4.12751,40.3548,120.641,47.1182,316.17,19.2555,118.583,26.1649,2.81377,0,167.009,1.35652,22.8978,318.65,214.719,3.53717,0.370673,0.436542,7.08842,16.5109,4.21297,0,31.5786,3.88902,0.960133,0.882958,42.2806,
970,195.423,419.988,1024.66,0.465307,13.9698,48.3675,7.42178,44.0949,24.8043,4.8818,0,79.5975,4.31122,4.14683,48.8683,139.525,47.436,281.668,34.0627,129.063,37.843,3.14156,0,153.868,1.72,19.4695,280.709,252.225,3.53717,0.370673,0.436542,8.62569,16.5109,3.06993,0,28.9347,3.88902,0.960134,0.882958,88.2343,
971,195.423,505.693,1117.42,0.386447,20.9796,51.9084,7.61227,41.9838,23.9371,5.63214,0,86.3117,4.35933,8.58498,52.4031,201.98,65.0561,274.183,28.8863,122.913,38.0301,5.41875,0,214.066,1.80025,32.0574,274.133,414.292,3.53717,0.370673,0.436542,8.07138,15.0022,4.21297,0,31.6725,3.88902,0.960134,0.882958,88.2343,
972,195.423,515.039,1221.54,0.379434,24.0896,44.6291,9.86367,54.3057,25.9491,5.52513,0,118.957,4.57672,5.80218,45.1431,176.197,76.3949,286.364,36.4938,218.429,42.3613,4.95716,0,290.432,3.02159,22.4048,286.827,363.894,3.5372,0.370673,0.436542,7.80148,16.5109,4.21297,0,30.8986,3.88902,0.960134,0.882958,88.2343,
973,195.423,320.71,759.798,0.609346,9.2732,22.339,3.02673,30.8693,22.7529,4.70842,0,71.3305,4.04973,4.63316,22.8758,124.851,42.7892,201.277,19.3594,23.6683,40.035,2.95755,0,169.669,1.12144,22.9886,203.16,217.837,3.53715,0.370673,0.436542,8.41177,16.5109,4.21297,0,45.4286,3.88902,0.960134,0.882958,88.2343,
974,195.423,328.269,849.843,0.595315,7.58426,40.5793,4.50738,31.3694,18.1101,4.52035,0,59.2284,4.06544,3.25026,41.1715,113.882,25.1097,277.447,28.6931,8.92,11.9693,1.78302,0,102.632,1.03522,16.6101,278.275,162.641,3.53715,0.370674,0.436542,8.02359,16.511,4.21297,0,32.323,3.88902,0.960134,0.882958,88.2343,
975,195.423,514.736,1278.59,0.379657,12.7427,69.6192,7.79014,71.9256,26.1953,5.01385,0,91.5918,4.41712,3.69411,70.1117,151.635,38.1547,338.359,35.4688,411.988,49.4723,3.4271,0,242.553,2.79259,14.7385,336.318,279.791,3.53706,0.370674,0.436542,8.74436,16.511,3.22081,0,29.9843,1.50075,0.960134,0.882958,88.2343,
976,195.423,451.236,1077.44,0.433085,10.8964,83.7551,4.41705,30.9232,25.13,4.6128,0,80.4464,4.13644,4.20079,84.5641,118.153,29.8775,408.123,28.3618,41.0792,39.3964,1.96251,0,171.428,2.41173,14.2418,410.632,186.802,3.52089,0.370674,0.384785,8.68047,12.7368,4.10983,0,35.1968,2.94426,0.960134,0.882958,30.8496,
977,195.423,468.271,1248.1,0.41733,20.6905,72.1731,3.8409,34.3602,24.7134,4.71356,0,99.5394,4.02519,6.20525,72.9767,125.033,76.684,413.587,17.4704,30.633,39.8406,2.40606,0,230.442,0.910822,23.0502,416.881,191.475,3.51593,0.370674,0.436542,8.4767,15.9761,2.30922,0,45.4286,3.02825,0.960134,0.882958,71.2372,
978,195.423,362.713,861.292,0.538783,10.6025,26.1387,7.36335,33.963,28.535,4.91985,0,86.2563,4.3336,7.81562,26.8172,125.967,43.8834,223.098,34.406,20.1854,57.0105,3.12946,0,215.562,2.8065,37.8166,223.6,171.41,3.53706,0.370674,0.436542,6.95521,16.511,4.21297,0,40.6598,3.22964,0.960134,0.882958,88.2343,
979,195.423,353.244,942.024,0.553225,9.10811,42.0483,5.57999,33.7549,18.2271,4.73309,0,65.7629,4.15365,2.55089,42.5535,124.772,35.17,287.022,38.7121,25.1461,15.0541,2.70106,0,121.265,1.55172,10.8382,287.027,211.506,3.53706,0.370674,0.436542,7.12569,16.511,4.21297,0,30.8442,3.38041,0.960134,0.882958,88.2343,
980,195.423,390.308,883.455,0.50069,15.5292,39.4837,5.97238,62.5337,24.6535,4.65511,0,69.3296,4.10143,6.28138,40.048,117.72,55.5586,231.096,34.0951,307.243,44.1214,2.01652,0,137.882,1.26354,29.1019,231.671,157.644,3.53706,0.370674,0.436541,8.92069,13.8893,4.21297,0,28.4348,3.2691,0.960133,0.882957,71.9711,
981,195.423,518.468,1322.09,0.376924,18.03,80.7177,4.23867,31.6867,26.9588,4.78229,0,121.756,4.24515,4.69483,81.3742,139.984,61.4807,413.017,16.1362,33.9439,49.1624,3.18643,0,297.619,1.63295,16.4302,414.062,250.853,3.53706,0.370674,0.436541,0.693176,16.511,1.07227,0,45.4286,3.76128,0.960133,0.882957,88.2343,
982,195.423,334.943,788.935,0.583453,8.55178,43.2084,3.94743,44.2872,22.4641,4.34237,0,55.2931,4.1188,3.49452,43.8645,101.371,27.9725,314.436,17.8766,122.628,39.8438,1.52436,0,96.4173,1.4205,18.5492,319.579,79.7863,3.53706,0.370674,0.436542,10.078,16.511,0.757739,0,32.8667,2.63115,0.960134,0.882958,88.2343,
983,195.423,338.045,929.498,0.578098,10.3336,46.7286,1.43333,31.2247,23.0072,4.30738,0,71.3425,4.00789,3.32745,47.4891,94.8435,42.6397,349.454,6.81459,13.8113,41.861,0.782597,0,160.423,0.823936,15.3602,351.915,42.3543,3.53706,0.370674,0.436542,13.282,16.511,2.81663,0,45.4287,3.88902,0.960134,0.882957,88.2343,
984,195.423,395.946,951.227,0.493561,10.3888,50.8431,6.81955,30.9888,25.849,4.85014,0,70.6741,4.22786,7.50458,51.3837,132.416,36.1071,289.782,33.6096,5.33466,50.986,3.22235,0,159.821,2.38738,32.7839,289.471,221.231,3.53706,0.370674,0.436542,8.1565,16.511,3.19039,0,30.0222,3.88902,0.960134,0.882957,88.2343,
985,195.423,314.177,759.824,0.622018,9.19544,20.9609,5.7047,47.4251,19.1388,4.57542,0,67.3499,4.12132,3.5143,21.5434,110.647,35.6656,197.972,32.0152,161.435,25.3082,2.09872,0,159.685,1.33312,18.0764,199.15,139.409,3.53706,0.370674,0.436542,10.69,16.511,4.21297,0,30.7134,3.88902,0.960134,0.882957,88.2343,
986,195.423,319.08,545.643,0.612459,15.2571,11.2077,9.40191,36.6351,26.985,4.62256,0,89.0916,4.34375,7.70938,11.6973,102.129,55.2389,61.9508,42.1765,31.7862,50.2087,1.73817,0,220.413,2.59389,31.137,62.5598,65.6615,3.53706,0.370673,0.436541,30.9598,16.511,4.21297,0,28.2041,3.10676,0.960133,0.882957,49.656,
987,195.423,468.241,1284.48,0.417356,13.773,72.3723,7.17189,36.3633,22.6574,4.91001,0,83.8844,4.28586,5.28832,73.3143,144.22,46.4447,421.109,35.7174,52.8045,36.949,3.23426,0,202.25,2.43805,21.8144,424.279,258.974,3.53706,0.370673,0.436541,10.5103,16.511,4.21297,0,26.8812,3.35567,0.960133,0.882957,88.2343,
988,195.423,308.563,487.187,0.633335,18.4331,12.1055,6.10329,34.5386,23.892,4.67026,0,79.0834,4.41941,5.22078,12.6023,107.494,67.6565,97.7655,26.5249,18.6909,34.673,2.22523,0,180.996,2.17544,19.5217,85.6169,96.0767,3.53699,0.370673,0.436541,24.15,13.9372,3.07409,0,30.7863,3.88902,0.960133,0.882957,88.2343,
989,195.423,482.63,1420.21,0.404913,10.4446,109.01,2.28731,30.2587,22.7465,4.43155,0,67.2967,4.10748,2.82122,110.205,119.02,46.1836,552.227,12.3709,3.615,37.7031,1.51023,0,138.644,1.50165,11.4974,539.95,163.577,3.53699,0.370673,0.436541,6.92656,16.511,4.03219,0,32.7185,3.49645,0.960133,0.882957,88.2343,
990,195.423,373.089,978.023,0.523799,8.65739,41.5659,3.2939,34.211,23.2468,4.72773,0,80.3937,4.12294,6.16636,42.2144,124.489,30.2692,283.681,17.5095,35.3803,40.6114,2.6101,0,181.491,1.37855,29.1083,288.214,185.394,3.53699,0.370673,0.436541,9.53328,16.511,4.21297,0,45.4287,3.88902,0.960133,0.882957,88.2343,
991,195.423,2459.59,19695.6,0.0794537,12.8635,33.1294,9.24506,2147.65,17.2663,4.8558,0,72.3352,4.30857,1.67132,33.8836,122.378,49.6504,320.562,45.3132,19609.3,7.51213,3.61466,0,167.184,2.50341,5.14037,323.049,209.308,3.53699,0.12538,0.436541,9.99845,15.8797,4.21297,0,40.1528,3.88902,0.960133,0.268576,88.2343,
992,195.423,306.743,853.3,0.637092,5.81993,33.2576,1.81377,40.3,17.2302,4.31957,0,67.3388,3.99314,1.62757,34.0779,96.9641,18.538,325.701,12.9732,2098.8,7.73037,1.22602,0,159.159,1.04703,5.52056,328.761,68.0549,3.53699,0.370673,0.43654,20.0696,10.9972,3.78634,0,45.4287,3.88902,0.960133,0.882956,88.2343,
993,195.423,418.805,1138.07,0.466622,10.2059,68.0523,4.32147,30.9101,25.746,4.65934,0,73.2712,4.28575,3.88332,68.6338,124.836,36.9861,366.304,24.0057,11.3955,46.0288,2.06065,0,164.874,2.75656,15.9063,366.888,188.559,3.53699,0.370673,0.43654,0.600626,16.5109,4.21297,0,40.2633,3.58395,0.960133,0.882956,88.2343,
994,195.423,529.77,1416.92,0.368884,13.3565,86.8205,5.40055,48.0039,27.4509,5.01316,0,96.5224,4.04142,7.67926,88.0979,147.383,42.0521,480.883,21.6664,166.029,49.418,3.41273,0,228.657,1.16257,33.779,483.031,250.016,3.53699,0.370673,0.43654,6.9011,16.5109,4.21297,0,30.7372,2.91487,0.960133,0.882956,88.2343,
995,195.423,302.604,758.43,0.645805,10.4775,21.3937,4.52875,33.2506,18.6239,4.52275,0,73.3777,4.12907,2.60642,21.9249,107.769,47.1407,210.493,26.081,23.3569,15.677,1.86983,0,172.856,1.68638,11.0023,213.144,140.944,3.53699,0.370673,0.43654,8.78241,16.5109,4.21297,0,45.4287,3.88902,0.960133,0.882956,88.2343,
996,195.423,442.004,1125.22,0.44213,12.617,55.4162,7.90839,40.2935,22.246,4.92925,0,94.1805,4.42469,4.86119,55.9949,139.133,40.8548,309.352,36.3942,91.2438,33.5701,3.16365,0,224.541,2.46922,23.0167,306.351,227.14,3.53699,0.370673,0.436541,8.27205,14.0589,3.75977,0,28.3707,3.39706,0.960133,0.882957,88.2343,
