Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Heave.front.toe_angle_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.mechanical_trail_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Heave.front.toe_angle_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.mechanical_trail_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.side_view_swing_arm_angle_l.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
0,30.6492,450.451,177.492,0.0680412,0.406037,22.6534,6.30316,1.27084,338.557,1.99819,27.8171,1.3271,15.6925,15.6001,12.8972,3.66376,2.26527,0.224749,27.192,5.56905,1.48983,255.773,1.69504,25.9063,1.69399,23.4301,24.1484,13.0614,4.13193,2.82142,0.0792212,0.797427,0.189987,0.134406,23.5943,0.0305215,0.0916775,0.0410518,0.0165387,0.0160213,1.37793e-15,0.332389,0.198872,
1,30.6492,398.362,135.769,0.0769381,0.320523,25.9799,3.49916,0.923661,242.015,2.14616,20.2387,1.3612,41.107,41.0774,13.4211,3.99382,2.27908,0.147232,21.7268,3.16041,0.649275,115.59,1.29259,18.5815,0.90719,49.3574,57.1012,2.21482,1.99269,1.23551,0.0120434,0.797427,0.189987,0.134406,23.5943,0.0305215,0.0916775,0.0934768,0.0165387,0.0160213,1.37793e-15,0.585594,0.591108,
2,30.6492,354.335,92.6871,0.086498,0.266039,26.0863,3.22286,0.837817,203.969,1.60351,21.043,1.46549,37.9935,37.9145,13.8818,3.91334,2.13749,0.13142,18.5566,2.54248,0.454323,82.9487,1.12439,21.0033,1.04526,42.306,41.647,3.89086,1.95457,1.29747,0.0120434,0.797427,0.189987,0.134406,23.5943,0.0305215,0.0916775,0.24369,0.0165387,0.0160213,1.37793e-15,0.275424,0.22167,
3,30.6492,349.354,120.917,0.0877312,0.223543,29.1483,3.67556,0.98139,186.427,1.72986,18.1812,1.43549,44.1009,44.0685,13.1117,4.0495,2.22116,0.138203,21.5611,2.49927,0.47275,66.0238,1.22751,18.9732,1.03232,52.5313,53.6895,2.41661,1.87653,1.3018,0.00212391,0.390465,0.0272598,0.134406,23.5943,0.0305215,0.0916775,0.0295178,0.0165387,0.0160213,1.37793e-15,0.379357,0.22167,
4,30.6492,301.011,87.2705,0.101821,0.197939,28.8625,4.00096,0.862839,169.557,1.64986,15.5728,1.45413,29.7597,29.7318,12.9813,4.02512,2.35446,0.129136,19.717,2.87157,0.47514,61.1302,1.1463,17.6716,0.881567,37.2824,36.1928,2.62183,1.87117,1.35791,0.00212391,0.624947,0.0272598,0.0751079,23.5943,0.0305215,0.0916775,0.258134,0.0525447,0.0160213,1.37793e-15,0.629661,0.174606,
5,30.6492,261.546,55.3227,0.117185,0.135594,28.4864,4.21635,0.905247,142.393,1.43366,17.0599,1.33247,23.2113,23.1896,12.5927,4.28365,2.30591,0.126321,17.5951,2.90523,0.414014,48.5465,1.10484,19.1017,1.06287,20.3885,19.6854,2.53756,1.85142,1.19134,0.00212391,2.15464,0.0272598,0.0751079,23.5943,0.0305215,0.0916775,0.0318915,0.129848,0.101361,1.37793e-15,0.629661,0.174606,
6,30.6492,257.269,83.9643,0.119133,0.129561,32.0423,3.72774,0.899985,125.225,1.5946,14.536,1.19876,29.5703,29.5152,12.5315,4.00608,2.29189,0.112057,24.453,2.67777,0.35817,41.0839,1.22407,13.742,1.02988,32.1723,33.7726,3.58911,1.68321,1.05626,0.00212391,2.15464,0.0272598,0.0751079,20.0486,0.0305215,0.0916775,0.0658847,0.129848,0.101361,1.37793e-15,0.629661,0.174606,
7,30.6492,215.007,55.0073,0.14255,0.149813,30.1036,3.84024,0.875814,94.7252,1.38796,12.9944,1.23238,25.8435,25.8242,11.3182,4.51001,2.2015,0.134636,24.8512,2.71867,0.358267,46.1556,1.25009,10.9132,0.954151,23.0539,22.5631,4.67816,1.76255,0.956334,0.00212391,1.40449,0.0272598,0.0485026,4.14074,0.0305215,0.0916775,0.118767,0.129848,0.101361,1.37793e-15,0.329047,0.174606,
8,30.6492,196.603,56.4564,0.155894,0.15743,23.045,4.56963,1.00844,82.8927,1.06116,13.5005,1.06381,26.0181,25.9851,10.4194,4.98452,1.89765,0.138854,23.5656,2.42709,0.318054,39.1845,0.898119,12.0359,0.796994,27.0904,27.0622,5.04983,1.39588,0.887363,0.00212391,1.40449,0.207597,0.0751079,4.14074,0.0305215,0.0916775,0.0677948,0.129848,0.101361,1.37793e-15,0.629661,0.174606,
9,30.6492,192.153,108.988,0.159504,0.205505,14.8214,4.53089,1.00134,82.5046,1.208,9.87797,1.09587,30.8734,30.8872,7.86187,5.395,1.88986,0.196301,18.0173,2.10838,0.252372,89.9371,1.10738,9.47453,0.748696,26.2424,27.3876,4.31959,1.45333,0.553818,0.00212391,1.40067,0.207597,0.317542,20.3235,0.0305215,0.0916775,0.154716,0.129848,0.101361,1.37793e-15,0.629661,0.178551,
10,30.6492,161.341,40.4097,0.189965,0.198526,11.9647,4.8113,1.05309,66.2974,0.894416,10.0962,1.35925,25.1354,25.1402,7.19327,5.21619,1.98124,0.122002,11.4978,1.87644,0.21661,30.4482,0.680979,6.59556,1.02432,21.2541,21.1132,3.71785,1.31892,0.601773,0.00212391,0.550454,0.220163,0.445993,20.3235,0.0305215,0.0916775,0.012959,0.129848,0.101361,1.37793e-15,0.629661,0.44361,
11,30.6492,146.364,40.1067,0.209404,0.215487,11.5261,4.76161,1.13643,62.3612,1.0907,8.29616,1.31095,20.961,20.9662,6.75284,5.1225,1.86291,0.118059,9.38411,1.57887,0.203823,24.4406,0.717442,4.64743,0.904226,20.7298,20.1218,3.41209,1.43862,0.522413,0.0213391,1.60409,0.315952,0.445993,19.5503,0.0305215,0.0916775,0.012959,0.129848,0.101361,1.37793e-15,0.629661,0.570918,
12,30.6492,149.22,82.3843,0.205396,0.243568,12.87,4.52694,1.17937,69.739,1.01516,8.82126,1.28689,17.3315,17.3226,8.02185,4.93264,1.9298,0.153149,12.3173,1.54074,0.417786,74.8233,0.696299,5.41534,0.830762,15.8147,15.2806,10.8571,1.4154,0.535575,0.0519445,1.65473,0.315952,0.477846,8.48365,0.0305215,0.0916775,0.0631784,0.129848,0.101361,1.37793e-15,0.629661,0.570918,
13,30.6492,128.455,30.8106,0.2386,0.25622,12.3295,4.14754,1.15934,53.2396,1.13301,8.1392,1.20561,17.388,17.395,5.39096,4.81934,1.85138,0.094803,10.6634,1.37319,0.189632,23.5945,0.757886,4.92856,0.708496,13.4512,13.4768,4.00174,1.45783,0.493385,0.0674768,0.769828,0.315952,0.477846,19.5503,0.0305215,0.0916775,0.0591615,0.129848,0.101361,1.37793e-15,0.629661,0.570918,
14,30.6492,118.786,29.9205,0.25802,0.279658,11.4212,3.46827,1.11387,47.7802,1.12827,6.7404,1.19256,16.8306,16.844,6.14562,4.09438,1.74743,0.104167,9.5598,1.62901,0.238074,18.304,0.736026,3.52376,0.66927,11.3384,11.2341,8.37448,1.71275,0.44046,0.0871332,0.769828,0.0897592,0.330856,17.743,0.0305215,0.0916775,0.252081,0.129848,0.101361,1.37793e-15,0.629661,0.861516,
15,30.6492,104.329,24.3282,0.293776,0.309727,10.4147,2.88436,1.12726,41.4573,0.884357,6.77304,1.05166,14.7032,14.7147,4.47527,3.70248,1.83047,0.0775388,8.66253,1.69669,0.177002,15.7116,0.648437,3.64521,0.629665,11.216,11.1942,3.19478,1.93019,0.484219,0.139001,0.420042,0.0475467,0.511366,17.364,0.0305215,0.0916775,0.201735,0.129848,0.101361,1.37793e-15,0.376779,0.672167,
16,30.6492,94.4425,22.9133,0.324528,0.335041,13.437,2.62326,1.10687,35.5167,0.796851,6.34514,0.95692,11.4604,11.4586,4.97309,3.65018,1.78231,0.0651456,12.1532,1.41892,0.183649,12.5344,0.469872,3.55213,0.436175,10.2706,10.1535,4.68009,1.86423,0.426139,0.190903,0.420042,0.0897592,0.511366,11.708,0.0305215,0.0916775,0.120255,0.129848,0.101361,1.37793e-15,0.533706,1.01474,
17,30.6492,106.695,116.461,0.28726,0.344071,10.2994,2.87901,1.03833,42.4486,1.03341,6.43292,1.16631,15.0183,15.0207,5.40018,3.9027,1.71118,0.081785,10.8306,1.75521,0.352864,57.0948,0.824417,7.11731,0.697432,22.6889,23.4645,3.96113,1.82363,0.513155,0.191499,0.131481,0.0897592,0.334439,11.6034,0.0305215,0.0916775,0.0254436,0.129848,0.101361,1.37793e-15,0.629661,0.925273,
18,30.6492,81.571,19.3386,0.375737,0.366114,8.3994,2.72771,1.05021,29.1069,0.84284,5.61172,1.11216,10.2835,10.2856,6.15134,3.86285,1.77061,0.0768414,6.59663,1.49403,0.235685,13.3514,0.625305,3.63257,0.562007,9.37557,9.16421,7.27865,1.66544,0.428578,0.25012,0.376629,0.0897592,0.368526,9.1026,0.0305215,0.0916775,0.0254436,0.129848,0.101361,1.37793e-15,0.629661,0.910918,
19,30.6492,95.0631,100.354,0.322409,0.396214,10.9659,2.73049,1.06118,28.8391,0.923826,4.74818,1.24219,14.5344,14.517,9.50862,3.94911,1.64688,0.0786612,12.2633,1.3667,0.289407,32.7909,0.760786,5.19812,0.777415,26.5876,26.5045,14.222,1.66182,0.38946,0.250287,0.376629,0.0897592,0.39161,10.5242,0.0299981,0.0916775,0.15934,0.129848,0.101361,1.37793e-15,0.233868,0.910918,
20,30.6492,78.6114,58.5898,0.389883,0.375452,9.08386,2.59185,1.08409,27.6556,0.796989,5.17071,1.18154,9.79158,9.78506,5.83118,3.57578,1.68764,0.0730105,10.1824,1.77777,0.257415,22.1619,0.545976,4.62411,0.549607,13.113,13.3586,6.65146,2.06471,0.450538,0.0612084,0.0710541,0.0897592,0.511366,10.5242,0.0305215,0.0916775,0.117318,0.129848,0.101361,1.37793e-15,0.150003,0.910918,
21,30.6492,95.3215,138.292,0.321535,0.39636,8.79215,3.26752,1.20453,47.3687,0.810811,6.10451,1.22821,7.62157,7.62879,5.103,4.20771,1.58771,0.12452,10.0658,1.9012,0.613154,106.848,0.707306,10.5578,0.834365,7.70256,7.70302,4.75433,1.88805,0.440043,0.268636,0.271779,0.279749,0.511366,10.5242,0.0305215,0.0916775,0.338318,0.129848,0.101361,1.37793e-15,0.150003,0.649528,
22,30.6492,89.4428,114.081,0.342668,0.38522,9.07619,3.24023,1.09126,37.4951,0.920839,5.79355,1.31612,9.01931,9.0112,5.97683,4.47828,1.63867,0.0750981,14.7656,1.44551,0.237734,72.726,0.924942,13.5191,0.834878,12.6982,12.8536,5.42098,1.77447,1.03089,0.0629024,0.271779,0.315952,0.511366,10.5242,0.0305215,0.0916775,0.0963421,0.129848,0.101361,1.37793e-15,0.150003,0.684696,
23,30.6492,113.157,198.074,0.270857,0.429242,8.41651,3.54694,1.11525,56.2575,0.968999,4.5329,1.30602,12.3794,12.36,5.56994,4.65511,1.61871,0.120771,13.8982,2.89002,0.390993,135.986,0.779311,7.9778,0.959434,21.4104,21.3297,5.48746,1.77105,0.549216,0.31352,0.28399,0.315952,0.511366,10.2187,0.0305215,0.0916775,0.299424,0.129848,0.101361,1.37793e-15,0.150003,0.804871,
24,30.6492,106.864,261.917,0.286807,0.403754,7.81023,2.90715,1.05246,45.5318,0.953376,5.43368,1.19491,15.0558,14.9164,5.76763,4.24051,1.59596,0.069977,14.5791,1.82471,0.254744,160.62,0.883875,12.4256,0.830838,43.6075,43.4047,6.02777,1.83252,0.667905,0.118412,0.104492,0.315952,0.259536,10.3351,0.0305215,0.0916775,0.105501,0.129848,0.101361,1.37793e-15,0.150003,0.433581,
25,30.6492,99.0515,183.854,0.309427,0.404037,9.89745,2.7002,1.07347,31.0243,0.944211,7.15935,1.22625,15.5515,15.5387,7.9283,3.97602,1.62781,0.0708175,23.8088,1.33475,0.338318,54.7377,0.737171,18.532,1.09275,45.7817,45.8245,16.6276,1.73034,0.812671,0.065789,0.309076,0.315952,0.501418,10.3351,0.0305215,0.0916775,0.252969,0.129848,0.101361,1.37793e-15,0.150003,0.550101,
26,30.6492,87.5256,167.087,0.350174,0.420034,8.71579,2.59854,0.989332,29.9948,0.853246,4.4793,0.812998,12.684,12.6535,7.68119,4.02359,1.61938,0.0700703,20.2644,1.5375,0.28577,66.5286,0.533765,12.0853,0.724163,40.6127,40.2501,6.52448,1.78192,0.305456,0.115962,0.309076,0.257988,0.501418,9.14361,0.0305215,0.0916775,0.0160372,0.129848,0.101361,1.37793e-15,0.177767,1.0861,
27,30.6492,81.8987,159.562,0.374233,0.437365,7.14449,2.17744,1.08106,36.2876,0.924476,3.57736,0.878926,9.24713,9.23405,5.68829,3.65391,1.56659,0.0830863,12.2064,1.41812,0.517162,90.0426,0.949788,7.03864,0.682533,28.5215,28.2642,5.39948,1.97765,0.208589,0.328273,0.309076,0.120107,0.511366,9.77548,0.0305215,0.0916775,0.0160372,0.129848,0.101361,1.37793e-15,0.177767,1.0861,
28,30.6492,72.2732,128.67,0.424074,0.413661,7.40879,2.43419,1.03578,26.6638,0.979963,4.90276,0.682378,8.14759,8.12398,5.977,3.77361,1.72974,0.0689359,16.7732,1.57018,0.368194,50.402,0.778406,16.6172,0.566491,28.5156,28.3101,5.26279,1.88136,1.01447,0.0844426,0.247575,0.120107,0.511366,10.0388,0.0305215,0.0916775,0.0160372,0.128571,0.0850263,1.37793e-15,0.177767,1.12657,
29,30.6492,67.1598,132.518,0.456363,0.442018,6.20472,2.18841,0.946702,24.1048,0.830581,3.20716,0.776954,7.89765,7.8664,7.37926,3.79322,1.52185,0.0541761,11.8975,1.29005,0.385037,57.0974,0.80951,4.95928,0.573344,28.9976,28.8442,6.43925,1.73086,0.349312,0.349149,0.247575,0.120107,0.406604,10.0388,0.0305215,0.0916775,0.0160372,0.129848,0.101361,1.37793e-15,0.456331,0.908677,
30,30.6492,61.6144,116.216,0.497436,0.435423,4.6728,1.87438,0.980271,28.6699,0.870333,4.10626,0.548155,4.65801,4.64735,5.34741,3.19699,1.60713,0.0584954,6.94069,1.54776,0.217151,85.4784,0.521835,10.742,0.545619,7.30174,7.08927,4.3847,1.70622,0.435902,0.294389,0.0837326,0.0739423,0.511366,10.0388,0.0305215,0.0916775,0.0199851,0.129848,0.101361,1.37793e-15,0.456331,1.18618,
31,29.4585,126.204,286.765,0.233419,0.442338,8.59913,2.10338,1.02996,55.8698,1.10092,9.45549,0.674424,18.561,17.913,5.44405,3.28135,1.72944,0.104584,23.0287,2.53921,0.306909,140.366,1.03799,27.1048,0.652472,53.592,54.7791,4.56463,2.15015,1.10814,0.0985142,0.05073,0.120107,0.511366,10.0388,0.0305215,0.0916775,0.0199851,0.129848,0.101361,1.37793e-15,0.629661,0.789989,
32,29.4585,58.0777,109.151,0.507225,0.422802,4.85758,1.44264,0.972539,26.1305,0.902509,2.63538,0.659274,5.68303,5.67047,4.81065,2.34775,1.54251,0.0398611,13.4559,1.97418,0.232436,62.3089,0.506103,7.43493,0.711493,18.077,18.699,3.85537,1.8478,0.297356,0.342744,0.05073,0.11502,0.511366,9.94156,0.0305215,0.0916775,0.0296564,0.129848,0.101361,1.37793e-15,0.387253,0.880139,
33,29.4585,66.8366,138.213,0.440754,0.428007,6.00059,1.29955,1.0117,27.5709,1.12128,4.42826,0.558675,7.7385,7.72712,5.29213,2.09393,1.56589,0.0926687,17.6079,1.48195,0.272785,49.0308,0.708986,12.736,0.628312,29.5452,29.7726,6.92025,1.33794,0.618244,0.339465,0.05073,0.11502,0.511366,10.0388,0.0305215,0.0916775,0.0309276,0.129848,0.101361,1.37793e-15,0.517096,1.03345,
34,28.6772,67.7195,147.068,0.423471,0.418849,5.1483,1.06202,1.01313,28.5282,1.17561,4.13431,0.580058,8.79997,8.75431,4.41536,2.1833,1.50609,0.0749385,10.3625,0.727061,0.408647,54.0129,0.804393,11.6609,0.682615,41.0012,40.7847,4.17428,1.59466,0.359196,0.282087,0.05073,0.120107,0.511366,10.1009,0.0305215,0.0916775,0.0309276,0.129848,0.101361,1.37793e-15,0.595889,1.05006,
35,28.1086,89.7244,208.964,0.313278,0.441463,5.8736,1.63954,1.16785,48.5309,1.07188,5.98727,0.545122,8.27252,7.98146,4.65895,2.00541,1.54847,0.123189,16.0406,2.92158,0.8815,131.43,0.812628,16.1878,0.620545,33.9932,33.7593,3.33193,1.42441,0.596467,0.363318,0.05073,0.120107,0.511366,10.1009,0.0305215,0.0916775,0.0309276,0.129848,0.101361,1.37793e-15,0.595889,0.771091,
36,28.1086,77.5131,185.273,0.362631,0.41759,7.95389,1.16799,1.01546,30.3037,1.1473,4.14469,0.628415,11.5575,11.5227,4.38776,1.77299,1.49312,0.0439216,20.6288,2.29274,0.441758,64.6156,0.862748,11.0775,1.15767,44.7146,45.3156,3.23035,1.27802,0.249217,0.2547,0.05073,0.120107,0.263256,10.1514,0.0305215,0.0916775,0.0331504,0.129848,0.101361,1.37793e-15,0.595889,1.02744,
37,28.1086,67.7746,156.63,0.414737,0.411322,3.96595,1.10204,0.998285,34.0925,1.09324,2.77557,0.469007,7.8911,7.85365,4.02905,1.62605,1.4668,0.0294061,12.0973,2.56317,0.301994,83.3834,0.86873,4.74549,0.536332,34.3405,34.349,3.48185,1.3713,0.382994,0.318281,0.05073,0.103184,0.511366,10.3727,0.0305215,0.0916775,0.0331504,0.129848,0.101361,1.37793e-15,0.512216,0.817867,
38,28.1086,93.0658,193.569,0.30203,0.445431,11.7997,1.24641,1.08126,41.444,1.2925,6.5479,0.630052,9.47279,9.34787,6.20786,1.80214,1.74793,0.144928,33.8587,3.09021,0.464043,90.6496,0.795699,20.0866,0.759756,26.8684,26.8433,12.0299,1.63973,1.26075,0.0621611,0.05073,0.120107,0.511366,9.7432,0.0305215,0.0617222,0.0331504,0.129848,0.101361,1.37793e-15,0.595889,1.02744,
39,28.1086,89.3147,218.653,0.314715,0.443901,6.13892,1.38492,1.03403,42.7649,1.12759,4.58782,0.481289,10.8737,10.8308,6.09309,1.81777,1.7359,0.115874,17.8309,3.23057,0.544518,125.051,0.901995,12.4226,0.579193,43.1219,42.9505,13.0169,1.72316,1.32352,0.356531,0.05073,0.151343,0.511366,10.4956,0.0305215,0.0916775,0.0135878,0.129848,0.101361,1.37793e-15,0.535172,1.02744,
40,28.1086,55.3316,147.077,0.508004,0.435317,2.75839,0.841947,1.01649,30.4814,1.06929,4.18751,0.47989,3.40864,3.3392,4.13534,1.62487,1.55327,0.130583,5.98631,0.79619,0.680237,99.1918,0.735295,18.9433,0.315638,13.094,13.0668,3.45199,0.959383,0.745192,0.34863,0.0430476,0.125923,0.511366,10.0636,0.0305215,0.0767461,0.0331504,0.129848,0.101361,1.37793e-15,0.595889,1.02744,
41,26.0857,83.6985,214.443,0.311662,0.446826,3.94917,1.33308,1.04204,42.2431,1.28076,5.94855,0.46971,9.2275,9.20711,5.18808,1.69119,1.67144,0.142225,8.45937,3.29696,0.733784,120.953,1.21921,19.5053,0.560464,34.8007,35.7534,4.79382,1.69852,0.952173,0.367878,0.0430476,0.098776,0.484836,10.2096,0.0305215,0.0767461,0.0420128,0.0969239,0.0970092,1.37793e-15,0.595889,1.22333,
42,26.0857,51.8367,135.164,0.503228,0.417396,2.27897,0.595695,0.901165,22.9675,1.04751,1.85309,0.354312,7.01446,7.00817,4.67015,1.28329,1.44492,0.0395229,6.21091,0.394088,0.32163,55.1843,0.665463,5.56481,0.259016,35.9278,35.8246,3.08388,0.641443,0.261826,0.288171,0.0180393,0.098776,0.484836,10.294,0.0305215,0.0262322,0.0142327,0.0969239,0.0970092,1.37793e-15,0.595889,1.15543,
43,26.0828,51.545,106.77,0.506019,0.42515,2.72788,0.790012,0.883181,27.5551,0.930979,2.3618,0.379565,3.83612,3.81856,4.87076,1.48661,1.47932,0.0504775,7.88881,1.17387,0.239947,74.6305,0.68424,6.90218,0.335507,11.6029,11.6437,4.15842,1.20751,0.297258,0.350816,0.0430476,0.098776,0.484836,10.4863,0.0190694,0.0767461,0.0142327,0.0494888,0.0448553,1.37793e-15,0.595889,0.452147,
44,26.0828,41.8309,65.6664,0.623529,0.42275,3.71082,0.804455,0.884492,18.7961,0.80275,3.22284,0.419166,2.48531,2.28588,4.95757,1.34903,1.68975,0.0365374,15.8656,1.56266,0.193744,21.3431,0.639488,15.8659,0.643927,5.20149,4.06749,3.97151,0.725238,1.40568,0.362193,0.0430476,0.098776,0.484836,9.90975,0.0258402,0.0767461,0.0195857,0.0494888,0.0448553,1.37793e-15,0.595889,1.26526,
45,26.0828,70.815,188.971,0.368323,0.409999,2.82313,0.931786,1.36527,25.818,0.920097,2.87684,0.337742,13.7619,13.6409,4.98704,1.41665,1.52567,0.0568263,8.59884,2.04839,3.45121,50.5282,0.84778,10.0095,0.260039,57.6283,58.3906,3.50037,1.30753,0.281537,0.0553584,0.0430476,0.098776,0.400998,10.1628,0.0305215,0.0767461,0.0195857,0.0413468,0.0353603,1.37793e-15,0.595889,1.20656,
46,25.6491,97.9633,259.017,0.261824,0.476239,7.62964,0.994507,1.27145,52.9114,1.01948,4.41755,0.525987,10.3291,10.0743,5.00831,1.66884,1.6365,0.260614,27.2566,2.0189,1.6328,153.984,0.857361,14.0377,0.93875,39.3354,39.3527,3.05369,1.80116,0.960623,0.377783,0.0430476,0.098776,0.484836,10.4863,0.0305215,0.0767461,0.0195857,0.0441145,0.0426748,1.37793e-15,0.595889,1.17232,
47,25.6491,53.6173,130.72,0.478374,0.417243,2.66944,0.631969,0.911527,21.7083,0.915788,2.0176,0.374185,7.5209,7.50607,6.11483,1.34956,1.47983,0.0807544,9.52943,0.601259,0.400415,50.0098,0.97868,6.49046,0.411136,36.9855,37.0963,3.30108,0.90803,0.230765,0.0446907,0.0430476,0.098776,0.484836,10.2094,0.0128418,0.0767461,0.0195857,0.0441145,0.0426748,1.55187,0.599823,1.23744,
48,25.6491,34.3995,31.1339,0.745624,0.422149,1.84808,0.712169,0.837588,16.5025,0.66622,0.924672,0.337832,1.85383,1.84689,5.81852,1.16825,1.46087,0.0205065,5.33197,0.914705,0.272994,18.474,0.473885,1.10082,0.33364,6.08207,6.37661,2.48067,0.282003,0.169338,0.32992,0.0607371,0.111198,0.28521,10.4863,0.013635,0.165153,0.0195857,0.0441145,0.0426748,1.81218,0.56398,0.646566,
49,25.6491,90.8482,255.796,0.282329,0.467858,7.36867,0.916307,0.908705,43.3491,0.818353,5.67958,0.350009,10.6869,10.5754,6.55345,1.49395,1.68003,0.195718,27.0553,1.48431,0.489266,120.421,0.80756,21.4856,0.550069,47.8231,49.0941,9.46482,1.37516,1.11218,0.359938,0.0685907,0.111198,0.28521,10.1945,0.0265137,0.0894245,0.0137244,0.0441145,0.0426748,0.0419103,0.636375,1.18873,
50,24.6989,52.2791,98.4277,0.472444,0.429471,8.56162,0.771257,0.867026,19.3862,0.997545,2.79413,0.280829,2.80874,2.77477,9.44381,1.70019,1.46348,0.065955,29.253,0.918263,0.291537,27.007,1.10925,9.53832,0.19686,12.8108,13.0705,22.4675,1.92899,0.387339,0.178631,0.0685907,0.111198,0.28521,10.2838,0.0340582,0.078314,0.0227207,0.0441145,0.0426748,1.67024,0.810017,0.468176,
51,24.6989,54.9108,133.058,0.449801,0.425906,5.31294,0.840869,0.874681,27.041,0.776487,3.34384,0.30873,3.43762,3.42145,6.17562,1.42366,1.528,0.0370643,20.8749,1.27566,0.293594,73.9883,0.597915,14.3504,0.434606,15.0366,15.0896,4.01235,1.03858,0.734293,0.22841,0.0685907,0.111198,0.28521,10.4863,0.0340582,0.078314,0.0227207,0.0441145,0.0426748,2.11256,0.810017,1.23744,
52,24.6989,81.0714,196.226,0.304656,0.439991,4.11399,0.662038,0.959318,36.2703,0.99046,2.77822,0.35147,11.9698,11.868,7.41518,1.74582,1.50685,0.107742,12.2131,0.346994,0.649354,98.4885,1.21956,7.68205,0.488014,49.0747,48.7925,9.53852,2.01524,0.541814,0.180935,0.0452187,0.225976,0.28521,10.3327,0.0340582,0.0894245,0.0227207,0.0441145,0.0426748,2.26303,0.724665,0.730946,
53,24.6989,69.4279,171.58,0.355749,0.442077,4.79437,1.16939,0.862245,32.5606,0.913297,2.97525,0.276242,7.74826,7.65151,7.10034,1.50339,1.43092,0.0946955,16.5352,2.44583,0.266956,87.1926,0.976443,11.9616,0.274282,36.3668,36.236,8.38726,1.56695,0.578711,0.409434,0.0452187,0.322825,0.273247,10.4863,0.156336,0.0828818,0.0100032,0.0441145,0.0426748,3.62673,0.724665,0.434712,
54,24.6989,54.8971,142.302,0.449914,0.420222,3.66295,0.735562,0.858794,22.6088,0.823122,3.16174,0.300979,6.75557,6.72476,6.14394,1.24181,1.4588,0.0293189,13.9006,0.972798,0.301967,49.0691,0.545095,13.6445,0.56732,36.1131,35.9069,2.8914,0.637357,0.399002,0.312015,0.0452187,0.322825,0.183166,10.5145,0.112083,0.0894245,0.0100032,0.0441145,0.029517,2.95555,0.673674,1.23744,
55,24.6989,75.823,205.365,0.325744,0.419578,6.58275,0.868804,0.903685,29.2595,0.836254,2.70792,0.391914,12.6554,12.6159,5.69358,1.42023,1.46745,0.074115,23.8488,1.47118,0.522642,67.3891,0.88294,9.81707,0.918613,51.6221,51.379,1.60786,1.49007,0.35277,0.115592,0.0452187,0.293254,0.273247,10.8943,0.0205297,0.0894245,0.0100032,0.0441145,0.029517,1.88855,0.705095,1.23572,
56,24.6989,93.1557,260.476,0.265136,0.433204,8.18458,0.88262,1.04452,32.8074,0.843212,6.79371,0.292246,16.7771,16.5899,5.59725,1.37304,1.53686,0.117768,29.1954,1.6335,1.3182,85.3081,1.02107,23.9479,0.327741,63.8122,63.183,1.49525,1.29416,0.717863,0.121296,0.0452187,0.288166,0.273247,10.8943,0.0205297,0.105297,0.0100032,0.0441145,0.029517,2.95555,0.670442,1.25226,
57,24.6989,61.6293,190.521,0.400766,0.441438,3.09323,0.903036,0.906205,31.8782,0.657603,4.8953,0.347283,4.00335,3.83907,7.69276,1.21448,1.75734,0.140761,12.696,2.47376,1.1695,125.736,0.894865,22.3496,0.57279,20.8042,19.9446,15.3455,0.985107,1.9498,0.400815,0.0452187,0.228865,0.268448,10.8943,0.0162258,0.105297,0.0100032,0.0441145,0.0426748,3.62673,0.561887,1.25226,
58,24.6989,76.5236,199.029,0.322762,0.430642,5.72568,0.949561,0.894059,38.7594,0.795725,3.04915,0.289306,8.51704,8.05249,6.17966,1.46379,1.41713,0.0910212,20.1798,1.51951,0.700419,100.547,0.996626,11.7125,0.371472,32.1128,30.712,3.92264,1.4228,0.501231,0.165876,0.0452187,0.298627,0.251333,10.8943,0.0202249,0.105297,0.00819439,0.0441145,0.0426748,3.53057,0.724665,1.0515,
