Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.side_view_swing_arm_angle_l.avg,Heave.rear.p_rod_length_l.avg,Heave.rear.coil_over_length_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.toe_angle_l.avg,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.p_rod_length_l.std_dev,Heave.rear.coil_over_length_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.toe_angle_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.best,Heave.rear.p_rod_length_l.best,Heave.rear.coil_over_length_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.toe_angle_l.best,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,
10,1375.81,2399.67,3590.46,0.573333,121.424,0,120.753,1392.74,144.604,7.32993,476.232,120.349,16.2378,191.546,0,127.259,476.305,240.085,1.94104,3012.9,189.665,14.9378,1.56342,0,0.833747,1204.36,1.55385,1.62162,20.499,0.724453,2.6539,
11,1367.74,2052.04,1227,0.666526,117.978,0,112.643,1390.13,114.634,7.35564,175.859,117.104,16.3396,203.855,0,122.602,574.214,213.709,1.90535,340.777,202.429,16.6948,1.41201,0,0.627285,1204.36,1.55385,0.574856,20.499,0.592464,2.6539,
12,1367.74,2288.2,3097.66,0.597736,119.128,0,109.962,1347.01,138.628,7.378,434.297,117.271,14.5311,217.363,0,124.449,391.635,250.13,1.83981,2536.89,214.371,12.3907,1.41201,0,0.627285,1204.36,1.55385,1.0771,20.499,0.592464,2.6539,
13,1367.74,2175.13,1464.5,0.628808,132.189,0,120.694,1479.37,144.712,7.21577,143.767,129.465,17.7143,222.374,0,123.972,738.99,290.759,2.0027,201.362,216.9,20.7425,1.41201,0,0.627285,1204.36,1.55385,0.391206,18.9414,0.592464,2.6539,
14,1367.74,2209.1,1802.78,0.619139,126.043,0,119.975,1489.11,159.077,7.59071,168.618,121.855,16.8308,288.405,0,127.128,813.205,391.118,2.16004,136.305,274.102,18.7418,1.41201,0,0.627285,1204.36,1.55385,0.127213,20.499,0.592464,2.6539,
15,1367.74,1948.3,1077.46,0.702017,92.4119,0,115.074,1358.14,113.708,7.40945,155.275,91.481,14.8,190.835,0,117.031,557.232,205.594,2.31378,140.926,190.019,16.5949,1.41201,0,0.627285,1205.41,1.55385,0.284738,20.499,0.592464,1.99699,
16,1354.48,2152.96,1824.09,0.629126,120.547,0,109.91,1477.09,147.357,7.55329,154.126,118.743,17.6376,237.855,0,110.756,863.656,312.414,1.99212,168.037,234.241,23.5362,1.41201,0,0.627285,1205.41,1.55385,0.903327,20.499,0.592464,2.6927,
17,1316.99,2012.6,1546.87,0.654373,82.6406,0,114.881,1465.94,86.6339,7.70595,155.139,81.5631,18.0906,212.182,0,133.025,864.631,237.754,1.84472,330.287,208.341,24.4737,1.41201,0,0.627285,1205.41,1.55385,1.45802,20.0149,0.592464,2.6927,
18,1316.99,2020.97,1482.11,0.65166,131.395,0,95.5139,1371.2,138.872,7.65203,133.524,128.657,14.1579,312.796,0,99.0158,550.378,321.992,2.15893,131.99,304.585,12.4605,1.41201,0,0.627285,1205.41,1.975,0.683427,20.0149,0.592464,2.74984,
19,1316.99,2433.74,3378.78,0.541138,134.197,0,104.623,1506.26,129.88,7.45262,399.593,132.454,19.2774,320.524,0,139.449,900.192,340.852,2.26849,1853.48,315.436,25.8677,1.41201,0,0.627285,1205.41,1.975,0.370174,20.0149,0.592464,2.89059,
20,1316.99,2008.66,1645.57,0.655656,99.141,0,95.918,1443.72,131.787,7.73656,115.701,97.9351,16.7189,229.745,0,119.005,857.879,325.814,2.08329,274.171,227.857,23.6783,1.41201,0,0.627285,1205.41,1.975,0.828126,20.0149,0.592464,2.89059,
21,1316.99,2223.5,2964.86,0.592305,92.3896,0,101.369,1452.65,103.815,7.39982,357.244,91.3914,17.2389,214.705,0,137.986,903.285,228.35,2.11013,1848.82,213.526,25.1169,1.41201,0,0.627285,1205.41,1.975,1.04527,20.0149,0.592464,2.89059,
22,1316.99,2138.98,2026.51,0.615708,93.6083,0,93.2479,1466.18,113.735,7.44217,252.168,95.203,17.3944,246.951,0,119.014,879.073,346.655,2.12755,966.786,247.387,24.5368,1.41201,0,0.627285,1205.41,1.975,0.393677,20.0149,0.592464,0.511327,
23,1316.99,1942.51,1513.76,0.677982,109.155,0,95.9841,1373.59,109.794,7.50762,122.746,108.216,15.5217,278.134,0,126.512,620.759,230.595,2.12025,203.445,277.27,18.5639,1.41201,0,0.627285,1205.41,1.975,0.28728,15.2271,0.592464,2.89059,
24,1316.99,2191.93,2433.7,0.600834,105.297,0,97.4731,1454.55,142.732,7.6806,266.853,101.445,15.9028,267.528,0,129.664,744.523,335.28,1.78875,1369.44,255.6,16.9392,1.41201,0,0.627285,1205.41,1.975,1.12448,17.0674,0.592464,2.89059,
25,1316.99,2045.75,1825,0.643769,121.001,0,73.8553,1443.4,129.597,7.84244,137.001,116.525,16.5217,322.352,0,80.6309,783.926,329.373,1.94917,371.053,317.781,21.2364,1.41201,0,0.627285,1205.41,1.975,0.186091,18.283,0.592464,2.89059,
26,1316.99,2339.49,3161.13,0.562939,83.767,0,107.46,1469.82,95.2568,7.74097,473.992,83.064,18.3917,206.94,0,157.729,828.646,228.429,2.1202,2352.29,205.941,24.3241,1.41201,0,2.86538,1205.41,1.975,0.943707,18.283,0.592464,6.51791,
27,1316.99,2000.76,1737.38,0.658245,94.4251,0,86.789,1431.9,115.604,7.69178,154.883,92.8128,16.6477,245.69,0,113.695,795.145,266.496,1.8916,504.149,240.766,22.0126,1.41201,0,2.86538,1205.64,1.63168,0.488649,8.78089,0.426388,4.96624,
28,1316.99,1892.76,1404.16,0.695803,78.4813,0,89.7157,1429.89,79.7252,7.88558,112.08,77.808,17.1797,204.855,0,122.928,761.909,194.507,2.07671,155.363,204.613,22.7138,1.41201,0,2.86538,1205.64,1.63168,0.327406,8.78089,0.426388,6.51791,
29,1316.99,2348.05,3733.31,0.560886,95.8778,0,99.7328,1464.66,115.042,8.05822,454.127,93.1011,17.4485,291.408,0,157.896,807.132,334.532,1.97951,2644.24,284.641,22.5689,1.41201,0,2.86538,1205.64,1.63168,0.285973,8.78089,0.426388,6.51791,
30,1316.99,2087.15,2231.92,0.630999,89.7909,0,102.767,1393.09,83.3133,7.88289,305.436,88.8811,15.9884,234.217,0,160.037,706.333,212.506,1.83426,1264.12,232.772,20.4489,1.41201,0,2.86538,1205.64,1.63168,0.0762212,8.78089,0.426388,6.593,
31,1316.99,1943.84,1568.75,0.67752,86.6469,0,106.055,1406.94,109.449,8.04952,126.253,85.264,15.1811,209.459,0,155.319,684.091,285.202,1.57455,342.284,207.281,18.2334,1.41201,0,2.86538,1205.64,1.63168,0.869762,8.78089,0.426388,3.16476,
32,1311.87,2024.38,2025.45,0.648032,96.368,0,88.3622,1517.18,106.183,8.15531,94.9899,94.6235,18.5159,303.66,0,120.63,964.98,377.576,1.73316,134.637,298.898,24.1123,0.476721,0,2.86538,1205.64,1.48632,0.131522,5.05526,0.426388,6.593,
33,1311.87,2553.26,6051.2,0.5138,61.5848,0,100.923,1400.17,90.625,7.90002,816.76,59.9465,15.3485,213.147,0,158.536,752.936,288.945,1.69532,5209.32,201.754,17.8505,0.476721,0,2.86538,1205.64,1.63168,0.0355761,5.05526,0.426388,6.593,
34,1311.87,1930.06,1696.49,0.6797,96.0839,0,89.2567,1423.03,95.3518,7.9718,109.696,92.735,15.9394,276.178,0,124.909,779.873,278.347,1.68751,363.422,266.441,19.369,0.476721,0,2.86538,1205.64,1.63168,0.545591,5.05526,0.426388,6.593,
35,1311.87,1888.93,1635.93,0.6945,93.9655,0,87.0989,1415.25,74.155,8.03343,101.042,92.6535,16.7331,266.555,0,117.645,753.766,236.543,1.96806,168.471,265.158,21.7717,0.476721,0,2.86538,1205.64,1.63168,1.02089,5.05526,0.426388,6.593,
36,1311.87,1800.4,1165.24,0.728651,88.9761,0,94.5089,1331.23,85.0074,7.98048,90.5974,87.9786,14.1195,261.352,0,139.206,494.783,211.037,1.56374,163.525,260.902,14.5425,0.476721,0,2.86538,1205.64,1.63168,1.13983,5.05526,0.426388,6.87138,
37,1311.87,2809.62,8290.47,0.466919,95.6309,0,103.859,1487.47,86.1071,7.87016,915.791,94.1776,18.716,279.573,0,152.661,898.429,241.611,1.761,7664.25,277.487,25.5239,0.476721,0,2.86538,1205.64,1.63168,0.208263,5.05526,0.426388,6.87138,
38,1311.87,1925.76,1897.83,0.681218,76.2728,0,97.3674,1377.82,68.5392,8.01908,206.683,75.2421,15.8193,246.116,0,156.716,669.512,227.101,1.62016,1201.36,245.427,19.3087,0.476721,0,2.86538,1205.64,1.63168,1.25827,5.05526,0.426388,6.87138,
39,1311.87,1985.91,1887.45,0.660588,80.9057,0,84.9458,1495.72,94.7431,7.91053,124.046,79.5314,18.1079,236.659,0,122.593,890.27,269.314,1.97078,421.611,233.809,25.6837,0.476721,0,2.86538,1205.64,1.63168,0.395768,5.05526,0.426388,6.87138,
40,1296.59,1831.21,1413.07,0.708051,75.7673,0,83.8812,1424.86,78.5127,7.73004,69.2213,74.4608,16.7744,198.667,0,124.806,761.738,215.888,1.71597,101.454,196.853,21.7022,0.476721,0,2.86538,1206.07,1.63168,0.403874,5.05526,0.426388,6.10269,
41,1296.59,2170.43,2768.72,0.59739,104.864,0,84.4711,1371.37,91.237,7.71218,391.836,103.547,15.3852,271.105,0,134.33,563.923,245.622,1.95472,1945.33,269.766,16.5266,0.476721,0,1.67713,1206.07,0.687359,0.776953,5.05526,0.426388,6.10269,
42,1295,2027.16,2114.88,0.638825,100.415,0,92.9376,1393.72,115.587,8.32202,202.482,98.1013,15.5916,296.633,0,153.906,624.234,342.57,1.57484,898.992,291.014,17.0702,0.476721,0,0.459458,1205.98,0.687359,4.1739,5.05526,0.426388,6.10269,
43,1295,2008.99,1740.56,0.644602,128.317,0,92.058,1438.05,93.6903,7.84906,104.441,126.971,17.6161,327.525,0,138.577,631.335,265.447,1.9307,244.311,325.896,19.7816,0.476721,0,0.459458,1205.98,0.687359,0.503222,3.60918,0.426388,6.10269,
44,1285.12,1983.67,2330.76,0.647848,89.0737,0,81.1251,1403.18,83.4933,8.05104,214.565,87.9711,16.2171,263.735,0,134.604,750.988,282.85,1.54711,1068.86,261.921,20.9063,0.476721,0,0.459458,1205.98,0.687359,2.31287,5.05526,0.426388,6.10269,
45,1285.12,1822.98,1641.45,0.704955,89.6687,0,76.8921,1382.72,85.1758,7.97003,77.1917,88.0686,15.2941,307.406,0,136.907,688.152,287.765,1.61308,206.062,303.988,18.7448,0.476721,0,0.314057,1205.98,0.687359,1.16109,5.05526,0.426388,4.9679,
46,1285.12,1852.48,1528.26,0.693728,84.3083,0,70.6173,1428.31,89.4693,7.62286,73.1627,82.1151,16.8729,225.179,0,111.067,722.025,254.796,1.91682,118.259,222.995,20.744,0.476721,0,0.314057,1205.98,0.687359,1.06729,5.05526,0.426388,4.9679,
47,1285.12,2051.75,2675,0.626352,81.4688,0,82.0945,1462.13,44.2086,7.58785,274.917,80.607,18.7343,243.912,0,149.046,857.74,131.492,1.94831,1816.55,242.831,25.6605,1.4208,0,0.314057,1205.98,0.687359,0.258028,5.05526,0.426388,6.10269,
48,1285.12,2138.02,4887.92,0.60108,73.9287,0,68.3788,1336.57,74.884,7.73983,490.003,72.4017,14.1073,225.68,0,132.887,593.757,203.61,1.72023,4224.09,222.848,16.2292,1.4208,0,0.314057,1205.98,0.687359,1.1179,5.05526,0.426388,4.75239,
49,1285.12,1856.72,1650.08,0.692145,64.9761,0,60.9549,1480.83,87.2646,7.84944,73.1438,63.6982,18.0022,180.933,0,90.1069,923.142,253.583,1.54242,402.984,178.467,25.339,1.4208,0,0.314057,1205.98,0.687359,3.12232,5.05526,0.426388,6.87138,
50,1269.39,2281,5071.39,0.556508,83.373,0,62.309,1415.27,107.586,7.73745,511.315,78.9564,14.4539,239.182,0,100.852,917.02,322.248,1.80193,4458.19,220.112,12.1313,1.4208,0,0.314057,1205.98,0.687359,0.33911,5.05526,0.426388,6.87138,
51,1269.39,2230.72,2560.37,0.569051,145.106,0,70.3023,1456.22,130.522,7.78232,259.38,143.753,17.6528,370.45,0,121.251,736.776,308.83,1.58726,1283.04,369.409,20.8539,1.4208,0,0.314057,1205.98,0.687359,1.87469,5.05526,0.426388,6.87138,
52,1269.39,2173.04,3383.83,0.584155,123.185,0,60.0851,1644.04,104.224,8.01709,99.1115,117.735,16.6384,353.058,0,109.415,2423.74,326.918,1.72195,283.021,334.039,19.2447,1.4208,0,0.314057,1205.98,1.63168,2.06551,5.05526,0.426388,6.87138,
53,1269.39,2002.56,3800.37,0.633887,65.5787,0,59.9527,1321.21,82.9355,7.56502,387.701,64.3959,13.2171,180.462,0,119.112,494.459,232.115,1.41337,3205.14,176.877,8.45648,1.4208,0,0.314057,1205.98,1.63168,3.72866,5.05526,0.426388,6.87138,
54,1269.39,1716.19,1158.95,0.739657,87.5349,0,60.5583,1312.85,58.8064,7.76463,87.9475,86.4768,14.2513,252.797,0,106.511,348.492,159.253,1.72943,341.429,251.921,10.1445,1.4208,0,0.314057,1205.98,1.63168,1.25094,5.05526,0.426388,6.87138,
55,1269.39,1840.5,1440.23,0.689701,102.256,0,73.4345,1391.6,62.9439,7.78646,84.8397,101.221,16.4153,254.752,0,136.269,551.69,214.87,1.84765,179.276,253.623,16.7695,1.4208,0,0.314057,1205.98,1.8587,0.546324,1.3652,0.426388,6.89849,
56,1269.39,1732.16,1459.62,0.732839,62.7552,0,60.5387,1387.81,66.8094,7.66673,71.2809,59.3614,15.9328,189.481,0,117.742,768.359,229.338,1.58724,151.928,176.457,18.4893,1.4208,0,0.314057,1205.98,1.8587,0.839618,1.3652,0.426388,6.89849,
57,1269.39,1934.62,1910.66,0.656146,97.5758,0,71.2766,1471.44,79.9194,7.66475,91.664,96.4056,18.6698,312.337,0,140.222,883.74,306.193,1.71954,213.014,307.902,24.8036,1.4208,0,0.314057,1205.98,1.50293,1.86486,1.3652,0.426388,6.89849,
58,1269.39,2094.74,2504.47,0.60599,101.514,0,66.1488,1474.86,104.639,7.69129,218.034,103.488,18.3643,300.749,0,129.446,814.504,329.09,1.91489,1348.67,299.442,22.6801,1.4208,0,0.314057,1205.98,1.8587,1.10526,1.3652,0.426388,6.89849,
59,1269.39,1906.15,2123.33,0.665945,60.7506,0,65.2245,1424.41,45.4516,7.42034,225.42,60.0113,17.465,164.074,0,128.535,702.17,124.775,2.26668,1460.99,164.473,20.334,1.4208,0,0.314057,1205.98,1.8587,0.545316,1.3652,0.426388,6.89849,
60,1269.39,2085.05,2980.51,0.608807,83.561,0,63.787,1338.51,73.7105,7.42518,420.621,82.681,14.7537,255.219,0,127.595,439.221,206.895,2.05496,2341.41,254.072,12.5528,1.53586,0,0.314057,1205.98,1.8587,0.315679,1.3652,0.514002,6.741,
61,1263.62,2052.79,2244.91,0.615565,86.4095,0,85.8596,1565.45,99.0306,7.37953,108.779,81.0979,18.7816,240.115,0,172.337,1191.49,322.5,2.24216,446.629,219.073,23.2164,1.53586,0,0.314057,1205.98,1.72215,0.308797,1.3652,0.514002,6.89849,
62,1263.62,2263.03,2821.4,0.558378,112.81,0,92.6773,1511.8,130.252,7.43159,280.628,108.659,18.7653,272.618,0,175.379,852.033,329.213,2.18162,1382.12,268.254,22.7537,1.53586,0,0.314057,1205.98,1.73244,0.383624,1.3652,0.514002,5.89959,
63,1263.62,1880.88,1868.75,0.671826,81.9894,0,70.3742,1407.96,87.6216,7.62556,128.08,80.8823,16.3422,233.55,0,152.149,689.339,278.565,1.81983,749.699,231.813,19.6242,1.53586,0,0.314057,1205.98,1.32158,0.219957,1.3652,0.514002,2.47936,
64,1263.62,2289.99,3023.31,0.551804,102.991,0,88.7036,1427.13,126.459,7.82248,420.026,100.715,16.1328,291.948,0,176.075,649.401,347.232,1.85075,2067.4,287.832,16.5142,1.53586,0,0.314057,1205.98,1.32158,0.0340884,1.3652,0.514002,2.19354,
65,1263.62,2173.99,3212.56,0.581246,95.0461,0,70.8825,1469.25,89.6803,7.52499,329.022,94.2145,18.3652,251.784,0,142.877,797.252,250.826,2.03546,2352.73,251.245,22.5398,1.53586,0,0.314057,1205.98,1.32158,0.691721,1.3652,0.514002,6.89849,
66,1263.62,1877.53,1836.93,0.673026,97.5547,0,70.1701,1421.14,89.9795,7.40732,78.5128,95.9856,16.7717,318.942,0,154.114,691.427,304.25,1.83524,356.018,314.359,19.6193,1.53586,0,0.314057,1205.98,1.32158,0.41221,1.3652,0.514002,6.89849,
67,1263.62,1914.7,2159.43,0.65996,77.4938,0,71.484,1417.76,60.6144,7.48706,185.969,76.7629,17.1217,222.756,0,160.639,761.305,203.465,1.82345,1150.96,222.46,22.2558,1.53586,0,0.314057,1205.91,1.32158,0.770362,1.3652,0.514002,6.89849,
68,1256.86,2252.69,3892.51,0.557939,70.8989,0,73.3127,1435.9,87.2485,7.6217,492.367,68.7412,16.603,236.085,0,161.886,763.768,277.053,1.73069,3054.36,230.934,21.0134,1.18134,0,0.314057,1205.91,1.32158,1.09555,1.3652,0.514002,6.89849,
69,1256.86,2151.86,2857.52,0.584083,107.654,0,70.8895,1470.85,104.981,7.35017,270.544,102.516,17.0705,308.403,0,143.191,898.622,315.526,1.81207,1565.69,292.828,20.0959,1.53586,0,0.314057,1205.91,1.32158,0.785266,1.3652,0.514002,6.89849,
70,1256.86,2338.26,5146.3,0.53752,88.647,0,68.6996,1436.27,90.408,7.29558,542.314,87.0475,17.5782,298.061,0,147.39,795.328,261.081,1.7757,4604.63,294.949,22.6216,1.53586,0,0.314057,1205.91,1.32158,1.14124,1.3652,0.514002,5.17982,
71,1256.86,1780.62,1411.37,0.705855,69.1208,0,62.8251,1427.85,70.6749,7.42207,58.243,67.237,17.2496,221.901,0,135.568,698.931,240.071,2.0686,472.037,219.568,20.8661,1.53586,0,0.314057,1205.91,1.32158,0.555141,1.3652,0.514002,6.18972,
72,1256.86,2793.04,10132.8,0.449999,84.1369,0,68.0614,1425.13,79.3033,7.24378,1028.97,82.7672,17.4303,237.814,0,146.474,731.002,220.37,1.89769,9492.74,236.72,21.3758,1.53586,0,0.314057,1205.91,1.32158,1.11066,1.3652,0.514002,5.1697,
73,1256.86,1977.02,2009.15,0.635735,98.7851,0,55.9024,1531.44,87.1945,7.41804,78.1723,97.6253,20.4846,303.661,0,121.082,960.738,313.852,1.82839,967.658,300.805,27.4365,1.53586,0,0.314057,1205.91,1.32158,1.1575,1.3652,0.514002,6.89849,
74,1256.86,1923.38,3103.03,0.653465,46.7506,0,46.9228,1412.53,69.4567,7.46587,278.618,45.2799,16.3559,144.155,0,104.172,761.247,238.987,1.67214,2311.88,142.473,21.3075,1.53586,0,0.314057,1205.91,1.32158,0.976484,1.3652,0.514002,6.89849,
75,1253.68,1824.87,2069.28,0.686996,69.8304,0,52.1743,1399.33,68.6451,7.33203,142.566,68.6495,16.3392,231.749,0,127.824,780.466,275.284,1.87401,1073.23,228.544,21.1722,1.53586,0,0.314057,1205.91,1.32158,0.542398,1.3652,0.514002,6.89849,
76,1253.68,2117.88,2908.99,0.591951,61.6714,0,81.7895,1524.55,58.6516,7.25266,303.764,60.114,20.087,211.991,0,182.188,941.252,209.76,2.06405,1922.89,209.821,27.3464,0.9962,0,0.459458,1205.91,1.32158,0.765012,1.3652,0.482709,6.89849,
77,1253.68,2108.15,2813.5,0.594683,88.6072,0,58.1049,1487.28,94.5834,7.13304,265.773,87.596,19.0666,254.402,0,149.122,885.314,274.593,1.8989,1663.53,253.908,25.1755,1.53586,0,0.459458,1205.91,1.32158,0.267554,1.3652,0.514002,6.89849,
78,1246.48,1766.41,1459.65,0.705654,69.2659,0,56.5604,1395.79,78.8079,7.20255,75.2523,67.1638,16.3703,246.256,0,131.032,677.613,267.626,1.79432,283.823,245.044,19.3281,1.53586,0,0.459458,1205.91,1.08158,0.0565601,1.3652,0.514002,6.89849,
79,1246.48,1811.31,1468.54,0.688162,73.561,0,60.8801,1412.77,90.9832,7.15235,79.3519,70.1907,16.4224,225.688,0,136.928,714.386,272.705,1.92141,213.329,221.017,20.2879,1.53586,0,0.459458,1206.09,1.08158,0.466751,1.3652,0.514002,6.89849,
80,1246.48,1799.93,1843.58,0.692513,89.137,0,53.8432,1317.51,71.7511,7.19378,158.864,87.998,13.6373,283.22,0,143.41,386.01,250.996,1.7695,988.891,282.453,9.88931,1.53586,0,0.459458,1206.09,1.08158,0.521256,1.3652,0.514002,6.89849,
81,1246.48,1711.09,1390.99,0.728468,63.9753,0,46.3184,1395.29,74.9856,7.41795,44.2251,62.8636,16.0204,230.655,0,120.007,675.845,264.116,1.6695,165.916,229.516,19.6899,1.53586,0,0.730131,1208.53,1.08158,1.99584,1.3652,0.514002,6.89849,
82,1246.48,2271.66,3967.53,0.548708,101.18,0,63.4077,1424.06,100.765,7.07586,458.005,100.092,17.0745,310.775,0,151.145,725.193,302.5,1.87343,3053.49,309.428,20.5612,1.53586,0,0.730131,1208.53,1.08158,0.354361,1.3652,0.514002,6.89849,
83,1246.48,1963.47,2263.19,0.634834,103.901,0,52.8766,1449.9,97.1616,7.22379,132.48,102.16,17.7658,329.427,0,134.107,895.639,333.449,1.79545,823.894,325.201,24.1828,1.53586,0,0.0446588,1208.53,1.08158,0.49945,1.3652,0.514002,6.89849,
84,1246.48,1988.32,2069.89,0.626901,118.46,0,56.3022,1426.13,101.201,7.0624,145.404,116.736,17.0229,350.655,0,131.513,642.965,293.186,1.7874,1022.41,348.021,18.2411,1.53586,0,0.0446588,1208.96,1.08158,0.48681,1.3652,0.514002,8.78264,
85,1246.48,2192.97,4063.27,0.568395,88.0816,0,53.3087,1454.32,112.176,6.98221,375.553,85.5431,17.0075,288.299,0,141.854,897.225,363.441,1.59864,3290.59,282.675,23.5372,1.53586,0,0.0446588,1208.96,1.08158,1.00296,1.3652,0.514002,1.00394,
86,1246.48,1724.95,1427.16,0.722616,66.5006,0,50.0849,1381.6,82.3405,6.99983,57.1431,65.087,15.198,227.793,0,123.668,609.446,294.954,1.71275,351.469,224.702,16.1037,1.53586,0,0.0446588,1208.96,1.08158,0.488,1.3652,0.514002,8.78264,
87,1246.48,1957.94,2116.89,0.636628,84.1953,0,67.844,1421.92,127.007,6.8954,151.633,82.2231,16.2216,265.093,0,161.62,663.495,356.555,2.03941,939.499,262.283,17.3691,1.53586,0,0.0446588,1208.96,1.08158,0.638989,1.3652,0.514002,8.78264,
88,1246.48,1880.77,1881.72,0.662748,87.8225,0,46.1211,1493.87,91.8021,7.16534,52.4384,83.7575,17.7959,271.442,0,116.569,949.761,316.826,1.85567,182.314,261.427,23.9527,1.53586,0,0.0446588,1208.13,1.08158,0.617006,1.3652,0.514002,1.11857,
89,1246.48,1724.65,1537.34,0.722741,70.2881,0,38.4762,1404.17,60.8424,6.8775,59.2815,68.485,16.2258,245.235,0,95.9039,768.227,251.62,1.94577,168.756,239.866,20.853,1.53586,0,0.0446588,1208.17,1.08158,0.809333,1.3652,0.514002,8.78264,
