Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.roll_center.z.avg,Heave.front.king_pin_inclination_l.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.roll_center.z.std_dev,Heave.front.king_pin_inclination_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.roll_center.z.best,Heave.front.king_pin_inclination_l.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
0,33.0921,439.64,164.291,0.0752709,350.304,4.54431,29.5797,2.03108,1.36316,6.77306,0.420661,22.7752,1.53151,17.1554,0.94672,2.21528,374.922,1.45998,26.375,2.2934,1.09071,6.61978,0.447516,16.2195,1.33132,21.228,1.09098,2.68539,23.5943,2.67387,0.0916775,0.0305215,0.181047,0.220432,0.0586854,0.733668,0.00901042,0.074066,0.177191,0.191814,
1,33.0921,389.888,137.65,0.0848758,271.141,6.50768,26.9229,2.33124,1.32336,3.44851,0.365574,29.297,1.79163,43.8528,0.976287,1.93004,103.502,5.05835,25.059,1.19549,0.564434,2.89495,0.180855,24.0424,1.50212,69.8595,0.500013,1.17374,23.5943,2.03483,0.0916775,0.0305215,0.0940762,0.220432,0.0241289,0.733668,0.210107,0.074066,0.169733,0.304761,
2,33.0921,337.352,77.622,0.0980935,234.524,5.37862,24.5127,2.39685,1.21643,2.71672,0.326336,26.2147,1.78641,35.4387,1.03418,1.80691,74.9891,3.13028,20.9671,1.16377,0.500645,2.25575,0.109221,19.4085,1.37297,45.637,0.48921,1.23618,23.5943,2.03483,0.0916775,0.0305215,0.181047,0.150694,0.0241289,0.733668,0.0238925,0.129848,0.177191,0.555348,
3,33.0921,318.308,73.4715,0.103963,217.204,5.42836,17.8661,2.42115,1.04585,2.92128,0.31289,29.5078,1.77267,36.8401,1.12004,1.86732,60.0354,2.99215,17.6846,1.24007,0.430934,2.60462,0.109416,21.7145,1.35649,44.1162,0.572964,1.02913,23.5943,2.03483,0.0916775,0.0305215,0.13926,0.0918682,0.0241289,0.225267,0.0238925,0.129848,0.177191,0.555348,
4,33.0921,296.859,75.8846,0.111474,185.519,5.70851,18.5161,2.03107,1.12594,3.29292,0.288812,31.1671,1.8129,44.3073,1.17521,1.91418,75.6314,3.50811,14.4001,1.31098,0.396168,3.14102,0.11514,19.7254,1.47459,46.2822,0.546448,1.15912,23.5943,1.51506,0.0916775,0.0305215,0.273349,0.106117,0.0241289,0.541924,0.0105849,0.129848,0.188898,0.555348,
5,33.0921,269.119,59.6962,0.122965,155.704,5.65821,20.0754,1.67336,1.07511,2.89607,0.232472,31.5287,2.12372,45.0927,1.09587,1.96303,60.6875,3.48507,15.9454,1.17688,0.427005,2.91251,0.128001,20.8732,1.59856,44.3794,0.546477,1.26096,23.5943,1.51506,0.0916775,0.0305215,0.201749,0.106117,0.0156074,0.541924,0.0345239,0.129848,0.188898,0.19972,
6,33.0921,241.91,77.8504,0.136795,134.246,5.61602,19.1751,1.86691,1.03684,2.97807,0.212772,26.8389,1.89468,45.1045,1.04991,1.88972,56.2647,3.5817,15.9442,1.26041,0.438956,3.07425,0.123233,22.4632,1.52195,46.6564,0.567886,1.13672,14.6654,1.45786,0.0916775,0.0305215,0.273349,0.106117,0.0156074,0.541924,0.0103178,0.129848,0.11293,0.14829,
7,33.0921,215.109,44.7157,0.153839,118.919,5.22983,19.5592,1.83955,1.0304,2.73768,0.183715,18.121,1.56982,43.3927,0.951493,1.57452,49.3599,3.32437,13.3507,1.16068,0.360895,2.54408,0.126806,22.2351,1.37936,29.6465,0.602096,1.0558,14.6654,1.45786,0.0916775,0.0305215,0.317427,0.106117,0.00651122,0.541924,0.0103178,0.129848,0.0812803,0.14829,
8,33.0921,221.255,128.027,0.149565,117.344,5.09731,20.0207,2.19067,1.52297,3.06845,0.203867,15.4193,1.34275,52.4067,0.986106,1.65195,74.4439,2.99957,14.2254,1.34203,3.45993,2.42372,0.18732,19.3066,1.29211,46.5706,0.639483,1.06742,16.2722,1.51506,0.0916775,0.0305215,0.430255,0.351195,0.0115944,0.316168,0.0343191,0.129848,0.11293,0.14829,
9,33.0921,185.342,68.7218,0.178546,102.834,4.41923,15.5454,2.00877,0.982851,3.12561,0.196838,11.8093,1.14126,40.5239,1.00119,1.7537,49.7602,2.32348,13.5054,1.37124,0.593074,1.99494,0.123756,15.3736,1.03794,30.1814,0.627939,0.902097,21.4103,0.842721,0.0916775,0.0305215,0.470946,0.454132,0.00722706,0.316168,0.0205887,0.129848,0.0750162,0.14829,
10,33.0921,157.246,46.2157,0.210448,78.6682,4.3428,14.8582,2.22489,0.995361,3.57632,0.240675,13.2969,1.13043,34.9806,1.2013,1.73054,43.2225,2.29267,11.9724,1.32745,0.265731,2.34073,0.151309,15.476,1.16906,25.7164,0.666281,0.911841,4.52957,0.842721,0.0916775,0.0305215,0.470946,0.119499,0.00722706,0.316168,0.0104722,0.129848,0.0886014,0.14829,
11,33.0921,135.582,39.4884,0.244075,55.254,5.22854,14.0755,2.43087,0.907199,3.48385,0.324927,15.0319,1.22141,34.7984,1.29273,1.53239,36.9066,3.57548,11.1456,1.4645,0.247511,2.06892,0.148838,14.581,1.19086,28.8167,0.605091,0.921117,4.83535,1.20759,0.0916775,0.0305215,0.273974,0.234934,0.0468023,0.327451,0.0343191,0.129848,0.0886014,0.0771569,
12,33.0921,156.556,162.013,0.211375,71.6397,5.28407,18.1172,2.41259,0.866185,3.94121,0.388841,17.1747,1.11924,32.6652,1.42785,1.51953,110.257,5.68264,16.0468,1.60818,0.308044,3.06353,0.145672,25.846,1.35138,30.9184,0.68029,0.957518,4.83535,0.59279,0.0916775,0.0305215,0.273974,0.27698,0.186113,0.327451,0.0158818,0.129848,0.116981,0.187215,
13,33.0921,113.547,92.177,0.29144,45.2551,5.18008,12.9241,2.10457,0.838276,2.90789,0.412953,11.7894,1.04933,27.9873,1.41189,1.68603,52.8895,3.18899,10.2475,1.57509,0.395778,2.08195,0.117175,13.0732,1.29232,38.2392,0.631701,0.915328,4.83535,0.578557,0.0916775,0.0305215,0.273974,0.211582,0.208631,0.327451,0.0158818,0.129848,0.116981,0.187215,
14,33.0921,88.9149,22.7541,0.372177,33.4539,4.44976,12.1517,1.88427,0.846729,2.49363,0.433575,9.00024,0.990054,20.3109,1.20846,1.69165,19.8807,2.86616,10.3681,1.5206,0.234379,1.76163,0.0931295,8.85488,1.19113,18.5304,0.747324,0.877621,4.83535,0.324189,0.0916775,0.0305215,0.273974,0.211582,0.231435,0.733093,0.030569,0.129848,0.0413073,0.187215,
15,33.0921,97.5104,92.4317,0.33937,38.5042,4.67421,13.3432,1.66472,0.963837,3.02008,0.441601,8.05479,1.00805,22.7551,1.23565,1.84501,42.8918,2.48516,13.9019,1.30568,0.268599,2.25622,0.104654,8.81997,1.30127,40.0358,0.697833,0.834895,8.16508,0.578557,0.0916775,0.0305215,0.476186,0.246856,0.231435,0.717706,0.0343191,0.129848,0.0208637,0.187215,
16,33.0921,94.7359,76.0478,0.349309,38.7954,4.5289,10.7532,1.7704,1.0095,3.0019,0.415767,8.83136,0.706061,21.7553,1.27597,1.89207,39.8766,2.3662,9.40722,1.37507,0.256344,2.36504,0.123084,8.41792,1.07122,28.154,0.708468,0.798253,9.4717,0.578557,0.0916775,0.0305215,0.511366,0.121657,0.104032,0.586959,0.0319597,0.129848,0.128482,0.187215,
17,33.0921,102.365,137.568,0.323274,37.7853,4.64692,11.56,1.82738,1.29085,3.09802,0.433133,10.2693,0.927217,27.0279,1.39336,2.10611,42.9131,5.57951,17.4869,1.32253,1.91244,1.99038,0.119268,20.1656,1.38143,55.4152,0.688683,0.993154,9.27292,0.578557,0.0916775,0.0305215,0.472226,0.246856,0.0416859,0.586959,0.0227368,0.129848,0.128482,0.23156,
18,33.0921,84.57,116.432,0.391298,38.6227,3.49788,10.5832,1.40808,0.967717,2.70726,0.47738,7.05169,0.694396,15.3059,1.11329,2.14051,89.6735,1.75947,9.75118,1.26263,0.291517,2.08462,0.139394,7.46825,1.16252,20.4728,0.699829,0.587233,10.8354,0.578557,0.0916775,0.0305215,0.472226,0.246856,0.29915,0.586959,0.0227368,0.129848,0.0630628,0.823668,
19,33.0921,115.171,211.006,0.287331,47.7978,3.88911,14.0161,1.62941,1.50071,3.11045,0.47457,11.0671,0.743095,27.4135,1.24636,2.28257,96.2222,5.15841,24.7437,1.25507,3.18101,2.12024,0.102431,17.6555,0.96652,69.9123,0.705797,1.05466,10.1296,0.455225,0.0916775,0.0305215,0.326203,0.203847,0.144668,0.67507,0.0217627,0.127865,0.114792,0.823668,
20,33.0921,66.8681,67.7005,0.494886,22.844,2.42189,8.85757,1.43471,0.998874,2.72535,0.487366,6.69212,0.566473,16.4368,1.29452,2.10838,26.3428,1.58132,7.36074,1.19176,0.46677,1.93255,0.0878139,6.90016,0.476943,37.1671,0.611781,0.512027,10.8354,0.196302,0.0916775,0.0305215,0.472226,0.203847,0.246649,0.391945,0.0227368,0.127865,0.114792,0.823668,
21,33.0921,94.3658,198.155,0.350679,37.6353,3.57812,13.5239,1.75703,2.04076,2.45065,0.515318,9.58232,0.741747,18.8401,1.35543,2.34519,112.322,4.87656,27.7025,1.40811,6.20024,1.87373,0.190807,21.3543,1.45203,47.1717,0.717348,1.78097,10.8354,0.366176,0.0916775,0.0279707,0.511366,0.147641,0.26045,0.563119,0.0206144,0.127865,0.111541,0.823668,
22,33.0921,72.2635,78.794,0.457936,27.5578,3.31641,9.2846,1.69677,1.02575,2.81343,0.480698,7.76845,0.752702,14.1142,1.36928,2.08343,42.3177,2.18687,15.1101,1.42885,0.548066,3.49212,0.117965,9.02416,1.26498,21.3903,0.70738,0.829331,10.8354,0.366176,0.0916775,0.0279707,0.458712,0.147641,0.0339565,0.602972,0.0158203,0.127865,0.111541,0.823668,
23,32.6274,81.7027,128.975,0.399343,36.1715,3.53733,9.14291,1.71857,1.0494,2.5029,0.494562,9.5658,0.646102,13.5198,1.35864,1.99529,85.9066,3.50447,12.3713,1.47965,0.323926,2.00455,0.080549,13.4574,0.541507,28.1498,0.745677,0.573158,10.6373,0.366176,0.0916775,0.0279707,0.321887,0.147641,0.330504,0.602972,0.0227368,0.127865,0.0598684,0.823668,
24,30.7914,67.1045,110.941,0.458857,25.8016,3.03344,8.99643,1.45656,1.00176,2.23559,0.469672,8.04534,0.492848,12.5665,1.01129,1.99355,44.6558,3.64712,10.8934,1.18118,0.255859,1.64204,0.102433,14.7975,0.43768,42.8121,0.783488,0.63725,10.3092,0.310405,0.0916775,0.0279707,0.391362,0.147641,0.115709,0.602972,0.0227368,0.127865,0.0815978,0.823668,
25,30.7914,86.2163,205.602,0.357141,38.6566,3.17824,9.74079,1.6908,2.15784,2.46805,0.519946,7.27303,0.598132,16.8711,1.04635,2.01548,109.943,2.11898,20.5472,1.36612,7.69748,3.2427,0.119782,12.9844,0.501483,51.1916,0.6665,1.15082,10.3092,0.278955,0.0916775,0.0305215,0.391362,0.147641,0.382207,0.630196,0.0227368,0.127865,0.058838,0.596401,
26,29.3068,82.4811,161.231,0.355315,37.9776,3.80985,7.10587,1.4155,1.0656,2.30266,0.479969,10.2473,0.629675,14.5902,1.10437,1.7525,95.2195,4.54264,10.1763,1.32287,0.861452,1.93595,0.116139,17.4732,0.79741,52.2016,0.646935,0.535909,10.3092,0.278955,0.0916775,0.0305215,0.254665,0.147641,0.124595,0.67507,0.0227368,0.127865,0.106002,0.89586,
27,28.8531,46.178,15.5654,0.624825,17.3439,3.48936,4.96228,1.32184,0.913699,1.62278,0.468045,8.99116,0.563929,3.98764,0.882786,1.63055,17.1512,2.6142,4.49578,1.07363,0.262751,1.31785,0.0687363,8.11665,0.488326,9.83796,0.631721,0.494836,10.2633,0.278955,0.0916775,0.0305215,0.254665,0.133883,0.33403,0.67507,0.0393284,0.0731573,0.0215275,0.77042,
28,24.3846,47.3023,61.3354,0.515506,16.8465,2.81194,4.72743,1.55333,0.916956,2.10826,0.510628,6.10029,0.553931,8.58652,1.05442,1.53208,10.0462,2.05039,9.38862,1.21361,0.335433,2.2252,0.0892284,5.46409,0.488394,37.1822,0.65316,0.411764,10.0347,0.310405,0.0916775,0.0239086,0.115683,0.142714,0.382207,0.67507,0.0325095,0.0731573,0.106002,0.950416,
29,24.3846,51.6608,97.9619,0.472015,22.0263,2.63567,3.86242,1.63194,1.03339,1.41307,0.519526,6.94055,0.598178,8.54223,0.990012,1.46749,38.7758,3.91922,7.09053,1.25968,0.326947,1.49392,0.0590286,11.4171,0.489181,36.7362,0.477578,0.333691,10.208,0.28693,0.0916775,0.0239086,0.115683,0.142714,0.382207,0.067717,0.0149621,0.0731573,0.114792,1.0121,
30,24.3846,40.7792,29.4302,0.597968,18.5652,2.26037,3.60028,1.7277,1.09059,1.54879,0.493797,5.4775,0.682579,3.1046,0.850846,1.37694,22.3194,1.56724,5.19113,1.33681,0.349983,1.28468,0.0627704,3.82444,0.486082,6.0274,0.477667,0.352384,10.2633,0.310405,0.0916775,0.00907946,0.115683,0.11061,0.300194,0.067717,0.0321367,0.0731573,0.0965894,0.509019,
31,24.3846,56.6717,99.6395,0.430279,22.6023,2.55201,6.0109,1.67069,1.02797,1.53044,0.494714,8.16123,0.729967,9.6643,0.815055,1.41212,40.0281,3.79749,13.6319,1.27878,0.429424,1.6409,0.0507789,14.3095,0.578119,29.48,0.428251,0.521567,10.3092,0.274192,0.0916775,0.0239086,0.0929766,0.11061,0.28719,0.067717,0.0298825,0.0731573,0.127835,0.444655,
32,22.6694,149.029,725.161,0.152114,60.1953,3.01922,48.3064,1.53539,1.21141,1.46204,0.49867,13.1667,0.676302,16.6799,0.77347,1.50436,311.256,5.00767,305.64,1.5289,1.33542,1.60658,0.102945,45.2795,0.476409,68.3152,0.47962,0.701913,10.2259,0.286509,0.0916775,0.0305215,0.0929766,0.11061,0.266498,0.067717,0.0321367,0.0731573,0.0853462,0.748065,
33,22.6694,73.9481,156.178,0.306558,36.2236,2.58843,7.47974,1.401,1.09428,1.64652,0.497394,9.8323,0.692098,10.4341,0.71237,1.34623,100.838,3.64566,16.9384,1.35203,0.448536,1.87183,0.0933412,16.3754,0.478013,43.177,0.439298,0.663935,10.2624,0.132056,0.0916775,0.0305215,0.115683,0.11061,0.113196,0.067717,0.0321367,0.0731573,0.140308,0.260588,
34,22.6694,32.1354,5.93303,0.705434,12.4883,1.88315,2.52388,1.18797,1.06683,1.31764,0.494513,5.10505,0.70981,3.36801,0.675251,1.31495,14.7541,1.08493,5.40261,1.10109,0.329076,1.14543,0.0313429,4.07183,0.501353,7.19291,0.42115,0.351731,9.96914,0.328696,0.124389,0.0317171,0.113508,0.11061,0.430976,0.067717,0.0321367,0.0731573,0.128818,0.695311,
35,22.6694,61.2126,148.62,0.370338,28.7623,2.64219,6.24614,1.31836,1.11128,1.80382,0.508072,8.05391,0.840184,7.72081,0.703652,1.50186,84.7447,4.2903,16.3728,1.26081,0.369684,2.39698,0.0734622,16.7312,0.612532,27.1416,0.512158,1.09247,10.3092,0.328696,0.33765,0.0645553,0.115683,0.11061,0.430976,0.465725,0.0321367,0.0731573,0.133195,0.537399,
36,22.6694,76.6902,196.019,0.295597,33.227,2.9493,8.94468,1.13664,1.25751,1.39286,0.482412,9.88717,0.848662,14.5357,0.631916,1.39628,94.0177,5.24098,23.6872,1.07909,0.52609,1.86403,0.0692576,24.0543,0.698377,50.697,0.395048,1.23185,10.3092,0.328696,0.33765,0.011282,0.254665,0.0923196,0.1627,0.0453956,0.0325095,0.0731573,0.140308,0.21181,
37,22.6694,59.1201,142.125,0.383446,31.0967,2.28426,4.65021,1.2403,1.15134,1.33844,0.506369,5.97079,0.716147,8.08711,0.768359,1.3101,98.8903,2.20737,11.0859,1.184,0.376728,1.60107,0.123733,8.52527,0.568016,30.5509,0.5265,0.617826,10.0608,0.328696,0.33765,0.0406491,0.254665,0.122774,0.408787,0.277812,0.020619,0.0731573,0.140308,0.451524,
38,22.6694,78.7682,154.45,0.287798,32.1982,2.19762,9.15356,1.46121,1.2132,1.6834,0.49416,9.06808,0.96565,18.1043,0.759782,1.46912,69.8788,2.841,21.2622,1.37872,0.433861,2.44217,0.104485,15.767,1.12287,55.8715,0.701686,1.0043,10.4025,0.279217,0.17496,0.0406491,0.239976,0.122774,0.259177,0.277812,0.020619,0.0731573,0.0808951,0.315669,
39,20.66,85.2201,233.071,0.242431,40.7626,2.67554,6.80452,1.09595,1.35002,1.21796,0.505717,7.92063,0.878582,20.0889,0.568536,1.3512,116.642,3.90212,21.215,0.937087,1.51422,1.2874,0.10084,21.4535,0.713295,71.3381,0.703738,0.919393,10.4543,0.279217,0.17496,0.0406491,0.239976,0.122774,0.451093,0.145401,0.0267133,0.11249,0.0995015,0.2033,
40,20.66,50.8627,124.856,0.406192,20.7362,3.032,2.11525,1.05928,1.21548,1.55714,0.484047,8.28466,0.826645,9.88491,0.439063,1.22792,46.0013,5.32817,6.26479,0.990087,0.373985,2.46757,0.0496386,27.3968,0.415884,41.6017,0.46642,0.349897,9.93591,0.279217,0.17496,0.00980522,0.239976,0.122774,0.29288,0.145401,0.0267133,0.11249,0.100968,0.639112,
41,20.66,76.7569,193.758,0.269161,32.9595,2.67177,8.06399,1.18346,1.20861,1.48669,0.493479,7.26195,0.96699,18.4858,0.534536,1.44017,80.9583,3.86571,27.8268,1.01742,0.647789,1.2117,0.0698362,18.7034,0.721598,64.0264,0.578511,1.06487,10.4882,0.279217,0.17496,0.130468,0.239976,0.122774,0.108648,0.0886859,0.0267133,0.11249,0.0914129,0.639112,
42,20.66,56.0095,132.544,0.368866,28.2014,3.74175,2.18244,1.07194,1.15587,1.31211,0.497145,7.51533,0.822826,7.8815,0.433121,1.19408,72.3218,5.95359,7.22299,0.765853,0.375362,1.01964,0.0888888,24.4812,0.319772,32.9037,0.484234,0.41876,10.5857,0.279217,0.139964,0.130468,0.239976,0.122774,0.143739,0.0816163,0.0267133,0.11249,0.0799153,0.639112,
43,20.66,51.0785,127.643,0.404476,23.2042,2.66319,3.70416,0.926876,1.1752,1.32651,0.493532,4.25949,0.993832,10.5349,0.430281,1.36628,56.4258,3.7252,14.7959,0.858265,0.367369,1.00154,0.0421518,13.5028,0.647504,41.9889,0.451251,1.08552,10.5857,0.307907,0.0347337,0.0873496,0.0883029,0.139009,0.294377,0.127624,0.0267133,0.11249,0.100968,0.639112,
44,20.66,66.9125,211.515,0.308762,30.6291,3.37805,4.75174,0.99934,1.256,1.52292,0.507778,6.85734,0.891806,14.2909,0.455135,1.37236,94.5269,5.19198,19.3204,0.951901,0.678967,2.39001,0.0895033,26.9079,0.551428,62.1412,0.502413,1.15127,10.5857,0.307907,0.0347337,0.130468,0.0883029,0.104415,0.451536,0.102062,0.0267133,0.11249,0.0961649,0.639112,
45,20.66,61.8612,147.053,0.333974,24.3408,2.64147,5.82766,0.953515,1.23025,1.48006,0.48487,4.70097,0.953078,17.2956,0.471011,1.48194,53.1753,1.0349,20.9181,0.817666,0.317593,2.54831,0.106953,14.043,0.618926,60.4836,0.569293,1.23364,10.8386,0.772683,0.17496,0.0141765,0.0883029,0.139009,0.066324,0.102062,0.013848,0.11249,0.0781533,0.98292,
46,20.5196,38.52,107.008,0.532698,18.9652,2.95077,0.959334,0.829283,1.15961,1.26123,0.488889,3.58635,0.848877,5.85231,0.435102,1.18305,50.362,3.66991,1.89828,0.653599,0.406595,0.976346,0.0262691,18.0192,0.461439,34.6834,0.350053,0.315695,10.8386,1.00359,0.17496,0.118042,0.0883029,0.139009,0.349958,0.0822813,0.0267133,0.0626194,0.0933477,0.98292,
47,20.0682,37.6798,101.57,0.532597,18.1147,2.93339,1.90809,0.738822,1.06352,1.04492,0.491715,3.12351,0.831944,5.77009,0.449179,1.20993,42.8232,4.14241,8.01393,0.749478,0.395776,0.530213,0.0207194,13.9878,0.384746,31.2344,0.435672,0.383026,10.8386,0.674509,0.0442694,0.0235071,0.0888445,0.200054,0.450038,0.0822813,0.0267133,0.0626194,0.100968,0.903159,
48,19.9874,53.3985,153.124,0.374307,24.5276,2.59466,5.20462,0.691146,1.02634,1.13141,0.490746,2.82591,1.02386,11.8543,0.482033,1.54589,65.3967,0.766223,21.1539,0.815202,0.572235,0.814468,0.0444936,9.34851,1.8085,53.9097,0.345294,2.44442,10.9552,1.00359,0.0442694,0.0235071,0.0888445,0.200054,0.286725,0.076866,0.00952743,0.0626194,0.113558,0.866993,
49,19.9497,58.8753,136.564,0.338847,27.8411,3.27056,5.53565,0.729418,0.938662,1.41932,0.478182,4.82614,0.835827,11.0952,0.568535,1.33667,67.1528,3.55761,18.332,0.982283,0.514501,2.3468,0.0684154,15.9213,0.517,48.2355,0.517334,0.696226,11.1565,1.45895,0.0442694,0.00388553,0.0888445,0.155618,0.141011,0.0822813,0.0577985,0.0626194,0.135224,0.917799,
50,19.9497,31.2435,68.4843,0.638523,16.49,3.20656,2.20518,0.377407,0.890006,0.934774,0.485354,2.91654,0.737743,1.29261,0.47142,1.23591,37.0653,3.81998,10.1074,0.529982,0.421478,0.800618,0.056437,14.4503,0.248126,10.354,0.405605,0.708693,11.1075,1.29168,0.0442694,0.00388553,0.0888445,0.259768,0.0989204,0.0822813,0.0577985,0.0626194,0.11947,0.901224,
51,19.6353,62.9999,166.421,0.311672,32.7833,2.84266,3.4042,0.520719,0.858171,1.40211,0.483953,4.02766,0.757941,14.165,0.531699,1.22252,84.8645,1.42184,15.1048,0.832641,0.662311,2.51273,0.0357175,13.9466,0.429692,55.712,0.40243,0.608916,11.009,1.02258,0.0442694,0.00671177,0.0888445,0.159229,0.269705,0.0866003,0.0476692,0.0626194,0.143021,0.901193,
52,18.2484,76.5932,220.265,0.23825,38.1901,3.99674,5.56699,0.518456,0.631802,1.26699,0.499342,7.2976,0.800843,16.0417,0.515038,1.26761,105.345,5.66091,19.8279,0.986808,0.570941,2.21041,0.042346,26.3802,0.393281,60.8953,0.522697,0.708129,11.0915,1.51843,0.0442694,0.0101902,0.0698667,0.226425,0.471069,0.0605059,0.0641202,0.0626194,0.143021,0.871428,
53,18.2484,63.4093,172.052,0.287787,25.8227,3.16765,5.85504,0.619753,0.642045,1.18559,0.491274,4.9979,0.759964,18.1756,0.440528,1.25124,75.3276,3.23825,20.4405,1.15657,0.5535,1.80364,0.0687361,18.4929,0.360496,68.6155,0.336025,0.63396,11.0888,1.47764,0.0286342,0.0101902,0.0698667,0.226425,0.190273,0.0605059,0.0641202,0.0626194,0.175891,0.883066,
54,18.2484,62.5794,210.977,0.291603,35.3969,3.82491,2.10369,0.446417,0.440198,1.44545,0.501198,6.99589,0.718171,8.86158,0.483994,1.36108,116.825,6.5487,8.71889,0.78585,0.411653,4.19773,0.0828219,34.2747,0.309614,43.0828,0.488696,1.30629,11.1993,2.08709,0.0286342,0.00924613,0.0696201,0.185303,0.460821,0.0685881,0.0797144,0.160029,0.159667,0.946241,
55,18.1064,36.8796,94.7697,0.49096,24.0758,2.64873,1.15256,0.44723,0.364812,1.00498,0.479764,2.79809,0.764569,1.56704,0.447837,1.12817,75.1076,1.42855,3.15995,1.04466,0.586538,1.53614,0.0586657,11.7784,0.758447,7.26141,0.350009,0.265172,11.1993,2.10335,0.0286342,0.00653642,0.0691951,0.247834,0.12061,0.031805,0.0570455,0.160029,0.159667,0.946241,
56,18.1064,68.4228,174.173,0.264625,44.0818,3.62257,3.47215,0.394974,0.454247,1.79621,0.479695,5.75895,1.02719,5.63483,0.468884,1.23136,124.951,4.35359,11.5318,0.696199,0.866974,4.39309,0.0758461,18.8713,1.12205,20.6976,0.354324,0.527581,11.1541,2.10335,0.0286342,0.00653642,0.083671,0.247834,0.140909,0.031805,0.0570455,0.106306,0.224949,0.946241,
57,17.8752,35.0358,111.817,0.510196,19.0677,3.03604,1.95547,0.265996,0.241822,0.913256,0.484494,3.19062,0.682967,3.6827,0.384093,1.13071,53.9116,4.44489,10.8597,0.481185,0.505227,1.70646,0.00926941,19.0815,0.570863,21.4227,0.15788,0.171065,11.0826,2.15049,0.0286342,0.00580212,0.0686044,0.269377,0.431619,0.031805,0.0570455,0.106306,0.224949,1.03717,
58,17.0279,77.862,205.868,0.218693,41.5181,3.14403,7.79774,0.474672,0.302847,1.04078,0.497213,4.95268,0.445119,15.9099,0.519412,1.25951,101.821,3.18376,26.9538,1.23291,0.67955,1.49231,0.0594095,16.9371,0.416829,58.9429,0.5319,0.969818,11.0522,2.15049,0.0286342,0.00580212,0.0686044,0.156864,0.395896,0.031805,0.0192149,0.194844,0.288912,0.379055,
59,17.0279,60.3671,168.779,0.282072,32.0752,3.78699,3.72451,0.389388,0.194975,0.858055,0.485999,5.43276,0.485958,11.1489,0.527205,1.25713,99.8591,5.61502,15.069,1.06304,0.406609,1.23745,0.119291,19.8004,0.630819,51.874,0.437879,0.793566,11.0408,2.15049,0.0286342,0.00580212,0.0744897,0.128501,0.0294768,0.031805,0.0192149,0.194844,0.297135,1.01147,
60,17.0279,27.4016,66.7516,0.621417,15.7263,3.0748,1.22045,0.174263,0.131354,0.541227,0.503444,3.34821,0.284784,0.834286,0.464131,1.09843,35.1342,4.91697,6.59063,0.647546,0.205684,0.278537,0.107816,20.5971,0.276517,3.43016,0.200516,0.164757,11.0408,2.22278,0.0492651,0.00431714,0.0702655,0.128501,0.482281,0.031805,0.0186113,0.194844,0.226531,1.03841,
61,16.7602,46.6131,143.053,0.35956,30.4328,2.64424,1.84219,0.170855,0.13021,0.750982,0.494403,3.04925,0.244784,5.19701,0.571261,1.08516,94.7827,1.2544,8.93638,0.611645,0.171957,2.38223,0.0257324,13.3185,0.619768,32.0637,0.381718,0.0996458,11.0408,2.16811,0.0614384,0.00431714,0.0743807,0.128501,0.484968,0.00815082,0.0186113,0.134754,0.268566,0.436309,
62,16.7288,99.2226,282.43,0.168598,63.9122,3.24162,7.50155,0.374408,0.732818,0.939598,0.55091,7.09163,0.284866,12.5548,0.64937,1.38887,202.613,3.83624,24.1349,0.971236,3.03806,2.00226,0.301899,21.3915,0.545967,48.1906,0.44484,1.34735,11.0884,2.26387,0.0926517,0.00603236,0.0702452,0.128501,0.237072,0.00815082,0.0183774,0.134754,0.266566,0.759321,
63,16.7288,54.4138,159.961,0.307436,19.4031,4.34565,6.73427,0.333696,0.219897,0.50128,0.473944,9.70345,0.269906,10.5178,0.620955,1.28989,50.6792,7.85549,27.4544,1.14649,0.763952,1.32021,0.102503,39.6638,0.690858,49.5533,0.349645,0.937335,11.0884,2.29269,0.0801905,0.00585694,0.06981,0.109525,0.126187,0.00535059,0.0183774,0.134754,0.393826,1.05556,
