Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.side_view_swing_arm_angle_l.avg,Heave.rear.p_rod_length_l.avg,Heave.rear.coil_over_length_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.toe_angle_l.avg,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.p_rod_length_l.std_dev,Heave.rear.coil_over_length_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.toe_angle_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.best,Heave.rear.p_rod_length_l.best,Heave.rear.coil_over_length_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.toe_angle_l.best,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,
10,1597.75,2707.37,766.081,0.590149,190.678,0,342.02,1558.47,186.867,6.80618,206.725,189.953,25.8504,165.982,0,287.843,347.939,176.46,2.22992,122.167,164.353,16.0132,4.42764,0,16.1348,1145.47,1.48429,1.21991,11.043,1.4188,2.39765,
11,1597.75,2708.1,1270.55,0.589989,199.772,0,344.892,1512.29,172.557,6.53548,249.556,198.939,23.5534,248.291,0,282.589,421.907,175.333,2.3779,398.4,245.542,15.0501,4.42764,0,16.1348,1145.47,1.48429,0.632437,11.043,1.4188,2.42248,
12,1597.75,2478.89,950.946,0.644543,168.984,0,289.783,1451.23,155.16,6.64886,216.928,168.727,21.433,179.99,0,277.677,345.868,118.776,2.40893,142.04,180.08,14.2383,4.42764,0,30.9307,1145.47,2.72024,1.21991,31.1386,2.79051,2.42248,
13,1565.7,2691,1639.01,0.58183,193.286,0,323.101,1538.4,209.151,6.52911,205.82,191.957,22.7529,313.071,0,351.979,701.311,247.327,2.64222,117.979,308.334,21.9835,4.42764,0,30.9307,1145.47,2.72024,1.21991,31.1386,2.79051,2.42248,
14,1508.39,2533.2,1735.96,0.595451,138.527,0,269.65,1434.15,206.722,6.19459,317.884,141.427,18.6359,173.257,0,283.485,604.694,462.733,2.73589,730.718,178.102,18.0591,4.42764,0,30.9307,1145.47,1.61355,0.719945,31.1386,2.79051,2.42248,
15,1508.39,2332.22,1221.25,0.646762,134.181,0,264.778,1382.37,146.35,6.17065,247.125,133.84,17.41,156.521,0,289.641,413.507,148.402,2.48555,468.904,156.656,13.9422,4.42764,0,30.4921,1201.75,1.61355,1.21991,31.1386,2.01568,2.42248,
16,1508.39,2671.69,1764.32,0.564585,176.333,0,323.639,1547.36,187.537,5.91076,234.532,174.689,21.6895,261.615,0,403.689,752.892,236.921,2.5899,308.292,258.196,22.3483,4.42764,0,30.4921,1201.75,1.61355,0.790543,31.1386,2.01568,2.42248,
17,1508.39,2980.42,5868.1,0.506101,162.23,0,264.837,1406.05,167.143,6.16313,796.707,160.573,16.7153,255.921,0,332.55,625.774,233.409,2.56807,4934.05,249.816,17.9303,4.42764,0,30.4921,1201.75,1.61355,0.394365,31.1386,2.01568,2.42248,
18,1508.39,2224.08,1085.82,0.678211,136.371,0,242.717,1357.32,141.1,5.90876,188.257,135.921,16.4845,215.41,0,271.982,371.381,158.453,2.61181,588.715,214.501,13.6215,4.42764,0,30.4921,1197.03,1.61355,1.36336,31.1386,2.01568,2.90856,
19,1508.39,2422.03,1741.42,0.622781,138.607,0,229.619,1516.35,165.44,5.80853,209.093,137.485,19.6266,229.368,0,288.577,870.045,274.353,2.79339,187.575,225.64,24.1213,4.42764,0,30.4921,1197.03,1.61355,0.426336,31.1386,2.01568,2.87518,
20,1508.39,2221.59,1445.91,0.67897,122.469,0,198.624,1363.58,133.783,5.73071,259.405,121.977,16.0266,187.466,0,206.079,526.597,190.322,2.78847,741.657,186.868,15.8084,4.80783,0,30.4921,1197.03,1.02636,0.171295,31.1386,2.01568,2.90856,
21,1508.39,2623.5,2170,0.574955,224.794,0,240.07,1468.95,208.114,6.03066,233.268,223.362,18.9094,430.337,0,295.772,677.272,325.315,2.70055,245.705,427.095,20.2012,4.80783,0,30.4921,1197.03,1.02636,0.376206,31.1386,2.01568,2.90856,
22,1508.39,2520.87,3191.62,0.598361,122.734,0,242.855,1454.13,168.394,6.16134,385.26,124.059,17.2778,243.49,0,357.77,803.267,345.342,2.68954,1934.36,242.395,20.9602,4.80783,0,30.4921,1197.03,1.02636,0.251941,23.4662,2.01568,2.69434,
23,1485.24,2218.76,1375.39,0.6694,128.216,0,225.325,1379.4,153.949,6.28017,181.93,127.438,16.2195,248.449,0,321.304,546.499,252.244,2.7634,202.39,246.406,16.302,4.80783,0,23.0521,1197.03,1.02636,1.20267,17.6512,2.01568,2.69434,
24,1461.85,2479.39,2355.75,0.589598,140.982,0,210.628,1459.21,176.752,5.88952,330.135,137.883,17.9095,266.278,0,263.306,745.512,298.664,2.57994,1296.47,262.644,20.5393,3.51509,0,23.0521,1197.03,1.02636,0.807629,17.6512,1.11386,2.69434,
25,1461.85,2292.27,1509.11,0.637728,119.154,0,245.095,1424.34,156.403,6.43503,209.263,115.79,15.7915,184.278,0,319.332,600.914,284.979,2.61396,241.146,179.974,15.4764,3.51509,0,23.0521,1197.03,1.02636,0.663,13.9994,1.11386,1.77961,
26,1461.85,2312.08,1938.86,0.632263,110.272,0,203.221,1435.48,160.853,6.13248,271.318,108.099,16.7122,202.2,0,279.402,784.39,289.765,2.42487,780.116,198.977,21.7338,1.48037,0,23.0521,1197.03,1.02636,1.17052,17.6512,1.11386,2.24072,
27,1461.85,2380.63,2678.15,0.614059,105.101,0,240.801,1400.89,108.478,6.62211,397.997,104.34,16.3939,211.06,0,346.466,581.086,154.359,2.47716,1941.39,210.953,18.5792,1.48037,0,23.0521,1197.03,1.02636,1.16408,17.6512,1.11386,2.69434,
28,1461.85,2087.34,1111.7,0.700341,100.033,0,205.345,1369.36,133.072,6.39333,159.868,98.7049,14.5591,144.022,0,288.853,474.919,231.229,2.48226,208.878,140.645,13.322,1.48037,0,20.8735,1197.03,1.02636,0.459586,17.6512,1.11386,2.69434,
29,1461.85,2245.54,1954.63,0.651001,131.63,0,206.834,1345.56,162.147,6.4959,249.574,129.329,13.961,287.055,0,275.841,453.741,315.874,2.46254,624.166,283.809,12.2456,1.48037,0,20.8735,1197.03,1.02636,0.528729,17.6512,1.11386,2.69434,
30,1461.85,2296.43,2072.57,0.636574,124.588,0,227.026,1383.27,141.386,6.21691,274.988,123.406,15.5507,263.182,0,336.24,587.421,259.431,2.3874,1057.59,261.051,17.8019,1.48037,0,18.0801,1197.03,1.02636,0.484765,36.1086,1.11386,2.69434,
31,1461.85,2288.9,1971.07,0.638666,112.295,0,206.218,1392.91,138.267,6.48123,307.556,109.793,15.3891,225.146,0,293.522,527.224,267.187,2.40241,924.733,218.358,15.2496,1.48037,0,10.8306,1197.03,1.02636,0.545997,36.1086,1.11386,2.69434,
32,1461.85,2016.64,1162.07,0.72489,101.421,0,192.575,1331.7,99.0683,6.26191,170.628,100.993,13.9974,190.036,0,298.308,405.909,135.697,2.21706,183.967,190.103,13.7639,1.48037,0,18.0801,1197.03,1.02636,0.433266,36.1086,1.11386,2.69434,
33,1461.85,2368.52,2015.33,0.617199,126.33,0,238.682,1535.81,130.505,6.31301,185.838,125.248,19.7915,234.183,0,396.771,932.254,259.802,2.38873,183.486,231.383,28.2431,1.48037,0,18.0801,1197.03,1.02636,0.716865,36.1086,1.11386,2.69434,
34,1461.85,2885.98,6268.24,0.506534,96.7752,0,211.557,1353.59,128.049,6.30743,980.292,94.8885,14.5227,153.837,0,325.652,485.376,220.274,2.28254,5704.74,146.009,13.7973,1.48037,0,18.0801,1197.03,1.02636,0.206507,27.0169,1.11386,2.69434,
35,1461.85,2235.41,1775.47,0.653951,122.894,0,193.321,1453.05,151.208,6.73346,169.54,121.521,17.139,273.439,0,313.417,790.628,298.94,2.56806,303.189,269.206,22.3262,1.48037,0,18.0801,1197.03,1.02636,0.206507,27.0169,1.33153,2.69434,
36,1461.85,2211.06,1934.72,0.661151,130.698,0,190.682,1372.43,127.057,6.69714,240.309,128.457,14.7362,238.233,0,303.466,562.483,269.593,2.51048,854.749,234.459,13.704,1.48037,0,18.0801,1197.03,1.02636,0.206507,8.18417,1.33153,2.69434,
37,1461.85,2926.67,7277.09,0.499491,126.264,0,195.859,1366.94,125.723,6.6715,964.692,125.508,15.0174,250.928,0,335.026,575.731,223.091,2.20457,6181.86,250.067,17.3291,1.48037,0,18.0801,1197.03,1.02636,0.206507,8.18417,1.33153,2.69434,
38,1461.85,4554.69,22185.5,0.320954,120.359,0,213.677,1377.3,135.319,6.54553,2566.95,119.462,15.0729,232.903,0,325.458,547.374,233.129,2.28239,21419.9,232.114,17.1031,1.48037,0,18.0801,1197.03,1.02636,0.220554,8.18417,1.33153,2.69434,
39,1461.85,2256.31,1881.68,0.647891,140.933,0,196.52,1379.33,119.603,6.69657,257.802,139.949,15.4811,271.428,0,310.903,490.767,206.882,2.36778,812.26,270.22,15.2222,1.48037,0,18.0801,1197.03,1.02636,0.949214,8.18417,1.33153,2.69434,
40,1461.85,2205.58,1482.4,0.662795,112.914,0,234.67,1414.81,129.404,6.49115,179.275,112.112,15.8975,197.139,0,395.565,590.766,216.605,2.55536,194.82,196.284,17.1918,1.48037,0,16.3098,1197.03,1.02636,0.415838,8.18417,1.33153,2.69434,
41,1461.55,2057.91,1495.88,0.710209,85.7984,0,176.149,1388.17,100.902,6.76915,199.391,84.925,15.8019,144.962,0,273.563,638.059,194.632,2.26245,528.169,143.721,19.8842,1.48037,0,16.3098,1205.19,1.02636,0.244986,8.18417,1.33153,2.69434,
42,1461.55,2433.44,2678.84,0.600609,98.8688,0,210.618,1426.23,107.38,6.77962,469.325,97.6279,16.6102,196.545,0,353.544,742.548,190.156,2.35619,1836.01,195.986,21.2822,1.48037,0,16.3098,1205.19,1.02636,1.08363,8.18417,1.33153,2.69434,
43,1461.55,8288.59,58519.5,0.176332,140.262,0,207.249,1530.5,177.425,7.13161,6069.1,137.868,19.0574,311.724,0,345.204,964.723,400.709,2.48131,57830.5,306.84,26.0314,1.48037,0,16.3098,1205.19,1.02636,1.04407,8.18417,1.33153,2.69434,
44,1461.55,2416.1,2769.07,0.604921,105.936,0,211.769,1484.98,131.715,6.8819,353.231,103.859,17.7215,270.788,0,368.822,952.691,341.861,2.39388,5819.88,265.94,25.313,1.13616,0,16.3098,1205.19,1.02636,0.137371,8.18417,0.613121,2.68943,
45,1461.55,2132.71,2042.55,0.685301,94.7776,0,178.131,1296.64,114.852,6.88681,335.496,93.2529,12.6682,200.743,0,252.046,339.971,189.707,2.56198,1351.39,200.812,10.6855,1.48037,0,16.3098,1203.89,1.02636,0.261019,8.18417,1.33153,0.433512,
46,1461.55,2536.23,2781.06,0.576269,152.234,0,259.584,1460.68,121.766,7.06556,365.399,151.56,17.9329,314.48,0,446.857,738.583,259.064,2.44261,1334.24,314.036,22.5755,1.48037,0,16.3098,1203.89,1.02636,0.941782,8.18417,1.33153,2.68943,
47,1461.55,2316.52,2048.81,0.630924,145.791,0,257.824,1423.41,167.526,7.36616,154.547,144.202,15.8544,310.329,0,452.816,671.603,329.853,2.58705,257.794,308.409,17.6811,1.48037,0,16.3098,1203.89,1.02636,0.921072,11.6616,1.33153,2.68943,
48,1415.9,3812.42,14964.6,0.371391,138.926,0,204.269,1492.35,134.866,6.88981,1678.58,137.72,18.8147,316.541,0,308.474,850.546,304.58,2.62117,14578.2,313.803,24.9679,1.48037,0,16.3098,1203.89,1.02636,0.316255,11.6616,1.33153,2.68943,
49,1415.9,2342.48,2614.76,0.604443,111.109,0,177.007,1471.38,138.836,7.32753,310.137,108.989,17.7024,232.209,0,253.263,812.072,256.019,2.47443,1794.07,229.389,23.7751,1.48037,0,16.3098,1203.89,1.02636,0.993676,11.6616,1.33153,2.68943,
50,1415.9,2262.88,1899.6,0.625707,143.122,0,240.615,1423.97,143.526,6.93853,148.333,140.371,16.0046,316.535,0,442.921,658.731,288.255,2.34453,222.95,308.911,18.5571,1.48037,0,16.3098,1203.89,1.02636,0.255777,11.6616,1.33153,2.68943,
51,1415.9,2392.52,3574.33,0.591802,98.8976,0,187.019,1420.66,119.794,7.31148,445.444,97.0471,16.3487,223.093,0,299.906,713.986,358.573,2.23426,2907.05,219.308,18.9262,1.48037,0,16.3098,1203.89,1.02636,1.20267,11.6616,1.33153,2.68943,
52,1415.9,2072.7,1432.84,0.683119,89.333,0,177.442,1414.07,111.957,7.10104,170.131,87.0002,15.6594,216.759,0,272.795,729.24,215.543,2.56996,356.735,203.995,20.1452,1.48037,0,16.3098,1203.89,1.02636,0.00587566,11.6616,1.33153,2.68943,
53,1415.9,2236.89,2086.02,0.632975,112.64,0,187.93,1495.92,120.964,7.12128,183.146,110.703,18.4729,253.734,0,358.026,914.9,302.97,2.62708,343.962,248.965,26.0824,1.48037,0,5.38483,1205.19,1.02636,0.7693,11.6616,1.33153,2.09171,
54,1415.9,2275.84,1889.72,0.622142,112.958,0,216.99,1443.06,130.183,6.86659,237.353,111.188,17.2505,217.802,0,377.502,783.163,256.246,2.54221,775.16,216.723,22.3494,1.48037,0,5.38483,1205.19,1.02636,0.658973,11.6616,1.33153,2.68943,
55,1415.9,1982.58,1456.89,0.714169,104.486,0,163.022,1340.03,114.421,7.32267,135.103,103.869,14.3273,272.917,0,264.763,554.318,257.041,2.30248,150.569,271.752,16.1982,1.48037,0,5.38483,1205.19,1.02636,1.20267,11.6616,0.94981,2.68943,
56,1415.9,2221.71,2265.98,0.6373,113.754,0,207.05,1385.67,123.402,6.97217,254.494,114.513,15.8629,262.679,0,379.763,593.278,253.624,2.52995,1027.23,265.031,19.0187,1.48037,0,5.38483,1205.19,1.02636,0.244034,11.6616,1.33153,1.99373,
57,1415.9,2257.48,2162.48,0.627202,114.524,0,184.545,1532.88,140.033,7.14586,149.263,110.951,18.1401,247.897,0,278.893,1190.66,316.406,2.31559,167.965,231.031,25.8835,1.05694,0,5.38483,1204.75,1.02636,0.765916,11.6616,0.529151,2.68943,
58,1395.72,2189.97,1893.36,0.637323,101.361,0,204.481,1420.62,82.8851,6.80403,256.015,100.934,16.8679,218.882,0,381.933,745.079,130.196,2.53851,907.01,218.834,22.0446,1.48037,0,5.38483,1205.19,1.02636,0.342591,11.6616,1.33153,2.68943,
59,1395.72,2253.1,1945.99,0.619465,139.036,0,192.698,1437.3,134.982,6.97846,187.252,137.962,16.895,314.571,0,329.509,641.247,282.147,2.54091,511.08,312.064,19.8821,1.48037,0,5.38483,1205.19,1.02636,1.42417,11.6616,1.33153,2.68254,
60,1395.72,2529.47,3629.32,0.551781,147.81,0,185.481,1478.31,175.2,7.04382,374.393,144.613,16.6185,327.121,0,352.726,940.037,395.003,2.31526,2043.71,318.626,21.7135,1.48037,0,5.38483,1205.19,1.02636,1.71602,11.6616,1.33153,2.68254,
61,1395.72,2016.4,1501.1,0.692181,84.2802,0,173.223,1424.86,96.3162,7.0452,130.597,83.6975,16.3851,182.464,0,346.929,815.118,194.032,2.29612,273.437,180.863,23.5134,1.48037,0,5.38483,1205.19,1.02636,0.890865,11.6616,1.33153,2.68254,
62,1395.72,2506.71,3191.53,0.556791,134.272,0,232.89,1404.71,140.303,6.93614,441.542,130.856,15.2064,316.089,0,439.311,613.389,289.633,2.34697,2240.79,303.673,15.4578,1.40259,0,5.38483,1205.19,1.02636,1.28797,11.6616,0.433492,2.68943,
63,1331.86,2129.91,1828.84,0.625313,103.712,0,166.578,1439.86,153.465,6.79129,142.207,101.303,15.9923,219.274,0,290.685,750.911,334.971,2.22942,241.665,213.915,19.5969,1.48037,0,5.38483,1205.19,1.02636,0.710602,11.6616,1.33153,2.68943,
64,1331.86,2367.52,3161.11,0.562555,103.227,0,181.226,1541.77,131.57,6.79742,287.435,98.5717,16.9239,246.743,0,366.876,1387.48,327.724,2.29646,1653.05,224.119,23.6703,1.48037,0,5.38483,1205.19,1.02636,0.164547,11.6616,1.33153,2.68943,
65,1331.86,2212.73,2040.64,0.601907,104.882,0,207.701,1444.36,132.93,6.91482,196.047,102.919,16.9741,228.765,0,431.462,849.614,291.425,2.45414,410.084,224.231,22.6148,1.48037,0,5.38483,1205.19,1.02636,0.826016,11.6616,1.33153,2.68943,
66,1331.86,2082.76,1508.07,0.639467,122.445,0,162.499,1356,126.536,6.68092,171.185,122.696,14.7226,259.68,0,230.358,425.66,240.731,2.28873,258.515,259.856,13.7633,1.48037,0,5.38483,1204.21,1.02636,0.105566,11.6616,1.33153,2.68943,
67,1331.86,2002.34,1855.74,0.665151,108.516,0,158.717,1334.53,112.909,6.53808,159.412,107.711,14.0075,254.757,0,318.814,570.57,250.655,2.37108,404.965,252.675,15.3755,1.48037,0,5.38483,1204.21,1.02636,0.453822,11.6616,1.33153,2.68943,
68,1331.86,2278.79,2621.05,0.584459,119.535,0,135.102,1453.87,117.325,6.6586,310.405,118.3,17.5967,277.011,0,265.99,797.995,259.739,2.65186,1456.42,275.859,23.512,1.48037,0,5.38483,1204.21,1.02636,0.837774,11.6616,1.33153,2.68943,
69,1331.86,2688.05,4947.74,0.495474,114.84,0,177.828,1403.42,102.531,6.55389,755.684,111.876,15.3201,237.356,0,352.338,683.058,250.747,2.78132,4042.69,232.03,17.4381,1.48037,0,5.38483,1204.21,1.02636,0.3483,10.3209,1.33153,2.68943,
70,1331.86,2161.66,1970.33,0.616129,107.405,0,180.405,1418.68,121.668,6.79359,205.523,105.571,15.6102,257.081,0,331.815,667.474,263.508,2.66437,988.174,251.157,16.9933,1.48037,0,5.38483,1204.21,1.02636,1.01385,10.3209,1.33153,2.68943,
71,1331.86,2048.53,1757.31,0.650153,99.0827,0,129.958,1405.91,103.395,6.87995,189.522,97.989,15.7931,213.125,0,219.691,647.505,227.043,2.64224,701.806,210.976,18.7718,1.36876,0,5.38483,1204.21,1.02636,0.0414998,10.7458,0.509702,2.68943,
72,1331.86,2053.59,1531.85,0.648552,100.303,0,155.245,1411.31,114.399,6.82974,149.703,99.5328,16.2724,210.069,0,305.556,715.902,227.768,2.48037,231.136,209.206,20.5584,1.48037,0,5.38483,1204.21,1.02636,0.425416,10.7458,1.33153,2.68943,
73,1331.86,2069.9,1760.35,0.643442,113.467,0,151.085,1404.22,99.2469,6.74624,166.144,112.766,16.2216,287.922,0,297.595,624.198,233.981,2.57767,357.342,286.636,19.2297,1.48037,0,5.38483,1204.21,1.02636,0.101201,10.7458,1.33153,2.68943,
74,1331.86,1875.61,1285.22,0.710095,75.8214,0,150.662,1364.65,71.025,6.79789,116.448,75.2306,14.9723,196.099,0,335.844,621.05,130.121,2.63344,138.831,195.32,18.3468,1.48037,0,5.38483,1204.21,1.02636,0.0182997,6.16691,1.33153,2.68943,
75,1331.86,2200.62,1810.22,0.605222,139.929,0,173.612,1449.23,122.451,6.76586,153.931,137.906,16.7886,323.037,0,298.978,740.336,294.897,2.95886,309.698,319.377,20.5943,1.48037,0,5.38483,1197.64,1.02636,0.0182997,6.16691,1.33153,2.68943,
76,1331.86,2100.14,2424.76,0.634178,89.107,0,145.297,1414.53,91.5857,6.77582,248.197,88.375,16.2709,217.478,0,283.807,705.718,221.712,2.83048,1304.56,216.131,20.6495,1.48037,0,5.38483,1204.21,1.02636,0.0182997,6.16691,1.33153,2.68943,
77,1331.86,2088.7,1980.79,0.63765,96.2275,0,170.395,1446.44,133.516,6.58197,126.163,93.7137,15.6647,269.211,0,339.468,851.152,373.425,2.97351,231.688,265.212,19.7195,2.99168,0,5.38483,1204.21,2.14566,0.0182997,6.16691,2.2705,2.68943,
78,1331.86,2307.23,2204,0.577254,126.789,0,203.682,1480.36,123.103,6.40648,223.078,125.379,18.4375,297.497,0,387.532,837.028,279.619,2.98632,742.621,294.663,24.4306,2.99168,0,5.38483,1203.56,2.14566,0.0182997,6.16691,2.2705,2.68943,
79,1331.86,1961.83,1590.15,0.678888,90.1396,0,175.103,1388.11,83.0921,6.10743,113.771,89.6006,15.9051,230.816,0,353.112,746.497,187.298,2.81062,171.626,233.622,21.4207,2.99168,0,5.38483,1204.21,2.14566,0.0182997,6.16691,2.2705,2.68943,
80,1331.86,2051.54,1835.89,0.649199,87.0829,0,201.383,1434.34,104.4,5.8713,116.351,85.6529,16.4633,235.169,0,424.055,835.849,277.1,2.77487,194.592,230.977,22.9437,1.59302,0,5.38483,1204.21,2.14566,0.0182997,6.16691,1.09236,0.663619,
81,1331.86,1961.35,1673.56,0.679054,88.6102,0,140.31,1414.02,81.9337,6.32098,127.183,87.1982,15.7672,229.765,0,290.57,718.263,210.928,2.91815,373.375,226.011,21.0635,2.99168,0,5.38483,1204.21,2.14566,0.0182997,6.16691,1.09236,2.68943,
82,1331.86,2250.08,2669.46,0.591918,119.53,0,181.654,1385.21,120.178,6.30157,303.572,118.337,15.2906,292.026,0,340.808,635.867,256.338,2.89948,1554.46,290.028,18.3201,2.99168,0,5.38483,1204.21,2.14566,0.0182997,8.09683,1.09236,2.68943,
83,1331.86,2484.64,4015.73,0.536038,91.4535,0,167.646,1507.64,84.2586,6.08884,518.069,90.4629,19.019,198.391,0,334.502,856.055,213.147,2.97881,3086.56,197.238,25.5837,2.99168,0,5.38483,1204.21,2.14566,0.0182997,8.09683,1.09236,2.68943,
84,1331.86,2062.59,1837.16,0.645721,99.1245,0,159.127,1473.94,87.9311,6.14644,120.036,98.1978,18.0902,275.001,0,333.186,865.082,220.49,2.83188,456.11,272.603,25.7416,2.99168,0,5.38483,1204.21,2.14566,0.0182997,8.09683,1.09236,2.68943,
85,1331.86,2156.55,2060.5,0.617588,92.3516,0,210.464,1440.31,105.127,5.88557,194.83,91.0396,16.5419,218.529,0,422.613,689.181,261.408,2.94476,609.93,217.98,20.4791,2.99168,0,5.38483,1128.46,2.14566,0.0182997,8.67837,1.09236,2.68943,
86,1331.86,2350.99,3825.86,0.566511,74.708,0,142.525,1387.45,86.8046,6.20501,565.062,72.9692,15.2643,191.245,0,302.2,589.891,218.503,3.04497,3032.26,191.085,18.289,2.99168,0,5.38483,1204.21,2.14566,0.0182997,8.67837,1.09236,2.68943,
87,1331.86,2231.76,2208.03,0.596776,118.906,0,189.185,1510.62,150.093,6.16015,120.632,117.363,18.795,294.243,0,408.26,922.699,358.416,2.84795,444.237,291.603,25.5649,2.99168,0,5.38483,1204.21,2.14566,0.0182997,8.67837,1.09236,2.68943,
88,1311.41,2172.04,2424.05,0.603769,78.0583,0,174.718,1429.22,101.129,6.27485,292.102,74.4768,16.0577,224.587,0,385.123,743.535,262.349,3.06266,1212.18,217.401,21.3212,2.99168,0,5.38483,1204.21,2.14566,0.0182997,6.83614,1.09236,2.68943,
89,1311.41,2143.65,2211.28,0.611765,82.2635,0,175.986,1419.07,70.7019,6.14071,291.837,81.1751,16.4729,219.782,0,361.186,735.488,155.557,3.00661,1333.99,219.041,21.5265,2.99168,0,5.38483,1204.21,2.14566,0.0182997,6.83614,1.09236,2.68943,
90,1311.41,2005.67,1918.23,0.65385,101.199,0,123.493,1416.86,101.127,6.24751,139.986,100.323,16.4402,278.576,0,236.592,708.058,229.408,2.98207,619.657,277.821,21.1329,3.12847,0,5.38483,1204.21,2.14566,0.0182997,6.83614,1.09236,2.68943,
