Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.mechanical_trail_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.mechanical_trail_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
102,54.4847,94.5841,163.741,0.576046,32.7188,0.379501,5.49535,0.552976,0.439169,0.295164,5.61867,22.0887,0.319432,25.0302,0.302157,1.34396,15.4792,0.95067,20.6643,0.321899,0.360172,0.0585583,26.1932,2.26092,0.802174,108.308,0.292307,0.930256,23.5943,0.0305215,0.0916775,0.29664,0.0344318,0.0172563,0.01529,10.1852,0.0173475,0.613422,0.0492504,0.729289,
103,54.4847,156.286,288.632,0.348621,54.0366,0.380359,7.72372,0.634613,1.24405,0.358554,6.78096,24.8973,0.358834,58.1375,0.403761,1.33002,117.455,0.630398,21.5972,0.505203,3.38616,0.217099,18.5222,12.2321,0.751546,174.196,0.396962,0.825609,13.3074,0.0305215,0.0916775,0.29664,0.037661,0.268804,0.01529,17.9476,0.0121491,0.613422,0.0645466,0.729289,
104,54.4847,145.868,299.426,0.373522,49.0305,0.488817,4.3971,0.636194,0.556845,0.324445,7.20728,21.8465,0.366326,59.5222,0.362575,1.12893,67.3766,0.865311,11.417,0.510688,1.15565,0.0684692,23.2239,4.27533,0.57348,203.001,0.374944,0.375005,23.5943,0.0305215,0.0916775,0.29664,0.0419009,0.289685,0.01529,10.0891,0.0173475,0.613422,0.0645466,0.448034,
105,54.4847,76.5092,111.479,0.712134,39.492,0.298058,2.4119,0.527923,0.409354,0.324114,2.58886,22.4367,0.2116,6.42292,0.301371,1.08433,66.365,0.614737,7.09368,0.470261,0.655592,0.113481,13.3562,1.80766,0.251993,48.1989,0.252367,0.1846,23.5943,0.0305215,0.0916775,0.284323,0.0417702,0.284442,0.01529,12.2024,0.0173475,0.613422,0.0645466,0.318992,
106,54.4847,115.935,231.674,0.469957,41.1873,0.449569,4.56138,0.55689,0.77222,0.33814,5.11503,30.8082,0.3729,30.2209,0.346013,1.20686,72.7895,0.914912,12.2785,0.383053,2.05046,0.12861,18.6798,41.9603,0.720569,117.263,0.355828,0.751513,23.5943,0.0305215,0.0916775,0.284323,0.0417702,0.284442,0.01529,13.4592,0.0173475,0.613422,0.0645466,0.650823,
107,54.4847,144.392,301.226,0.377339,67.2607,0.545076,5.80124,0.561744,0.910232,0.347013,7.52664,22.1362,0.325069,37.3089,0.406441,1.26257,129.915,1.14704,14.4584,0.386362,1.96222,0.167613,26.8098,8.98117,0.493671,165.531,0.49157,0.929922,23.5943,0.0305215,0.0916775,0.284323,0.0345796,0.269043,0.01529,10.85,0.0173475,0.613422,0.0645466,0.499211,
108,54.4847,94.3339,171.864,0.577573,34.229,0.374121,3.64281,0.522064,0.522794,0.309311,2.82343,22.5226,0.239964,27.6987,0.308485,1.1407,40.5936,0.839778,11.8101,0.288994,0.950989,0.0460703,10.9039,2.65454,0.264411,125.406,0.377546,0.287091,23.5943,0.0305215,0.0916775,0.284323,0.0417702,0.146257,0.01529,4.96623,0.0123883,0.613422,0.0676818,0.680611,
109,54.4847,84.5997,129.294,0.64403,40.1866,0.316242,2.72008,0.483999,0.5438,0.317916,3.19919,22.7438,0.279685,12.2602,0.32332,1.22484,71.8625,0.604307,7.46379,0.250549,1.05733,0.0665769,12.7254,2.26351,0.245213,47.9418,0.472986,0.455533,23.5943,0.0305215,0.0916775,0.282636,0.0417702,0.0799535,0.01529,10.2586,0.0291684,0.346808,0.0595378,0.680611,
110,54.4847,137.844,262.803,0.395263,62.2751,0.470827,6.83148,0.609269,0.739545,0.34868,5.38765,22.4203,0.492022,36.6142,0.356155,1.29912,129.749,1.10662,19.5604,0.786379,1.55205,0.158279,15.5799,2.91294,1.18458,137.384,0.435593,0.686838,23.3011,0.0305215,0.0916775,0.284323,0.0417702,0.261228,0.01529,10.89,0.0179002,0.346808,0.0625651,0.680611,
111,54.4847,91.151,228.422,0.597742,33.3315,0.243017,4.3658,0.454624,0.518397,0.324665,2.41115,23.6261,0.264448,24.0992,0.260495,1.25156,45.1695,0.644528,21.6998,0.294284,0.86851,0.0476697,11.2727,1.81883,0.382676,154.894,0.312474,0.64021,23.3011,0.0305215,0.0916775,0.284323,0.0406193,0.298222,0.01529,21.913,0.0230645,0.346808,0.0674005,0.762608,
112,54.4847,100.203,155.222,0.543742,31.2329,0.262,4.25769,0.471827,0.539116,0.312637,6.43864,23.1456,0.407011,31.6142,0.246971,1.27467,21.2348,0.543972,14.218,0.246572,0.804274,0.0574296,13.948,3.20809,0.634131,109.79,0.284144,0.392541,16.8287,0.0305215,0.0916775,0.284323,0.0406193,0.0325351,0.0469139,10.7929,0.0230645,0.346808,0.0674005,0.762608,
113,54.3869,96.0237,193.487,0.566391,47.7042,0.28003,2.37217,0.50114,0.934213,0.343028,3.7131,23.5517,0.326585,14.8457,0.264776,1.18703,103.811,0.688564,4.93382,0.426084,2.39043,0.0998678,14.5893,2.27064,0.525432,73.0338,0.447516,0.440414,21.7449,0.0305215,0.0916775,0.284323,0.0406193,0.300705,0.0660699,9.64232,0.0186908,0.346808,0.0586906,0.585778,
114,54.3869,204.411,368.204,0.266066,67.5566,0.611936,7.27967,0.699695,1.32771,0.352049,10.7041,23.1852,0.575171,90.497,0.345562,1.27666,114.475,1.4502,17.7402,0.748224,2.70865,0.107907,21.8316,8.14834,1.17991,234.574,0.52451,0.511494,14.5603,0.0305215,0.0916775,0.266622,0.0392805,0.120216,0.0412711,4.86077,0.0186908,0.346808,0.0610758,0.544035,
115,54.3869,102.292,210.897,0.531682,36.4776,0.289097,2.77793,0.554009,0.555714,0.326612,4.12408,23.5707,0.355295,31.8398,0.24281,1.17862,58.003,0.888872,7.9461,0.475196,0.86003,0.058402,10.7886,3.52866,0.433297,158.105,0.425722,0.213224,14.2366,0.0267546,0.0916775,0.266622,0.0406193,0.106909,0.0523119,9.97776,0.0186908,0.346808,0.0610758,0.243882,
116,54.3869,142.107,276.107,0.382718,56.1067,0.563465,5.4424,0.551595,0.853393,0.350287,7.68497,23.2385,0.417389,45.4049,0.271883,1.22146,112.508,1.20962,13.7086,0.38369,1.50429,0.117098,21.8856,3.88816,0.714407,172.449,0.434713,0.296047,21.7449,0.0305215,0.0916775,0.266622,0.0406193,0.0807115,0.0660699,8.09724,0.0186908,0.346808,0.0610758,0.566548,
117,54.3869,166.879,336.476,0.325907,64.0168,0.512312,8.00913,0.781369,0.958154,0.373214,10.8951,24.3093,0.344189,55.0288,0.315983,1.33446,139.673,1.21519,24.2876,1.30748,2.1294,0.180185,35.1966,5.04304,0.796321,176.048,0.583548,0.660598,21.7449,0.0305215,0.0916775,0.266622,0.0323545,0.293158,0.0917905,10.5749,0.018301,0.535397,0.0610758,0.746971,
118,54.3869,104.265,212.565,0.521619,31.6463,0.318725,4.31962,0.572284,0.586978,0.331517,6.67054,24.4646,0.278853,33.5284,0.270429,1.27712,45.2205,0.967752,14.903,0.473653,0.961899,0.065463,23.61,3.89475,0.308409,158.201,0.527948,0.263903,15.3724,0.0305215,0.0916775,0.298166,0.0489958,0.02323,0.0935119,2.68875,0.018301,0.535397,0.0674005,0.803275,
119,53.9146,114.853,256.292,0.469423,36.7587,0.361857,4.61167,0.584841,0.684702,0.32748,6.61769,23.9548,0.336822,39.1863,0.244873,1.18321,49.7476,0.941912,13.6906,0.454305,1.43168,0.0453885,24.2768,3.85689,0.427672,174.794,0.31938,0.230385,21.6276,0.0305215,0.0916775,0.323902,0.0489958,0.0739029,0.0190886,7.70931,0.0204221,0.535397,0.0674005,0.420737,
120,53.7243,147.17,365.665,0.36505,47.6421,0.295994,6.77254,0.601673,0.501587,0.360778,7.90625,26.2624,0.342429,54.9732,0.248487,1.26222,105.302,0.743091,21.4574,0.412478,0.960182,0.164718,29.3291,10.8985,0.517279,213.45,0.38175,0.453262,22.1832,0.0305215,0.0916775,0.323902,0.0339972,0.0533036,0.0401969,8.6634,0.0204221,0.535397,0.0674005,0.677874,
121,53.5878,97.1562,168.79,0.551563,30.4467,0.442105,4.28029,0.615268,0.751032,0.346857,6.10729,25.4234,0.416936,26.7006,0.302928,1.32282,26.3353,1.06739,11.5002,0.435237,1.83898,0.0915557,22.4496,5.66334,0.65813,130.68,0.592761,0.624004,22.1832,0.0305215,0.0916775,0.316749,0.0420193,0.136709,0.0401969,8.66078,0.0184635,0.405438,0.0701683,0.803275,
122,53.4551,108.105,225.966,0.494475,43.1475,0.366442,4.3332,0.563159,0.450633,0.359696,4.47541,24.8264,0.311779,27.677,0.274728,1.31877,86.0899,1.00451,14.8346,0.373341,1.01831,0.0809504,16.7009,3.42207,0.538294,125.434,0.546239,0.562054,22.4862,0.0305215,0.0916775,0.316749,0.0511203,0.332395,0.0334524,8.12303,0.0182263,0.0713166,0.0645161,1.09431,
123,53.4551,105.857,229.429,0.504975,34.9029,0.299154,4.19414,0.572291,0.528796,0.352577,5.03785,24.6051,0.339096,33.5881,0.236663,1.20023,51.9318,0.715051,13.2355,0.465896,1.67998,0.0788992,18.4256,4.45908,0.519325,148.38,0.496985,0.225197,22.4063,0.0305215,0.0916775,0.316749,0.0908988,0.246208,0.0334524,0.49988,0.0182263,0.0713166,0.0709858,0.821684,
124,53.4551,78.7552,170.819,0.67875,30.0896,0.185339,1.99105,0.519699,0.375605,0.340231,1.31451,24.9865,0.314053,17.31,0.17198,1.15653,44.4355,0.467757,6.32776,0.294341,1.04406,0.0145166,6.18077,1.5978,0.616712,115.319,0.352092,0.0853669,22.4862,0.0305215,0.0916775,0.316749,0.0507385,0.30862,0.032362,14.6168,0.0182263,0.0713166,0.0700782,0.984033,
125,53.2778,114.086,265.75,0.466998,41.9393,0.339802,4.62723,0.627743,0.721177,0.334423,4.25355,25.7654,0.343149,33.5561,0.237303,1.34054,77.4937,0.925421,17.8599,0.462396,1.99205,0.062903,18.5584,6.29215,0.658596,161.315,0.516999,1.06081,22.4862,0.0305215,0.0916775,0.344402,0.0638599,0.0171509,0.032362,7.46915,0.0182263,0.0713166,0.0641298,1.03718,
126,53.2778,136.886,332.765,0.389212,35.3777,0.377575,7.96362,0.674487,0.537677,0.338203,5.99078,25.0781,0.289999,58.626,0.234461,1.39755,52.2567,1.10963,27.8846,0.56314,1.25695,0.058712,24.7788,1.68536,0.415627,227.444,0.478525,1.23434,22.7585,0.063707,0.908205,0.344402,0.107325,0.0711008,0.032362,18.6163,0.0182263,0.193884,0.0655505,1.02344,
127,52.7303,98.7517,315.441,0.533969,37.8155,0.184599,4.59187,0.595553,0.23534,0.336081,3.14108,27.2719,0.226243,22.9659,0.159999,1.22754,99.2339,0.429986,24.789,0.515115,0.296282,0.0295228,20.4686,15.0915,0.283508,158.234,0.289709,0.740025,22.7585,0.0633096,0.922661,0.333153,0.0583879,0.130384,0.032362,24.2606,0.0205622,0.101729,0.0650014,1.02004,
128,52.6018,116.655,223.326,0.450917,54.7737,0.281309,6.24489,0.575382,0.806108,0.374796,4.78242,24.8221,0.282251,22.1511,0.291117,1.2701,120.855,0.516893,18.7567,0.280107,2.42639,0.166336,16.0469,5.09407,0.499262,121.976,0.602389,0.69592,22.7585,0.0636889,0.929544,0.337164,0.0583879,0.33563,0.03046,10.9217,0.0194384,0.101729,0.0655105,0.905382,
129,52.6018,121.34,236.77,0.433508,55.7238,0.419716,5.2367,0.680356,0.843902,0.362441,6.96721,23.9955,0.392211,25.2794,0.26957,1.16891,127.179,1.00237,15.0131,0.525219,2.64074,0.177773,23.9812,3.59989,1.02736,84.5325,0.489729,0.428881,22.7585,0.0636491,0.929544,0.337164,0.0583879,0.0443821,0.032362,9.17996,0.0205622,0.101729,0.0864717,0.268134,
130,52.4067,130.654,307.793,0.40111,39.4041,0.397273,4.45007,0.592812,0.669506,0.340759,3.30008,24.036,0.26422,55.7796,0.207667,1.21214,63.1607,0.99383,15.9375,0.338753,2.09909,0.023659,12.6241,3.78633,0.431425,221.287,0.344904,0.532814,22.7585,0.0636889,0.945979,0.337164,0.0583879,0.324443,0.032873,2.71165,0.0199413,0.101729,0.0844645,0.196044,
131,52.2926,184.283,367.413,0.283763,56.8968,0.664314,7.95788,0.748876,1.16906,0.353256,9.61267,24.5569,0.385719,80.1986,0.380817,1.35764,94.9624,1.49871,22.5195,0.674467,2.99369,0.0864176,28.9351,6.16098,0.995064,232.308,0.733573,0.764243,23.0529,0.06422,0.945979,0.33482,0.0631955,0.0658352,0.0301061,12.9042,0.0199413,0.133585,0.0844645,1.04224,
132,52.2926,94.7365,208.225,0.55198,36.3729,0.33086,4.03801,0.581277,0.547122,0.355937,4.11028,25.1076,0.197859,21.7113,0.195011,1.18839,80.6805,0.890889,16.5822,0.283223,1.92233,0.114469,20.1486,5.58588,0.415905,140.119,0.41313,0.547227,22.8487,0.06422,0.922575,0.363347,0.0438993,0.335903,0.0301061,5.00839,0.0189885,0.133585,0.0844645,1.0028,
133,52.2926,138.128,353.642,0.378582,45.1169,0.355544,4.74393,0.829811,0.849642,0.371051,5.04507,38.4189,0.303185,40.6267,0.210422,1.25651,113.487,0.917044,21.0341,1.35066,2.91849,0.132329,22.8205,67.533,0.917294,179.503,0.360525,0.721842,22.8464,0.0635005,0.969779,0.363347,0.0368711,0.336732,0.0301061,24.2593,0.0189885,0.133585,0.0844645,1.02795,
134,52.2922,161.101,368.977,0.324594,44.9001,0.51685,7.29978,0.633387,0.981829,0.344216,7.00942,27.2248,0.285881,70.3122,0.26832,1.32378,90.9303,1.33305,27.1995,0.465228,3.99511,0.0604294,26.3745,18.9698,0.814012,242.776,0.510187,0.94869,22.8487,0.0640338,0.96372,0.343735,0.0631955,0.0672193,0.0271701,6.61294,0.0188951,0.116908,0.0844645,0.978648,
135,52.2922,132.276,273.068,0.395327,36.844,0.481585,7.4038,0.620305,0.787621,0.34408,5.40248,24.0946,0.262146,54.3009,0.269546,1.46459,55.9496,1.28374,22.1122,0.398221,2.34484,0.0685117,19.1634,5.25831,0.700215,187.225,0.551079,1.47802,14.2166,0.0640338,0.969779,0.343006,0.0631955,0.0876054,0.0301061,1.94533,0.0189885,0.116908,0.0844645,1.04224,
136,52.2922,146.025,269.766,0.358105,49.3059,0.576118,12.1104,0.701128,1.02337,0.342605,10.2209,28.1436,0.31444,41.5372,0.32478,1.42442,93.8097,1.26369,31.4127,0.532138,2.49706,0.044695,32.2483,28.1025,0.637955,140.776,0.604165,1.21697,15.408,0.0640338,0.990467,0.325244,0.0631955,0.199847,0.0301061,6.27671,0.0189885,0.0974964,0.0844645,0.268145,
137,52.1311,119.786,210.071,0.435201,39.0649,0.561292,6.86222,0.688042,0.50184,0.347669,10.8032,25.9548,0.331594,33.128,0.272597,1.2702,70.7908,1.29864,21.5675,0.625709,1.65737,0.0986015,36.4341,12.6529,0.882298,118.639,0.494694,0.936021,23.0424,0.0640338,0.98957,0.325244,0.060126,0.104556,0.0213685,6.21486,0.0199413,0.116908,0.0844645,0.456143,
138,51.8436,166.678,321.997,0.31104,59.3899,0.720915,6.82761,0.800417,0.99383,0.349955,9.17927,24.1671,0.261579,62.3686,0.352431,1.26656,112.75,1.55609,16.6634,0.812407,2.95225,0.115646,27.2694,7.59495,0.672068,194.734,0.625377,0.702819,23.0424,0.0640338,0.98957,0.338918,0.0631955,0.101872,0.0284926,9.05717,0.0194028,0.0703593,0.0844645,0.265365,
139,51.8436,102.45,253.654,0.506036,34.3081,0.295742,3.16225,0.598543,0.349767,0.342712,3.10979,24.3676,0.164333,34.4099,0.207884,1.13382,67.0459,0.945218,12.0626,0.498419,0.975165,0.064812,19.0029,3.01391,0.364209,168.132,0.44565,0.284734,22.6625,0.0636882,0.982075,0.330756,0.0631955,0.0892492,0.0268075,6.07368,0.0205622,0.0770909,0.0935043,0.331319,
140,51.8436,121.269,250.416,0.427508,47.039,0.44332,6.55124,0.576347,0.795427,0.357213,4.38959,24.4549,0.359031,34.5903,0.23021,1.48271,101.151,1.20067,19.7323,0.400167,2.38463,0.123667,14.5791,2.04273,1.10747,136.814,0.405336,1.48119,22.6625,0.0636882,0.96154,0.34303,0.0631955,0.234598,0.0268075,13.021,0.0170599,0.0549039,0.0950561,1.06454,
141,51.8196,92.6777,214.29,0.559137,34.0205,0.252531,3.76309,0.527794,0.498273,0.345392,2.32408,24.6141,0.188058,24.6846,0.198134,1.26116,60.6328,0.608565,13.5834,0.488126,1.36706,0.082058,15.5695,2.06341,0.5042,138.398,0.471305,0.950969,22.5068,0.0636882,0.97723,0.333893,0.125936,0.0537314,0.0268075,14.0433,0.0170599,0.0549039,0.0787037,1.05391,
142,51.8196,165.675,346.182,0.312779,66.342,0.403901,7.45792,0.705097,0.830393,0.39082,8.26049,24.5045,0.16904,54.9821,0.269898,1.35842,138.257,0.936236,22.5474,1.03729,2.03596,0.212292,25.094,2.51561,0.375063,170.168,0.513137,0.92729,22.5068,0.0636882,0.992512,0.334133,0.117458,0.09022,0.0268075,9.9241,0.0170599,0.0549039,0.0838896,0.857332,
143,51.6964,95.3339,214.496,0.542266,39.8601,0.184158,3.90641,0.534357,0.388473,0.348491,3.82061,24.4085,0.147309,20.3831,0.182764,1.16958,91.0136,0.481566,14.4741,0.593905,1.11778,0.0847558,19.0966,3.0529,0.312337,119.479,0.395111,0.332162,22.5068,0.0636882,0.995703,0.343959,0.122538,0.205842,0.0268075,7.6104,0.0170599,0.0549039,0.0838896,1.06454,
144,51.6964,142.448,441.323,0.362915,37.6688,0.35103,6.01343,0.528802,0.852643,0.345591,6.57297,59.6709,0.183245,28.6971,0.248775,1.31431,60.0456,0.846796,20.6347,0.427734,2.86857,0.0990866,25.4737,251.87,0.555918,126.636,0.500311,0.935248,22.5068,0.0636882,1.00753,0.335068,0.0944436,0.156981,0.0268075,8.04644,0.0188934,0.0549039,0.0838594,0.852156,
145,51.6451,117.229,234.268,0.440551,46.3646,0.378405,4.73964,0.564374,0.92295,0.36799,4.21177,27.1862,0.142269,30.9046,0.202781,1.24297,104.006,1.02575,15.2817,0.716962,3.00971,0.138473,14.2854,38.8143,0.253523,140.195,0.331081,0.617181,22.5068,0.0636063,1.00994,0.335068,0.124757,0.143964,0.0268075,2.65312,0.0180261,0.0549039,0.0838594,0.880401,
146,51.591,72.5634,142.937,0.710979,22.8874,0.166413,2.59542,0.422897,0.286693,0.33929,3.28514,24.7359,0.126983,16.4062,0.165227,1.14581,16.2743,0.519153,11.1269,0.258075,0.402245,0.0333961,22.5765,3.40134,0.347748,111.876,0.362621,0.237124,9.10612,0.0641901,0.957242,0.335068,0.130338,0.217032,0.0268075,8.10751,0.0180261,0.0549039,0.0838594,1.07963,
147,51.4784,118.54,235.712,0.43427,47.8353,0.378403,7.69756,0.538469,0.65815,0.358869,5.61388,24.2837,0.202665,29.4139,0.298173,1.2609,99.7109,1.07257,23.7091,0.518982,1.64893,0.12273,20.325,3.16115,0.50894,124.028,0.66506,0.636576,22.3146,0.0641901,0.994475,0.335068,0.128222,0.208375,0.0254675,9.87619,0.0180261,0.0549039,0.0836794,1.07096,
148,51.4784,106.49,253.245,0.483411,36.9246,0.343968,3.84651,0.469405,0.587682,0.339226,5.02987,24.5402,0.341298,32.6484,0.223739,1.19489,76.1288,0.951586,14.594,0.365496,2.0619,0.0476091,22.0325,2.54781,1.16876,148.319,0.522776,0.610916,20.4551,0.0641901,1.00929,0.333957,0.128222,0.144502,0.0254675,12.0222,0.0180261,0.0497553,0.0836919,0.967512,
149,51.4784,130.184,291.252,0.395428,54.0941,0.400683,6.81289,0.556737,1.11679,0.356998,8.03524,24.4238,0.311521,32.384,0.236598,1.45449,111.647,1.05964,21.7201,0.59259,2.91024,0.0972058,31.0529,2.72921,0.836133,144.819,0.454023,1.3277,22.3892,0.0641901,1.00478,0.341576,0.128222,0.0901741,0.0254675,13.5397,0.0180261,0.0402493,0.0774753,1.06134,
150,51.4444,106.363,269.125,0.483669,43.154,0.262944,3.18965,0.445276,0.518469,0.372295,3.41489,24.9217,0.0932303,28.6308,0.165784,1.19391,107.608,0.763487,11.0989,0.419479,1.40398,0.162073,17.0173,1.77943,0.194533,155.735,0.333779,0.687263,22.2481,0.0636236,1.00218,0.335687,0.128222,0.337919,0.0254675,15.5908,0.0180261,0.0402493,0.0774753,0.908228,
151,51.3495,68.2841,115.323,0.751997,30.3606,0.200708,2.59103,0.386638,0.430735,0.339811,1.1627,24.959,0.142925,6.39961,0.138493,1.17179,53.2878,0.648373,10.828,0.0681996,1.31127,0.0410993,7.74575,2.42495,0.452339,48.0923,0.208923,0.422069,22.2387,0.0641901,1.00882,0.335687,0.128222,0.161458,0.0254675,8.02165,0.0180261,0.0402493,0.0772762,1.07503,
152,51.3495,77.1782,177.98,0.665336,35.8503,0.21999,2.30019,0.385973,0.441692,0.359883,2.1202,25.073,0.0727582,9.08804,0.152898,1.11325,92.1448,0.792367,8.84126,0.108206,1.46543,0.115293,14.4714,1.68149,0.0714289,61.1232,0.282064,0.109695,22.2387,0.0639777,0.989837,0.335687,0.128222,0.341658,0.0254675,13.3651,0.0184763,0.0402493,0.0774753,1.05733,
153,51.267,87.7639,175.822,0.584146,42.9693,0.306782,3.11624,0.464966,0.64164,0.355827,3.89007,24.5852,0.275866,9.67146,0.182989,1.30358,107.546,0.784278,9.59981,0.394151,2.74967,0.118426,15.6534,3.06697,0.928044,48.5619,0.300737,0.883643,22.2481,0.0646341,0.996879,0.335687,0.128222,0.142803,0.0254675,10.0011,0.0177948,0.0402493,0.0774753,1.0531,
154,51.267,133.3,323.485,0.384597,48.0424,0.284895,3.64272,0.477484,0.863253,0.356068,2.05685,25.425,0.243299,50.4709,0.24398,1.19357,112.86,0.723844,14.6442,0.467978,3.4361,0.0752736,10.9809,2.88025,0.774928,209.547,0.51998,0.511517,22.2481,0.0646341,1.00258,0.335687,0.117534,0.263101,0.0254675,14.4155,0.0192027,0.00879074,0.07777,1.05596,
155,51.2173,82.7169,137.823,0.619187,34.9475,0.348938,5.04924,0.498152,0.446211,0.350148,4.82344,24.5366,0.178948,9.94091,0.254781,1.34204,69.8694,1.0344,19.3818,0.572918,1.10952,0.0850798,20.5589,3.44128,0.463883,58.9146,0.55312,1.18065,22.2481,0.0641583,1.00882,0.332631,0.117534,0.120517,0.0254675,7.52511,0.0184553,0.00879074,0.07777,1.05596,
156,51.2173,126.039,270.409,0.40636,44.1267,0.387002,5.19558,0.513345,0.684787,0.359174,6.78668,24.8103,0.321614,41.3868,0.212063,1.25501,89.8684,0.958741,16.447,0.525242,2.02597,0.0649957,24.1428,3.63015,1.23271,164.484,0.312333,0.637351,22.2481,0.0646341,0.981824,0.324588,0.0912561,0.342067,0.0254675,10.3565,0.0184553,0.00879074,0.07777,1.05596,
157,51.2064,118.94,249.487,0.430525,48.1406,0.349756,4.4655,0.448209,0.722934,0.391727,9.89432,24.7523,0.272871,27.8974,0.26153,1.34246,105.097,0.827723,14.1296,0.385036,2.04862,0.207386,35.6643,5.13221,0.992797,113.425,0.513836,1.41202,22.1924,0.0646341,1.00412,0.330511,0.0912561,0.342637,0.0254675,0.654351,0.0184553,0.00879074,0.0816734,1.05733,
158,51.2064,112.393,247.305,0.4556,38.025,0.221795,4.22795,0.47575,0.645278,0.352692,6.52674,24.6123,0.166415,35.8504,0.187134,1.10191,63.5104,0.456511,12.7717,0.480105,2.50046,0.0485427,25.7553,3.04297,0.500269,151.195,0.281482,0.171706,22.1423,0.0646341,1.00493,0.330511,0.0912561,0.342637,0.0254675,10.907,0.0184553,0.00879074,0.0746313,0.671114,
159,51.2064,133.143,304.693,0.384597,54.67,0.428313,5.00869,0.753259,0.943241,0.371964,7.98764,24.4899,0.436264,36.5217,0.212524,1.31965,130.289,1.10685,14.7788,1.84581,2.87554,0.195983,29.6142,3.30697,1.31714,153.3,0.32453,1.01102,22.1423,0.068225,1.00744,0.330511,0.0912561,0.0113356,0.0292102,7.71425,0.0184553,0.00879074,0.0746313,1.03416,
160,51.1022,96.937,243.615,0.527169,40.7018,0.305727,4.12887,0.422343,0.346288,0.36311,0.971206,24.8296,0.109123,23.3647,0.207069,1.18716,90.7029,0.995851,18.0584,0.479523,0.819731,0.0938487,5.59118,2.78993,0.416122,155.85,0.436755,0.618658,22.1423,0.0664338,1.00919,0.275075,0.0912561,0.342637,0.0298329,8.94768,0.0181715,0.00879074,0.0746313,1.0512,
161,51.1022,106.093,248.959,0.481674,39.7896,0.366912,6.02149,0.452893,0.730542,0.350753,5.09669,24.766,0.24626,26.7921,0.186466,1.29328,81.9984,1.056,21.5642,0.446746,2.30232,0.0545005,22.553,2.61138,0.867814,151.104,0.285814,0.932458,22.1423,0.0646633,1.00201,0.330511,0.0968093,0.162957,0.0268349,12.2826,0.0184553,0.0100683,0.0746313,1.0512,
162,51.0751,119.781,251.818,0.426405,46.8945,0.48064,5.03259,0.532424,0.797241,0.353599,5.85284,24.5587,0.112711,33.7022,0.235752,1.22729,100.504,1.31226,14.2347,0.705092,2.30078,0.120432,20.5049,3.30146,0.266731,148.729,0.411882,0.863783,22.1171,0.0646633,0.999984,0.334936,0.100091,0.0284753,0.0268349,9.40302,0.0179856,0.0100683,0.0746313,0.418821,
163,51.0751,103.467,224.979,0.493637,37.9555,0.365502,4.63588,0.571095,0.505418,0.352342,2.99942,24.3114,0.133827,30.2561,0.191667,1.18877,74.601,1.09585,15.8673,0.906646,1.46759,0.116056,12.3278,4.27244,0.4351,140.473,0.29848,0.553278,22.0594,0.0641569,1.01342,0.325594,0.100091,0.125758,0.0268349,4.91912,0.0179856,0.00909607,0.0920912,1.02192,
164,50.9708,97.4714,226.351,0.522931,26.731,0.197176,3.38266,0.417325,0.603651,0.346476,2.08881,25.7741,0.171282,36.3932,0.177145,1.18855,28.2728,0.491502,12.3536,0.315271,2.26696,0.00901182,10.2982,3.09764,0.691483,177.919,0.269838,0.598661,22.1369,0.0646633,1.00669,0.325594,0.100091,0.343663,0.0282975,24.8056,0.0179856,0.00909607,0.0920912,1.02192,
165,50.9708,91.1244,219.433,0.559355,31.9274,0.265807,4.1214,0.450562,0.534209,0.341628,3.0372,25.3233,0.110038,23.6068,0.21236,1.1937,47.7302,0.876192,17.2376,0.449851,1.73372,0.0410195,15.1171,0.628963,0.342132,148.424,0.453541,0.518748,22.0965,0.0646633,1.00843,0.332435,0.100091,0.0708148,0.027296,23.126,0.0179856,0.00909607,0.0920912,1.02192,
