Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_top_view_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.rocker_coil_over_angle_l.avg,2in Heave.front.rocker_p_rod_angle_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_top_view_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.rocker_coil_over_angle_l.std_dev,2in Heave.front.rocker_p_rod_angle_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_top_view_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.rocker_coil_over_angle_l.best,2in Heave.front.rocker_p_rod_angle_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,2in Heave.front.motion_ratio_heave_l.best,
33,487.254,1929.12,667.699,0.252579,106.014,103.691,43.6011,4.22185,95.4763,5.79334,313.194,350.314,0,332.825,3.58523,53.2456,106.001,255.192,155.963,124.083,74.7837,34.2413,2.49729,72.5796,3.6643,262.515,384.264,0,233.153,2.52365,45.141,123.902,204.147,94.0309,1.05814,1.50169,13.4263,0.58582,12.4363,0.0608797,0.000377273,0.000434748,0,18.7163,0.0223703,1.42786,1.51695,30.9971,7.24407,
34,487.254,1955.65,982.45,0.249152,112.252,104.665,43.194,4.17734,97.8739,5.72564,311.378,353.592,0,334.179,3.53564,54.1328,112.304,257.212,161.429,190.397,75.2907,34.2632,2.44892,73.91,3.64771,313.416,555.996,0,233.494,2.46763,45.5532,190.55,205.858,164.473,1.05814,1.50169,13.4263,0.58582,12.4363,0.075781,0.000377273,0.000434748,0,18.7163,0.0223703,1.42786,1.51695,30.9971,7.24407,
35,487.254,1893.93,580.365,0.257271,102.655,101.923,43.4699,4.15054,95.067,5.77644,304.087,336.801,0,330.382,3.51291,53.1758,102.645,255.257,155.032,121.649,73.3712,34.5821,2.45367,72.2372,3.65071,234.151,339.733,0,231.874,2.46392,45.2515,122.271,207.613,92.6541,1.05814,1.50169,13.4263,0.58582,12.4363,0.075781,0.000377273,0.000434748,0,18.7163,0.0304384,1.42786,1.51695,30.9971,7.24407,
36,487.254,1928.16,770.42,0.252705,105.84,104.075,47.2835,4.15816,98.1519,5.6721,306.772,347.724,0,333.16,3.52132,54.2678,105.836,253.984,157.711,125.72,73.8798,109.27,2.5105,74.6225,3.65226,269.784,398.828,0,242.554,2.54208,45.6642,125.315,205.027,99.0214,1.05814,1.50169,13.4263,0.58582,12.4363,0.075781,0.000377273,0.000434748,0,18.7163,0.0304384,1.42786,1.51695,30.9971,7.24407,
37,487.254,1933.15,996.965,0.252052,103.616,104.041,42.5531,4.16101,95.6584,5.672,311.447,357.49,0,337.095,3.51727,53.2804,103.607,253.345,157.664,126.376,73.4523,33.376,2.44834,72.1615,3.60372,308.432,632.342,0,237.217,2.4664,44.3924,126.424,204.58,125.176,1.05814,1.50169,13.4263,0.58582,12.4363,0.075781,0.000377273,0.000434748,0,18.7163,0.0304384,1.42786,1.51695,30.9971,7.17495,
38,487.254,1879.76,545.37,0.259211,102.245,103.782,42.8318,4.21011,95.6785,5.75356,297.693,326.461,0,332.665,3.57289,53.9249,102.24,253.437,155.265,118.688,74.4741,33.033,2.52249,71.8166,3.84319,228.689,301.101,0,235.217,2.54664,44.3942,118.69,221.125,92.2314,1.05814,1.50169,10.9583,0.58582,12.4363,0.075781,0.000377273,0.000434748,0,18.7163,0.0304384,1.42786,1.51695,30.9971,7.24407,
39,487.254,1928.32,1066.16,0.252684,105.729,103.652,43.2203,4.1274,95.4784,5.7176,317.62,361.69,0,324.867,3.49401,53.4637,105.719,247.435,156.106,126.452,74.3352,33.5485,2.45597,72.0593,3.62754,399.319,645.773,0,227.878,2.46384,44.1968,125.819,201.187,92.4189,1.05814,1.50169,13.4263,0.58582,12.4712,0.075781,0.000377273,0.000434748,0,18.7163,0.0304384,1.42786,1.51695,30.9971,7.24407,
40,487.254,1896.54,807.188,0.256917,110.076,103.23,42.8515,4.20628,96.4746,5.70048,298.165,338.914,0,327.877,3.56952,54.2376,110.126,246.825,154.291,186.628,73.4047,32.6294,2.45513,72.2122,3.61114,278.662,453.07,0,228.176,2.46364,44.3094,187.507,198.308,91.2742,1.05814,1.50169,13.4263,0.58582,12.4712,0.075781,0.000377273,0.000434748,0,18.7163,0.0304384,1.42786,1.51695,30.9971,7.24407,
41,487.254,1899.6,916.624,0.256503,102.197,102.675,42.8119,4.2448,96.4924,5.69372,304.5,355.421,0,326.368,3.59873,54.3186,102.191,243.969,155.121,113.297,73.927,32.3017,2.46992,72.3345,3.59777,312.416,561.222,0,223.696,2.48436,44.474,113.618,197.129,91.4224,1.05814,1.50169,13.4263,0.58582,12.4712,0.075781,0.000377273,0.000434748,0,18.7163,0.0302494,1.42786,1.51695,30.9971,7.24407,
42,487.254,1898.02,1092.65,0.256718,102.697,101.058,43.4028,4.16751,96.1884,5.66468,302.657,353.842,0,322.189,3.5264,53.9457,102.687,243.779,162.21,114.811,73.2474,35.5058,2.46306,71.536,3.62611,310.888,615.9,0,222.701,2.47945,44.0398,114.678,197.037,192.056,1.05814,1.50169,13.4263,0.58582,12.4712,0.075781,0.000377273,0.000434748,0,18.7163,0.0302494,1.42786,1.51695,30.9971,7.24407,
43,487.254,1840.79,575.385,0.264698,109.722,99.9762,43.9348,4.21726,94.814,5.73198,285.848,315.827,0,318.453,3.57825,53.4369,109.779,243.147,152.328,183.443,72.1457,37.1826,2.50539,70.6913,3.60322,206.042,280.393,0,221.045,2.53749,43.3719,183.608,198.773,90.9179,1.05814,1.50169,13.4263,0.58582,12.4712,0.075781,0.000377273,0.000434748,0,18.7163,0.0302494,1.42786,1.51695,30.9971,7.24407,
44,487.254,1813.14,485.105,0.268735,103.028,99.3021,44.6297,4.18381,94.1307,5.75356,282.332,315.59,0,315.059,3.54075,53.1495,103.028,236.545,152.865,116.764,70.8061,37.7521,2.46152,69.64,3.59923,220.061,294.957,0,216.96,2.48466,42.8893,117.142,193.128,90.258,0.817008,1.50169,13.4263,0.58582,12.6423,0.075781,0.000377273,0.000434748,0,18.7163,0.0302494,1.42786,1.02044,30.9971,7.24407,
45,487.254,1837.95,1023.71,0.265108,103.49,97.0982,44.3258,4.13656,95.5213,5.73333,289.043,328.17,0,317.267,3.49555,53.5054,103.488,241.316,151.356,117.855,69.8074,37.7696,2.38747,69.9106,3.76364,371.542,610.603,0,216.554,2.39663,42.2309,117.687,206.699,89.8402,0.817008,1.50169,11.5686,0.58582,12.6423,0.075781,0.000377273,0.000434748,0,19.6305,0.0304384,1.42786,1.02044,30.9971,7.24407,
46,487.254,1837.76,765.943,0.265135,103.6,96.9987,45.0182,4.09613,95.2721,5.75556,288.07,323.876,0,324.493,3.46259,53.6798,103.6,236.079,153.76,117.216,69.8185,38.2144,2.37413,70.1118,3.63201,299.401,430.221,0,224.414,2.38434,42.401,117.1,189.184,91.7963,0.817008,1.50169,13.4263,0.58582,12.6423,0.075781,0.000377273,0.000434748,0,19.6305,0.0304384,1.42786,1.02044,30.9971,7.24407,
47,487.254,1839.52,788.561,0.264881,112.252,97.6508,44.5146,4.13001,95.9881,5.73046,281.206,321.596,0,317.351,3.48793,54.0925,112.263,236.607,152.652,177.039,70.6588,37.7369,2.37167,70.7779,3.68764,306.662,410.8,0,218.75,2.38731,42.8657,177.108,196.952,88.9058,0.817008,1.50169,1.02526,0.58582,12.6423,0.075781,0.000377273,0.000434748,0,19.6305,0.0304384,1.42786,1.02044,30.9971,7.24407,
48,487.254,1800.24,571.474,0.27066,101.916,96.3573,45.2752,4.07556,93.6574,5.82978,276.848,321.612,0,312.164,3.43746,53.6173,101.918,232.078,151.458,110.874,70.2825,38.7512,2.39963,69.7167,3.67805,223.509,380.143,0,217.121,2.40871,42.6065,110.757,197.301,90.1546,0.817008,1.50169,12.9427,0.58582,12.6423,0.075781,0.000377273,0.000434748,0,19.6305,0.0304384,1.42786,1.02044,30.9971,7.24407,
49,487.254,1794.69,486.508,0.271498,105.988,96.2455,46.5348,4.14681,93.0507,5.73883,274.464,313.3,0,312.634,3.50678,52.9075,105.99,227.802,152.378,119.59,70.3713,50.4134,2.40704,69.2051,3.58235,200.142,273.937,0,214.765,2.40987,42.4235,119.475,185.424,89.2261,0.817008,1.50169,13.4263,0.58582,12.6423,0.075781,0.000377273,0.000434748,0,19.6305,0.0304384,1.42786,1.02044,30.2471,7.24407,
50,487.254,1792.91,501.54,0.271768,101.964,95.4936,44.8178,4.08792,92.771,5.71517,280.731,324.09,0,312.897,3.45053,53.0568,101.965,220.734,151.135,108.757,69.8006,37.4844,2.39574,67.4471,3.51334,213.156,309.601,0,216.136,2.40148,42.359,108.743,179.624,89.7255,0.817008,1.50169,13.4263,0.58582,12.6423,0.075781,0.000377273,0.000434748,0,19.6305,0.0304384,1.42786,1.02044,30.9971,7.24407,
51,487.254,1779.88,497.157,0.273758,103.985,93.9579,45.2116,4.0462,93.1619,5.78608,275.346,321.99,0,304.76,3.42982,53.1801,103.987,220.441,150.593,111.497,68.5509,37.4943,2.41066,68.1616,3.5313,218.254,321.768,0,213.54,2.40596,42.0306,111.086,179.381,87.2949,0.817008,1.50169,13.4263,0.58582,12.6423,0.075781,0.000377273,0.000434748,0,19.6305,0.0304384,1.42786,1.02044,30.9971,7.24407,
