Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.toe_angle_l.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,
504,717.364,1233.73,2780.5,0.581459,10.2944,0,252.646,44.6267,19.0445,45.013,106.465,4.31592,751.326,15.9215,0,2155.92,200.001,121.457,201.393,275.416,3.24859,406.022,6.25179,0,0.612515,0.0603649,0.0244133,0.172566,45.1713,3.48944,657.063,
505,717.364,955.633,1007.02,0.750669,9.15588,0,33.6188,33.3792,23.1083,33.8555,95.2424,4.62127,722.651,12.2887,0,266.495,180.639,124.576,183.75,230.871,4.0344,321.953,6.25179,0,0.612515,0.0603649,0.0244133,0.172566,44.7784,2.91152,657.063,
506,717.364,1057.03,1536.21,0.67866,9.78024,0,71.602,41.1177,35.8715,41.7514,103.696,4.08712,749.126,15.5891,0,691.493,198.038,174.149,200.211,258.204,2.23072,426.943,3.33442,0,0.612515,0.0603649,0.0244133,0.146723,45.1713,2.41496,657.063,
507,717.075,1174.16,2292.36,0.610711,10.0871,0,154.535,48.2007,45.8369,51.9302,106.405,4.43361,752.735,15.5877,0,1264.7,229.605,298.357,236.09,269.789,3.42567,436.26,6.25179,0,0.612515,0.0603649,0.0244133,0.0853567,45.1713,2.96911,305.054,
508,717.075,1508.56,5656.75,0.475339,11.3747,0,419.495,55.609,52.6779,57.0135,111.44,4.85238,796.093,18.2815,0,5082.88,213.162,252.672,221.687,273.2,5.02505,549.969,6.25179,0,0.612515,0.0603649,0.0244133,0.0853567,45.1583,3.48944,657.063,
509,717.075,1020.06,1578.03,0.702973,8.79563,0,99.2784,29.6965,19.5072,30.0426,113.887,4.31827,714.535,10.6206,0,1008.53,158.501,103.698,160.403,300.481,3.5855,290.456,6.29714,0,0.583104,0.0603649,0.0244133,0.0853567,45.2734,2.38527,657.063,
510,717.075,1139.67,2456.25,0.629193,9.71663,0,176.667,39.0595,26.1556,40.2965,100.397,4.58073,742.801,14.6607,0,1721.71,174.556,174.846,179.22,269.929,4.44211,406.493,6.29714,0,0.583104,0.0603649,0.0244133,0.0853567,45.2734,2.42503,657.063,
511,717.075,1081.81,1498.84,0.662849,10.4425,0,52.9775,51.329,41.1422,52.1767,106.468,4.27815,762.993,16.5961,0,373.317,220.383,196.892,222.878,266.663,3.04946,439.451,6.29714,0,0.583104,0.0603649,0.0244133,0.0853567,45.2734,3.53578,657.063,
512,716.834,978.909,1075.34,0.732279,10.2115,0,26.7658,22.9557,21.5955,23.8879,108.179,4.66559,760.648,16.9781,0,137.737,127.258,135.093,134.432,274.843,4.49926,467.364,0.758979,0,0.583104,0.0603649,0.0244133,0.0853567,45.2734,3.52707,657.063,
513,716.834,1227.75,2323.21,0.58386,10.4685,0,204.549,36.6788,39.5151,38.1238,130.784,4.66439,762.965,15.6872,0,1545.29,155.518,189.71,159.115,327.703,4.32869,421.59,6.30683,0,0.583104,0.0603649,0.0244133,0.0853567,45.2734,2.62086,657.063,
514,716.834,1000.53,1308.87,0.716455,10.0873,0,30.9735,31.7241,28.6275,33.579,102.178,4.35894,759.001,17.7277,0,233.68,197.512,159.249,207.52,275.582,3.50053,521.153,6.30683,0,0.583104,0.0603649,0.0244133,0.0853567,45.2734,2.89502,657.063,
515,716.772,939.751,1057.67,0.762725,9.79581,0,21.6515,32.2771,11.1753,32.4449,91.8714,4.34667,736.188,16.2462,0,112.326,174.935,82.8213,175.336,240.095,3.86557,421.377,6.30683,0,0.583104,0.0603649,0.0244133,0.0853567,45.2734,3.52707,657.063,
516,716.772,1219.95,3493.79,0.587544,10.3088,0,252.795,31.2057,27.5325,31.9944,97.2815,4.56016,764.268,17.8141,0,3108.48,177.975,157.67,181.874,219.207,4.17831,490.769,6.30683,0,0.583104,0.0603649,0.0244133,0.0853567,45.2734,3.08355,657.063,
517,716.772,1060.63,1330.99,0.675797,9.61851,0,36.9717,56.0564,38.5754,58.0754,106.322,4.71127,750.302,14.0277,0,269.015,229.422,207.09,232.018,262.636,4.99862,420.802,3.75558,0,0.583104,0.0603649,0.0244133,0.0853567,45.2734,3.52707,657.063,
518,716.772,1050.49,1748.98,0.682321,10.106,0,145.462,20.9107,8.09839,21.0467,89.8277,4.45076,750.588,17.1444,0,1164.64,123.889,76.3575,122.137,235.249,4.23837,452.847,6.30683,0,0.583104,0.0603649,0.0244133,0.0853567,45.2734,2.29993,657.063,
519,716.772,1072.5,1496.31,0.668317,10.489,0,89.8027,36.978,30.2357,37.3841,105.707,4.64949,757.257,16.8847,0,807.95,180.638,138.249,181.995,269.375,4.57599,441.593,6.30683,0,0.583104,0.0603649,0.0244133,0.0853567,45.2734,3.43663,657.063,
520,716.772,1203.49,2295.8,0.595575,10.6824,0,199.546,44.8795,26.812,45.1643,111.037,4.29944,761.075,17.5274,0,1610.62,196.632,119.066,197.002,260.346,3.29126,455.3,6.36178,0,0.583104,0.0603649,0.0244133,0.0853567,45.4507,2.90839,657.063,
521,716.772,1000.25,1353.92,0.716595,9.67163,0,16.4159,40.6185,29.615,41.1902,110.034,4.47275,748.229,15.445,0,202.685,210.218,183.277,214.678,292.142,4.127,474.545,6.36178,0,0.583104,0.0603649,0.0244133,0.0853567,45.4507,2.25632,657.063,
522,716.772,1033.47,1255.48,0.69356,9.97668,0,37.3416,50.757,32.8542,51.2151,102.191,4.41344,744.718,15.204,0,186.857,232.757,160.338,232.299,247.2,3.26596,408.079,6.36178,0,0.583104,0.0603649,0.0244133,0.0853567,45.4507,3.52707,657.063,
523,716.772,1144.86,2172.15,0.62608,10.5281,0,137.159,47.534,31.5596,47.9404,96.0371,4.41955,769.679,17.8658,0,1440.9,224.145,185.449,226.181,229.71,3.46684,503.15,5.87586,0,0.583104,0.0603649,0.0244133,0.0853567,45.4507,3.52701,657.063,
524,716.772,1513.72,7529.05,0.473517,8.96425,0,609.78,26.9828,13.803,27.7487,103.589,4.10059,718.75,12.6271,0,7104.05,177.307,94.0897,181.261,280.548,2.29257,338.338,6.36178,0,0.583104,0.0246361,0.0244133,0.0853567,45.5165,2.57944,657.063,
525,716.734,907.336,911.266,0.789932,7.92171,0,27.9429,27.8264,27.65,28.3012,83.6055,3.92676,700.161,8.84877,0,577.363,143.171,141.797,144.446,194.766,1.94194,237.357,4.66065,0,0.583104,0.0246361,0.0244133,0.0853567,45.5165,2.51743,657.063,
526,716.734,1199.51,1958.62,0.597524,10.6992,0,102.109,67.1531,48.6561,69.083,117.724,4.82404,779.258,17.7165,0,920.333,285.65,219.088,292.401,296.545,4.6722,485.916,6.36178,0,0.583104,0.0246361,0.0244133,0.0853567,45.5165,2.95407,657.063,
527,716.734,1131.19,1603.16,0.633609,11.3131,0,98.6293,48.2237,25.7584,48.4976,123.848,4.85166,770.071,18.0232,0,596.658,200.189,130.051,203.375,312.164,5.12867,446.758,6.36178,0,0.583104,0.0246361,0.0244133,0.0853567,45.5165,2.77952,657.063,
528,716.734,1555.71,6788.85,0.460713,10.1531,0,531.59,52.2495,43.368,53.1488,98.3461,4.41801,762.433,15.7778,0,6043.21,235.164,218.689,236.881,234.488,3.49612,454.11,6.36178,0,0.583104,0.0246361,0.0244133,0.0853567,45.5165,2.656,657.063,
529,716.734,1005.22,1094.16,0.71301,11.4181,0,20.6047,27.6889,21.8688,28.1629,103.612,4.76312,787.104,20.9723,0,513.114,142.957,115.464,144.168,240.55,4.72086,567.015,6.36178,0,0.583104,0.0246361,0.0244133,0.0853567,45.5165,2.5712,657.063,
530,716.734,1227.04,2549.44,0.584116,10.6695,0,155.505,46.499,48.9413,50.2121,119.393,4.9295,790.89,17.6562,0,1734.21,204.69,264.163,217.458,312.153,5.58105,623.01,6.36178,0,0.583104,0.0246361,0.0244133,0.0853567,45.5165,3.52707,657.063,
531,716.734,1220.28,2630.83,0.587353,10.4704,0,220.631,40.3467,39.1054,40.5098,101.246,4.45208,763.516,17.4458,0,1814.54,198.972,202.917,202.713,262.272,4.10687,474.547,6.36178,0,0.583104,0.0246361,0.0244133,0.0853567,45.5165,2.60748,657.063,
532,716.734,1214.4,2122.95,0.590197,11.6863,0,123.832,60.6793,47.5286,62.1186,109.717,4.82799,794.007,20.4096,0,1335.72,230.188,213.891,233.314,262.909,4.69597,547.169,6.36178,0,0.583104,0.0246361,0.0244133,0.0853567,45.5165,3.52707,657.063,
533,716.734,938.73,992.006,0.763515,8.72757,0,30.0908,39.599,23.3476,40.2884,78.868,4.48267,713.326,11.6462,0,182.508,211.397,134.648,217.356,173.057,4.29285,328.751,6.36178,0,0.612515,0.0246361,0.0244133,0.0853567,45.5165,3.47299,657.063,
534,716.734,1128.1,1792.21,0.635348,10.7296,0,84.0748,49.6485,41.0853,51.6297,105.848,4.45017,780.629,18.0529,0,549.841,236.624,217.87,246.041,270.431,3.82936,548.838,6.36178,0,0.612515,0.0246361,0.0244133,0.0853567,45.3968,3.52707,657.063,
535,716.734,1044.06,1374.28,0.686485,9.99617,0,61.6536,42.1072,31.9272,42.5714,101.9,4.88277,749.025,15.8808,0,395.936,190.558,141.625,192.31,254.495,5.59582,420.809,6.36178,0,0.612515,0.0246361,0.0244133,0.0853567,45.5165,3.51116,657.063,
536,716.734,908.19,994.58,0.78919,8.85928,0,20.1375,24.4126,18.3176,24.826,87.5428,4.06405,720.03,13.524,0,119.953,152.399,113.222,154.003,231.391,2.31469,373.333,6.36178,0,0.612515,0.0246361,0.0244133,0.0853567,45.5165,3.52707,657.326,
537,716.734,1141.86,2644.51,0.627687,10.1714,0,172.669,33.8087,27.8503,35.178,101.109,4.60875,756.47,16.1184,0,2054.55,150.293,166.6,154.875,249.081,4.56416,439.342,6.36178,0,0.612515,0.0246361,0.0244133,0.0853567,45.5165,3.52707,657.326,
538,716.734,1282.45,5121.01,0.55888,9.85102,0,359.436,26.3488,23.3609,26.8044,88.6792,4.45169,743.514,17.1206,0,4680.67,144.609,129.656,147.762,220.781,4.10704,477.252,6.36178,0,0.575529,0.0246361,0.0244133,0.0853567,45.5165,3.52707,657.326,
539,716.734,1235.55,2527.82,0.580092,9.67221,0,217.761,51.3063,46.8016,53.0278,110.543,5.28223,741.159,12.3399,0,1900.89,210.815,210.65,215.414,264.246,6.1278,348.782,6.36178,0,0.575529,0.0246361,0.0244133,0.0853567,45.5165,2.58328,657.326,
540,716.734,2264.89,13538.4,0.316453,10.211,0,1304.41,30.272,15.4689,30.4195,121.483,4.63612,747.99,17.063,0,13095.7,155.332,96.8843,154.151,326.67,5.0891,445.725,6.36178,0,0.575529,0.0246361,0.0244133,0.0853567,45.5165,3.2118,657.326,
541,716.303,1014.48,2046.79,0.706082,8.90929,0,122.156,23.8065,23.9427,22.446,93.1396,4.79166,715.284,13.157,0,1932.49,135.118,165.542,125.274,239.214,5.15847,351.211,6.36178,0,0.575529,0.0246361,0.0244133,0.0853567,45.5165,3.52707,657.326,
542,716.303,1223.56,3118.15,0.585427,10.5575,0,270.125,27.0038,22.1711,27.4318,95.6663,4.13703,766.465,18.5685,0,2415.99,168.832,145.021,171.64,236.252,2.59818,493.598,6.36178,0,0.575529,0.0246361,0.0244133,0.0853567,45.5165,2.48022,657.326,
543,716.303,1042.44,1359.01,0.687144,9.62319,0,38.4337,41.0707,56.7857,42.0022,99.6363,4.4756,750.408,14.2003,0,335.475,189.847,263.493,193.615,245.19,4.05336,417.07,6.36178,0,0.575529,0.0246361,0.0244133,0.0853567,45.5165,3.52707,657.326,
544,716.303,1083.63,1392.76,0.661021,11.3799,0,28.5257,46.1392,41.0109,46.4349,124.277,4.48572,781.378,20.5943,0,132.308,209.924,189.025,211.783,317.754,4.17683,551.499,6.36178,0,0.575529,0.0246361,0.0244133,0.0763446,45.5165,3.52707,657.326,
545,716.303,1141.82,1726.04,0.627337,11.8698,0,28.6608,65.2165,58.8051,66.4259,94.2405,4.50031,812.096,21.8432,0,149.613,296.044,267.091,298.111,224.554,4.10345,633.444,6.36178,0,0.575529,0.0246361,0.0244133,0.0763446,45.5165,3.52707,657.282,
546,716.303,1313.82,4120.32,0.545205,8.34362,0,389.033,27.4896,35.4499,28.1846,116.046,4.32478,704.953,8.7222,0,3637.18,144.624,156.97,151.594,300.962,3.75105,243.776,1.88961,0,0.575529,0.0246361,0.0244133,0.0763446,45.5165,3.52707,657.326,
547,716.303,1350.76,5313.15,0.530295,11.0021,0,354.637,37.8997,20.8917,38.5667,111.278,4.37175,772.118,20.1572,0,4692.74,177.659,110.327,179.069,275.517,3.74475,530.026,5.55172,0,0.575529,0.0246361,0.0244133,0.0763446,45.5165,2.45225,657.326,
548,716.303,1024.32,1246.75,0.699297,11.5381,0,33.6301,28.1653,42.5054,27.9323,91.2598,4.69807,784.59,20.3127,0,359.418,134.308,267.955,133.906,221.711,4.5833,538.552,6.36178,0,0.575529,0.0246361,0.0244133,0.0763446,9.98465,3.37458,657.326,
549,716.303,1068.37,2026.08,0.670464,9.26892,0,115.528,28.8453,33.2634,30.8571,104.621,4.49592,741.489,14.7622,0,1252.43,149.635,206.688,161.92,278.108,4.19184,488.507,6.1106,0,0.575529,0.0246361,0.0244133,0.075727,45.8892,3.52707,657.326,
550,716.303,1126.77,2179.26,0.635714,9.54932,0,94.8374,52.4477,51.1939,54.6182,80.4548,4.20079,779.469,15.6341,0,1023.96,268.021,302.554,278.744,181.471,2.79037,684.089,6.45043,0,0.575529,0.0246361,0.0244133,0.075727,45.8892,2.62283,657.326,
551,716.303,1105.19,2689.13,0.648129,8.44056,0,167.815,16.3931,33.4339,17.6525,103.753,4.02803,753.67,12.4624,0,1669,157.814,229.692,171.85,301.327,2.191,827.329,3.51574,0,0.575529,0.0246361,0.0244133,0.075727,45.8892,2.23869,657.221,
552,716.303,1000.98,1188.83,0.715604,9.88806,0,60.7382,34.8291,19.4175,35.1153,93.002,4.77758,743.209,15.5054,0,311.931,162.333,123.413,163.263,211.974,4.98811,422.006,6.45043,0,0.575529,0.0246361,0.0244133,0.075727,46.132,3.52707,657.221,
553,716.303,1106.34,1830.16,0.647454,10.5442,0,105.637,47.5977,36.7832,48.9368,87.3356,4.82674,764.678,18.1481,0,1001.4,226.272,191.31,231.382,200.39,5.4488,520.587,6.45043,0,0.575529,0.0246361,0.0244133,0.075727,28.5081,2.39613,634.791,
554,716.303,1173.73,2202.74,0.610279,9.95256,0,138.964,50.6063,40.3437,51.3951,118.668,4.22406,759.576,14.967,0,1234.41,245.936,222.177,250.368,308.115,2.99997,438.539,6.45043,0,0.575529,0.0246361,0.0244133,0.075727,9.22167,2.21564,657.221,
555,716.303,12311.7,158131,0.0581807,11.3002,0,11308.5,33.8918,20.9912,34.3796,114.496,4.70501,783.451,19.5491,0,157464,160.617,109.818,163.091,274.219,4.8064,520.936,5.46108,0,0.575529,0.0246361,0.0244133,0.075727,45.9151,2.44224,643.021,
556,716.303,988.494,1656.09,0.724641,9.52438,0,92.1893,13.4699,17.9034,13.6294,104,4.56689,733.21,15.9733,0,10983.5,85.0315,116.761,86.688,287.182,4.78498,430.258,6.45043,0,0.599381,0.0246361,0.0244133,0.075727,45.5591,2.79106,657.221,
557,716.303,1110.07,1836.04,0.645278,9.71968,0,102.135,42.7167,40.3889,44.6628,105.396,4.44354,760.606,15.4194,0,1015,211.415,219.844,217.215,266.646,3.88525,516.452,6.45043,0,0.599381,0.0246361,0.0244133,0.075727,45.9151,3.52707,657.221,
558,716.303,1671.59,8741.62,0.428516,10.9805,0,656.28,40.0792,32.8885,41.3445,112.077,4.42231,773.518,19.359,0,8322.81,194.607,176.648,199.804,282.473,4.03526,523.426,3.81779,0,0.599381,0.0246361,0.0244133,0.075727,45.9151,2.44368,657.221,
559,716.303,1170.91,2527.85,0.611748,10.2323,0,181.221,41.0528,37.469,41.9169,96.1537,4.36438,758.502,17.4552,0,1666.04,206.252,206.509,208.333,242.292,4.00364,498.447,6.45043,0,0.599381,0.0246361,0.0244133,0.075727,45.9151,3.50344,657.221,
560,716.303,1128.04,2370.28,0.635,9.00375,0,164.718,38.6361,34.9047,40.0095,101.962,4.15105,734.651,11.6003,0,1712.55,212.797,189.73,221.862,258.542,2.9107,359.717,6.45043,0,0.599381,0.0246361,0.0244133,0.075727,45.9151,2.81664,657.221,
561,716.303,1116.03,2958.86,0.641833,9.91412,0,173.806,29.6771,21.5862,30.3742,100.143,4.11188,746.416,16.6853,0,2187.65,175.722,139.921,181.549,262.372,3.02249,452.581,6.45043,0,0.563433,0.0246361,0.0244133,0.075727,45.6965,3.26804,657.221,
562,716.303,1455.33,6717.65,0.492194,10.8891,0,463.717,32.2889,20.8247,32.4415,123.47,4.41997,767.277,18.8175,0,6264.32,153.957,127.738,153.834,338.771,3.99145,486.198,6.45043,0,0.56117,0.0246361,0.0244133,0.075727,45.9151,2.88039,657.092,
563,716.303,1175.42,3701.23,0.609401,9.73388,0,245.395,27.2292,25.5668,28.2983,86.8328,4.32,748.046,16.5286,0,3236.21,143.057,153.089,147.856,219.454,3.43326,453.875,0.403356,0,0.56117,0.0246361,0.0244133,0.075727,45.7695,3.5047,657.092,
564,716.303,932.928,972.342,0.767802,9.08826,0,17.8601,31.2381,23.1423,32.1912,88.5025,4.59609,726.309,12.3455,0,238.883,167.296,135.004,169.85,205.468,4.65565,338.663,6.45043,0,0.56117,0.0246361,0.0244133,0.075727,45.9151,3.34848,657.092,
565,716.303,1051.85,1299.02,0.680996,10.9283,0,29.6345,40.7508,37.5324,42.5489,107.946,4.68094,777.825,18.7839,0,136.883,198.111,183.321,203.768,262.585,4.93111,524.463,6.45043,0,0.56117,0.0249244,0.0244133,0.075727,45.9151,3.07232,657.092,
566,716.303,999.442,1241.77,0.716703,10.0947,0,32.2852,33.7178,33.0222,35.4558,98.7515,4.31927,751.796,16.9411,0,163.681,169.773,181.448,179.326,252.775,3.59017,475.894,6.45043,0,0.56117,0.0249244,0.0244133,0.075727,45.9151,2.95537,657.092,
567,716.303,1028.25,1428.77,0.696625,9.9211,0,90.229,26.2547,25.3111,28.8613,96.9192,4.03647,746.715,16.3778,0,703.568,152.931,137.106,158.702,239.016,2.19689,440.911,6.45043,0,0.56117,0.0249244,0.0244133,0.075727,45.9151,3.05949,636.862,
568,716.303,5368.03,61716.6,0.133439,10.1253,0,4388.21,28.2254,35.3019,29.1989,102.822,4.415,769.728,17.4527,0,61302.2,163.154,202.617,169.455,270.593,4.26856,531.884,3.346,0,0.56117,0.0249244,0.0244133,0.075727,45.5774,2.50032,657.092,
569,716.303,1084.87,1719.33,0.660269,10.6455,0,94.265,33.8645,33.9284,35.3704,92.0128,4.79511,779.985,19.3782,0,4188.58,170.41,215.258,178.113,211.236,4.95352,592.562,6.45043,0,0.56117,0.0249244,0.0244133,0.075727,45.9151,3.53642,657.092,
570,716.303,995.611,1258.33,0.719461,10.1075,0,46.4299,37.4524,19.6563,38.1272,98.8712,4.09628,740.87,16.0514,0,406.004,187.836,126.652,191.101,236.967,3.01027,408.092,6.4994,0,0.56117,0.0249244,0.0376285,0.075727,45.9151,2.72418,657.092,
571,716.303,1163.41,2771.96,0.615693,9.55575,0,241.199,26.2957,19.6144,26.8147,107.043,4.72462,728.164,13.7255,0,2179.08,131.184,111.414,131.439,275.617,4.95532,346.143,6.50019,0,0.56117,0.0249244,0.0376285,0.075727,45.9151,3.53642,657.092,
572,716.303,1095.69,2505.35,0.653744,9.5896,0,181.614,32.4211,21.5135,32.699,80.8326,3.79199,733.232,16.1003,0,1714.77,186.153,138.659,186.614,194.391,1.16214,424.109,6.50019,0,0.56117,0.0249244,0.0376285,0.075727,45.5514,3.53075,657.092,
573,716.303,1151.43,2825.02,0.6221,10.4983,0,202.179,29.96,38.2683,31.3132,81.4587,4.26438,753.487,22.5868,0,1839.85,185.456,229.824,194.744,200.239,3.50208,522.009,6.50019,0,0.56117,0.0249244,0.0376285,0.075727,46.0368,3.53642,657.092,
574,716.303,1224.37,3286.87,0.58504,8.15655,0,174.538,34.5471,39.5829,36.4998,96.6299,4.24378,830.168,7.28627,0,1815.14,177.754,239.143,194.096,250.285,3.48388,1786.87,6.50019,0,0.56117,0.0249244,0.0376285,0.075727,46.0351,3.53642,657.092,
575,716.207,1161.38,1927.14,0.616687,10.1105,0,113.753,60.1933,45.2343,61.8838,109.334,4.60925,756.26,16.5578,0,971.852,263.211,219.124,269.085,293.383,4.62067,492.549,6.50019,0,0.56117,0.0249244,0.0376285,0.075727,46.0177,3.53642,657.092,
576,716.207,896.876,1033.46,0.798557,8.88514,0,22.8159,30.4529,17.8856,30.7247,69.5732,4.22852,712.31,13.8308,0,183.283,189.569,147.246,191.355,140.47,3.47332,369.132,6.50019,0,0.56117,0.0249244,0.0376285,0.075727,45.0226,3.52402,657.092,
577,716.202,1125.44,1919.59,0.636373,9.66098,0,123.563,46.7994,38.234,47.3276,116.697,4.72063,738.44,14.4969,0,1127.32,200.496,230.205,205.844,299.904,4.86645,385.445,5.45504,0,0.56117,0.0249244,0.0376285,0.075727,45.9566,2.87631,612.916,
578,716.202,8019.96,97481.4,0.0893024,10.4137,0,6991.05,43.3352,54.4572,44.3477,118.127,4.35965,753.874,16.9753,0,96814.7,191.231,313.613,193.703,295.22,3.70009,449.968,6.50019,0,0.56117,0.0249244,0.0282834,0.075727,46.0351,3.52402,657.092,
579,716.202,1136.5,1880.74,0.63018,11.3261,0,37.5552,54.8337,51.7744,58.6195,98.1721,4.38416,819.839,23.3589,0,6312.26,245.295,269.023,261.483,252.042,3.8247,912.076,6.50019,0,0.56117,0.0249244,0.0376285,0.075727,45.8895,3.52402,657.092,
580,716.202,1045.63,1699.46,0.684946,8.96171,0,121.121,32.2732,17.3418,32.5621,114.295,4.19026,714.886,12.2854,0,1170.6,161.828,90.5501,162.597,293.943,2.91157,328.199,6.37915,0,0.56117,0.0249244,0.0376285,0.075727,45.8802,2.74759,657.092,
581,715.844,1004.98,1719.67,0.712293,9.33883,0,108.269,27.8762,16.7852,28.4839,85.5197,4.24865,724.463,15.026,0,1166.68,162.133,117.803,165.663,223.565,3.47959,386.572,6.50019,0,0.56117,0.0249244,0.0215594,0.075727,46.0351,3.52402,657.092,
582,715.844,1045.39,1447.04,0.684762,9.13045,0,27.412,57.4766,47.4563,60.5991,99.3927,4.30144,739.621,11.5566,0,159.584,271.953,242.646,279.285,242.437,3.41696,374.98,6.50019,0,0.56117,0.0249244,0.0215594,0.075727,46.0351,3.10002,657.092,
583,715.844,920.619,934.952,0.777568,8.51018,0,21.4725,25.6081,21.5367,25.8244,108.174,4.34246,705.151,9.19622,0,117.32,146.919,116.15,151.477,289.906,4.18417,241.99,6.50019,0,0.56117,0.0249244,0.0215594,0.075727,46.0351,3.34676,657.092,
584,715.844,1106.98,1734.98,0.646661,10.7745,0,109.568,41.9846,29.536,42.6678,102.522,4.31934,765.612,17.562,0,1092.34,190.763,139.33,189.329,241.972,3.60254,453.644,6.50019,0,0.56117,0.0249244,0.0215594,0.075727,45.9403,3.35745,657.071,
585,715.844,2982.58,20976.2,0.240008,11.0304,0,1881.12,62.3159,44.8362,64.1622,121.253,4.49593,793.361,18.8118,0,20718.3,272.266,213.929,281.377,306.279,4.01357,600.113,6.50019,0,0.56117,0.0249244,0.0215594,0.075727,40.4099,3.52402,609.311,
586,715.844,1021.24,1598.9,0.700953,9.06439,0,94.2719,34.4499,28.6589,34.8477,90.1484,4.26117,725.541,14.4457,0,2044.57,183.427,142.698,184.387,223.397,3.72894,403.049,6.50019,0,0.56117,0.0249244,0.0215594,0.075727,45.9403,3.16456,657.071,
587,715.844,1089.14,1799.67,0.657253,9.44981,0,56.531,45.8667,49.6969,47.6956,98.1553,4.44242,777.306,13.9259,0,410.928,221.066,255.629,233.571,251.954,3.99314,724.129,6.50019,0,0.56117,0.0249244,0.0215594,0.075727,45.3615,3.52402,657.071,
588,715.844,1037.16,1392.93,0.690199,10.8596,0,20.2408,47.3813,38.9573,48.2483,87.2372,4.45707,779.774,19.246,0,102.678,210.249,207.158,213.025,210.842,4.36019,546.762,6.50019,0,0.56117,0.0249244,0.0215594,0.075727,45.9403,2.68528,657.071,
589,715.844,1057.61,2113.22,0.676849,10.0099,0,140.177,15.1638,18.8227,15.5354,102.852,4.38805,750.664,17.6597,0,1513.05,100.682,125.952,102.549,274.148,4.00173,486.259,6.50019,0,0.56117,0.0249244,0.0215594,0.075727,45.9403,3.34535,657.071,
590,715.844,1708.1,11860.9,0.419087,8.87253,0,816.513,29.9192,20.294,30.1064,80.9947,4.06755,717.334,14.36,0,11240.1,167.598,121.376,166.879,203.311,3.22167,394.742,6.50019,0,0.56117,0.0249244,0.0215594,0.075727,45.9403,3.01415,657.071,
591,715.844,995.571,1268.4,0.719028,8.82591,0,21.7984,52.6356,35.5536,53.464,95.0069,4.57369,723.713,9.22029,0,801.571,245.341,192.359,248.444,228.232,4.64753,321.502,6.50019,0,0.56117,0.0249244,0.0215594,0.075727,45.9403,3.52402,657.071,
592,715.844,1487.51,6350.23,0.481238,10.5058,0,488.851,34.358,40.2995,34.7813,109.934,4.48783,764.289,17.2718,0,6014.47,167.019,179.325,168.278,273.754,4.47039,472.551,6.50019,0,0.56117,0.0249244,0.0215594,0.075727,45.9403,3.52402,657.071,
593,715.844,1228.04,3380.46,0.582915,10.8134,0,239.322,36.0521,30.2941,36.2636,101.723,4.43754,769.136,17.9969,0,2921.66,173.99,145.876,174.175,247.948,4.19271,466.76,6.50019,0,0.56117,0.0249244,0.0215594,0.075727,45.9403,3.16074,657.071,
594,715.844,1138.12,1827.91,0.628968,10.6094,0,32.2088,66.6918,40.8749,68.6233,113.375,4.61117,801.13,16.9442,0,265.539,265.81,241.541,279.691,289.954,4.64318,758.294,6.50019,0,0.56117,0.0249244,0.0215594,0.075727,45.9403,2.93628,621.691,
595,715.844,1005.57,1264.66,0.711881,9.90888,0,22.1933,34.1435,33.0036,36.6342,98.3928,4.5367,766.753,15.477,0,115.803,155.943,205.087,171.915,236.594,4.42065,508.168,6.50019,0,0.56117,0.0249244,0.0215594,0.075727,45.9403,2.94006,657.071,
596,715.705,982.13,1068.75,0.728727,10.3695,0,39.0204,30.5537,17.261,30.7265,92.7323,4.70167,756.765,17.4442,0,181.487,139.393,97.4358,140.249,232.627,5.43808,461.794,6.50019,0,0.56117,0.0249244,0.0215594,0.075727,27.8074,3.52402,657.071,
597,715.705,1087.53,1782.61,0.658104,10.342,0,39.8623,48.9677,39.3644,50.4284,105.004,4.39834,789.159,17.4968,0,325.307,236.269,237.354,245.641,268.588,3.91684,749.992,6.50019,0,0.56117,0.0249244,0.0215594,0.075727,45.9403,3.38163,657.071,
