Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.toe_angle_l.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,
598,715.705,1121.2,1745.54,0.638336,11.2178,0,122.93,39.4623,17.3198,39.5931,112.069,4.68186,773.93,19.5314,0,1091.51,158.115,91.7608,159.559,270.843,4.9258,519.991,6.50019,0,0.56117,0.0249244,0.0215594,0.075727,45.9403,2.53458,657.071,
599,715.705,848.308,784.318,0.843685,8.52114,0,13.5171,17.9866,10.6309,18.1259,69.206,3.97646,706.344,13.5068,0,141.81,133.158,77.0552,133.058,158.727,2.77114,356.426,6.50019,0,0.56117,0.0249244,0.0215594,0.075727,45.9403,2.79772,657.071,
600,715.705,1190.96,2233.02,0.600947,9.52786,0,204.293,34.7448,46.2604,36.3731,104.725,4.53786,750.5,14.5213,0,1411.99,157.067,219.964,162.355,278.236,4.26931,428.28,6.5185,0,0.56117,0.0249244,0.0215594,0.075727,45.1955,3.52402,657.071,
601,715.705,1643.74,7378.75,0.435412,10.4363,0,650.356,41.5098,26.5423,42.5021,114.782,4.16884,753.445,17.9683,0,6847.48,187.34,139.061,189.31,287.061,3.10276,475.055,3.33737,0,0.56117,0.0249244,0.0215594,0.075727,45.9403,2.93256,657.071,
602,715.705,1118.91,1905.58,0.639645,10.2818,0,114.515,40.4836,39.9438,41.124,106.814,4.43464,761.312,16.9987,0,1315.86,205.113,194.432,208.745,285.793,4.39887,467.949,6.5185,0,0.56117,0.0242674,0.0215594,0.075727,45.9403,3.52402,657.071,
603,715.705,1331.61,2913.14,0.537471,11.0193,0,205.788,67.2889,49.8634,68.6244,139.802,4.73182,784.497,18.7342,0,2060.37,292.763,253.475,294.981,351.011,4.60561,561.673,6.5185,0,0.56117,0.0242674,0.0215594,0.075727,45.4192,3.45858,657.071,
604,715.705,974.082,1159.14,0.734748,9.30804,0,22.7908,43.8917,21.8022,44.0023,101.817,4.07808,726.392,12.573,0,223.126,208.536,130.913,212.038,266.518,3.07222,322.265,6.5185,0,0.56117,0.0242674,0.0215594,0.075727,45.9403,3.31279,657.071,
605,715.705,1024.18,1226.42,0.698809,10.3792,0,39.5945,37.15,25.8095,38.4677,110.978,4.66103,757.139,17.3487,0,200.582,198.952,167.575,204.573,283.827,4.61874,470.03,6.48815,0,0.56117,0.0242674,0.0215594,0.075727,45.9403,3.52402,657.071,
606,715.705,952.556,1039.53,0.751352,10.1718,0,23.2898,21.9586,20.6696,22.3786,97.2039,4.73583,752.148,17.3475,0,112.855,146.317,127.082,148.725,233.357,5.21686,466.869,6.5185,0,0.56117,0.0242674,0.0215594,0.075727,45.8811,3.52402,657.071,
607,715.705,1048.04,1701.93,0.682895,9.56463,0,95.8837,40.4402,27.9343,41.1315,90.6975,4.63814,737.755,13.6637,0,937.5,216.663,174.598,218.196,222.614,4.66361,371.628,6.5185,0,0.56117,0.0242674,0.0215594,0.075727,45.8811,3.52402,657.071,
608,715.705,1073.57,1842.1,0.666658,9.71936,0,117.652,43.0751,28.9193,43.3403,92.753,4.60794,733.504,13.6151,0,1278.19,198.991,150.442,199.779,229.008,4.58293,355.948,6.53273,0,0.56117,0.0242674,0.0215594,0.075727,45.9403,3.34597,657.071,
609,715.705,1226.21,2693.81,0.583673,10.4937,0,182.1,52.1292,46.618,53.5789,122.652,4.22714,754.41,20.4407,0,2085.45,221.341,239.031,230.787,301.567,2.66252,459.152,6.53273,0,0.56117,0.0242674,0.0215594,0.075727,45.9403,2.55059,657.071,
610,715.56,1019.31,1445.67,0.702003,10.4837,0,80.4531,26.8302,19.7468,27.0521,89.2664,4.48027,761,17.4647,0,849.719,136.382,118.119,135.402,215.541,4.52066,474.672,6.53273,0,0.56117,0.0242674,0.0215594,0.0755288,45.9403,3.52402,657.071,
611,715.56,1074.21,1513.24,0.666129,9.68239,0,71.1569,43.5053,33.7087,44.5435,122.006,4.45826,745.146,16.0511,0,494.074,220.453,197.323,226.917,310.784,4.07887,458.067,2.09579,0,0.56117,0.0242674,0.0215594,0.075727,13.7513,3.05935,600.054,
612,715.56,1093.33,2056.8,0.654481,8.92607,0,176.494,37.825,29.536,38.9893,85.5026,4.49265,711.56,12.4155,0,1355.35,217.866,169.824,219.697,217.172,4.63549,318.417,6.53273,0,0.56117,0.0242674,0.0215594,0.075727,45.309,3.52402,657.071,
613,715.56,2023.31,14357.6,0.353658,9.43622,0,1075.13,33.7353,37.9816,34.3068,92.84,4.85269,735.031,11.8692,0,13973,161.064,178.511,162.402,212.375,5.60871,328.942,6.53273,0,0.56117,0.0242674,0.0215594,0.075727,37.7938,2.58019,657.071,
614,715.56,974.816,1318.37,0.734047,10.0999,0,42.7998,26.0152,22.8238,26.4824,86.3334,4.2091,756.052,18.1992,0,1067.25,186.047,169.389,189.601,227.167,3.48768,519.38,6.53273,0,0.56117,0.0242674,0.0215594,0.0697739,45.7683,3.52402,657.071,
615,715.436,1014.36,1411.28,0.70531,10.5417,0,78.6444,29.6239,14.1321,29.7707,89.8168,4.50183,757.324,18.0653,0,662.235,155.11,90.8601,154.989,212.294,4.39486,470.335,6.53273,0,0.56117,0.0242674,0.0215594,0.0697739,45.5436,3.41447,657.071,
616,715.436,1076.22,2031.62,0.664769,9.4791,0,125.687,21.7724,28.3213,22.1253,125.419,4.32791,739.087,14.5528,0,1379.65,117.879,170.758,118.746,336.395,3.96653,431.406,6.50972,0,0.56117,0.0242674,0.0215594,0.0697739,45.9403,2.6269,657.071,
617,715.436,1106.2,2466.57,0.646754,10.4511,0,167.849,33.2245,10.8102,33.696,94.2745,4.56213,751.328,17.2757,0,1897.09,155.642,96.4396,157.183,226.032,4.65031,432.587,6.53273,0,0.56117,0.0242674,0.0215594,0.0697739,45.9403,2.45989,657.071,
618,715.436,958.469,1051.15,0.746436,9.90786,0,24.8447,32.5545,21.3317,32.7372,93.9222,4.49614,738.674,15.5713,0,192.483,147.144,114.061,147.494,237.315,4.41476,408.585,6.53273,0,0.56117,0.0242674,0.0215594,0.0697739,45.9403,2.77338,657.071,
619,715.436,1150.45,1875.25,0.621877,11.903,0,94.4648,47.9641,34.2597,48.7055,109.109,4.10379,799.937,22.0587,0,927.921,219.415,180.886,219.749,249.713,2.54129,587.904,6.53273,0,0.56117,0.0242674,0.0215594,0.0697739,45.6994,3.52402,657.071,
620,715.436,1292.97,3966.45,0.553326,9.61327,0,298.422,47.7615,35.8372,48.9355,97.785,4.37524,750.244,15.2591,0,2733.66,248.995,230.216,257.166,240.09,3.99844,541.628,6.53273,0,0.56117,0.0242674,0.0215594,0.0697739,45.9403,3.52402,657.071,
621,715.436,1106.93,1496.14,0.646323,10.7431,0,65.5374,48.5583,37.7959,49.0872,120.386,4.8734,769.951,17.5892,0,460.408,213.343,190.382,214.555,316.184,5.34963,484.987,6.53273,0,0.56117,0.0242674,0.0215594,0.0697739,45.9403,2.70527,657.071,
622,715.436,1057.56,1353.14,0.6765,10.3464,0,48.8042,49.1786,29.2427,50.6046,112.415,4.52068,752.444,16.2517,0,325.895,225.228,171.119,229.772,282.771,4.44626,423.947,6.53273,0,0.56117,0.0242674,0.0215594,0.0675461,45.9403,3.2258,657.071,
623,715.436,1434.9,5890.7,0.498597,9.80753,0,405.101,44.9411,47.1707,47.2385,120.533,4.91544,755.19,14.5951,0,5330.18,193.401,222.44,205.542,315.625,5.84881,450.326,6.53273,0,0.56117,0.0242674,0.0215594,0.0675461,45.9403,2.43808,657.071,
624,715.436,975.571,1337.71,0.733351,9.61643,0,70.3111,17.753,23.8769,18.0739,91.9545,4.17327,739.811,16.0951,0,681.027,118.347,149.953,119.58,248.125,3.60086,440.835,6.53273,0,0.56117,0.0242674,0.0215594,0.0675461,45.458,2.83069,657.071,
625,715.436,1683.42,8879.21,0.424988,10.1177,0,705.024,40.6008,27.9888,41.9865,107.508,4.38509,745.814,16.9562,0,8182.48,184.354,154.07,184.86,272.276,4.24286,448.456,6.53273,0,0.56117,0.0242674,0.0215594,0.0675461,45.9403,2.32777,657.061,
626,715.436,1794.26,9954.43,0.398736,10.6551,0,800.403,36.5462,38.0374,37.4666,96.9142,4.50103,769.736,18.021,0,9639.68,177.655,182.224,180.788,227.96,4.34799,502.671,6.53273,0,0.563433,0.0242674,0.0215594,0.0675461,45.6371,3.52402,657.061,
627,715.436,1193.63,2443.56,0.599377,10.5421,0,38.157,42.7147,44.1875,47.0159,127.768,4.27565,878.97,18.5061,0,799.276,197.456,244.522,220.638,341.666,3.64745,1657.25,5.88155,0,0.563433,0.0242674,0.0215594,0.0675461,45.9403,3.52402,657.061,
628,715.436,1227.3,2585.6,0.582935,11.0316,0,139.48,52.4642,44.7619,55.8367,119.727,4.35859,799.639,18.6134,0,1641.8,221.601,229.12,234.284,313.741,4.17756,730.883,6.53273,0,0.563433,0.0242674,0.0215594,0.0675461,45.9403,2.36761,657.061,
629,715.436,996.239,1564.67,0.718137,9.02353,0,80.3232,24.8646,21.1648,25.327,106.689,4.30054,724.546,11.5969,0,862.726,131.983,124.884,137.025,286.977,3.75024,320.117,6.53273,0,0.563433,0.0242674,0.0215594,0.0675461,45.9403,2.73406,657.061,
630,715.436,989.746,1119.63,0.722848,9.29846,0,17.5377,48.7882,24.385,49.6119,113.855,4.4225,721.847,13.2966,0,109.156,223.774,127.449,222.716,292.726,4.24555,344.016,2.96294,0,0.563433,0.0242674,0.0215594,0.0675461,45.9403,3.52402,657.061,
631,715.436,1275.1,2983.18,0.561082,10.0451,0,298.167,39.8246,24.9444,40.4911,114.809,4.45914,742.359,16.2602,0,2265.52,189.427,141.246,193.788,304.678,4.54745,421.84,6.53273,0,0.563433,0.0242674,0.0215594,0.0675461,45.9403,2.94911,656.978,
632,715.436,1213.11,2817.25,0.589753,11.2901,0,198.419,41.3717,26.6134,42.3191,102.266,4.16427,786.667,20.5265,0,2160.74,201.405,162.363,206.563,250.874,2.997,559.391,6.53273,0,0.563433,0.0242674,0.0215594,0.0675461,45.9403,2.44728,656.978,
633,715.436,928.376,999.685,0.770631,9.3207,0,25.6356,31.4513,14.8143,31.5137,89.5379,4.41595,721.687,13.9805,0,210.997,165.225,101.032,165.199,238.207,4.41479,362.142,6.53273,0,0.563433,0.0242674,0.0215594,0.0675461,20.6365,3.52402,656.978,
634,715.436,1071.58,2000.05,0.667647,8.23335,0,101.001,47.387,33.1304,48.1001,105.156,4.02263,724.547,8.93861,0,1139.72,244.201,226.224,246.132,278.921,2.64881,484.998,6.53273,0,0.566207,0.0224656,0.0215594,0.0675461,45.8865,3.38642,656.978,
635,715.436,1158.54,2619.26,0.617533,10.1665,0,180.172,41.6238,26.0757,41.9304,106.972,4.52547,747.073,16.6349,0,2155.07,193.879,150.198,195.772,267.54,4.46801,430.57,6.53273,0,0.566207,0.0224656,0.0215594,0.0675461,17.1681,2.48211,629.221,
636,715.436,1089.37,1320.7,0.656743,10.6394,0,37.9189,48.4337,36.1164,48.6835,140.157,4.63388,762.787,17.4702,0,228.507,200.268,167.137,199.724,347.238,4.55758,465.208,5.65327,0,0.566207,0.0224656,0.0215594,0.0675461,45.8865,3.48793,656.978,
637,715.436,1259.6,3777.1,0.567986,9.30307,0,247.041,39.8825,46.2251,41.6301,118.09,4.30683,753.123,13.3984,0,3009,200.437,237.219,211.444,318.104,3.64938,525.184,6.53273,0,0.566207,0.0224656,0.0215594,0.0675461,45.8865,3.52402,656.978,
638,715.093,1242.93,2650.15,0.575329,11.3745,0,181.75,46.8903,37.9031,48.674,108.815,4.22647,803.296,20.5818,0,1761.01,237.011,203.499,248.25,274.548,3.39392,684.631,6.53273,0,0.566207,0.0224656,0.0215594,0.0675461,45.8865,3.12806,656.978,
639,715.093,1291.06,4918.71,0.553882,9.07913,0,324.274,31.27,23.8029,33.5938,93.1458,4.20612,771.686,12.5749,0,4358.59,180.501,208.616,194.285,247.014,3.4946,834.31,6.53273,0,0.566207,0.0224656,0.0215594,0.0675461,45.4577,2.67924,656.978,
640,715.093,1067.11,1460.7,0.670118,9.8254,0,69.1863,50.095,40.9411,51.1192,100.018,4.29771,741.632,14.8128,0,541.147,223.77,204.818,223.577,233.909,3.40264,417.832,6.53273,0,0.566207,0.0224656,0.0215594,0.0675461,45.8865,3.54203,656.978,
641,715.093,1335.26,4732.45,0.535547,11.2404,0,334.116,34.5393,33.2221,34.9351,96.9624,4.81199,785.429,20.3906,0,3981.28,162.615,164.545,165.066,228.451,5.46261,568.096,6.53273,0,0.566207,0.0224656,0.0215594,0.0675461,45.8865,3.32917,656.978,
642,715.093,1158.41,2640.71,0.617305,9.5395,0,236.814,28.0416,17.9678,28.522,101.765,4.30443,731.457,13.967,0,2204.07,141.884,99.387,145.492,259.952,4.04019,361.91,6.02357,0,0.566207,0.0224656,0.0215594,0.0675461,45.8865,3.1764,620.162,
643,715.093,1216.06,2475.44,0.588041,9.75209,0,240.403,34.2327,31.2622,35.0438,119.077,4.50189,741.787,15.3426,0,1770.75,183.94,167.284,188.809,305.102,4.33556,421.103,6.53273,0,0.566207,0.0224656,0.0215594,0.0675461,45.522,3.03341,656.978,
644,715.093,1928.1,12406.7,0.370879,11.8101,0,911.69,35.1806,17.4897,35.3703,126.838,5.00258,784.72,19.7709,0,12109,146.879,89.2943,146.995,306.945,5.72905,507.279,6.53273,0,0.566207,0.0224656,0.0215594,0.0675461,45.8865,3.09265,656.978,
645,715.093,991.9,1140.36,0.720932,9.45778,0,31.8828,36.2968,25.3226,37.0501,109.123,4.21339,738.554,13.5641,0,889.305,185.144,133.366,189.824,274.795,3.62738,381.757,6.53273,0,0.538325,0.0224656,0.0215594,0.0675461,45.8865,2.80197,656.978,
646,715.093,1151.2,2022.55,0.621171,10.7292,0,117.501,49.3989,38.6228,49.1802,115.028,4.51294,766.229,17.9702,0,1049.06,217.426,218.437,219.087,294.245,4.68712,486.681,6.53273,0,0.566207,0.0224656,0.0215594,0.0675461,45.8865,3.15234,656.978,
647,715.093,1204.68,2671.26,0.593597,9.66322,0,213.573,46.072,39.8372,46.8022,99.1304,4.39573,745.204,16.0887,0,2006.67,198.912,202.279,201.452,240.097,4.10017,465.534,6.53273,0,0.566207,0.0224656,0.0215594,0.0675461,45.8865,3.54203,656.978,
648,715.093,1183.13,2623.4,0.60441,9.83114,0,173.914,60.472,36.5126,61.4943,89.8623,4.19261,746.847,15.5412,0,2036.37,264.338,213.333,268.175,208.246,3.3099,456.835,6.53273,0,0.566207,0.0224656,0.0215594,0.0675461,45.8865,3.36991,657.061,
649,715.093,1024.17,1368.32,0.698219,9.57257,0,70.2979,33.8808,22.5669,34.3786,113.9,4.47099,735.099,15.1044,0,588.766,157.999,143.407,159.508,300.118,4.26291,413.119,6.53273,0,0.566207,0.0224656,0.0215594,0.0675461,45.8865,3.54203,657.061,
650,715.093,1095.04,1728.14,0.653031,10.1685,0,82.6859,50.9032,38.2358,52.6352,108.46,4.71943,747.228,14.2363,0,848.532,228.437,193.262,232.798,277.692,5.04204,369.111,6.53273,0,0.566207,0.0224656,0.0215594,0.0675461,46.1652,2.77611,657.061,
651,715.093,938.941,1121.26,0.761595,8.85386,0,24.1029,33.2524,22.7261,34.0566,97.7354,4.37276,713.841,13.429,0,139.575,178.941,143.028,184.656,255.801,4.3112,361.203,6.53273,0,0.566207,0.0224656,0.0215594,0.0675461,46.1652,2.87132,657.061,
652,715.093,952.216,1764.17,0.750978,7.62839,0,115.521,23.6647,17.4663,23.8852,77.2017,4.02386,682.825,5.34174,0,1362.06,145.606,104.829,147.355,183.812,3.19799,149.403,3.82062,0,0.566207,0.0224656,0.0215594,0.0675461,45.7381,3.54203,657.012,
653,715.093,963.596,1075.79,0.742108,9.82117,0,23.6528,43.6951,17.2025,43.7909,87.8338,4.09079,733.509,15.876,0,154.281,198.757,100.726,198.882,211.274,2.9418,402.42,6.56816,0,0.566207,0.0224656,0.0215594,0.0675461,46.2652,3.27557,657.047,
654,715.093,994.608,1215.41,0.71897,9.63685,0,22.0422,49.6649,23.6566,49.8371,108.762,4.01155,726.997,13.5774,0,119.7,228.589,113.431,229.134,282.773,2.94049,329.87,6.56816,0,0.566207,0.0224656,0.0215594,0.0675461,46.3178,2.98299,657.047,
655,715.093,1034.27,2160.38,0.691396,9.17957,0,108.212,31.1347,27.6307,31.979,88.1749,4.03328,733.929,13.8751,0,1370.39,185.139,169.067,195.046,213.838,2.80706,430.369,6.57401,0,0.566207,0.0224656,0.0215594,0.0675461,46.3178,2.92335,657.047,
656,715.093,1120.68,1889.55,0.638091,10.7943,0,121.475,40.8727,26.0276,41.7046,105.609,4.89065,769.302,18.1093,0,1024.54,194.256,160.616,197.226,258.332,5.43286,489.483,6.57401,0,0.566207,0.0224656,0.0215594,0.0675461,46.3178,3.54203,657.047,
657,715.093,1081.74,1615.94,0.66106,9.88796,0,29.789,49.3677,47.5965,50.0339,112.658,4.20952,778.195,14.2922,0,172.371,235.991,289.887,238.058,282.422,3.24625,592.097,6.57401,0,0.566207,0.0224656,0.0215594,0.0675461,46.3178,2.5538,657.047,
658,715.093,1018.34,1379.42,0.702218,10.8753,0,52.5632,25.4209,31.0335,26.17,89.0913,4.20079,778.98,19.7937,0,371.834,175.948,191.531,180.852,199.777,3.05091,547.609,6.57401,0,0.566207,0.0224656,0.0215594,0.0675461,46.3178,3.54203,657.047,
659,715.093,980.585,1252.64,0.729251,10.0236,0,16.0102,31.31,31.1638,31.9227,101.064,4.34535,754.745,16.64,0,106.514,181.569,193.447,183.213,258.254,3.85555,469.821,6.57401,0,0.566207,0.0224656,0.0215594,0.0675461,46.1043,2.60385,657.019,
660,715.093,1034.2,1264.27,0.691447,10.3261,0,46.7868,38.538,28.2471,39.9934,97.3723,4.60713,768.327,16.6291,0,368.893,173.224,184.514,177.229,237.354,4.33343,475.91,6.57401,0,0.566207,0.0242674,0.0215594,0.0675461,46.3178,2.54086,657.019,
661,715.093,1081.93,1851.41,0.660941,9.49022,0,139.679,35.8312,24.0092,36.4473,96.4839,4.49951,735.492,13.6158,0,1245.37,165.581,143.436,169.567,238.764,4.73013,374.961,6.56563,0,0.566207,0.0234142,0.0215594,0.0675461,44.3358,2.57433,598.617,
662,715.093,1050.98,1494.03,0.680404,9.80634,0,66.0496,37.917,35.0598,39.779,106.765,4.43085,751.176,15.3632,0,512.99,187.683,184.711,194.744,282.694,4.27377,450.122,6.57401,0,0.566207,0.0234142,0.0215594,0.0675461,46.3178,2.75399,657.019,
663,715.093,1025.3,1391.05,0.697448,10.3895,0,34.3561,36.5784,29.4352,38.5383,106.252,4.21191,765.538,17.8407,0,211.149,200.418,182.046,209.549,276.986,3.65966,523.851,6.61221,0,0.566207,0.0234142,0.0215594,0.0675461,46.3081,3.17613,657.019,
664,715.093,1078.15,1968.26,0.663258,8.64654,0,120.137,36.5655,28.8026,38.4234,106.577,4.28307,734.717,12.5503,0,1094.37,203.294,178.465,216.281,295.404,3.68227,604.783,6.61221,0,0.566207,0.0234142,0.0215594,0.0675461,46.3178,3.2837,656.992,
665,715.093,1159.66,3130.74,0.616642,9.04843,0,215.036,35.5721,26.4519,35.9268,116.633,4.06581,716.922,10.6938,0,2711.28,161.361,128.889,161.798,303.298,3.29432,271.624,6.61221,0,0.566207,0.0234142,0.0215594,0.0675461,46.3178,2.23748,656.992,
666,715.093,1316.25,3445.04,0.543278,10.3556,0,169.784,50.1023,55.6119,55.1473,91.3698,4.21586,879.668,17.8961,0,1682.08,231.459,276.264,255.574,215.621,3.64417,1701.31,1.12928,0,0.566207,0.0156229,0.0215594,0.0675461,46.3178,3.27394,656.992,
667,715.093,1005.13,1144.26,0.71144,9.51811,0,33.4237,39.1114,20.0916,39.412,131.004,4.7114,727.862,14.5247,0,215.775,191.767,131.503,194.522,347.716,4.82713,400.168,6.6132,0,0.566207,0.0156229,0.0215594,0.0675461,46.0822,3.50663,656.992,
668,715.093,1012.09,1294.07,0.706553,10.3136,0,21.3513,43.6708,33.5902,44.2682,94.6448,4.45601,759.791,17.3765,0,100.08,215.432,175.185,219.456,241.137,4.18569,487.321,6.6132,0,0.566207,0.0156229,0.0215594,0.0675461,46.3178,3.54203,656.992,
669,715.093,2198.73,14364.3,0.32523,10.4191,0,1143.16,54.5379,54.1217,55.7558,113.316,4.34582,763.075,16.7164,0,14049.7,263.628,243.325,267.328,292.314,3.49097,451.005,6.62266,0,0.566207,0.0156229,0.0215594,0.0675461,46.4107,2.79695,656.992,
670,715.093,1535.6,8425.49,0.465677,9.35166,0,601.246,30.1731,25.7581,30.5507,100.189,4.26566,734.063,15.1155,0,8046.63,158.897,154.663,162.763,271.205,3.91727,423.194,6.62266,0,0.566207,0.0156229,0.0215594,0.0675461,46.4107,3.54203,656.992,
671,715.093,1086.01,1765.04,0.658457,10.0717,0,114.368,34.2734,28.7669,36.7961,96.2281,4.24369,761.264,16.3621,0,1057.49,174.842,176.789,183.431,239.838,3.56121,478.229,6.62266,0,0.566207,0.0156229,0.0215594,0.0675461,46.1122,3.54203,656.992,
672,715.093,1050.53,1892.69,0.680696,10.0773,0,82.2083,35.2886,42.0858,36.8414,80.5163,4.2808,759.234,17.6095,0,862.124,210.384,291.951,215.752,197.887,3.80104,530.405,6.62266,0,0.566207,0.0156229,0.0215594,0.0675461,46.4107,3.55382,656.992,
673,715.093,957.274,1303.06,0.74701,9.10143,0,78.7207,25.6324,12.7173,25.7651,78.6211,4.52853,722.187,13.4922,0,804.572,143.53,86.4023,145.253,183.932,4.9536,350.493,6.62266,0,0.566207,0.0156229,0.0215594,0.0675461,46.4319,2.62062,656.992,
674,715.093,1070.41,1893.06,0.668056,9.38652,0,92.7614,43.0326,37.1186,45.0695,85.8473,4.28887,752.903,14.7194,0,1080.63,216.655,233.868,227.152,218.794,3.60712,521.206,6.61978,0,0.566923,0.0156229,0.0215594,0.0675461,46.4319,2.71868,656.992,
675,715.093,1075.87,1606.74,0.664665,11.0849,0,47.5505,38.0886,43.8811,42.0664,86.7892,4.42465,801.985,19.8591,0,282.242,211.588,254.321,230.771,203.576,4.06659,604.935,6.61978,0,0.566923,0.0156229,0.0215594,0.0675461,46.4319,2.55571,656.992,
676,715.093,1168.71,2625.8,0.611867,9.43067,0,182.589,45.2254,35.9667,47.3343,100.564,4.19102,743.406,14.8921,0,1860.62,221.409,227.475,234.229,260.596,3.4446,513.292,6.61978,0,0.566923,0.0156229,0.0215594,0.0675461,46.4319,3.03458,656.992,
677,715.093,1166.23,2067.58,0.613168,10.8768,0,131.886,48.9576,41.5489,49.5263,107.391,4.16854,771.871,17.8361,0,1152.7,222.82,183.846,225.754,258.245,3.30655,492.979,6.61978,0,0.566923,0.0156229,0.0215594,0.0675461,46.4319,2.74604,656.992,
678,715.093,975.233,1306.38,0.733253,10.2834,0,32.0264,24.5538,24.7724,26.6803,84.6666,4.33779,767.912,18.5303,0,195.588,162.455,172.408,176.104,186.26,3.82779,641.517,6.61978,0,0.566923,0.0156229,0.0215594,0.0675461,46.4319,3.5458,656.992,
679,715.093,1063.08,2035.06,0.672662,9.14817,0,134.119,36.4951,31.0569,36.7472,86.3488,4.40434,724.761,12.1068,0,1371,175.992,165.985,176.566,210.203,4.15793,327.089,6.61978,0,0.566923,0.0156229,0.0258623,0.0675461,46.4319,3.54024,656.992,
680,715.093,1129.82,2000.05,0.632928,10.514,0,91.4999,56.5429,42.0453,56.8973,105.755,4.50597,762.056,17.1152,0,917.769,240.123,202.281,241.573,266.357,4.33376,473.7,6.61978,0,0.566923,0.0156229,0.0258623,0.0675461,46.4319,2.42669,609.752,
681,715.093,1086.78,2428.93,0.657992,9.88533,0,157.043,32.1814,18.9964,33.0863,88.3986,4.26693,742.922,15.8808,0,1867.53,156.829,133.659,159.31,226.337,3.76714,422.813,6.61978,0,0.566923,0.0156229,0.0258623,0.0675461,46.4319,3.55081,656.992,
682,715.093,1525.94,7869.63,0.468624,10.5875,0,549.12,42.4955,24.7457,42.6167,91.6138,4.20372,760.559,18.0825,0,7322.98,224.464,141.277,223.929,220.046,3.8616,476.535,6.61978,0,0.566923,0.0135602,0.0258623,0.0675461,46.2842,2.71835,656.992,
683,715.093,1101.43,2081.01,0.64924,10.8394,0,119.468,26.5306,25.2621,26.9351,121.117,4.63378,766.644,19.5919,0,1335.2,159.472,135.651,164.735,328.46,5.01162,534.072,6.61978,0,0.566923,0.0135602,0.0213724,0.0675461,46.2842,3.55081,656.992,
684,715.093,1225.71,2403.64,0.583412,12.3076,0,137.958,47.4222,51.3468,50.3209,110.03,4.70909,811.613,23.4577,0,1482.44,213.848,264.641,221.391,273.013,4.97698,616.244,6.61978,0,0.566923,0.0135602,0.0213724,0.0675461,46.2842,3.04981,656.992,
685,715.093,1185.06,1959.8,0.603425,11.9687,0,32.0983,67.8869,104.481,65.4531,108.755,4.55936,789.855,26.0989,0,200.265,265.072,833.645,259.271,262.836,4.50114,581.631,6.61978,0,0.566923,0.0135602,0.0213724,0.0675461,46.2842,3.55081,656.992,
686,715.093,1071.44,1776.21,0.667413,9.93792,0,91.0179,39.1967,35.3054,39.6826,94.9504,4.37375,756.976,16.0717,0,1027.34,200.116,211.569,203.986,229.136,4.21034,500.27,6.06651,0,0.566923,0.0135602,0.0213724,0.0675461,46.3754,2.40333,656.992,
687,715.093,1870.34,10307.9,0.382332,10.1482,0,832.18,61.3805,30.758,62.0077,125.977,4.52885,743.364,15.1287,0,9798.16,263.671,161.329,267.133,328.781,4.60729,406.401,6.61978,0,0.566923,0.0135602,0.0213724,0.0675461,46.4315,3.44689,656.992,
688,715.093,8501.47,104750,0.084114,10.6621,0,7495.47,44.8731,27.7535,45.2905,112.276,4.42131,760.724,17.1406,0,104393,219.572,144.774,220.74,285.255,4.38657,442.988,6.61978,0,0.566923,0.0135602,0.0213724,0.0675461,46.4315,3.55081,656.992,
689,715.093,1010.73,1342.26,0.707504,9.1768,0,57.9379,29.837,38.4272,31.3457,106.549,4.394,733.059,12.3261,0,5191.82,156.137,213.223,165.687,262.027,4.22015,392.724,6.61978,0,0.566923,0.0135602,0.0213724,0.0675461,46.3455,2.45908,656.992,
690,715.093,1342.73,5043.45,0.532565,9.87438,0,293.241,43.9473,47.8594,47.349,96.5487,4.65461,799.261,15.196,0,3933.73,221.057,258.498,240.941,248.562,5.0457,883.731,6.61978,0,0.566923,0.0135602,0.0203175,0.0675461,46.3455,3.1337,656.992,
691,715.093,1025.05,1181.72,0.697619,9.69049,0,50.387,37.4235,31.3717,37.9804,110.607,4.85706,742.731,13.0997,0,334.735,177.235,157.363,180.136,265.21,5.54262,384.566,6.61978,0,0.566923,0.0135602,0.0203175,0.0675461,46.3455,3.02045,656.992,
