Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.roll_center_gnd.z.best,
191,166.343,437.883,1187.06,0.37988,16.4726,62.6878,4.86619,40.4442,24.6792,5.58765,63.5307,97.9733,0,2.47509,4.23883,114.928,62.6172,375.851,11.3792,51.6889,46.9539,3.40147,377.426,250.545,0,1.45018,10.8058,257.473,1.28658,0.429052,2.36892,10.7185,14.6954,4.78042,1.00464,42.9285,0,0.289153,1.51042,57.3025,
192,166.233,268.014,792.749,0.620241,4.48315,33.5492,3.24176,35.7791,18.7301,4.89915,34.3847,60.0646,0,2.48414,2.7421,67.6556,22.4297,327.843,4.38305,33.6961,29.8998,1.29235,330.257,145.547,0,1.39415,6.95252,79.7556,1.28658,0.429052,2.35282,11.5525,14.6954,3.76124,1.00464,33.1096,0,2.23887,1.51042,57.0889,
193,166.233,426.652,1342.82,0.389623,8.4238,84.2798,6.47637,31.7314,23.4663,5.25124,85.4448,69.612,0,2.53433,4.61004,104.821,38.5069,488.315,24.0784,5.07413,51.2719,2.91696,491.984,122.183,0,1.49583,17.5654,252.976,1.28658,0.429052,2.3364,3.33385,14.6954,4.47074,1.00464,46.118,0,2.0074,1.51042,57.3504,
194,165.995,395.72,1030.61,0.419476,17.6425,46.0828,6.63531,39.3103,26.1501,5.47652,46.6518,93.1751,0,2.56382,7.87548,104.157,73.0634,292.851,18.6199,41.9288,51.4094,2.84737,292.931,208.66,0,1.60118,32.2081,224.995,1.28658,0.429052,2.31688,6.773,14.6954,4.37921,1.00464,40.2971,0,0.592554,1.51042,57.3504,
195,165.995,362.723,1133.24,0.457636,6.28138,58.647,7.03908,31.8729,22.2874,5.10147,59.4375,72.468,0,2.73846,6.08993,90.7594,32.5381,331.954,25.4146,7.2723,47.4757,2.48343,333.096,163.582,0,2.90888,28.6164,213.893,1.28658,0.429052,2.19469,4.90743,14.6954,0.553137,1.00464,46.118,0,2.23239,1.51042,57.3095,
196,165.995,311.887,1018.59,0.532228,4.84357,62.2122,2.81028,32.2057,20.945,4.83284,63.2518,46.0728,0,2.2648,2.90637,69.5418,24.8468,432.976,4.60695,3.23279,42.0487,0.576934,436.122,26.3388,0,0.500107,8.44137,88.2705,1.28952,0.43718,2.19469,4.6668,14.7189,2.93833,1.02299,29.1323,0,0.885905,1.51042,57.3095,
197,165.995,438.989,1273.27,0.37813,13.0394,73.9971,3.57804,32.5967,23.4446,5.36776,74.9205,98.2363,0,2.30785,7.29354,104.207,55.2935,411.89,4.86189,6.33217,45.9994,2.73329,413.968,241.024,0,0.578727,27.1762,208.995,1.28952,0.425839,2.19469,9.12604,14.7932,4.79097,1.00181,46.118,0,0.27291,1.67669,57.3095,
198,165.995,460.026,1306.76,0.360839,12.7048,87.2596,7.03029,32.4363,26.4723,5.58225,88.5659,61.9426,0,2.78773,7.5566,127.687,48.2113,494.279,23.3496,8.15878,47.7307,4.30427,498.483,118.562,0,2.56617,27.5259,330.377,1.28952,0.400862,2.19469,10.6944,14.8144,3.69884,0.944398,31.6068,0,2.23239,1.67669,57.3095,
199,165.786,350.808,1037,0.472583,8.74705,53.8349,4.65864,32.4791,18.2884,5.22267,54.7591,68.0349,0,2.51931,5.40545,96.8581,42.4291,373.576,14.4246,5.626,20.7608,2.74165,376.274,159.109,0,1.46207,21.5502,239.527,1.28952,0.400862,2.08984,11.3205,14.0519,4.79301,0.944398,28.4125,0,2.05649,1.67669,57.3095,
200,165.786,365.326,1067.05,0.453802,8.62544,52.7984,6.56912,33.6198,20.2988,5.45187,53.3624,67.3933,0,2.92333,3.79747,110.486,41.0328,304.539,21.6739,17.604,29.5879,3.19438,304.378,123.288,0,3.33228,12.4543,271.738,1.29169,0.400862,2.08984,6.72339,14.8158,4.79638,0.944398,31.2308,0,2.22461,1.67669,57.3504,
201,165.786,267.235,514.815,0.620374,10.7777,3.42444,4.43125,33.2221,20.7921,5.46709,4.00121,72.3402,0,2.55879,5.81345,104.407,51.2223,52.8295,11.227,7.43935,33.8783,3.54675,52.7713,154.589,0,1.70321,20.8607,271.672,1.29169,0.289169,2.08984,11.4253,14.8158,4.79638,0.543236,46.1632,0,1.67053,1.67669,57.3138,
202,165.702,421.583,1130.07,0.393047,10.1255,61.5,4.86148,33.912,18.9637,5.41,62.1438,109.968,0,2.68886,5.79638,106.213,37.8518,312.577,12.1616,13.2148,19.1377,2.56865,312.896,271.001,0,2.56598,18.2605,234.37,1.29169,0.400862,2.07554,7.44694,14.1447,4.79784,0.944398,46.158,0,1.68495,1.73738,57.3138,
203,165.702,266.182,543.987,0.622513,7.51926,5.56243,5.41019,37.2747,20.4882,5.47768,6.17454,64.408,0,2.60646,6.3192,104.942,39.6928,64.1655,16.7268,44.4677,33.0491,3.78074,64.2237,123.257,0,2.29174,24.3453,285.727,1.29169,0.400862,2.07554,10.6982,13.6114,4.79896,0.944398,40.051,0,0.296003,1.73738,57.3138,
204,165.702,452.904,1246.27,0.365866,8.00584,72.6656,7.0741,32.926,27.4846,5.45506,73.4858,99.2841,0,2.86647,8.78658,114.87,30.9259,394.034,21.6093,13.9003,54.0065,3.07834,395.408,232.07,0,2.75003,30.6236,269.01,1.29169,0.400862,2.07554,2.91874,14.8787,4.79885,0.930655,46.1178,0,2.13811,1.73738,57.3138,
205,165.698,632.393,1769.33,0.262017,13.8113,143.389,5.98548,31.1091,27.3033,5.65021,144.691,104.639,0,2.6573,9.0471,144.11,51.859,583.235,18.0729,5.55266,50.6681,3.43349,586.833,226.081,0,2.50946,29.5304,325.99,1.29169,0.361349,2.07554,6.66759,14.8771,4.79885,0.861785,46.1178,0,1.20454,1.73738,57.3138,
206,165.698,263.767,605.068,0.628197,7.51127,20.9316,3.17042,38.6042,17.3639,5.09167,21.5504,62.1999,0,2.31664,3.62806,81.3985,44.7733,228.254,6.88194,64.7113,20.9458,2.44258,228.389,120.042,0,0.694429,13.5197,192.984,1.35557,0.361349,2.07554,3.13705,14.8771,1.91083,0.861785,31.3453,0,1.72738,1.73738,57.3138,
207,165.698,438.506,1082.01,0.377868,13.7829,69.8128,5.39251,34.3409,30.9816,5.55912,70.6765,82.6216,0,2.49485,11.1605,111.683,51.2265,390.187,14.1204,12.8923,64.0857,3.08016,392.004,192.576,0,1.63138,33.1016,198.277,1.35557,0.361349,2.07554,9.13039,14.8787,4.79978,0.861785,27.7274,0,0.672049,1.73738,57.2944,
208,165.698,483.623,1149.1,0.342617,19.544,90.2058,7.485,35.2927,25.9365,5.48624,90.9485,88.8122,0,2.93361,8.33054,108.648,62.396,382.035,18.6548,20.323,47.0057,2.52811,382.865,189.949,0,2.52285,30.0158,220.587,1.35557,0.361349,2.02536,7.86179,13.3482,4.68009,0.861785,29.8572,0,0.657908,1.80221,40.6124,
209,165.638,323.504,689.399,0.512012,10.5803,26.9391,4.78847,41.8426,25.3587,5.33561,27.4849,83.4581,0,2.58502,6.9461,88.1847,49.5152,176.674,10.7673,60.042,47.9876,2.35214,176.552,190.411,0,1.81401,25.2477,133.973,1.35557,0.361349,2.02536,13.0442,14.9231,4.80071,0.848163,28.3878,0,1.81778,1.82178,57.3138,
210,165.568,364.544,1077.88,0.454177,8.2441,52.5008,4.72712,31.7372,24.6628,5.59738,53.4769,50.827,0,2.52976,6.12306,124.118,34.3743,368.733,14.5921,11.0544,47.6842,4.06892,371.952,59.5654,0,2.19362,28.2569,336.72,1.35652,0.361349,2.02536,7.2957,14.9231,4.80183,0.848163,26.2588,0,1.07946,1.82178,57.2001,
211,165.515,277.675,655.587,0.596076,11.1568,20.6363,4.7517,40.1689,19.0861,5.15714,21.2805,67.9954,0,2.40165,4.74624,80.2941,58.8872,192.721,13.9146,53.0422,24.3266,1.77957,193.328,157.682,0,1.11038,17.1919,139.114,1.35652,0.361349,2.02536,10.8287,14.9231,4.80183,0.799464,31.4641,0,0.583941,1.82178,57.2534,
212,165.354,362.316,1097.54,0.45638,9.63732,58.503,4.78135,32.177,22.9765,5.10952,59.403,68.6877,0,2.30182,7.16381,91.5746,48.594,381.556,14.9971,8.68196,45.4469,2.27172,384.277,154.954,0,0.699898,27.3848,210.831,1.35652,0.308487,2.02536,9.71072,14.9231,4.10053,0.735078,31.965,0,1.42552,1.80298,57.2534,
213,165.222,309.263,635.552,0.534245,15.1237,5.86775,3.81026,35.5852,27.1656,5.56553,6.39875,90.154,0,2.45299,8.39947,108.74,64.3223,59.2991,7.76394,20.9351,55.3473,3.31975,59.5365,223.977,0,1.35044,32.7207,247.769,1.35652,0.308487,2.02536,15.1155,14.9231,4.80183,0.729707,31.9425,0,0.666925,1.80298,57.1945,
214,165.072,353.959,800.941,0.466357,18.126,29.042,5.14967,36.4963,27.0882,5.61375,29.593,79.7741,0,2.58139,8.72586,111.769,69.6717,207.878,11.0272,25.3125,54.1714,3.3881,208.045,163.649,0,1.70126,29.4872,245.826,1.35652,0.2517,2.02536,8.69582,14.9322,3.56768,0.600897,31.4787,0,1.43814,1.80298,57.3138,
215,165.072,312.142,881.557,0.528835,13.7208,26.2098,5.59718,34.1306,18.9741,5.43223,26.7347,72.4439,0,2.79252,3.80778,102.298,64.9555,210.563,19.8787,14.8582,26.8834,3.29603,210.503,163.354,0,2.80573,11.178,255.909,1.35652,0.2517,1.93664,7.26232,14.9279,4.80183,0.600897,28.3356,0,2.19802,1.80298,57.3138,
216,165.041,209.984,258.292,0.78597,7.49792,7.04443,5.40709,34.1645,20.4231,4.98256,7.57739,50.989,0,2.53563,4.71849,64.6436,35.7027,54.0339,21.3589,12.0937,32.8607,1.10524,54.0103,54.2312,0,2.15912,18.2313,57.0188,1.35652,0.2517,1.78547,32.5023,14.9322,4.80183,0.600897,28.3224,0,2.14997,1.80298,57.3254,
217,165.041,316.39,725.118,0.521638,15.6511,31.3924,4.86297,34.7693,24.559,5.36884,31.9138,65.8621,0,2.47189,6.27376,93.2644,61.1645,211.755,11.2898,19.307,45.2204,3.09884,211.918,147.291,0,1.50522,23.1818,213.729,1.35871,0.2517,1.78547,6.75903,14.9322,2.86492,0.600897,29.7437,0,0.262453,1.80298,41.674,
218,164.909,329.724,860.829,0.500141,5.6764,45.7535,4.25062,32.3062,18.0035,5.10625,46.3035,72.9806,0,2.48056,6.45955,90.4032,23.4061,260.034,11.0409,5.25569,20.3173,1.88396,260.514,165.792,0,1.50024,23.785,188.266,1.35952,0.2517,1.78547,10.615,14.9595,3.87572,0.600897,30.0922,0,0.749101,1.83499,57.3004,
219,164.909,433.19,1296.84,0.380684,13.3294,81.9984,3.96479,31.9218,22.3441,5.24373,82.9947,81.2556,0,2.45662,4.9978,102.683,54.9063,466.62,8.66233,4.04088,38.2055,2.8681,470.175,183.338,0,1.49274,19.4927,248.221,1.35952,0.2517,1.78547,11.0004,13.5553,4.70837,0.600897,42.367,0,1.08069,1.87308,57.3004,
220,164.909,312.148,756.641,0.528303,8.78634,23.1696,4.00117,34.448,20.276,5.18704,23.6364,99.1985,0,2.51986,4.40517,86.5196,43.6313,159.167,10.5811,15.9133,38.7271,2.57092,159.7,260.812,0,1.59084,16.151,189.852,1.35952,0.2517,1.78547,11.4232,14.9646,1.10504,0.600897,46.1152,0,2.20211,1.87308,56.9747,
221,164.909,358.105,1056.56,0.460503,9.35585,53.6915,5.47527,35.5671,23.4599,5.27399,54.3824,69.3335,0,2.41341,6.71016,92.4422,37.1358,354.88,19.1088,23.7832,44.9751,2.31567,357.047,119.796,0,1.21346,27.9176,185.271,1.35952,0.2517,1.78547,4.72584,14.9799,4.80278,0.600897,40.4413,0,2.04294,1.8852,45.7925,
222,164.902,545.419,1494.92,0.302341,14.1004,105.7,9.40098,44.7574,26.8668,5.53565,106.83,107.734,0,2.90131,9.4274,112.165,52.1766,517.714,27.9329,88.3653,45.1631,2.72163,521.607,245.14,0,3.02141,29.8665,197.8,1.36175,0.2517,1.76739,3.33351,14.9799,2.09621,0.600897,39.9958,0,1.58237,1.8852,57.228,
223,164.518,407.601,1220.37,0.403625,9.07224,74.4465,4.40718,35.7341,18.0615,5.25964,75.1985,81.0669,0,2.40565,4.23022,97.7188,36.6929,427.286,17.9089,33.9009,19.6503,2.35172,429.554,176.5,0,1.37134,13.2858,206.734,1.36175,0.2517,1.61786,8.42699,13.7808,4.66975,0.581995,46.1152,0,1.89776,1.8852,57.228,
224,164.518,334.142,906.119,0.49236,7.74829,56.2413,4.50269,33.185,18.9354,5.19285,56.6659,51.0736,0,2.58082,4.06053,93.9556,34.6736,302.898,15.0664,12.9004,29.5139,2.42331,303.029,57.8384,0,1.75551,15.9067,207.653,1.36175,0.251531,1.60112,7.92824,14.9799,1.20635,0.546935,30.8815,0,2.18344,1.8852,57.228,
225,164.518,520.416,1449.65,0.316128,18.962,93.934,5.30513,49.3153,20.4029,5.41065,94.7535,112.078,0,2.39867,6.65954,111.196,69.8212,465.359,17.1801,161.457,26.3775,2.45303,467.864,268.595,0,1.86667,22.2895,229.528,1.36463,0.251531,1.09353,8.41164,13.1918,4.80425,0.546935,31.4268,0,0.306612,0.95878,57.228,
226,164.518,382.759,1034.09,0.429822,7.12209,58.3352,5.2362,33.1218,22.2613,5.20723,58.7642,90.5495,0,2.75122,4.22272,95.1877,30.7831,308.272,15.0963,18.9725,36.061,2.33384,308.445,216.975,0,2.27269,12.4315,205.549,1.36463,0.247978,1.60112,7.87097,14.9879,0.825713,0.546935,46.1152,0,2.18344,1.91453,57.228,
227,164.518,587.69,1529.18,0.27994,18.5666,114.584,4.71008,31.6404,28.828,5.85779,115.904,103.139,0,2.48165,9.73043,152.247,61.3873,563.44,13.9286,6.54582,55.479,4.60075,568.156,255.816,0,1.82584,32.0211,347.391,1.36463,0.247978,1.60112,9.76199,14.1586,2.56195,0.546935,28.6197,0,0.352627,1.91453,57.228,
228,164.406,419.34,1015.62,0.392059,15.2335,27.219,6.25586,35.413,28.9037,6.09347,27.73,103.251,0,2.56804,10.0341,156.639,57.093,215.807,21.0826,33.3652,55.7208,5.06067,216.76,239.603,0,1.7531,34.3527,396.316,1.35576,0.229453,1.60112,10.6359,15.0113,4.80511,0.519446,32.7018,0,0.755202,1.92381,57.3004,
229,164.406,367.241,1072.75,0.44768,12.1261,57.4354,3.75461,40.8072,22.3898,5.17007,58.1602,74.1307,0,2.50938,4.90115,85.8561,56.2231,381.478,9.90119,52.362,39.4086,2.04075,383.996,141.865,0,1.79229,18.8878,154.456,1.35576,0.229453,1.60112,10.551,15.0185,3.50741,0.50001,40.4806,0,0.954803,1.92381,57.3004,
230,164.406,296.261,958.226,0.554937,6.87993,42.93,2.73805,32.1995,17.5559,4.9611,43.5998,62.964,0,2.32449,3.57138,76.5368,39.8171,337.604,6.76837,8.89733,19.5485,1.58968,340.324,126.514,0,1.01764,11.8367,151.154,1.35576,0.229453,1.60112,13.4374,15.0185,4.08853,0.50001,46.1703,0,2.17995,1.90771,57.3227,
231,164.406,287.716,622.141,0.571419,9.85501,9.45958,5.05177,32.5935,16.5687,5.38457,9.8187,90.2236,0,2.53787,4.01109,102.211,45.085,83.0673,19.9913,6.27284,11.5648,3.77012,83.1027,224.34,0,2.16183,12.6888,289.353,1.35576,0.229453,1.60112,11.2221,12.7373,3.20735,0.50001,46.1703,0,1.11072,1.92381,57.3039,
232,164.406,317.94,762.879,0.517099,11.773,29.921,5.18986,39.3709,20.8321,5.51247,30.2902,62.6648,0,2.62466,3.95051,105.81,51.9055,217.125,16.9135,68.3473,35.1209,3.38703,217.229,104.545,0,2.42637,15.0461,253.946,1.35576,0.223521,1.60112,7.85171,15.0237,4.80646,0.50001,30.098,0,1.84482,1.92397,57.3039,
233,164.406,327.228,761.001,0.502421,7.45377,38.9232,6.03923,35.5882,24.0556,5.21715,39.2935,78.6295,0,2.4337,6.41866,83.1756,29.28,239.403,20.2647,22.6634,48.1567,2.08784,239.499,175.804,0,1.52404,22.4815,162.476,1.37556,0.223521,1.61786,8.81131,15.0237,3.9961,0.50001,42.2119,0,0.373491,1.93385,57.3039,
234,164.406,347.067,813.375,0.473701,13.9999,40.1793,5.55302,40.0066,21.7388,5.52866,40.5756,64.3287,0,2.56594,6.81695,105.774,52.0072,259.776,17.3965,52.3222,40.9255,2.94272,260.125,110.558,0,1.71638,25.0666,200.296,1.35131,0.223521,1.61786,9.35116,14.7576,4.80762,0.50001,30.1395,0,2.17995,1.93392,57.3039,
235,164.355,360.711,959.646,0.45564,11.2155,42.0963,3.75267,33.7627,26.2178,5.38221,42.5668,86.5366,0,2.42175,8.10078,98.6582,51.3345,271.511,10.1505,13.8373,53.2316,2.69498,272.41,186.869,0,1.3739,30.7519,205.869,1.35131,0.211834,1.66657,8.43664,15.063,4.80762,0.50001,46.1464,0,0.554978,1.93392,57.3039,
236,164.355,327.454,1055.01,0.501917,6.6206,2.60633,2.89458,126.763,21.0874,5.36181,2.9219,61.2606,0,2.29274,4.68411,90.9606,30.4498,41.8719,6.07155,936.338,37.1911,3.04667,39.8469,89.0381,0,0.921717,17.3114,212.864,1.35131,0.211834,1.66657,11.5769,15.067,4.80754,0.50001,40.4916,0,0.91607,1.95058,57.3039,
237,164.355,308.802,927.158,0.532232,9.02214,40.3402,2.98477,34.7456,20.342,4.97661,40.9519,78.8043,0,2.2506,5.18149,69.2027,38.2689,329.742,7.03321,93.6606,38.148,1.07285,332.782,199.959,0,0.744838,21.9626,73.1648,1.35131,0.211834,1.66657,18.0489,15.0645,4.80754,0.50001,30.8309,0,0.476358,1.94982,57.2231,
238,164.355,370.042,1037.04,0.444152,14.4376,54.2284,6.53033,38.7224,22.9487,5.2224,54.9372,73.1784,0,2.90762,8.14637,88.7822,67.7924,365.317,23.2396,62.1652,43.5781,1.99738,368.658,166.382,0,3.60949,33.383,173.644,1.35131,0.211834,1.66546,7.29294,15.0645,4.80754,0.50001,32.354,0,1.63674,1.94982,57.2231,
239,164.355,311.765,808.363,0.527174,10.8542,46.0097,3.27378,40.5139,19.364,5.08643,46.4846,45.8253,0,2.50149,5.8269,86.025,52.6708,280.206,8.36297,84.698,30.9367,1.73142,281.404,27.2013,0,1.66011,25.2271,165.329,1.35131,0.211834,1.66546,9.71666,15.0645,2.90751,0.489918,30.7701,0,2.17619,1.94982,57.1982,
240,164.355,359.379,1066.78,0.457329,13.089,42.0497,5.00461,34.3292,19.6153,5.24348,42.3926,99.4457,0,2.59127,3.87731,91.7412,58.4322,283.408,19.4482,22.2358,31.6647,2.23876,283.645,264.265,0,1.87879,13.4909,199.64,1.37898,0.211834,1.66546,8.65188,13.6042,4.80816,0.489918,46.1464,0,2.17619,1.95382,57.1982,
241,164.355,331.124,755.943,0.496353,10.0658,30.6145,4.85863,53.3173,21.5838,5.3413,30.9347,64.1827,0,2.2619,5.89753,102.066,44.7692,202.927,15.7359,212.169,40.2073,3.23633,203.203,112.238,0,0.448994,21.7438,254.959,1.39593,0.211834,1.66546,11.2423,15.067,0.287674,0.489918,31.7247,0,1.86634,1.96478,57.1982,
242,164.355,330.478,838.245,0.497324,12.2689,32.5895,5.62115,36.2135,22.3054,5.3252,32.8544,79.1628,0,2.57547,6.55408,95.0076,55.3178,212.205,21.3804,39.016,39.0847,2.81153,212.031,175.982,0,2.09217,24.2017,203.067,1.39593,0.211834,1.66518,8.67937,15.067,4.04228,0.47487,31.2861,0,1.40299,1.96933,57.1982,
243,164.344,286.646,556.644,0.573335,7.8054,20.3559,5.30535,33.8525,25.0344,4.99199,20.6122,84.5681,0,2.54215,7.28316,74.2945,29.0456,122.302,17.4656,10.042,46.5647,1.55298,122.195,173.842,0,1.6169,24.5046,85.3506,1.39036,0.211834,1.66518,15.8016,15.0777,1.36065,0.47487,46.2217,0,2.18441,1.97462,57.1982,
244,164.313,374.272,1079.44,0.43902,13.2856,53.4082,6.45436,32.5058,21.1492,5.45075,54.08,69.6925,0,2.58998,7.52343,108.132,52.9022,366.225,23.2534,6.46796,30.1962,3.05882,369.319,160.171,0,2.0964,27.3897,249.426,1.39036,0.211834,1.62094,8.32187,15.0777,4.80833,0.47487,28.3181,0,2.16676,1.97816,57.1982,
245,164.313,323.544,809.621,0.507854,11.0598,27.7719,3.30319,35.1656,20.3719,5.41234,28.0855,84.1641,0,2.24616,5.79422,100.169,46.8157,205.746,12.9666,24.3572,28.9587,2.92365,206.149,193.372,0,0.793604,18.1506,230.257,1.39036,0.211834,1.28377,9.53071,15.0857,4.80838,0.47487,31.9207,0,0.473183,1.98165,57.1982,
246,164.313,351.387,974.59,0.467611,8.51225,40.6242,2.6657,31.6373,20.36,5.50727,41.0201,72.9959,0,2.50993,5.66885,119.886,38.5473,275.059,5.30307,5.41653,30.476,3.63621,275.892,166.262,0,1.74,23.3572,311.343,1.39036,0.211834,1.62094,8.48964,15.0857,4.80892,0.47487,31.684,0,1.47301,1.98449,57.1982,
247,164.313,439.698,1255.94,0.373694,7.51227,87.6618,3.57083,32.0192,23.3138,5.3001,88.0928,78.8184,0,2.5062,4.3707,106.532,32.6385,423.391,12.2802,7.21194,40.5346,2.55832,432.209,199.193,0,1.75092,12.9028,242.78,1.39036,0.211834,1.62094,7.20995,15.0998,3.77978,0.47487,30.9983,0,1.43037,1.99385,57.1778,
248,164.301,337.13,928.709,0.487352,15.0501,34.9031,4.16744,38.1543,21.0782,5.43924,35.5038,74.9255,0,2.31467,5.02612,100.567,63.2468,325.14,15.503,36.8806,29.3639,3.51288,328.072,134.391,0,1.15724,17.2705,248.881,1.39036,0.197672,1.62094,10.6952,15.1024,4.80887,0.471991,46.1734,0,1.3494,1.99385,57.1778,
249,164.278,359.491,991.532,0.456975,6.06123,44.9708,3.87915,32.3442,23.8595,5.49755,45.2816,76.2706,0,2.53237,7.1266,111.667,21.14,284.971,11.4149,7.97234,49.1683,3.25034,285.177,178.026,0,1.67401,27.6015,268.94,1.39036,0.197672,1.60968,8.03541,14.4082,4.80887,0.471991,28.6265,0,0.839755,1.99385,57.0895,
250,164.27,338.892,994.841,0.484727,13.9038,51.8317,3.28667,39.7058,19.713,5.11762,52.505,62.3559,0,2.28329,4.54708,83.6423,66.6354,369.929,10.7903,59.1383,29.9537,1.74989,373.699,93.72,0,0.843404,19.6699,142.391,1.39036,0.197672,1.35406,12.3568,15.1109,4.80911,0.471769,32.6642,0,0.887186,1.99667,57.0895,
251,164.241,356.56,1063.34,0.460627,12.1312,53.1182,4.00843,39.6308,22.1865,5.2297,53.7327,69.9229,0,2.55608,4.21984,89.8235,58.25,372.22,11.8938,74.465,38.382,2.33549,374.741,153.947,0,1.9028,16.0711,174.58,1.39978,0.20693,1.58652,8.30448,15.0921,4.80866,0.471769,30.7487,0,2.16363,1.97395,57.0895,
252,164.221,344.495,994.159,0.4767,5.77041,55.2815,4.18367,32.5185,24.2673,5.01192,55.8823,73.0962,0,2.42245,8.02207,78.0384,25.6021,370.787,14.6099,7.86983,50.9486,1.30336,373.346,165.458,0,1.42033,32.3596,140.947,1.39978,0.20693,1.56202,9.42498,15.0921,4.80866,0.471769,32.9355,0,2.03098,1.97395,38.7099,
253,164.163,340.248,1072.84,0.482481,7.46961,52.0918,2.57378,31.8066,21.369,5.19053,52.6028,64.9887,0,2.1968,4.58734,95.3709,35.2447,359.204,6.49788,3.89859,43.4441,2.40177,361.034,146.319,0,0.274866,20.5035,225.026,1.39978,0.203446,1.53136,7.61307,15.0921,4.80866,0.470424,30.9876,0,0.798169,1.97395,57.0895,
254,164.163,349.883,932.742,0.469194,8.63214,43.3582,3.78863,33.6691,20.16,5.46314,43.6639,73.7913,0,2.42275,5.20781,109.726,35.4787,285.797,10.2901,14.032,26.729,3.08359,286.022,158.072,0,1.60879,16.5111,263.156,1.38565,0.203446,1.53136,7.91112,15.0921,4.80866,0.470424,26.9468,0,1.44397,1.97395,57.0895,
255,164.163,476.514,1284.99,0.344508,13.8034,79.5183,7.21459,33.8549,30.417,5.37547,80.2933,112.523,0,2.71089,9.57061,101.232,49.7777,422.282,22.8536,10.9467,59.9033,2.35818,425.292,249.174,0,2.59432,33.7882,197.601,1.39978,0.203446,1.52673,8.90333,15.0818,4.8076,0.470424,46.2267,0,2.05733,1.95106,57.0895,
256,164.163,443.632,1192.63,0.370044,14.9959,75.7121,7.03975,39.0635,27.1968,5.49461,76.4908,70.3579,0,2.74794,9.02063,115.512,60.5239,406.848,26.385,73.9755,50.7358,3.46671,409.665,124.456,0,3.22818,35.2913,265.576,1.39978,0.203446,1.52673,11.1804,15.1055,4.5897,0.470424,28.3535,0,0.48794,1.99667,35.5596,
257,164.163,267.776,665.015,0.613061,5.33906,21.6019,2.65342,34.1055,16.9746,5.17757,21.9074,72.1159,0,2.40252,3.52107,81.977,27.7176,209.018,7.41732,16.0457,17.9085,2.18644,209.166,162.583,0,1.63287,11.6517,161.021,1.40496,0.203446,1.52673,8.44047,13.7363,4.80911,0.470424,46.2296,0,0.805424,1.97411,57.0895,
258,164.159,318.417,570.292,0.515548,17.283,24.1031,5.4351,35.3499,26.0502,5.21337,24.372,85.1498,0,2.7604,8.25179,84.4482,62.7778,134.372,15.1115,15.8409,46.6161,1.87482,134.28,160.323,0,2.86412,24.6291,106.211,1.40496,0.203446,1.52673,15.5431,15.0794,0.924547,0.470424,28.2673,0,0.44889,1.94711,57.0895,
259,164.159,360.985,886.722,0.454754,18.9288,23.366,3.17572,59.733,20.0296,5.63163,23.661,88.6687,0,2.50201,4.03208,111.257,75.2775,204.077,7.95365,235.173,22.1181,3.53224,204.224,171.705,0,1.92967,9.24378,256.33,1.37243,0.203446,1.52673,8.2887,15.1003,4.80911,0.470424,46.2213,0,0.44964,1.97411,57.0895,
260,164.147,438.727,1214.61,0.374143,7.14445,90.451,3.38191,32.1471,21.5432,5.00899,91.015,95.1821,0,2.33197,4.64376,85.878,27.9219,426.923,8.30128,28.2288,42.4381,1.79048,429.456,206.911,0,1.32506,15.6485,161.884,1.37243,0.203446,1.52673,8.65237,13.0799,1.51336,0.470424,46.2333,0,0.599428,1.97411,39.4429,
261,164.147,417.533,1154.56,0.393135,10.7,34.2026,4.42117,111.472,21.6362,5.35591,34.6924,89.1787,0,2.4253,7.10768,96.3412,41.0142,302.268,14.3051,569.863,42.8766,2.72958,304.362,197.818,0,1.5122,34.1028,201.085,1.37243,0.203148,1.52673,7.65896,15.1114,3.92863,0.470424,40.032,0,0.547189,1.9935,57.1992,
