Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.side_view_swing_arm_angle_l.avg,Heave.rear.p_rod_length_l.avg,Heave.rear.coil_over_length_l.avg,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.toe_angle_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.p_rod_length_l.std_dev,Heave.rear.coil_over_length_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.toe_angle_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.best,Heave.rear.p_rod_length_l.best,Heave.rear.coil_over_length_l.best,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.toe_angle_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,
14,1468.16,2559.78,2693.44,0.57355,160.515,0,172.391,4.6736,174.097,1449.86,418.365,159.635,20.2427,253.767,0,162.755,2.89578,227.13,503.034,2068.53,252.678,15.9421,3.91744,0,0.948262,0.0625633,7.26006,1189.13,8.59963,1.16264,2.4209,
15,1468.16,2225.28,1556.22,0.659764,145.292,0,145.723,4.64579,155.679,1432.34,177.34,144.298,19.9663,254.83,0,141.731,2.63243,270.697,723.122,209.511,250.392,17.3856,3.91744,0,0.948262,0.0625633,7.26581,1189.13,8.59963,1.16264,2.4209,
16,1468.16,2079.18,840.144,0.706124,124.203,0,125.437,4.4657,140.585,1351.52,191.642,123.721,17.6151,176.543,0,124.149,2.27565,135.633,334.011,147.242,176.479,11.6187,3.91744,0,1.55697,0.0625633,9.4166,1189.13,8.59963,1.16264,2.4209,
17,1468.16,2218.83,1799.35,0.661684,133.348,0,107.47,4.33668,166.126,1388.55,272.188,129.852,16.9603,258.129,0,111.359,2.42433,243.72,471.853,948.975,253.409,13.1706,3.91744,0,1.55697,0.0625633,9.4166,1208.79,8.59963,1.16264,2.4209,
18,1468.16,2277.42,1671,0.64466,126.773,0,116.571,4.34059,176.373,1455.19,256.191,123.879,18.1014,206.692,0,137.927,2.31497,240.212,680.319,529.628,199.477,17.1661,3.91744,0,1.55697,0.0625633,6.07761,1206.84,8.59963,1.16264,2.4209,
19,1433.61,2030.7,1039.54,0.705969,105.752,0,109.337,4.40286,138.408,1363.67,189.315,103.712,16.0967,208.507,0,131.353,2.42013,153.444,514.402,252.166,204.134,15.9726,2.27202,0,1.55697,0.0505635,6.07761,1206.84,8.59963,1.16264,2.4209,
20,1433.61,2338.37,1979,0.613081,167.096,0,113.347,4.1672,195.355,1484.66,190.843,164.933,17.9674,346.25,0,125.11,2.4085,322.027,857.107,246.146,341.06,23.2872,2.27202,0,1.55697,0.0505635,2.51695,1206.84,8.59963,1.16264,2.4209,
21,1392.39,2025.47,1203.56,0.687439,123.915,0,101.1,3.84702,135.517,1370.62,153.373,122.408,14.6821,260.196,0,103.9,2.20918,160.109,552.155,133.99,253.209,17.2369,1.04365,0,1.83939,0.0505635,2.51695,1206.84,8.59963,0.871788,0.884623,
22,1392.39,1758.42,682.282,0.79184,68.7932,0,80.3824,3.90715,102.226,1266.88,156.291,68.4321,11.5065,136.102,0,91.7315,1.86862,71.5982,329.392,222.138,135.803,11.0033,1.04365,0,0.851548,0.0505635,2.51695,1202.48,8.59963,0.871788,2.4209,
23,1372.53,2078.26,2216.51,0.660423,84.8783,0,92.4756,4.25191,127.706,1355.52,316.395,83.6855,13.3551,197.809,0,107.122,2.53639,192.59,528.659,1688.1,195.466,14.9918,1.04365,0,0.851548,0.0072594,2.51695,1202.48,8.59963,0.871788,2.4209,
24,1372.53,1999.52,1530.34,0.68643,101.784,0,94.692,4.34498,135.139,1371.9,179.897,98.1196,13.6522,264.447,0,112.258,2.74176,245.715,711.209,396.475,252.856,17.379,1.04365,0,0.851548,0.0072594,2.51695,1202.48,11.4585,0.871788,2.80996,
25,1372.53,2150.47,3243.46,0.638247,80.9178,0,98.018,4.03501,125.968,1345.57,403.457,79.4174,13.0884,214.257,0,120.5,2.50768,220.202,521.178,2620.93,212.918,14.758,1.04365,0,0.851548,0.0072594,2.51695,1202.48,11.4585,0.698935,2.80996,
26,1372.53,2124.63,2446.24,0.646012,102.981,0,93.7333,4.27397,136.656,1407.25,263.469,101.763,14.4952,291.097,0,114.904,2.56542,281.27,768.375,1234.75,286.856,21.2147,1.04365,0,0.851548,0.0072594,2.96467,1202.48,11.4585,0.698935,2.80996,
27,1372.53,2239.05,2047.16,0.612997,142.939,0,116.574,4.32308,151.569,1534.15,131.015,140.896,17.5849,340.689,0,158.08,2.81819,298.173,939.566,169.713,335.044,25.3035,1.04365,0,0.851548,0.0072594,2.96467,1202.48,11.4585,0.698935,2.80996,
28,1349.19,2139.8,1859.61,0.630524,120.393,0,101.113,4.31841,115.317,1481.85,180.512,119.312,16.9855,285.917,0,142.286,2.65651,232.974,869.694,437.573,282.499,25.3159,1.04365,0,0.851548,0.0072594,2.96467,1202.48,3.0461,0.698935,2.80996,
29,1349.19,2146.21,1882.02,0.62864,78.299,0,105.985,4.16392,106.823,1504.7,251.223,77.6401,17.3723,174.625,0,162.074,2.6512,194.631,898.665,820.859,173.46,26.1159,1.04365,0,0.851548,0.0072594,2.96467,1202.48,3.0461,0.698935,2.80996,
30,1349.19,1883.85,1507.14,0.716187,92.7246,0,73.4181,4.53402,107.635,1384.25,116.571,90.6206,14.101,277.952,0,113.047,2.66386,210.541,700.066,188.429,268.432,19.1021,1.04365,0,0.851548,0.0072594,2.96467,1202.48,3.0461,0.698935,2.80996,
31,1349.19,2022.68,1631.53,0.667031,117.249,0,101.106,4.37138,118.384,1414.02,136.377,115.859,15.3201,285.45,0,158.372,2.72272,223.618,672.301,220.506,282.648,19.072,1.04365,0,0.403442,0.0072594,3.60132,1202.48,2.54927,0.698935,2.80996,
32,1349.19,2019.4,1954.47,0.668117,105.812,0,77.1218,4.46896,107.62,1425.06,179.24,104.481,15.5894,278.346,0,119.609,2.73427,259.559,834.459,765.73,273.054,22.6989,1.04365,0,0.403442,0.0072594,3.60132,1202.48,2.54927,0.698935,2.80996,
33,1324.44,1928.93,1719.42,0.686618,92.2906,0,74.0075,4.58463,128.381,1412.04,113.278,90.411,13.9342,251.745,0,117.454,2.39322,283.409,744.287,215.272,247.501,19.7855,1.04365,0,0.403442,0.0072594,3.60132,1202.48,2.54927,0.698935,3.52876,
34,1324.44,1851.64,1391.85,0.715278,80.0361,0,66.3569,4.58831,88.493,1414.88,103.187,79.0863,15.007,187.989,0,100.005,2.50333,182.697,734.709,214.144,185.367,21.0959,1.04365,0,0.403442,0.0072594,3.60132,1204.4,2.54927,0.698935,3.52876,
35,1324.44,1913.04,1565.78,0.692322,88.257,0,70.5736,4.29512,111.503,1444.52,92.2262,86.2771,15.3864,217.542,0,113.296,2.29784,231.607,835.498,186.845,213.698,22.7442,1.04365,0,0.403442,0.0465889,2.80294,1204.4,2.54927,0.698935,3.52876,
36,1318.51,1856.42,1365.11,0.710243,96.2862,0,73.9245,4.68586,94.847,1395.91,80.206,95.8572,14.7051,240.015,0,123.382,2.56001,196.713,631.045,132.091,239.178,18.8334,0.743288,0,0.288019,0.0465889,3.28211,1204.4,2.54927,0.547264,3.52876,
37,1318.51,2156.51,2249.93,0.611409,129.617,0,92.9663,4.53644,114.94,1447.22,222.945,127.954,16.3334,298.03,0,150.224,2.60428,228.026,628.447,1039.73,296.831,20.217,0.743288,0,0.288019,0.0465889,3.08609,1204.4,2.54927,0.547264,2.87249,
38,1318.51,1769.98,1433.4,0.744929,61.8702,0,64.4598,4.54967,102.955,1385.9,79.1717,58.3456,12.728,186.266,0,108.393,2.30377,267.308,766.713,199.343,171.127,17.3157,0.743288,0,0.288019,0.0465889,3.83097,1204.4,2.54927,0.547264,3.52876,
39,1318.51,2119.52,2185.87,0.622079,117.588,0,85.2186,4.28397,111.228,1461.59,206.782,116.442,16.3852,303.123,0,137.967,2.27886,263.242,775.334,725.293,300.253,22.5983,0.743288,0,0.288019,0.0465889,1.33377,1204.4,2.54927,0.547264,3.52876,
40,1318.51,2072.88,2545.97,0.636077,102.374,0,89.8728,3.88919,114.372,1423.67,218.542,104.576,15.5837,258.619,0,164.77,2.0225,249.782,782.795,1387.8,262.082,22.4388,0.743288,0,0.288019,0.0465889,3.83097,1204.4,2.54927,0.547264,3.52876,
41,1310.55,1884.15,1644.44,0.695568,82.3324,0,71.9014,4.11377,111.409,1392.7,129.684,78.4784,13.5334,235.742,0,127.25,2.4081,243.375,698.906,662.695,231.072,18.5518,0.743288,0,0.288019,0.0465889,3.83097,1204.4,2.54927,0.547264,2.20257,
42,1310.55,2116.46,2894.19,0.619221,103.732,0,81.7319,4.24636,101.942,1391.77,318.423,101.022,13.5905,293.03,0,152.741,2.36034,252.512,712.792,1710.48,283.465,17.7126,0.743288,0,0.288019,0.0465889,3.39598,1204.4,2.54927,0.547264,3.52876,
43,1310.55,2432.12,3313,0.538853,114.037,0,89.0516,4.30026,146.716,1559.07,391.257,109.914,17.7731,312.864,0,158.736,2.70385,351.184,1004.31,1783.97,304.201,26.1773,0.743288,0,0.288019,0.0465889,3.83097,1204.4,1.61049,0.547264,3.52876,
44,1310.55,1982.23,1991.59,0.661149,91.5414,0,76.805,3.80301,99.4116,1466.93,136.762,90.6934,16.2893,250.051,0,144.25,2.39737,239.06,861.66,824.106,248.137,24.3195,0.743288,0,0.288019,0.0427821,2.9186,1205.45,1.61049,0.547264,3.52876,
45,1310.55,2105.63,1946.25,0.622406,147.143,0,74.4393,4.01296,111.568,1500.86,103.966,146.25,17.382,355.27,0,122.668,2.62204,287.952,812.157,246.73,352.514,24.3103,0.743288,0,0.288019,0.0427821,2.9186,1205.45,1.61049,0.547264,3.03442,
46,1303.78,1706.68,1069.58,0.763931,77.7722,0,61.7257,3.88342,91.3914,1321.44,62.2446,76.0297,12.1837,232.619,0,105.091,2.25949,213.83,430.963,132.185,223.472,12.9883,0.743288,0,0.288019,0.0427821,2.9186,1204.74,1.61049,0.547264,3.52876,
47,1303.78,1843.55,1779.92,0.707211,82.4663,0,74.3104,3.91219,99.87,1396.7,90.4046,81.6946,14.1938,241.586,0,142.214,2.21801,268.272,831.83,293.494,238.512,22.984,0.743288,0,0.288019,0.0427821,2.9186,1204.74,1.61049,0.547264,4.41491,
48,1300.55,1850.5,1681.78,0.70281,85.8608,0,80.0399,3.74108,91.6586,1346.63,143.989,85.2066,13.379,218.502,0,149.62,2.0942,193.378,499.615,828.422,217.209,15.466,0.743288,0,0.288019,0.0427821,1.851,1204.74,1.61049,0.547264,5.5237,
49,1279.56,2077.75,2069.46,0.615841,114.835,0,82.0573,3.97888,107.324,1484.3,156.421,112,16.8269,316.213,0,151.237,2.32312,249.039,847.311,689.87,313.899,25.0774,0.743288,0,0.288019,0.0427821,2.9186,1204.74,1.61049,0.547264,5.5237,
50,1277.44,1975.44,1607.14,0.646664,127.876,0,84.0688,3.85553,122.109,1422.43,75.7634,124.167,15.1643,307.75,0,152.602,2.59758,251.781,600.253,175.489,306.061,18.2772,0.743288,0,0.288019,0.0449378,2.9186,1204.74,1.61049,0.547264,5.5237,
51,1277.44,1828.69,1506.4,0.698555,86.7571,0,67.8869,3.62865,81.3521,1432.91,54.671,86.0361,15.4522,256.823,0,133.212,2.21844,206.793,791.049,104.829,254.087,22.6091,0.743288,0,0.288019,0.00563395,2.9186,1204.74,1.61049,0.547264,5.5237,
52,1277.44,1839.26,1929.01,0.694543,59.4314,0,65.9665,3.86746,65.9671,1396.15,174.251,59.013,14.6123,230.614,0,143.365,2.36593,180.322,765.415,865.042,228.474,22.1728,0.743288,0,0.288019,0.0449378,2.9186,1204.74,1.61049,0.547264,5.5237,
53,1254.12,2059.86,3276.72,0.608839,96.5467,0,69.6471,3.97656,77.902,1375.55,325.689,96.1819,14.37,270.163,0,139.278,2.38674,168.875,577.921,2686.47,268.585,18.6071,0.743288,0,0.288019,0.059148,2.9186,1204.74,1.61049,0.547264,6.82754,
54,1254.12,1883.03,2103.47,0.666012,88.6343,0,61.4428,3.78392,102.402,1295.93,228.678,90.6588,11.5037,274.051,0,136.741,2.25386,336.917,469.064,1254.67,275.395,13.1853,0.743288,0,0.288019,0.0420384,2.9186,1204.74,1.61049,0.547264,6.82754,
55,1254.12,2126.27,2681.31,0.589823,117.164,0,66.5756,3.74747,109.246,1409.55,289.613,115.671,14.7045,315.39,0,143.161,2.14301,237.45,630.415,1557.33,312.01,18.6436,0.743288,0,0.288019,0.0420384,2.9186,1204.74,1.61049,0.547264,6.82754,
56,1254.12,4776.1,28337.9,0.262583,81.6325,0,71.4573,3.92453,127.952,1472.93,2922.8,80.0263,15.3782,265.532,0,152.556,2.52406,299.603,842.733,27975,260.37,23.1037,0.743288,0,0.055033,0.059148,2.08365,1204.74,1.61049,0.547264,6.9993,
57,1254.12,1977.7,2199.26,0.634131,85.8695,0,67.5145,3.34458,103.383,1345.86,274.317,84.7257,12.6904,247.746,0,148.827,1.94111,233.879,579.416,2294.59,246.306,16.5968,0.743288,0,0.055033,0.059148,2.9186,1184.31,1.61049,0.547264,2.24677,
58,1254.12,2707.96,5646.49,0.463124,112.537,0,91.2217,3.88609,105.842,1509.53,755.432,112.058,17.4531,301.055,0,190.034,2.26359,254.455,790.711,4930.02,299.839,24.7278,0.743288,0,0.055033,0.059148,2.9186,1204.74,2.18342,0.547264,6.9993,
59,1254.12,1693.25,1291.01,0.740661,77.1062,0,58.6811,3.67484,79.1912,1343.17,44.4551,74.6386,12.3272,248.057,0,136.915,2.02188,209.563,585.432,619.374,239.566,15.3895,0.337659,0,0.055033,0.059148,2.9186,1204.74,2.18342,0.343005,6.9993,
60,1254.12,2471.3,6835.06,0.507475,82.7363,0,69.4091,3.70338,71.9199,1450.09,695.459,81.9989,15.9838,236.891,0,153.128,2.29962,148.888,765.701,6276.55,235.643,23.807,1.24942,0,0.055033,0.0145068,2.9186,1204.74,2.18342,0.655552,6.9993,
61,1254.12,2001.57,2634.89,0.62657,82.5895,0,61.5408,3.8027,119.173,1496.6,140.605,81.3038,15.9529,283.809,0,131.838,2.36653,338.07,975.979,1123.78,281.448,24.4881,1.24942,0,0.055033,0.0145068,3.15102,1204.74,2.18342,0.655552,6.9993,
62,1254.12,1869.71,1602.49,0.670758,98.6496,0,52.6492,4.08939,103.291,1412.25,86.9789,96.8221,14.9771,282.642,0,101.182,2.54241,233.282,634.631,236.9,277.639,18.6799,1.24942,0,0.055033,0.0145068,3.15102,1204.74,2.18342,0.655552,6.9993,
63,1254.12,1870.85,1632.45,0.670347,79.3152,0,70.0607,3.75958,97.6169,1400.61,126.349,78.5894,14.554,228.028,0,155.702,2.41031,216.332,568.073,479.726,227.037,18.0034,1.24942,0,0.055033,0.0145068,3.15102,1204.74,2.18342,0.655552,6.3707,
64,1254.12,1644.38,1446.44,0.76267,46.1573,0,39.3473,3.69444,62.9179,1323.37,112.159,44.9399,11.8007,164.11,0,104.468,1.794,167.024,509.951,808.302,159.236,14.4581,1.24942,0,0.055033,0.0145068,3.15102,1206.43,2.18342,0.655552,6.3707,
65,1254.12,2058.24,2236.14,0.609316,96.1858,0,64.3826,4.00819,112.751,1524.9,143.333,94.9685,17.721,286.646,0,143.008,2.70567,289.159,922.619,817.751,283.117,27.7802,1.24942,0,0.055033,0.0145068,3.15102,1206.43,2.18342,0.655552,6.3707,
66,1254.12,1818.11,1704.61,0.689796,78.2386,0,49.9307,3.54843,79.2297,1354.59,161.743,77.0642,13.7668,254.346,0,119.938,2.18073,178.77,603.663,953.092,254.143,18.8269,0.615304,0,0.055033,0.0145068,3.15102,1206.1,2.18342,0.142784,6.3707,
67,1254.12,2348.77,5503.52,0.533948,92.0424,0,53.1588,3.50463,93.9046,1383.44,621.195,88.3067,13.2174,281.511,0,133.675,2.10423,228.958,629.946,4875.27,271.043,15.8522,0.615304,0,0.055033,0.128526,3.15102,1206.36,2.18342,0.142784,6.3707,
68,1254.12,1777.72,1551.52,0.705466,70.3735,0,62.3738,3.38154,81.972,1366.65,111.45,68.3996,13.1203,221.447,0,148.453,1.7931,183.999,513.599,630.171,217.264,15.194,0.615304,0,0.055033,0.0399187,3.15102,1206.36,2.18342,0.142784,6.3707,
69,1254.12,1945.99,1668.16,0.644464,82.2809,0,74.5929,3.53464,119.274,1487.31,78.6661,83.8257,16.5134,243.353,0,158.698,2.38835,267.734,814.002,210.586,245.472,24.3464,0.615304,0,0.055033,0.0399187,3.09941,1206.36,2.18342,0.142784,2.13633,
70,1254.12,4840.68,19756,0.25908,87.9278,0,71.4097,3.68317,82.0067,1455.9,3036.99,86.655,16.1044,258.407,0,173.926,2.28041,181.203,749.352,19256,257.835,22.6891,0.615304,0,0.055033,0.0399187,1.68196,1206.27,2.18342,0.142784,6.3707,
71,1254.12,1911.46,2543.06,0.656107,88.5126,0,49.3949,3.42306,88.9881,1335.11,245.617,87.6428,12.7731,285.775,0,131.011,1.93745,203.752,487.011,3106.88,283.556,14.9946,0.615304,0,0.055033,0.0399187,4.08483,1206.27,2.18342,0.142784,6.3707,
72,1254.12,1898.9,1706.73,0.660448,100.893,0,69.1598,3.51346,112.439,1417,85.1701,96.7602,13.9577,311.847,0,159.044,2.2863,258.281,724.212,280.093,299.275,17.9764,0.615304,0,0.055033,0.0399187,4.08483,1206.36,2.60549,0.142784,6.3707,
73,1254.12,1937.37,2459.14,0.647333,97.2842,0,62.5606,3.43024,107.604,1355.31,202.172,96.3486,12.6586,281.662,0,160.184,2.02278,249.288,607.127,1481.9,279.389,15.6244,0.615304,0,0.055033,0.0148276,4.08483,1206.36,2.60549,0.142784,2.00137,
74,1254.12,1916.11,2199.46,0.654514,75.5922,0,44.986,3.15374,94.3587,1380.64,228.227,74.9127,14.2419,238.617,0,126.227,1.62014,218.287,675.215,1322.67,236.994,20.179,0.615304,0,0.055033,0.0399187,4.08483,1204.03,2.28867,0.142784,6.3707,
75,1254.12,1876.06,1572.22,0.668489,77.9681,0,74.9591,3.01141,83.0564,1412.87,131.112,78.2946,14.7878,232.104,0,177.441,1.90091,188.98,719.792,640.747,233.274,21.3852,0.615304,0,0.055033,0.0309752,4.08483,1206.36,0.936595,0.142784,4.57832,
76,1254.12,1916.04,1786.21,0.654538,91.4341,0,49.4828,3.47708,84.0091,1479.16,100.827,90.8028,16.8484,264.288,0,130.805,2.34378,205.308,822.404,477.613,263.19,25.4053,0.615304,0,0.055033,0.0399187,4.08483,1205.71,2.28867,0.142784,6.3707,
77,1254.12,1886.99,1530.55,0.664615,93.587,0,61.8811,3.65823,81.0212,1459.13,79.5915,91.6696,16.45,241.086,0,145.009,2.63736,194.415,677.137,236.738,238.551,21.2263,0.615304,0,0.055033,0.0399187,4.08483,1205.44,2.28867,0.142784,6.3707,
78,1254.12,2821.91,10781.6,0.444424,76.414,0,51.2766,3.30902,105.715,1420.19,1075.51,75.3617,14.1323,240.417,0,138.881,2.00243,270.313,783.811,10205.8,237.905,20.8021,0.615304,0,0.055033,0.0399187,4.08483,1205.43,1.94967,0.142784,6.3707,
79,1254.12,2195,2834.1,0.571355,84.7226,0,77.0711,3.4683,82.1793,1458.48,389.074,83.8026,16.2028,224.843,0,186.555,2.32707,206.41,786.711,2040.3,222.908,23.3929,0.615304,0,0.055033,0.0399187,4.08483,1205.43,1.94967,0.142784,3.36765,
80,1254.12,1928.13,2128.89,0.650433,90.4206,0,33.5418,3.39794,103.934,1439.99,152.498,88.9579,15.3922,313.647,0,103.63,2.15786,283.734,798.61,873.805,310.432,22.2523,0.615304,0,0.055033,0.128526,4.08483,1205.43,1.94967,0.142784,6.9993,
81,1254.12,2714.1,8803.18,0.462077,88.308,0,53.2258,3.4981,84.2776,1415.01,968.63,86.1896,14.9645,253.46,0,154.043,2.16779,205.493,648.679,8253.42,247.465,19.442,0.615304,0,0.055033,0.128526,4.08483,1205.43,1.94967,0.142784,6.9993,
82,1254.12,1896.78,1989.07,0.661184,89.2134,0,58.7214,3.40952,87.7945,1398.81,156.227,88.147,14.465,262.477,0,158.946,1.88646,224.586,710.752,1048.92,260.318,19.8104,0.615304,0,0.055033,0.128526,4.08483,1204.59,1.94967,0.142784,6.9993,
83,1254.12,2048.46,2712.63,0.612226,70.7104,0,57.2393,3.15796,96.6776,1371.1,366.136,69.6247,13.8217,234.273,0,159.793,1.73736,213.953,580.469,1829.29,231.684,17.0687,0.615304,0,0.055033,0.128526,2.85618,1205.43,1.94967,0.142784,6.9993,
84,1254.12,5044.08,31520,0.248633,82.351,0,49.9692,3.30431,83.8316,1360.82,3369.94,80.8709,12.9876,250.553,0,143.335,1.83248,189.907,501.989,31214.2,245.349,14.5769,0.615304,0,0.055033,0.128526,4.08483,1205.43,1.94967,0.142784,6.9993,
85,1254.12,1941.62,3608.48,0.645915,67.1746,0,38.2006,3.14561,77.29,1345.94,330.946,66.2934,12.6357,263.812,0,116.66,1.9554,199.837,564.612,3365.19,262.07,16.2158,0.490496,0,0.076432,0.126747,4.08483,1205.33,1.94967,0.142784,6.9993,
86,1254.12,2082.7,2389.59,0.602162,104.655,0,78.3285,3.22824,100.224,1409.11,267.608,104.096,15.4473,329.197,0,196.159,1.85132,215.632,695.652,1332.86,328.632,21.9544,0.490496,0,0.076432,0.056226,4.08483,1205.33,1.94967,0.142784,3.07325,
87,1254.12,1840.46,1658.93,0.681418,107.591,0,60.4394,3.11063,110.984,1397.13,41.4795,105.574,14.153,320.408,0,158.995,2.04423,247.052,681.263,241.329,316.235,19.2762,0.490496,0,0.076432,0.056226,9.41233,1205.33,1.94967,0.142784,6.96002,
88,1254.12,1847.47,1844.55,0.678833,72.4701,0,41.9456,2.97201,62.934,1447.17,131.865,71.6789,16.433,243.257,0,119.064,1.75393,154.738,832.644,762.899,242.094,25.1126,0.490496,0,0.076432,0.056226,4.13419,1205.33,1.94967,0.142784,6.9993,
89,1254.12,2127.96,2841.8,0.589353,103.756,0,68.1836,3.2602,118.729,1501.74,213.522,101.64,17.1309,306.571,0,175.143,2.50914,306.736,936.208,1150.4,300.885,24.8331,0.490496,0,0.076432,0.056226,15.4405,1205.33,2.21332,0.142784,6.9993,
