Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.roll_center_gnd.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.camber_angle_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.roll_center_gnd.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.camber_angle_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.roll_center_gnd.z.best,Heave.front.tie_rod_angle_top_view_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.camber_angle_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
0,38.9311,114.835,169.96,0.339017,1.85543,1.53634,13.2715,4.14268,76.4361,2.27071,11.0629,1.00871,0.221127,3.02961,0.579846,1.6112,8.01279,4.50713,186.636,2.84487,13.023,1.00003,0.262005,3.49849,0.933356,0.936855,1.06632,0.0361823,12.3727,0.0356016,0.401411,0.973378,0.00449489,0.560316,
1,38.9311,271.969,394.544,0.143145,2.07143,1.51812,11.1063,3.94885,19.252,2.01905,223.468,0.98969,4.43872,3.15664,1.82667,0.562629,8.01964,2.37347,56.9249,1.88389,441.373,0.0264014,8.67218,1.94297,0.933356,0.892289,0.933962,0.0461635,9.35127,0.0356016,0.401411,0.963326,0.00449489,0.557889,
2,38.9311,127.875,146.551,0.304447,1.78082,1.47893,13.8292,3.50896,18.5159,1.71662,80.8346,0.988621,1.61712,3.60404,0.578295,0.660911,8.73025,2.16387,6.43855,1.38557,199.745,0.0165037,4.01798,2.03675,0.933356,0.936248,0.933962,0.0461635,11.8633,0.0356016,0.401411,0.969782,0.00449489,0.560316,
3,38.9311,159.35,194.862,0.244311,1.80631,1.28448,8.66059,3.13256,22.4649,1.47648,114.222,0.990606,2.2841,3.02853,0.474327,0.529852,7.60655,2.32559,9.14211,1.39556,183.236,0.0166029,3.87945,1.68439,0.933356,0.890022,0.945517,0.0461635,12.184,0.0356016,0.401411,0.95999,0.00449489,0.560316,
4,38.9311,148.688,184.055,0.261831,1.78853,1.30251,11.0031,2.91933,19.6555,1.29247,104.474,0.986949,2.09125,3.17375,0.458388,0.380816,7.48635,2.09222,7.25439,1.11869,182.25,0.015664,3.63456,2.04411,0.933356,0.936855,1.06632,0.0461635,10.1195,0.018506,0.401411,0.972892,0.00449489,0.560316,
5,38.9311,236.355,391.463,0.164715,1.80695,1.46387,9.52198,3.39164,20.1825,1.48477,190.438,0.989187,3.77473,3.30122,0.469207,0.779333,7.43763,2.61523,6.72901,1.50335,371.29,0.0174983,7.56063,1.92652,0.933356,0.882789,1.06632,0.0461635,4.32169,0.0356016,0.401411,0.947148,0.00449489,0.560316,
6,38.9311,212.517,329.701,0.18319,1.84683,1.40906,10.6309,3.28663,20.1525,1.54857,165.413,0.988495,3.29107,3.94956,0.499395,0.579506,7.93124,2.0904,7.23123,1.23526,322.541,0.0137768,6.36591,2.56281,0.878151,0.902237,1.0121,0.0461635,9.25768,0.0356016,0.401411,0.973282,0.00449489,0.560316,
7,38.9311,165.099,286.465,0.235805,1.77233,1.24028,8.34458,3.30727,21.0274,1.39367,121.496,0.987655,2.41648,3.11329,0.470763,0.417396,6.40789,2.4572,6.38626,1.42313,287.464,0.013462,5.60149,1.665,0.933356,0.928652,0.956824,0.0461635,9.54624,0.0356016,0.401411,0.973007,0.00449489,0.560316,
8,38.9311,124.963,249.746,0.311541,1.94553,1.29695,7.71121,3.05199,21.8694,1.10034,81.7939,0.988809,1.62127,3.58336,0.433337,0.466001,6.68854,2.17621,6.13521,0.942402,246.311,0.0149723,4.94998,2.10617,1.04493,0.936855,1.06632,0.0461635,12.3586,0.0356016,0.401411,0.972399,0.00449489,0.560316,
9,38.9311,180.146,317.974,0.216108,1.93618,1.37051,8.20407,3.42707,30.3586,1.40293,126.231,0.99208,2.50774,3.71614,0.502916,0.60865,7.72855,2.71229,62.2631,1.57777,301.06,0.0218073,6.14487,2.20978,1.04493,0.674875,0.930758,0.0461635,11.1886,0.0356016,0.401411,0.957657,0.00449489,0.717708,
10,38.9311,151.593,259.036,0.256814,1.88992,1.27078,7.24614,3.01665,21.1219,1.05257,109.189,0.986374,2.17108,3.6485,0.454805,0.447466,5.36643,2.41457,10.4736,0.998502,257.77,0.0139566,4.99414,1.59847,0.941461,0.905508,1.06632,0.0461635,13.0331,0.0356016,0.401411,0.969106,0.00449489,0.717708,
11,38.9311,194.042,354.763,0.200632,1.88316,1.21771,7.93215,2.95012,52.6532,1.214,118.994,0.990941,2.36585,3.84162,0.417835,0.366417,5.83107,2.30308,207.384,1.16703,277.279,0.0243227,5.46496,1.96518,1.04493,0.915248,0.933482,0.0461635,9.45154,0.0356016,0.401411,0.973045,0.00449489,0.717708,
12,38.9311,191.521,374.361,0.203273,1.94317,1.20297,8.67688,3.12149,20.243,1.28351,147.352,0.988898,2.91426,3.79528,0.473191,0.453845,7.0297,2.33542,32.5369,1.24555,364.145,0.0173775,7.2169,1.97714,1.04493,0.821989,0.478539,0.0461635,11.1745,0.0356016,0.401411,0.973809,0.00449489,0.717708,
13,38.6684,158.645,202.84,0.243741,2.05943,1.24659,7.84123,2.62948,20.7485,1.0758,116.154,0.985762,2.32154,3.58331,0.455141,0.596205,6.22281,1.94034,5.5019,1.08893,196.866,0.0127465,3.98556,1.90193,1.04493,0.911523,1.00514,0.0461635,11.2814,0.024378,0.401411,0.952261,0.00449489,0.717708,
14,38.6684,76.3625,57.2848,0.50638,1.9467,1.20239,7.37239,3.03047,21.8689,1.26487,34.5949,0.987541,0.692214,3.40209,0.470631,0.468827,6.1397,2.29794,5.92879,1.22516,94.4099,0.0128454,1.95733,1.66226,1.04493,0.926069,0.954376,0.020765,13.0331,0.0356016,0.401411,0.972975,0.00449489,0.717708,
15,38.6684,187.139,281.702,0.20663,1.94082,1.16845,8.72166,3.29329,20.9501,1.49666,141.689,0.988398,2.82908,4.06129,0.46121,0.432286,6.06134,2.39906,10.1951,1.46222,265.057,0.02305,5.87789,1.73571,1.04493,0.932131,1.00514,0.0461635,9.202,0.0919577,0.401411,0.964004,0.00449489,0.717708,
16,38.6684,110.495,136.941,0.349957,1.94632,1.13428,6.64624,2.97355,23.453,1.27157,67.0651,0.993493,1.34103,3.67025,0.443745,0.41714,5.18682,2.3381,8.51108,1.03158,157.065,0.0320426,3.12111,1.80535,0.991757,0.923628,0.974539,0.0461635,13.1987,0.0935723,0.401411,0.964543,0.00449489,0.717708,
17,38.6684,122.939,188.812,0.314534,1.98459,1.26725,6.35587,3.07142,44.677,1.40038,58.3574,0.997593,1.16595,3.66123,0.432919,0.599333,6.39158,2.75238,102.667,1.34389,158.391,0.0274174,3.131,2.21057,1.30623,0.932131,0.946777,0.0461635,9.52102,0.0935723,0.401411,0.974176,0.00449489,0.535792,
18,38.6684,165.057,309.566,0.234273,2.02604,1.12417,6.27218,2.89409,42.8442,1.23971,101.779,0.99123,2.01992,3.86719,0.422318,0.400443,4.97172,2.33062,141.881,1.234,265.052,0.0198352,5.38798,1.9566,1.30623,0.932131,1.00514,0.0461635,9.82881,0.0814706,0.401411,0.973207,0.00449489,0.717708,
19,38.6684,156.737,316.017,0.246709,2.05181,1.11869,6.57228,3.19475,25.5391,1.4745,110.217,0.993223,2.18491,3.39029,0.419822,0.376974,4.72851,2.54804,28.3256,1.48302,308.069,0.0285136,6.1002,1.67033,1.277,0.718525,1.00514,0.0461635,14.3473,0.0125814,0.401411,0.974176,0.00449489,0.717708,
20,38.6684,157.685,334.548,0.245225,2.01147,1.10467,6.11199,3.49187,23.2888,1.2705,113.505,0.988149,2.24234,3.67018,0.423216,0.268278,3.93211,2.56347,11.5375,1.38895,323.352,0.0157998,6.34134,1.95853,1.28005,0.935721,1.00514,0.0461635,14.5733,0.0814706,0.401411,0.974143,0.00449489,0.717708,
21,36.1763,131.287,277.937,0.27555,2.05359,1.05085,6.94823,3.50829,23.5184,0.995719,86.8565,0.990276,1.72035,3.64529,0.450665,0.221085,6.08894,2.63502,14.918,0.886226,272.196,0.0208788,5.35295,1.98935,1.30098,0.914411,1.00514,0.0461635,9.34863,0.0504478,0.401411,0.974143,0.00449489,0.717708,
22,36.1763,122.856,188.747,0.294462,2.00565,1.14093,6.62272,2.88808,24.071,1.05897,78.7436,0.98832,1.57195,3.76436,0.435048,0.470358,5.06076,2.29555,19.5026,1.03715,182.316,0.0192113,3.65882,1.97223,1.30098,0.926569,1.00514,0.0461635,10.7993,0.0136247,0.256007,0.960984,0.00322866,0.717708,
23,36.1763,120.739,282.484,0.299624,1.97719,1.08692,5.01454,3.15859,22.9112,0.930949,79.3032,0.992082,1.56777,3.79665,0.422974,0.256763,4.36015,2.50269,6.7774,0.907574,276.78,0.0236211,5.44274,1.83111,1.24995,0.939167,1.00514,0.172474,0.966824,0.0814706,0.256007,0.974176,0.00322866,0.717708,
24,36.1763,101.353,161.145,0.356932,1.97842,1.06945,6.51374,3.18068,23.8255,0.89133,58.0272,0.991431,1.15916,3.71657,0.455638,0.236122,5.94515,2.3792,12.446,0.902209,156.431,0.0215767,3.1116,1.81913,1.30098,0.943073,1.00514,0.177044,9.4011,0.0411213,0.256007,0.973788,0.00322866,0.424223,
25,36.1763,131.087,332.972,0.275971,2.09754,1.12294,5.29735,3.12973,22.6313,1.04122,89.3717,0.992385,1.75786,3.64516,0.438353,0.372961,4.43832,2.14089,4.08997,1.02103,326.629,0.0255812,6.38847,1.77627,1.30098,0.933509,1.06632,0.177044,14.5735,0.033409,0.256007,0.973953,0.00322866,0.717708,
26,36.1763,139.694,189.141,0.258968,2.10466,1.08189,6.32685,3.39206,22.1582,0.906697,97.4997,0.986147,1.94909,3.28871,0.365358,0.318739,3.86168,2.63035,8.94249,0.968658,180.717,0.0154334,3.60399,1.52985,1.30098,0.816198,1.06632,0.177044,9.4701,0.0411213,0.256007,0.971355,0.00322866,0.694819,
27,36.1763,86.9426,81.3436,0.416094,2.11968,1.09182,5.795,2.99477,25.3256,1.01837,43.1145,0.995999,0.861857,3.62502,0.400004,0.334637,5.70141,2.59037,11.8668,1.09449,101.755,0.0314124,1.87195,1.56462,1.1212,0.930714,0.941042,0.101162,13.2099,0.0411213,0.256007,0.974176,0.00322866,0.717708,
28,36.1763,123.1,247.35,0.293877,2.03053,1.09239,5.69542,3.04211,21.8571,0.905821,82.1118,0.988256,1.62838,3.74836,0.406518,0.386444,5.02746,2.4987,5.04436,0.750777,237.874,0.0132597,4.74808,1.60807,1.21605,0.927537,1.06632,0.177044,13.4104,0.0411213,0.256007,0.974176,0.00322866,0.717708,
29,34.033,128.136,307.2,0.265601,2.04379,1.09241,5.04634,2.50629,22.1493,1.06722,88.1904,0.988649,1.74667,3.30492,0.351918,0.43574,4.48957,2.3779,3.97556,1.22952,298.567,0.00861731,5.89624,1.6396,1.30098,0.731505,1.06632,0.12245,9.81795,0.0411213,0.256007,0.95964,0.00322866,0.717708,
30,34.033,124.953,217.328,0.272366,2.03383,1.05716,5.47757,2.41438,32.513,0.763907,74.4916,0.99355,1.48742,3.72063,0.381943,0.330958,4.94857,2.37188,64.7163,0.769171,204.01,0.0241281,4.04713,2.39157,1.2708,0.87927,1.06632,0.107952,9.0622,0.0411213,0.256007,0.974176,0.00322866,0.717708,
31,34.033,133.747,261.667,0.254459,1.99844,1.04467,5.22847,2.09193,43.5576,0.81933,73.6528,0.993934,1.46262,2.89686,0.376955,0.24707,5.22901,2.12438,106.874,0.549627,224.121,0.0215109,4.42054,2.01499,1.2708,0.90688,1.06632,0.117681,10.7765,0.082492,0.256007,0.974176,0.00322866,0.717708,
32,34.033,102.804,177.729,0.331049,1.97287,1.06318,4.90718,2.36989,34.3382,0.876229,51.7525,0.990803,1.03276,3.50012,0.376417,0.325603,4.37774,2.32429,82.5874,0.944379,153.038,0.0149886,3.0601,2.19183,1.2708,0.938843,1.06632,0.169433,9.41863,0.0450198,0.256007,0.973043,0.00322866,0.740323,
33,34.033,85.8289,152.238,0.396522,1.95756,1.03164,4.43961,2.28546,26.0291,0.769202,44.1239,0.991941,0.880353,3.32019,0.365023,0.149118,4.028,2.39225,22.9644,0.571775,147.317,0.0166092,2.94083,1.80543,1.2708,0.92978,0.941175,0.0717015,9.48402,0.0184662,0.256007,0.974176,0.00322866,0.763773,
34,34.033,113.548,329.698,0.299723,1.97573,1.02938,4.42837,2.16579,23.9868,0.957955,73.2624,0.994612,1.43646,3.31083,0.385076,0.104129,5.03208,2.23326,6.36598,1.13673,319.486,0.022148,6.25638,2.09007,1.2708,0.91679,1.78659,0.0929936,12.3014,0.0413728,0.256007,0.974176,0.00322866,0.638011,
35,34.033,150.882,365.705,0.22556,2.10646,1.06424,3.94006,2.40607,28.2524,1.0155,105.752,0.994582,2.08492,3.26633,0.388775,0.273284,3.13813,2.27448,35.6076,1.30171,349.978,0.017435,7.01763,1.58531,1.2708,0.943073,0.920915,0.0642548,13.2968,0.043795,0.256007,0.974176,0.00322866,0.763773,
36,34.033,153.347,397.629,0.221935,2.07322,1.0186,3.71683,1.84749,22.9828,0.673138,114.515,0.990571,2.24987,3.27919,0.325396,0.10955,1.91964,1.86972,5.74842,0.744461,387.086,0.00768372,7.60828,1.94929,1.2708,0.880857,1.77822,0.12437,15.1399,0.0177146,0.256007,0.974176,0.00322866,0.75025,
37,34.033,64.8359,145.052,0.52491,2.01989,1.07143,4.0469,1.53911,23.7092,0.706825,27.0595,0.992621,0.53666,3.15379,0.268489,0.425396,3.47045,1.68655,3.86567,0.893711,162.767,0.0226746,2.93124,1.51454,1.31741,0.943073,1.78659,0.0278156,11.9615,0.0632188,0.256007,0.960322,0.00322866,0.941889,
38,34.033,141.273,360.794,0.240903,1.98677,1.01315,4.02676,1.74261,22.862,0.814404,102.749,0.990896,2.02407,3.06302,0.259059,0.200894,3.14949,1.77699,2.67848,1.02928,359.15,0.00823156,7.05161,1.32419,1.46118,0.907781,1.78659,0.0278156,9.45822,0.0646553,0.256007,0.974176,0.00322866,0.646277,
39,34.033,142.757,302.002,0.238398,2.11623,1.12278,5.57103,1.704,23.7162,0.734472,101.665,0.99564,2.02528,3.10703,0.34181,0.441759,6.0377,1.66331,8.5641,0.784887,292.507,0.0292759,5.83071,1.44054,1.60975,0.944379,1.78659,0.0278156,8.82563,0.0357456,0.256007,0.970215,0.00322866,0.748155,
40,34.033,65.4927,134.3,0.519646,2.00282,1.10345,4.58589,1.77099,27.8248,0.627202,22.8882,0.995407,0.454758,3.23914,0.310931,0.444804,4.89784,2.48102,29.3179,0.607647,148.446,0.0261598,2.94527,1.55518,1.36618,0.944379,1.78659,0.0278156,11.5729,0.0646553,0.201446,0.961467,0.00322866,0.833259,
41,34.033,131.54,357.197,0.258727,2.01016,1.01973,4.47881,1.72575,25.4351,0.884,90.2946,0.994768,1.77713,2.9201,0.332172,0.167947,5.21085,2.37073,18.4428,1.06589,342.085,0.0178174,6.97695,1.39484,1.61709,0.703706,2.36024,0.00621455,9.54788,0.0629715,0.201446,0.987452,0.00322866,0.788849,
42,34.033,142.036,366.084,0.239608,2.05736,0.99352,4.48076,1.71245,22.4987,0.637598,103.336,0.991947,2.0389,3.28907,0.316257,0.0824517,5.08147,2.04242,4.32525,0.547018,355.254,0.00886264,7.02551,2.08536,1.56653,0.772878,2.51,0.0186367,9.67642,0.0646553,0.201446,0.978929,0.00322866,0.668288,
43,33.0127,80.0445,205.021,0.41243,2.00101,1.09419,4.29503,1.49817,22.9403,0.777913,43.2344,0.991008,0.859979,2.35252,0.281352,0.451516,5.01404,1.95285,3.2078,0.898516,206.327,0.00487527,4.10676,1.75788,1.61419,0.945908,2.51,0.0278156,9.18457,0.0430444,0.201446,0.971669,0.00315845,0.616159,
44,33.0127,50.2921,80.6281,0.656419,1.99789,1.11037,4.42579,1.33434,33.585,0.967581,3.37128,0.994095,0.0655226,2.44026,0.288751,0.557667,5.63592,1.6502,73.7103,1.16237,40.5457,0.0161172,0.800351,1.40442,1.63379,0.945908,2.51,0.0259695,12.3513,0.0430444,0.201446,0.987933,0.00315845,0.68843,
45,33.0127,48.1416,70.2251,0.685743,1.96325,1.00897,3.35493,1.04585,24.7827,0.929626,11.635,0.993535,0.230675,2.19702,0.251166,0.1194,2.14954,1.66228,11.6342,1.02494,65.3585,0.018719,1.3266,1.15808,1.59701,0.918613,1.20776,0.00588518,22.1931,0.0430444,0.201446,0.987416,0.00315845,0.68843,
46,33.0127,110.479,263.768,0.298815,2.00618,1.08825,4.22165,1.44892,31.7818,1.16189,64.1259,0.992098,1.27364,2.37856,0.300889,0.43645,4.04483,2.05509,63.0239,1.57179,241.328,0.0151701,4.95522,1.88453,1.63199,0.945908,2.51,0.0197253,7.55107,0.0430444,0.201446,0.95992,0.00315845,0.747934,
47,32.8241,55.3257,88.2893,0.593289,1.96417,1.07853,3.38178,1.06499,27.937,0.805244,15.6292,0.994653,0.310584,2.1595,0.25911,0.337825,2.24655,1.65962,21.5377,0.922799,87.3412,0.0186077,1.81461,1.6409,1.4804,0.945908,1.34088,0.00913723,21.9622,0.0430444,0.201446,0.989144,0.00154212,0.747934,
48,32.8241,99.5558,229.129,0.329706,2.01529,1.14679,4.15362,1.21009,22.8859,0.726841,63.1224,0.990235,1.2556,2.04901,0.331283,0.555806,4.76702,2.18268,5.91305,0.538974,216.459,0.0091123,4.29433,1.48764,1.4804,0.945908,2.47872,0.0137727,10.532,0.0646553,0.201446,0.957064,0.00154212,0.714497,
49,32.8241,38.6656,13.9959,0.848925,1.94155,1.10597,4.68541,0.925856,23.149,0.833485,3.05573,0.993278,0.0595943,1.91571,0.303754,0.442463,6.7366,1.57219,2.49195,0.951194,40.8915,0.00949421,1.20618,1.42962,1.4804,0.945908,2.52953,0.0197253,12.291,0.0201372,0.201446,0.989078,0.00154212,0.747934,
50,32.8241,102.066,253.335,0.321596,1.94937,1.07099,4.36787,0.951732,25.5585,0.841543,63.1121,0.993536,1.25655,1.96423,0.295262,0.233416,4.84785,1.77001,18.9481,0.803203,242.742,0.0159261,4.85566,1.55349,1.4804,0.945908,2.52953,0.0197253,9.03948,0.0201372,0.201446,0.973692,0.00154212,0.747934,
51,32.8241,80.3883,242.162,0.40832,1.92063,1.03616,3.44565,0.927489,29.0457,0.768224,39.5967,0.995265,0.777938,1.87458,0.28139,0.180939,2.35553,1.99862,27.0767,0.79017,231.991,0.0194079,4.58107,0.95126,1.55035,0.675193,2.52953,0.00523559,15.7442,0.0201372,0.24566,0.989264,0.00154212,0.747934,
52,32.8241,115.972,505.579,0.283034,2.0058,1.08573,3.72223,0.921433,102.448,0.858429,1.92268,0.997955,0.0368557,1.97314,0.234703,0.328569,3.08878,1.8785,501.647,0.908243,33.4234,0.0274671,0.747076,1.71729,1.64292,0.955005,2.52953,0.00523559,23.1454,0.0240877,0.106822,0.989979,0.00154212,0.747934,
53,32.8241,178.034,388.577,0.18437,2.01962,1.12722,4.91023,1.35807,35.2434,1.10139,126.426,0.993807,2.49972,2.35437,0.313414,0.563182,5.6745,2.39886,111.65,1.55605,389.292,0.0165,7.77354,2.1402,1.42753,0.955005,2.52953,0.00523559,6.55401,0.0240877,0.166971,0.950639,0.00182983,0.747934,
54,32.8241,124.753,310.795,0.263113,1.98459,1.19225,4.28298,1.3382,35.5817,0.937,74.8401,0.997157,1.47535,2.12364,0.304433,0.651986,4.04169,2.48075,55.9173,1.25711,303.863,0.0285471,6.04468,2.05807,1.57597,0.920329,2.52953,0.00523559,9.58279,0.0240877,0.166971,0.954437,0.00182983,0.747934,
55,32.8241,49.0154,64.0695,0.66967,1.99269,1.08384,4.27164,0.984954,24.0049,0.726795,13.0018,0.995166,0.258887,1.69481,0.301052,0.368235,5.4469,1.98497,12.6815,0.718045,80.3905,0.0213731,1.33297,1.1002,1.57597,0.975687,2.52953,0.00523559,12.1138,0.0240877,0.166971,0.99054,0.00182983,0.747934,
56,32.7215,86.0101,260.463,0.380438,1.97047,1.05378,3.30278,0.90922,24.1572,0.590326,50.3869,0.994755,0.994493,1.65011,0.272345,0.147871,2.57972,1.87986,5.01456,0.504456,251.554,0.0206185,5.00415,1.26633,1.57597,0.744995,2.52953,0.0236887,14.5239,0.0240877,0.166971,0.990518,0.00182983,0.747934,
57,32.7215,58.3162,147.151,0.561105,2.02616,1.21717,4.21287,0.88053,23.2307,0.72123,22.9024,0.99154,0.453273,1.68028,0.302688,0.762,5.46172,1.75309,2.72072,1.15295,141.81,0.00831716,2.89208,1.45844,1.57597,0.968492,2.52953,0.011997,11.5202,0.0170534,0.166971,0.95053,0.00182983,0.707376,
58,32.7215,57.9801,165.617,0.564357,1.93104,1.03417,2.85587,0.664683,23.5159,0.600276,24.4764,0.992034,0.484752,1.42503,0.243182,0.189115,1.37089,1.28191,2.62412,0.933509,162.253,0.00445949,3.22392,0.819829,1.53842,0.859597,1.84057,0.0416117,5.28112,0.0240877,0.166971,0.990495,0.00182983,0.747934,
59,32.7215,150.96,359.699,0.216756,1.93331,1.15072,4.3084,0.930074,22.5862,0.629558,114.378,0.990299,2.26671,1.78749,0.292236,0.411577,4.60672,1.67046,4.08772,0.781322,339.368,0.00571325,7.13008,1.8617,1.51599,0.982708,2.52953,0.00728965,8.78056,0.0240877,0.166971,0.965865,0.0013885,0.747934,
60,32.7215,170.832,439.859,0.191542,1.98283,1.09194,4.0442,1.44025,28.4314,0.90935,127.531,0.998785,2.50242,1.90019,0.356627,0.208576,4.95796,2.62918,26.486,1.59125,427.324,0.0252255,8.41955,1.80988,1.53842,0.795101,2.51328,0.0127295,6.99131,0.018554,0.166971,0.990492,0.0013885,0.747934,
61,32.7215,67.3096,236.067,0.486134,1.90566,1.06011,2.91995,0.637592,23.792,0.380079,33.6177,0.991438,0.657608,1.34744,0.209748,0.0898531,1.11779,1.47031,4.74992,0.587206,247.702,0.00728382,4.84576,1.60493,1.53842,0.965053,2.52953,0.0290363,15.1964,0.0174079,0.166971,0.987205,0.0013885,0.737294,
62,32.331,39.1866,18.9623,0.825052,1.91168,1.22022,4.73367,1.11478,24.1159,0.615927,3.05239,0.995683,0.0592605,1.36714,0.306908,0.687804,6.51089,2.4524,5.59433,1.18509,14.471,0.0201357,0.585645,0.988671,1.53576,0.981234,2.50871,0.0156525,13.0894,0.0148547,0.202818,0.990576,0.0013885,0.724304,
63,32.331,152.352,458.099,0.212213,1.93078,1.14872,3.93257,1.31469,71.5608,0.651684,67.9218,0.997789,1.3293,1.56382,0.327783,0.385226,4.92663,2.6579,319.481,1.09719,332.725,0.0220733,6.48566,1.65227,1.53842,0.988124,1.43281,0.0156525,12.3709,0.0148547,0.202818,0.990808,0.0013885,0.724304,
64,32.0468,66.5643,159.175,0.481442,1.9067,1.09751,4.66982,1.04268,24.4118,0.696495,29.3081,0.999569,0.583269,1.8484,0.323393,0.244829,6.1362,2.19325,46.9286,1.14788,152.393,0.0311748,3.07812,1.99825,1.47968,0.962803,2.52953,0.00844292,9.67424,0.0148547,0.202818,0.990058,0.0013885,0.724304,
65,32.0468,64.258,187.874,0.498721,1.89432,1.17687,4.24851,1.02452,23.777,0.583788,28.4027,0.996288,0.56144,1.59256,0.303124,0.543662,5.66641,2.47354,4.66247,1.21788,183.162,0.0217099,3.63231,1.65859,1.47968,0.979156,2.52953,0.00844292,9.79622,0.0148547,0.202818,0.99069,0.0013885,0.724304,
66,32.0468,50.9836,108.431,0.628571,1.91543,1.12197,4.05007,0.653556,23.5638,0.451556,16.5479,0.993711,0.328441,1.35727,0.325375,0.407552,5.39615,1.44889,2.12904,0.801476,103.308,0.00976684,2.05564,0.87997,1.47968,0.979156,2.52953,0.00844292,13.0134,0.0148547,0.202818,0.990672,0.00183899,0.724304,
67,32.0468,72.3145,243.865,0.443159,1.9091,1.10833,3.65155,0.917319,26.1503,0.327186,35.1706,0.996083,0.686023,1.39801,0.303405,0.316847,4.6731,2.07673,16.4407,0.384836,236.859,0.0190022,4.62056,1.29405,1.47968,0.975234,0.624444,0.00844292,12.2902,0.0148547,0.239722,0.99069,0.00183899,0.724304,
68,31.9924,102.19,283.289,0.313068,1.84179,1.10638,3.67011,0.756027,31.2337,0.424361,59.4864,0.995742,1.17244,1.50312,0.303388,0.260538,3.40015,1.54561,42.7477,1.04276,269.156,0.0176981,5.37417,1.37397,1.41259,0.967938,2.52953,0.00844292,9.33163,0.0148547,0.239722,0.99033,0.00183899,0.724304,
69,31.9924,113.01,337.392,0.283093,1.82291,1.06751,3.28459,0.758518,24.5098,0.464071,77.0282,0.994763,1.51136,1.56846,0.286214,0.129466,2.43576,1.70497,8.45902,1.15638,325.861,0.0206332,6.4332,1.68332,1.41259,0.931903,1.37842,0.00844292,14.5098,0.0148547,0.239722,0.989676,0.00183899,0.724304,
70,31.9924,48.2237,70.8133,0.663416,1.78535,1.0799,4.17416,0.517657,26.1013,0.359209,11.5445,0.994455,0.229424,1.43768,0.335335,0.225948,5.64505,1.14049,18.5551,0.761481,51.7211,0.012755,1.43131,1.3952,1.41259,0.972417,2.58907,0.00844292,12.0752,0.0167878,0.239722,0.990524,0.00183899,0.745073,
71,31.9924,139.244,374.752,0.229758,1.78007,1.05552,3.39284,1.04441,32.2821,0.348744,95.0181,0.994276,1.87347,1.45444,0.343862,0.0977735,2.47529,2.75188,63.3778,0.966927,349.266,0.0151894,7.10752,1.35218,1.39959,0.732304,2.59276,0.00844292,9.4148,0.0167878,0.239722,0.985607,0.00186689,0.723744,
72,31.445,71.8959,174.778,0.437368,1.75247,1.08902,4.1441,0.519578,26.6122,0.339962,34.3687,0.995878,0.683636,1.39042,0.276536,0.296642,4.34839,1.10658,18.5341,0.74692,172.212,0.0247623,3.53005,1.06542,1.39959,0.972681,2.64328,0.0156525,10.8384,0.0147675,0.0774489,0.966299,0.00148515,0.734159,
73,31.445,55.464,146.01,0.566944,1.76426,1.09614,4.0564,0.707195,24.3184,0.226384,20.7263,0.994584,0.410416,1.16392,0.325803,0.341886,5.14124,1.99928,6.86167,0.368334,142.249,0.0202499,2.8373,0.684874,1.39959,0.99837,2.64328,0.0156525,10.6879,0.0147675,0.0774489,0.962507,0.00113995,0.734159,
74,31.445,40.9526,40.632,0.767839,1.77305,1.10136,4.60795,0.638193,28.4751,0.269013,1.7071,0.998429,0.0323978,1.34999,0.291404,0.204902,6.43828,1.92257,31.9611,0.575165,10.4815,0.026505,0.38385,1.47879,1.39959,1.01712,2.64328,0.0156525,12.2927,0.0158392,0.0774489,0.991116,0.00148515,0.729256,
75,31.445,65.3488,170.899,0.481186,1.75748,1.14026,3.82336,0.61395,30.5396,0.227287,24.3102,0.993666,0.482012,1.46105,0.327278,0.464067,4.33563,1.82759,50.1816,0.491575,156.456,0.0138229,3.16655,1.80114,1.41259,0.967896,2.63257,0.00626884,5.9139,0.016314,0.0774489,0.983022,0.00148515,0.734159,
76,31.445,88.1965,274.024,0.356533,1.76409,1.121,3.49876,0.600549,24.4337,0.3174,53.1591,0.993787,1.04595,1.26212,0.251107,0.399538,3.05261,1.90718,8.58411,0.930568,266.455,0.0201668,5.26289,1.35315,1.42528,1.01431,2.64328,0.00628226,11.5988,0.0190413,0.0774489,0.95941,0.00148515,0.734159,
