Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.roll_center.z.avg,Heave.front.king_pin_inclination_l.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.roll_center.z.std_dev,Heave.front.king_pin_inclination_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.roll_center.z.best,Heave.front.king_pin_inclination_l.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
10,56.675,197.626,44.3092,0.286779,98.7946,6.22694,8.47482,1.14949,0.84631,3.14026,0.141193,27.1798,1.63211,34.8473,12.9613,0.728375,1.50369,40.6316,3.57369,6.88831,1.14528,0.315176,2.05301,0.101015,17.8924,1.5219,30.9519,5.38219,0.48061,0.705109,13.7258,1.16032,0.0916775,0.021112,0.366981,0.46887,0.00232848,0.735938,0.0510595,0.129848,0.612156,0.0804337,0.547277,
11,56.675,181.584,49.272,0.312115,81.1274,6.51953,7.1662,0.854216,0.897023,2.89754,0.148402,26.5596,1.24766,36.3793,15.67,0.693423,1.42332,35.679,4.47711,4.80381,0.797646,0.345337,2.08974,0.120787,19.9375,1.04793,31.5213,11.9372,0.548289,0.534855,13.7258,1.16032,0.0916775,0.021112,0.369381,0.216031,0.00262649,0.735938,0.0510595,0.129848,0.612156,0.0804337,0.547277,
12,56.675,171.12,104.443,0.331201,66.8128,6.1609,10.5849,1.17427,0.887801,2.74714,0.211832,27.3039,1.09214,31.9087,19.8034,0.696214,1.73559,56.2527,4.86419,19.7757,1.11552,0.46942,2.21521,0.148104,23.2195,0.906478,37.7312,13.1855,0.56773,0.971352,11.2188,1.16032,0.0916775,0.0305215,0.34168,0.105986,0.00262649,2.05458,0.0510595,0.129848,4.37699,0.0832003,0.715367,
13,56.675,145.493,53.0587,0.389537,54.9893,4.42212,8.61927,1.16305,0.832138,2.54568,0.228416,20.8111,1.16969,27.0786,21.2258,0.584484,1.8238,33.8379,2.70595,19.8119,0.835025,0.470324,1.82763,0.131747,18.9324,1.1906,19.5131,11.9856,0.503917,2.63637,11.2188,0.951465,0.0916775,0.0305215,0.291164,0.105986,0.015319,1.15588,0.0711407,0.129848,9.38761,0.0439156,0.587312,
14,56.675,149.269,97.693,0.379683,59.9056,3.73796,7.36848,1.18648,0.766998,2.13253,0.279486,12.905,1.20039,27.6252,30.0762,0.563001,1.52201,75.2131,2.54718,11.0353,0.865312,0.530155,1.8971,0.182059,13.6634,0.697252,26.029,36.5751,0.543638,0.654114,11.2188,0.834596,0.0916775,0.0305215,0.25718,0.105986,0.00374128,1.07148,0.190561,0.129848,10.3585,0.0832003,0.78867,
15,56.675,123.843,31.0006,0.457635,42.7806,3.54902,5.41481,1.14622,0.663539,1.93494,0.287983,12.8951,1.38849,26.1184,25.6803,0.498773,1.48512,27.6369,2.04057,4.15136,0.815948,0.258014,1.70447,0.120681,10.3829,0.708954,21.1759,13.891,0.442264,0.581333,13.5684,0.834596,0.0916775,0.0305215,0.291164,0.105986,0.0324075,2.01894,0.220776,0.129848,10.9481,0.071445,0.78867,
16,56.675,115.279,39.2043,0.491634,41.3188,3.65921,5.33766,1.48071,0.712935,1.76691,0.310584,11.1393,1.33988,17.767,28.5063,0.46526,1.47444,19.2294,3.89648,4.98791,0.976284,0.337656,1.19555,0.12984,13.2523,0.643894,15.9452,18.0325,0.386941,0.611697,14.4682,0.623111,0.0916775,0.0305215,0.16931,0.105986,0.0791263,1.06507,0.04618,0.129848,10.9481,0.070637,0.593688,
17,56.675,106.761,41.0521,0.530857,37.0985,2.98032,5.14481,1.46129,0.775892,1.41046,0.338005,10.4704,1.49019,15.2071,28.5288,0.460993,1.39474,25.4632,1.68095,9.8085,0.938954,0.3541,0.858018,0.0988315,9.32584,0.767776,12.8248,15.4517,0.37894,0.589776,14.2817,0.834596,0.0916775,0.0305215,0.291164,0.130887,0.165436,1.24445,0.04618,0.129848,9.84634,0.071445,0.200607,
18,56.675,99.2152,25.1244,0.571234,30.3068,2.8625,3.01358,1.34023,0.673082,1.06336,0.365673,8.82324,1.54102,15.956,31.5231,0.361242,1.38534,16.2513,1.84158,1.47287,0.85689,0.244021,0.833229,0.0950369,5.49819,0.807213,13.2201,15.9154,0.286775,0.320729,11.0215,0.689113,0.0916775,0.0305215,0.204477,0.130887,0.193855,0.0911139,0.04618,0.129848,12.8344,0.062257,0.521143,
19,56.675,101.388,95.9441,0.558992,32.0403,3.4823,3.92175,1.69247,0.760661,1.22475,0.380029,10.5121,1.24608,14.6431,29.7987,0.392744,1.29294,46.3176,3.31763,7.94588,1.16777,0.3924,2.23734,0.0683537,12.5497,0.800645,34.6892,9.20726,0.415406,0.30358,9.87002,0.516593,0.0916775,0.0305215,0.204477,0.0488704,0.256914,0.0911139,0.0222304,0.129848,5.7745,0.0254278,0.681564,
20,56.675,85.7745,33.8129,0.660745,24.2902,3.13209,4.06652,1.47479,0.735751,1.0597,0.381499,8.53813,1.09926,8.95459,30.3328,0.35991,1.34923,11.4356,2.26232,11.9434,0.917267,0.266865,1.7536,0.0458868,7.10527,0.623318,8.69112,7.2487,0.40895,1.10205,9.87002,0.516593,0.0916775,0.0305215,0.204477,0.0924773,0.256914,0.314335,0.0222304,0.129848,19.1634,0.0254278,0.618669,
21,56.675,123.531,151.927,0.458791,35.6479,5.12374,6.90946,1.73346,0.822339,0.953211,0.379558,15.8071,1.09425,23.9871,29.2761,0.416127,1.38092,56.3165,6.76842,20.3715,1.00095,0.429534,1.00853,0.073946,31.6544,0.561603,54.0828,9.28669,0.493841,0.689473,9.87002,0.516593,0.0916775,0.0305215,0.204477,0.0924773,0.0468638,0.138888,0.0222304,0.129848,1.19014,0.0254278,0.715734,
22,56.675,85.4924,65.8956,0.662925,24.5963,3.79911,3.6547,1.66681,0.700137,0.964052,0.383061,8.53142,1.01671,9.94763,28.6326,0.38324,1.21673,20.1978,3.76829,12.7704,1.01004,0.323307,0.687918,0.0549095,15.4725,0.648303,22.9986,6.18117,0.346675,0.370596,9.87002,0.516593,0.0916775,0.0305215,0.178763,0.0924773,0.0689344,0.138888,0.0222304,0.129848,16.9763,0.0254278,0.715734,
23,56.675,121.567,189.407,0.466202,46.4757,3.44649,6.67726,1.70929,0.745684,1.59694,0.411862,11.6963,1.11838,17.6682,28.2661,0.505299,1.24993,112.892,4.18519,17.3445,1.30161,0.557131,3.0115,0.157835,17.5258,0.6709,45.7476,7.35237,0.616866,0.453631,9.87002,0.45254,0.0916775,0.0305215,0.178763,0.0924773,0.0177388,0.138888,0.0222304,0.129848,8.43061,0.0543788,0.643372,
24,56.4636,85.9509,99.1791,0.656929,24.5126,3.39011,3.76883,1.31609,0.650387,1.20178,0.405146,9.56191,1.15932,9.41756,28.8942,0.393973,1.27894,38.4187,4.07557,14.7302,0.942781,0.359718,2.51574,0.0599626,18.8285,0.976827,23.9196,7.09561,0.385938,0.462551,9.69744,0.418243,0.0916775,0.0305215,0.20284,0.138327,0.107514,0.138888,0.0222304,0.129848,12.8219,0.0543788,0.74743,
25,56.4636,82.567,82.7478,0.683852,22.1295,2.49748,3.11962,1.69235,0.607425,0.866007,0.4126,6.49641,1.10913,13.231,28.8144,0.384259,1.20679,33.5015,2.10935,7.14395,1.08401,0.395414,0.495585,0.047905,4.17165,0.819903,41.4754,5.55349,0.402148,0.359924,9.4531,0.418243,0.0916775,0.0305215,0.136285,0.138327,0.19184,0.468755,0.0222304,0.129848,11.929,0.0543788,0.683507,
26,55.6046,119.205,197.737,0.466462,34.139,2.91102,7.82581,1.64157,0.715632,1.58952,0.437467,10.7828,0.932692,18.0563,38.2523,0.430464,1.4905,87.5708,4.37769,25.1098,1.24878,0.576879,3.27693,0.109006,18.9954,0.633497,45.7058,56.3872,0.587775,1.24306,9.86249,0.418243,0.0916775,0.0305215,0.136285,0.138327,0.0650806,0.468755,0.0222304,0.129848,14.4359,0.0543788,0.74743,
27,55.6046,90.774,115.125,0.612562,30.1884,2.99714,3.23503,1.33186,0.667308,1.21797,0.427888,11.49,0.939664,8.99206,27.522,0.404838,1.35982,79.1998,4.2108,7.98565,0.993064,0.561519,2.17939,0.0920203,15.7308,0.794401,18.5695,11.8651,0.37827,0.695288,9.86249,0.418243,0.0916775,0.0171445,0.136285,0.138327,0.28344,0.241661,0.0197832,0.129848,17.5502,0.0415777,0.74743,
28,50.376,100.719,146.229,0.500164,33.9062,2.24102,4.75011,1.36724,0.773163,1.36637,0.413483,10.3681,0.985898,16.9348,25.9058,0.475214,1.23136,72.8495,1.84216,12.4062,1.12135,0.566749,2.50033,0.0812489,12.3335,0.678249,49.7285,5.22063,0.478179,0.369209,9.86249,0.418243,0.0916775,0.0171445,0.20284,0.149804,0.0558617,0.169727,0.0222304,0.129848,14.3446,0.0982673,0.661293,
29,50.376,104.243,203.425,0.483253,35.8129,3.07082,5.08738,1.46247,0.730487,1.16251,0.424234,13.6607,0.852285,15.0326,25.1783,0.356196,1.41245,98.8027,5.91244,17.855,1.27617,0.361649,2.21015,0.0569107,31.5543,0.539815,49.6128,4.77201,0.371698,0.874125,9.44525,0.418243,0.0916775,0.0171445,0.20284,0.103233,0.355657,0.169727,0.0222304,0.129848,10.594,0.120531,0.74743,
30,49.2394,100.417,146.437,0.490349,30.9237,2.98088,3.77209,1.19531,0.828548,1.5734,0.420717,12.5057,0.986406,18.6201,25.018,0.410484,1.1819,61.7804,5.60148,5.6101,1.18769,0.603749,2.7594,0.0344243,22.6525,0.88645,53.1709,5.60052,0.47415,0.297593,9.44525,0.3064,0.0916775,0.0305215,0.20284,0.151178,0.297905,0.169727,0.0222304,0.129848,0.586293,0.0858661,0.74743,
31,49.2394,101.069,175.325,0.487186,42.8683,2.37783,4.56989,1.28791,0.75392,1.3587,0.449059,8.89124,0.944646,10.7076,25.2928,0.372792,1.19437,124.242,2.60566,12.8591,1.29826,0.66994,2.1496,0.124557,10.6035,0.78653,31.018,5.43435,0.348582,0.422763,9.44525,0.330137,0.0916775,0.0305215,0.20284,0.151178,0.311039,0.169727,0.0222304,0.129848,7.86982,0.112229,0.527108,
32,49.2394,96.2192,137.777,0.511743,33.2136,2.57255,6.18609,1.34472,0.720417,1.07919,0.4227,10.5241,0.871078,12.7772,24.6529,0.454709,1.39992,86.6177,3.60582,16.1607,1.42724,0.367524,1.15941,0.125526,14.6753,0.519385,39.3762,5.32509,0.610667,1.03909,9.44525,0.418243,0.0916775,0.0198861,0.20284,0.138611,0.0225562,0.169727,0.0163416,0.129848,8.3306,0.10787,0.74743,
33,49.2394,91.4458,158.337,0.538455,34.0325,1.91944,5.39588,0.900925,1.12184,1.13703,0.448969,6.89735,0.938531,10.8479,26.1226,0.319893,1.36302,111.68,1.46185,19.7284,1.21142,3.19493,1.76849,0.186889,10.0385,0.852632,42.4058,4.49737,0.315643,1.29017,9.86249,0.361987,0.0916775,0.0198861,0.26736,0.151178,0.170758,0.169727,0.0163416,0.129848,18.1673,0.0848483,0.687414,
34,49.2394,121.761,192.801,0.404395,42.6817,4.03105,7.05086,1.09793,0.779731,1.33981,0.432691,13.7468,0.846038,21.8329,26.2333,0.393492,1.29454,97.2317,6.297,15.691,1.25847,0.670833,1.79682,0.119979,25.0881,0.703646,58.8226,5.64727,0.335187,0.780052,7.94194,0.418243,0.0916775,0.0198861,0.0778279,0.117022,0.0836963,0.26536,0.0163416,0.129848,13.6321,0.0751688,0.311225,
35,49.2394,100.213,174.591,0.491349,45.6675,2.15226,4.46157,0.978464,0.946428,1.33879,0.460189,7.94765,0.968794,8.68667,25.0433,0.350495,1.2107,130.62,2.24344,10.0548,1.12903,1.2587,2.33267,0.187941,13.0076,1.02521,26.8157,5.02101,0.356808,0.454082,7.94194,0.407642,0.0916775,0.0116912,0.26736,0.151178,0.189281,0.26536,0.0163416,0.129848,9.15894,0.093768,0.686661,
36,45.7945,103.083,175.112,0.444251,34.5043,3.37461,6.16305,1.00038,0.773793,1.06174,0.409623,9.59095,0.820007,18.8925,24.8208,0.359767,1.31113,75.4148,5.67038,17.1056,1.1177,0.559973,2.39989,0.086984,21.7698,0.552323,63.4102,4.06416,0.327226,0.646684,9.68092,0.418243,0.0916775,0.0116912,0.240385,0.130195,0.0169063,0.0895531,0.0163416,0.129848,8.12417,0.0901164,0.306449,
37,45.7945,101.415,160.025,0.451554,28.5174,3.6463,6.19413,0.819297,0.725138,0.994468,0.430831,11.4965,0.845513,19.1741,26.8277,0.407337,1.3366,52.382,7.4341,18.1168,1.19228,0.473738,1.3238,0.0861229,29.7832,0.503092,53.4157,10.3864,0.55473,0.690378,7.99891,0.418243,0.0916775,0.0116912,0.296272,0.130195,0.115386,0.0895531,0.0163416,0.129848,9.47617,0.093768,0.849855,
38,45.7945,85.4318,133.953,0.536036,22.0824,3.55768,5.28027,0.833091,0.763495,0.855829,0.434779,10.1214,0.783904,9.69322,29.3566,0.383412,1.28572,46.0358,6.26413,14.1742,1.03774,0.453443,1.03641,0.0758156,23.7611,0.421898,39.7504,37.2756,0.433857,0.71525,7.99891,0.509861,0.135515,0.0116912,0.347308,0.130195,0.177091,0.0895531,0.0526829,0.532906,11.773,0.0159534,0.300261,
39,45.7945,90.9478,155.053,0.503525,24.2916,2.56443,5.80696,0.978931,0.715083,1.08126,0.42408,8.51338,0.644275,19.9951,24.2509,0.463645,1.2182,46.4194,5.89333,17.623,1.28893,0.513274,1.71175,0.0570296,24.9323,0.375871,63.0251,7.13823,0.618754,0.340129,7.99891,0.337418,0.262851,0.0276699,0.308938,0.130195,0.119289,0.0895531,0.0478487,0.532906,1.39304,0.093768,0.65352,
40,43.382,110.692,205.802,0.391917,38.3047,2.98358,6.15846,0.891266,0.867502,1.40266,0.441144,13.0892,1.08185,18.5998,23.6225,0.480392,2.76881,110.426,7.45875,16.0937,1.17195,0.874659,3.27474,0.141355,41.5322,1.81886,59.6341,3.83181,0.603023,9.61879,7.99891,0.337418,0.262851,0.0215697,0.368629,0.130195,0.0677683,0.0895531,0.0526829,0.532906,7.69148,0.120744,0.868622,
41,43.382,80.1084,143.908,0.541541,25.9831,2.39946,2.51156,0.975877,0.766685,0.82942,0.436543,7.67868,0.753639,12.1694,23.9482,0.383193,1.27268,66.6438,5.14627,5.97605,1.0394,0.418531,0.811746,0.015053,24.1423,0.403101,46.6817,2.57411,0.295194,0.31546,7.99891,0.337418,0.262851,0.0215697,0.38146,0.130195,0.401987,0.0313485,0.0526829,0.532906,13.3422,0.104699,0.743338,
42,43.382,91.3578,149.328,0.474858,20.2995,2.09025,8.10481,1.05681,0.77177,0.861846,0.425752,5.50806,0.73917,17.1231,32.4007,0.458201,1.51779,31.5863,1.94609,25.6103,1.37893,0.429223,0.995333,0.0717762,8.78643,0.546095,62.4014,39.0795,0.545444,1.28364,7.99891,0.391462,0.262851,0.0107463,0.367339,0.130195,0.126357,0.0313485,0.0231129,0.532906,10.8959,0.117704,0.0796797,
43,41.2629,74.3763,135.039,0.554785,22.6694,2.24766,3.92546,0.799513,0.708404,0.795577,0.43842,6.20879,0.761281,9.22778,24.7855,0.427889,1.38061,67.7404,3.46238,14.8365,1.06321,0.327097,1.37747,0.0656001,15.5298,0.429987,39.4118,8.484,0.498853,0.50377,7.99891,0.330481,0.262851,0.0761033,0.333912,0.130195,0.0439879,0.0313485,0.0128007,0.532906,11.2734,0.0914422,0.868622,
44,41.2629,97.0842,173.634,0.425021,39.4813,1.68809,5.26584,1.04368,0.76805,1.10639,0.470372,9.19525,0.700316,12.1683,23.2757,0.466114,1.45491,105.096,3.21008,14.3335,1.27352,0.361736,2.47637,0.215863,19.2618,0.517909,39.6749,4.55197,0.475227,0.746033,7.99891,0.391462,0.120849,0.0254747,0.319822,0.16011,0.0718726,0.0471624,0.0128007,0.38805,8.42586,0.120744,0.394768,
45,41.2629,75.7497,123.755,0.544726,16.7813,1.7243,6.89486,1.04827,2.34894,0.585035,0.43801,6.60795,0.703095,12.5683,24.1525,0.406384,1.4907,31.7807,3.68671,24.5775,1.29924,11.114,0.518468,0.0849118,19.6466,0.37334,52.588,3.75612,0.315539,0.913481,7.99891,0.370438,0.174182,0.0254747,0.337803,0.16011,0.0612829,0.0471624,0.0128007,0.927101,8.11937,0.120744,1.0199,
46,41.2629,129.671,325.533,0.318212,36.6813,2.00792,7.61038,1.03422,1.23102,1.21322,0.454334,5.87849,0.878796,18.9176,51.7992,0.457642,1.50679,101.823,4.5108,24.4117,1.30951,2.79947,2.82871,0.0839619,17.3994,1.02327,62.5537,199.651,0.503627,1.22823,7.99891,0.378655,0.174182,0.0254747,0.337803,0.139365,0.161239,0.0471624,0.0128007,0.927101,10.9429,0.120744,0.832159,
47,41.2629,67.7662,105.129,0.6089,22.3321,1.28131,2.16836,0.976737,0.769717,0.533503,0.448062,3.62755,0.641741,9.74441,23.56,0.345222,1.33744,58.8055,2.29454,5.87985,1.02433,0.61212,0.963139,0.0223984,8.47604,0.494646,35.6112,28.0884,0.325526,0.355743,7.99891,0.391462,0.174182,0.0254747,0.25441,0.139365,0.433838,0.110321,0.0166195,0.927101,11.7587,0.120744,0.634647,
48,41.2629,90.1794,180.885,0.457564,25.5276,2.24877,6.23673,0.890108,0.815096,0.748442,0.458173,8.35061,0.645294,15.6196,26.7322,0.398209,1.50858,60.1271,5.89179,21.4526,0.967877,0.392691,1.30153,0.0819086,26.948,0.359654,56.4791,23.9835,0.478581,1.1909,7.99891,0.40165,0.151316,0.034285,0.25441,0.139365,0.416331,0.157085,0.0788265,1.39593,15.1635,0.120105,0.915355,
49,41.2629,101.102,177.149,0.408129,48.3793,2.17183,5.80131,0.903728,0.949602,1.37439,0.45074,9.48547,0.875611,7.33387,21.733,0.334432,1.30923,130.384,5.1925,14.7974,0.851852,0.70505,3.11963,0.092697,24.8866,0.986961,16.3808,6.18161,0.348725,0.568463,7.99891,0.40165,0.151316,0.034285,0.25441,0.139365,0.144673,0.157085,0.252319,1.39593,7.4388,0.124608,0.317161,
50,40.5644,102.881,180.623,0.394285,31.3356,2.9783,11.5785,1.03816,0.873075,1.15325,0.445572,9.72863,1.00303,14.4182,26.3225,0.35804,1.64788,71.9029,7.1314,32.3852,1.15791,0.389889,1.82855,0.102044,29.617,1.28755,42.9402,31.7381,0.401391,1.56222,8.16627,0.40165,0.213947,0.034285,0.25441,0.139365,0.102988,0.157085,0.252319,1.56358,7.96113,0.122587,0.908613,
51,39.7274,101.568,195.412,0.391141,34.7943,2.40938,6.08854,1.04114,0.825506,0.847906,0.444947,7.28652,0.764275,23.5248,21.6977,0.442016,1.40084,87.5036,6.05458,22.4251,1.04238,0.365768,1.15349,0.0836509,24.9667,0.616571,68.1371,5.84253,0.632099,1.20832,8.16627,0.40165,0.131064,0.0362795,0.510038,0.139365,0.102054,0.194672,0.258811,1.16754,4.08144,0.118585,0.69533,
52,39.431,109.712,243.379,0.359403,47.1495,2.05961,3.90408,1.08852,0.863399,1.57331,0.467084,7.22015,0.780234,20.0765,22.7631,0.367601,1.39933,140.751,6.05787,11.008,1.02016,0.473043,4.01937,0.159852,26.6527,0.953842,63.788,11.6894,0.415776,0.590602,8.16627,0.40165,0.131064,0.06687,0.514859,0.139365,0.393594,0.065427,0.114352,1.68902,11.9474,0.122587,1.0432,
53,39.431,125.21,264.522,0.31492,35.0143,3.94356,8.55678,1.15171,0.913765,1.04529,0.451812,16.731,0.736667,18.9676,35.782,0.469527,1.44563,85.6655,9.66551,29.5427,1.08412,0.661491,1.27354,0.120683,48.2237,0.623649,67.227,98.9137,0.593324,0.758324,7.86848,0.40165,0.131064,0.06687,0.514859,0.145447,0.106189,0.065427,0.125932,1.68902,6.21903,0.0917713,1.0432,
54,39.431,83.4163,168.854,0.472701,25.2707,1.86347,3.95105,0.932746,0.794777,0.814662,0.431718,5.48905,0.596265,19.5511,22.0293,0.355707,1.33577,77.6586,4.77196,15.8383,0.582532,0.452714,0.970469,0.0693899,18.4673,0.2996,66.0106,15.1804,0.374846,0.47615,7.78897,0.410933,0.131064,0.212866,0.545923,0.145447,0.0270348,0.065427,0.125932,2.4046,14.7708,0.113467,1.0432,
55,38.9066,65.7084,139.373,0.59211,23.3894,1.66387,2.24585,1.1172,0.769061,0.861434,0.457756,5.53036,0.595391,7.31135,20.1062,0.335061,1.32557,80.2025,4.81187,7.64417,0.670911,0.474753,2.26263,0.0706801,23.143,0.706299,27.3446,4.26163,0.255984,0.31892,7.78897,0.410933,0.131064,0.212866,0.583538,0.137386,0.417536,0.065427,0.0531152,2.32399,2.58681,0.115885,1.0432,
