Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.toe_angle_l.best,
33,838.312,1476.73,1253.33,0.56768,153.743,95.5733,3.5994,0,17.9274,802.956,96.7765,213.732,92.4264,253.548,166.118,4.09187,0,13.1063,495.225,169.158,265.414,188.688,3.30661,0.237116,0.0753544,0,3.03356,656.631,0.696099,14.9974,1.61532,
34,838.312,1389.82,781.475,0.603178,146.066,85.4572,3.41259,0,17.9228,785.284,86.1621,191.523,73.9977,137.8,103.147,4.2947,0,13.2441,383.84,103.103,195.014,94.11,2.58083,0.237116,0.0753544,0,3.03356,656.631,0.696099,14.9974,1.45536,
35,838.312,1446.42,1492.38,0.579575,153.363,90.3888,3.31317,0,17.6392,816.046,91.9069,186.765,87.0027,211.746,163.228,4.17056,0,13.186,795.45,172.449,211.096,242.497,2.58083,0.237116,0.0753544,0,2.85579,656.631,0.696099,14.9974,1.45536,
36,838.312,1379.35,916.537,0.60776,138.001,88.0324,3.43481,0,16.9864,793.58,88.7139,178.2,72.3971,168.726,143.435,4.64609,0,13.1113,403.622,143.495,182.885,92.0302,2.58083,0.237116,0.103135,0,2.8412,656.631,0.696099,14.9974,1.45536,
37,838.312,1313.63,751.229,0.638163,130.049,95.0302,2.79957,0,17.3565,729.318,95.7,173.908,69.4725,252.95,164.508,2.37106,0,13.2485,140.252,163.132,210.998,89.8523,2.58083,0.237116,0.103135,0,3.03356,658.921,0.696099,14.9974,1.45536,
38,838.312,1282.12,779.143,0.653848,128.396,71.072,2.91414,0,17.0632,751.309,71.7348,175.608,64.0238,137.918,109.52,3.37509,0,13.3283,283.076,111.406,238.594,89.7782,2.58083,0.237116,0.103135,0,3.03356,662.469,0.696099,14.9974,1.45536,
39,838.312,1400.88,1856.48,0.598418,207.719,84.9792,2.81892,0,16.7617,765.263,85.4451,157.585,80.3086,1015.05,179.713,3.74878,0,13.4756,405.337,180.815,211.099,203.481,2.58083,0.237116,0.0766522,0,3.03356,662.469,0.696099,14.9974,1.45536,
40,838.312,1277.32,971.819,0.656305,113.734,75.7184,2.85098,0,17.0974,769.884,76.3503,153.148,68.538,142.764,131.291,3.97505,0,13.6118,455.6,134.816,181.544,177.717,2.58083,0.237116,0.0766522,0,3.03356,662.469,0.696099,14.9974,1.45536,
41,838.312,1323.98,1076.45,0.633174,127.244,83.6546,3.00003,0,17.0711,776.625,83.9509,160.765,71.6738,167.082,141.934,4.37555,0,13.6579,424.39,140.88,227.06,162.488,2.58083,0.237116,0.0766522,0,3.03356,662.469,0.696099,14.9974,1.45536,
42,838.312,1257.76,836.278,0.66651,103.286,79.5444,2.8656,0,17.2804,757.948,79.8498,156.246,60.7428,80.5752,140.925,4.35851,0,13.5743,392.284,141.421,233.595,73.5551,2.58083,0.237116,0.0766522,0,3.03356,662.469,0.696099,14.9974,1.45536,
43,838.312,1376.68,1745.6,0.608937,171.308,76.2442,3.16772,0,17.7686,799.786,76.9602,156.511,74.9354,889.36,163.186,5.1126,0,13.7939,574.578,167.696,197.241,206.008,2.58083,0.237116,0.0766522,0,3.03356,662.469,0.696099,14.9974,1.45536,
44,797.322,1321.85,1105.2,0.603187,120.824,83.4887,3.12192,0,17.8248,783.965,83.9256,165.917,62.7811,180.087,173.7,4.78581,0,13.7464,450.176,172.914,252.977,95.5828,2.58083,1.09006,0.0766522,0,3.03356,662.469,1.10185,14.9974,0.522712,
45,775.742,1297.22,1094.65,0.598004,105.116,92.737,2.81174,0,17.5006,757.096,93.2452,161.259,67.4537,114.646,213.851,3.83675,0,13.8024,350.342,212.631,253.742,145.126,2.58083,0.548107,0.0766522,0,3.03356,662.469,1.28632,17.7153,1.45536,
46,775.742,1262.41,1075.46,0.614494,94.1752,79.0313,2.78123,0,17.307,767.356,79.5524,151.644,70.5606,87.1179,184.305,4.4639,0,13.7077,436.334,185.198,224.676,170.353,2.58083,0.548107,0.0766522,0,3.03356,662.469,1.28632,17.7153,0.384453,
47,775.742,1264.37,1176.09,0.613539,139.263,64.0647,2.78502,0,17.0513,764.023,64.5073,155.777,56.9025,583.781,103.81,4.57497,0,13.7192,430.557,103.721,267.19,88.3747,2.58083,0.548107,0.0749461,0,3.03356,662.469,1.28632,17.7153,0.384453,
48,775.742,1301.92,1929.46,0.595845,177.088,77.7027,2.45218,0,16.9966,744.617,78.7478,140.126,64.1886,1222.51,228.477,3.07058,0,13.7954,382.396,232.014,226.878,196.798,2.58083,0.548107,0.0749461,0,3.03356,662.469,1.28632,17.7153,0.384453,
49,775.742,1474.43,2812.57,0.526129,342.2,71.6454,2.769,0,16.6761,762.781,72.0762,151.457,54.8288,2101.84,127.754,4.59775,0,13.6232,425.962,128.271,281.095,86.7401,2.58083,0.548107,0.0749461,0,3.03356,662.469,1.28632,17.7153,0.384453,
50,775.742,1273.04,1607.1,0.60936,160.051,69.3012,2.59639,0,16.5828,749.257,69.7406,150.968,54.5476,943.443,153.036,3.86095,0,13.6565,343.58,153.214,273.893,99.8866,2.58083,0.548107,0.0749461,0,3.03356,662.469,1.28632,17.7153,0.384453,
51,775.742,1113.05,678.221,0.69695,93.7197,60.2412,2.16445,0,17.0321,709.021,60.7115,118.657,51.5061,135.057,121.142,2.24612,0,13.6705,179.82,122.306,197.68,87.912,2.58083,0.548107,0.0749461,0,3.03356,662.469,1.28632,17.7153,0.384453,
52,772.676,1220.99,1099.69,0.632826,92.2895,70.2963,2.86567,0,16.2868,774.813,70.7532,137.209,56.4791,116.876,140.539,5.08291,0,13.6771,480.723,139.024,256.985,108.521,2.58083,0.548107,0.0749461,0,3.03961,662.67,1.28632,17.7153,0.384453,
53,772.676,1722.91,5472.53,0.44847,620.644,74.8993,2.54931,0,16.3002,744.396,75.3666,126.304,62.4534,4843.78,182.23,3.69402,0,13.6389,341.039,181.844,216.638,142.389,2.58083,0.548107,0.0749461,0,3.03961,662.67,1.28632,17.7153,0.384453,
54,772.676,1187.62,1089.89,0.650606,85.862,67.3408,2.62136,0,16.5705,766.997,67.7738,121.888,58.5711,439.003,171.131,4.46683,0,13.7777,481.122,173.081,203.813,166.741,2.58083,0.548107,0.0749461,0,3.03961,662.67,1.28632,17.7153,1.35523,
55,772.676,1686.83,7847.89,0.458063,627.474,57.3692,2.53603,0,15.7752,743.898,57.7073,135.529,46.5453,7576.26,110.689,4.0913,0,13.7724,380.592,110.625,242.105,75.4073,2.05055,0.548107,0.0749461,0,3.03961,662.67,1.28632,17.7153,0.772409,
56,772.676,1330.82,2330.2,0.580601,221.845,66.3783,2.60818,0,15.9627,760.831,66.7681,136.758,59.6689,1948.68,164.278,4.01561,0,13.6896,375.233,163.052,260.229,141.705,2.05055,0.548107,0.0749461,0,2.80944,662.67,1.28632,17.7153,1.35523,
57,772.676,1124.64,861.413,0.687045,71.709,65.8564,2.50282,0,15.1404,735.004,66.1394,120.179,48.1044,159.457,160.332,3.65473,0,13.5323,326.781,160.272,213.576,103.301,0.48277,0.548107,0.0749461,0,2.9503,662.67,1.28632,17.7153,1.35523,
58,772.676,1567.24,6246.36,0.493017,503.696,71.5928,2.24994,0,14.9749,732.469,72.0219,111.917,58.3181,5993.95,226.357,2.66535,0,13.4498,307.375,227.213,194.184,181.874,0.48277,0.548107,0.0749461,0,3.03961,663.099,1.28632,17.7153,1.35523,
59,772.676,1138.08,989.877,0.678927,85.2941,56.2397,2.45358,0,14.7508,752.6,56.6335,118.366,51.7454,416.438,124.668,3.52894,0,13.3362,368.471,126.594,221.545,159.504,0.48277,0.548107,0.0749461,0,3.03961,663.099,1.28632,17.7153,1.35523,
60,772.676,1371.33,2001.7,0.563451,80.9204,90.1071,3.0617,0,14.723,855.778,90.5225,156.147,80.068,99.9928,265.627,5.33315,0,13.2803,1011.97,266.3,306.893,323.3,0.48277,0.548107,0.0749461,0,3.03961,663.099,1.28632,24.6019,1.35523,
61,772.676,1245.27,1713.71,0.620491,136.524,70.5888,2.72302,0,14.5624,766.945,70.9459,125.101,57.8755,901.913,167.982,4.48458,0,13.3246,435.207,169.197,251.014,165.617,0.48277,0.548107,0.0749461,0,3.03961,663.099,1.28632,24.6019,1.35523,
62,772.676,1181.39,1161.78,0.654039,81.315,75.5448,2.37581,0,15.2687,742.11,76.049,124.865,63.8611,129.026,210.946,2.63746,0,13.6669,303.6,212.699,248.037,200.671,0.48277,0.548107,0.0749461,0,3.03961,663.099,1.28632,24.6019,1.07267,
63,772.676,1188.01,1116.91,0.650396,87.9107,58.6795,3.00996,0,15.5771,781.188,58.9577,132.942,49.7431,136.578,126.909,5.16112,0,13.6782,474.846,128.777,276.489,108.208,0.48277,0.548107,0.0749461,0,3.03961,662.917,1.28632,18.982,1.07267,
64,772.676,1261.55,1819.7,0.612479,98.3651,76.0176,2.67506,0,15.2662,798.009,76.6115,117.34,77.269,244.27,259.759,4.14173,0,13.6158,721.156,262.388,234.314,313.709,0.48277,0.548107,0.0749461,0,3.03961,662.917,1.28632,18.982,1.07267,
65,772.676,1179.84,1025.5,0.654899,94.7692,58.1187,2.94642,0,15.2907,776.675,58.4782,125.696,47.865,182.263,109.736,4.88786,0,13.7308,463.187,112.649,238.16,105.231,0.48277,0.548107,0.0749461,0,2.99186,626.251,1.28632,18.982,1.07267,
66,772.676,1294.8,1975.79,0.596752,178.672,68.2842,2.71906,0,14.9856,786.442,68.7627,108.03,66.9063,1090.61,226.573,4.07703,0,13.5326,598.847,228.006,199.915,252.441,0.48277,0.548107,0.0749461,0,3.03961,662.917,1.28632,18.982,1.07267,
67,772.676,1649.85,6915.69,0.46833,608.329,67.1329,2.49527,0,14.8168,736.056,67.3627,101.956,51.7057,6515.04,180.412,3.37985,0,13.5482,341.775,180.753,172.906,163.788,0.48277,0.548107,0.0749461,0,3.03961,662.917,1.28632,18.982,1.07267,
68,772.676,1308.11,1995.24,0.590679,75.2058,86.8319,2.96243,0,14.4408,833.867,87.394,129.375,78.0372,495.073,274.33,4.88277,0,13.5388,912.16,277.554,262.92,341.488,0.48277,0.548107,0.0749461,0,3.01081,662.917,1.28632,18.982,1.07267,
69,772.676,1141.39,1335.49,0.676959,109.355,59.9429,2.36346,0,14.199,738.164,61.0516,101.929,54.3877,453.376,204.417,3.06293,0,13.3584,429.078,210.932,183.547,203.127,0.48277,0.548107,0.0749461,0,3.03961,663.099,1.28632,24.6019,1.07267,
70,772.676,1470.07,5802.96,0.525605,446.997,59.108,2.04978,0,14.4314,734.285,59.5915,96.9977,56.6098,5351.65,185.813,1.64355,0,13.4596,522.298,187.947,175.781,250.029,0.48277,0.548107,0.0749461,0,3.03961,661.03,1.28632,24.6019,1.07267,
71,772.676,1247.67,1667.17,0.619296,127.278,63.9752,2.80544,0,13.7329,780.83,65.1491,135.065,58.8329,924.461,193.747,4.70163,0,13.2528,558.475,199.684,289.646,202.281,0.48277,0.548107,0.0749461,0,3.03961,663.099,1.28632,24.6019,1.07267,
72,772.676,1127.64,1007.55,0.685218,72.6945,60.8509,2.56973,0,14.0463,740.28,61.2537,126.638,49.3012,137.639,157.763,3.70763,0,13.4668,338.141,158.018,254.602,132.723,0.48277,0.548107,0.0749461,0,3.03961,663.099,1.28632,24.6019,1.07267,
73,772.676,1347.01,2524.97,0.573625,200.23,72.5923,2.91447,0,13.7615,791.767,72.7974,140.609,52.3336,1692.15,199.04,5.03276,0,13.2314,560.499,199.39,296.865,204.915,0.48277,0.548107,0.0749461,0,3.03961,663.099,1.28632,24.6019,1.07267,
74,772.676,1231.71,1575.05,0.62732,130.377,62.1585,3.07205,0,14.1016,790.51,62.4351,121.103,47.9519,798.642,168.368,5.35012,0,13.4247,512.83,169.599,248.633,115.892,0.48277,0.548107,0.0749461,0,3.03961,663.099,1.28632,20.9725,1.07267,
75,772.676,1274.56,1664.13,0.606228,75.2708,89.2946,2.67238,0,13.334,793.386,90.1134,135.532,74.9588,148.339,278.803,3.66293,0,13.0522,588.077,278.606,289.203,277.599,0.48277,0.548107,0.0749461,0,3.03961,663.099,1.28632,24.6019,1.07267,
76,772.676,1186.81,1747.07,0.651053,128.515,58.4174,2.69723,0,12.7879,769.375,58.7224,111.51,44.7852,917.964,202.249,4.29684,0,12.9414,491.393,203.248,230.893,184.282,0.48277,0.548107,0.0749461,0,3.03961,663.099,1.28632,24.6019,1.07267,
77,772.676,1693.23,6733.29,0.456332,545.638,66.27,3.20433,0,13.1894,803.336,66.8453,133.719,61.0289,6326.13,180.226,5.23773,0,12.9737,484.208,178.907,271.159,149.74,0.48277,0.327601,0.0749461,0,3.03961,663.099,0.807644,24.6019,1.07267,
78,759.375,1098.64,1254.65,0.691197,77.8923,61.2797,2.32589,0,12.8832,730.836,61.6193,102.37,49.4315,445.315,196.256,3.41983,0,12.8784,453.938,198.152,197.907,205.652,0.48277,0.327601,0.0749461,0,3.03961,663.099,0.807644,24.6019,1.07267,
79,759.375,1232.11,1980.84,0.616321,78.1488,65.8908,2.42929,0,12.1878,808.553,67.3226,127.68,69.8969,171.34,217.441,3.40424,0,12.663,1042.04,226.407,286.426,323.414,0.48277,0.327601,0.0749461,0,3.03961,663.099,0.807644,24.545,0.551618,
80,759.375,1375.3,2674.01,0.552152,182.432,77.2853,2.91153,0,12.1044,826.371,77.8241,127.573,68.8,1662.3,258.323,4.74675,0,12.3965,831.014,261.193,264.387,292.694,0.48277,0.327601,0.0766522,0,3.03961,663.099,0.807644,24.6019,0.551618,
81,759.375,1027.52,799.735,0.739037,63.4036,44.2322,2.35331,0,10.9383,720.739,44.4281,111.092,30.3327,179.34,120.54,3.45192,0,12.0108,332.549,123.741,239.388,70.0394,0.48277,0.327601,0.0766522,0,2.96337,663.099,0.807644,24.6019,0.551618,
82,759.375,1267.36,2121.84,0.599179,165.077,68.4206,2.67834,0,11.4419,759.293,68.907,131.949,59.5934,1360.75,210.291,4.20309,0,11.9504,441.52,211.959,294.07,196.876,0.48277,0.327601,0.0766522,0,3.03961,663.099,0.807644,24.6019,0.551618,
83,738.806,1280.92,2212.41,0.576776,163.01,61.8526,2.84892,0,10.4707,799.535,62.2217,121.582,59.4027,1447.49,203.805,5.00718,0,11.5348,568.926,205.918,260.016,230.532,0.48277,0.327601,0.0766522,0,3.03961,663.099,0.807644,24.6019,0.551618,
84,738.806,1156.89,1360.44,0.638617,132.91,53.658,2.78524,0,10.729,756.539,53.8912,107.915,38.4584,652.499,156.705,4.56704,0,11.6803,428.173,157.814,222.96,97.5377,0.48277,0.327601,0.0766522,0,3.03961,663.099,0.807644,24.6019,0.551618,
85,738.806,1246.83,2005.65,0.592547,65.8619,62.0744,3.25205,0,10.3786,862.822,62.6544,122.994,56.7936,147.612,230.776,5.99396,0,11.3351,1056.94,234.434,254.758,271.541,0.48277,0.327601,0.0766522,0,3.03961,657.838,0.807644,24.6019,0.551618,
86,738.806,1141.57,1352.55,0.647183,99.0921,64.6722,2.45346,0,9.84728,752.014,65.0255,99.2845,49.1839,544.479,204.233,3.32136,0,10.9658,416.246,204.653,189.519,212.51,0.48277,0.327601,0.0766522,0,3.03961,663.099,0.807644,24.6019,0.551618,
87,738.806,1195.82,1832.12,0.617826,160.631,55.7351,2.78226,0,9.61682,754.853,56.0594,119.809,36.3305,1122.29,158.617,4.65013,0,10.8296,429.873,160.072,264.061,107.106,0.48277,0.327601,0.0769999,0,3.03961,663.099,0.807644,24.6019,0.551618,
88,738.806,1159.4,1563.63,0.637233,160.503,42.009,2.69832,0,10.1443,754.745,42.2496,116.945,30.1022,1073.95,115.034,4.43158,0,11.2137,425.658,115.084,253.077,66.884,0.48277,0.327601,0.0769999,0,3.06883,663.099,0.807644,24.6019,0.551618,
89,738.806,1104.86,1939.48,0.668689,61.3597,45.3186,2.45785,0,10.0832,790.946,46.0743,97.7157,50.9016,158.848,197.75,3.7631,0,11.1235,1046.37,202.408,207.869,286.358,0.48277,0.327601,0.0769999,0,3.06883,663.099,0.807644,22.9638,0.551618,
90,738.806,1129.67,1299.38,0.654002,82.2316,60.0665,2.47482,0,9.68102,739.084,60.2903,125.104,50.7382,291.411,190.767,3.23972,0,10.6526,354.585,189.08,299.844,182.926,0.48277,0.327601,0.0769999,0,3.06883,663.099,0.807644,24.6019,0.551618,
