Individual,Roll.front.side_view_swing_arm_angle_l,Roll.front.roll_center.y,Roll.front.camber_angle_gain_roll_l,Steering.front.ackerman_angle,Steering.front.tie_rod_angle_front_view_l,Steering.front.tie_rod_angle_top_view_l,2in Heave.front.rocker_p_rod_angle_l,2in Heave.front.rocker_coil_over_angle_l,2in Heave.front.p_rod_length_l,2in Heave.front.coil_over_length_l,2in Heave.front.tie_rod_angle_top_view_l,2in Heave.front.toe_angle_l,2in Heave.front.side_view_swing_arm_angle_l,2in Heave.front.roll_center_gnd.z,2in Heave.front.motion_ratio_heave_l,
11,0.51204,35.1343,5.6703,3.62204,15.5238,2.05813,4.55271,1.13247,0,45.9056,1.5098,3.56641,1.20653,31.1239,6.35636,
12,0.952315,35.0131,5.66661,1.10205,16.0918,2.54215,0.923713,4.20793,0,46.9479,1.96878,3.3077,1.81444,31.0889,6.37779,
13,0.653915,34.8102,5.66315,0.839122,16.67,2.30006,3.74663,2.19923,0,47.7122,1.75381,2.65145,0.794461,31.0352,7.29977,
14,1.65987,34.4754,5.55394,2.82968,15.791,2.12504,2.9694,1.71318,0,45.0548,1.58143,3.12423,1.64095,31.4929,8.15399,
15,1.7102,35.1089,5.63096,1.05132,15.8689,2.58783,1.24127,5.30722,0,46.2312,2.04875,3.17007,2.47216,31.1395,4.60832,
16,0.746682,35.0991,5.6468,0.969371,15.2622,2.23473,5.29134,2.80885,0,45.2114,1.69246,3.65856,0.941172,31.1071,7.5188,
17,0.982298,34.9473,5.56614,2.42102,14.0977,2.87706,1.18976,2.15136,0,46.3905,2.34024,6.03277,1.23513,31.4552,6.57635,
18,0.579596,35.4673,5.69757,0.787347,17.233,2.49105,2.63878,2.92791,0,46.9247,1.95062,2.17435,1.37355,31.2784,6.74151,
19,0.886356,34.7858,5.64212,2.7837,18.3379,2.33764,0.865819,2.35583,0,45.519,1.78031,1.54818,0.976849,31.0412,9.45519,
20,0.660646,34.9363,5.61423,1.70421,14.3811,2.94082,0.130708,1.09196,0,49.0661,2.40967,4.9285,1.43866,31.1449,8.22056,
21,1.47468,34.8528,5.64123,0.749321,15.7967,2.62072,1.67943,4.39427,0,48.9664,2.0926,3.16216,1.70488,31.055,4.53654,
22,0.624265,34.6908,5.64545,1.44793,15.6573,2.06432,4.54342,4.14449,0,46.8495,1.52126,3.33723,0.864729,31.009,6.34631,
23,0.800011,35.3046,5.66045,1.03242,18.5278,2.53823,1.59559,4.76121,0,46.4431,1.97058,1.48399,1.62101,31.154,5.90942,
24,0.547643,34.8171,5.64917,0.840224,15.5672,2.33217,6.55668,3.51527,0,46.0276,1.78562,3.53904,0.675041,31.0362,5.97888,
25,0.497963,34.6868,5.54827,2.53622,14.2976,2.04208,0.867944,5.99691,0,45.9227,1.48998,6.22705,1.09239,31.5629,6.1149,
26,2.17914,34.627,5.51423,1.77461,14.249,2.40778,0.316117,1.76644,0,47.646,1.85763,6.09726,2.21158,31.9689,6.30576,
27,0.285617,35.0075,5.634,2.04965,14.5661,2.16217,1.64356,3.99962,0,45.5999,1.62528,4.63,0.569674,31.1016,10.1112,
28,0.715375,35.0871,5.67273,2.16173,16.9483,2.66121,1.9054,4.60478,0,46.9716,2.11235,2.507,1.55362,31.114,5.01683,
29,1.08982,34.8223,5.56711,1.3878,14.2782,3.69154,1.86846,2.22726,0,45.6408,3.16512,4.70922,2.46024,31.4299,6.73091,
30,0.623562,35.1634,5.66207,2.92725,15.2414,3.54554,0.594882,3.81117,0,48.1434,3.00199,3.76097,1.15767,31.1217,4.32826,
31,1.87486,34.7598,5.59348,1.18935,14.6309,2.2129,2.06832,4.50058,0,45.8948,1.6804,4.2956,2.2874,31.2178,6.98053,
32,1.05584,35.2487,5.63186,1.01037,15.272,2.53536,2.48509,6.55548,0,46.4064,1.9982,3.63299,1.81957,31.1693,4.39511,
33,1.49834,34.7896,5.5847,2.39141,14.3329,2.57379,1.47564,1.49644,0,44.4778,2.0308,4.91042,1.7052,31.279,10.6907,
34,0.836991,34.9059,5.65966,2.39028,16.2359,2.45922,2.24374,0.744418,0,47.6591,1.92531,2.87025,1.64052,31.057,8.66026,
35,0.805932,34.7737,5.59917,3.02547,14.3137,1.99973,1.3818,4.36057,0,45.5841,1.45458,5.14348,1.87333,31.177,8.05107,
36,0.732277,35.0327,5.63345,1.52084,14.8931,3.48546,0.615694,3.0623,0,44.3034,2.93561,4.19963,0.969663,31.1101,11.076,
37,0.915569,35.2572,5.71146,1.77393,16.4844,2.66564,0.826249,3.37648,0,44.6844,2.13559,2.66615,1.56726,31.3016,10.2053,
38,0.890145,35.2006,5.66209,1.01434,16.8022,2.66359,3.81557,3.28762,0,45.646,2.12706,2.37974,1.21725,31.1295,7.85284,
39,2.34166,34.9321,5.59941,0.938414,14.9396,3.4201,1.74814,3.86477,0,46.3368,2.863,4.06236,2.38211,31.2264,5.08843,
40,2.14762,34.7985,5.60287,0.812807,14.3415,2.99151,0.8222,2.83679,0,49.8844,2.45789,4.93475,2.20155,31.1671,4.76684,
41,2.20343,34.9012,5.64696,0.963353,14.4497,3.14089,0.89646,5.11566,0,46.4913,2.60305,4.8254,2.30247,31.0568,5.19609,
42,1.44117,35.4259,5.66062,3.29135,15.514,2.10108,0.481562,1.83899,0,46.0739,1.54023,3.51194,2.18351,31.1846,9.58775,
43,1.36749,34.7982,5.56892,4.21663,14.1472,2.56921,1.25301,4.55179,0,46.3718,2.01817,5.6257,1.47141,31.3997,4.5099,
44,2.252,35.1175,5.64858,3.57028,15.5673,1.92628,1.88352,1.29151,0,46.7543,1.38186,3.10426,2.55925,31.1113,7.73214,
45,0.661907,34.8022,5.63149,1.20813,15.4207,2.53549,2.17304,6.51824,0,45.1821,2.00042,3.38998,0.765991,31.0608,8.6614,
46,0.660444,34.7596,5.52867,1.74813,14.2067,2.82037,2.33272,4.06531,0,45.8698,2.2604,6.4054,0.878616,31.8102,6.71266,
47,2.16726,34.6925,5.66131,1.28277,14.6856,2.23802,4.39418,1.64874,0,44.8492,1.70347,4.47487,2.29129,31.0072,8.99763,
48,1.98588,35.0199,5.63831,2.17898,15.6576,2.2766,1.34161,4.61915,0,46.8272,1.72223,3.20707,2.01225,31.0993,6.52587,
49,1.19762,34.8442,5.68344,1.2973,15.7297,2.08115,5.5419,4.32572,0,46.4668,1.53358,3.42928,1.19372,31.0835,5.73013,
50,1.4376,35.0762,5.64219,0.751039,15.2254,2.38565,4.11273,3.86327,0,45.4695,1.85507,3.64848,1.67394,31.1071,8.08417,
51,0.816621,35.2729,5.67013,1.74694,16.5662,3.53696,2.19889,3.8023,0,45.4251,2.98513,2.6971,1.14688,31.1558,7.40757,
52,0.922801,35.0832,5.67008,1.03279,17.7528,3.08701,4.08078,2.16728,0,45.8137,2.52081,1.99327,0.972511,31.108,8.23253,
53,0.768234,34.3606,5.52251,2.08828,15.7187,1.77926,6.19579,4.04356,0,46.4824,1.21995,3.1929,1.22714,31.8494,6.02473,
54,1.77175,35.1857,5.64093,0.788466,15.5771,2.39806,4.19245,2.95265,0,44.9095,1.86002,3.28238,1.94219,31.1367,8.89303,
55,4.43414,34.9747,5.66626,1.25028,16.3827,1.99155,1.04917,2.32298,0,45.3351,1.43907,2.89623,4.5022,31.0774,7.23106,
56,1.84429,35.1449,5.63031,1.39322,14.8141,2.30388,1.31685,2.45678,0,47.1916,1.7448,4.50298,2.56916,31.1452,8.50486,
57,0.983644,34.5479,5.55158,5.33384,14.2913,1.48489,5.81969,2.47306,0,46.8775,0.922402,4.93404,1.06061,31.5106,4.77707,
58,0.984271,34.9933,5.63425,1.76852,15.1084,3.36954,1.78211,3.03531,0,45.027,2.81513,3.68241,1.6921,31.1012,9.58817,
59,0.73831,34.4882,5.52685,0.77761,14.3623,2.62396,1.08848,1.77845,0,43.921,2.09594,6.72088,1.18527,31.7586,13.546,
60,1.10312,34.7267,5.59138,1.17592,14.5695,2.72925,0.659307,6.23952,0,47.0542,2.19468,4.46708,1.48358,31.2207,7.43655,
61,0.655717,34.8876,5.58545,1.87404,14.228,2.28142,4.90213,2.51544,0,45.2187,1.73654,6.1069,1.5552,31.2836,7.85367,
62,0.960865,35.1726,5.65011,2.62568,14.1663,3.73173,1.08262,3.48012,0,45.7561,3.22027,4.80035,1.35418,31.1221,7.56143,
63,0.563922,34.9764,5.5729,3.66896,14.3682,2.22468,2.3658,4.33907,0,46.217,1.64895,7.03214,1.27682,31.3913,5.04464,
64,0.679658,35.0024,5.6437,4.0106,15.0665,2.19331,1.61493,4.46792,0,44.9428,1.63805,3.61268,0.857433,31.087,9.95387,
65,0.777023,34.7439,5.61291,0.74426,14.788,2.64535,1.52211,5.18702,0,45.1983,2.11829,4.15707,0.795988,31.1067,11.5641,
66,0.62931,35.0966,5.58614,1.27276,14.6527,3.3572,0.316991,3.26109,0,46.6504,2.80519,4.48349,1.09731,31.3466,10.5042,
67,2.1867,34.5835,5.59316,1.20413,14.313,2.58022,3.94892,1.33342,0,45.5482,2.05285,5.2185,2.53244,31.163,8.80295,
68,0.607169,34.8415,5.58905,2.31269,15.2826,2.72196,5.05147,1.98966,0,46.4608,2.17552,3.4627,0.673141,31.2737,8.64066,
69,1.17036,34.8755,5.63925,0.820754,16.4269,2.65121,2.22649,4.77349,0,47.0264,2.1111,2.61911,1.95307,31.0652,7.7248,
70,1.33683,34.9393,5.62166,1.06321,15.8875,2.78881,4.47975,2.22044,0,48.3977,2.24635,3.07527,1.60074,31.1277,6.30769,
71,0.471946,34.9376,5.61273,1.16895,14.6466,2.60841,2.33522,4.09592,0,44.223,2.07405,4.36025,1.10204,31.1545,12.3332,
72,0.636055,34.4506,5.50708,1.72172,15.4801,2.26661,1.13068,4.07515,0,46.6445,1.73527,8.40918,1.51224,31.991,5.5795,
73,3.26317,35.3555,5.68414,1.78965,17.5862,2.55297,1.21993,3.13037,0,47.1136,1.94284,2.15571,3.32038,31.2055,4.8268,
74,0.502163,35.0587,5.63402,3.48871,14.6075,2.00682,2.53473,6.51281,0,45.3304,1.45168,4.67778,0.765092,31.1138,7.47831,
75,0.844869,34.9319,5.6512,1.9098,15.8485,2.45927,3.91261,5.46618,0,46.1095,1.90804,3.40243,1.41545,31.0635,6.25916,
76,0.254579,34.6348,5.57774,3.50078,15.7729,3.70338,5.36794,3.06456,0,46.603,3.15094,3.36725,0.232833,31.3083,4.64394,
77,1.41656,34.6649,5.56211,1.72462,17.0898,2.87534,5.03733,1.49536,0,46.9144,2.32589,2.14726,1.5122,31.471,6.95492,
78,0.564494,34.7825,5.61374,2.46901,14.626,2.1001,2.26023,9.37149,0,46.6632,1.55445,4.48939,0.547979,31.1108,5.1062,
79,1.08691,34.8821,5.5882,2.84796,14.3227,1.9393,1.06542,5.298,0,46.8009,1.38671,5.24968,1.9978,31.2703,7.54877,
80,0.639558,35.1682,5.67752,5.43146,15.4336,1.78206,3.50648,2.60226,0,45.5883,1.2115,3.73967,1.51133,31.147,7.89441,
81,2.44465,35.3438,5.68185,1.04269,16.3439,2.67635,1.33137,4.7791,0,46.1129,2.10652,2.66284,2.85008,31.198,6.77077,
82,1.37452,35.233,5.71272,3.55323,17.2014,1.83726,0.776267,5.41356,0,46.6803,1.26495,2.29366,2.15211,31.3004,6.60862,
83,1.96944,34.9972,5.67194,7.19663,15.0856,2.00584,2.4981,0.832681,0,47.099,1.41613,3.94236,2.0594,31.0949,5.53366,
84,0.571148,34.766,5.5721,1.60056,14.4526,2.84358,2.47023,4.70572,0,45.8482,2.25976,7.25751,0.686716,31.3444,7.04306,
85,0.387179,34.8369,5.63901,2.93364,15.5426,2.24045,2.18587,5.93194,0,44.459,1.69293,3.34443,0.907127,31.0538,10.3323,
86,1.52142,35.1136,5.66656,2.59448,15.082,2.24322,2.18778,3.7362,0,46.8654,1.69569,3.94063,2.45913,31.1147,7.2874,
87,0.795165,34.9576,5.61514,0.779215,14.9429,2.91394,5.822,5.42152,0,46.6985,2.38769,3.86947,1.74261,31.1526,4.46756,
88,1.891,34.7679,5.56566,1.21146,14.4885,2.44371,2.96144,1.14679,0,47.5178,1.91328,4.58614,2.54,31.4354,9.15632,
89,1.29956,34.7069,5.63266,2.752,14.4172,2.20563,0.780041,4.0021,0,48.9539,1.65713,4.98436,1.68987,31.0305,7.55413,
90,0.876841,34.8764,5.5963,3.6313,14.6158,2.86434,0.587788,4.31323,0,49.1098,2.29723,4.44619,1.41651,31.2262,5.82643,
91,2.02299,34.7905,5.55757,2.73965,14.7278,2.31092,0.934409,2.31778,0,45.1403,1.76121,7.51873,2.95665,31.48,7.44217,
92,0.33716,34.9391,5.58789,4.99575,14.4496,1.6497,2.42509,6.24797,0,46.279,1.08404,4.83595,0.794167,31.2913,6.79743,
93,1.23283,34.9012,5.61824,3.69906,16.37,1.89519,2.55994,4.49301,0,47.3195,1.33483,2.65423,1.86886,31.1318,6.64081,
94,1.54711,34.9971,5.61264,2.26479,15.1028,2.91168,1.71402,1.94411,0,46.2202,2.29501,4.42828,2.05675,31.1708,9.45438,
95,0.487,34.8311,5.67759,1.11472,16.7887,3.0526,0.87335,6.89576,0,47.0082,2.52125,2.41215,1.15792,31.0609,7.85957,
96,1.07176,34.541,5.50063,2.12293,14.235,2.74738,2.04287,7.31864,0,46.3665,2.18321,5.58373,1.15171,32.1709,4.76868,
97,0.738856,34.7765,5.69226,1.27673,18.8873,2.94019,4.81452,2.42707,0,44.9192,2.404,1.40297,1.30399,31.0845,9.14399,
98,1.19515,35.0091,5.64906,2.5437,15.9138,2.98385,3.01241,3.90781,0,46.929,2.45333,3.20984,1.67227,31.0836,6.28829,
99,0.627854,34.8933,5.61025,1.80656,14.427,2.65362,3.94629,1.81024,0,47.8899,2.13347,4.49573,1.42636,31.1544,9.0061,
100,1.72892,34.8168,5.61952,3.25784,14.6615,2.01167,1.01406,2.10031,0,45.1588,1.47002,4.36261,2.25774,31.0991,12.3869,
101,1.07498,35.0399,5.62157,4.8732,14.5641,1.49154,1.37649,0.466731,0,48.7151,0.928425,4.42516,1.25181,31.1439,10.9812,
102,0.250008,34.7522,5.60615,0.73725,15.0268,2.2679,4.61571,2.22138,0,49.3839,1.73392,3.87782,0.281535,31.1431,10.0785,
103,0.866441,35.0735,5.66036,5.70025,15.9991,1.63358,2.04102,4.65853,0,47.9854,1.06536,3.08396,1.78502,31.0983,5.34105,
104,2.14483,34.7803,5.59413,0.888098,14.3232,2.39281,2.36201,3.8457,0,44.5333,1.85997,5.3921,2.17308,31.2095,10.5288,
105,2.43222,34.9649,5.64048,0.804612,15.3601,2.54814,1.83924,6.81126,0,45.4021,2.00927,4.09678,2.51354,31.0818,6.53124,
106,1.64275,35.1331,5.63282,1.65349,14.8325,2.13164,4.10624,1.73901,0,48.2501,1.57705,4.40937,2.40267,31.1365,7.45785,
107,2.85468,34.6456,5.47578,1.38339,14.1964,2.61288,1.63348,0.893459,0,44.8306,2.07994,5.21952,2.94691,32.6272,10.7063,
108,0.288542,34.8029,5.58964,1.4927,14.2711,2.79804,3.51832,3.91513,0,48.0735,2.26771,5.39546,0.484911,31.2412,7.98486,
109,0.205024,34.5895,5.59453,2.20969,15.1138,2.28573,3.34157,6.30606,0,47.5928,1.74133,3.7357,0.393123,31.1719,7.86618,
110,0.646607,35.1112,5.62098,6.69323,14.4989,1.89837,3.91981,1.81066,0,45.8227,1.32466,4.67897,0.995786,31.1636,8.0119,
111,0.737856,34.7421,5.65683,1.97215,15.4473,2.19318,4.19626,7.26863,0,45.5183,1.65582,3.47616,1.09439,31.0163,7.23179,
112,1.13126,34.4115,5.5641,4.71458,14.2942,1.79634,1.21662,3.06871,0,49.9174,1.2545,6.28318,1.29237,31.3354,6.06447,
113,2.55772,34.9685,5.63464,4.56149,14.6421,1.36564,2.02579,1.1291,0,47.0642,0.788926,4.5695,2.94074,31.0898,9.00777,
114,2.0101,35.1448,5.57911,1.00032,14.1845,3.22948,0.953772,3.83806,0,45.5455,2.67197,5.76352,3.15255,31.3998,7.94338,
115,0.839162,35.0999,5.60464,5.63586,14.4278,2.21461,5.3934,1.39912,0,45.7283,1.64335,4.84671,1.15089,31.2308,7.20687,
116,1.11158,35.441,5.70608,1.65016,17.3278,2.70615,2.61082,7.1182,0,46.665,2.16514,2.23767,1.69463,31.3112,4.6942,
117,0.472332,35.3527,5.6489,1.80983,17.3971,3.31407,1.66711,2.76427,0,44.6047,2.7497,2.21408,1.12459,31.1693,12.1557,
118,2.5905,34.9776,5.67259,4.42155,15.6915,1.6916,1.21561,1.34152,0,47.9663,1.12642,3.37766,2.82062,31.0901,8.46145,
119,1.75078,34.9346,5.58317,3.77959,15.1212,2.46127,3.65621,4.31777,0,46.5897,1.9342,3.38907,1.8651,31.3422,5.73593,
120,0.181639,34.7201,5.62642,2.17619,14.5038,2.88282,1.06852,3.23385,0,43.2307,2.34433,5.01886,0.205771,31.0483,16.2608,
121,1.99115,35.1335,5.61756,0.757596,14.9276,2.71749,1.61511,4.75329,0,47.5121,2.19017,3.91608,2.25283,31.1869,7.98079,
122,3.04414,34.963,5.64066,3.37355,15.1224,1.72921,1.58928,5.86469,0,46.4175,1.15739,3.99124,3.20163,31.0794,5.38135,
123,1.6906,34.9804,5.60448,0.830717,15.4159,3.10469,1.62666,4.01344,0,44.3205,2.56898,3.43454,2.24725,31.2137,11.5105,
124,1.88752,35.307,5.66013,1.06484,14.899,2.71085,1.36462,2.77372,0,46.6785,2.16922,4.24154,2.2884,31.1561,10.3854,
125,2.46844,35.1178,5.67365,3.35457,15.844,2.16506,4.07311,4.45095,0,46.3787,1.61553,2.98245,2.6067,31.1252,4.73922,
126,0.638422,34.6993,5.61578,1.37811,15.4637,2.3823,6.23823,1.86352,0,47.0285,1.83083,3.55849,0.752603,31.0884,10.0627,
127,1.45934,34.4506,5.52414,5.24468,14.2614,1.32714,1.25876,0.713507,0,52.6327,0.753777,5.27492,1.93396,31.8162,5.96463,
128,1.28761,35.099,5.62627,1.75674,14.7659,2.44452,0.842303,3.34032,0,44.0409,1.90762,4.21166,1.78525,31.146,14.3723,
129,2.70517,35.1022,5.64066,3.75675,14.8224,1.88901,1.34416,3.86162,0,45.3007,1.33027,4.18174,2.7889,31.115,8.87245,
130,2.23571,34.8011,5.61249,1.42134,14.3576,3.01576,1.2906,3.47911,0,48.1135,2.4791,5.07612,2.51351,31.1158,7.23701,
131,1.20514,34.9087,5.65994,2.23147,15.9744,1.77307,4.82438,4.6036,0,47.4522,1.21213,3.22104,2.34659,31.058,6.29166,
132,1.56125,35.1127,5.64004,2.61585,14.3742,2.33549,1.29916,0.48282,0,44.5434,1.78527,4.93874,2.09815,31.1157,14.9393,
133,1.57409,34.7947,5.5799,1.038,14.2562,2.67478,4.50741,1.03222,0,47.1104,2.11896,5.79852,1.91658,31.302,9.15767,
134,1.66967,34.5338,5.53488,3.13254,15.9919,1.95954,3.55953,6.83551,0,46.4051,1.40652,2.82698,1.70917,31.742,5.56127,
135,1.11396,35.0128,5.61952,4.91443,15.5145,1.74539,5.36377,1.28484,0,48.407,1.1909,3.28283,1.31656,31.1523,7.0046,
136,1.49729,34.9203,5.65157,2.02164,16.0483,2.11066,3.65834,4.70988,0,48.4121,1.55994,3.11256,2.19589,31.0606,5.98997,
137,1.01556,35.1781,5.65531,2.46895,15.6655,1.82938,4.1305,2.25943,0,43.7119,1.2767,3.29398,1.29152,31.1226,14.0665,
138,3.97267,35.1242,5.66574,2.67026,16.6081,2.01407,1.77345,4.19374,0,46.2606,1.45929,2.53978,4.14451,31.1132,5.45107,
139,2.33595,34.9129,5.5898,3.84816,14.1787,2.17037,2.16313,3.86466,0,46.5213,1.63758,5.09238,2.93721,31.2732,6.47935,
140,1.77873,34.7068,5.57435,1.14976,14.368,2.50683,1.77641,4.55336,0,44.5144,1.95347,5.26923,1.99819,31.3358,11.536,
141,0.674159,34.4511,5.57423,0.997378,14.482,2.42927,7.84625,5.14352,0,48.1094,1.88885,4.8118,1.38023,31.277,4.01777,
142,0.814666,35.1119,5.61818,11.1823,14.5094,1.00705,0.469693,4.26201,0,46.6624,0.35748,4.58641,1.10099,31.1733,6.30374,
143,0.978156,35.1767,5.6946,3.39053,17.2398,1.8624,3.79803,4.93017,0,45.6276,1.30463,2.16251,2.30186,31.196,7.50202,
144,0.920971,35.033,5.71015,1.54982,18.3421,2.02857,2.32297,5.7169,0,47.6828,1.48049,1.56577,1.41298,31.2304,8.23188,
145,1.12008,35.2921,5.70093,0.956348,17.6058,2.70785,1.43664,4.43911,0,46.038,2.17532,1.89808,2.08381,31.2496,10.5892,
146,1.39039,35.153,5.67512,1.89578,15.1229,2.05377,6.63262,3.22768,0,47.5672,1.49935,4.04292,1.83264,31.1381,6.06245,
147,1.2315,34.667,5.5142,1.116,14.6652,2.58322,4.42545,4.28468,0,46.628,2.04947,7.20242,1.40544,31.9685,5.59901,
148,2.60303,34.8807,5.66311,0.791165,17.08,2.3516,1.63286,3.33275,0,48.0418,1.80707,2.25717,2.63599,31.0516,9.21314,
149,1.81436,35.2496,5.64832,2.66994,16.5473,2.30294,2.66167,3.34084,0,47.6294,1.75146,2.70767,2.79839,31.1437,7.09037,
150,1.84352,35.1043,5.66036,0.879989,16.508,2.59238,6.31315,1.83188,0,46.3201,2.04456,2.6239,2.25119,31.1056,8.2948,
151,1.32823,34.8435,5.63122,1.89737,14.671,1.93921,6.23658,1.23486,0,49.1919,1.38801,4.60569,1.49923,31.067,7.85055,
152,0.66159,35.0088,5.62148,0.990354,14.5049,3.32716,4.87844,4.36452,0,45.477,2.77091,4.94387,1.21941,31.1348,8.48602,
153,0.0801378,34.8009,5.64475,3.29388,14.9032,2.07867,0.934455,5.61225,0,47.9602,1.53136,4.00581,0.11188,31.0355,11.4123,
154,1.19435,35.2631,5.70761,7.84814,15.4545,1.56719,3.60323,2.93711,0,46.3319,0.997793,3.31757,1.83632,31.2846,6.08798,
155,0.206419,35.1082,5.69795,3.39081,16.9405,2.99122,0.801198,2.8581,0,50.0023,2.45488,2.3867,0.477167,31.1944,8.93081,
156,0.655524,34.9028,5.66543,4.54208,16.5444,1.97989,2.58627,6.22186,0,46.8436,1.37772,2.81834,0.999283,31.0598,7.26012,
157,1.65355,35.2277,5.64367,1.23214,16.1727,2.63535,7.24505,3.43877,0,45.3494,2.09626,2.81941,1.85245,31.1438,6.97597,
158,0.955898,34.5909,5.48917,7.45948,14.4774,1.85358,2.72436,3.3419,0,46.3137,1.25664,7.15416,1.32727,32.3317,4.23267,
159,2.77966,34.9188,5.60224,3.93985,14.5529,2.29527,0.750777,3.77842,0,46.2887,1.76177,4.35641,3.304,31.1987,7.99913,
160,0.954603,34.6315,5.64133,2.60085,15.2546,2.34137,2.73541,3.86182,0,46.4937,1.79198,3.62008,1.52857,30.9995,11.0722,
161,1.31769,34.58,5.60712,2.44471,14.5491,1.91321,4.66674,5.53775,0,46.1842,1.35031,4.92588,1.54421,31.0906,7.8387,
162,0.229544,34.5456,5.57918,0.978695,14.4416,2.19341,1.06562,5.20105,0,45.7978,1.64958,5.03048,0.431141,31.2565,15.169,
163,0.789922,34.901,5.5929,2.59355,16.0445,3.00681,4.45269,0.871911,0,45.109,2.45707,3.05693,1.48182,31.2658,11.9885,
164,2.29907,34.8865,5.60823,1.97666,14.5134,3.21923,6.12012,1.73266,0,45.8642,2.69544,4.64665,2.75872,31.1634,6.14176,
165,1.07848,34.9857,5.59838,1.81381,14.5641,2.18594,6.76248,4.47524,0,46.894,1.63885,4.65933,1.27329,31.2361,6.4904,
166,1.11705,34.5468,5.51331,2.17177,14.3365,2.96504,3.08263,5.97728,0,46.1044,2.43961,6.38729,2.18375,31.9662,4.89061,
167,0.947383,35.1358,5.66035,4.47501,15.7986,1.89643,2.01071,3.68951,0,43.7883,1.34756,3.1195,1.08787,31.1135,13.6998,
168,1.13615,34.5098,5.49544,1.89727,16.2078,2.02046,3.0224,6.54035,0,44.6486,1.46583,2.66451,1.93498,32.3042,9.93157,
169,4.14303,35.0376,5.66958,1.77725,16.4027,2.33614,0.614588,3.26879,0,46.988,1.76643,2.78044,4.17443,31.0964,7.72574,
170,0.814391,34.8853,5.57798,2.7207,14.3565,2.24741,4.71352,6.07395,0,47.14,1.70477,5.19701,1.03276,31.3491,5.97238,
171,1.46483,34.7593,5.56733,2.26125,14.3759,2.44249,2.45471,4.41665,0,46.4444,1.91609,7.03802,1.67441,31.3874,7.59154,
172,1.03467,34.8071,5.55781,4.17612,14.0845,2.62228,1.01346,5.28104,0,46.2198,2.08131,5.77379,1.79139,31.4993,7.85308,
173,2.46483,35.3598,5.76351,1.61465,19.1124,3.27395,2.34926,3.11358,0,45.3283,2.7432,1.36222,2.48907,31.7458,7.07627,
174,1.81468,34.6015,5.54545,3.26218,14.8877,2.04775,2.58154,6.75453,0,45.6861,1.49113,4.09128,1.98242,31.6017,7.44944,
175,0.746553,34.6551,5.58825,4.08181,15.1072,1.49136,8.34687,4.63035,0,46.5175,0.914699,3.87907,1.33465,31.2293,5.27532,
176,2.05697,34.9839,5.67256,5.20357,15.8475,1.57103,6.14152,2.66003,0,46.9004,0.996803,3.11338,2.10718,31.0892,5.50806,
177,0.682839,34.8808,5.54896,4.5181,14.1263,2.77339,5.16492,2.24548,0,46.2517,2.23462,6.42278,1.57636,31.6014,5.83244,
178,1.01325,35.0869,5.67526,1.56517,16.5323,2.20758,6.07564,1.8523,0,43.9468,1.65894,2.71231,1.76816,31.1195,12.6535,
179,1.29003,35.327,5.7225,8.01639,19.0677,1.64876,0.613,1.63384,0,44.9541,1.06425,1.2254,1.40613,31.3661,10.549,
