Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.toe_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.motion_ratio_heave_l.avg,Heave.rear.side_view_swing_arm_angle_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.toe_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.toe_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.motion_ratio_heave_l.best,Heave.rear.side_view_swing_arm_angle_l.best,Roll.rear.side_view_swing_arm_angle_l.best,
22,152.499,383.06,526.476,0.398108,6.36814,56.0321,35.5116,47.5384,57.6297,91.0736,88.9061,2.04068,64.8334,21.3621,22.4448,52.4698,215.291,215.419,2.43425,25.2157,3.82824,31.0972,18.3481,5.71376,1.85818,
23,147.432,409.316,615.919,0.360191,6.69459,57.1984,34.7448,46.805,60.2546,102.798,100.821,2.23496,68.4703,19.1235,19.916,43.794,252.765,251.777,2.43425,25.5935,3.82824,31.0972,18.3481,5.71376,1.85818,
24,147.432,393.899,644.823,0.374289,6.23828,58.7119,35.802,48.0582,64.2204,92.241,88.6271,2.11484,78.6105,19.4275,19.6272,81.7653,268.316,267.499,2.77265,24.6515,3.82824,31.0972,18.3481,5.71376,1.85818,
25,142.197,474.434,768.837,0.299719,6.22132,60.6155,36.8546,49.0867,55.2069,134.45,131.999,2.07252,69.0311,21.1141,21.4338,59.2026,322.711,322.56,2.77265,25.0326,3.82824,31.0972,14.8738,5.71376,1.85818,
26,142.197,371.892,491.805,0.38236,5.85597,59.2008,32.645,45.0974,54.8555,88.6356,85.6021,2.06383,65.0488,16.5596,17.0248,69.3227,197.114,198.204,2.14107,25.8333,3.82824,30.5678,18.3481,6.23908,1.85818,
27,138.679,455.132,635.029,0.304701,5.90399,64.1904,33.4624,46.1175,45.6041,131.461,128.393,1.94393,71.7386,13.568,14.2592,51.7885,266.345,269.078,2.14107,25.8333,3.82824,31.0972,14.8358,6.23908,1.85818,
28,138.679,428.53,698.82,0.323616,6.04566,62.6035,31.2744,43.2105,57.9119,114.877,112.607,1.93058,71.5428,10.971,9.48131,68.0209,296.993,294.314,2.14107,25.8333,3.82824,31.0972,18.3481,6.23908,1.85818,
29,138.679,427.8,665.716,0.324168,5.50905,46.5184,34.9261,46.4871,43.2718,126.909,124.179,2.26706,42.9149,20.3693,20.2649,39.1785,302.579,300.925,2.06697,24.7736,3.82824,31.0644,18.3481,1.22802,0.564663,
30,134.993,487.941,784.04,0.276659,5.66562,60.4007,33.4503,45.3778,55.83,145.007,142.209,2.11217,73.0875,17.599,17.197,67.008,330.903,332.136,2.14107,25.8333,3.82824,31.0972,18.3481,6.23908,1.85818,
31,134.993,451.62,748.649,0.298909,5.52256,72.8504,36.1185,48.7353,46.5397,122.714,119.14,1.83185,98.2,21.9404,24.8528,43.2878,291.976,289.185,2.14014,25.8333,3.82824,31.0972,18.3481,6.23908,1.85818,
32,134.993,468.344,813.555,0.288235,5.89707,68.8391,34.6119,47.9762,49.58,133.262,128.178,2.09379,87.5819,20.1144,22.7441,67.8811,341.839,334.599,2.14107,25.6228,3.82824,31.0972,14.9769,6.22743,1.85818,
33,134.993,549.912,819.259,0.245482,5.59207,62.1735,34.9491,47.414,56.5868,173.271,169.926,2.03993,83.724,19.5425,20.1687,58.4703,332.628,339.173,2.14107,25.8333,3.82824,31.0972,18.3481,6.22743,1.85818,
34,134.993,578.783,995.94,0.233237,5.43317,69.2999,37.3996,50.9159,59.3004,182.637,173.796,1.84025,103.593,21.8691,25.8,87.3568,413.359,396.325,2.11273,23.187,18.626,33.1908,17.3268,3.92711,1.85818,
35,134.993,428.94,711.803,0.314714,5.75996,60.1109,31.7965,44.8462,63.5377,113.619,109.27,2.1482,83.2454,13.9549,14.4773,88.2374,289.576,288.928,2.14107,25.8333,4.64455,33.1908,19.0207,6.22743,1.85818,
36,134.993,316.588,543.871,0.4264,5.53499,52.0294,28.3203,40.6077,39.6414,76.6041,73.8502,2.01636,64.5653,6.84702,7.45364,50.7556,231.265,227.559,2.09049,25.8333,18.0763,33.1815,14.0376,6.22743,1.85818,
37,134.993,408.432,705.413,0.330516,4.89068,48.7902,30.8708,43.1185,51.3994,116.183,113.18,1.80988,53.6424,17.8418,18.7381,70.9432,299.796,292.852,2.14107,24.7542,16.5076,31.3078,18.3585,2.2765,1.85818,
38,134.993,563.737,904.755,0.239461,5.05115,68.76,32.7715,45.6152,65.1225,174.782,171.635,2.08709,92.4273,20.7426,21.8497,83.2543,366.391,381.087,1.99663,24.9546,13.1651,30.0861,19.0207,6.22743,1.85818,
39,134.993,432.867,716.187,0.311859,5.20665,46.7197,33.3556,45.1171,48.0089,128.377,126.082,1.7622,63.3385,19.1511,20.1881,59.1438,320.441,320.649,2.14107,25.2279,18.626,32.9117,19.0207,6.22743,1.85818,
40,128.159,572.564,918.054,0.223834,5.41746,69.3164,34.5899,48.0086,52.0237,183.966,179.243,2.17742,113.093,22.5478,24.5053,66.5161,376.621,376.893,2.14107,18.8191,17.1515,30.4248,18.2284,6.22743,1.85818,
41,126.872,432.524,747.352,0.293329,4.92054,54.1426,30.1704,42.5039,47.2983,128.018,125.47,1.7129,72.613,11.6609,12.2384,61.0614,316.554,319.499,2.14107,25.8333,11.2306,33.1908,17.2313,6.13851,1.85818,
42,126.872,467.725,795.538,0.271253,5.05701,66.6898,37.4723,50.8171,59.2296,126.961,121.498,1.79856,113.729,27.7936,28.6397,73.403,307.878,304.301,2.14107,25.0467,17.9445,33.1908,17.2313,3.52432,1.8396,
43,126.872,417.614,873.554,0.303802,5.30819,53.7403,30.5069,42.9182,44.5459,121.748,118.847,1.90236,93.317,17.6683,17.8102,53.8679,361.043,359.112,2.14107,24.8301,8.40392,33.1908,18.4403,5.80089,1.8396,
44,126.872,434.5,636.71,0.291995,5.73247,70.9249,33.5561,48.7645,63.9982,109.87,101.654,2.35015,106.876,24.4785,26.0124,90.0013,253.626,243.656,2.14107,24.9909,15.8889,32.0515,18.4403,5.80089,1.8396,
45,126.872,491.123,816.163,0.25833,4.9828,60.2389,32.1535,45.5139,57.0382,147.552,143.643,1.82088,81.6708,19.9448,21.722,77.7465,335.746,342.868,2.14107,25.4105,3.12783,33.1655,18.4403,5.80089,1.8396,
46,126.872,478.271,729.345,0.265272,5.11958,62.8837,34.2968,47.7406,47.8815,141.796,138.553,1.99845,100.032,23.1586,25.3702,63.3286,289.488,289.332,2.4154,25.824,12.9624,33.1908,19.1017,5.80089,1.8396,
47,126.872,292.735,465.676,0.433403,4.99159,39.9892,32.5879,45.2232,48.7305,62.1413,59.0709,1.59425,54.114,21.4371,23.3749,72.1177,204.925,209.139,3.06501,25.3143,18.626,32.1306,14.857,5.14188,1.8396,
48,126.872,403.114,608.612,0.31473,4.78108,40.5295,34.9142,47.7085,57.1341,110.626,107.421,1.79359,48.2562,22.3552,22.6063,76.3298,252.228,248.946,2.49959,25.3099,8.43886,32.7721,18.6046,5.80089,1.8396,
49,126.872,367.546,589.156,0.345186,4.91463,42.7963,32.5878,44.9413,54.6136,95.4516,92.2412,1.92722,67.7296,17.528,19.1109,87.1218,231.47,233.092,2.13779,24.7173,18.1864,32.9936,19.1017,1.30776,0.934844,
50,126.122,375.853,766.22,0.335562,4.67477,51.3885,27.7189,40.1118,38.7226,108.554,104.683,1.33404,79.2263,9.4096,10.7344,66.8575,328.785,331.029,2.94769,25.824,18.3698,31.584,14.8669,5.80089,1.8396,
51,126.122,412.068,739.391,0.306071,4.75122,53.3876,34.732,47.922,52.3762,112.001,106.898,1.41767,83.151,21.9962,23.7707,77.4239,297.058,290.584,2.27674,25.257,19.4589,36.1815,14.8607,3.73695,1.8396,
52,126.122,427.155,797.232,0.295261,4.51734,54.7922,32.2866,45.0387,33.7573,129.87,126.894,1.05985,88.6958,21.2674,26.405,39.4797,334.684,334.802,2.75198,24.89,19.2127,32.6378,18.4961,5.80089,1.8396,
53,126.122,672.794,1173.72,0.18746,4.70843,72.483,33.8701,46.0034,36.953,241.415,237.36,1.2878,107.166,15.6421,16.8184,38.2292,508.932,519.077,1.98584,25.8758,23.6155,36.9548,18.9104,5.80089,1.8396,
54,126.122,631.775,881.738,0.199631,4.96727,65.8325,35.1948,48.7471,50.4619,215.545,211.027,2.01331,92.7626,20.4447,20.9478,74.6919,387.103,384.98,2.65229,25.2308,14.1456,33.863,14.8584,5.80089,1.8396,
55,126.122,410.838,568.981,0.306988,4.49517,58.7595,28.644,42.326,42.7879,118.655,115.171,1.25633,77.4176,16.4335,16.5667,69.26,276.82,261.639,2.93658,25.2402,6.73465,29.1655,6.36702,5.80089,1.8396,
56,126.122,360.895,676.189,0.34947,4.72892,55.0653,29.6117,42.7459,49.7923,91.5157,87.4356,1.50459,82.7664,17.8685,18.3818,78.9911,293.812,294.744,3.40377,25.0259,12.3269,33.4346,18.9104,5.28039,1.8396,
57,123.664,513.768,868.088,0.2407,4.81085,61.3237,32.8305,48.1728,57.5231,160.519,148.588,1.70059,103.229,20.5665,30.0941,84.9687,358.074,335.661,3.26442,24.8432,5.66166,32.7189,18.5647,5.71989,1.8396,
58,123.255,402.75,707.149,0.306033,4.62701,58.6983,33.9032,47.1919,44.8048,109.186,104.339,1.41161,90.0444,22.1292,24.1814,80.2038,285.301,280.612,2.45233,24.9968,18.4217,36.9548,14.8777,5.71989,1.8396,
59,123.255,450.449,842.048,0.273626,4.36425,45.5502,30.6364,42.8017,49.1488,140.612,137.336,0.837157,55.8704,18.8578,20.1043,80.0388,369.515,369.079,2.42579,25.1514,8.49122,33.0716,18.3494,3.00983,1.8396,
60,123.255,417.208,596.051,0.295428,4.90186,71.8968,35.3066,50.6038,66.0326,97.9372,90.5289,1.58972,119.742,24.3903,27.7666,94.1211,220.3,218.373,2.76189,25.0408,17.659,36.9548,18.3494,5.71989,1.8396,
61,123.255,681.69,1093.75,0.180808,4.76417,73.5436,37.0313,49.7579,68.8619,225.521,222.21,1.71865,109.838,24.3289,25.5552,97.7617,436.858,458.73,2.75434,25.7955,8.54901,31.2445,18.3494,5.71989,1.8396,
62,123.255,533.063,887.423,0.23122,5.0343,62.9007,32.5103,45.7868,48.7522,171.919,166.16,2.01497,99.3192,19.2031,21.1095,73.5864,374.783,364.341,2.97473,25.7955,5.08078,33.923,17.4074,5.71989,1.8396,
63,123.255,404.938,724.088,0.304379,4.83498,57.563,30.8676,44.8385,40.8185,116.038,109.977,1.63322,91.922,18.4321,21.9677,61.7675,306.189,292.744,3.36749,25.7601,4.01689,31.6604,18.9104,5.71989,1.92065,
64,123.204,420.268,687.214,0.293156,4.91957,54.7056,39.8247,52.8587,42.1421,115.18,110.638,2.05782,82.8113,31.0863,31.3153,54.4023,276.025,273.861,2.60296,24.7911,15.2041,36.9548,18.9104,5.71989,1.92065,
65,123.204,513.244,865.195,0.240049,4.94265,67.5153,33.4785,47.7567,42.8726,162.683,153.996,1.57279,103.583,22.3566,25.6773,54.5482,360.661,357.801,2.63573,24.8863,18.9898,35.6742,18.9104,5.71989,1.92065,
66,123.204,462.165,849.875,0.26658,4.69712,55.0129,39.0436,52.0639,60.0943,127.817,123.436,1.42727,88.736,28.2446,29.0365,91.0277,345.749,344.548,2.30902,24.8628,24.822,36.9548,18.9104,2.84822,2.06553,
67,123.204,348.432,585.802,0.353595,4.96443,46.1864,33.4998,46.1691,39.7015,91.0027,86.9084,1.83227,70.3612,22.5114,23.8327,49.176,249.996,249.579,2.62179,24.8982,17.7848,36.9548,18.9104,1.46398,0.4353,
68,122.7,535.427,862.618,0.229162,4.5329,85.4102,34.5073,49.9024,43.3675,163.697,154.01,1.18602,153.548,24.6742,31.7314,49.2577,337.741,327.024,2.05852,24.811,19.803,32.408,18.7759,2.51898,2.06553,
69,122.7,407.248,745.788,0.30129,4.61035,47.8483,30.1098,42.7279,52.7598,116.697,112.495,1.28319,78.8634,15.6962,16.7998,84.3539,309.965,302.287,3.0129,25.6807,17.7146,36.6997,18.9104,6.45979,2.06553,
70,122.7,564.947,1009.99,0.217188,5.13103,70.4346,38.0686,51.8518,46.0541,181.02,172.387,2.19499,127.045,27.2271,29.8305,57.5378,410.346,413.118,2.95318,24.9648,17.494,35.566,18.9104,3.77959,2.06553,
71,121.418,451.937,780.685,0.268662,4.4755,49.4892,33.064,45.2607,37.4584,143.31,138.88,1.51469,82.8898,19.8003,21.2974,45.4065,330.414,322.932,1.98598,25.6344,24.8106,36.9213,18.9104,6.45979,2.02346,
72,121.418,321.845,561.584,0.377257,4.46946,46.7418,29.388,42.462,38.2559,82.4852,78.043,1.46865,67.9378,15.8389,16.7908,59.7888,229.889,228.101,2.48132,25.6807,10.5208,36.9213,19.9633,6.45979,2.02346,
73,121.418,329.09,583.845,0.368952,4.70825,46.2564,35.1724,48.5962,49.2708,75.5751,69.5109,1.9802,73.1026,25.812,26.4128,88.9991,236.228,235.516,2.61243,25.0107,17.7431,36.9213,14.8601,1.88114,1.64675,
74,121.418,506.641,901.619,0.239654,4.91388,81.9918,33.1835,47.3812,38.9462,152.201,148.023,1.94298,127.671,25.5474,27.9453,51.1794,378.442,376.331,2.757,24.9559,8.08445,31.1898,15.1653,1.725,0.981681,
75,121.418,407.695,699.564,0.297817,4.5026,60.2278,31.9791,45.6739,47.1647,111.771,106.376,1.75362,96.91,21.7075,23.8865,72.3756,286.616,276.451,2.79625,25.8288,17.9982,31.9481,14.8606,6.26089,2.02346,
76,120.462,422.83,777.682,0.284895,4.32688,60.3029,34.2158,48.1994,58.6895,109.77,107.325,1.29928,120.998,25.5414,30.6434,89.5173,312.756,302.546,2.42498,25.0119,19.2262,29.8835,19.6957,4.40705,1.93676,
77,120.219,430.53,756.555,0.279235,4.3517,55.2187,31.9579,45.0367,41.4482,128.326,124.19,1.32478,84.931,19.8456,21.9916,60.5847,316.083,318.691,2.60005,25.8288,22.9746,34.1665,18.6838,6.03335,1.8248,
78,120.219,401.813,748.717,0.299191,4.49818,55.2288,29.1809,42.5973,47.4081,114.377,108.524,1.7653,96.7588,16.3202,18.4939,74.5369,321.885,314.857,2.85191,25.2263,18.0156,30.5362,19.573,5.44663,1.8248,
79,120.219,492.032,910.088,0.244331,4.38088,60.6413,37.8995,50.8681,40.4623,150.673,147.107,1.9859,104.529,28.4602,26.765,45.3951,391.936,394.189,2.18866,24.7797,17.5302,36.9213,19.6957,0.948847,0.505283,
80,120.219,400.375,748.984,0.300266,4.03959,51.6149,33.9218,47.1335,28.9854,119.779,114.901,1.27899,77.4284,24.2376,26.0879,36.7604,324.719,319.018,2.3277,25.122,12.4108,36.7782,19.6957,4.26677,1.8248,
81,119.587,354.724,589.675,0.337126,3.95301,51.9153,28.4159,41.7073,40.5802,96.1637,91.9887,0.945538,75.3764,13.04,12.9624,68.1995,254.016,249.171,2.36238,25.2155,18.0458,35.2381,14.8507,6.03335,1.79046,
82,119.587,368.607,598.323,0.324429,4.19802,41.6612,31.5443,44.2239,52.1211,99.2505,95.6083,1.70033,54.3513,19.6335,20.3799,78.1795,248.311,249.473,2.29358,25.0434,18.7297,31.995,19.2776,6.03335,1.79046,
83,119.587,610.422,968.53,0.195908,4.33255,68.635,34.4606,48.1622,64.4355,197.262,193.134,1.89205,102.294,24.8653,26.7,93.5592,377.677,381.632,2.0543,25.0895,16.5338,32.4735,19.2776,6.01793,1.78915,
84,119.346,568.646,1047.59,0.209878,4.16803,63.5719,30.8628,44.7003,47.7453,193.468,184.129,1.64537,105.083,18.0534,21.1019,75.0489,450.988,437.711,2.7563,25.8481,6.02336,31.3213,19.2776,6.01793,1.78474,
85,119.346,539.726,904.076,0.221124,4.39829,64.4765,36.4111,50.3822,51.4118,169.819,162.826,1.8749,109.791,27.0166,28.4363,83.3158,382.58,377.577,2.7563,25.07,10.6733,36.9213,16.9243,6.01793,1.78474,
86,118.773,525.173,915.258,0.22616,3.95947,60.4112,31.3181,44.6765,48.9263,170.848,165.033,1.78214,98.6112,19.8511,22.2946,84.7387,375.202,372.298,2.23482,25.079,18.7794,33.0452,19.2776,5.61929,1.70225,
87,118.773,350.171,565.952,0.339186,3.87191,45.0017,32.8371,45.6628,48.0974,89.2284,85.4717,1.436,65.676,20.8835,21.735,84.3315,240.674,237.452,2.28171,25.0844,11.6115,36.9213,19.2776,5.61929,1.70225,
88,118.773,395.358,730.652,0.300419,4.20814,52.2291,32.0229,45.2616,34.3633,115.738,111.534,1.84769,75.9447,21.4133,22.5747,54.4789,318.899,324.308,2.75914,25.3135,17.7786,33.2387,19.2776,3.63859,1.70225,
89,118.773,722.626,1157.32,0.164363,4.00388,78.7065,32.616,45.7655,68.9739,248.75,243.81,1.7201,116.326,21.4294,24.1917,111.768,476.404,485.763,2.0684,25.8782,21.8983,32.4702,15.2038,5.61929,1.70225,
90,118.773,516.786,949.478,0.22983,4.10368,69.0434,30.445,44.8494,50.6516,163.507,154.185,1.83444,110.95,16.2926,23.4074,75.3651,408.778,393.061,2.03732,25.8579,18.6099,37.1935,19.2776,5.61929,1.70225,
91,118.773,551.566,993.532,0.215338,3.98723,76.823,36.6592,51.1605,71.6081,159.023,152.305,1.73463,128.565,30.4495,32.5347,110.608,373.892,363.96,2.72825,25.1109,6.75068,30.1108,19.2776,1.35208,0.86632,
92,118.773,656.533,1013.31,0.180909,4.12572,61.8656,37.0948,50.4203,49.6503,230.07,223.307,1.98876,108.635,25.4857,30.9387,88.8281,424.518,414.005,2.94033,25.2649,18.4325,32.3694,19.2776,5.61929,1.70225,
93,118.773,433.102,842.854,0.274238,4.09,44.6323,31.1591,44.5575,52.9857,130.337,125.34,2.16604,86.9799,16.5353,21.9581,90.5866,357.231,341.093,2.90479,25.7751,5.55861,27.2004,19.2776,5.61929,1.70225,
94,118.656,436.748,737.75,0.271681,3.95289,49.217,31.8416,44.6651,48.8925,131.039,127.14,1.95423,71.927,19.7204,21.4911,80.8025,294.913,295.515,2.67503,25.8577,19.9787,31.1153,19.2776,5.61929,1.70225,
95,115.176,410.829,676.555,0.280349,4.08391,53.4976,25.4041,39.6907,26.8019,133.03,128.321,2.29198,75.5435,11.369,8.95041,28.7661,300.642,294.534,2.67503,25.9679,4.77496,29.3471,14.5152,5.61819,1.70225,
96,115.176,474.274,868.305,0.242846,3.36694,45.0794,30.947,42.8199,37.7481,158.92,155.392,1.22986,63.4981,14.1103,14.2781,60.6222,372.217,379.761,2.08671,25.9037,21.2752,31.8274,14.5152,5.61819,1.70225,
97,115.176,352.742,674.48,0.326515,3.59064,53.1926,32.8324,46.3163,37.2177,92.5794,87.013,1.76206,94.3577,21.9505,25.3888,58.4974,266.38,260.069,2.51413,25.8024,25.1748,37.1916,14.5152,5.61819,1.6844,
98,115.176,367.374,610.758,0.31351,3.77248,61.3464,32.7155,46.5704,39.9143,93.8934,89.162,1.96114,92.1889,22.6806,23.3436,51.9135,251.87,251.741,2.51413,24.8849,8.20221,37.1897,14.5152,1.76167,1.41534,
99,114.332,530.713,881.537,0.215431,4.13027,80.0748,38.7413,54.404,42.8729,160.875,149.615,2.51823,137.919,30.7048,33.2954,63.3305,335.457,337.463,2.51413,25.4153,18.3041,37.1916,14.4934,5.61573,1.6844,
100,114.332,450.378,836.247,0.253857,3.28712,51.8096,30.8504,43.6325,41.2333,141.865,137.701,1.59399,75.8052,18.4139,20.9436,60.2388,362.044,359.698,2.50326,25.1651,22.8092,33.7446,14.4934,5.61573,1.6844,
101,114.332,481.037,801.607,0.237678,3.24582,43.092,32.7804,45.0135,51.2696,154.598,151.037,1.16349,54.0462,18.1868,17.9237,91.3276,341.238,342.996,2.49933,25.9037,20.9789,31.4884,14.4934,5.55635,1.65824,
102,114.332,227.829,351.202,0.501832,3.7171,38.5465,29.2875,42.1196,30.1433,43.9425,40.072,2.47786,60.6769,16.616,16.8258,45.1384,158.506,179.62,2.47015,25.9148,17.1353,37.1722,14.4934,5.54302,1.6493,
103,114.332,540.549,874.784,0.21151,4.08171,72.8016,30.2569,46.4137,61.1126,167.47,158.413,2.83443,111.902,18.5078,23.3858,82.3464,366.156,357.548,2.12926,25.2368,3.70681,31.4633,14.4934,5.54302,1.6493,
104,112.691,311.078,551.372,0.362259,3.45808,52.0453,28.0153,41.7903,39.7552,75.237,70.7772,1.8957,77.4289,12.6164,15.9329,76.3738,224.452,220.721,2.30134,25.9148,15.2785,33.8112,13.0462,5.54302,1.6493,
105,112.691,546.29,944.714,0.206284,3.58724,58.9269,33.9454,47.3908,49.2604,179.835,173.344,1.93711,90.6715,24.0207,25.7103,79.6199,422.271,411.84,2.30134,24.8954,18.5594,33.9155,13.0462,5.01509,1.6493,
106,112.691,486.476,867.939,0.231647,3.1937,76.6641,34.0084,48.2048,59.241,133.265,131.899,1.53282,134.899,24.2769,27.1409,94.5473,326.006,319.365,2.30134,24.7616,19.279,37.1916,13.0462,5.54302,1.6493,
