Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.side_view_swing_arm_angle_l.avg,Heave.rear.p_rod_length_l.avg,Heave.rear.coil_over_length_l.avg,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.toe_angle_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.p_rod_length_l.std_dev,Heave.rear.coil_over_length_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.toe_angle_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.best,Heave.rear.p_rod_length_l.best,Heave.rear.coil_over_length_l.best,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.toe_angle_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,
10,1530.35,2781.83,903.311,0.550123,181.21,0,421.522,6.84878,119.26,1644.6,197.299,181.111,29.9815,161.048,0,378.829,2.16375,117.045,531.998,93.2157,160.757,17.6915,3.37789,0,23.037,1.0675,1.8204,1205.58,14.1505,3.10043,2.44555,
11,1530.35,2695.16,1160.9,0.567814,197.295,0,380.599,6.74051,120.885,1577.88,189.16,195.804,26.7988,199.754,0,349.526,2.2701,129.64,559.955,97.1073,195.55,17.905,3.37789,0,23.037,0.414883,1.8204,1205.58,7.1878,3.10043,2.44555,
12,1530.35,2496.27,821.896,0.613056,170.04,0,351.895,6.75025,99.5832,1476.14,197.438,170.068,24.3464,135.908,0,414.043,2.20734,79.4735,306.883,110.252,136.103,12.8734,3.37789,0,23.037,0.949399,1.8204,1205.58,7.1878,3.79028,2.44555,
13,1530.35,2689.48,1831.42,0.569012,205.039,0,331.331,6.43937,141.535,1570.61,204.841,204.235,25.4494,213.448,0,535.418,2.2383,239.705,780.4,135.634,209.685,21.1291,3.37789,0,23.037,0.949399,1.8204,1189.59,7.1878,3.79028,2.44555,
14,1530.35,2687.66,1643.5,0.569399,197.963,0,374.699,6.31989,138.66,1539.24,209.76,197.266,23.7493,199.311,0,597.636,2.61555,179.982,629.8,151.886,199.003,18.999,3.37789,0,23.037,0.812383,2.15557,1189.59,7.1878,3.79028,2.44555,
15,1530.35,2502.95,1460.21,0.611418,181.665,0,308.682,6.48587,116.783,1472.79,213.326,181.26,21.9627,198.084,0,571.094,2.43073,139.391,558.98,121.134,196.739,17.4933,3.37789,0,23.037,0.0649032,1.42387,1189.59,7.1878,3.79028,2.44555,
16,1530.35,2342.89,1300.47,0.65319,153.238,0,260.714,6.27632,113.906,1420.13,217.011,152.391,19.222,149.427,0,460.836,2.31077,160.295,497.47,134.693,146.157,14.8404,3.37789,0,23.037,0.440899,1.42387,1189.59,9.91604,3.56505,2.44555,
17,1493.95,2607.35,1860.43,0.572976,198.068,0,360.64,6.19633,135.485,1498.55,189.773,197.23,21.4112,312.779,0,641.533,2.66994,223.778,587.406,98.9462,310.297,18.3552,3.37789,0,23.037,0.41044,1.42387,1189.59,11.515,3.56505,2.44555,
18,1423.84,2359.82,1463.08,0.603367,147.678,0,319.642,6.4623,119.235,1429.51,172.302,145.988,19.0047,203.403,0,669.053,2.55496,171.777,511.894,89.4405,197.595,16.1162,3.37789,0,15.8252,0.971266,1.42387,1189.59,32.6941,3.56505,2.44555,
19,1423.84,2440.98,1711.08,0.583306,146.738,0,350.526,6.03049,108.66,1465.07,199.103,144.798,20.0527,167.999,0,657.112,2.41705,173.495,610.603,167.953,164.964,18.5833,3.37789,0,15.8252,0.239355,1.42387,1189.59,35.0553,3.56505,2.44555,
20,1423.84,2382.79,1731.81,0.597552,145.215,0,331.296,6.16402,118.458,1440.47,178.336,144.056,18.7927,242.431,0,643.673,2.22715,184.982,560.102,133.535,240.869,17.653,1.73556,0,8.42416,0.239355,1.42387,1203.56,23.4266,2.32232,2.44555,
21,1423.84,2127.98,1047.81,0.669103,107.428,0,256.767,6.114,125.616,1348.93,162.843,105.293,14.9952,109.6,0,457.178,2.51399,215.177,321.251,110.297,104.926,8.84885,1.73556,0,8.42416,0.239355,1.42387,1203.56,23.4266,2.32232,2.44555,
22,1423.84,2498.8,1954.62,0.56981,159.433,0,381.852,6.00205,108.323,1466.42,197.76,158.858,20.1514,269.346,0,740.406,2.55596,149.155,673.666,175.915,279.717,22.3906,1.30034,0,8.42416,0.313573,4.28558,1203.56,23.4266,0.998375,2.44555,
23,1423.84,2379.81,1944.59,0.598299,146.605,0,283.916,6.17684,134.651,1477.57,166.11,145.802,18.9826,263.318,0,575.169,2.57906,240.582,735.769,127.862,261.475,21.0533,1.73556,0,8.42416,0.0779481,1.51511,1203.56,18.3274,2.32232,2.44555,
24,1423.84,2222.42,1651.98,0.640672,131.788,0,269.638,6.21131,117.182,1393.24,157.304,130.804,16.2495,260.179,0,625.941,2.40781,226.257,550.604,109.307,258.078,15.8073,4.09279,0,8.42416,0.0779481,1.51511,1203.56,18.3274,1.44079,2.44555,
25,1412.12,2204.41,1828.67,0.640591,96.6322,0,250.299,5.80655,103.715,1477.77,156.465,94.6611,19.0561,177.83,0,547.851,2.58115,217.073,886.572,107.694,170.594,23.5438,4.09279,0,8.42416,0.0779481,1.51511,1203.56,12.0194,1.44079,2.44555,
26,1412.12,2085.51,1209.59,0.67711,91.9349,0,234.109,5.90892,96.2466,1388.48,162.698,89.9551,16.1821,147.92,0,400.187,2.70525,153.353,509.57,149.505,147.634,15.3712,4.41458,0,8.42416,0.0779481,1.51511,1205.04,12.0194,3.56505,2.44555,
27,1412.12,2082.41,1517.34,0.678119,94.4826,0,277.415,5.75509,92.3575,1370.44,132.293,93.6933,15.978,203.755,0,628.389,2.65825,178.342,524.086,102.128,202.709,15.3835,2.76698,0,8.42416,0.0779481,1.51511,1205.04,11.1482,2.12619,2.736,
28,1315.6,2210.64,1639.7,0.595119,105.577,0,289.298,5.61436,87.1826,1449.72,149.764,104.92,18.5725,197.322,0,584.138,2.69484,143.944,746.293,147.372,197.084,22.3791,2.84525,0,8.42416,0.0750902,1.51511,1205.96,11.1482,2.65335,2.736,
29,1315.6,2114.92,1641.05,0.622054,113.085,0,231.225,5.93479,91.9058,1415.93,127.42,112.365,17.0514,266.14,0,527.987,2.84744,174.557,671.675,119.497,265.071,20.431,4.41458,0,8.42416,0.0750902,1.51511,1205.96,10.88,3.56505,2.6322,
30,1315.6,2182.29,1795.3,0.60285,132.479,0,269.15,5.6947,116.621,1388.7,118.985,134.461,16.1965,283.223,0,585.453,2.86164,378.598,520.228,114.076,284.568,16.6587,4.41458,0,8.42416,0.0580922,1.51511,1205.96,9.43107,3.92589,2.6322,
31,1315.6,1991.31,1392.11,0.660669,80.6144,0,262.766,5.32953,84.4049,1361.88,101.931,79.1787,15.2036,150.604,0,579.895,2.56238,165.298,526.362,83.4056,150.989,15.3419,3.69501,0,8.42416,0.0580922,1.51511,1205.96,9.43107,1.31174,2.6322,
32,1315.6,2274.13,2190.12,0.578506,121.143,0,332.9,5.28915,109.579,1449.86,115.745,121.693,17.9196,259.67,0,776.924,2.64705,237.58,769.237,119.21,262.181,21.5715,3.59578,0,8.42416,0.04328,1.51511,1205.96,9.43107,1.0822,2.6322,
33,1315.6,2347.98,2186.12,0.560308,135.33,0,345.683,5.97632,108.926,1469.42,130.277,133.828,18.5414,278.131,0,751.08,2.92349,233.9,720.916,161.968,276.881,21.2039,3.59578,0,6.07673,0.04328,1.51511,1205.96,9.43107,1.0822,2.6322,
34,1315.6,1867.69,1215.92,0.704397,94.2039,0,172.603,5.6812,89.9279,1293.61,105.51,93.0333,13.1209,206.786,0,377.8,2.44222,172.957,347.497,150.001,204.498,10.7135,3.59578,0,6.07673,0.04328,2.04525,1205.96,9.43107,1.0822,2.03831,
35,1315.6,2176.72,1999.5,0.604394,117.534,0,267.849,5.4645,111.328,1420.93,119.839,116.669,17.11,247.498,0,612.965,2.62878,252.798,649.325,175.558,244.394,18.2299,3.59578,0,6.07673,0.04328,1.19609,1205.96,9.43107,1.0822,2.6322,
36,1315.6,1866.14,1442.43,0.704981,67.7681,0,203.113,5.61702,49.8654,1360.96,95.542,67.2749,16.0044,161.685,0,580.426,2.59485,79.6695,629.501,127.215,161.67,19.1351,2.02233,0,6.07673,0.04328,1.19609,1205.96,7.29182,1.0822,2.6322,
37,1315.6,1951.8,1566.11,0.674043,82.5521,0,167.251,5.07235,89.8873,1422.38,86.0919,81.6053,16.9586,177.059,0,366.985,2.67799,173.845,760.149,114.686,175.906,21.2868,1.79793,0,6.07673,0.04328,1.19609,1205.96,9.43107,0.981072,2.6322,
38,1315.6,2197.28,2256.53,0.598738,94.2135,0,297.479,4.96574,74.4049,1511.18,101.508,93.3888,20.1359,215.748,0,729.591,2.77713,190.422,936.386,163.573,214.413,27.2889,1.79793,0,6.07673,0.04328,1.19609,1205.96,8.73267,0.981072,2.6322,
39,1315.6,1957.36,1688.88,0.672128,90.6514,0,225.374,4.9697,69.8798,1396.17,66.6836,87.7443,15.885,231.381,0,614.232,2.90172,174.214,700.219,85.1977,218.881,19.5881,1.79793,0,6.07673,0.0424309,2.04525,1205.96,6.29261,0.981072,2.6322,
40,1315.6,1937.02,1569.37,0.679184,84.3471,0,189.33,4.92448,86.0303,1391.14,81.9549,83.3244,15.975,199.424,0,398.501,2.73933,202.462,719.076,127.982,198.666,20.4388,1.79793,0,6.07673,0.0424309,2.04525,1205.96,6.29261,0.981072,2.6322,
41,1315.6,2027.2,1903.15,0.648973,102.716,0,244.851,4.85525,92.1913,1379.47,87.4898,100.024,15.598,266.222,0,611.981,2.75617,226.329,527.986,163.955,264.194,16.3337,1.79793,0,6.07673,0.0424309,2.04525,1205.96,6.29261,0.981072,2.6322,
42,1315.6,2019.04,1708.58,0.651594,92.5024,0,252.528,4.8792,78.8416,1393.23,89.3552,91.6702,16.036,214.157,0,600.439,2.72314,156.368,564.593,161.365,213.53,16.6196,1.79793,0,6.07673,0.0424309,2.04525,1206.08,6.29261,0.981072,2.91942,
43,1315.6,2012.24,2087.67,0.653797,84.8065,0,217.484,4.38025,97.4041,1435.92,73.1457,82.2482,16.847,233.162,0,616.284,2.70757,277.857,866.932,145.585,224.751,21.8449,1.33323,0,6.07673,0.0327575,2.04525,1206.08,6.29261,0.981072,2.91942,
44,1315.6,1904.43,1856.85,0.690807,74.0383,0,210.096,4.50742,79.823,1387.17,60.3785,72.6306,15.7911,196.756,0,613.345,2.8607,180.618,705.589,92.5443,194.388,19.61,1.79793,0,6.07673,0.0327575,0.411543,1207.5,6.29261,0.981072,2.91942,
45,1260.17,2092.95,2051.78,0.6021,114.216,0,279.909,4.09656,66.0458,1417.1,80.7038,113.548,17.3318,268.829,0,712.186,2.63164,138.814,690.954,167.66,268.425,21.4067,1.79793,0,4.74451,0.0327575,0.411543,1207.5,6.29261,0.981072,2.91942,
46,1260.17,2098.7,1892.34,0.600451,119.44,0,236.889,4.17964,90.4094,1423.19,89.1577,118.02,17.4119,278.907,0,628.475,2.6799,217.787,575.507,159.232,277.689,18.6079,1.79793,0,4.74451,0.0327575,0.411543,1207.5,6.29261,0.981072,2.91942,
47,1260.17,1935.12,1712.42,0.651209,81.3987,0,263.3,4.23621,80.8489,1344.67,65.676,80.1309,14.8549,213.641,0,710.974,2.61734,191.368,526.174,140.031,211.552,15.9106,1.79793,0,4.74451,0.0327575,0.411543,1207.5,6.29261,0.981072,2.91942,
48,1260.17,2198.66,2224.01,0.573152,91.4493,0,290.088,4.36671,96.9087,1519.15,88.6261,88.9914,19.0846,222.271,0,721.847,2.87496,244.757,920.16,159.824,214.488,25.3424,1.11347,0,4.74451,0.0327575,0.411543,1207.5,6.29261,0.759097,2.91942,
49,1260.17,1929.4,1564.26,0.653138,80.6887,0,235.711,4.2311,77.2839,1378.12,58.6286,79.2529,15.483,182.333,0,624.732,2.81219,201.983,572.679,94.7461,181.619,16.7814,1.79793,0,4.74451,0.0327575,0.411543,1207.14,6.29261,0.981072,2.91942,
50,1260.17,1912.76,1648.26,0.658821,77.5942,0,236.322,4.56768,69.01,1376.95,56.2232,76.7003,15.3896,177.752,0,669.886,3.13315,162.727,615.245,106.204,177.201,18.4388,1.79793,0,4.74451,0.0327575,0.411543,1207.14,6.29261,0.981072,2.91942,
51,1260.17,1885.47,1577.58,0.668356,67.7208,0,222.456,3.98535,82.8165,1380.4,46.9231,65.8916,15.2723,169.514,0,560.428,2.75108,202.765,681.076,77.7673,164.487,18.1935,1.76408,0,4.74451,0.0327575,0.411543,1207.14,6.29261,0.981072,3.56946,
52,1260.17,1822.86,1670.56,0.691312,66.3195,0,192.08,4.06692,60.785,1371.27,47.786,65.5951,14.9588,182.083,0,634.64,2.87991,143.359,673.26,87.6156,181.176,19.6198,1.79793,0,4.74451,0.0327575,0.411543,1207.11,6.29261,0.981072,3.56946,
53,1260.17,2302.04,2434.4,0.547412,109.336,0,309.736,4.43578,100.2,1572.71,78.5565,107.031,20.0401,269.779,0,797.021,3.09684,290.178,1054.26,160.601,263.014,28.7063,1.79793,0,4.74451,0.0327575,0.411543,1207.11,6.29261,0.981072,2.74932,
54,1260.17,2048.04,2263.68,0.615302,114.252,0,209.891,3.66062,102.225,1431.18,59.4807,111.714,15.6374,313.763,0,571.422,2.92857,289.17,790.137,116.239,310.215,20.2715,1.79793,0,4.74451,0.0106738,0.411543,1204.62,6.29261,0.981072,2.74932,
55,1260.17,2145.12,2156.16,0.587457,89.2383,0,326.732,4.15503,106.477,1432.41,80.1141,89.9506,16.0412,216.062,0,756.425,3.21326,293.562,749.131,186.609,217.258,21.4218,1.79793,0,4.74451,0.0106738,0.411543,1137.53,6.29261,0.981072,2.74932,
56,1260.17,1918.55,1759.23,0.656832,79.5804,0,258.783,3.58599,51.3531,1367.82,63.1586,78.9365,15.3301,199.798,0,713.44,2.93776,132.247,507.121,154.34,199.792,16.7873,1.79793,0,4.74451,0.0106738,0.411543,1204.62,6.29261,0.981072,2.74932,
57,1260.17,2143.78,2111.88,0.587825,102.414,0,329.502,3.90701,112.116,1405.29,74.3878,100.537,15.6232,269.374,0,803.929,3.05765,244.819,700.037,145.582,267.509,19.7908,1.79793,0,4.67045,0.0106738,0.411543,1204.62,6.29261,0.981072,3.56946,
58,1260.17,2090.43,2143.15,0.602826,114.671,0,285.966,3.74738,65.7656,1429.93,59.4508,113.678,17.2251,269.491,0,753.163,3.11869,184.894,705.042,141.897,268.676,22.0896,1.79793,0,4.74451,0.0106738,0.411543,1204.62,6.29261,0.981072,3.56946,
59,1260.17,1777.67,1531.29,0.708888,58.9613,0,159.118,3.75397,48.9012,1378.39,55.1715,58.3673,15.0012,195.814,0,450.922,3.12293,124.344,650.117,143.611,195.727,20.3628,1.79793,0,4.30167,0.0106738,0.411543,1204.62,6.29261,0.981072,3.56946,
60,1260.17,2032.58,1958.87,0.619984,93.2194,0,269.991,3.58591,94.1278,1416.69,43.1215,95.8125,16.0287,246.771,0,712.43,2.92244,423.758,699.534,68.2691,251.56,20.9182,1.79793,0,4.30167,0.0106738,0.512242,1204.62,6.29261,0.981072,3.99333,
61,1260.17,1844.72,1693.8,0.683121,69.1311,0,188.551,3.45898,70.126,1375.54,55.5011,67.9843,14.4266,215.5,0,597.894,3.0873,182.522,654.151,121.963,214.032,19.2461,1.79793,0,4.30167,0.0234912,0.512242,1204.62,6.78666,0.981072,3.99333,
62,1260.17,1838.28,1653.7,0.685513,65.216,0,186.027,3.41108,63.648,1383.62,57.7293,63.8779,14.7556,190.96,0,523.804,2.96411,178.666,674.516,133.833,190.869,20.5357,1.79793,0,4.30167,0.0234912,0.512242,1204.62,6.78666,0.981072,3.99333,
63,1260.17,2018.14,2104.23,0.62442,69.6796,0,234.583,3.27138,85.3299,1493.27,46.8008,67.7489,17.4529,196.949,0,655.249,2.88387,255.683,942.716,94.9033,193.487,26.2765,1.79793,0,4.30167,0.0234912,0.512242,1204.62,6.78666,0.888961,3.99333,
64,1260.17,2022.75,2459.35,0.622996,82.5306,0,262.764,3.38736,100.279,1432.37,46.4969,79.8674,15.0539,268.099,0,762.529,3.19356,309.547,897.95,105.13,257.854,23.1312,1.79793,0,4.30167,0.0234912,1.28094,1204.62,6.78666,0.888961,3.99333,
65,1260.17,1902.51,1752.69,0.662369,80.6778,0,246.19,3.78277,61.0312,1354.52,63.0549,79.6352,13.6173,251.618,0,718.882,3.47118,161.589,570.661,150.322,250.436,16.8727,1.79793,0,4.30167,0.0234912,1.28094,1204.62,6.78666,0.888961,3.99333,
66,1260.17,1769.71,1664.08,0.712077,50.0805,0,188.719,3.31404,55.5427,1372.36,36.9776,49.2848,13.427,155.97,0,645.648,3.17222,181.761,673.999,101.829,155.556,18.7033,1.79793,0,4.30167,0.0234912,1.28094,1204.62,6.78666,0.888961,3.99333,
67,1260.17,1924.21,1957.05,0.654901,89.481,0,233.595,3.43439,75.4713,1352.62,67.4582,88.5311,13.6183,245.938,0,706.454,3.172,172.114,541.371,167.596,247.672,16.7543,1.16413,0,4.30167,0.0131739,1.28094,1204.62,6.78666,0.685716,3.99333,
68,1260.17,1953.2,1829.05,0.64518,81.7977,0,255.84,3.25684,72.2907,1390.3,55.3011,80.4835,13.9332,238.247,0,674.396,3.07502,216.081,596.198,142.34,236.308,17.8585,1.16413,0,4.30167,0.0131739,1.28094,1204.62,6.78666,0.685716,3.99333,
69,1260.17,1930.35,2059.47,0.652817,61.1913,0,232.821,3.55066,56.1397,1454.04,46.9892,59.486,16.1373,212.275,0,695.095,2.9913,178.924,902.228,108.319,207.579,25.342,1.16413,0,4.30167,0.0131739,1.28094,1204.62,6.78666,0.685716,3.99333,
70,1260.17,2045.74,2229.33,0.615995,92.8578,0,266.535,4.04147,91.8839,1417.77,67.7213,90.3218,14.6093,277.001,0,752.044,3.53114,291.364,741.86,169.308,270.08,18.2835,1.16413,0,4.30167,0.0131739,1.28094,1204.62,6.78666,0.685716,3.99333,
71,1256.49,2201.86,2418.78,0.57065,100.411,0,298.385,3.63585,92.6747,1514.73,75.2275,98.7257,18.0669,266.834,0,828.107,3.29146,227.199,900.591,184.312,264.327,26.4887,1.16413,0,4.30167,0.0131739,1.28094,1204.62,6.78666,0.685716,3.99333,
72,1256.49,1927.83,2026.83,0.651764,95.0992,0,215.54,3.43448,64.1724,1382.64,58.0973,94.1632,14.6812,265.684,0,654.223,3.26309,173.194,710.421,170.462,265.354,20.9817,1.16413,0,4.30167,0.0131739,1.28094,1204.62,7.25164,0.685716,3.99333,
73,1256.49,1858.76,1819.9,0.675982,61.0529,0,176.498,3.61345,79.2623,1425.07,39.419,59.3575,14.4906,219.006,0,512.934,3.48497,273.458,748.011,81.1704,216.548,19.7633,1.16413,0,4.30167,0.0131739,1.28094,1204.62,7.25164,0.685716,3.99333,
74,1256.49,1767.24,1653.76,0.710992,62.5663,0,115.329,3.31268,67.2143,1400.31,42.9416,60.9076,14.6504,210.353,0,372.997,2.86581,202.167,753.823,93.3093,209.421,21.8975,1.16413,0,4.30167,0.0131739,1.28094,1204.62,7.16578,0.685716,3.99333,
75,1256.49,1946.17,2280.67,0.645624,78.758,0,185.483,3.56437,98.9559,1442.26,45.4169,76.4556,15.2736,271.291,0,547.109,3.13224,365.148,924.853,119.88,264.619,22.3959,1.16413,0,4.30167,0.0131739,1.28094,1204.62,6.59005,0.685716,3.99333,
76,1256.49,2119.81,2373.08,0.592738,92.1933,0,290.382,3.36388,74.6314,1497.3,53.8764,90.6174,17.4419,273.174,0,787.408,3.04047,211.972,918.827,130.259,270.287,26.8877,1.16413,0,4.30167,0.0131739,1.28094,1204.62,6.20907,0.685716,3.99333,
77,1256.49,1981.85,2209.35,0.633998,87.076,0,261.543,3.04455,64.27,1419.93,44.5826,85.8478,15.5628,279.767,0,796.971,2.7633,215.654,748.635,127.819,277.336,21.8651,1.16413,0,4.30167,0.0131739,1.09491,1204.62,6.20907,0.685716,3.99333,
78,1256.49,2039.78,2001.44,0.615992,79.7014,0,223.9,3.47525,76.4552,1499.53,60.6131,78.5027,17.607,235.648,0,582.63,3.09701,219.098,854.679,155.05,235.005,25.9958,1.16413,0,4.30167,0.0131739,1.09491,1204.62,5.88989,0.685716,3.99333,
79,1256.49,1958.82,1987.51,0.641454,90.2932,0,210.443,3.35633,103.901,1394.94,50.3967,91.2986,14.194,271.182,0,586.094,3.00898,291.174,623.14,124.024,273.037,17.7183,1.16413,0,4.30167,0.0131739,1.09491,1204.62,6.20907,0.685716,3.99333,
80,1256.49,1811.89,1905.81,0.693468,77.0804,0,198.001,3.11348,52.7713,1363.67,27.061,76.1069,14.0934,260.314,0,664.811,2.7932,197.285,617.45,58.6033,259.561,19.2448,0.266955,0,4.30167,0.0131739,1.09491,1204.62,6.20907,0.364756,2.93719,
81,1256.49,1859.29,1751.31,0.675789,76.9327,0,197.996,3.03544,71.1187,1359.37,61.3105,75.8293,13.7054,232.408,0,583.342,2.76352,214.338,627.985,156.572,231.935,18.2129,0.266955,0,4.30167,0.0131739,1.09491,1204.62,6.20907,0.364756,3.99333,
82,1256.49,2139.87,2383.48,0.587182,102.534,0,309.956,3.5727,68.9107,1478.31,60.7284,98.9311,16.9178,262.564,0,877.201,3.23139,224.986,785.259,151.707,251.992,22.797,0.266955,0,4.30167,0.0131739,1.09491,1204.62,6.20907,0.364756,3.99333,
83,1256.49,1819.65,1634.02,0.690513,74.1214,0,194.608,3.22934,42.6793,1367.59,49.7543,73.3895,14.2806,253.203,0,654.902,2.87965,120.327,641.166,121.327,252.488,19.018,0.266955,0,4.30167,0.0131739,1.09491,1204.62,6.20907,0.364756,3.99333,
84,1256.49,1983.9,2007.71,0.633345,93.3551,0,290.394,3.04694,65.8017,1375.47,49.2538,92.1848,14.3944,292.288,0,800.061,2.76436,190.51,581.245,120.848,291.114,16.8353,0.266955,0,4.30167,0.0131739,1.09491,1204.62,6.20907,0.364756,5.20051,
85,1256.49,1851.88,1776.22,0.678496,77.1903,0,209.284,3.55305,66.3491,1363.29,42.9385,75.508,13.7603,241.617,0,627.153,3.46249,205.257,517.122,114.897,238.76,15.2613,0.266955,0,4.30167,0.0075663,1.09491,1204.62,6.20907,0.364756,5.20051,
86,1256.49,1984.61,2163.78,0.633116,85.4075,0,239.229,3.22407,57.7751,1445.48,52.264,84.458,16.7756,267.275,0,721.367,3.38043,191.689,859.436,134.441,265.956,25.3613,0.266955,0,4.74451,0.0075663,1.09491,1204.62,6.20907,0.364756,5.20051,
87,1256.49,2310.92,2686.06,0.54372,110.654,0,334.638,3.28296,104.105,1573.61,56.9314,108.214,19.4854,328.473,0,877.065,3.50581,329.274,1021.48,127.432,320.637,28.959,0.266955,0,4.74451,0.0075663,1.09491,1206.12,6.20907,0.364756,5.20051,
88,1256.49,1828.1,1752.95,0.687322,59.1113,0,188.412,2.96184,32.8096,1426.96,43.2573,58.4365,16.1477,207.559,0,659.357,2.9994,126.62,861.095,103.35,207.156,24.6982,0.266955,0,4.74451,0.00698486,1.09491,1206.12,6.20907,0.364756,5.20051,
89,1256.49,1877.51,1835.96,0.669233,45.5835,0,240.599,2.85395,43.5695,1426.29,58.2434,44.5993,15.7746,142.863,0,740.935,3.07634,150.624,741.737,150.976,142.452,22.4919,0.266955,0,4.74451,0.0075663,1.09491,1206.12,6.20907,0.364756,5.20051,
