Individual,Heave.rear.side_view_swing_arm_angle_l,Heave.rear.coil_over_length_l,Heave.rear.toe_angle_l,Heave.rear.tie_rod_angle_top_view_l,Heave.rear.roll_center_gnd.z,Heave.rear.p_rod_length_l,Heave.rear.motion_ratio_heave_l,Roll.rear.side_view_swing_arm_angle_l,Roll.rear.camber_angle_gain_roll_l,
28,0.157634,14.54,0.0413205,0.00521732,1204.69,0,11.5194,0.0102548,9.5507,
29,0.155215,14.5041,0.0454793,0.00348167,1204.68,0,11.5548,0.0141263,9.54981,
30,0.160641,14.4116,0.0446571,0.000810284,1204.68,0,11.6526,0.0108571,9.54758,
31,0.157819,14.525,0.0450143,0.000963463,1204.68,0,11.5368,0.0108653,9.55089,
32,0.158026,14.5364,0.0440346,0.0021978,1204.68,0,11.5257,0.0101376,9.55175,
33,0.134799,14.5568,0.0446203,0.00421319,1204.68,0,11.5013,0.0397244,9.54726,
34,0.164645,14.3228,0.04282,0.000183288,1204.68,0,11.7341,0.0115209,9.552,
35,0.150771,14.5607,0.0438265,0.00500889,1204.69,0,11.5017,0.0164007,9.54923,
36,0.150958,14.8105,0.0414436,0.00806798,1204.68,0,11.2552,0.0168635,9.54949,
37,0.147349,14.6392,0.0482973,0.00379038,1204.68,0,11.4221,0.02007,9.55093,
38,0.157102,14.5931,0.0452576,0.00451901,1204.69,0,11.4671,0.0104583,9.55217,
39,0.162948,14.4966,0.041401,0.00313601,1204.69,0,11.5634,0.0109751,9.55183,
40,0.158712,14.5112,0.0477409,0.000895204,1204.68,0,11.5507,0.0100248,9.55251,
41,0.153359,14.5875,0.0482738,0.004351,1204.68,0,11.4709,0.0150975,9.55112,
42,0.140364,14.4411,0.045642,0.00458828,1204.68,0,11.6205,0.031991,9.54825,
43,0.160996,14.4427,0.0462948,0.00100892,1204.68,0,11.6227,0.010653,9.54972,
44,0.155812,14.6768,0.045804,0.00350211,1204.68,0,11.3868,0.0138969,9.54979,
45,0.156372,14.4155,0.047625,0.00375894,1204.68,0,11.6473,0.0157831,9.54759,
46,0.150086,14.506,0.0431201,0.00573699,1204.68,0,11.5644,0.0166768,9.54819,
47,0.144016,14.454,0.0505603,0.00653613,1204.68,0,11.6028,0.0254053,9.54971,
48,0.148646,14.5768,0.0480605,0.00639378,1204.68,0,11.4801,0.0220405,9.55014,
49,0.157756,14.5445,0.0407388,0.00979248,1204.68,0,11.5183,0.0114148,9.5501,
50,0.154051,14.2746,0.0490383,0.00500084,1204.69,0,11.7822,0.0164339,9.55055,
51,0.147627,14.6226,0.0450409,0.00303567,1204.68,0,11.4468,0.0197801,9.55002,
52,0.141287,14.556,0.0438635,0.00446359,1204.68,0,11.5104,0.029176,9.54933,
53,0.153242,14.5101,0.0506491,0.00145261,1204.68,0,11.5513,0.0200935,9.54936,
54,0.149908,14.4667,0.0501032,0.00387482,1204.69,0,11.5911,0.0196029,9.551,
55,0.16316,14.4253,0.0447854,0.00373573,1204.68,0,11.6365,0.010182,9.55183,
56,0.159582,14.4517,0.0503093,0.00133636,1204.68,0,11.6092,0.00999696,9.55312,
57,0.150746,14.4364,0.0492392,0.00517322,1204.68,0,11.6238,0.0193338,9.55006,
58,0.1565,14.3422,0.0478737,0.00147446,1204.68,0,11.7209,0.0146627,9.55069,
59,0.162773,14.4606,0.0442266,0.00280743,1204.69,0,11.6011,0.0109769,9.55145,
60,0.157935,14.3236,0.0430939,0.00273859,1204.69,0,11.7435,0.0101584,9.5511,
61,0.140713,14.4467,0.048187,0.00567542,1204.68,0,11.6143,0.0294702,9.54958,
62,0.167908,14.2632,0.0456793,0.00257069,1204.68,0,11.7943,0.0127505,9.5496,
63,0.162713,14.5846,0.0480755,0.00672719,1204.68,0,11.4724,0.0105361,9.5521,
64,0.156286,14.4384,0.0462899,0.00422859,1204.69,0,11.6277,0.013845,9.54975,
65,0.139109,14.4203,0.0452358,0.0039518,1204.68,0,11.6482,0.0329077,9.5482,
66,0.168792,14.4089,0.0421248,0.00202838,1204.68,0,11.6528,0.0147489,9.55013,
67,0.15161,14.2981,0.0573882,0.00415407,1204.68,0,11.7627,0.0158885,9.55101,
68,0.152767,14.6869,0.0509495,0.000564607,1204.68,0,11.3812,0.0180553,9.54979,
69,0.149904,14.3384,0.0534066,0.0062524,1204.68,0,11.7254,0.0169495,9.55051,
70,0.154852,14.5006,0.0446253,0.00331965,1204.68,0,11.5717,0.0142616,9.54992,
71,0.167126,14.3711,0.0453426,0.00101644,1204.68,0,11.6894,0.0124469,9.55291,
72,0.135884,14.5641,0.0540076,0.00350245,1204.68,0,11.4959,0.0373705,9.54821,
73,0.142174,14.4333,0.0505291,0.00144774,1204.68,0,11.6349,0.0274494,9.54992,
74,0.163718,14.2728,0.0464891,0.00196718,1204.69,0,11.7902,0.0103569,9.55256,
75,0.127491,14.395,0.0514256,0.00290353,1204.68,0,11.6643,0.0548422,9.54581,
76,0.167599,14.4465,0.0449522,0.00153792,1204.68,0,11.6158,0.0122753,9.55071,
77,0.149771,14.6992,0.0537185,0.000182356,1204.68,0,11.3684,0.0194003,9.55107,
78,0.169316,14.7699,0.0441041,0.00161306,1204.69,0,11.2891,0.013951,9.55089,
79,0.157909,14.5985,0.0467065,0.00357581,1204.69,0,11.4685,0.0120178,9.5509,
80,0.156423,14.5241,0.0431892,0.00237136,1204.68,0,11.5303,0.0109707,9.55094,
81,0.143071,14.0854,0.0547304,0.000212862,1204.69,0,11.9655,0.0275948,9.55062,
82,385.892,2099.12,1313.11,13.959,3104.84,0,890.592,157.449,27.6458,
83,640.581,581.721,130.898,6.80606,1746.03,0,84.11,641.363,39.9044,
84,1175.59,3548,400.332,1.89317,1431.14,0,534.879,1176.99,29.5291,
85,1290.87,603.238,677.877,3.30024,3331.4,0,189.188,1291.33,81.9095,
86,0.175114,14.7071,0.0489502,0.00272989,1204.68,0,11.3579,0.019214,9.55073,
87,0.163192,14.502,0.0435615,0.00288586,1204.68,0,11.558,0.0102011,9.54914,
88,0.180156,14.48,0.050668,0.00500723,1204.68,0,11.581,0.025348,9.54982,
89,144.509,951.334,376.031,4.74858,1679.48,0,763.639,140.481,15.3327,
90,285.556,2296.87,765.594,2.99651,1739.72,0,163.373,275.717,27.2369,
91,553.2,2321.11,196.619,7.32015,3452.59,0,271.028,554.593,82.9378,
92,173.984,944.16,961.492,11.6174,2064.55,0,432.209,126.044,27.6347,
93,277.219,1196.92,410.815,0.474487,2336.42,0,1521.02,274.901,35.9167,
94,0.147122,14.5054,0.0479369,0.00483905,1204.68,0,11.5489,0.0228086,9.54959,
95,0.143183,14.708,0.0501662,0.0030249,1204.68,0,11.3532,0.0265064,9.54977,
96,0.159635,13.8979,0.0490685,0.0038659,1204.68,0,12.1477,0.0139096,9.54945,
97,0.150508,14.3666,0.0499611,0.00110726,1204.68,0,11.6932,0.0208381,9.54983,
98,0.146528,14.0626,0.0463693,0.00401081,1204.68,0,11.9861,0.021491,9.54976,
99,99.4436,3708.86,991.809,4.55369,1964.48,0,81.1929,93.8845,27.1802,
