Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_top_view_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.rocker_coil_over_angle_l.avg,2in Heave.front.rocker_p_rod_angle_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_top_view_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.rocker_coil_over_angle_l.std_dev,2in Heave.front.rocker_p_rod_angle_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_top_view_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.rocker_coil_over_angle_l.best,2in Heave.front.rocker_p_rod_angle_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,2in Heave.front.motion_ratio_heave_l.best,
10,487.254,2294.78,1131.08,0.212331,121.454,116.885,33.1186,3.99621,100.457,5.75983,260.687,445.863,0,367.05,3.26062,49.3965,121.42,372.61,292.825,157.16,83.96,18.5095,2.47999,74.3656,3.96877,288.504,731.133,0,270.914,2.6004,37.631,159.852,307.651,213.219,1.68288,16.3336,12.7043,0.828003,12.4363,0.135697,0.000377273,0.000434748,0,16.8132,0.161637,2.16328,1.71591,32.6503,18.8758,
11,487.254,2517.21,2279.34,0.193569,118.387,125.742,32.7898,4.04539,105.15,5.58182,391.161,490.227,0,372.674,3.29287,52.2953,118.346,382.655,314.867,142.55,91.3245,19.0108,2.22866,78.6933,4.12976,1280.72,891.04,0,290.976,2.25591,39.3073,142.793,300.359,291.033,1.68288,2.2124,12.7043,0.828003,12.4363,0.135697,0.000377273,0.000434748,0,16.8132,0.161637,2.40303,1.71591,32.6999,18.8758,
12,487.254,2336.53,1138.32,0.208538,168.242,110.25,33.5625,3.92515,91.4239,5.85421,236.353,443.104,0,399.149,3.20923,47.559,168.216,354.932,270.748,279.171,87.2328,18.3447,2.22088,73.4846,3.92186,293.004,696.477,0,299.426,2.24611,38.2044,268.05,301.371,153.722,1.68288,2.2124,11.5984,0.828003,12.4363,0.135697,0.000377273,0.000434748,0,16.8132,0.154727,2.40303,1.71591,32.6999,18.8758,
13,487.254,2282.77,1550.36,0.213448,136.403,116,34.1703,4.23085,94.2648,5.9785,285.795,414.241,0,371.482,3.49161,50.4544,136.376,353.04,276.848,178.015,83.748,18.127,2.37141,71.8512,4.18443,638.597,840.765,0,280.926,2.33788,38.3259,182.769,318.873,161.847,1.68288,2.2124,11.9303,0.828003,12.4363,0.135697,0.000377273,0.000434748,0,16.8132,0.161637,1.57426,1.71591,31.976,18.8758,
14,487.254,2690.73,3365.83,0.181086,150.97,111.874,34.1508,3.9735,87.9587,5.50099,399.517,676.857,0,356.763,3.24941,46.8148,150.925,320.514,341.665,205.463,86.9828,17.5835,2.26381,70.9799,3.82251,1214.76,1970.34,0,274.358,2.30278,39.0178,202.296,275.892,508.139,1.68288,1.54981,12.7508,0.828003,12.4363,0.12999,0.000377273,0.000434748,0,16.8132,0.120102,0.856092,1.71591,28.3033,18.8758,
15,487.254,2466.2,3461.33,0.197573,169.384,122.079,33.2938,4.02741,95.0671,5.28344,218.415,397.102,0,342.513,3.28902,51.8342,169.341,325.769,528.803,231.016,92.4067,17.4525,2.24265,67.5035,3.79485,284.169,721.235,0,256.392,2.2699,37.5286,226.663,275.321,2624.35,1.68288,2.2124,12.7508,0.828003,12.4363,0.135697,0.000377273,0.000434748,0,16.8132,0.161637,2.40303,1.71591,32.6999,18.8758,
16,487.254,1956.86,659.422,0.248999,116.217,114.381,36.5692,3.83514,88.8524,5.76785,195.943,335.858,0,323.516,3.08649,49.0836,116.202,300.826,266.719,140.467,84.7675,19.4095,2.1933,67.3401,3.82562,182.227,499.21,0,250.831,2.21518,37.7271,140.345,273.021,270.924,1.074,2.2124,12.7508,0.828003,12.4363,0.135697,0.000377273,0.000434748,0,16.8132,0.0744687,2.40303,1.34604,32.2517,18.8758,
17,487.254,2099.64,1350.7,0.232066,117.513,108.234,35.1244,3.94948,84.2549,5.54171,227.414,420.81,0,356.113,3.27759,47.3912,117.5,288.369,284.143,119.967,82.5233,16.272,2.17532,66.6273,4.1628,409.797,889.784,0,296.871,2.19443,36.0386,119.617,289.699,146.332,1.074,2.2124,11.7671,0.688322,12.4363,0.135697,0.000377273,0.000434748,0,16.8132,0.161637,3.09235,1.34604,31.8323,18.8758,
18,487.254,2103.43,1285.61,0.231647,132.902,110.457,34.2847,4.20204,86.3719,4.79838,249.208,441.481,0,322.349,3.4611,47.4367,132.891,276.179,257.41,151.573,81.0901,15.8362,2.21778,60.6968,3.45707,461.287,815.894,0,237.053,2.22415,34.8028,149.533,210.506,144.164,1.074,1.57995,14.7901,0.82653,12.4363,0.135697,0.000377273,0.000434748,0,16.8132,0.108067,3.09235,1.34604,32.6999,18.8758,
19,487.254,2034.94,844.979,0.239444,152.863,117.943,34.272,3.78522,77.8766,4.90485,189.075,362.705,0,343.223,3.08041,44.4618,152.826,272.567,275.358,177.988,81.1701,15.8181,2.31274,60.7223,3.29952,173.598,483.165,0,238.957,2.26602,34.9572,179.938,214.677,140.453,1.074,2.2124,14.7901,1.03437,12.4363,0.135697,0.000377273,0.000434748,0,16.8132,0.0281306,3.09235,1.34604,29.6573,18.8758,
20,487.254,2728.86,8068.65,0.178556,128.56,115.435,37.0501,4.16355,75.1612,5.34215,196.269,390.812,0,313.327,3.43121,44.576,128.542,260.056,1026.13,140.614,80.5373,17.4132,2.33697,57.6329,3.37571,236.418,690.54,0,230.483,2.33431,33.9053,141.94,207.949,7356.22,1.074,2.2124,14.7901,1.03437,12.0405,0.135697,0.000377273,0.000434748,0,16.8132,0.122488,3.09235,1.34604,31.4376,18.8758,
21,487.254,2159.86,1587.29,0.225595,153.982,115.414,34.0495,4.53941,77.2684,4.94153,273.03,467.253,0,288.601,3.80436,44.7865,153.949,278.128,260.115,225.371,77.6844,16.5749,2.45742,57.3671,3.31965,613.018,866.553,0,230.846,2.40654,33.281,220.223,226.467,658.257,1.074,2.2124,14.3622,1.03437,12.4363,0.135697,0.000377273,0.000434748,0,16.8132,0.161637,3.09235,1.34604,30.6543,18.8758,
22,487.254,2168.45,1407.65,0.224702,139.889,104.384,36.2955,4.33544,80.9751,5.08283,232.479,521.423,0,315.668,3.627,44.7377,139.883,246.936,292.733,169.884,78.528,16.7495,2.39679,62.8853,3.29325,284.964,896.043,0,222.812,2.37376,33.1503,167.342,193.541,161.567,1.074,2.2124,14.7901,0.745828,12.4363,0.135697,0.000377273,0.000434748,0,16.8132,0.161637,3.09235,1.34604,31.4376,18.8758,
23,487.254,2462.66,4010.52,0.197857,137.285,103.747,120.551,3.81036,77.5655,5.01516,211.863,439.728,0,298.971,3.10027,42.8712,137.264,271.998,608.887,165.754,75.1942,842.221,2.38804,56.9336,3.51105,267.284,811.625,0,226.458,2.27773,31.8066,165.558,195.983,3158.47,1.074,2.2124,14.2541,0.745828,12.4363,0.124843,0.000377273,0.000434748,0,16.8132,0.161637,1.78281,1.34604,31.4376,18.8758,
24,487.254,2197.95,1945.17,0.221686,153.074,109.468,35.3993,4.21033,80.7849,4.71792,278.517,507.78,0,279.434,3.48895,45.1922,153.338,247.888,294.654,333.736,78.6642,86.0348,2.41914,60.4725,3.29364,693.018,1077.78,0,210.581,2.41744,33.9669,333.832,179.099,343.459,1.074,2.2124,12.6085,0.697868,12.4363,0.135697,0.000377273,0.000434748,0,16.8132,0.131651,3.09235,1.34604,31.4376,18.8758,
25,487.254,2056.45,1374.46,0.23694,127.743,104.099,35.1009,4.36077,83.5771,4.41062,255.398,450.473,0,270.573,3.6356,46.017,127.738,256.177,287.146,149.075,74.2094,17.2137,2.45405,64.2723,3.31316,546.897,842.406,0,214.114,2.42321,34.5457,152.513,161.739,170.883,1.074,5.94851,16.0823,0.697868,12.4363,0.135697,0.000377273,0.000434748,0,16.8132,0.161637,3.09235,1.34604,31.4376,18.8758,
26,487.254,2142.98,2056.16,0.227372,126.498,99.6961,35.5544,4.17809,81.329,4.49999,299.838,534.193,0,280.617,3.52301,45.1643,126.494,233.196,268.203,124.635,71.3367,16.1745,2.43525,62.1916,3.20331,790.022,1255.14,0,202.847,2.40021,33.7538,124.773,151.739,136.433,1.074,2.97428,16.0823,0.697868,12.4363,0.135697,0.000377273,0.000434748,0,16.8132,0.161637,3.09235,1.34604,31.4376,18.8758,
27,487.254,1943.05,855.414,0.250768,119.183,105.482,35.7548,4.20782,77.9833,4.48591,206.609,434.522,0,272.195,3.5137,44.0201,119.207,240.561,275.321,133.808,75.6706,16.8635,2.37266,58.7946,3.31576,228.435,633.378,0,201.638,2.31279,34.0592,134.433,155.618,146.064,1.074,4.64218,16.0823,0.697868,12.4363,0.135697,0.000377273,0.000434748,0,16.8132,0.126422,2.26329,1.34604,32.6999,18.8758,
28,487.254,2139.2,2241.61,0.227774,163.276,96.2121,34.1222,3.96075,82.6922,4.5377,239.265,493.639,0,265.495,3.2869,43.7712,163.302,260.743,284.895,262.995,71.4151,16.4926,2.40296,61.9366,3.48996,496.984,1428.61,0,210.527,2.34922,31.8857,253.624,203.649,135.774,1.074,4.64218,8.50284,0.697868,12.4363,0.373794,0.000377273,0.000434748,0,16.8132,0.161637,2.26329,1.34604,32.6999,18.8758,
29,487.254,1933.65,922.28,0.251987,124.231,92.3081,36.294,3.90847,67.2726,4.7236,197.783,429.865,0,275.599,3.30056,36.4283,124.245,236.329,301.362,130.315,71.8691,17.0114,2.2898,55.6481,3.31194,193.475,623.257,0,211.387,2.23134,29.3052,135.238,153.759,155.283,1.074,4.64218,16.0823,0.697868,12.4363,0.161308,0.000377273,0.000434748,0,16.8132,0.161637,2.26329,1.34604,32.6999,18.8758,
30,487.254,1987.8,1131.58,0.245123,115.036,87.0567,35.8678,3.74895,68.5378,4.63689,233.339,502.693,0,267.514,3.16597,36.623,115.054,236.928,277.596,113.697,65.9578,16.8132,2.4068,54.4474,3.26285,277.833,787.323,0,209.201,2.34244,30.9144,114.314,157.371,160.243,1.074,4.64218,16.0823,0.628481,12.4363,0.161308,0.000377273,0.000434748,0,16.8132,0.0252905,0.964203,1.34604,31.8642,18.8758,
31,487.254,2062.5,1602.81,0.236245,138.234,96.0679,33.7031,3.81373,68.6936,4.17383,276.393,490.687,0,259.169,3.18126,36.1324,138.225,234.91,279.115,152.548,69.538,15.1908,2.30098,51.7161,3.05961,649.104,920.943,0,192.22,2.26017,28.954,146.907,157.676,138.196,1.074,7.17025,16.0823,0.697868,12.4363,0.0818336,0.000377273,0.000434748,0,16.8132,0.0923658,1.95716,1.34604,32.6367,18.8758,
32,487.254,1953.29,1062.91,0.249453,132.583,81.3939,34.6225,3.91903,76.7411,4.38951,209.051,467.523,0,250.191,3.28621,40.8521,132.586,224.054,292.097,134.821,65.849,15.0601,2.29609,57.1001,3.09537,236.816,727.1,0,199.884,2.25764,30.9129,135.243,150.894,150.176,1.074,6.43773,16.0823,0.697868,12.4363,0.161308,0.000377273,0.000434748,0,16.8132,0.0923658,2.26329,1.34604,32.6435,18.8758,
33,487.254,1941.27,986.656,0.250997,132.62,89.3774,32.7887,3.9445,83.0758,3.87656,231.25,437.443,0,228.007,3.30403,43.255,132.611,255.199,264.522,146.977,65.4943,15.1996,2.36669,69.5364,3.09086,291.738,661.912,0,184.852,2.319,35.8786,146.812,157.019,146.838,0.184329,7.17025,16.0823,0.697868,12.4363,0.161308,0.000377273,0.000434748,0,16.8132,0.0923658,2.26329,0.331873,32.6999,18.8758,
34,487.254,2084.88,1468.53,0.233708,150.441,84.7964,32.9116,3.76612,70.9243,4.20806,244.798,527.913,0,246.011,3.13691,37.9249,150.432,269.08,258.541,187.478,63.5796,16.0956,2.31656,55.9213,3.28257,318.046,933.308,0,198.138,2.26018,29.9899,184.765,187.442,132.597,1.074,7.17025,13.7469,0.697868,12.4363,0.161308,0.000377273,0.000434748,0,16.8132,0.0923658,0.159833,1.34604,32.6999,18.8758,
35,487.254,2014.94,1305.7,0.24182,114.628,90.5397,38.2682,3.80303,69.2039,4.15188,244.246,467.511,0,263.165,3.17517,37.445,114.636,262.113,302.056,127.204,65.6566,48.6374,2.3451,53.2329,3.4142,320.438,673.892,0,262.982,2.27341,29.2244,128.556,154.949,293.402,1.074,7.17025,16.0823,0.697868,12.4363,0.110643,0.000377273,0.000434748,0,16.8132,0.0923658,2.26329,1.34604,32.6999,18.8758,
36,487.254,2012.73,1278.92,0.242086,127.143,95.1064,38.4854,3.51173,67.1027,4.13452,231.758,522.746,0,231.298,2.9009,35.8667,127.156,257.527,267.993,170.728,67.5297,56.8773,2.33557,54.2455,3.24494,276.092,806.19,0,178.312,2.23567,29.8666,170.562,167.293,142.704,1.074,7.17025,16.0823,0.697868,12.4363,0.161308,0.000377273,0.000434748,0,16.8132,0.0923658,2.26329,1.34604,32.6999,18.8758,
37,487.254,1932.9,1018.49,0.252085,137.863,83.4012,33.7389,3.75672,77.4191,4.09379,218.751,460.458,0,225.228,3.16787,39.0089,137.91,249.601,258.498,177.671,66.3395,16.5465,2.43765,63.6779,3.2459,233.448,608.969,0,157.648,2.36445,30.838,175.735,153.142,134.462,1.074,7.17025,16.0823,0.697868,12.4363,0.155977,0.000377273,0.000434748,0,16.8132,0.0923658,2.26329,1.34604,32.6999,18.8758,
38,487.254,2038.43,1535.94,0.239034,140.488,85.2199,32.5732,3.7941,72.8455,3.94641,255.28,479.603,0,230.883,3.21644,38.4619,140.485,251.09,300.547,181.613,65.8081,14.8316,2.27709,61.9608,3.05243,367.844,748.102,0,175.792,2.2151,33.6332,181.115,159.735,450.546,1.74999,7.17025,16.0823,0.697868,12.4363,0.115439,0.000377273,0.000434748,0,16.8132,0.0923658,1.97503,1.99923,32.6999,18.8758,
39,487.254,1918.82,1339.05,0.253935,127.6,80.4646,33.3572,3.96143,68.9222,4.08814,212.759,431.958,0,226.927,3.38542,36.5155,127.605,240.226,321.048,141.096,68.1531,14.8272,2.47838,54.8538,3.09257,257.595,693.051,0,169.913,2.37677,29.6371,140.944,152.453,453.359,1.74999,2.13743,16.0823,0.697868,12.4363,0.161308,0.000377273,0.000434748,0,16.8132,0.0923658,1.97503,1.99923,32.6999,18.8758,
40,487.254,2124.66,2360.72,0.229333,136.567,86.0231,34.6862,3.72655,67.4435,4.65466,268.53,560.407,0,228.671,3.15467,36.6239,136.57,248.541,309.061,160.176,65.2915,16.1628,2.76326,53.0753,4.25182,753.689,1409.42,0,173.678,2.78273,28.5739,158.736,243.667,316.132,1.74999,3.47736,11.1703,0.697868,12.4363,0.0776853,0.000377273,0.000434748,0,16.8132,0.0859883,1.97503,1.99923,32.6999,18.8758,
41,487.254,1830.94,992.451,0.266123,126.015,74.4481,33.022,3.95004,66.9399,4.05588,209.277,414.548,0,213.689,3.36845,34.8987,126.18,238.984,281.562,282.885,63.9286,15.0413,2.45297,52.7219,3.15465,248.102,567.892,0,163.347,2.38312,28.1823,285.163,158.138,146.115,1.18607,1.99534,0.40721,0.697868,12.4363,0.0776853,0.000377273,0.000434748,0,16.8132,0.0923658,1.97503,1.99923,32.0325,18.8758,
42,487.254,1841.53,948.611,0.264593,101.73,83.8714,32.8812,3.88211,61.4496,3.81395,231.6,481.872,0,206.869,3.32411,32.4354,101.752,233.315,262.73,97.1864,63.2084,14.477,2.44868,51.3354,3.05273,255.508,696.181,0,160.597,2.37476,28.1154,98.4127,145.687,133.121,1.74999,7.17025,16.0823,0.697868,12.4363,0.0776853,0.000377273,0.000434748,0,16.8132,0.0923658,1.97503,1.99923,31.807,18.8758,
43,487.254,1846.7,917.418,0.263852,125.467,82.3688,36.2398,3.72387,61.5703,4.61178,220.569,449.362,0,206.828,3.154,33.7699,125.473,221.918,271.641,135.823,68.4635,17.3693,2.45942,49.9098,3.385,264.817,652.361,0,146.059,2.40021,27.9963,129.895,148.377,135.722,1.74999,3.31867,16.0823,0.697868,12.4363,0.0776853,0.000377273,0.000434748,0,16.8132,0.0923658,1.57864,1.99923,32.6999,18.8758,
44,487.254,1814.29,863.207,0.268565,147.752,79.9094,33.7112,3.48841,64.5018,4.18997,207.56,407.131,0,200.867,3.00194,33.6181,147.744,226.015,254.796,161.694,65.3363,14.8992,2.23584,52.1865,3.09652,197.974,534.853,0,148.864,2.22565,28.7038,161.546,150.819,134.559,1.74999,2.56429,16.0823,0.697868,12.4363,0.0776853,0.000377273,0.000434748,0,16.8132,0.0923658,0.2481,1.99923,32.6999,18.8758,
45,487.254,1752.67,909.977,0.278007,122.243,81.7523,33.3975,3.48403,74.2366,4.10317,195.096,388.138,0,196.32,2.91035,38.3349,122.268,236.286,254.101,138.067,63.8893,14.8857,2.21161,59.7207,3.0478,250.82,604.349,0,155.626,2.16369,30.7112,141.619,156.769,130.087,1.45867,9.13035,16.0823,0.697868,12.4363,0.0776853,0.000377273,0.000434748,0,16.8132,0.0923658,2.26329,1.99923,30.8381,18.8758,
46,487.254,1996.26,1810.69,0.244084,155.312,75.319,35.7736,3.47144,69.2895,4.30315,250.152,511.681,0,205.863,2.92815,35.8771,155.652,226.566,264.073,343.904,65.2256,20.5514,2.38335,57.9278,3.28089,349.123,829.128,0,232.556,2.3281,29.3397,341.571,146.848,140.082,0.319642,6.67185,16.0823,0.697868,12.4363,0.0776853,0.000377273,0.000434748,0,16.3293,0.0923658,1.2189,0.310846,30.5978,18.8758,
47,487.254,1661.63,738.701,0.29324,102.18,76.7859,33.1435,3.42432,60.9423,3.80574,202.031,374.673,0,187.936,2.90688,32.3902,102.204,226.654,252.549,106.737,64.2047,14.7597,2.2938,50.6443,3.09907,242.254,545.459,0,129.588,2.23338,27.2246,107.288,139.551,133.914,1.45867,1.80398,16.0823,0.674345,12.4363,0.0676136,0.000377273,0.000434748,0,16.8132,0.0923658,2.26329,1.99923,32.6999,18.8758,
48,487.254,1664.27,756.094,0.292774,100.63,75.5028,31.9532,3.69439,57.6032,3.58411,185.015,390.885,0,188.358,3.13316,30.0834,100.668,221.15,272.009,98.7378,65.9247,13.1824,2.4784,49.6717,2.83201,202.162,550.018,0,136.973,2.37881,26.8487,98.6232,141.977,131.123,1.45867,7.52816,16.0823,0.674345,12.4363,0.0676136,0.000377273,0.000434748,0,16.8132,0.0481226,2.26329,1.99923,32.6999,18.8758,
49,487.254,1860.69,1303.01,0.261867,133.344,79.5203,33.3164,3.34182,64.2054,4.02019,214.131,467.235,0,187.347,2.78135,34.3828,133.636,221.135,282.298,328.337,68.14,14.6717,2.39807,51.7666,2.99952,269.141,733.986,0,221.281,2.25112,31.5409,326.752,151.703,144.06,1.45867,8.32247,14.9932,0.674345,12.4363,0.0676136,0.000377273,0.000434748,0,16.8132,0.161637,2.26329,1.99923,32.2393,18.8758,
50,487.254,1667.89,907.373,0.292139,109.013,82.9072,32.6204,3.6966,59.0709,3.89866,178.31,341.769,0,206.84,3.14711,31.3911,109.068,229.247,276.908,172.531,62.7933,14.5311,2.42624,48.4792,3.33378,211.673,466.083,0,189.505,2.31256,26.8701,173.687,188.515,148.199,1.45867,8.32247,10.2977,0.674345,10.8084,0.0676136,0.000377273,0.000434748,0,14.5662,0.161637,1.84228,1.99923,32.2393,18.8758,
51,487.254,1765.82,1069.21,0.275936,106.816,72.4104,32.0515,3.5464,54.7634,3.65588,226.766,498.704,0,183.271,2.97348,26.7302,106.833,192.83,254.473,110.321,62.4922,11.5542,2.21416,47.6145,2.62903,282.223,769.479,0,123.835,2.12651,24.7289,110.162,121.085,123.999,1.45867,3.38291,19.077,0.674345,12.5881,0.0676136,0.000377273,0.000434748,0,16.8132,0.161637,1.84228,1.99923,32.2393,18.8758,
