Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.roll_center.z.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.roll_center.z.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.roll_center.z.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
32,21.6557,61.774,149.885,0.350564,32.3513,4.89264,1.32818,0.79706,2.31713,6.8705,1.16591,0.67914,9.0437,0.667442,1.66107,99.0593,6.32623,1.20332,0.626282,3.55322,14.6982,0.239769,0.482084,31.2084,0.512808,0.33659,10.1384,0.0916775,0.0244266,0.172984,0.151887,0.104937,0.729997,0.0260604,0.119636,0.0353342,0.536906,
33,21.6557,63.0822,150.744,0.343294,28.3845,7.59069,0.957943,1.18789,1.97194,6.07381,1.17562,0.673872,12.5387,0.641364,1.88588,80.4661,17.7143,1.10989,2.9258,1.70935,17.9042,0.22572,0.824835,47.5602,0.53429,1.21455,10.4071,0.0916775,0.0305215,0.314394,0.273147,0.0211618,0.297595,0.0338251,0.119636,0.0481026,0.587184,
34,21.6557,46.2015,97.3282,0.468723,20.9365,4.58708,0.955267,0.752543,1.70596,3.43275,1.17664,0.609765,9.78229,0.601532,1.66118,46.5377,8.12495,1.11928,0.471231,1.10121,3.08679,0.136888,0.419041,40.6908,0.502376,0.356428,10.4071,0.0916775,0.0305215,0.224781,0.224459,0.438177,0.954976,0.0338251,0.129848,0.0233716,0.572312,
35,21.6557,52.2468,114.428,0.414489,24.7574,4.99423,1.05753,0.757139,1.44109,5.43866,1.17926,0.557975,9.78228,0.563978,1.71729,65.4182,9.42728,1.16481,0.514298,0.974099,15.2138,0.260387,0.389926,29.0776,0.500431,0.402364,10.7756,0.328149,0.0698983,0.314394,0.200261,0.0842258,0.319023,0.0315818,0.130227,0.0370732,0.795186,
36,19.2978,66.0588,153.609,0.29213,30.2967,5.82078,0.926971,0.770893,1.20396,9.45966,1.1754,0.577824,13.667,0.469699,1.68992,84.8296,12.6788,1.03255,0.617693,0.774734,28.7618,0.284299,0.643758,46.6361,0.424519,0.406976,10.6325,0.328149,0.0223143,0.252049,0.116588,0.0842258,0.472434,0.0338251,0.130227,0.0370732,1.06761,
37,19.2978,56.4941,139.365,0.341589,30.0162,5.90756,0.898641,0.716261,1.32993,6.27316,1.18342,0.492715,7.57907,0.45558,1.64156,86.415,14.7823,1.0957,0.583682,1.82012,17.1406,0.140827,0.310172,20.77,0.489881,0.697412,10.4804,0.403413,0.0510499,0.1637,0.0800863,0.0842258,1.02599,0.0489724,0.130227,0.0370732,0.246291,
38,18.483,37.8062,67.2911,0.488889,17.2107,3.66297,0.79088,0.676951,1.14027,4.7873,1.16745,0.438387,5.9248,0.384478,1.62198,28.8378,5.83951,1.08999,0.401309,0.897857,10.8472,0.080839,0.202592,22.3041,0.334126,0.215764,10.6325,0.197798,0.0138244,0.252049,0.154695,0.0842258,0.84295,0.0489724,0.0728431,0.0370732,1.08202,
39,18.483,46.577,125.97,0.396828,21.4735,4.48609,0.604583,0.595419,0.967211,5.25809,1.17335,0.612972,8.94602,0.445914,2.01386,55.5247,15.7861,0.691443,0.311033,0.744603,10.8162,0.13716,0.831392,41.7611,0.54157,2.44188,10.7579,0.197798,0.0138244,0.18077,0.102374,0.0842258,0.903638,0.0489724,0.0728431,0.0370732,1.36997,
40,18.483,67.4263,173.905,0.274122,34.4628,6.06657,0.848312,0.742953,1.16618,7.4137,1.22416,0.578902,12.7376,0.415065,1.77007,113.269,15.3407,1.05198,0.849067,1.83617,24.5542,0.510491,0.398807,47.5945,0.538341,0.692619,10.7578,0.14243,0.0138244,0.141266,0.102374,0.0842258,1.00959,0.0573585,0.0728431,0.021461,1.12102,
41,18.483,61.6595,151.813,0.29976,22.2826,6.41159,0.785851,0.608329,1.30445,6.94645,1.19246,0.512404,19.2386,0.416685,1.96004,47.6829,18.3265,1.00194,0.494027,2.04356,21.3756,0.269652,0.348839,66.1119,0.489006,1.33104,10.7578,0.197798,0.0138244,0.141266,0.102374,0.0209326,0.617338,0.107346,0.0728431,0.0314859,1.43913,
42,18.483,54.4141,152.5,0.339673,38.0168,2.73356,0.881687,0.611108,1.20814,3.37072,1.25733,0.486175,3.65423,0.413417,1.78093,126.53,6.00186,1.02134,0.538497,2.23713,9.30216,0.535404,0.25878,13.7515,0.416484,0.371473,10.8352,0.197798,0.0138244,0.18077,0.102374,0.104603,1.04225,0.0447159,0.0728431,0.0314859,1.55876,
43,18.1498,56.6316,139.526,0.320489,29.8361,4.41925,0.78495,0.655533,1.18709,5.77132,1.16059,0.497792,9.98177,0.397199,1.93996,86.3414,12.9345,1.10785,0.586645,1.68955,17.5663,0.251514,0.23589,37.6629,0.460147,0.791692,10.8352,0.197798,0.0138244,0.18077,0.0886835,0.0342806,0.110977,0.155624,0.0728431,0.0314859,1.58629,
44,18.1204,38.1975,89.3125,0.474386,15.0822,3.844,0.666796,0.58971,0.977653,3.81963,1.1584,0.501829,9.38337,0.392652,1.78123,20.5517,14.8253,1.19652,0.361865,0.894963,12.3734,0.185888,0.508092,46.0338,0.453711,0.462278,10.8352,0.197798,0.0138244,0.0730842,0.102374,0.0715218,0.285174,0.013472,0.0728431,0.0314859,0.927875,
45,18.1204,46.7058,118.398,0.387968,19.0325,3.16377,0.598034,0.574625,1.19819,4.93509,1.14408,0.497127,13.3113,0.466305,1.78481,36.677,9.02095,0.917252,0.403627,1.25065,17.1121,0.118554,0.726314,53.8632,0.526998,0.24801,10.8201,0.122408,0.0237139,0.0730842,0.0717444,0.0715218,0.549702,0.0184309,0.0728431,0.0319179,1.25697,
46,18.1204,41.5128,96.5561,0.436501,22.7456,3.67515,0.617876,0.557229,1.10122,3.20044,1.13586,0.391372,5.88973,0.489725,1.70855,62.8482,11.6948,0.87333,0.324483,1.11603,12.4215,0.124727,0.26272,21.863,0.578693,0.200017,10.8201,0.313124,0.030594,0.0730842,0.102374,0.0715218,0.337778,0.0184309,0.130227,0.0319179,0.532402,
47,18.1204,81.1681,202.364,0.223245,40.7882,6.3317,0.732503,0.70123,1.43703,7.58029,1.20658,0.451645,19.5626,0.528021,1.84833,105.961,18.5452,1.08155,0.763421,2.21435,26.1385,0.192146,0.410359,61.5031,0.616703,0.48778,10.8201,0.269417,0.030594,0.0730842,0.0851307,0.0581542,1.09096,0.0184309,0.14182,0.0319179,1.42607,
48,18.1204,44.8402,134.99,0.404109,24.7553,2.68724,0.437274,0.622932,1.48192,3.63247,1.15727,0.345927,7.36492,0.443403,1.91157,80.5142,9.28837,0.582126,0.298846,3.39868,14.4982,0.214373,0.326587,30.8243,0.364553,1.00044,10.8352,0.269417,0.030594,0.0730842,0.102374,0.0125013,0.0799924,0.0184309,0.0731002,0.0298162,1.50021,
49,18.1204,60.4422,160.593,0.299797,37.7495,4.90667,0.541052,0.705773,1.09489,3.83445,1.20668,0.456656,7.77619,0.453718,1.71659,112.274,15.3682,0.767401,0.603497,1.01917,11.7478,0.275877,0.826938,28.0695,0.440451,0.297188,10.8884,0.168897,0.030594,0.0730842,0.133083,0.0125013,1.04329,0.0267629,0.0731002,0.0298162,0.0814768,
50,17.9977,70.3517,181.386,0.255825,41.1996,4.45236,0.622563,0.800968,1.36516,7.01315,1.19956,0.469411,10.8184,0.563982,1.84659,115.011,14.9063,0.996351,0.750929,2.29702,23.9518,0.244898,0.408034,38.9634,0.704417,0.402967,10.8428,0.255187,0.030594,0.0730842,0.0609649,0.0125013,1.05556,0.0267629,0.14182,0.0298162,1.00215,
51,17.5561,35.5754,102.498,0.493491,17.9969,2.20678,0.464569,0.544575,0.831309,1.939,1.15217,0.435741,7.67663,0.504176,1.82356,51.2166,7.8501,0.449317,0.427959,0.6572,7.88914,0.0617618,0.580744,39.1118,0.434719,0.482628,10.9,0.115043,0.030594,0.0310635,0.0609649,0.0148137,1.06104,0.0148257,0.14182,0.0298162,1.41,
52,17.3009,69.1619,170.038,0.250151,31.5948,5.72563,0.620841,0.679507,1.05856,8.2056,1.18448,0.365726,17.4241,0.54594,1.75674,72.4488,19.2254,0.959995,0.566071,1.67751,28.304,0.157881,0.388268,56.7854,0.559756,0.454983,10.7931,0.226866,0.030594,0.0596609,0.0609649,0.0196169,0.892943,0.0267629,0.14182,0.0298162,0.259446,
53,17.3009,69.4436,170.351,0.249136,31.946,5.45805,0.67736,0.681904,0.938483,5.1148,1.14618,0.355124,20.692,0.631828,1.80187,70.6554,16.7331,1.11954,0.544495,1.61063,15.6699,0.0986993,0.396259,65.9806,0.730597,0.17733,10.7931,0.313124,0.030594,0.0730842,0.0609649,0.0196169,0.649581,0.0116418,0.124301,0.0375662,1.50021,
54,16.479,85.6005,208.604,0.19251,41.6621,5.5207,0.627758,0.688217,0.969041,10.1417,1.19844,0.479745,21.742,0.620618,1.95022,106.131,15.8186,1.00831,0.716047,1.89483,30.995,0.307637,0.856984,64.8339,0.63019,1.42057,10.7931,0.291286,0.030594,0.0730842,0.0609649,0.0196169,0.155355,0.0116418,0.124301,0.0197093,0.19548,
55,16.479,33.3313,98.3625,0.4944,20.7291,2.40892,0.395066,0.612391,0.865675,2.11868,1.16523,0.313895,2.43355,0.493918,1.79484,70.707,12.1879,0.709162,0.472193,2.20141,12.9544,0.103683,0.345555,18.2622,0.324832,0.121515,10.7931,0.313124,0.030594,0.0730842,0.0609649,0.0196169,1.07634,0.0267629,0.124301,0.0197093,1.59186,
56,16.2484,30.0957,58.5135,0.539891,16.6996,2.53294,0.484736,0.497466,0.509825,4.22537,1.1286,0.401395,1.3988,0.479856,1.73707,27.9035,9.52148,1.05402,0.446626,0.433738,19.0033,0.114584,0.513158,2.19444,0.393442,0.203264,10.7931,0.335076,0.030594,0.0280715,0.0609649,0.0196169,0.415497,0.0272256,0.124301,0.0197093,0.679107,
57,16.2484,42.7315,117.695,0.380243,20.2197,2.78796,0.43579,0.517651,0.666915,2.60232,1.12689,0.471465,11.7365,0.393937,1.77248,44.5933,11.2611,0.857208,0.455033,1.31022,13.1736,0.152137,0.477239,48.7054,0.378385,0.086974,10.7373,0.260716,0.030594,0.0542431,0.0468681,0.0196169,0.376213,0.0272256,0.167717,0.0197093,1.52414,
58,16.2484,57.9768,174.809,0.280257,26.6389,4.03828,0.454086,0.57485,0.840621,6.65894,1.1588,0.454937,14.83,0.404825,1.92255,74.0097,15.8089,0.760152,0.617596,1.75629,27.2571,0.0697049,0.511295,60.9732,0.398362,0.943714,10.7373,0.0441621,0.030594,0.0542431,0.0520064,0.0196169,0.964251,0.0272256,0.145906,0.0197093,1.02212,
59,16.2484,138.735,295.547,0.117118,59.2629,12.9802,0.800457,0.86949,1.27002,13.6229,1.1455,0.671209,45.619,0.581768,1.91143,137.94,33.8027,1.44101,1.64244,2.79692,33.3862,0.267872,0.720796,102.408,0.595078,0.84506,10.7373,0.335076,0.0374089,0.0542431,0.0606721,0.0196169,0.301233,0.0272256,0.145906,0.0305684,0.384418,
60,16.2484,56.8493,139.089,0.285815,29.1169,6.2405,0.67153,0.574407,0.927315,7.37777,1.1847,0.415834,7.90124,0.531879,1.90721,70.9968,22.1944,1.40111,0.629968,1.96717,25.6457,0.152168,0.378954,50.5198,0.56651,1.10587,10.7931,0.335076,0.0374089,0.0542431,0.0525351,0.0196169,1.08866,0.0272256,0.167717,0.0305684,0.470256,
61,15.9115,54.3157,181.165,0.292944,27.8179,4.69388,0.397307,0.463413,0.61165,2.67714,1.17926,0.396279,13.7232,0.405376,1.9503,82.6252,22.1999,0.652971,0.516222,1.27143,12.41,0.171904,0.22129,62.6179,0.329951,1.53838,10.7931,0.300159,0.0339445,0.0494643,0.0700903,0.0196169,1.10799,0.0272256,0.167717,0.0180183,0.824895,
62,15.9115,74.6399,200.332,0.213176,37.2863,6.91837,0.681853,0.486557,1.22924,6.57703,1.16493,0.474902,17.4103,0.499795,1.91074,93.7349,24.3666,1.48642,0.534879,3.41249,26.1352,0.266404,0.414559,60.5432,0.461525,0.749484,10.7931,0.16877,0.0339445,0.0494643,0.0700903,0.0145151,0.476989,0.0177226,0.167717,0.0305684,1.62979,
63,15.9115,37.9587,102.777,0.419178,19.4767,4.05939,0.434054,0.410377,0.538501,2.99444,1.15111,0.41471,6.1191,0.457973,1.90242,43.5509,17.6317,0.938951,0.383883,1.20656,13.687,0.0965787,0.302949,37.9437,0.442926,0.805482,10.7931,0.287556,0.0339445,0.0494643,0.0700903,0.0469122,0.645891,0.0258842,0.167717,0.023217,1.60134,
64,15.9115,51.5907,140.585,0.308417,21.7358,3.61283,0.481867,0.523164,0.720001,6.6799,1.15346,0.438746,13.9151,0.517878,1.81208,46.6788,13.5663,1.14421,0.59076,1.69302,27.8028,0.167167,0.366095,56.3305,0.440867,0.553021,10.806,0.205849,0.0339445,0.0494643,0.0550281,0.0277581,0.312208,0.00914298,0.149084,0.0305684,1.0335,
65,15.9115,42.9433,127.64,0.370523,26.7019,1.58045,0.484284,0.487767,0.609881,3.60868,1.18426,0.451207,5.6666,0.402943,1.76529,82.3891,5.53273,1.03889,0.616035,1.66986,16.9786,0.17989,0.283447,28.4439,0.266253,0.233337,10.806,0.319434,0.0339445,0.037662,0.0550281,0.00886317,1.12052,0.0210607,0.149084,0.0211302,1.62539,
