Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,
0,939.52,3072.4,1440.94,0.305793,117.435,47.2072,63.6365,29.7693,113.417,13.6904,47.1979,2105.63,473.927,0,4.75299,55.7346,136.411,60.1667,76.8211,53.3771,124.349,15.8885,60.0697,2266.49,583.577,1.22337e-154,5.4144,62.206,6.93338,1.73466,6.02803,10.7348,12.2208,0.26873,1.93262,598.907,14.6453,0,0.101953,1.78175,
1,939.52,2779.52,1259.52,0.338015,127.16,162.04,66.2984,33.3666,103.403,10.4518,162.038,1700.05,355.92,0,4.41877,54.3805,74.514,334.093,45.3737,48.8512,66.2868,6.87241,334.08,949.772,281.243,0,3.48944,45.5433,6.93338,1.73466,0.927983,10.3988,12.2208,0.26873,1.93262,598.907,14.6453,0,0.101953,1.78175,
2,939.52,2396.68,1044.96,0.392008,131.862,179.384,65.4401,35.8855,104.084,7.96185,179.358,1363.17,277.213,0,4.44513,47.883,73.743,308.298,45.5666,48.1677,66.2301,5.82748,308.298,835.467,206.877,0,3.29758,41.7031,6.93338,1.73466,0.47839,8.40861,11.9101,0.115075,1.93262,545.676,14.6453,0,0.101953,1.78175,
3,939.52,2069.81,638.08,0.453916,129.071,189.589,59.1874,41.1074,103.499,6.31067,189.517,1059.17,241.45,0,3.94607,46.9666,71.5632,233.742,43.148,48.0821,70.9686,4.45126,233.593,578.22,174.754,0,2.804,35.9481,6.93338,2.52769,0.927983,13.1149,11.9101,0.115075,3.04038,592.107,14.6453,0,0.101953,2.60794,
4,939.52,1921.96,517.767,0.488833,127.347,206.7,66.4253,44.9889,96.237,5.72749,206.595,901.345,215.028,0,3.65101,47.9197,71.8086,229.381,44.5373,51.4064,67.0037,3.72257,229.152,378.079,159.75,0,2.6565,38.4066,9.06036,2.52769,6.02803,14.2684,11.9101,0.115075,3.04038,592.107,14.6453,0,0.101953,2.60794,
5,939.52,1817.05,428.74,0.517058,127.467,190.696,69.7222,39.9352,93.1463,5.08514,190.604,858.948,193.039,0,3.70055,44.7076,70.9301,198.243,44.0354,34.2865,59.2893,3.50439,198.059,286.318,144.866,0,2.76152,35.5026,8.3735,2.52769,8.67184,16.1641,11.9101,0.0898443,3.04038,584.401,14.6453,0,0.101953,1.03356,
6,939.52,1859.46,1065.59,0.505264,125.11,215.93,65.8683,42.83,91.6129,5.62328,216.245,836.76,209.333,0,3.89901,46.2534,68.2832,433.163,40.8871,34.8635,56.3039,3.56967,435.382,285.718,203.3,0,2.84547,34.4903,8.3735,2.52769,8.67184,6.11294,11.9101,0.0835888,3.04038,515.745,14.6453,0,0.101953,1.03356,
7,939.52,1714.25,882.223,0.548066,129.127,140.388,64.6278,41.3859,86.5415,5.38668,140.382,843.702,214.806,0,3.74937,44.1503,74.2026,239.288,41.8829,33.6261,55.2566,4.41777,239.42,434.549,215.336,0,2.76489,34.5241,8.3735,0.780013,8.67184,8.42306,11.9101,0.0898443,1.81903,589.252,14.6453,0,0.101953,1.03356,
8,939.52,1613.66,760.792,0.58223,129.497,130.248,63.8842,40.7412,83.8172,4.78062,130.277,776.554,208.064,0,3.81378,41.9806,72.9706,217.756,40.4876,30.12,58.4608,3.91077,217.82,275.856,207.198,0,2.6377,34.6968,8.3735,0.780013,8.67184,8.58721,11.9101,0.0898443,1.81903,592.107,14.6453,0,0.108132,1.03356,
9,939.52,1485.58,265.53,0.632428,125.462,107.136,64.0978,42.8428,77.8002,4.0756,107.163,740.559,172.499,0,3.73898,40.2022,66.0709,105.139,42.4989,54.7155,55.4855,3.49179,104.984,138.698,139.678,0,2.73683,33.605,9.06036,0.780013,2.62187,20.5207,11.9101,0.0921872,1.81903,592.107,14.6453,0,0.108132,2.10844,
10,939.52,1583.72,1004.18,0.593235,125.858,159.603,66.4306,33.1749,83.9446,3.8269,160.024,739.395,163.225,0,4.10728,44.1326,70.159,382.415,43.1531,16.4359,59.2534,2.98966,385.291,203.283,138.595,0,3.14376,34.7643,9.06036,0.780013,2.62187,12.446,11.9101,0.0921872,1.81903,524.041,14.6453,0,0.108132,2.10844,
11,939.52,1468.62,463.131,0.639729,117.687,110.194,63.6967,34.3922,82.7521,4.25957,110.207,745.889,152.713,0,3.73759,43.0939,68.6113,125.547,39.8321,13.39,54.1661,3.80671,125.429,355.546,112.456,0,2.7138,31.9606,9.06036,0.780013,2.62187,11.6616,11.9101,0.0921872,1.81903,593.288,14.6453,0,0.108132,2.10844,
12,939.52,1395.86,289.43,0.673075,116.226,90.9717,62.317,35.6237,82.6317,4.17099,91.0147,708.323,157.909,0,3.73517,42.9397,67.2956,87.55,40.4244,14.3001,57.3134,2.92179,87.3845,108.582,165.17,0,2.60691,33.7291,9.06036,0.780013,2.62187,20.5207,11.9101,0.07228,1.81903,597.598,14.6453,0,0.108132,2.10844,
13,939.52,1439.16,943.849,0.652825,115.185,126.981,53.4152,32.9008,81.3722,3.80497,127.331,723.896,131.966,0,3.17722,39.1324,59.5893,382.627,37.3638,13.1245,61.3246,3.01048,385.101,233.182,112.659,0,2.51775,31.648,9.06036,0.780013,2.62187,8.57061,11.9101,0.085428,1.81903,597.598,14.6453,0,0.0728356,1.78211,
14,939.52,1460.25,1093.66,0.643398,129.892,129.985,50.9701,33.1662,75.3435,3.88456,130.378,725.401,142.289,0,3.2882,35.6499,65.4212,377.645,34.8429,13.6773,51.0578,2.9953,380.356,241.645,184.818,0,2.5387,29.8187,9.06036,0.780013,8.67184,8.70867,11.8476,0.120998,1.81903,597.598,14.6453,0,0.0728356,0.905875,
15,939.52,1440.55,968.148,0.652195,132.499,119.635,51.7872,35.0203,70.771,3.95414,119.724,741.054,129.461,0,3.47062,33.1737,63.9862,300.045,35.1766,37.7082,46.3807,3.3048,300.223,331.525,106.568,0,3.62704,26.2368,9.06036,0.780013,8.67184,7.47254,11.9101,0.120998,1.81903,597.598,15.8597,0,0.0728356,1.78211,
16,939.52,1450.29,1065.19,0.647817,135.355,102.258,50.4027,32.4112,68.4001,3.76376,102.483,738.844,180.558,0,3.21047,32.601,67.8448,274.395,33.7918,14.6366,48.9234,3.1407,275.433,273.911,251.126,0,3.17918,30.0546,9.06036,0.780013,2.56849,9.63163,11.9101,0.120998,1.81903,597.598,15.8597,0,0.0728356,1.47652,
17,908.198,1457.02,1034.67,0.623327,128.659,107.125,49.4884,35.548,63.7003,4.28537,107.285,776.205,150.588,0,3.01698,31.1163,68.5456,283.112,31.781,29.0587,48.7963,4.15779,283.044,430.587,217.492,0,2.8428,29.5217,9.06036,0.780013,12.0646,8.37784,11.9101,0.226489,1.81903,598.075,15.8597,0,0.0728356,1.47652,
18,908.198,1379.79,1002.26,0.658215,118.583,64.3777,50.7434,97.8122,61.7704,3.90523,64.5122,758.168,129.816,0,2.93343,27.1677,70.4081,207.67,33.1706,491.793,51.88,4.1248,207.585,435.22,119.53,0,2.41855,25.1397,1.7323,0.447322,12.9094,8.84268,11.9101,0.226489,0.8146,598.075,15.8597,0,0.0728356,1.47652,
19,908.198,1380.46,1086.63,0.657893,123.464,109.889,49.3113,41.8835,63.0794,3.65036,110.315,713.256,134.36,0,2.87685,28.3783,69.2206,380.742,32.1519,115.785,55.6537,2.79581,383.329,206.85,169.288,0,2.634,29.1615,1.7323,1.71921,6.74202,10.6996,11.9101,0.408812,2.85271,597.984,15.8597,0,0.0728356,1.47652,
20,908.198,1282.87,677.535,0.70794,119.208,79.2404,44.3947,30.3803,54.841,3.58483,79.3132,733.802,110.313,0,2.77667,25.0203,71.5747,155.344,28.5102,14.1922,41.2426,3.31057,156.6,349.913,95.705,0,2.5132,21.1661,8.59815,1.71921,6.18617,10.7124,11.9101,0.214631,2.55494,591.059,15.8597,0,0.0728356,1.47652,
21,908.198,1448.57,1272.58,0.626962,119.513,84.7042,47.3568,65.8508,64.3105,4.31892,84.8334,801.395,142.762,0,3.1126,30.4127,68.3014,236.87,28.5914,346.319,65.3262,5.19381,236.87,570.953,195.49,0,3.14192,33.438,9.06036,1.71921,6.18617,9.56076,11.9101,0.265659,2.55494,592.543,15.8597,0,0.0728356,1.47652,
22,908.198,1271.73,743.546,0.714143,117.089,66.0611,45.0663,49.4073,53.832,3.58688,66.2306,718.358,126.445,0,2.68837,22.9666,69.6817,199.693,27.8895,144,42.5606,3.01137,200.235,227.336,164.953,0,2.58274,22.445,9.06036,1.19155,6.18617,9.70264,11.8134,0.337453,2.46413,585.765,15.8597,0,0.0728356,1.31806,
23,908.198,1345.77,1200.13,0.674853,110.13,106.283,45.5551,33.1423,52.0159,3.8595,106.45,747.978,116.161,0,2.73003,21.4675,65.3235,331.632,28.5321,36.4377,52.4612,3.34236,338.802,384.416,169.318,0,2.2486,22.7791,9.06036,1.72683,6.18617,8.40425,11.9706,0.913975,2.55494,592.157,15.8597,0,0.0728356,1.47652,
24,908.198,1257.16,769.524,0.722422,106.123,91.3812,45.9617,29.2976,44.4573,2.97119,91.5484,706.013,117.225,0,2.5909,19.5887,62.6332,246.261,28.5447,9.91477,32.8937,2.24551,246.912,190.095,133.949,0,2.00926,22.587,9.06036,1.72683,6.18617,12.2463,11.9706,0.272428,2.55494,593.543,15.8597,0,0.0760543,1.31006,
25,908.198,1368.03,1048.11,0.663873,107.654,96.6685,43.2092,55.23,50.5488,4.15977,96.8201,762.761,126.686,0,3.01598,21.2772,70.8292,281.629,29.0379,208.226,54.995,4.28213,281.791,432.544,172.352,0,3.29732,29.416,9.06036,1.72683,2.47981,8.66317,11.9706,0.984042,2.55494,446.768,19.0462,0,0.0760543,1.47652,
26,908.198,1290.62,1121.6,0.703694,106.179,88.734,40.432,31.1206,43.657,3.51885,88.847,722.737,144.362,0,2.84184,18.1862,68.9397,286.77,24.9834,19.0946,33.3609,3.05892,287.06,311.479,268.295,0,2.22976,17.2217,9.06036,1.72683,1.42501,7.11765,11.9706,0.934824,2.55494,591.694,17.7809,0,0.0760543,1.47652,
27,884.589,1356.31,1328.17,0.6522,100.491,128.98,41.9427,27.9626,43.4268,3.54534,129.346,756.79,104.789,0,2.89638,16.1454,67.8165,440.151,25.342,5.66853,34.3835,3.67914,442.17,468.417,133.37,0,2.60585,13.1328,9.06036,1.89092,6.18617,7.75898,11.9706,0.934824,3.04038,593.543,19.0462,0,0.0760543,1.44495,
28,884.589,1391.19,1431.68,0.635851,92.5453,141.524,39.5777,27.9857,44.9993,3.61058,141.711,758.652,119.133,0,2.89633,18.553,66.2637,403.514,23.0374,5.10134,45.8379,3.40258,403.932,452.703,205.651,0,2.67184,21.5732,9.06036,1.63833,6.18617,7.68051,12.2545,0.984042,2.9046,569.992,19.0462,0,0.0760543,1.44495,
29,884.589,1381.02,1455.41,0.640533,86.5111,117.768,37.7168,28.7832,45.0708,4.05274,117.876,805.754,117.527,0,2.96416,16.997,62.6345,368.391,24.8681,9.86436,41.6656,4.67342,368.545,596.913,186.003,0,2.70586,13.6181,9.06036,1.63833,4.09546,8.17972,11.941,0.898415,2.9046,593.543,19.0462,0,0.105083,1.44495,
30,861.205,1302.2,1374.45,0.661349,82.7832,108.086,37.8695,29.0482,49.5065,3.73187,108.21,748.534,112.266,0,3.05316,19.1069,58.1311,352.028,22.4781,7.00523,59.3853,3.61828,352.289,450.489,188.343,0,2.62396,21.1164,9.06036,1.63833,6.18617,8.6958,12.2545,0.984042,2.9046,593.543,19.0462,0,0.0975613,1.43041,
31,861.205,1208.89,1074.15,0.712393,86.0213,90.5229,37.0256,30.8859,48.9544,3.3098,90.8255,688.918,108.317,0,3.29291,20.8176,57.9559,355.728,21.4531,15.9117,60.1377,1.93509,357.949,169.551,212.976,0,2.4642,29.1816,9.06036,1.16304,4.97442,11.9202,12.3636,0.984042,2.01908,597.958,18.8311,0,0.105083,1.43041,
32,861.205,1286.39,1171.15,0.669475,88.8021,66.6833,37.4514,33.3916,43.5234,4.33026,67.0858,797.611,123.661,0,3.66827,20.1805,68.3156,325.364,24.5827,25.0515,45.6785,5.34933,328.196,627.28,230.259,0,3.049,26.5068,9.06036,1.16304,8.08523,10.8874,11.9001,0.984042,2.01908,597.958,17.7761,0,0.105083,1.43041,
33,860.292,1245.12,1347.93,0.690932,81.6744,116.749,36.6487,29.9275,45.4159,3.29696,117.438,700.497,93.3329,0,3.27109,16.867,57.6142,496.095,20.4972,12.9282,55.3596,2.54853,499.931,262.741,173.903,0,2.21876,21.7923,9.06036,0.500595,5.12447,8.85269,11.9001,1.36848,1.06781,597.958,17.7761,0,0.105083,1.43041,
34,813.419,1116.99,971.111,0.728224,76.8987,69.1146,35.2315,29.0577,36.9172,3.30862,69.2743,710.381,69.281,0,3.39124,14.1337,53.7761,288.538,17.9826,8.73161,30.6548,2.4871,289.036,317.34,76.3494,0,2.46215,14.0429,9.06036,0.500595,10.2304,8.44265,11.9001,1.51237,1.06781,597.958,17.7761,0,0.105083,1.43041,
35,813.419,1243.24,1314.65,0.654273,74.871,101.832,36.7276,28.5443,43.4341,3.50938,102.204,740.209,91.5206,0,3.89759,16.4892,56.002,398.395,22.2276,6.73348,51.3924,3.09635,404.355,403.787,173.231,0,3.73727,23.7073,9.06036,0.500595,10.2304,7.18991,11.9001,1.51237,1.06781,600.74,17.7761,0,0.165143,1.43041,
36,813.419,1169.91,1121.8,0.69528,68.5595,77.4567,36.7539,32.7947,35.499,3.2758,77.5731,716.568,104.636,0,3.4009,13.3969,48.0963,291.402,14.881,47.2667,33.9028,2.46585,288.57,308.661,227.134,0,2.80145,14.0508,9.06036,0.500595,13.0562,7.22107,11.9001,1.36468,1.06781,602.681,17.7761,0,0.151745,1.43041,
37,813.419,1205.95,1369.25,0.674507,63.043,115.441,40.3951,28.0543,36.7886,3.11706,116.177,697.723,87.4129,0,3.16071,14.6324,34.8135,501.221,26.0916,5.67105,33.3935,2.45582,505.051,319.519,177.494,0,3.22823,14.4239,9.06036,0.500595,2.13891,9.3641,11.9001,1.51237,1.06781,531.024,17.7761,0,0.0642939,1.43041,
38,813.419,1166.81,1175.33,0.697132,69.4778,87.1104,40.6922,31.4299,35.0066,3.27701,87.6775,709.907,85.1874,0,3.22078,13.8213,57.8235,401.441,27.4206,24.0215,44.6602,2.18617,404.468,229.943,177.417,0,3.45794,21.6216,9.06036,0.500595,3.64892,9.33449,11.9001,1.5049,1.06781,603.114,22.6298,0,0.0642939,1.12707,
39,813.419,1213.71,1324.09,0.670192,64.4313,86.019,35.3737,29.5363,37.5619,3.5673,86.5831,745.278,106.83,0,3.1666,15.3639,51.9985,402.416,17.8178,14.9222,53.9589,3.4463,405,440.811,249.16,0,2.16721,28.8808,9.06036,0.500595,3.64892,10.7513,11.9001,1.51237,1.06781,603.114,22.6298,0,0.0535199,1.12707,
40,804.147,1078.12,989.896,0.745882,58.698,51.6891,36.8456,29.5287,34.7661,3.48815,51.8737,729.365,66.9345,0,2.87957,12.0474,45.0188,249.237,20.5679,10.3329,47.8326,3.22299,249.263,363.052,100.557,0,1.89074,15.6025,9.06036,0.500595,3.64892,9.85314,11.9001,1.51237,1.06781,603.114,22.6298,0,0.0535199,1.12707,
41,804.147,1035.39,840.307,0.77666,54.6204,50.2277,33.6949,30.0491,34.5702,3.03813,50.668,675.405,86.5082,0,3.02806,13.581,47.6417,319.722,16.3299,12.356,46.7348,1.47005,322.253,86.0018,172.503,0,2.03503,24.2703,3.32325,0.500595,3.64892,12.3965,11.9001,1.51237,1.06781,616.643,29.284,0,0.0149235,1.12707,
42,804.147,1097.02,1016.16,0.733027,50.7983,73.5627,33.225,28.563,37.1763,3.33665,73.8492,703.2,75.4802,0,3.33508,14.495,39.1871,337.374,22.2514,5.59719,54.5598,2.65932,337.825,284.489,121.633,0,2.62791,27.3922,3.32325,0.500595,3.20132,4.6907,11.9001,1.51237,1.06781,381.702,23.7543,0,0.0535199,1.12707,
43,804.147,1134.94,1109.1,0.708539,54.6712,56.7131,32.4019,30.2919,36.7348,3.89654,56.9792,756.891,86.9529,0,3.27481,16.129,60.9208,246.783,23.4836,12.7654,45.5265,3.91823,245.908,430.301,175.29,0,2.13279,27.9546,3.32325,0.500595,1.48441,10.2646,11.9001,2.21941,1.06781,616.643,22.7769,0,0.0535199,1.12707,
44,801.728,1174.26,1420.33,0.682753,46.2895,98.6947,29.3503,43.2508,32.8743,3.44825,99.5466,720.766,83.9622,0,3.24934,12.8262,40.1953,493.943,19.1932,152.407,47.8484,3.12759,496.294,327.912,143.158,0,2.56844,23.5937,3.32325,0.500595,3.20132,10.4561,11.9001,2.04996,1.06781,618.192,29.6438,0,0.0642939,1.43041,
45,801.728,1248.81,1436.41,0.641993,50.0054,115.868,27.2065,33.487,36.7132,3.6748,116.718,720.589,125.361,0,3.28436,15.904,48.4993,516.549,19.5233,32.8654,50.2777,3.23974,520.307,286.545,274.498,0,2.45178,32.8987,3.32325,0.500595,3.20132,8.80517,12.5659,2.20558,0.950914,466.078,25.8638,0,0.0642939,1.43041,
46,794.524,981.203,590.861,0.809744,50.2513,15.0068,23.2883,31.0006,32.2673,3.72156,15.2308,741.409,52.5068,0,3.11791,13.4031,54.1187,102.845,14.1948,21.6523,34.1823,3.96441,104.06,460.482,88.7306,0,2.39486,27.053,3.32325,0.500595,2.60927,11.4516,12.5489,2.21941,0.950914,631.828,23.7194,0,0.0642939,1.15773,
47,794.524,1205.26,1438.27,0.659213,51.3814,99.1269,23.175,30.5787,37.264,3.77463,99.8426,749.444,91.1782,0,3.45256,16.0432,47.3296,445.668,18.4197,20.2568,48.4149,3.26646,448.586,390.773,219.79,0,2.69993,30.6436,5.7743,0.500595,3.20132,8.73883,12.0262,2.21941,0.950914,620.76,27.5531,0,0.0642939,1.15773,
48,794.524,1066.84,973.87,0.744748,49.0231,40.8465,20.9051,67.9438,32.0739,3.72723,41.0754,731.319,66.2833,0,3.3789,10.26,44.2246,213.72,16.2519,374.647,38.2422,3.66567,213.874,430.557,120.883,0,2.57729,14.0468,5.7743,0.500595,3.20132,8.12848,12.0262,2.21941,0.950914,631.828,23.7293,0,0.0642939,1.15773,
49,794.524,1157.41,1376.13,0.686465,43.7493,90.79,19.0132,58.8936,30.6856,3.55304,91.6306,712.786,91.9108,0,3.30061,11.099,34.2189,477.265,14.077,244.524,32.1448,3.01152,481.295,293.691,207.835,0,2.21325,17.888,5.7743,0.500595,1.49474,9.6975,12.0262,2.21941,0.950914,627.157,27.5531,0,0.0642939,1.2375,
50,794.524,1133.23,1313.78,0.701114,44.0629,102.06,18.4153,27.4441,30.8421,3.37013,102.431,726.753,63.4386,0,3.76044,10.6525,40.8811,418.32,18.7398,31.7452,37.6728,2.85771,419.143,398.708,120.784,0,3.25329,16.489,5.7743,0.500595,0.970906,3.69906,11.8716,1.47765,0.950914,418.035,23.8354,0,0.168484,1.2375,
51,794.524,1123.23,1379.29,0.707354,41.3404,83.5506,20.1571,28.379,30.2346,3.52727,84.111,739.394,76.7951,0,3.96906,11.7757,36.3408,429.872,20.5565,8.30887,36.5234,3.40426,432.027,450.792,177.537,0,3.50768,21.058,5.7743,0.749694,0.706253,6.92131,12.0262,1.76196,0.950914,629.944,29.6438,0,0.168484,1.2375,
52,790.505,1006.96,953.19,0.785039,41.515,49.8701,16.8813,30.3458,27.1534,3.42952,50.1775,704.768,69.0186,0,3.70177,10.1022,37.8885,266.318,10.9889,17.3267,28.4432,2.44382,266.571,295.8,128.458,0,2.08686,15.6351,5.7743,0.749694,0.706253,8.682,12.0262,2.2292,0.950914,616.8,29.6438,0,0.168484,1.2375,
53,790.505,1104.61,1163.53,0.715643,44.8295,64.8781,19.559,28.5573,30.261,3.60829,65.3222,741.13,90.6039,0,3.93292,11.9255,49.3901,296.013,18.2707,8.76072,36.837,3.38119,299.336,438.286,220.412,0,3.41462,23.7918,5.7743,0.749694,0.706253,10.1963,12.1784,2.44527,0.950914,593.223,22.8845,0,0.168484,1.2375,
54,785.754,1103.4,1123.13,0.712121,41.2828,57.8069,18.1302,32.7243,35.6434,3.88326,58.1162,746.401,92.9963,0,3.91685,12.4981,32.1062,276.948,18.2878,29.0916,58.9511,3.7783,276.884,362.22,245.352,0,3.40386,27.7022,5.7743,0.749694,0.706253,8.46055,12.0254,2.38867,0.950914,629.471,27.4915,0,0.168484,1.2375,
55,785.754,970.684,810.635,0.809485,38.3161,39.3609,16.2013,32.4271,26.52,3.41154,39.6717,700.221,62.4764,0,3.63682,8.44171,34.873,219.853,9.40843,22.9765,37.051,2.59207,219.957,256.816,156.184,0,1.91695,16.3334,5.7743,0.749694,0.706253,8.70607,12.0254,0.87505,1.35924,629.471,23.883,0,0.168484,1.2375,
56,782.456,1011.11,772.615,0.773854,42.8178,26.4431,16.721,32.1558,26.6726,3.7384,26.7383,746.078,75.5456,0,3.8436,10.3601,49.8851,112.408,16.9987,37.8039,43.2823,4.17629,112.304,488.775,203.983,0,3.16162,26.5119,5.7743,0.749694,0.706253,11.4915,12.0254,0.0516851,1.35924,567.383,23.7472,0,0.168484,1.2375,
57,782.456,1209.03,1616.42,0.647179,38.9272,117.559,15.962,27.3608,26.7977,3.59518,118.322,756.915,90.124,0,3.98229,9.47975,41.0108,491.945,13.0407,6.21689,37.8607,3.40404,494.282,466.311,243.363,0,2.47909,25.5714,5.7743,0.749694,0.706253,8.4868,12.0254,2.3895,1.35924,606.244,24.8759,0,0.168484,1.2375,
58,775.769,1049.39,1168.07,0.739258,31.7244,43.5431,16.2439,77.6589,26.9483,3.32696,43.887,702.672,90.191,0,3.72848,9.46556,30.8548,250.054,17.4613,488.626,48.5421,2.38928,250.259,275.797,221.259,0,1.68992,32.3505,5.5343,0.749694,0.706253,9.29239,12.0254,2.52289,1.35924,632.948,31.2934,0,0.168484,1.2375,
59,775.769,1054.23,1210.5,0.735863,32.7129,66.8823,13.7248,27.5535,21.7088,3.57647,67.3248,752.06,56.5758,0,4.08803,8.02375,42.1497,339.648,9.89891,50.0103,19.949,3.45202,340.184,474.492,98.7769,0,1.92248,18.1306,5.5343,0.749694,0.706253,7.84658,12.0254,2.53254,1.35924,624.566,23.8884,0,0.168484,1.2375,
60,775.769,1271.89,1670.2,0.609936,37.2729,126.776,16.5585,27.4796,26.3549,3.87469,127.544,790.957,103.664,0,4.3071,7.09823,55.4905,502.821,20.7337,6.8462,44.6249,3.92812,505.148,510.977,213.123,0,3.201,15.7332,5.5343,0.611726,0.746593,4.41105,12.0254,2.53254,1.35924,637.776,31.2934,0,0.168484,1.2375,
61,775.683,1173.67,1467.24,0.660907,36.0716,92.5982,12.8911,32.0251,30.5471,3.79951,93.3426,743.337,113.564,0,4.21205,11.2764,44.7951,442.96,10.9437,20.8204,53.9912,3.57262,441.425,391.498,264.818,0,2.2564,26.218,5.5343,0.611726,0.529421,7.19257,11.4811,2.53254,1.35924,637.776,30.9411,0,0.168484,1.1459,
62,775.683,1072.84,1218.21,0.723016,33.9233,64.8048,14.306,33.7386,22.2648,3.54248,65.5587,730.34,91.5795,0,4.15462,8.6312,52.4042,372.324,20.1319,43.3611,29.1226,3.22334,375.197,389.139,224.053,0,3.13077,23.858,3.85897,0.611726,0.529421,9.24255,12.1784,2.48098,1.35924,596.633,30.9411,0,0.168484,1.1459,
63,775.683,963.871,991.206,0.804759,32.1685,51.4615,11.7615,29.0414,20.0846,3.14185,52.1539,680.442,73.6294,0,4.07015,5.9164,57.0954,342.974,12.1566,9.49167,26.843,1.83681,345.586,134.455,197.646,0,1.98537,14.9622,4.53429,0.611726,0.529421,12.2306,12.09,2.53254,1.35924,637.776,22.8168,0,0.168484,1.1459,
64,768.319,1131.18,1251.76,0.679218,41.6792,58.8964,13.5207,33.8741,25.934,4.23036,59.6462,786.112,94.3138,0,4.37317,8.60192,71.6204,359.418,14.9995,27.0551,39.3603,4.98003,362.461,572.72,221.31,0,3.16143,20.5946,4.53429,0.611726,0.529421,10.0162,12.09,2.53254,1.35924,638.92,22.7299,0,0.168484,1.11602,
65,768.319,962.747,928.014,0.798049,27.529,31.796,11.7778,29.1342,21.807,3.40001,32.2364,714.319,80.3695,0,3.92618,6.45201,46.3741,207.845,10.2534,11.5703,40.4752,2.98701,207.905,373.963,187.761,0,1.84919,22.8055,4.53429,0.611726,0.529421,7.90567,12.09,2.53254,1.24106,635.265,31.9087,0,0.385302,1.11602,
66,768.319,1130.26,1268.65,0.679771,35.3767,96.9661,11.2413,34.3571,24.3586,3.3954,97.728,704.328,112.215,0,3.9642,6.33036,61.2011,424.042,10.6918,52.7071,40.0589,2.51663,426.326,271.901,261.766,0,1.76146,15.2133,4.53429,0.611726,0.529421,10.4512,12.09,2.43412,1.24106,522.192,23.692,0,0.385302,1.10818,
67,768.319,1052.18,1264.5,0.730216,24.7693,58.7635,11.8936,50.7671,18.9781,3.45901,59.7381,718.374,94.9434,0,3.88929,6.60505,31.3951,389.784,17.8751,219.458,25.9636,3.30583,393.659,399.953,247.2,0,1.90715,24.7969,4.53429,0.611726,0.410822,10.6418,12.09,1.27906,1.21852,367.839,31.9087,0,0.385302,0.948866,
68,768.319,1346.07,1805.24,0.570786,39.1496,117.909,16.5419,41.2243,27.8392,4.40213,119.063,829.154,137.573,0,4.57068,8.64721,71.6699,529.684,27.1528,103.615,55.8418,4.99374,533.363,637.466,305.566,0,4.0535,26.313,4.53429,0.611726,0.410822,7.07002,12.09,2.66024,1.24106,645.135,23.7066,0,0.385302,0.948866,
69,768.319,1059.77,1185.27,0.724984,29.0372,45.4283,11.4307,31.832,34.0459,3.69589,45.9725,724.546,119.474,0,4.09703,10.215,47.5678,259.74,17.6315,23.8056,70.3989,3.36129,259.928,384.923,291.88,0,3.08294,34.855,4.53429,0.611726,0.410822,8.52878,12.09,2.66024,1.24106,645.135,31.9087,0,0.385302,0.948866,
70,768.319,1360.36,1916.95,0.564792,29.5831,170.593,12.8816,41.262,27.6823,3.79382,171.751,783.909,105.955,0,4.40077,8.54706,54.5714,609.418,22.3871,143.254,56.9792,3.89314,612.658,514.754,259.827,0,3.42105,25.5761,4.53429,0.523332,0.410822,7.08842,12.09,1.06845,1.21616,645.135,33.4483,0,0.363185,0.948866,
