Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.side_view_swing_arm_angle_l.avg,Heave.rear.p_rod_length_l.avg,Heave.rear.coil_over_length_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.toe_angle_l.avg,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.p_rod_length_l.std_dev,Heave.rear.coil_over_length_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.toe_angle_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.best,Heave.rear.p_rod_length_l.best,Heave.rear.coil_over_length_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.toe_angle_l.best,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,
41,1366.7,2249.56,2266.52,0.607542,118.989,0,326.456,1438.73,97.3173,2.74035,130.768,118.152,16.4085,208.235,0,854.849,711.695,237.008,2.64262,356.971,206.868,22.2947,4.03098,0,12.2278,1202.39,1.19166,0.0509484,13.8137,1.87141,2.69802,
42,1366.7,2518.98,3180.58,0.542561,123.896,0,473.019,1358.52,105.821,2.38589,319.436,122.408,13.4956,243.8,0,1139.98,498.036,205.634,2.29911,1250.83,242.807,15.1069,2.54341,0,12.2278,1202.39,1.19166,0.0509484,13.8137,1.14551,2.68179,
43,1366.7,2602.45,3262.3,0.525159,116.274,0,517.006,1451.5,107.183,2.90884,276.44,115.357,15.7836,261.799,0,1281.93,754.718,256.041,3.11377,1330.08,259.951,23.2641,2.54341,0,12.2278,1202.39,1.19166,0.0509484,13.8137,1.14551,2.68179,
44,1366.7,2147.87,2015.87,0.636307,106.931,0,287.019,1421.67,93.4472,2.20432,116.373,105.93,14.2905,247.591,0,746.718,694.003,227.206,2.23681,317.335,245.449,21.219,1.41221,0,12.2278,1202.76,1.19166,0.0509484,13.8137,1.14551,2.68179,
45,1366.7,2003.23,1773.5,0.68225,111.438,0,267.21,1296.54,99.9259,2.17521,105.064,110.358,10.5153,292.054,0,717.957,356.306,252.109,2.24315,191.237,289.84,11.4441,2.54341,0,12.2278,1202.76,1.19166,0.00666936,13.8137,1.14551,2.68179,
46,1366.7,2147.4,1977.65,0.636444,87.5418,0,314.863,1434.57,83.3593,2.20543,123.011,86.588,15.2634,178.5,0,753.297,698.909,189.631,2.3541,328.025,178.087,21.8004,0.783104,0,4.96202,1204.08,1.19166,0.00666936,13.8137,0.42155,2.68179,
47,1366.7,2353.53,2472.66,0.580703,116.873,0,452.649,1435.15,107.388,2.09854,110.331,114.909,14.1337,261.831,0,1183.76,735.366,250.571,2.32834,196.654,256.348,21.6706,2.54341,0,12.2278,1203.53,1.19166,0.00666936,13.8137,1.14551,2.68179,
48,1366.7,2121.94,2170.58,0.644082,99.8372,0,381.759,1336.26,105.921,2.20869,89.8216,96.0864,10.0487,216.274,0,1118.61,407.335,259.769,2.53812,138.967,205.314,10.9563,2.35344,0,12.2278,1203.53,1.19166,0.00666936,13.8137,1.14551,2.68179,
49,1366.7,2305.27,2935.18,0.592861,80.7604,0,365.134,1446.17,85.4371,1.78488,231.725,79.8132,14.4403,150.845,0,1006.98,773.623,195.393,1.60486,1432.32,149.662,23.7317,2.35344,0,12.2278,1204.08,1.19166,0.00666936,13.8137,1.14551,2.68179,
50,1366.7,2227.63,2173.46,0.613522,109.585,0,396.952,1391.13,100.755,2.06597,106.437,108.067,12.6427,249.699,0,1115.76,535.121,231.555,2.15854,220.102,247.179,17.7436,2.35344,0,18.1266,1204.08,0.761918,0.00666936,13.8137,1.14551,2.68179,
51,1366.7,2283.67,2663.66,0.598468,107.601,0,468.929,1372.3,110.032,2.1851,105.655,105.752,11.2134,281.143,0,1372.8,481.709,283.934,2.34098,163.644,278.428,13.9999,2.35344,0,18.1266,1204.83,0.761918,0.00666936,13.8137,1.14551,2.68179,
52,1366.7,2640.04,3528.92,0.517682,98.6453,0,511.893,1535.68,132.925,2.2146,245.892,96.7341,16.0601,228.712,0,1269.24,954.56,362.719,2.50113,1500.89,223.137,27.6005,2.35344,0,18.1266,1204.18,0.761918,0.00666936,13.8137,1.14551,2.68179,
53,1339.62,2061.25,2160.19,0.649906,86.3263,0,293.983,1398.48,97.9425,1.97465,85.5185,84.6899,12.3342,232.087,0,905.415,718.067,307.966,2.03764,208.556,228.359,20.9503,2.35344,0,7.44987,1204.18,0.761918,0.00666936,13.8137,1.14551,2.68179,
54,1339.62,2449.28,2830.87,0.546944,123.075,0,559.369,1414.68,127.306,2.40162,88.1722,121.32,12.9456,272.203,0,1488.15,618.98,298.222,2.54112,127.859,276.946,18.3386,2.35344,0,7.44987,1204.18,0.761918,0.00666936,13.8137,1.14551,2.68179,
55,1339.62,2365.22,2483.03,0.566381,120.595,0,479.16,1438.43,83.28,2.42376,107.502,119.322,14.5029,276.725,0,1259.81,640.238,187.48,2.59902,175.288,274.699,20.9058,1.45078,0,7.44987,1204.18,2.14867,0.00666936,13.8137,0.612504,2.68998,
56,1339.62,2276.88,2585.89,0.588357,72.95,0,435.594,1512.04,77.2006,2.20708,91.5217,69.6179,15.749,189.611,0,1220.65,939.617,218.555,2.40153,163.74,186.831,28.4012,1.45078,0,7.44987,1204.18,2.06034,0.00666936,13.8137,0.612504,2.68998,
57,1339.62,2692,4102.02,0.497629,92.6393,0,512.289,1409.72,114.725,1.98727,456.144,92.3532,12.1425,247.451,0,1402.75,692.74,295.573,1.69827,2592.27,243.391,18.7412,1.45078,0,7.44987,1204.18,1.13191,0.00666936,13.8137,0.612504,2.68998,
58,1339.62,1964.7,1817.11,0.681844,70.205,0,246.936,1405.7,79.7299,2.23874,78.6924,68.8123,12.3855,177.323,0,733.844,736.255,230.117,2.19633,397.231,175.887,21.8477,1.45078,0,7.44987,1203.68,1.13191,0.00666936,13.8137,0.612504,2.68998,
59,1321.86,2942.97,5705.38,0.449157,126.823,0,495.758,1446.45,119.52,2.13578,613.878,125.002,13.3992,333.778,0,1397.02,733.515,320.969,2.05389,3960.4,330.119,21.1105,1.45078,0,7.44987,1204.18,1.13191,0.00666936,13.8137,0.612504,2.68998,
60,1321.86,3048.15,9077.67,0.433658,124.386,0,336.037,1446.72,91.2267,2.08872,910.875,122.447,14.3656,292.86,0,951.816,697.908,260.909,1.70585,8157.83,289.831,22.3143,1.45078,0,7.44987,1204.18,1.13191,0.00666936,13.8137,0.612504,2.68998,
61,1319.61,2530.13,3982.15,0.521558,103.594,0,450.688,1402.09,121.66,2.29795,335.879,101.368,12.5497,271.933,0,1200.7,612.572,304.029,2.28635,2325.38,269.623,18.7724,1.45078,0,7.44987,1204.18,1.13191,0.0509484,13.8137,0.612504,2.68998,
62,1319.61,3554.62,12498.3,0.371237,96.1887,0,435.48,1390.95,123.488,2.57136,1401.34,93.5033,11.0978,241.014,0,1241.84,603.478,339.958,2.65477,11285.6,235.004,15.1087,1.45078,0,7.44987,1204.18,1.13191,0.0509484,13.8137,0.612504,2.68998,
63,1319.61,2258.41,2926.26,0.584307,93.9456,0,351.012,1376.39,100.236,2.2147,228.681,94.0457,11.8883,275.45,0,1038.13,581.324,277.83,2.03896,1678.75,274.102,17.5041,1.24118,0,7.44987,1205.05,1.13191,0.0509484,13.8137,0.612504,2.68998,
64,1319.61,2465.43,3236.43,0.535244,116.828,0,551.08,1454.5,118.141,2.45663,95.0578,113.891,13.4772,312.985,0,1579.78,879.533,332.609,2.26556,162.827,305.986,22.6517,1.45078,0,4.12304,1205.05,1.13191,0.0509484,13.8137,0.612504,2.68998,
65,1319.61,2402.71,2667.73,0.549216,117.92,0,427.841,1499.29,146.197,2.2887,79.2891,115.353,14.5353,289.848,0,1152.02,845.496,393.291,2.30859,118.44,283.571,22.8538,1.45078,0,4.12304,1205.05,1.13191,0.0509484,13.8137,0.612504,2.68998,
66,1319.61,2277.89,2889.07,0.579311,104.412,0,351.995,1412.22,109.975,2.36244,182.673,102.057,12.1951,317.637,0,1028.62,829.478,360.82,2.31446,846.277,311.186,21.59,1.45078,0,4.12304,1205.05,1.13191,0.0509484,13.8137,0.612504,1.9538,
67,1319.61,2682.58,3896.97,0.491917,119.707,0,502.248,1463.94,135.371,2.34919,327.359,117.684,13.9212,302.959,0,1366.64,762.333,352.439,2.18071,1552.93,298.711,22.6053,1.45078,0,4.12304,1205.05,1.13191,0.0509484,13.8137,0.612504,2.68998,
68,1319.61,2696.49,7182.29,0.489379,75.0047,0,344.029,1423.75,68.2925,2.21766,696.338,73.5786,13.2824,217.747,0,1119.47,761.584,204.787,1.86953,6185.17,215.285,22.8471,1.45078,0,4.12304,1205.05,1.13191,0.0509484,14.8189,0.507221,2.75091,
69,1319.61,1977.41,2140.96,0.667339,77.8577,0,284.326,1360.71,81.5237,2.38882,81.9802,76.9484,11.6832,238.226,0,910.948,597.586,268.831,2.29826,548.54,236.803,18.1729,1.45078,0,4.12304,1205.05,1.13191,0.150836,14.8189,0.507221,3.26426,
70,1319.61,2409.97,2705.02,0.547561,115.089,0,465.455,1492.93,127.139,2.67259,80.3327,111.796,14.5556,293.955,0,1256.78,889.491,329.548,2.76489,97.0689,284.689,24.3985,1.45078,0,4.12304,1204.96,1.13191,0.150836,16.3625,0.507221,3.26426,
71,1319.61,2531.67,3309.6,0.52124,102.613,0,440.794,1495.19,123.389,2.38643,250.328,101.482,15.4852,293.73,0,1256.04,851.758,340.052,2.41356,1081.64,291.838,25.6367,1.45078,0,4.12304,1204.96,1.13191,0.150836,16.3625,0.507221,3.26426,
72,1319.61,3200.79,9060.06,0.412275,91.9016,0,601.727,1401.26,109.584,2.16505,891.914,90.0781,12.1597,239.807,0,1636.42,619.797,286.168,1.92733,8000.47,237.131,18.1309,1.69028,0,4.12304,1204.96,1.13191,0.150836,16.3625,0.507221,3.26426,
73,1319.61,2460.95,3522.21,0.536219,104.748,0,496.553,1409.46,86.9069,2.13374,244.295,103.53,13.3262,267.716,0,1481.91,572.794,225.473,1.49415,1636.15,266.509,18.8972,1.69028,0,4.12304,1204.96,1.13191,0.276087,16.3625,0.507221,2.79907,
74,1319.61,2524.94,3073.36,0.522629,93.4617,0,641.516,1463.34,135.279,2.45171,84.1415,90.4556,14.2974,220.788,0,1666.01,870.962,448.2,2.34485,219.38,213.139,20.7781,1.69028,0,4.12304,1204.96,1.13191,0.449333,16.3625,0.507221,2.80563,
75,1316.63,2379.04,3494.92,0.55343,78.447,0,366.2,1367.08,84.0466,2.2446,391.705,77.0118,12.3064,223.096,0,1125.49,623.559,239.953,1.70026,1981.26,221.706,18.2216,1.69028,0,4.12304,1204.28,1.13191,0.392326,18.3941,0.507221,3.26426,
76,1284.23,2394.45,3623.36,0.536337,74.4463,0,425.537,1415.68,58.2287,2.08954,330.848,73.5811,14.0358,209.397,0,1319.88,674.532,193.144,1.58436,1683.06,209.216,22.1614,1.69028,0,4.12304,1204.96,1.13191,0.218715,18.3941,0.507221,3.23639,
77,1284.23,2560.38,4950.39,0.50158,74.1853,0,327.664,1321.83,57.3842,2.02801,693.335,72.7797,11.1738,195.559,0,1086.6,424.251,143.634,1.06591,3609.04,194.783,14.1578,1.69028,0,4.12304,1204.96,1.13191,0.78127,18.3941,0.507221,2.96328,
78,1279.92,2137.67,2281.65,0.598745,84.4364,0,378.292,1413.37,68.1291,2.3525,93.99,82.8785,14.2181,235.658,0,1154.69,691.129,193.585,2.22274,184.524,234.358,22.324,1.69028,0,4.12304,1204.96,1.13191,0.345574,18.3941,0.507221,2.96328,
79,1279.92,2716.39,5297.11,0.471184,94.8576,0,392.461,1461.92,103.421,2.17783,555.472,91.8143,14.2595,283.436,0,1140.04,797.135,310.017,1.77801,3791.41,276.248,22.3476,1.69028,0,4.12304,1204.02,1.13191,0.41251,19.085,0.507221,2.96328,
80,1279.92,2237.49,2613.83,0.572033,102.721,0,341.79,1462.2,100.14,2.14257,112.375,101.041,15.0845,294.657,0,1039.32,811.154,279.354,1.90282,447.511,292.324,24.5132,1.69028,0,4.12304,1204.02,1.13191,0.283985,16.9267,0.507221,2.96328,
81,1279.92,2263.95,2642.03,0.565349,85.6494,0,474.262,1455.09,86.0713,2.24043,61.3994,84.2291,14.9995,258.119,0,1363.82,857.976,271.337,1.9983,118.784,255.951,25.1696,1.69028,0,3.41693,1204.02,1.13191,0.78127,6.26514,0.507221,2.96328,
82,1279.92,2443.38,3056.15,0.523831,75.1989,0,546.679,1540.07,104.994,2.55577,84.1683,73.2537,16.4611,209.294,0,1548.62,1003.14,324.785,2.58751,156.68,205.667,28.632,1.69028,0,3.41693,1204.02,1.13191,0.769624,16.9267,0.507221,2.96328,
83,1279.92,2345.75,2844.52,0.545633,112.32,0,308.578,1419.86,104.903,2.26788,273.874,110.441,13.5058,287.304,0,871.83,671.227,290.999,2.26181,1266.78,286.055,19.5181,1.69028,0,3.41693,1204.02,1.71257,0.211844,16.9267,0.507221,2.96328,
84,1279.92,2027.9,2646.6,0.631156,80.5225,0,267.062,1328.06,62.1933,2.12183,197.055,79.6048,11.2805,240.225,0,878.504,534.715,183.359,1.82537,1189.05,240.199,16.4901,1.69028,0,3.41693,1204.02,1.71257,0.44178,16.9267,0.507221,2.96328,
85,1279.92,1947.13,2912.31,0.657337,54.7514,0,175.073,1288.28,57.1329,1.98387,306.905,53.1696,9.83237,202.216,0,689.075,452.412,169.277,1.27615,1725.24,200.899,12.9862,1.69028,0,3.41693,1204.02,1.71257,0.829664,16.9267,0.507221,1.67884,
86,1279.92,2278.1,4010.91,0.561835,77.6521,0,241.147,1454.98,76.4252,1.99847,334.797,76.3503,14.7569,247.982,0,890.771,877.48,281.394,1.29859,2621.72,245.77,26.4056,1.69028,0,3.41693,1204.02,1.71257,0.829664,15.0371,0.507221,2.96328,
87,1279.92,2114.18,2470.61,0.605397,90.7432,0,393.596,1334.61,101.18,2.10694,92.1614,89.0683,10.7125,264.22,0,1251.44,418.874,268.341,1.55302,301.077,261.791,12.7124,1.69028,0,3.22691,1204.02,1.71257,0.829664,16.9267,0.507221,3.47945,
88,1279.92,2058.86,2481.68,0.621664,84.3726,0,335.95,1350.51,79.748,2.19371,111.707,82.3482,12.0281,282.672,0,1075.97,565.601,256.577,1.92498,450.912,281.999,17.4884,1.69028,0,3.22691,1204.02,1.61926,0.829664,14.7151,0.507221,3.47945,
89,1279.92,2610.9,4240.5,0.490222,79.7925,0,565.513,1439.26,84.9522,2.32149,347.368,77.806,13.8829,232.844,0,1593.18,742.836,249.861,2.47409,2589.08,232.168,22.7508,1.69028,0,3.22691,1206.33,1.58491,0.12907,17.1364,0.507221,3.47945,
