Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,
21,0.126072,1.61657,3.65874,0.0779874,0.362335,1.25424,0.711432,3.11269,0.0874876,0.0219572,
22,0.126072,1.71303,3.30537,0.0735962,0.524111,1.18892,0.998662,2.69369,0.0908213,0.0219572,
23,0.126072,1.83076,4.10043,0.0688635,0.466181,1.36458,0.974576,3.20985,0.0908213,0.0219572,
24,0.108517,2.37991,4.06269,0.0455973,0.812084,1.56782,1.62072,2.99901,0.0900913,0.0184261,
25,0.105441,1.94574,3.81554,0.0541907,0.477602,1.46813,0.982333,3.27523,0.0900913,0.0130716,
26,0.105441,1.59022,3.71319,0.0663058,0.536207,1.05401,1.23868,2.88034,0.0875044,0.012712,
27,0.105215,2.7225,4.49624,0.0386464,0.548777,2.17372,0.856291,3.75094,0.0875044,0.0116562,
28,0.100719,1.95408,3.95254,0.0515432,0.663498,1.29058,1.28855,3.35939,0.0875044,0.00805168,
29,0.0991182,2.72911,5.00532,0.0363188,0.864757,1.86435,1.61082,3.62191,0.0875044,0.00751936,
30,0.0963534,2.13509,4.92542,0.0451284,0.621254,1.51384,1.53377,3.90986,0.0875044,0.00680056,
31,0.0963534,3.35748,5.94143,0.0286982,1.11758,2.23989,2.0679,4.19722,0.0875044,0.00680056,
32,0.0963534,3.04344,5.16336,0.0316594,0.692657,2.35078,1.3617,4.35176,0.0875044,0.00680056,
33,0.0963534,1.77372,4.23712,0.0543226,0.51043,1.26329,1.08996,3.48594,0.0875044,0.00680056,
34,0.0963534,3.17081,4.72421,0.0303876,0.988001,2.18281,1.73178,3.70879,0.089049,0.00680056,
35,0.0963534,2.93389,4.98235,0.0328415,0.798948,2.13494,1.33108,3.82661,0.089049,0.00680056,
36,0.0963534,3.20521,5.1686,0.0300615,0.582964,2.62224,1.04145,4.24899,0.089049,0.00680056,
37,0.0963534,3.18594,5.25222,0.0302433,0.962601,2.22334,1.66312,4.19028,0.089049,0.00680056,
38,0.0963534,1.93738,3.61586,0.049734,0.788522,1.14885,1.41071,2.58139,0.089049,0.00680056,
39,0.0951851,2.54406,4.51192,0.0374146,0.622582,1.92148,1.05744,3.74213,0.0885436,0.00664144,
40,0.0951851,3.06268,5.12255,0.031079,0.885737,2.17694,1.4618,3.99495,0.0885436,0.00664144,
41,0.0951851,3.16771,5.15136,0.0300485,0.752306,2.41541,1.27507,4.08628,0.0883451,0.00664144,
42,0.0951851,2.7737,5.142,0.034317,0.681201,2.0925,1.31993,4.21966,0.0883451,0.00664144,
43,0.0951851,2.46321,4.68542,0.0386427,0.742875,1.72033,1.31057,3.70026,0.0883451,0.00664115,
44,0.0951081,2.79683,5.00502,0.0340057,0.86693,1.9299,1.61192,3.79519,0.0882448,0.00664115,
45,0.0949176,3.02042,4.82858,0.0314253,0.769889,2.25053,1.29152,3.95829,0.0882448,0.00660397,
46,0.0947632,3.3398,5.37993,0.0283739,0.972724,2.36707,1.69413,4.21227,0.0881509,0.00648597,
47,0.0947632,3.4695,5.04742,0.0273132,0.884957,2.58454,1.33995,3.81223,0.0881509,0.00648597,
48,0.0944936,2.74577,4.696,0.0344143,0.851282,1.89448,1.64848,3.81874,0.0879184,0.00648597,
49,0.0944936,2.30391,4.28292,0.0410145,0.446325,1.85758,0.984866,3.85557,0.0879184,0.00648597,
50,0.0944936,2.96968,5.09869,0.0318195,0.904713,2.06496,1.57787,4.00163,0.0879184,0.00648597,
51,0.0944936,2.55038,4.79844,0.0370508,0.665691,1.88469,1.25343,3.84579,0.0879184,0.00645809,
52,0.0944936,3.08525,4.47647,0.0306275,0.887946,2.1973,1.43274,3.42168,0.0879184,0.00645809,
53,0.0944936,3.17548,5.14291,0.0297573,0.817631,2.35785,1.2297,4.01172,0.0879184,0.00645809,
54,0.0944936,2.05814,3.92705,0.0459121,0.612856,1.44529,1.13174,3.12443,0.0879184,0.00638552,
55,0.0944936,2.22323,4.42798,0.0425028,0.562712,1.66052,1.20187,3.54068,0.0879184,0.00638552,
56,0.0944936,3.55432,5.42454,0.0265855,0.647428,2.90689,0.96711,4.29324,0.0879184,0.00638552,
57,0.0944936,3.73669,5.93512,0.025288,0.984882,2.75181,1.70959,4.55157,0.0879184,0.00638552,
58,0.0944936,3.31822,5.524,0.0284772,0.826793,2.49143,1.58974,4.55187,0.0879184,0.00638552,
59,0.0944936,3.20229,5.89091,0.0295081,0.749192,2.4531,1.48191,4.68524,0.0879184,0.00638552,
60,0.0944936,3.76524,5.76855,0.0250963,0.848733,2.9165,1.54254,4.6728,0.0879184,0.00638552,
61,0.0944936,2.67602,4.49458,0.0353112,0.685743,1.99028,1.40011,4.04357,0.0879184,0.00638552,
62,0.0944936,2.74072,4.74359,0.0344777,0.623969,2.11675,1.09876,3.93004,0.0879184,0.00638552,
63,0.0944936,2.83158,4.74146,0.0333713,0.724921,2.10666,1.10265,3.98719,0.0879184,0.00638552,
64,0.0944936,3.55054,5.50082,0.0266139,0.767912,2.78263,1.2581,4.47541,0.0879184,0.00641061,
65,0.0944881,2.94833,4.70042,0.032048,0.705279,2.24305,1.39556,4.01528,0.0553413,0.00641061,
66,0.0944881,3.46126,5.41624,0.0272988,0.905163,2.55609,1.52391,4.37867,0.0879184,0.00641061,
67,0.0944881,3.17066,4.83242,0.0298007,1.04602,2.12464,1.88681,3.72707,0.0879184,0.00641061,
68,0.0943594,2.64079,4.58526,0.0357315,0.644863,1.99593,1.15314,3.78254,0.0878932,0.00641061,
69,0.0943594,3.67089,5.50573,0.0257048,0.826201,2.84469,1.29718,4.46198,0.0878932,0.00641061,
70,0.094157,2.53122,4.42909,0.0371982,0.679203,1.85202,1.31451,3.58983,0.0877991,0.00635746,
71,0.094157,2.82695,4.5449,0.033307,0.954919,1.87203,1.63939,3.52734,0.0877991,0.00635746,
72,0.0939741,3.06845,4.88839,0.030626,0.917823,2.15062,1.35331,3.78389,0.0876787,0.00629535,
73,0.0939741,2.95655,4.73831,0.031785,0.609234,2.34732,1.01508,4.07105,0.0876787,0.00629535,
74,0.0939741,2.69601,4.77322,0.0348567,0.73761,1.9584,1.41097,3.87794,0.0876787,0.00629535,
75,0.0939625,3.92005,5.75238,0.0239697,1.08181,2.83824,1.68456,4.47535,0.0876768,0.00628577,
76,0.0939625,3.4004,5.33814,0.0276328,0.886458,2.51394,1.51813,4.30635,0.0876768,0.00628577,
77,0.0939097,3.08973,5.26977,0.0303942,0.855939,2.23379,1.38192,4.17126,0.0876089,0.00628164,
78,0.0939097,3.54385,5.54376,0.0264994,0.902678,2.64117,1.48044,4.40375,0.0876089,0.00628164,
79,0.0939097,2.68233,5.26853,0.0350104,0.785069,1.89726,1.46811,4.16674,0.0876089,0.00627479,
80,0.0939097,3.188,5.46774,0.0294572,0.688266,2.49973,1.16204,4.39393,0.0876089,0.00627479,
81,0.0939097,3.10713,4.79812,0.0302239,0.957583,2.14955,1.624,3.78891,0.0876089,0.00627479,
82,0.0939097,3.56255,5.26129,0.0263603,1.07422,2.48833,2.02902,4.30057,0.0876089,0.00627479,
83,0.0938386,2.45421,4.07338,0.0382357,0.706425,1.74779,1.22245,3.57487,0.0875758,0.00626278,
84,0.0937317,2.41037,4.27537,0.0388869,0.747438,1.66293,1.37475,3.24,0.087476,0.00625569,
85,0.0835998,2.68307,4.56091,0.0311583,0.575581,2.10749,1.05658,3.746,0.065776,0.00625569,
86,0.0835998,2.92293,4.69344,0.0286014,0.795265,2.12767,1.42676,3.85036,0.065776,0.00625569,
87,0.0835998,3.15541,4.74542,0.0264942,0.710409,2.445,1.13546,3.85854,0.065776,0.00624249,
88,0.0835998,3.15803,4.95424,0.0264722,0.880426,2.2776,1.25695,4.20284,0.065776,0.00624249,
89,0.0835998,2.07853,4.03853,0.0402206,0.766078,1.31246,1.68468,3.41545,0.065776,0.00623363,
90,0.0835998,3.05811,4.97108,0.0273371,0.908222,2.14988,1.63097,3.6098,0.065776,0.00623311,
91,0.0835998,3.43326,5.43332,0.02435,0.839782,2.59348,1.47091,4.35452,0.065776,0.00623311,
92,0.0835998,2.88268,4.48033,0.0290008,0.818093,2.06458,1.41589,3.71581,0.065776,0.00623311,
93,0.0835998,2.661,5.18122,0.0314167,0.892641,1.76836,1.78542,3.94645,0.065776,0.00623311,
94,0.0835998,2.45359,4.9047,0.0340724,0.639286,1.81431,1.28151,3.88163,0.065776,0.00623311,
95,0.0835998,2.89848,4.32957,0.0288426,0.767656,2.13083,1.3446,3.40671,0.065776,0.00623311,
96,0.0835998,2.48903,4.42483,0.0335874,0.817538,1.67149,1.52008,3.41462,0.065776,0.00623311,
97,0.0835998,3.491,5.14922,0.0239472,1.08247,2.40852,1.73359,3.94976,0.065776,0.00623311,
98,0.0835998,3.13029,4.83519,0.0267067,0.82716,2.30313,1.31009,3.82784,0.065776,0.00623311,
99,0.0835998,3.33907,5.47013,0.0250369,0.788394,2.55068,1.475,4.49576,0.065776,0.00623311,
100,0.0835998,1.77949,3.66075,0.0469797,0.43836,1.34113,0.77169,3.43845,0.065776,0.00623275,
101,0.0835998,2.71025,5.222,0.0308458,0.706664,2.00358,1.35,3.96714,0.065776,0.00623184,
102,0.0835998,3.70243,5.85088,0.0225797,0.949769,2.75266,1.60821,4.36312,0.065776,0.00623184,
103,0.0835998,3.83141,5.10762,0.0218196,1.12208,2.70933,1.69001,4.15329,0.065776,0.00623184,
104,0.0835998,2.51101,4.55365,0.0332934,0.614248,1.89676,1.24385,3.91875,0.065776,0.00622825,
105,0.0835998,2.31436,3.76636,0.0361222,0.731069,1.58329,1.35949,2.82496,0.065776,0.00622825,
106,0.0835998,2.21395,4.46394,0.0377605,0.660593,1.55336,1.43985,3.57439,0.065776,0.00622825,
107,0.0835998,2.30809,3.92297,0.0362204,0.644274,1.66382,1.08498,3.04938,0.065776,0.00622825,
108,0.0835998,3.40169,5.18942,0.024576,0.893725,2.50796,1.45451,4.02058,0.065776,0.00622825,
109,0.0835998,3.33152,5.22759,0.0250936,0.764025,2.5675,1.16094,4.36088,0.065776,0.00622825,
110,0.0835998,3.07196,4.41276,0.0272138,0.784525,2.28743,1.27874,3.59997,0.065776,0.00622825,
111,0.0835998,1.36397,2.36939,0.0612915,0.42964,0.934331,0.946947,2.10647,0.065776,0.00623062,
112,0.0835998,3.17834,4.92791,0.026303,0.807891,2.37045,1.40495,3.72368,0.065776,0.00623062,
113,0.0835998,2.60505,4.95003,0.0320915,0.623975,1.98107,1.34349,4.04073,0.065776,0.00623062,
114,0.0835998,2.82619,4.97603,0.0295804,0.716123,2.11006,1.34447,3.97472,0.065776,0.00623062,
115,0.0835998,3.03608,5.17482,0.0275355,0.661727,2.37435,1.24163,4.262,0.065776,0.00623062,
116,0.0835998,2.56951,4.92442,0.0325353,0.724485,1.84502,1.38657,4.0643,0.065776,0.00623062,
117,0.0835998,2.00085,3.90034,0.0417822,0.514479,1.48637,0.839544,3.3184,0.065776,0.00623062,
118,0.0835998,2.98866,5.55109,0.0279723,0.663518,2.32514,1.23381,4.30011,0.065776,0.00623062,
119,0.0835998,3.17672,4.92516,0.0263164,0.888521,2.2882,1.41069,3.89111,0.065776,0.00623062,
120,0.0835998,2.3126,4.03862,0.0361497,0.727235,1.58536,1.30498,3.35742,0.065776,0.00623062,
121,0.0835998,2.67049,4.61296,0.031305,0.91703,1.75346,1.73222,3.24208,0.065776,0.00623062,
122,0.0835998,2.99783,5.11372,0.0278868,0.877125,2.1207,1.49431,3.809,0.065776,0.00623062,
123,0.0835998,3.2669,5.6513,0.0255899,0.697771,2.56913,1.26771,4.50049,0.065776,0.00623062,
124,0.0835998,1.99643,4.50716,0.0418746,0.632641,1.36379,1.36837,3.47813,0.065776,0.00623062,
