Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.p_rod_length_l.avg,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,2in Heave.front.motion_ratio_heave_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.p_rod_length_l.best,
419,685.3,906.268,988.973,0.756178,1.10938,2.7037,50.9815,2.6984,33.5331,8.0232,2.81814,51.691,648.527,8.63992,95.5425,0,1.17218,3.228,277.712,17.885,20.0575,1.23174,8.15937,280.218,357.059,25.1732,252.048,0,0.77123,2.13323,0.200557,0.263194,10.9577,0.109525,1.20718,0.477607,592.726,2.9655,23.7623,0,
420,685.3,949.964,959.706,0.721396,1.30026,3.20118,36.2546,4.69601,39.2186,8.397,7.4652,36.5812,700.158,8.24865,104.443,0,1.9471,4.05828,173.009,18.7337,53.1897,1.29481,28.6424,173.313,443.005,20.9703,242.542,0,0.884292,2.13357,0.200557,0.263194,8.21979,2.49194,1.20823,0.477607,592.726,2.95523,28.862,0,
421,685.3,930.632,914.452,0.736381,1.60861,3.48023,27.5991,5.83236,35.9153,8.45001,7.96425,28.0073,728.602,10.9165,72.2563,0,2.93966,5.30531,180.229,25.4734,25.1403,1.15522,25.7485,182.434,592.573,30.2382,172.185,0,0.884319,2.13369,0.200676,0.263194,9.39388,5.27118,1.20823,0.477796,592.726,2.95523,24.1358,0,
422,685.3,954.954,1053.01,0.717626,1.44608,3.26077,42.1482,5.07859,31.6701,8.22555,6.07822,42.6193,714.591,9.43189,90.4044,0,2.48755,4.84423,231.903,19.5407,7.16172,0.679338,25.6084,233.183,554.484,26.9739,194.123,0,0.884196,2.13364,0.200676,0.263194,0.462038,4.67206,1.20808,0.477796,592.726,2.95523,24.5397,0,
423,685.3,953.829,1113.42,0.718472,1.21985,3.08228,50.4262,4.19252,31.9018,8.44006,6.41106,50.8808,701.013,12.0562,84.2049,0,2.19507,4.18119,234.981,20.6799,7.79738,2.30491,27.3059,235.193,494.069,33.2498,213.495,0,0.775866,1.46258,0.200676,0.263136,7.0727,7.55808,1.20808,0.477796,592.728,2.95523,22.7459,0,
424,685.3,829.837,745.967,0.825825,1.1628,2.41747,36.7329,3.63256,32.1497,8.39722,5.75512,37.2061,617.423,6.86749,78.0923,0,1.43652,1.71783,209.571,19.2501,6.43728,1.04791,22.7902,211.016,179.205,20.1306,204.689,0,0.778233,1.24821,0.200505,0.263136,0.891951,8.18467,1.20808,0.477394,592.726,2.95445,24.5539,0,
425,685.299,944.969,1066.12,0.725209,1.50398,3.18736,31.959,3.60541,36.5075,8.35581,7.87688,32.2648,705.397,10.2716,104.039,0,2.5665,4.41757,171.045,16.518,43.452,0.862888,29.138,171.237,500.807,30.0964,253.335,0,0.884196,2.13364,0.200404,0.262814,7.32834,8.18467,1.20808,0.477046,592.726,2.93055,24.6993,0,
426,685.299,913.047,970.022,0.750563,1.37673,3.04464,30.5508,2.68317,32.5125,8.49885,7.34549,30.8989,694.218,10.6235,91.2949,0,2.30064,4.15087,166.582,15.9556,11.0117,2.4477,28.5203,167.025,490.747,32.4762,223.716,0,0.883692,2.13353,0.200404,0.262814,6.73899,8.18467,1.20734,0.477046,592.726,2.93055,22.9357,0,
427,685.299,1065.59,1266.29,0.643118,1.73139,3.65437,69.204,2.88059,47.4411,8.24096,7.95824,69.6566,761.81,13.0479,79.9624,0,3.20147,5.17976,268.407,12.6611,153.746,0.687361,26.3183,269.923,601.936,34.938,152.016,0,0.883692,2.13353,0.200404,0.262814,8.49989,4.30152,1.20734,0.477046,592.728,2.93055,23.6885,0,
428,685.299,962.236,963.745,0.712194,1.55928,3.1413,56.6349,4.07526,31.3494,8.34406,6.01407,57.1654,703.433,14.0793,76.4398,0,2.76243,4.26406,246.093,15.2966,17.1663,0.854875,19.1554,247.885,499.612,36.2157,176.102,0,0.668864,2.13353,0.200404,0.262814,8.37255,7.92895,1.20734,0.477046,592.728,2.93055,22.7881,0,
429,685.299,938.77,1038.67,0.729996,1.48413,3.16631,24.3458,3.9851,37.9545,8.15401,7.60409,24.6027,703.002,11.6191,112.853,0,3.22896,4.59821,149.306,16.7301,41.3664,1.26858,29.9404,149.325,527.489,34.5438,297.369,0,0.698744,2.13353,0.200404,0.262814,10.4025,1.11801,1.20734,0.477046,592.728,2.93055,31.6869,0,
430,685.298,863.863,828.849,0.793295,1.06221,2.66978,34.0852,1.45746,32.6629,8.32386,5.70927,34.5551,650.48,8.92754,83.9293,0,1.19156,3.33863,203.77,6.39157,13.8521,0.681705,21.7132,204.862,393.991,26.8257,191.442,0,0.88368,0.422467,0.200404,0.262774,1.15575,8.18467,1.20716,0.477046,414.857,2.93055,43.9452,0,
431,685.298,1013.63,1148.83,0.676083,1.81302,3.34056,68.6963,4.13782,36.7241,8.33963,8.39545,69.0935,723.237,8.8453,81.0077,0,3.42817,4.64998,261.398,17.4173,53.6215,1.37153,30.1885,262.119,542.912,22.4447,150.087,0,0.88315,2.13326,0.200404,0.181038,8.08079,1.341,1.20638,0.477046,439.053,2.93055,22.9117,0,
432,685.298,961.849,1079.62,0.71248,1.3406,3.26014,39.3114,2.54998,31.4852,8.40289,5.29078,39.7656,722.012,7.95366,100.477,0,2.4964,5.1192,210.842,11.0896,6.36537,1.0805,17.7646,209.517,603.874,22.0049,238.241,0,0.749007,2.13326,0.200404,0.262774,9.64844,8.18524,1.20638,0.477046,592.731,2.93055,26.7977,0,
433,685.297,888.053,927.72,0.771685,1.26346,3.0115,31.853,3.85939,31.2568,8.49591,3.00469,32.2616,697.171,6.34411,69.5316,0,2.4075,4.69794,190.191,21.3314,4.39165,2.30294,10.6631,191.324,550.56,17.7282,132.911,0,0.801834,1.08846,0.200404,0.262774,8.59273,8.1855,1.20618,0.477046,592.73,2.94831,30.4696,0,
434,685.297,881.79,962.575,0.777166,1.47586,2.54566,47.6993,2.0636,31.977,8.28439,7.10852,48.2998,631.761,6.8728,93.7029,0,2.73644,2.61476,249.442,10.0493,4.22849,1.01111,27.6577,253.844,302.057,18.6902,236.883,0,0.882342,2.13295,0.200404,0.262774,7.31782,2.66975,1.20517,0.477046,546.157,2.94831,43.9569,0,
435,685.297,958.257,1093.04,0.715149,1.47507,2.93586,60.1813,4.30082,32.532,8.31159,7.14602,60.6916,676.884,8.98724,94.812,0,2.78419,3.50318,268.002,20.7145,12.7237,1.03777,27.3718,267.653,392.314,25.9903,199.746,0,0.619097,2.13295,0.200404,0.262774,5.5755,2.38108,1.20517,0.477046,592.732,2.94846,43.9569,0,
436,685.297,1077.79,1321.72,0.635838,1.46825,3.72231,68.6883,5.20276,34.4724,8.44848,5.90644,69.1378,769.514,10.4127,100.812,0,2.39485,5.49435,272.368,23.6765,34.4354,1.22905,19.7764,273.344,628.253,28.0965,206.857,0,0.759822,2.13295,0.200404,0.262774,7.29056,6.41121,1.20517,0.477046,592.732,2.94846,30.0582,0,
437,685.297,795.313,563.686,0.861669,1.08514,2.42477,21.3344,1.95033,35.6818,8.37042,4.43354,21.6266,621.328,6.58,70.4984,0,1.28346,2.40193,126.614,11.506,38.3006,0.927882,17.6433,126.807,243.924,21.1389,166.853,0,0.882342,0.531271,0.200404,0.262774,8.74419,8.18552,1.20517,0.477046,443.658,2.94846,23.4799,0,
438,685.297,860.096,920.546,0.796768,1.05663,2.58848,42.107,2.36674,32.2188,8.32456,4.91943,42.6876,638.802,6.95073,78.0745,0,0.928531,2.41337,241.441,13.6891,8.2295,0.815661,20.7637,243.379,263.567,21.4907,176.729,0,0.88144,2.13259,0.200805,0.262774,8.57898,8.08635,1.20386,0.477535,592.732,2.92532,43.9549,0,
439,685.297,852.364,698.679,0.803995,1.35025,2.92312,12.6752,4.60022,39.347,8.43988,8.32281,12.9921,656.461,7.71495,97.5377,0,2.17503,3.10854,102.91,17.2626,50.0036,1.51533,29.4736,105.294,279.181,21.8516,226.372,0,0.88144,2.13259,0.200805,0.262456,9.75874,2.82396,1.20386,0.477503,592.734,2.92532,32.7782,0,
440,685.296,1002.77,1118.06,0.683402,1.26281,3.17314,62.9502,3.55627,33.0796,8.34964,5.96328,63.393,707.433,7.56328,106.047,0,1.68657,4.00398,252.163,13.4525,17.1911,0.701295,19.2832,253.202,467.217,18.7273,236.358,0,0.88144,1.95846,0.200805,0.262407,8.65463,7.97947,1.20386,0.477013,592.734,2.92532,31.6684,0,
441,685.296,831.209,831.034,0.824457,1.19037,2.69242,29.6077,2.67229,31.5016,8.2813,3.89075,29.9081,660.022,4.6232,56.8188,0,1.83243,3.2222,170.472,13.7546,4.35304,0.688639,16.668,170.268,388.926,14.7702,102.007,0,0.881088,2.13247,0.200678,0.262407,7.69223,8.18549,1.20332,0.47645,592.73,2.92532,43.9555,0,
442,685.296,876.972,767.172,0.781434,1.2939,2.86225,23.6995,2.24848,51.2296,8.46596,5.96714,23.9927,663.477,9.24937,84.4861,0,1.90248,3.22917,121.945,10.4236,173.097,1.11583,22.4462,121.907,357.893,25.4362,174.697,0,0.881088,2.13247,0.200678,0.262407,10.4133,8.18544,1.20332,0.47645,592.733,2.92532,43.9555,0,
443,685.296,1018.55,1169.57,0.672818,1.28852,3.64392,39.1518,5.10428,33.9932,8.32763,8.71302,39.6016,750.959,11.0836,116.68,0,1.80354,5.59409,207.36,17.7834,24.3314,1.34013,31.9194,208.693,626.669,29.8662,254.086,0,0.881088,2.13247,0.200678,0.26211,8.02864,0.583767,1.20332,0.47645,592.734,2.92532,43.9555,0,
444,685.296,1024.43,1152.49,0.668953,1.67116,3.07982,68.3247,5.75278,34.6354,8.37416,13.2129,68.8667,692.731,10.2053,117.576,0,2.95463,3.44793,256.885,19.3318,25.1284,1.11393,50.4772,258.185,397.084,26.7569,247.664,0,0.868295,1.18279,0.200678,0.26211,8.53754,5.68718,1.20332,0.47645,592.734,2.92532,43.9527,0,
445,685.295,913.558,989.255,0.750138,1.17553,2.84776,58.9346,3.23098,31.6801,8.36143,6.01524,59.5633,671.246,7.04305,63.4608,0,1.63875,3.26515,266.482,16.4243,7.51394,0.945587,30.0329,268.325,377.74,19.1558,123.641,0,0.880406,2.13227,0.200678,0.26211,7.47027,7.9526,1.20241,0.47645,592.734,2.92532,24.4064,0,
446,685.295,846.491,773.31,0.809571,1.19753,2.96586,21.0341,2.59172,37.4104,8.35111,3.54463,21.3157,671.301,4.94059,71.8387,0,1.62465,3.51286,144.464,9.66973,32.6546,1.02779,11.74,144.625,371.034,9.00106,128.985,0,0.641285,2.13227,0.200678,0.26211,8.54501,4.43333,1.20241,0.47645,592.734,2.9387,31.5761,0,
447,685.295,993.69,1118.48,0.689646,1.30674,3.30192,33.5372,2.81339,60.8597,8.3652,6.11773,33.9321,711.765,10.7091,120.982,0,2.21357,4.77181,196.003,10.9244,282.246,0.852125,25.0824,197.113,538.739,27.9116,278.275,0,0.756186,2.13227,0.200766,0.26211,8.54127,7.45492,1.20241,0.47694,592.734,2.9387,43.9527,0,
448,685.295,869.615,801.653,0.788045,1.19592,2.98985,28.3578,2.41991,48.1035,8.26721,3.31409,28.6295,687.314,7.77395,51.2492,0,1.52479,4.24904,150.531,12.3786,162.467,0.930622,11.753,151.287,491.838,22.5344,77.6925,0,0.768932,0.117801,0.200766,0.26211,8.14058,4.58193,1.15102,0.47694,592.734,2.93371,24.6837,0,
449,685.295,890.571,749.264,0.769501,1.35888,3.24118,13.0663,2.84995,47.5151,8.22674,7.28162,13.3156,700.382,12.6808,80.6527,0,2.38974,4.28567,90.1189,13.9689,89.0473,0.639405,31.563,90.0077,463.477,33.1952,180.817,0,0.667753,2.13227,0.200766,0.26211,9.5306,4.80902,1.20241,0.47694,592.737,2.93371,23.5614,0,
450,685.295,864.894,853.44,0.792346,1.3545,2.66549,45.0373,1.55392,31.7664,8.19251,4.05722,45.6457,647.052,7.71834,69.8502,0,2.43555,2.8999,250.252,7.46819,16.0472,0.734363,18.8998,247.403,306.235,23.5653,128.138,0,0.880406,2.13227,0.200766,0.261878,7.83246,1.93502,1.20241,0.47694,592.737,2.93371,23.2992,0,
451,685.295,912.541,997.977,0.750974,1.49298,2.80525,48.1778,4.85792,36.1232,8.33286,7.12929,48.6875,662.121,8.61306,84.2002,0,2.95725,3.12332,239.012,23.8398,44.0659,2.46017,30.5069,239.951,353.022,25.1525,212.381,0,0.880162,2.13216,0.200766,0.261878,5.01708,2.82159,1.20213,0.476976,592.738,2.93371,25.2219,0,
452,685.294,968.568,942.827,0.707533,1.51585,2.89606,62.6155,1.64726,49.4448,8.3383,7.8085,63.3433,656.224,10.7846,103.95,0,2.61708,3.16381,299.493,7.98108,130.317,1.05572,26.8576,299.338,330.783,24.4531,237.724,0,0.880162,0.702951,0.200778,0.237085,4.77176,1.58009,1.20213,0.476976,453.871,2.93835,25.0831,0,
453,685.294,805.152,623.53,0.851136,1.24321,2.61992,16.3286,3.68357,36.9303,8.36823,5.28118,16.6021,638.32,6.89669,68.8777,0,1.80844,2.62907,121.487,16.8676,33.6615,1.02549,21.0637,121.694,265.86,20.0246,154.652,0,0.879219,1.22985,0.200778,0.261878,7.83451,8.18549,1.20093,0.476976,592.738,2.93311,34.0787,0,
454,685.294,828.907,681.794,0.826744,1.28011,2.63787,16.9574,0.952739,50.1855,8.21765,4.89073,17.2247,640.347,7.59871,78.6145,0,2.30651,2.52332,111.074,4.56041,177.571,0.864341,23.8178,111.038,258.114,20.9299,201.834,0,0.737745,2.13182,0.200778,0.261878,8.92725,2.3797,0.633176,0.476813,592.739,2.93835,31.6762,0,
455,685.294,896.325,917.581,0.764559,1.43795,2.7951,43.1609,2.00128,31.7591,8.31869,5.28364,43.5802,667.291,6.67275,84.0244,0,2.75967,3.17976,219.161,13.4502,16.5262,0.634834,20.4122,218.628,373.912,17.2212,186.05,0,0.812097,2.13182,0.200778,0.261878,8.1568,8.18562,1.20093,0.476813,592.738,2.93835,27.4327,0,
456,685.294,859.467,883.477,0.797347,1.26391,2.95944,26.8441,2.02078,32.3569,8.36546,5.08239,27.1187,682.514,6.91762,64.0237,0,1.8722,4.08104,154.92,9.84303,6.92093,1.07036,19.705,153.076,475.996,20.8901,117.708,0,0.879219,2.13182,0.200833,0.261878,8.38346,7.90077,1.20093,0.476813,592.738,2.93835,32.7721,0,
457,685.294,862.401,665.629,0.794635,1.35444,3.13309,11.0706,3.07578,37.0483,8.368,6.06287,11.3214,686.392,12.1548,82.4198,0,1.89438,4.32936,61.3083,12.0455,26.5612,0.764185,19.2927,61.2557,482.941,33.5702,154.782,0,0.879219,1.2599,0.200833,0.261878,11.472,7.79808,1.20093,0.476813,592.737,2.93835,23.6585,0,
458,685.294,859.104,845.521,0.797685,1.32531,2.81122,23.6334,1.43581,33.4709,8.36428,5.4794,23.9056,657.832,8.73755,92.1077,0,1.84709,3.24374,140.387,6.78432,10.6827,0.849726,19.1292,140.438,351.996,26.2782,223.879,0,0.879219,2.13182,0.200833,0.261878,8.37689,8.18562,1.20093,0.476813,592.737,2.93835,33.208,0,
459,685.294,913.287,946.132,0.75036,1.466,3.03167,32.7219,5.45856,33.4236,8.35692,5.87609,33.0149,681.745,10.5069,97.6853,0,2.3874,3.61858,171.949,23.3962,12.0483,1.12354,22.0275,172.093,373.816,30.4499,227.851,0,0.879219,2.13182,0.200833,0.261878,6.39086,7.1152,1.20093,0.476813,592.738,2.93835,43.9714,0,
460,685.294,960.729,1078.33,0.713306,1.19007,3.6028,9.96509,2.95133,54.5033,8.44693,5.31334,10.2225,755.448,9.56956,99.5157,0,1.66397,6.1284,64.6005,13.3113,224.474,1.15488,18.9773,64.5294,697.141,27.5515,228.107,0,0.735839,2.13182,0.200833,0.261989,10.983,8.18574,1.20093,0.476813,592.738,2.93835,43.9642,0,
461,685.294,822.008,620.657,0.833682,1.42565,2.73964,7.77886,3.37223,36.3498,8.39854,8.13678,8.04097,652.488,8.47204,84.8059,0,2.64814,3.89696,50.5781,16.1568,36.1295,0.987944,33.665,50.5793,425.628,24.6694,215.03,0,0.879219,2.13182,0.200643,0.26174,10.7281,8.18574,1.20093,0.476813,592.738,2.93835,23.6699,0,
462,685.294,1063.68,1205.62,0.644267,1.51522,3.5572,69.5495,5.4156,32.5323,8.47027,10.6371,70.1273,746.801,13.7834,101.29,0,2.55188,5.21107,287.867,20.0605,12.8077,1.044,33.5655,276.783,603.671,35.115,222.279,0,0.643878,2.13182,0.200643,0.26174,8.19881,7.50865,1.20093,0.476211,592.738,2.93835,22.8201,0,
463,685.293,914.88,1007.85,0.749053,1.31439,2.68858,57.6996,2.23504,32.9407,8.38295,4.27311,58.3645,644.372,8.23776,94.3709,0,1.9653,2.67698,282.901,9.37346,11.6305,0.845001,16.1866,285,276.478,23.5118,230.983,0,0.879219,2.13182,0.200643,0.26174,8.73651,8.18587,1.20093,0.476211,592.738,2.93835,43.9642,0,
464,685.292,906.701,1030.26,0.755808,1.23975,2.72838,53.5219,2.75639,31.7949,8.29789,4.95866,54.1029,656.012,6.74437,84.5445,0,1.99048,3.08183,265.486,13.1796,5.66236,0.702317,20.0565,267.399,357.421,19.2018,188.573,0,0.879219,2.13182,0.200643,0.26174,7.49595,8.18587,1.20093,0.476211,592.738,2.94115,43.9642,0,
465,685.292,858.598,721.762,0.798153,1.40856,2.75414,38.8894,4.06734,34.9069,8.28505,5.59565,39.2885,646.708,7.40671,69.2876,0,2.17687,2.8013,200.106,18.486,20.6402,0.924779,20.4315,201.23,285.742,16.017,126.621,0,0.879219,1.97923,0.200643,0.26174,8.36113,4.19648,1.20093,0.476211,592.74,2.94115,31.5825,0,
466,685.292,998.051,1194.99,0.68663,1.27721,3.17363,67.2024,3.20948,31.2151,8.43116,5.56354,67.6539,713.952,9.97563,86.3975,0,2.18642,4.34086,269.849,13.7209,7.09974,1.16376,25.7388,271.063,519.04,28.3316,213.67,0,0.879219,2.13182,0.200643,0.26174,7.5869,6.26917,1.20093,0.476529,592.74,2.92354,25.0588,0,
467,685.292,902.132,836.733,0.759636,1.40031,2.75322,44.8689,5.14279,35.3357,8.3873,7.77422,45.4582,638.438,10.208,102.365,0,2.44172,2.52952,228.574,22.7022,22.216,0.963087,30.0964,233.571,217.486,27.6055,233.141,0,0.672095,2.13202,0.200749,0.261594,9.29349,7.87374,1.20143,0.476936,571.42,2.92354,43.9738,0,
468,685.292,940.39,1011.04,0.728732,1.39167,3.01517,46.5849,4.06743,33.1392,8.54238,6.04697,47.0762,686.984,8.29639,95.2452,0,2.41887,4.05692,230.494,17.6069,16.7278,2.62108,25.6286,231.762,457.683,21.7488,224.86,0,0.828417,0.137666,0.200749,0.261594,1.12898,2.41353,1.20143,0.476936,454.634,2.90551,31.7664,0,
469,685.292,944.502,1082.96,0.725559,1.45572,3.08477,43.8428,2.27491,32.1378,8.3212,8.25305,44.1305,701.095,8.62692,91.2799,0,2.69665,4.26049,191.94,11.3266,7.14904,1.15619,36.1754,192.041,503.479,25.3231,222.051,0,0.879673,1.15045,0.200749,0.261594,8.39195,3.40583,1.20143,0.476936,592.74,2.90551,23.6781,0,
470,685.292,843.42,773.079,0.812516,1.14187,2.99953,17.3522,3.04748,32.2985,8.48895,3.59062,17.6265,691.104,8.99781,56.7724,0,1.38657,4.49302,116.322,17.7303,8.43295,2.38564,14.7405,116.521,521.052,27.7926,100.982,0,0.879673,1.45282,0.200395,0.261594,8.85958,8.18589,1.20143,0.475966,592.74,2.90551,23.9318,0,
471,685.292,875.795,879.037,0.78248,1.42875,2.79218,33.4081,4.23184,35.5705,8.30573,5.9372,33.7105,658.18,10.1205,82.11,0,2.64113,3.42179,182.73,21.4073,35.1039,0.587585,24.6156,180.429,389.223,30.4962,197.372,0,0.873015,2.13196,0.200196,0.261542,2.86777,8.18589,1.20107,0.474721,592.74,2.93392,23.6624,0,
472,685.292,900.962,928.453,0.760623,0.994768,3.05184,23.2037,2.39487,36.1336,8.35617,4.95446,23.6363,690.78,9.40345,98.0527,0,0.899291,4.38081,165.746,14.2717,42.1835,0.951086,21.7631,168.197,499.103,27.1176,227.251,0,0.674594,2.13196,0.200196,0.26148,10.522,5.86839,1.20107,0.474721,592.74,2.93392,43.9705,0,
473,685.292,1043.84,1217.1,0.656511,1.61133,3.52726,68.4487,6.8674,31.4599,8.91569,12.0862,69.0584,751.416,10.9253,79.5232,0,3.03685,5.10936,283.014,27.6266,8.3811,3.40964,42.439,284.812,582.639,29.4653,179.706,0,0.878082,1.81718,0.200196,0.26148,7.12986,8.18589,1.20107,0.474721,592.74,2.91727,24.6876,0,
474,685.292,923.008,935.931,0.742455,1.35778,3.00087,36.6193,3.83688,35.6454,8.46037,6.03306,37.0577,673.06,10.2733,107.664,0,2.08395,3.49442,212.825,17.4238,27.6019,1.68511,22.6842,211.35,357.809,29.9119,255.294,0,0.879345,2.13196,0.200196,0.26148,8.60776,7.78152,1.20107,0.474721,592.74,2.91727,43.9705,0,
475,685.292,910.542,1029.45,0.75262,1.23458,3.11232,31.1273,3.23785,31.8947,8.53888,5.19885,31.4349,705.118,8.24977,81.3947,0,1.72662,4.75051,170.214,18.4075,8.16266,2.45449,20.5015,170.261,555.237,26.1628,217.052,0,0.879345,2.13196,0.200196,0.26148,7.11524,6.08859,1.20107,0.474721,592.74,2.91727,33.6182,0,
476,685.292,852.911,859.158,0.803474,1.02581,2.72241,31.428,1.42856,32.2782,8.23209,2.47316,31.8475,656.554,7.4513,77.4699,0,0.976347,3.37114,194.939,9.13552,7.48538,0.805931,9.29168,196.155,392.993,23.4008,176.189,0,0.879345,2.13196,0.200196,0.26148,9.48381,5.62857,1.20107,0.474721,592.74,2.93392,43.9705,0,
477,685.292,917.812,827.993,0.746658,1.54973,3.11453,25.1742,3.12235,58.574,8.63934,8.1078,25.6017,680.629,9.39541,93.904,0,2.78544,3.72815,169.928,17.39,214.453,2.52898,28.2247,171.41,360.743,25.2879,220.802,0,0.729482,2.13196,0.200196,0.26148,12.7362,8.18597,1.20107,0.474721,592.739,2.93392,23.7909,0,
478,685.292,876.184,886.574,0.782133,1.48827,3.03358,18.87,3.48811,32.4978,8.2025,6.96076,19.3311,687.432,7.84052,87.0389,0,2.74311,4.94158,164.839,17.7878,26.6483,1.04466,27.5603,166.675,563.271,22.6845,198.576,0,0.878732,2.1317,0.200196,0.26148,11.2499,0.168224,1.20036,0.474721,592.74,2.93392,43.9886,0,
479,685.292,981.696,1032.02,0.698069,1.57275,3.08073,51.9267,4.45834,50.7999,8.37103,6.77493,52.4368,683.061,11.4866,107.727,0,2.86728,3.62224,248.126,19.2072,129.477,1.3721,25.5796,252.263,385.523,31.3284,231.553,0,0.677282,1.64759,0.200196,0.26148,8.21139,1.8345,1.17628,0.474721,502.843,2.93392,23.728,0,
480,685.292,917.516,899.267,0.746899,1.49151,3.33579,27.0912,5.51716,44.7116,8.54332,4.96333,27.3574,710.998,5.90534,77.6014,0,2.82691,4.75174,158.608,25.2047,82.7908,2.19583,17.9197,156.346,526.793,13.026,146.251,0,0.786333,2.1317,0.200196,0.26148,7.96988,7.35016,1.20036,0.474721,592.74,2.93392,34.9954,0,
481,685.292,867.983,703.093,0.789522,1.78538,2.85939,14.4288,3.92114,35.7476,8.42306,8.82187,14.6809,654.869,10.1624,112.284,0,3.50225,3.59797,76.6405,14.4718,23.3621,0.957862,32.0919,76.4991,382.064,26.4925,261.794,0,0.878732,0.310483,0.200196,0.26148,11.4603,7.94434,0.890752,0.474721,507.92,2.93621,32.3257,0,
482,685.292,985.495,1144.88,0.695378,1.16411,3.49451,43.765,3.2225,32.3588,8.71303,5.49805,44.196,744.052,11.2024,87.8292,0,1.34769,5.34613,220.591,16.3291,12.2539,2.64909,21.4162,221.762,629.474,31.2351,199.961,0,0.878732,2.1317,0.20032,0.26148,8.14934,8.18593,1.20036,0.475613,592.741,2.9374,23.6989,0,
483,685.292,799.263,699.521,0.857405,1.10765,2.41816,33.8858,1.51523,32.2813,8.27379,3.89863,34.4516,618.002,6.734,56.6942,0,1.6492,1.98032,219.924,7.96376,6.17913,0.807007,19.4147,221.966,169.008,22.0863,96.0558,0,0.878732,2.1317,0.20032,0.261463,8.93842,8.18595,1.20036,0.475613,592.741,2.9374,25.7103,0,
484,685.292,836.156,794.503,0.819574,1.16901,2.89035,21.9037,3.51659,33.4548,8.4686,4.11931,22.1921,667.096,7.4598,63.8857,0,1.55716,3.48269,143.713,17.241,11.5208,2.5684,16.9377,143.816,369.414,22.3089,150.489,0,0.82483,2.1317,0.20032,0.261463,8.06443,1.47371,1.20036,0.475613,592.741,2.94579,28.3282,0,
485,685.291,778.622,444.527,0.880133,1.18558,2.4732,7.54226,2.18536,39.2164,8.19876,4.22774,7.8035,617.933,8.78113,79.0757,0,1.81378,1.67575,48.6603,11.2585,47.3084,0.53365,18.4567,48.5912,147.392,26.4667,181.976,0,0.878732,2.1317,0.20032,0.261463,15.6007,4.89237,1.20036,0.475613,592.74,2.95228,23.6765,0,
486,685.291,869.119,923.798,0.788489,1.11866,2.88007,27.1793,3.13573,32.3236,8.32022,4.89462,27.4811,674.991,7.24419,79.551,0,1.19296,3.92633,148.584,13.8248,10.3098,1.0786,19.7245,148.4,451.584,21.9156,175.605,0,0.760587,2.1317,0.20032,0.261463,7.71814,3.61459,1.20036,0.475613,592.741,2.95228,43.9845,0,
487,685.291,896.096,905.772,0.764752,1.34552,3.00936,37.4999,3.84567,32.2448,8.48376,6.10695,37.924,686.431,7.91153,71.2936,0,2.1816,4.0753,211.816,18.481,8.14646,2.43554,22.1637,212.896,465.768,23.8608,137.23,0,0.878732,2.1317,0.20032,0.261423,6.74765,8.07292,1.20036,0.475613,592.741,2.94568,23.721,0,
488,685.291,892.576,886.787,0.767768,1.3269,2.86229,36.0908,3.3146,36.2062,8.44013,4.38724,36.5013,663.729,8.59064,91.127,0,2.34703,3.62689,204.914,13.9735,36.6028,1.40313,15.4564,205.797,409.045,26.3349,220.632,0,0.876372,2.1317,0.200639,0.261473,8.20001,8.18596,1.20036,0.476841,556.017,2.94769,35.6929,0,
489,685.291,905.211,973.633,0.757051,1.08256,3.27044,24.2933,4.51136,31.1528,8.51483,3.85538,24.5499,727.737,7.97182,68.2711,0,1.35021,5.32786,122.603,22.4664,6.00618,2.40716,17.9745,121.577,622.353,23.7698,146.829,0,0.878732,2.1317,0.200639,0.261473,10.2818,8.01455,1.20036,0.476841,592.741,2.95228,23.9019,0,
