Individual,Roll.front.side_view_swing_arm_angle_l,Roll.front.roll_center.y,Roll.front.camber_angle_gain_roll_l,Steering.front.ackerman_angle,Steering.front.tie_rod_angle_front_view_l,Steering.front.tie_rod_angle_top_view_l,2in Heave.front.rocker_p_rod_angle_l,2in Heave.front.rocker_coil_over_angle_l,2in Heave.front.p_rod_length_l,2in Heave.front.coil_over_length_l,2in Heave.front.tie_rod_angle_top_view_l,2in Heave.front.toe_angle_l,2in Heave.front.side_view_swing_arm_angle_l,2in Heave.front.roll_center_gnd.z,2in Heave.front.motion_ratio_heave_l,
11,0.661486,35.1269,5.70669,1.20878,14.8525,2.01476,0.281829,0.396189,0,47.098,1.47962,4.29471,1.49763,31.2549,5.14998,
12,0.838574,35.1515,5.71557,1.77263,14.5949,1.82371,0.644334,0.404272,0,45.9258,1.29097,4.61005,1.52413,31.3161,5.4126,
13,0.679827,35.2155,5.73236,0.849468,15.0267,2.21197,0.362216,0.310395,0,45.6713,1.67242,4.20786,1.44306,31.4507,6.24308,
14,0.604028,35.1833,5.73304,0.943284,14.957,1.95999,0.554262,0.614017,0,46.7865,1.43182,4.19876,1.37408,31.4488,5.33381,
15,1.37358,35.1263,5.70464,0.772807,14.5397,2.21807,0.214537,0.171811,0,46.2598,1.6887,4.84305,1.89049,31.2464,5.1624,
16,1.06869,35.2064,5.72652,0.913199,14.6215,2.1518,0.204817,0.637278,0,45.9024,1.62228,4.59916,1.71447,31.4087,5.47323,
17,0.877605,35.1038,5.71065,1.60881,14.4395,1.80743,0.464818,0.68215,0,46.1707,1.28155,4.8731,1.59882,31.2777,5.36234,
18,1.03849,35.0324,5.69313,1.26824,14.5001,1.86906,0.256562,0.780632,0,46.7305,1.34219,4.79847,1.61996,31.169,5.16775,
19,0.651774,35.1223,5.69181,1.04082,14.7187,2.53782,0.555438,0.294021,0,46.3279,1.99362,4.65661,1.45845,31.1852,5.08,
20,0.635654,35.171,5.71799,0.783125,14.9613,2.16202,0.987379,0.911388,0,45.817,1.63044,4.18834,1.43764,31.3335,5.61258,
21,0.59903,35.3181,5.76646,1.15381,15.7016,1.97192,0.302567,0.898403,0,46.3031,1.43649,3.4005,1.32906,31.7993,5.42901,
22,0.664594,35.1391,5.71468,1.15562,14.8159,1.98185,0.286464,0.7019,0,46.1037,1.44839,4.34981,1.42176,31.3056,6.36709,
23,0.604453,35.1097,5.71805,0.855151,14.909,1.99343,0.194349,1.28786,0,46.2127,1.46592,4.23454,1.3891,31.3202,6.1917,
24,0.711959,34.9531,5.66589,1.70417,14.2582,1.81411,0.521814,0.83895,0,46.1298,1.28028,5.80321,1.46761,31.0774,5.2724,
25,0.802806,35.2706,5.75815,2.32418,15.3462,1.60265,0.230847,0.840311,0,46.2935,1.06704,3.61131,1.48602,31.7011,5.19712,
26,0.658529,35.1624,5.71895,0.981808,14.7565,2.1298,0.517489,0.549132,0,46.8093,1.5949,4.46421,1.47234,31.3411,5.41935,
27,0.612882,35.0426,5.67827,0.731793,14.2564,2.40053,0.422495,0.455483,0,46.8801,1.875,5.49254,1.44037,31.1242,5.20516,
28,0.752127,35.0634,5.69052,2.22528,14.5399,2.10661,0.439915,0.235472,0,46.312,1.57383,4.72143,1.44948,31.166,5.36828,
29,1.22642,35.2361,5.73742,0.80881,14.9923,2.14171,0.629374,0.289512,0,46.4861,1.61016,4.13332,1.7218,31.4959,5.16289,
30,0.647843,35.2327,5.74184,1.58375,15.1273,1.89496,0.141691,1.43961,0,45.7844,1.36403,3.94335,1.41614,31.5346,5.86211,
31,1.04604,35.1988,5.73342,1.40862,14.9888,1.8872,0.307401,1.36806,0,46.1121,1.35411,4.11751,1.64111,31.4535,5.10976,
32,0.934566,35.2687,5.7585,1.77954,15.5519,1.70987,0.273817,0.277182,0,45.522,1.17735,3.45537,1.54981,31.7025,6.80527,
33,0.793263,35.1443,5.71513,2.33771,15.3215,1.8021,0.496386,0.486009,0,46.2377,1.25557,3.73866,1.44904,31.3041,5.6886,
34,0.677077,35.233,5.74459,2.23009,15.2688,1.65992,0.736288,0.838496,0,46.3633,1.11877,3.7934,1.41915,31.5583,5.13886,
35,0.698472,34.9706,5.67683,2.28835,14.2473,1.60964,0.556081,1.182,0,46.0612,1.07591,5.75528,1.41974,31.1036,5.15829,
36,0.713832,35.1555,5.7158,1.31916,14.9757,2.01802,1.12858,1.06638,0,46.0575,1.47641,4.20178,1.48911,31.3153,5.17058,
37,0.592547,35.0879,5.70368,2.71553,14.3168,1.52576,0.950776,0.471268,0,46.6199,0.987859,5.2562,1.40444,31.2365,4.94257,
38,0.631657,35.0463,5.6955,2.14583,14.4011,1.64271,0.555124,1.75889,0,46.2642,1.11019,4.99134,1.45717,31.1844,4.93622,
39,0.573147,35.1188,5.72013,1.87957,14.7058,1.70564,0.473131,1.59113,0,46.7447,1.17181,4.48581,1.36657,31.3387,4.97467,
40,0.901628,35.1372,5.70826,1.62467,14.6306,1.87815,0.748862,0.653256,0,46.0112,1.33971,4.6718,1.55985,31.2685,5.72247,
41,0.597265,35.1971,5.74059,1.90269,15.5621,1.69084,0.881013,0.497561,0,46.7536,1.15112,3.53937,1.40528,31.5096,5.43585,
42,0.812445,35.348,5.76709,3.05083,15.9026,1.58721,0.135579,0.575408,0,46.1971,1.03579,3.1536,1.50013,31.8088,5.0208,
43,0.558254,35.2611,5.74828,1.52175,15.6081,1.88863,0.891789,1.48531,0,46.065,1.35018,3.46115,1.33061,31.595,5.17001,
44,0.77342,35.191,5.73325,1.07634,15.4083,1.95159,1.31489,0.240208,0,45.3596,1.41582,3.69816,1.43008,31.448,6.91746,
45,0.597937,35.1806,5.71925,1.14956,14.7498,2.09619,0.912724,1.10622,0,46.6941,1.56112,4.41229,1.40966,31.3468,5.03713,
46,0.789702,35.1831,5.72846,0.877347,15.0008,2.0933,0.411661,0.763791,0,47.501,1.55956,4.16876,1.47472,31.413,5.00856,
47,0.677813,35.3717,5.77592,0.98549,16.021,1.98774,0.735244,0.276623,0,45.3395,1.46101,3.01149,1.42033,31.9198,7.089,
48,0.733738,35.0719,5.69567,1.27324,14.3902,2.0135,0.492912,0.661462,0,47.3873,1.48195,5.0967,1.40717,31.1917,5.18645,
49,0.571782,35.27,5.75567,1.7295,15.4291,1.77321,0.635245,1.20414,0,46.8103,1.23781,3.61536,1.3448,31.6734,5.0356,
50,1.04288,35.1534,5.71992,1.28344,15.0779,1.94761,0.419732,1.04182,0,46.8433,1.41276,3.98398,1.64396,31.342,5.18071,
51,0.585746,35.1832,5.72422,1.76436,14.7495,1.82503,0.747449,1.04831,0,45.8301,1.291,4.37075,1.39281,31.3821,6.21299,
52,0.759455,35.2286,5.73524,0.744293,15.0819,2.2778,0.8935,0.67192,0,46.6173,1.74202,4.08992,1.54141,31.4778,5.26135,
53,1.00862,35.1709,5.71401,0.763518,15.189,2.28763,0.452382,0.865759,0,46.5419,1.74715,3.95748,1.62802,31.3049,5.49206,
54,0.596291,35.1198,5.71219,0.728622,14.8423,2.19586,0.536005,2.12339,0,46.4329,1.66434,4.35776,1.41967,31.2859,5.1149,
55,0.886032,35.0007,5.68056,1.19769,14.2625,1.86831,0.768044,0.0848809,0,45.2466,1.34539,5.55885,1.5358,31.1204,7.58305,
56,0.681319,35.2176,5.72494,1.22445,14.7744,2.07385,0.772044,0.95528,0,45.7392,1.53045,4.57758,1.43663,31.3972,6.04271,
57,0.715477,35.1728,5.70562,0.743923,14.4626,2.41242,0.755653,0.308398,0,45.4182,1.87975,4.93436,1.50521,31.2646,6.88075,
58,0.691511,35.3139,5.76555,1.39217,15.6374,1.94405,0.239314,0.457218,0,46.8906,1.40613,3.46816,1.474,31.7887,5.6947,
59,0.766626,35.1254,5.71224,1.29415,14.5655,1.89737,0.293636,1.87165,0,45.6218,1.3701,4.6666,1.52919,31.2895,6.16413,
60,1.14842,35.1839,5.72698,1.35729,14.9367,1.91338,1.51322,0.450731,0,46.1168,1.38176,4.13043,1.73112,31.4022,5.18545,
61,0.574227,35.3589,5.77312,0.720642,16.033,2.21317,1.07193,0.87936,0,45.8399,1.68336,3.09595,1.36737,31.8828,5.70122,
62,0.886027,35.133,5.70735,2.67538,14.5938,1.55013,0.402733,1.42403,0,46.4449,1.01213,4.54293,1.60858,31.2614,4.96048,
63,0.796389,35.3393,5.76405,0.748357,15.7706,2.14765,1.44218,0.432153,0,46.3262,1.60789,3.48706,1.52089,31.7802,5.04352,
64,0.593321,35.2,5.72791,2.44123,14.7863,1.64237,1.46139,0.664157,0,46.2851,1.10971,4.23067,1.40144,31.4124,5.2525,
65,0.608915,35.3225,5.76584,2.56804,15.4856,1.62683,0.537416,0.867355,0,46.5119,1.09367,3.38507,1.38848,31.7941,5.2568,
66,1.34157,35.1158,5.71343,1.40269,15.0026,1.82731,1.18208,0.609446,0,46.1747,1.29794,4.02678,1.85987,31.2882,5.38823,
67,1.35762,35.257,5.7377,0.989063,15.187,2.12884,0.472507,0.454701,0,46.2537,1.59367,3.94046,1.91447,31.5053,5.46104,
68,1.25826,35.1524,5.72609,0.686583,14.7494,2.12502,1.13348,0.579424,0,46.389,1.60173,4.5472,1.76134,31.3887,5.16025,
69,0.690219,35.1966,5.73237,1.14039,14.6341,1.98578,0.529147,1.05571,0,47.2124,1.45262,4.69914,1.38465,31.4517,5.10543,
70,0.798406,35.1553,5.70764,2.62893,14.5743,1.86832,0.372181,0.192003,0,45.7982,1.32974,4.62908,1.49315,31.2692,6.45749,
71,0.662994,35.1245,5.7106,1.65328,14.5166,1.92956,1.09271,1.13788,0,46.3973,1.38927,4.91638,1.46168,31.2823,5.01124,
72,0.59536,35.3085,5.75748,2.13348,15.3802,1.80531,0.803369,0.280602,0,47.3795,1.26379,3.61568,1.34795,31.7013,4.91559,
73,0.649193,35.3566,5.76054,0.920957,15.568,2.17166,0.472728,0.940453,0,46.2183,1.63721,3.437,1.4412,31.7427,5.98244,
74,1.35228,35.2259,5.73703,0.780992,14.9971,2.15904,0.624284,0.431305,0,45.6319,1.6275,4.17801,1.80102,31.4904,6.26891,
75,0.820832,35.1366,5.71472,1.04496,14.7028,2.35763,0.488818,1.4269,0,46.4023,1.84106,4.41702,1.51959,31.307,5.1381,
76,0.599138,35.3723,5.76627,0.977127,16.1431,2.16801,0.956383,0.526596,0,45.6749,1.63067,2.98073,1.42578,31.8036,6.29654,
77,1.06496,35.4139,5.77638,1.19865,15.831,2.07578,0.244609,0.602863,0,46.6503,1.52962,3.39557,1.68309,31.9433,4.91606,
78,0.86661,35.263,5.7494,0.82094,16.045,2.12413,1.07062,0.704036,0,47.058,1.58923,3.04523,1.57301,31.602,4.82612,
79,1.08619,35.171,5.71244,0.875974,14.8509,2.17724,1.2538,0.501491,0,46.7348,1.64073,4.34925,1.71487,31.2985,4.98602,
80,0.817394,35.1881,5.73404,1.81748,14.983,1.77422,0.731583,0.972077,0,46.6765,1.23713,4.16092,1.49885,31.4592,5.31038,
81,0.830722,35.2406,5.73867,0.893202,15.5312,2.08387,0.308563,1.45736,0,46.1964,1.5466,3.60866,1.50258,31.5047,5.91849,
82,0.598909,35.1958,5.72114,0.756659,14.7456,2.22527,0.42276,1.73781,0,45.6511,1.69113,4.51795,1.42794,31.3644,6.30829,
83,1.2205,35.2872,5.75052,0.703479,15.2976,2.12476,0.37688,1.6004,0,46.0939,1.60512,3.71473,1.8072,31.6244,5.17121,
84,0.626775,35.1881,5.73159,1.12484,15.1023,1.91333,0.900748,1.74837,0,46.5802,1.38856,3.857,1.47518,31.4349,5.33319,
85,0.615944,35.1316,5.71523,1.1769,14.4492,1.90899,0.496784,2.45725,0,46.3459,1.38786,4.85001,1.387,31.3124,5.18157,
86,0.596856,35.1937,5.72028,1.14196,14.7083,2.50174,0.372758,1.03856,0,46.7225,1.97782,4.46208,1.42251,31.3575,5.20822,
87,0.618246,35.1323,5.71147,0.800959,14.7103,2.24897,1.61511,1.05541,0,45.8532,1.72014,4.60486,1.46958,31.2866,5.61666,
88,0.809315,35.0756,5.69174,1.11046,14.3704,1.98992,0.204298,0.817442,0,45.1557,1.46196,5.15417,1.53016,31.176,7.8968,
89,1.14403,35.3489,5.78253,2.0828,16.3966,1.73177,0.455782,0.413683,0,46.3897,1.19413,2.8158,1.71035,31.9964,4.98224,
90,0.79651,35.204,5.73365,3.17926,14.6996,1.50544,0.414587,1.01055,0,45.7409,0.965734,4.35898,1.49547,31.4619,5.88411,
91,0.879378,35.0345,5.68157,1.06355,14.4793,2.20825,0.417242,1.51356,0,45.947,1.6713,5.00322,1.50937,31.1294,5.9149,
92,1.32182,35.2531,5.74989,1.44744,15.216,1.85948,0.587349,0.652185,0,46.656,1.32635,3.83382,1.85288,31.6164,5.10318,
93,1.25245,35.2497,5.74168,1.14476,15.1851,2.06085,0.307021,0.869794,0,45.7798,1.51606,4.07491,1.79627,31.5361,5.96753,
94,0.705627,35.096,5.70459,0.694992,14.5231,2.09822,1.74204,1.5452,0,46.0581,1.57989,4.68481,1.4464,31.2396,5.37976,
95,0.570761,35.3792,5.78168,1.6445,16.6097,1.89074,0.724028,0.938365,0,46.4369,1.3537,2.63752,1.34939,31.9862,5.20399,
96,0.786054,35.079,5.68769,1.49305,14.365,1.98236,0.901048,0.315887,0,45.4268,1.44477,5.2618,1.49986,31.1618,7.10363,
97,1.29147,35.1254,5.69934,0.768281,14.3516,2.45186,0.146375,0.618558,0,46.6476,1.91672,5.51986,1.79718,31.2238,4.951,
98,0.843576,35.154,5.72541,2.99234,15.0022,1.51476,0.599551,0.592734,0,45.6611,0.975154,3.92021,1.51883,31.3785,6.63099,
99,0.607375,35.3099,5.7496,1.2242,15.6682,2.00724,1.26165,1.35149,0,46.3657,1.47418,3.38876,1.44541,31.6184,5.0409,
100,0.992113,35.1402,5.70632,1.94127,14.4386,1.75385,0.937395,1.05922,0,46.2844,1.21912,4.97686,1.67444,31.2623,5.16991,
101,0.85681,35.1775,5.73265,1.26368,15.125,1.88996,1.78718,0.979863,0,46.6295,1.35625,3.97259,1.50231,31.4431,4.85073,
102,0.772303,35.0644,5.69062,1.6209,14.3993,1.88244,0.566479,1.54552,0,46.2116,1.3476,5.12449,1.4838,31.1687,5.69367,
103,1.15248,35.0238,5.68632,1.15145,14.3991,1.99413,0.26217,1.90504,0,46.2279,1.46505,5.0763,1.70491,31.1422,5.38562,
104,1.30319,35.2548,5.74298,1.28222,15.7111,1.91144,0.626266,1.03417,0,45.8699,1.37674,3.33131,1.79772,31.5397,5.79864,
105,0.864562,35.0619,5.68765,1.2292,14.351,2.05273,1.1159,0.189827,0,46.649,1.51664,5.41275,1.48726,31.1581,5.82687,
106,1.66329,35.1197,5.70621,1.04262,15.0299,2.06823,1.1205,0.734438,0,46.1037,1.53069,4.10725,2.06558,31.2476,5.0786,
107,0.854853,35.2223,5.72967,0.939732,15.2539,2.15891,1.24283,0.947849,0,46.5178,1.6222,3.78954,1.52918,31.4279,5.39618,
108,0.774775,35.2123,5.72496,1.12368,14.9021,2.05085,1.40361,1.22054,0,46.0666,1.51543,4.24502,1.5388,31.3941,5.46415,
109,0.609395,35.1591,5.71724,1.47837,14.837,1.94099,1.88178,1.10114,0,46.3205,1.3992,4.42138,1.44783,31.3281,5.00569,
110,1.00256,35.2352,5.72734,0.911458,14.824,2.08795,0.551106,1.70518,0,45.7361,1.55205,4.45049,1.67828,31.4202,5.76869,
111,1.0915,35.2347,5.74361,0.724051,15.4113,2.08294,0.448254,1.26548,0,46.5085,1.56339,3.48146,1.7261,31.5467,5.8227,
112,0.668126,35.2189,5.72537,0.893327,14.709,2.23525,1.08567,1.15155,0,45.8367,1.69824,4.68066,1.46078,31.4029,5.88714,
113,1.01206,35.3056,5.75073,1.23625,15.672,2.03446,0.247166,1.09025,0,46.8375,1.49069,3.46766,1.61288,31.6278,5.26906,
114,0.741227,35.4213,5.80382,1.52805,17.8242,1.70992,0.842087,0.741406,0,46.0641,1.17601,1.83225,1.43946,32.2882,5.24275,
115,0.955391,35.3131,5.77081,0.834768,15.9433,1.92475,0.0850858,0.901278,0,45.3322,1.3968,3.19998,1.58016,31.8484,7.57368,
116,1.58756,35.2736,5.75069,0.857009,15.1327,2.08924,0.294972,0.668069,0,46.7003,1.55776,3.97277,1.99218,31.6318,5.15402,
117,0.543401,35.266,5.7572,1.24834,15.8152,1.91418,1.77362,0.926212,0,45.7059,1.38215,3.25516,1.29555,31.6835,6.09813,
118,0.637213,35.0818,5.69577,0.82622,14.5066,2.18103,0.449399,2.36097,0,46.115,1.64329,5.01547,1.46956,31.1946,5.50993,
119,0.584987,35.1285,5.71291,0.782479,14.6771,2.19713,0.755947,1.72856,0,46.9846,1.66651,4.74095,1.39359,31.2957,5.05098,
120,0.912365,35.2321,5.73418,0.909056,15.0837,2.1777,1.01863,0.735458,0,46.6818,1.63977,4.10475,1.63327,31.4703,5.376,
121,0.60026,35.1364,5.70262,2.02882,14.3716,1.90814,0.361078,1.47262,0,46.1804,1.3663,5.24373,1.42478,31.2423,5.67607,
122,0.748121,35.11,5.69959,2.63236,14.7242,1.76408,0.285891,0.987161,0,46.6214,1.21188,4.57197,1.45528,31.2168,5.70135,
123,0.782511,35.4283,5.77618,0.745391,16.1572,2.36916,1.03845,0.35781,0,46.655,1.83597,3.0857,1.57889,31.9377,4.98478,
124,0.704505,35.1629,5.73076,1.46413,14.8136,1.86495,1.29157,1.84528,0,46.0895,1.33085,4.36398,1.4116,31.4268,5.23555,
125,0.768792,35.3025,5.75042,1.67715,15.8005,2.07752,0.527456,1.2441,0,45.7793,1.53199,3.36889,1.53343,31.6254,5.76422,
126,1.58098,35.2471,5.74835,1.34792,15.4957,1.91233,0.423546,0.653546,0,45.7359,1.3783,3.64796,2.03897,31.598,5.94355,
127,0.86139,35.2141,5.72714,0.745416,15.6512,2.16877,0.301979,1.18597,0,46.3191,1.63394,3.42544,1.53353,31.4006,6.58653,
128,0.598615,35.2374,5.72812,1.23229,15.041,2.2018,1.91304,0.496637,0,45.8926,1.65486,4.11857,1.4239,31.4218,5.81012,
129,0.86171,35.2594,5.74325,1.03595,15.3364,2.0152,1.38278,1.20571,0,46.6176,1.4777,3.80239,1.50923,31.5503,4.97888,
130,0.783892,35.1315,5.72111,0.981242,14.9105,2.01199,0.847616,2.58057,0,46.0709,1.4877,4.13168,1.50891,31.3459,5.26414,
131,0.565728,35.0535,5.69891,1.94524,14.7618,1.75335,0.842481,2.21477,0,46.9962,1.2148,4.42393,1.33683,31.1985,4.77503,
132,1.16679,35.2901,5.75262,1.33464,15.3884,2.11977,0.242193,1.26268,0,45.7865,1.58186,3.76289,1.6639,31.6468,5.78805,
133,1.07799,35.1476,5.71867,3.27746,14.486,1.40815,0.487643,1.06531,0,46.3541,0.862898,4.76612,1.70829,31.3368,5.10257,
134,0.837521,35.371,5.75898,1.63973,15.4872,2.50038,0.16706,0.694746,0,46.244,1.96049,3.73578,1.57443,31.733,5.09748,
135,0.640605,35.3134,5.75609,1.42813,16.2492,2.13974,0.450456,0.944555,0,47.1908,1.60034,2.90431,1.36081,31.6771,5.14756,
136,0.626792,35.3041,5.77364,2.48935,16.4203,1.45858,0.453495,1.96849,0,45.948,0.910647,2.83047,1.41551,31.8714,5.33544,
137,0.897326,35.0084,5.67219,0.901905,14.3676,2.15018,0.370369,0.773655,0,47.4658,1.61172,5.3844,1.53399,31.1008,5.57483,
138,0.601365,35.2961,5.749,0.765318,15.3621,2.26583,0.91176,1.05908,0,46.7976,1.72849,3.80042,1.42817,31.615,5.4464,
139,0.709752,35.1433,5.70036,2.34314,14.3515,1.83505,0.623747,1.3243,0,46.262,1.28048,5.59128,1.55137,31.2352,4.90055,
140,0.783985,35.2089,5.73977,1.72051,15.5438,1.74963,0.686367,1.3795,0,46.8077,1.20922,3.55484,1.46707,31.5061,5.50781,
141,0.595618,35.0697,5.69398,1.58933,14.371,1.96692,1.60732,1.23877,0,45.7626,1.43606,5.09634,1.41386,31.1841,5.84631,
142,0.700369,35.1919,5.72541,0.772398,15.2947,2.44632,0.755315,1.92643,0,46.2577,1.91583,3.80013,1.4157,31.3867,5.28503,
143,0.630546,35.2747,5.74491,0.757353,15.724,2.22424,1.42071,1.22032,0,46.386,1.69238,3.39501,1.41801,31.5649,5.42403,
144,0.721052,35.2028,5.72241,1.61601,14.5966,1.96256,0.456559,1.08236,0,46.0755,1.42459,4.77351,1.50944,31.3782,6.36433,
145,1.11964,35.1065,5.70907,1.54649,14.4336,1.80155,0.118926,1.61302,0,46.047,1.27251,4.97966,1.69308,31.2703,6.18394,
146,1.23886,35.1815,5.72346,1.32077,14.8848,2.024,0.44467,0.52678,0,45.3104,1.49095,4.28749,1.79173,31.3771,7.29314,
147,0.975349,35.1936,5.72725,0.919967,14.896,2.04317,0.966816,0.708474,0,45.4907,1.5106,4.29721,1.58096,31.408,7.17849,
148,0.702914,35.093,5.69219,1.1629,14.4113,2.2987,0.992328,0.940899,0,46.5506,1.76216,5.14578,1.50642,31.1822,5.46674,
149,0.608953,35.1555,5.69876,0.999098,14.4049,2.36858,0.391812,1.34004,0,45.4249,1.82446,5.25816,1.44922,31.2278,6.76332,
150,0.668165,35.1136,5.70975,1.83477,14.6596,1.78433,1.10631,2.12268,0,45.8688,1.2474,4.59695,1.42732,31.2721,5.5186,
151,1.56523,35.3504,5.75981,0.757054,15.3459,2.34588,0.107393,0.830505,0,46.4961,1.81266,3.78234,2.08769,31.7425,4.95707,
152,0.822691,35.2135,5.73507,1.10242,15.0043,2.00703,1.46722,1.16585,0,46.508,1.4749,4.18221,1.41581,31.4719,5.37159,
153,0.717746,35.1088,5.70338,0.828481,14.6371,2.39555,0.471315,2.36117,0,46.4312,1.86327,4.72312,1.48249,31.2365,4.98418,
154,0.885752,35.1967,5.73987,1.25475,15.1938,1.85876,2.26997,0.664496,0,45.957,1.32868,3.88074,1.50245,31.5083,5.71297,
155,1.12182,35.1999,5.7295,1.1801,15.2513,1.98959,0.711448,2.13604,0,46.0259,1.45476,3.788,1.64726,31.4218,5.3039,
156,1.49452,35.2651,5.75686,1.45835,15.1129,1.92162,0.561673,0.789875,0,46.5712,1.3963,3.99623,1.94912,31.6937,5.00093,
157,0.763791,35.1647,5.71088,0.793283,14.6895,2.30685,0.482332,1.31536,0,46.9742,1.77063,4.67975,1.50152,31.292,5.52665,
158,0.720073,35.2201,5.72666,0.905741,14.9588,2.3777,0.445352,0.788426,0,46.9671,1.84381,4.24973,1.45822,31.4073,5.91972,
159,1.5151,35.1029,5.70165,1.74575,14.5977,1.84793,1.65283,0.490927,0,46.2835,1.3146,4.58696,1.96572,31.2233,4.96687,
160,0.59454,35.2373,5.74105,2.11757,15.48,1.83868,1.18896,0.325112,0,45.1972,1.29368,3.60764,1.33606,31.5242,7.52293,
161,1.00873,35.2448,5.73457,0.892621,15.442,2.48836,0.730086,1.34618,0,46.0354,1.95459,3.71104,1.58686,31.4694,5.36988,
162,0.694799,35.1858,5.73313,3.12544,14.8487,1.74051,1.1926,0.887366,0,46.4023,1.21054,4.17065,1.40431,31.4509,4.97708,
163,0.675392,35.2823,5.74005,1.24745,15.2983,2.00199,1.18277,0.95531,0,46.2541,1.46055,3.8422,1.4954,31.5291,6.05977,
164,0.687779,35.2055,5.73026,3.21585,14.9801,1.62233,0.778393,1.41678,0,45.8268,1.08775,3.95251,1.43982,31.4287,5.66338,
165,0.832108,35.2382,5.74671,1.48257,15.5188,1.87604,1.08894,1.14523,0,47.0486,1.34255,3.58262,1.44149,31.5775,5.11674,
166,0.753618,35.1252,5.69963,0.800884,14.7093,2.23651,0.537742,1.34723,0,45.1482,1.7008,4.60564,1.50024,31.2199,7.65446,
167,0.691516,35.1371,5.71642,2.32978,14.6328,1.69278,0.677753,0.760163,0,45.2443,1.15411,4.59983,1.39136,31.3184,7.69411,
168,0.93189,35.1364,5.71433,0.97895,14.9586,2.02005,0.432221,2.32886,0,45.8452,1.48581,4.19533,1.5325,31.3008,6.18031,
169,1.61297,35.1653,5.72625,3.09056,14.6783,1.50707,0.617264,0.464742,0,46.3907,0.967954,4.36262,2.06342,31.3954,4.99884,
170,0.679321,35.258,5.74941,1.01286,15.3893,2.02866,0.614253,1.59169,0,46.7032,1.49059,3.75916,1.47706,31.6099,5.68041,
171,0.603819,35.3598,5.77636,0.903944,15.7785,2.14794,1.188,1.6285,0,46.4828,1.62629,3.29652,1.37678,31.927,4.95101,
172,0.57165,35.2848,5.75373,1.746,15.3938,1.91904,0.987862,1.94909,0,46.321,1.38609,3.6538,1.3596,31.6574,5.06794,
173,0.998585,35.3394,5.77448,1.08392,16.1633,1.90628,0.784644,1.91222,0,46.1603,1.37971,2.90771,1.58661,31.8896,5.16944,
174,1.30196,35.4103,5.79323,1.1713,16.827,1.93839,0.824462,0.494682,0,46.0712,1.41316,2.44243,1.85429,32.1483,5.37704,
175,0.615092,35.2085,5.72866,0.77408,14.8795,2.11021,1.03162,2.26394,0,45.7847,1.57241,4.46728,1.41523,31.4232,5.79544,
176,0.576234,35.207,5.72855,0.851278,15.5836,2.22531,0.698212,2.02751,0,47.0896,1.68167,3.60806,1.36511,31.4124,5.01997,
177,0.801014,35.2555,5.75468,2.18799,15.3048,1.63056,0.721285,1.28704,0,45.4686,1.09569,3.68983,1.4792,31.6622,6.73882,
178,0.84789,35.2943,5.75732,2.59609,15.9384,1.93131,0.468176,0.977142,0,46.2516,1.39467,3.11555,1.53321,31.6907,5.28104,
179,1.17244,34.8814,5.64962,1.02514,14.3471,1.96625,0.404734,1.1225,0,46.1463,1.44583,6.54953,1.69688,31.0501,5.62846,
