Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.toe_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.motion_ratio_heave_l.avg,Heave.rear.side_view_swing_arm_angle_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.toe_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.toe_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.motion_ratio_heave_l.best,Heave.rear.side_view_swing_arm_angle_l.best,Roll.rear.side_view_swing_arm_angle_l.best,
42,73.7809,341.54,761.142,0.216024,5.29728,24.3489,15.447,36.7294,29.3191,116.708,113.69,0.748093,56.9621,15.6706,13.0068,45.9931,321.916,316.769,2.32717,2.1454,6.82295,31.2931,6.07022,8.33897,2.4885,
43,73.7809,280.49,660.121,0.263042,5.57305,21.9584,18.8743,40.6652,30.5522,83.3647,79.5025,1.24584,61.3529,26.0219,24.2233,65.8168,268.405,266.313,2.82933,1.14135,6.71324,31.2641,6.26553,3.4357,2.4885,
44,73.7809,236.71,444.293,0.311693,5.59894,25.6731,16.9385,37.2628,21.7434,66.4025,63.0908,1.00026,67.6252,22.3387,15.9979,30.1881,187.148,187.467,2.20906,2.38546,6.82295,31.2931,6.26553,6.15301,2.59473,
45,73.7809,376.253,691.466,0.196094,5.4783,28.8197,23.1515,44.1997,55.0451,111.496,108.062,1.02533,59.8975,30.6182,27.066,114.256,279.226,279.633,2.57784,1.93881,6.89403,31.2937,6.26553,3.92788,2.44774,
46,73.7809,284.286,608.823,0.25953,5.64881,17.2455,17.3472,38.6994,33.6314,87.6417,84.0723,1.01912,51.5089,21.3688,19.7798,70.6423,250.782,252.9,3.67215,2.17533,6.89403,31.2937,7.41517,8.07205,2.44774,
47,73.7809,557.512,1069.35,0.13234,5.72499,49.1278,18.0348,39.4394,47.566,201.012,196.607,1.50821,102.744,20.205,18.2073,93.1542,468.668,465.186,3.56262,2.66634,6.89403,31.2937,7.41517,8.07205,2.44774,
48,73.7809,366.522,757.285,0.2013,5.72818,29.0446,20.344,42.0927,50.1699,112.291,106.852,1.12412,84.6043,27.3248,25.3481,98.0232,321.782,308.222,2.44726,1.60567,6.89403,31.2937,7.41517,1.23485,0.366777,
49,73.1601,489.251,863.216,0.149535,5.28425,40.4633,17.9182,39.4425,45.052,174.495,166.596,0.982597,90.0026,17.1676,17.1634,98.2014,360.586,352.531,2.84636,2.37942,6.89403,31.2937,7.41517,7.86614,2.44774,
50,73.1601,531.803,1002.48,0.13757,5.71662,39.1356,18.1377,39.626,37.8347,197.953,193.399,1.37406,101.65,21.9095,20.4546,76.2852,415.01,416.215,3.53619,2.5673,6.89403,31.2937,7.41517,7.86614,2.44774,
51,73.1601,372.724,801.446,0.196285,5.69763,31.405,20.186,41.7484,55.9531,111.414,106.32,1.29189,82.2251,26.849,25.6633,121.526,314.06,313.355,2.50163,2.47252,6.89403,31.2937,7.41517,7.86614,2.44774,
52,71.5276,423.68,839.694,0.168825,5.77258,46.832,20.8389,43.6027,48.5617,133.898,124.174,1.69646,112.418,25.8694,25.0275,104.109,324.904,322.419,2.23959,2.57355,6.89403,31.2937,7.41517,5.66037,2.26661,
53,71.5276,582.759,988.901,0.12274,5.94221,63.0555,23.454,46.8335,81.5409,186.863,175.07,1.74597,129.695,27.2055,28.1074,142.265,369.652,358.761,2.10097,2.36518,6.89403,31.2937,7.41517,7.20409,2.26661,
54,71.3666,453.407,859.532,0.157401,5.88948,36.3719,19.8631,41.2625,38.2425,157.971,153.807,1.58318,88.5736,22.47,20.0166,95.2546,352.053,350.669,2.58085,2.66086,6.89403,31.2937,7.41517,7.20409,2.26661,
55,71.3666,318.221,748.489,0.224267,5.56169,25.3196,15.7927,37.4874,28.4036,104.943,100.713,1.27337,68.8425,19.3648,17.7188,67.0807,310.866,316.856,2.97288,2.16128,6.89403,31.2937,7.41517,7.20409,2.26661,
56,71.3666,460.258,805.565,0.155058,5.56144,42.8096,16.8496,38.5965,56.8242,152.383,147.234,1.82414,84.3479,17.2538,15.5116,96.9369,325.942,313.114,2.48118,2.51566,6.89403,31.2937,7.41517,7.20409,2.26661,
57,71.3666,501.051,932.84,0.142434,5.8897,54.3741,18.3513,40.7801,57.5646,166.48,157.611,1.62892,117.032,20.1728,20.0737,113.287,372.79,367.384,2.43196,2.51566,6.83885,31.2937,7.41517,2.62931,1.97058,
58,71.3666,367.952,732.203,0.193956,5.6353,40.9294,16.1067,38.3799,25.7414,122.931,118.229,1.40628,96.6048,19.4935,18.2934,52.4352,302.167,298.704,3.04044,2.51566,6.83885,31.2937,7.60247,7.20409,2.26661,
59,69.5253,489.955,990.748,0.141901,5.54819,31.4386,22.9925,44.0766,59.4832,165.1,161.316,1.20921,76.4738,30.7941,27.7598,124.2,394.204,397.445,3.09113,2.27894,6.83885,31.2937,7.59373,4.81297,2.26661,
60,69.5253,393.54,805.672,0.176666,5.43971,28.5884,20.8673,42.2154,31.081,134.666,130.682,0.853679,71.5984,27.5681,25.4472,69.6979,343.3,338.038,2.89516,1.95374,6.83885,31.2937,7.60247,7.20409,2.26661,
61,69.5253,378.427,734.923,0.183722,5.48124,36.417,19.661,41.3952,43.1126,115.589,116.77,0.837175,103.534,25.3051,23.3563,94.7704,272.261,281.83,2.93938,2.04184,6.83885,31.2937,7.5451,7.20409,2.26661,
62,69.5253,179.572,322.551,0.387172,5.52031,16.3851,14.5337,36.8921,25.3238,42.8266,38.0904,1.14823,53.6009,20.0211,18.8747,59.5925,143.079,147.936,2.3995,1.43675,6.83885,30.9549,6.93161,3.64378,2.26661,
63,69.5253,447.513,940.7,0.155359,5.43561,46.0114,19.8562,41.8836,89.0161,125.296,120.015,1.21494,109.273,24.9636,21.6009,231.35,346.105,361.556,3.26538,1.37975,6.83885,31.2937,6.93161,7.20409,2.26661,
64,69.5253,510.437,978.743,0.136207,5.31742,38.0019,22.2976,43.5752,68.2113,168.763,164.271,0.963848,89.7943,28.7517,26.2142,147.817,371.848,377.647,2.77382,1.32413,6.89403,31.2937,6.93161,6.01188,2.26661,
65,69.5253,266.005,719.036,0.261368,5.66121,25.5866,16.7344,38.7503,33.1652,75.4874,70.6197,1.32988,79.7628,23.0717,22.1713,100.374,280.157,262.985,3.45393,2.16474,6.89403,31.2937,7.5451,7.20409,2.26661,
66,69.5253,485.372,836.127,0.143241,5.39559,48.1399,25.0466,47.2072,68.8683,148.952,141.762,1.63772,106.797,32.839,30.9321,137.825,309.801,320.868,2.22592,2.22353,3.31766,31.2937,7.5451,7.20409,2.26661,
67,69.5253,577.995,1034.33,0.120287,5.27326,48.0089,25.4582,47.3135,63.1754,197.491,191.274,1.38393,104.012,32.5789,31.8308,130.202,405.378,396.036,2.29036,2.0527,6.89403,31.2937,7.5451,7.20409,2.26661,
68,68.3547,396.17,690.676,0.172539,5.36774,35.9207,20.6063,42.1318,63.4692,116.862,111.812,1.26929,83.5395,26.1417,24.3594,127.65,264.762,257.371,2.35658,1.75864,6.89403,31.2937,7.5451,7.20409,2.26661,
69,68.1757,371.883,813.067,0.183326,5.31114,40.2942,19.2597,42.0634,50.335,111.106,103.514,1.01417,150.436,27.5079,29.3721,120.356,290.979,284.87,2.26376,1.99508,6.89403,31.2937,7.5451,7.20409,2.26661,
70,68.1757,384.863,733.478,0.177143,5.30825,40.2604,15.3394,37.9875,40.0125,125.941,120.014,0.770884,92.7431,18.6786,17.3031,92.0686,284.335,282.958,3.11696,2.07901,6.89403,31.2937,7.5451,7.20409,2.26661,
71,68.1757,204.931,449.348,0.332677,5.23112,17.1534,12.6811,35.1092,21.9109,58.6221,54.2227,0.502344,57.6935,12.9787,11.4024,52.9944,184.673,184.135,3.18135,2.07901,8.25012,31.8122,7.60012,7.20409,2.26661,
72,67.8264,458.482,830.349,0.147937,5.40476,45.1876,21.8384,43.8458,53.3464,147.863,140.996,1.31322,94.8483,28.78,27.5913,106.939,296.558,291.918,2.4792,2.07901,8.25012,31.8122,7.60012,7.20409,2.26661,
73,67.8264,400.512,775.865,0.169349,5.7908,31.6376,23.2034,45.258,41.7589,129.103,123.76,1.63055,98.006,31.0452,29.7545,97.6293,296.252,293.134,3.42879,2.07901,8.25012,31.8122,7.60012,7.20409,2.26661,
74,67.8264,641.582,1045.13,0.105717,5.70282,43.8932,22.1963,43.4525,62.5989,236.2,227.539,1.63314,105.385,25.1422,23.3825,120.726,409.002,406.406,2.57383,2.07819,8.25012,31.8122,7.47177,7.20409,2.26661,
75,67.7801,560.022,1176.24,0.121031,5.66996,55.5112,17.7619,40.5759,52.3604,198.116,190.027,1.56885,120.762,22.2562,22.4147,113.505,475.33,459.76,2.76963,2.07901,7.60268,31.2386,7.47177,7.51948,2.39077,
76,65.7863,581.127,887.486,0.113205,5.22404,53.0803,17.4563,39.3492,44.4356,212.752,208.829,1.20884,94.2925,17.4981,14.5859,92.8152,358.439,363.993,2.3285,2.07901,8.25012,31.8122,7.47177,6.36365,2.31804,
77,65.7863,522.664,855.767,0.125867,5.70282,52.4936,22.7604,45.225,70.2988,166.979,159.204,1.51966,109.981,29.7882,29.0928,125.328,338.889,337.893,3.16388,2.07901,8.25012,31.8122,7.47177,6.36365,2.31804,
78,65.7863,475.789,899.082,0.138268,5.28415,45.678,16.4286,39.7867,47.4019,164.452,156.757,1.21436,113.733,21.9752,23.0962,108.202,370.53,360.193,2.57051,2.07901,4.08025,30.4357,7.33221,6.36365,2.31804,
79,65.7863,371.14,824.463,0.177255,5.55608,44.7571,19.7889,42.4782,59.1809,102.97,96.4086,1.74688,111.422,28.4519,27.6151,130.788,313.662,306.906,3.04269,1.88899,8.25012,31.8122,7.60012,5.29291,2.31804,
80,65.7863,469.595,904.536,0.140091,5.45635,53.2308,19.7027,42.2188,52.2844,151.038,145.665,1.27353,119.868,27.4627,27.2908,105.401,351.439,340.869,3.0459,2.07901,8.25012,31.8122,7.60012,6.36365,2.31804,
81,65.7863,364.751,690.391,0.180359,5.54728,30.2283,18.0874,40.0606,45.2365,115.302,110.29,1.57111,86.9334,21.3818,18.9492,105.742,281.661,285.933,3.11478,2.07901,8.25012,31.8122,7.60012,6.36365,2.31804,
82,65.1518,386.969,772.512,0.168364,5.78447,52.5764,19.3916,43.6125,42.1466,116.119,107.338,2.04419,130.933,25.2982,26.8406,90.2764,306.918,289.346,1.73495,1.82913,3.17442,31.8122,7.60012,6.36365,2.31804,
83,64.2014,427.034,999.992,0.150342,5.25371,46.6697,14.0668,37.4646,35.1889,148.779,139.612,1.50208,114.337,16.2152,16.8914,80.5566,410.816,402.392,3.44045,1.81666,3.0451,31.8122,7.26934,6.36365,1.97411,
84,64.0005,313.412,703.963,0.204206,5.00757,17.834,14.4451,37.275,39.1417,103.278,96.4302,1.26815,76.3804,15.7077,14.9894,97.8101,285.54,276.294,3.22355,1.81666,8.84273,32.032,7.60012,6.36365,1.97411,
85,64.0005,430.634,784.355,0.148619,5.08373,34.7526,23.8049,45.1392,63.4215,131.58,126.852,1.67169,92.8669,30.6,26.3731,133.439,270.13,276.68,2.52027,1.81666,8.88679,32.0453,7.60128,1.41722,1.00758,
86,64.0005,293.765,708.647,0.217863,4.58755,20.3504,13.5673,35.8683,29.152,97.3394,92.9004,0.903462,66.0205,17.4364,12.4004,88.5733,289.633,288.888,3.44045,1.81666,8.88679,32.0453,7.60128,6.36365,1.97411,
87,63.1574,245.399,554.337,0.257367,4.23525,25.0277,15.3727,38.0469,27.5306,69.8394,65.3458,0.632806,78.0292,21.727,20.5057,79.6153,196.743,193.706,2.64954,1.78687,8.89907,32.0453,7.52833,6.36365,1.93908,
88,63.1574,331.583,802.251,0.190472,4.5865,38.5856,14.3448,38.2698,43.4759,99.147,93.1733,1.46434,122.542,18.7755,22.8031,109.31,286.533,285.395,3.10157,1.78687,8.89907,32.0453,7.46821,6.36365,1.93728,
89,63.1574,255.785,551.552,0.246916,4.17032,20.4308,15.5806,38.1284,29.9619,75.7328,71.7803,0.757825,77.9569,20.5921,18.6749,78.6884,215.107,213.686,2.54181,1.67422,8.99645,32.0842,7.46821,6.36365,1.93728,
90,63.1574,368.178,807.501,0.171541,4.41963,28.4064,17.4506,40.3446,30.1812,126.458,120.918,1.60238,100.87,22.9438,24.9042,74.0973,306.66,308.221,3.38567,1.77295,9.00083,32.0857,7.46821,6.37926,1.89969,
91,63.1574,474.005,1034.49,0.133242,4.72688,38.288,19.1277,41.6262,40.4451,168.303,161.489,1.87192,107.344,25.059,24.4948,80.7472,420.857,408.426,3.41891,1.7694,9.00083,32.0857,7.42025,1.78727,1.10175,
92,63.0822,281.043,576.474,0.224457,4.02657,22.4026,13.7388,36.3018,40.4241,83.916,80.2335,1.2103,61.2538,18.5261,16.4286,92.7962,258.789,250.726,2.17939,1.7694,1.20063,32.0857,7.42025,6.19977,1.88314,
93,62.8509,507.71,982.477,0.123793,4.54332,49.6355,23.2367,45.562,53.0267,169.142,162.563,1.89772,107.96,31.042,27.1396,98.5062,389.483,392.336,2.01332,1.7463,9.04181,32.1053,7.34763,2.46521,1.83884,
94,62.3801,504.936,866.908,0.123541,4.3492,48.0504,20.1598,41.3093,54.6258,170.382,166.059,1.4141,90.0409,23.8549,22.4479,112.877,329.834,329.742,2.19149,1.7694,9.00353,32.0913,1.94104,6.19977,1.83884,
95,62.3801,576.586,1126.35,0.108189,4.33705,47.7152,21.3161,43.2541,60.8282,201.896,197.24,1.63614,108.432,28.4879,26.4163,124.312,455.678,452.787,2.8925,1.73913,9.00353,32.0913,7.25291,1.32689,0.48344,
96,62.3801,516.689,1094.83,0.120731,4.52708,51.5869,16.3699,40.2088,26.3279,194.158,183.51,2.05488,129.632,21.0662,22.0254,77.1729,460.739,452.113,3.40023,1.75843,9.00353,32.0913,7.2091,6.19977,1.83884,
97,62.3801,417.069,802.556,0.149568,4.26339,49.9639,17.6075,40.0365,55.0112,127.335,122.852,1.52314,109.372,24.0454,22.9626,117.801,314.367,306.326,2.80339,1.76086,7.72242,32.0913,7.2091,6.20846,1.83884,
98,62.3136,421.169,805.322,0.147954,4.25726,44.7068,18.3872,41.4455,57.1691,131.276,123.928,1.59026,104.619,26.346,25.6004,123.858,320.58,320.035,1.9243,1.73126,9.00353,32.0913,7.2091,6.15621,1.83884,
99,62.3136,377.35,759.992,0.165135,4.23049,32.2021,18.5544,41.791,44.6079,122.022,113.942,1.40634,97.2632,25.8082,24.8965,102.041,314.437,306.221,3.14024,1.73126,9.00353,32.0913,7.2091,1.77741,1.58389,
100,62.3136,453.299,918.461,0.137467,4.4079,33.3521,15.8523,39.2731,50.2603,159.948,150.205,2.15491,101.175,17.6969,17.4743,113.445,372.685,368.637,2.41503,1.73126,9.00353,32.0913,7.2091,6.15621,1.84144,
101,62.2422,507.062,965.256,0.122751,4.29034,40.0566,20.568,42.8606,43.6582,181.397,174.231,1.91734,104.183,28.9496,28.5159,101.477,380.185,376.38,2.2586,1.73126,9.00353,32.0883,7.2091,6.15621,1.84144,
102,62.2422,463.745,902.057,0.134216,4.01288,43.9315,16.7629,38.7076,35.9804,164.576,159.774,1.58209,105.078,19.1289,17.2809,74.5972,375.398,377.781,2.17033,1.73126,9.00353,32.0883,7.2091,6.15621,1.84144,
103,62.2422,498.972,972.27,0.124741,4.34214,29.1162,21.147,42.5732,47.3438,179.252,175.197,1.66043,91.3317,27.7715,24.5418,102.626,399.995,399.827,2.35776,1.72746,9.00353,32.0883,7.2091,6.15621,1.84144,
104,61.8708,298.973,700.834,0.206945,3.90556,29.217,17.1583,39.4416,20.4575,96.5909,92.2019,1.40578,85.7876,22.9499,21.3599,50.352,305.001,302.556,2.30874,1.72514,9.00353,32.0883,7.19693,6.15621,1.84144,
105,61.8708,558.145,1069.77,0.110851,4.23477,46.6806,20.4958,42.0179,46.4259,201.387,196.903,1.75467,107.598,25.2657,22.2813,111.4,423.633,447.043,2.29968,1.72514,9.03781,32.1038,7.19693,6.1098,1.80583,
106,61.8708,298.727,720.824,0.207115,3.82435,21.4527,13.3384,35.4811,23.4128,102.867,98.3503,1.03446,68.7246,14.7293,12.5437,56.0703,315.548,321.905,2.29958,1.71322,9.03226,32.0999,7.19693,6.1098,1.80583,
