Individual,Roll.rear.camber_angle_gain_roll_l,Roll.rear.side_view_swing_arm_angle_l,2in Heave.rear.toe_angle_l,2in Heave.rear.tie_rod_angle_top_view_l,2in Heave.rear.roll_center_gnd.z,2in Heave.rear.p_rod_length_l,2in Heave.rear.coil_over_length_l,2in Heave.rear.side_view_swing_arm_angle_l,2in Heave.rear.motion_ratio_heave_l,
45,8.31896,0.010442,0.018476,0.00503924,656.12,0,46.2751,0.0825633,2.24797,
46,8.31781,0.0116278,0.0194964,0.00246055,656.101,0,46.2329,0.0802454,2.31357,
47,8.32077,0.0335475,0.0206898,0.00308707,656.102,0,46.3172,0.0662708,2.21535,
48,8.31792,0.011871,0.023206,0.00660706,656.102,0,46.2425,0.0875296,2.2886,
49,8.31795,0.0346719,0.0200485,0.0212103,656.107,0,46.2673,0.0655511,2.24696,
50,8.31923,0.0150678,0.019302,0.000137778,656.105,0,46.2725,0.0765241,2.27382,
51,8.31839,0.0187105,0.0182691,0.00177729,656.112,0,46.2593,0.0740485,2.2788,
52,8.31957,0.018958,0.0183505,0.00504508,656.1,0,46.3325,0.0737852,2.21387,
53,8.3184,0.0126016,0.0183491,0.00642078,656.1,0,46.2738,0.0792586,2.27346,
54,8.3182,0.0115201,0.0192319,0.0110353,656.111,0,46.2158,0.0811431,2.31388,
55,8.31897,0.0129612,0.0242246,0.00664081,656.101,0,46.2745,0.0785627,2.2656,
56,8.3214,0.0105138,0.0357878,0.00647423,656.102,0,46.2125,0.0836971,2.31058,
57,8.31799,0.0138116,0.0219318,0.00617241,656.111,0,46.2459,0.0777695,2.28798,
58,8.31976,0.022047,0.0186358,0.0106624,656.109,0,46.2574,0.0724308,2.27359,
59,8.31912,0.0435623,0.0258171,0.00684386,656.102,0,46.2526,0.0632604,2.27095,
60,8.31872,0.0142638,0.0193878,0.00258513,656.102,0,46.3257,0.0772624,2.22362,
61,8.31771,0.0252106,0.0238528,0.00549905,656.108,0,46.3016,0.0701751,2.23281,
62,8.32045,0.0404587,0.0193411,0.00200928,656.1,0,46.2816,0.0636542,2.257,
63,8.31771,0.022443,0.0179554,0.00243617,656.11,0,46.248,0.0713867,2.2955,
64,8.31795,0.0194106,0.0221884,0.0092787,656.103,0,46.2753,0.0734903,2.26451,
65,8.31981,0.0278033,0.0188122,0.000383616,656.102,0,46.2284,0.0685559,2.3199,
66,8.31898,0.0189451,0.0181199,0.00334175,656.107,0,46.2262,0.0741951,2.31857,
67,8.31972,0.0250905,0.0179913,0.0117094,656.106,0,46.2893,0.0701459,2.24645,
68,8.32075,0.0328324,0.0232072,0.00838546,656.106,0,46.2761,0.0663662,2.25214,
69,8.32095,0.0105567,0.0280655,0.00306347,656.102,0,46.2525,0.084377,2.28532,
70,8.31782,0.0343425,0.0187053,0.00166208,656.122,0,46.3454,0.0655773,2.1816,
71,8.31795,0.030263,0.028354,0.0184763,656.121,0,46.2532,0.0684339,2.24997,
72,8.32053,0.0276337,0.0181788,0.00646057,656.104,0,46.2905,0.0695025,2.25029,
73,8.3215,0.0134012,0.0238047,0.000649787,656.102,0,46.2576,0.0781062,2.29056,
74,8.31828,0.0130454,0.0179732,0.000424345,656.1,0,46.2253,0.0783837,2.33421,
75,8.32053,0.0139717,0.0189178,0.000469386,656.103,0,46.2505,0.0775671,2.30236,
76,8.31874,0.0103076,0.0179428,0.00442973,656.107,0,46.3061,0.0843315,2.23916,
77,8.3205,0.0420217,0.0195751,0.0120563,656.106,0,46.2916,0.0635819,2.23217,
78,8.31922,0.0102021,0.0186218,0.00318308,656.107,0,46.2498,0.0838521,2.29555,
79,8.31913,0.0286056,0.0180767,0.0121323,656.104,0,46.3091,0.0683327,2.22913,
80,8.31805,0.0204298,0.0179741,0.0041512,656.1,0,46.1803,0.0726467,2.37477,
81,8.31986,0.0275031,0.0180991,0.00109264,656.102,0,46.1904,0.0689057,2.36119,
82,8.31991,0.0263565,0.0186581,0.0040995,656.1,0,46.3264,0.0694042,2.225,
83,8.31786,0.0109579,0.0180991,0.0180267,656.103,0,46.2431,0.0813084,2.29751,
84,8.32045,0.0218289,0.0185191,0.00390462,656.115,0,46.2225,0.0718114,2.31575,
85,8.31977,0.0235383,0.0180262,0.00931466,656.105,0,46.2454,0.0708548,2.29884,
86,8.31796,0.0109428,0.0237509,0.00407749,656.104,0,46.2548,0.0835082,2.29143,
87,8.31843,0.0184898,0.0179631,0.00327081,656.109,0,46.224,0.0745778,2.32527,
88,8.31783,0.0114532,0.0219204,0.000480701,656.101,0,46.219,0.086905,2.33296,
89,8.31904,0.0374788,0.0221194,0.00733521,656.101,0,46.2398,0.0646925,2.29988,
90,8.31876,0.0270001,0.0280466,0.0142078,656.102,0,46.2815,0.0689862,2.25143,
91,8.3208,0.0191433,0.0182788,0.0115599,656.113,0,46.2238,0.0735249,2.31213,
92,8.31965,0.0404134,0.0225142,0.0048025,656.104,0,46.2927,0.0638211,2.24473,
93,8.31992,0.0307802,0.0246662,0.000586072,656.099,0,46.2537,0.0673182,2.29655,
94,8.32036,0.0370722,0.0201052,0.00688818,656.1,0,46.3225,0.0647893,2.22207,
95,8.31913,0.0291749,0.0219187,0.00115225,656.104,0,46.196,0.0682016,2.35409,
96,8.31746,0.0113334,0.0181742,0.00264195,656.114,0,46.2786,0.0809193,2.27131,
97,8.32023,0.0142836,0.0182201,0.00523551,656.102,0,46.2786,0.0772845,2.27909,
98,8.32001,0.0250897,0.0214456,0.000646193,656.11,0,46.2813,0.070217,2.26594,
99,8.31812,0.0115495,0.0202305,0.00131352,656.107,0,46.2669,0.0802449,2.29013,
100,8.31885,0.0220711,0.026352,0.00557694,656.101,0,46.2386,0.0717408,2.31152,
101,8.31869,0.0211525,0.0181513,0.00100685,656.111,0,46.2054,0.0721982,2.34834,
102,8.3191,0.0138562,0.0196636,0.000578033,656.105,0,46.2693,0.0897865,2.27863,
103,8.31912,0.0135884,0.0182353,0.00379391,656.108,0,46.3317,0.0779428,2.22407,
104,8.31845,0.0148929,0.024224,9.79779e-05,656.103,0,46.3703,0.0766964,2.1888,
105,8.31922,0.0387871,0.0214301,0.00912459,656.1,0,46.3184,0.0643707,2.2255,
106,8.31827,0.0348738,0.0247826,0.0109317,656.104,0,46.2259,0.0655837,2.3122,
107,8.31795,0.0133364,0.0179622,0.00154526,656.102,0,46.2764,0.0897158,2.27774,
108,8.31993,0.0264633,0.0183589,0.00157076,656.113,0,46.2801,0.0698879,2.26835,
109,8.31767,0.0367993,0.0180704,0.00143839,656.111,0,46.2884,0.0647471,2.25994,
110,8.32046,0.0335458,0.018928,0.00041296,656.102,0,46.251,0.0662523,2.30493,
111,8.31899,0.0344331,0.0240155,0.00446936,656.101,0,46.2412,0.0655913,2.30831,
112,8.32068,0.0496649,0.0215794,0.00903043,656.105,0,46.2809,0.0617307,2.24925,
113,8.31699,0.0183239,0.0190756,0.00973832,656.112,0,46.1509,0.0742399,2.39669,
114,8.31943,0.015255,0.022934,0.00652455,656.102,0,46.2919,0.0764679,2.26403,
115,8.31965,0.0257689,0.0189847,0.00555267,656.114,0,46.2246,0.0698807,2.31981,
116,8.31729,0.0142775,0.0237658,0.0141858,656.107,0,46.274,0.0772874,2.27047,
117,8.31881,0.0324422,0.0191134,0.0168307,656.102,0,46.3265,0.0664864,2.21693,
118,8.32156,0.0115574,0.0187857,0.00639885,656.104,0,46.2469,0.081353,2.308,
119,8.31826,0.022928,0.0197376,0.00753658,656.099,0,46.2422,0.071258,2.31758,
120,8.3195,0.0166355,0.021229,0.00388173,656.099,0,46.2498,0.0753475,2.31377,
121,8.31983,0.0535221,0.0246714,0.00194331,656.114,0,46.2952,0.061574,2.22827,
122,8.31995,0.0298721,0.0233343,0.00305958,656.115,0,46.2501,0.0674872,2.2906,
123,8.31842,0.0190856,0.018175,0.00430867,656.107,0,46.2025,0.0737815,2.35584,
124,8.31684,0.0102938,0.0254606,0.00692276,656.105,0,46.2404,0.0830451,2.31148,
125,8.31928,0.0335574,0.0185929,0.00626156,656.107,0,46.2914,0.0666641,2.25642,
126,8.32101,0.0568844,0.0204339,0.00944155,656.105,0,46.2271,0.0614474,2.29857,
127,8.31969,0.0274921,0.0184726,0.00267115,656.1,0,46.2867,0.0687204,2.27526,
128,8.31829,0.0342084,0.0270686,0.000110052,656.101,0,46.2918,0.0659263,2.26181,
129,8.31961,0.0179044,0.0187276,0.0074186,656.107,0,46.2646,0.0742562,2.29085,
130,8.31832,0.0151427,0.0191605,0.00210309,656.101,0,46.2189,0.0765481,2.34909,
131,8.31926,0.0287564,0.0186961,0.00949439,656.102,0,46.2804,0.0681737,2.27313,
132,8.32048,0.0226026,0.028729,0.00292515,656.107,0,46.2527,0.071654,2.29462,
133,8.32012,0.032951,0.0185621,0.00132123,656.104,0,46.2773,0.0664054,2.28039,
134,8.31879,0.031512,0.0235932,0.00517789,656.109,0,46.2709,0.0669928,2.27527,
135,8.31919,0.0109032,0.0205295,0.0143564,656.103,0,46.2229,0.0844541,2.32581,
136,8.31768,0.0249381,0.0285836,0.00198049,656.103,0,46.182,0.0701799,2.37267,
137,8.31785,0.0119075,0.0250367,0.00746626,656.1,0,46.2996,0.0800284,2.25938,
138,8.31772,0.019377,0.0183718,0.0122328,656.103,0,46.2739,0.0955835,2.26176,
139,8.32058,0.0239238,0.0179834,0.0171809,656.103,0,46.2585,0.0707265,2.29,
140,8.3215,0.0705376,0.0200105,0.00428771,656.103,0,46.2207,0.0625717,2.29955,
141,8.31878,0.0275043,0.0298006,0.00726709,656.111,0,46.2231,0.0690645,2.31571,
142,8.31922,0.0284315,0.0187514,0.00449283,656.108,0,46.2945,0.0684192,2.26066,
143,8.31917,0.0153308,0.0186307,0.00368783,656.104,0,46.2461,0.0764926,2.31923,
144,8.3179,0.028461,0.0218595,0.00752024,656.102,0,46.2466,0.0682167,2.31069,
145,8.3189,0.0325591,0.0180893,0.00347747,656.104,0,46.247,0.0665829,2.31328,
146,8.31862,0.0119626,0.0192402,0.00136439,656.101,0,46.1782,0.0859259,2.38742,
147,8.32235,0.044405,0.0179519,0.00169289,656.103,0,46.2629,0.0627984,2.28869,
148,8.31909,0.0108678,0.0200573,0.00434268,656.116,0,46.2945,0.0818346,2.25768,
149,8.31988,0.0285152,0.0218,0.00920365,656.101,0,46.2249,0.068113,2.331,
150,8.32075,0.0339972,0.0183186,0.00245805,656.104,0,46.2128,0.0658979,2.34585,
151,8.31728,0.0103331,0.0184038,0.000970376,656.118,0,46.2268,0.0840739,2.32882,
152,8.31747,0.0150977,0.0199429,0.002147,656.105,0,46.2331,0.0765958,2.33574,
153,8.31814,0.0109947,0.0209767,0.00771528,656.107,0,46.2822,0.0859619,2.27255,
154,8.31781,0.0200298,0.0256637,0.00949816,656.102,0,46.3176,0.0967061,2.21699,
155,8.31722,0.010835,0.018609,0.0245251,656.104,0,46.2413,0.0858938,2.30388,
156,8.31776,0.0116356,0.0179309,0.00686026,656.102,0,46.2426,0.0800258,2.32712,
157,8.31849,0.0127242,0.0206051,0.0118488,656.102,0,46.237,0.0789551,2.32548,
158,8.32038,0.0455591,0.0183952,0.0116812,656.109,0,46.2705,0.062668,2.26814,
159,8.31911,0.0465386,0.0271486,0.0005077,656.101,0,46.259,0.0621798,2.29136,
160,8.31788,0.0381296,0.0207865,0.00434145,656.11,0,46.2134,0.0645083,2.3378,
161,8.31952,0.0289249,0.0181841,0.0126659,656.11,0,46.2555,0.0680527,2.29491,
162,8.32027,0.0205267,0.0220988,0.000751275,656.107,0,46.3025,0.0726689,2.2621,
163,8.31878,0.0224379,0.017933,0.00117344,656.101,0,46.3413,0.071553,2.23437,
164,8.31899,0.0154672,0.0187209,0.00181945,656.101,0,46.179,0.0762338,2.39686,
165,8.31727,0.0303725,0.0183469,0.00449229,656.115,0,46.1921,0.067291,2.36451,
166,8.31968,0.0231669,0.0180996,0.000948977,656.101,0,46.2704,0.0710429,2.30532,
167,8.32021,0.0258651,0.0209952,0.00310398,656.103,0,46.194,0.0697469,2.37273,
168,8.3189,0.0115066,0.0179829,0.00141087,656.106,0,46.1353,0.0803466,2.43842,
169,8.31833,0.0138513,0.0179459,0.00412166,656.102,0,46.2528,0.0777192,2.323,
170,8.31902,0.0298992,0.0232319,0.00440914,656.103,0,46.2712,0.0676622,2.2908,
171,8.31966,0.0539593,0.0280015,0.00414332,656.106,0,46.2546,0.0616425,2.28164,
172,8.3182,0.0165901,0.0221995,0.00887375,656.108,0,46.3971,0.0752776,2.16358,
173,8.32019,0.0117871,0.0211132,0.000301587,656.12,0,46.2426,0.0875431,2.30685,
174,8.31783,0.0314787,0.027017,0.00244884,656.104,0,46.2976,0.0669182,2.26284,
175,8.31942,0.0228057,0.0180263,0.00229474,656.102,0,46.2372,0.0715235,2.33707,
176,8.31871,0.0175949,0.0183012,0.0035221,656.101,0,46.2831,0.0746361,2.29353,
177,8.31848,0.013417,0.0192419,0.00203148,656.104,0,46.2233,0.0909847,2.33937,
178,8.32126,0.0268703,0.02134,0.00479693,656.106,0,46.1749,0.0693117,2.38746,
179,8.32223,0.0289166,0.0182064,0.00294424,656.105,0,46.1916,0.0681326,2.37496,
180,8.31845,0.0157606,0.0208773,0.000255403,656.105,0,46.3509,0.0920182,2.19012,
181,2.93583,230.372,35.1294,9.81789,708.232,0,349.71,230.175,158.518,
182,8.31891,0.0130803,0.0179184,0.0105036,656.117,0,46.2725,0.0886015,2.27538,
183,8.31689,0.010509,0.0197977,0.000538282,656.109,0,46.2951,0.082253,2.21692,
184,80.2821,1073.68,310.635,6.64424,2371.79,0,1282.65,1073.32,364.475,
185,8.31712,0.0160817,0.0211407,0.00159736,656.104,0,46.2211,0.0758014,2.30412,
186,78.5327,1213.82,497.372,1.03591,2331.1,0,1599.64,1214.31,78933.6,
187,8.3178,0.0179944,0.0221768,0.00110232,656.104,0,46.3083,0.0746305,2.24231,
188,36.3997,387.703,422.411,2.26699,1607.41,0,79.7928,388.452,883.473,
189,79.9401,785.693,10.5982,3.56941,2369.38,0,357.608,785.453,338.212,
190,8.32223,0.0136578,0.0187822,0.00073192,656.106,0,46.2241,0.0780173,2.31487,
191,46.1364,941.796,228.823,4.47625,1410.24,0,1268.32,940.795,10.2016,
192,66.7626,670.235,138.615,6.35426,2034.99,0,559.935,669.239,151.716,
193,33.1287,262.416,364.86,4.90503,1497.43,0,1597.33,263.534,17621.6,
194,41.1429,18.2468,22.2852,5.52233,1680.55,0,1279.16,23.962,69.044,
195,8.3178,0.0119183,0.0180845,0.00136079,656.105,0,46.2253,0.0798786,2.30129,
196,32.1107,1355.5,559.398,1.76945,1051.11,0,1263.68,1355.44,86.7106,
197,8.31763,0.0106203,0.0179466,0.00825449,656.104,0,46.3056,0.0818168,2.2433,
198,8.31569,0.0264148,0.0210292,0.00150502,656.102,0,46.2715,0.0693029,2.23307,
199,8.31832,0.0240792,0.0202575,0.000438034,656.103,0,46.2335,0.0705192,2.29756,
