Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.toe_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.motion_ratio_heave_l.avg,Heave.rear.side_view_swing_arm_angle_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.toe_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.toe_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.motion_ratio_heave_l.best,Heave.rear.side_view_swing_arm_angle_l.best,Roll.rear.side_view_swing_arm_angle_l.best,
10,1409.5,2375.85,1106.26,0.593263,5.609,293.869,12.8843,1445.88,173.044,223.528,221.03,2.38477,217.306,11.738,444.931,105.599,272.928,266.155,0.0486525,2.28822,3.26451,1191.84,11.3808,2.29948,1.35984,
11,1409.5,2184.59,714.077,0.645203,5.72266,236.24,14.0922,1448.69,152.577,164.713,162.555,2.44093,142.219,14.6531,504.012,97.7907,164.623,161.519,0.0486525,2.28822,3.26451,1191.84,5.28222,2.29948,1.35984,
12,1409.5,2206.08,971.986,0.638917,6.16294,199.006,16.1198,1522.16,141.82,161.542,159.274,2.82137,128.263,20.6804,747.902,105.75,189.286,189.217,0.0554788,2.28822,3.26451,1191.84,5.28222,2.102,1.35984,
13,1409.5,2193.88,1177.61,0.642471,6.04633,216.023,14.8419,1475.99,148.19,168.08,164.711,2.52122,186.373,18.2503,666.853,98.4178,242.915,238.869,0.0554788,2.28822,3.26451,1191.84,5.28222,2.29948,1.35984,
14,1409.5,1988.41,743.504,0.708858,6.26032,187.797,11.6139,1357.62,140.305,143.77,141.046,2.30336,187.36,10.6654,368.981,90.7056,171.334,170.197,0.0554788,2.28822,3.26451,1191.18,5.28222,2.29948,1.35984,
15,1409.5,2021.91,1236.26,0.697116,6.1898,169.107,13.0482,1416.3,140.806,139.241,137.214,2.36709,190.806,18.2941,709.823,94.6564,197.901,197.834,0.0554788,2.28822,3.26451,1191.18,5.28222,2.29948,1.35984,
16,1409.5,2110.22,1334.93,0.667942,6.20351,183.191,13.6804,1485.78,146.982,138.886,135.492,2.47458,241.429,20.5872,837.552,101.748,200.716,198.175,0.0554788,5.34011,3.26451,1191.18,5.28222,8.80927,3.02566,
17,1409.5,2104.98,1405.11,0.669603,6.10443,193.636,14.0949,1462.7,129.04,150.429,148.983,2.32769,254.343,19.5331,746.991,78.3045,245.554,247.209,0.553033,5.34011,3.26451,1199.58,5.28222,4.02649,1.93695,
18,1409.5,2107.84,1529.86,0.668696,6.40146,157.349,15.0601,1501.51,136.526,146.678,144.319,2.45483,221.805,22.0318,847.142,91.4821,286.745,283.687,0.453034,5.09256,3.26451,1195.62,5.28222,4.02649,1.93695,
19,1409.5,2098.87,1545.84,0.671553,6.49331,143.196,15.2255,1534.16,134.305,135.107,130.38,2.42705,181.865,22.1058,1003.21,85.711,259.131,241.002,0.206477,5.34011,3.26451,1199.58,5.28222,2.64096,1.79789,
20,1409.5,2035.28,1323.45,0.692536,6.29142,161.539,13.4899,1448.26,125.439,141.277,138.983,2.27113,233.146,19.4153,736.27,76.4626,272.781,272.536,0.553033,5.34011,3.26451,1193.77,5.28222,4.02649,1.93695,
21,1409.5,1927.05,1227.52,0.731429,6.20696,155.873,11.2573,1393.74,111.348,126.128,122.503,1.84491,232.636,15.3151,645.311,63.4899,230.454,225.708,0.553033,5.34011,3.26451,1193.77,5.28222,4.02649,1.93695,
22,1409.5,1952.13,1170.87,0.722033,6.36334,133.974,13.4784,1458.83,107.339,116.883,115.264,1.84627,146.66,21.3861,793.394,57.8864,221.524,219.929,0.2135,5.12272,3.42478,1199.58,5.28222,4.02649,1.93695,
23,1409.5,2136.37,1596.75,0.659764,6.56106,155.809,14.2381,1505.41,122.131,167.277,164.946,2.12743,235.119,21.8833,834.054,87.8729,327.624,338.719,0.370599,5.34011,3.42478,1199.61,23.9107,4.02649,1.93695,
24,1393.3,1991.5,1381.25,0.699626,6.52349,136.341,13.9209,1473.27,108.196,127.53,125.715,1.94314,189.084,21.6149,798.447,63.8088,283.274,281.31,0.68564,5.34011,3.42478,1199.61,19.8146,1.34201,0.462791,
25,1393.3,2076.87,1668.26,0.670868,6.59415,165.262,14.3346,1516.05,107.254,135.317,132.057,2.05073,262.434,23.3165,943.475,68.289,278.312,272.976,0.505629,5.34011,3.42478,1199.61,22.1697,4.02649,1.93695,
26,1393.3,2081.77,1765.77,0.669289,6.61034,186.756,12.8826,1464.39,101.219,156.481,153.425,2.0937,302.247,19.4156,784.761,60.8529,343.037,341.133,0.68564,5.34011,3.3404,1199.51,14.5833,4.02649,1.93695,
27,1393.3,2039.84,1379.18,0.683047,6.53464,151.884,13.6305,1471.29,107.77,145.667,143.056,2.33336,202.999,22.1441,855.016,72.982,266.727,264.837,0.466468,5.34011,3.3404,1196.6,14.5833,4.02649,1.93695,
28,1393.3,2071.77,1566.28,0.67252,6.39511,135.332,16.1887,1583.47,106.694,112.937,110.748,2.06555,229.039,26.8947,1026.46,71.6138,194.997,194.354,0.871695,5.34011,3.3404,1196.24,14.5833,4.02649,1.93695,
29,1393.3,1944.99,1293.93,0.716354,6.49642,136.616,12.8775,1430.66,109.886,125.147,123.316,2.33088,170.24,20.0015,742.756,81.4621,251.086,249.997,0.259001,5.34011,3.3404,1199.51,14.5833,4.02649,1.93695,
30,1379.29,2100.94,1616.97,0.656512,6.76818,156.518,14.0614,1490.83,108.284,163.275,161.199,2.13571,238.268,21.0585,804.722,75.3661,321.715,321.51,0.871695,5.34011,3.3404,1199.51,14.5833,4.02649,1.93695,
31,1364.22,1974.99,1335.89,0.690746,6.50916,140.361,13.8411,1474.09,108.663,116.986,114.539,2.41028,206.191,21.3787,829.272,69.6996,239.316,238.644,0.871695,5.34011,3.3404,1199.51,14.5833,1.95932,0.602453,
32,1364.22,1952.02,1569.04,0.698875,6.41,149.72,14.1097,1483.86,106.286,96.8927,94.737,2.14772,243.845,23.4905,933.005,74.2134,214.953,211.332,0.419033,5.34011,3.3404,1199.51,14.5833,4.02649,1.93695,
33,1364.22,2051.48,1734.77,0.66499,6.53516,162.835,14.7246,1508.88,112.398,124.32,121.791,2.23623,276.05,23.445,935.562,85.0716,297.348,294.903,0.496975,5.34011,3.3404,1202.42,14.5833,4.02649,1.93695,
34,1364.22,2020.87,1649.5,0.675063,6.55609,142.041,15.5097,1541.82,106.517,106.157,102.273,1.99235,280.107,24.1691,985.047,82.6042,212.004,210.665,0.871695,4.85123,3.3404,1202.42,14.5833,4.02649,1.93695,
35,1364.22,1940.55,1430.14,0.703004,6.53451,138.999,13.533,1468.82,112.001,101.632,99.0347,1.9009,232.727,22.1226,879.278,89.01,218.537,217.596,0.54824,5.34011,3.3404,1201.77,14.5833,2.88137,1.93695,
36,1364.22,1952.88,1468.9,0.698567,6.24923,135.816,13.2451,1435.73,109.148,127.332,125.359,2.21375,228.773,18.5608,701.907,75.4053,294.242,293.126,0.837353,5.34011,3.3404,1202.42,14.5833,4.02649,1.93695,
37,1364.22,1994.52,1474.57,0.683981,6.43059,104.804,16.4385,1566.77,110.021,95.9754,94.0881,2.16053,193.613,26.9037,1051.26,81.7854,215.36,212.509,0.175831,5.34011,3.43313,1202.42,16.0333,1.32187,1.05058,
38,1364.22,1949.22,1497.86,0.699878,6.51637,148.863,13.1393,1422.59,96.9613,131.467,129.679,2.65743,268.732,17.5415,650.328,61.4779,312.071,306.449,0.43539,5.34011,3.43313,1202.42,8.13672,4.02649,1.93695,
39,1364.22,1968.33,1582.03,0.693084,6.37662,130.645,14.5915,1483.36,97.9177,118.941,116.49,2.48791,224.75,23.0336,921.609,53.1115,270.352,268.192,0.449893,5.34011,3.46664,1202.42,12.3025,4.02649,1.93695,
40,1344.01,1905.53,1347.63,0.70532,6.44144,99.0006,14.5803,1463.08,109.832,107.333,105.262,2.58351,157.546,21.4845,819.08,86.9794,242.468,241.075,0.583614,5.34011,3.46664,1202.42,16.0333,4.02649,1.93695,
41,1344.01,2163.12,1902.13,0.621329,6.3674,164.989,16.2054,1554.16,109.559,156.377,155.461,2.68575,359.435,24.0419,986.606,93.1543,329.806,339.619,0.316144,5.34011,3.46664,1202.42,6.52523,4.02649,1.93695,
42,1344.01,1923.96,1576.44,0.69856,6.45564,153.386,12.8466,1438.11,89.8385,113.413,109.917,2.4529,294.396,19.0492,827.294,42.3203,274.742,268.319,0.62191,5.34011,3.46664,1202.42,6.52523,4.02649,1.93695,
43,1344.01,1974.11,1464.37,0.680818,6.43973,122.131,14.5492,1469.65,91.2179,136.24,133.881,2.45622,233.108,20.2011,773.074,60.9403,269.345,273.255,0.871695,5.34011,3.55034,1202.42,6.52523,4.02649,1.93695,
44,1318.87,1992.02,1480.85,0.662077,6.14295,115.09,16.5155,1546.04,97.0048,105.904,105.324,2.51963,180.809,25.5703,999.778,62.9783,212.039,215.904,0.524409,5.34011,3.56566,1202.42,6.52523,4.02649,1.93695,
45,1318.87,1787.77,1242.26,0.737719,6.2634,105.113,12.4562,1397.93,90.6547,89.6431,85.7033,2.47682,195.734,19.0283,775.104,65.2146,215.103,204.983,0.685362,5.34011,3.56566,1202.42,6.52523,4.02649,1.93695,
46,1318.87,1833.15,1536.54,0.719457,6.45844,118.119,12.7627,1408.73,94.1354,98.1116,94.8255,2.29919,268.633,19.4046,810.058,71.8681,255.069,251.792,0.384998,5.15734,3.56566,1202.42,6.52523,4.92798,3.0805,
47,1318.87,2105.97,1993.42,0.626254,6.54553,183.335,14.2357,1485.76,108.009,156.35,151.731,2.41033,375.188,20.1689,899.076,102.023,366.432,358.685,0.720106,5.34011,2.86954,1200.92,6.52523,4.92798,3.0805,
48,1318.87,1738.26,1204.05,0.75873,6.31048,97.0308,11.5038,1349.3,87.7968,93.4183,92.8977,2.04059,193.252,15.6149,615.687,62.6754,252.249,250.021,0.947348,5.34011,3.56566,1200.92,6.52523,4.92798,2.46012,
49,1318.87,1959.68,1710.55,0.673004,6.38476,143.712,13.4561,1449.9,84.3025,132.746,129.178,2.16299,282.163,22.0051,899.485,55.2993,325.99,324.96,0.32091,4.74232,3.56566,1198.76,6.52523,1.67093,1.11684,
50,1318.87,1728.01,1153.81,0.76323,6.2013,76.5485,12.3998,1377,90.2958,84.071,81.4928,1.95337,141.369,17.7372,670.565,74.1388,225.458,220.375,1.53462,4.74232,3.56566,1200.92,6.52523,1.67093,1.11684,
51,1318.87,1922.38,1542.61,0.686061,6.11216,113.194,14.5788,1464.08,86.5983,120.129,117.69,2.5462,223.01,21.3756,830.853,57.9147,254.669,257.397,0.957973,4.25798,3.56566,1200.92,6.52523,1.67093,1.11684,
52,1318.87,1766.15,1171.68,0.746748,6.25182,90.4128,12.6062,1403.99,93.103,80.9675,78.8185,2.65959,188.567,17.8955,681.042,85.2722,205.406,212.526,0.417846,4.29143,3.56566,1201.62,6.52523,1.67093,1.11684,
53,1318.87,1734.63,1167.23,0.760316,6.31868,92.344,11.2056,1353.47,84.3963,94.715,92.1868,2.43421,189.038,15.4515,581.374,61.9198,264.526,263.561,1.53462,4.74232,3.56566,1200.88,6.52523,1.67093,1.11684,
54,1318.87,1915.48,1525.45,0.688533,5.91723,107.742,14.56,1488.18,80.8065,110.632,107.639,2.5392,230.776,22.5437,866.602,58.2477,282.197,280.706,0.880349,4.74232,3.56566,1201.54,6.52523,1.67093,1.11684,
55,1301.21,1885.07,1414.44,0.690275,5.77342,105.934,14.3544,1497.15,86.8864,86.4465,88.522,2.35142,392.003,22.0196,852.458,75.5296,188.851,198.813,0.200158,3.38754,3.56646,1201.54,6.52523,1.67093,1.11684,
56,1301.21,1924.18,1548.35,0.676243,5.79996,111.129,13.1602,1436,96.4858,132.435,129.175,2.29514,227.378,19.3099,719.878,95.5178,332.817,338.608,0.40392,4.74232,3.56646,1201.54,6.52523,1.67093,1.11684,
57,1300.68,1857.21,1524.4,0.70034,5.84987,110.871,12.9998,1452.04,81.4645,98.2547,95.7345,2.60556,239.125,21.9272,877.361,73.2634,252.012,252.786,0.969572,4.74232,3.56646,1201.54,6.52523,1.67093,1.11684,
58,1300.68,1864.54,1501.08,0.697588,5.7964,106.896,13.283,1442.18,84.11,107.542,104.733,2.55226,228.637,20.3375,777.271,72.471,274.987,274.182,0.86635,4.74232,3.56646,1201.54,6.52523,1.67093,1.11684,
59,1300.68,2045.53,1915.31,0.635866,5.8876,146.574,14.7319,1520.67,88.1814,136.318,133.167,2.53939,335.126,23.5299,947.148,90.1468,351.893,353.482,1.08316,4.74232,3.56646,1201.54,6.52523,1.67093,1.11684,
60,1300.68,1841.62,1459.87,0.706269,5.70956,102.281,12.0904,1417.54,66.9613,120.35,116.696,2.43964,238.903,17.517,720.888,46.9469,302.182,299.859,0.460929,4.74232,3.56646,1201.42,6.52523,1.67093,1.11684,
61,1297.2,1802.63,1273.99,0.719612,5.62576,83.2274,12.586,1407.51,79.1525,108.52,106.006,2.60676,175.066,17.7652,666.944,72.417,286.737,285.34,0.460023,4.74232,3.56746,1201.42,6.52523,1.65842,0.598828,
62,1297.2,1943.58,1608.38,0.667428,5.35309,116.706,15.0352,1527.61,88.1934,96.6887,93.9862,2.69358,278.198,24.2031,966.741,89.3817,239.025,234.72,0.565685,4.74232,3.56746,1201.42,6.52523,1.67093,1.11684,
63,1294.8,1982.17,1592.99,0.653226,5.42398,108.156,15.9641,1537.17,73.6647,122.407,119.383,2.77031,210.479,24.4874,943.275,67.414,296.254,299.052,0.191932,4.74232,3.56746,1201.54,6.52523,1.67093,1.11684,
64,1294.8,2005.2,1808.81,0.645724,5.53007,120.216,16.1931,1576.4,86.2942,101.792,98.7722,2.87343,304.342,26.7497,1097.42,97.3334,285.691,278.775,0.449908,4.58209,3.8015,1201.54,6.52523,1.67093,1.11684,
65,1294.8,1729.48,1264.86,0.748664,5.20902,100.965,10.333,1352.24,68.9047,97.8563,93.9787,2.37748,260.695,14.1786,652.258,58.8495,264.642,261.923,1.06152,1.38143,3.8015,1201.54,6.52523,1.67093,1.11684,
66,1289.5,1776.42,1468.61,0.725895,5.47421,92.8657,11.6068,1358.98,72.3846,119.096,116.013,2.69223,246.007,14.9755,599.481,72.1606,325.433,326.489,0.414797,1.38143,3.8015,1201.54,13.2221,1.67093,1.11684,
67,1289.5,2004.33,1797.28,0.643355,5.14939,133.735,14.5456,1498.43,117.393,118.936,116.143,2.91124,318.114,21.5022,883.996,420.17,325.638,321.959,0.207686,1.38143,3.8015,1202.62,8.24217,1.29268,0.846411,
68,1289.5,1714.34,1310.17,0.752184,5.46157,61.154,12.5608,1397.25,64.4041,87.6716,85.8348,2.71463,178.395,19.5231,754.041,54.9341,266.705,260.948,0.12678,1.34699,3.8015,1202.62,13.2221,1.29268,0.846411,
69,1289.5,1987.99,1925.24,0.648644,5.17535,128.02,15.5649,1529.63,72.8084,120.523,116.268,2.87865,317.681,22.864,1008.08,79.5638,314.514,304.424,0.417119,1.38143,3.8015,1202.62,13.2221,1.29268,0.846411,
70,1289.5,1951.89,1567.73,0.660638,5.22398,86.1418,16.5151,1542.22,79.1229,112.767,109.9,2.87356,221.725,23.8475,919.25,84.2645,298.317,294.691,0.308599,1.38143,4.13768,1202.62,13.2221,1.29268,0.846411,
71,1289.5,1835.46,1377.1,0.702548,4.99651,97.9961,13.6155,1435.82,89.9547,98.1204,94.9547,2.64637,226.807,18.0283,717.153,110.965,262.544,257.074,0.466167,1.38143,4.13768,1202.62,13.2221,1.29268,0.846411,
72,1284.04,1850.4,1461.21,0.693929,5.27726,98.1888,14.0406,1450.02,73.1986,106.081,103.586,2.86217,229.741,19.8489,777.371,81.952,278.443,278.906,0.868707,1.38143,4.13768,1202.62,13.2221,1.22637,0.846411,
73,1283.51,1790.44,1449.56,0.716865,5.06595,101.471,12.1278,1400.35,70.1887,102.647,98.5904,2.64865,267.425,15.3003,686.71,69.2013,297.809,293.546,0.722636,1.38143,4.13768,1202.62,11.8283,1.22637,0.846411,
74,1283.51,1623.37,954.622,0.790645,4.86354,70.1754,10.579,1308.88,65.4943,82.7454,80.6339,2.60962,157.996,10.7422,410.24,60.5671,241.543,237.423,0.812412,1.38143,4.13768,1202.62,7.77105,1.22637,0.846411,
75,1283.51,1689.45,1328.39,0.759719,4.74132,89.4993,12.4427,1379.73,59.1793,72.9726,70.8809,2.54878,214.92,17.8763,685.652,48.8541,224.305,223.997,0.915614,1.38143,4.98332,1202.62,7.77105,1.22637,0.950652,
76,1282.41,1810.27,1890.09,0.708403,4.91395,100.408,12.8994,1461.23,66.346,83.7051,80.7729,2.90099,326.794,20.7039,1086.35,77.929,293.787,289.806,0.203179,1.38143,0.664068,1202.62,7.77105,1.22637,0.950652,
77,1273.28,1888.86,1741.29,0.674097,4.92315,111.818,14.8566,1504.11,67.3255,94.9005,90.9268,2.64885,304.56,22.9623,957.56,86.2465,269.674,262.434,0.974901,1.38143,4.81034,1202.93,7.77105,1.22637,0.950652,
78,1270.98,1783.81,1670.96,0.71251,4.85517,105.438,12.932,1425.71,53.4388,92.1431,89.2922,2.93718,299.413,19.6826,813.161,59.3951,301.209,295.79,0.589795,1.38143,4.81034,1202.93,7.77105,1.22637,0.950652,
79,1267.61,1866.95,1622.87,0.678975,4.9244,117.779,13.1292,1435.13,69.5519,115.433,111.003,2.69481,271.912,17.4137,701.97,98.2381,320.198,322.315,1.05182,1.38143,4.81034,1202.93,7.77105,1.22637,0.950652,
80,1267.61,1916.88,1719.55,0.661292,4.71948,97.8776,17.0439,1578.32,65.2264,78.4917,75.1946,2.70805,271.242,27.3354,1094.12,87.5583,239.915,235.767,0.120293,1.38143,4.81034,1202.93,7.77105,1.22637,0.950652,
81,1267.61,1994.44,1776.75,0.635572,4.7252,126.746,15.1041,1491.5,78.1875,140.868,137.313,2.85233,305.301,21.04,823.31,114.276,364.862,375.968,0.320145,1.38143,4.81034,1202.93,7.77105,1.22637,0.950652,
82,1267.61,1632.89,1117.81,0.776301,4.64758,62.0497,11.731,1370.15,54.339,66.2206,63.755,2.74991,186.765,16.4057,641.084,79.6297,207.984,202.656,1.05182,1.38143,4.81034,1203.98,7.77105,0.914338,0.496329,
83,1267.61,1895.6,1791.45,0.668715,4.43889,106.362,14.5939,1479.28,55.3752,119.843,115.705,2.80742,290.61,21.827,865.879,73.9457,318.815,313.263,0.340585,1.38143,4.81034,1203.98,7.77105,0.914338,0.496329,
84,1267.61,1940.23,1823.73,0.65333,4.14745,91.6707,16.9986,1564.41,52.9983,106.266,103.749,2.47538,261.108,27.0599,1066.4,71.5507,283.837,279.618,0.406485,1.38143,4.81034,1202.74,7.77105,0.914338,0.496329,
85,1264.3,1848.78,1761.1,0.683856,4.59548,115.459,13.5974,1472.74,48.9816,98.9881,94.4184,2.92928,324.567,20.6677,871.159,69.1597,325.092,316.877,0.881914,4.4877,4.81034,1202.74,11.1,0.914338,0.496329,
86,1263.31,1634.78,1227.69,0.772772,4.2047,65.0789,12.6879,1414.4,53.8967,43.7517,40.7566,2.52379,216.81,20.1061,806.459,109.17,185.021,178.163,0.0491116,2.46439,4.81034,1202.74,9.35603,0.914338,0.496329,
87,1263.31,1845.8,1653.15,0.684425,4.53581,75.1109,15.0654,1492.95,49.9039,105.749,102.484,2.89029,250.154,22.8038,899.593,69.1649,306.777,302.691,0.776749,2.95225,4.81034,1202.74,11.1,0.843282,0.309922,
88,1259.06,1635.24,1106.67,0.769957,4.09502,45.0107,12.953,1404.24,48.9014,61.179,58.8551,2.34246,100.728,20.6456,791.614,84.6594,196.641,192.395,0.623166,2.95225,4.81034,1202.74,11.1,1.22637,0.950652,
89,1259.06,1817.45,1473.21,0.692765,4.02689,108.158,13.7175,1441.73,38.7043,107.163,103.942,2.22528,260.95,18.7653,697.373,44.3668,275.545,287.687,0.818784,2.95225,4.81034,1202.74,11.1,1.22637,0.950652,
90,1257.17,1721.88,1477.14,0.730114,4.10085,83.8644,11.7741,1411.21,39.8427,87.4353,83.6477,2.08985,314.289,18.3818,864.482,48.495,246.125,241.881,0.591047,2.95225,4.81034,1202.74,10.6064,0.867612,0.325787,
91,1257.17,1797.67,1607.89,0.699332,4.39815,123.891,12.092,1452.39,39.3685,85.8911,79.64,2.37331,347.075,16.9748,822.164,53.1155,258.142,246.506,1.33553,2.95225,5.17444,1202.74,10.6064,1.22637,0.950652,
92,1255.87,1688.1,1256.59,0.743958,4.1767,43.2977,14.183,1449.9,44.1312,67.3997,65.0139,2.4535,135.848,21.9246,809.08,72.6583,213.68,211.536,0.307558,3.48248,5.17444,1202.3,10.0108,1.22637,0.950652,
93,1251.06,1765.04,1466.89,0.708802,4.08145,72.7091,13.4388,1430.5,54.8587,96.0185,93.4356,2.15165,222.067,19.3307,737.511,108.162,250.942,257.074,0.36473,3.48248,5.17444,1202.3,10.0108,2.53832,0.974745,
94,1251.06,1823.87,1781.65,0.685938,4.1749,81.9559,15.3578,1540.81,36.8741,74.1738,70.5229,2.32029,286.738,26.4321,1073.28,52.7499,237.437,231.185,0.569652,3.48248,5.17444,1202.3,10.0108,1.94933,0.974745,
95,1251.06,1777.51,1542.16,0.703828,4.23276,78.8644,13.4717,1444.45,32.2154,103.719,100.561,2.18527,223.839,21.2907,859.702,38.3943,289.654,287.962,0.18478,3.48248,5.17444,1202.3,10.0108,2.53832,0.974745,
96,1251.06,1598.29,1222.01,0.782748,4.28196,41.4401,11.7488,1378.65,28.2478,68.1562,65.7675,1.88083,136.756,19.2622,745.99,37.7944,251.376,250.987,1.12423,3.48248,5.17444,1202.3,9.7547,2.08265,0.974745,
97,1251.06,1731.7,1548.78,0.722446,4.16842,58.5421,13.3632,1439.62,38.5436,90.0652,87.4024,2.04456,213.023,21.234,826.468,72.2723,287.971,290.618,0.810769,3.3727,5.37105,1202.3,9.7547,1.01889,0.491897,
98,1251.06,1837.73,1660.86,0.680767,4.53929,97.006,13.4443,1470.52,43.3282,106.074,102.81,2.16745,302.326,20.5776,841.893,81.8465,270.162,268.604,1.38327,3.48248,5.37105,1118.72,9.7547,2.53832,0.974745,
99,1250.82,1733.25,1378.53,0.721662,4.55416,71.8665,13.4751,1450.8,35.1894,80.1637,77.2084,2.46165,235.168,20.7614,793.503,53.7589,231.735,231.138,0.279383,3.48248,5.33055,1202.3,9.7547,2.53832,0.974745,
100,1247.22,1688.21,1317.29,0.738781,4.35908,40.8839,15.227,1513.55,41.2196,37.5333,35.4371,1.99566,137.7,26.4109,1028.71,74.2995,123.904,123.441,0.448681,3.48248,5.37105,1202.3,9.7547,0.424588,0.579697,
101,1244.24,1661.02,1182.48,0.749081,4.15711,58.0018,11.3381,1348.98,53.6354,93.5635,91.3471,1.60518,145.239,15.9096,584.28,110.906,274.526,285.213,0.411614,3.48248,5.37105,1202.3,8.56805,0.424588,0.579697,
102,1244.24,1759.64,1412.89,0.707096,4.32748,72.132,13.6724,1445.01,50.8491,88.0786,85.5781,2.16518,206.914,20.4215,770.731,105.177,253.126,251.26,0.398008,3.48248,3.16777,1202.3,8.56805,0.424588,0.579697,
103,1244.24,1636.4,1398.78,0.76035,4.51652,64.6256,11.8004,1402.99,34.1058,60.8715,57.4933,1.81515,227.529,18.0882,781.672,75.9921,235.627,227.51,0.76308,3.48248,5.37105,1202.3,8.56805,0.424588,0.579697,
104,1244.24,1530.32,1069.21,0.813055,4.26578,45.0733,11.2955,1356.76,33.8475,40.7366,38.3442,1.51751,149.506,17.693,681.457,65.1406,140.778,138.315,1.33297,3.48248,5.37105,1202.3,8.56805,0.424588,0.579697,
105,1244.24,1728.76,1504.29,0.719727,4.59434,75.1261,12.5619,1429.84,35.2744,87.7442,83.6237,2.23945,247.681,18.8677,744.945,57.4373,277.292,278.811,1.66463,3.48248,5.37105,1202.3,7.42411,0.424588,0.579697,
