Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.toe_angle_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.motion_ratio_heave_l.best,
11,907.379,5381.22,20905.6,0.168619,23.8966,0,96.9457,85.646,6.38208,939.493,97.2821,213.414,3918.16,24.8301,0,174.693,117.336,2.5862,690.181,172.838,387.591,19762.2,3.16905,0,1.46675,1.63664,1.17,658.854,1.84162,22.7973,34.6094,
12,890.542,1522.57,1437.52,0.584892,18.5216,0,128.771,106.431,6.01161,821.469,129.45,149.477,162.443,16.7382,0,280.343,156.097,1.80543,438.88,275.503,255.447,786.202,3.16905,0,1.81953,1.63664,3.06031,658.854,2.57008,22.7973,34.6094,
13,826.758,1991.33,3198.52,0.415178,21.8763,0,146.653,127.525,5.89047,947.173,147.431,210.679,384.106,26.2463,0,317.606,253.937,1.76549,749.026,321.564,414.766,1709.05,3.16905,0,1.81953,1.63664,1.7889,658.854,2.57008,19.5362,34.6094,
14,826.758,2093.04,3615.96,0.395003,22.5194,0,128.833,127.566,5.89255,954.415,130.95,224.112,498.755,25.2086,0,224.458,228.886,1.77491,705.929,228.893,433.317,2422.65,7.45657,0,1.81953,1.63664,0.666489,598.46,2.57008,10.8647,34.6094,
15,826.758,2482.62,4270.51,0.333018,26.2807,0,229.465,165.481,6.41132,1072.03,236.129,218.587,528.241,41.0222,0,473.158,399.232,2.53142,1158.5,484.063,393.667,2702.59,8.77336,0,1.81953,1.63664,1.54182,660.648,2.57008,19.5362,19.9439,
16,826.758,2504.28,4913.15,0.330137,22.8367,0,177.97,188.003,6.22577,1412.25,187.203,200.732,309.064,28.2093,0,448.623,536.697,2.80146,2980.61,487.719,405.537,1256.99,7.31285,0,1.81953,1.05434,1.66721,660.345,2.57008,19.5362,34.6094,
17,822.642,1962.68,1961.69,0.419143,27.2183,0,148.64,93.3353,5.94484,1091.62,149.372,307.091,139.452,32.7981,0,285.47,224.586,2.2086,964.316,285.449,498.238,215.296,1.42612,0,1.81953,1.26024,0.755548,659.185,2.57008,19.5362,21.9196,
18,822.642,2160.96,3986.98,0.380683,24.4319,0,64.4512,63.9162,5.52616,1003.24,64.9976,230.289,704.111,29.9085,0,164.019,151.404,1.55267,840.726,162.992,480.025,2929.47,7.71062,0,1.81953,3.60461,2.2875,659.185,2.57008,19.5362,14.3687,
19,812.861,1660.88,2599.67,0.489415,16.9475,0,134.576,68.9668,5.28026,801.937,135.284,136.615,361.274,14.4269,0,340.429,157.704,0.920892,403.514,336.833,266.594,1534.58,7.71062,0,2.33595,3.60461,2.84749,659.185,2.57008,19.5362,14.3687,
20,812.861,1310.71,1276.1,0.620167,17.2279,0,92.489,55.2172,5.87782,813.727,94.1931,156.203,75.7788,16.0525,0,245.86,125.14,2.08905,459.009,256.832,313.275,171.222,7.02364,0,2.33595,3.60461,3.68732,659.714,2.57008,27.8892,14.3687,
21,812.861,1677.29,2798.09,0.484629,16.7585,0,87.03,63.2805,5.6846,826.181,87.5662,204.053,386.733,14.7977,0,194.06,177.555,1.47039,408.697,195.102,392.5,2037.51,8.41677,0,2.33595,1.12325,3.04513,659.714,2.57008,27.8892,14.3687,
22,812.861,2101.4,3249.84,0.386819,23.3305,0,173.565,123.827,6.36158,1021.98,177.232,187.995,387.11,28.7813,0,418.921,348.876,2.53743,839.318,419.748,408.156,1833.5,8.41677,0,2.38225,1.12325,2.44054,659.714,3.2022,16.3805,14.3687,
23,808.78,1345.08,1413.85,0.601287,15.4945,0,88.845,75.1506,5.67558,785.107,89.7453,183.508,101.554,14.0016,0,245.036,165.938,1.42007,394.728,250.312,385.817,273.32,1.25309,0,2.38225,1.12325,0.950124,658.94,3.2022,27.8892,14.3687,
24,776.258,2562.99,6861.85,0.302872,20.7879,0,140.82,84.7927,5.83648,942.608,142.177,234.409,991.559,23.3322,0,298.589,252.639,2.42039,630.117,306.064,437.039,6033.76,7.10991,0,2.17698,0.884277,0.347151,658.94,2.54128,33.4391,13.8324,
25,776.258,1985.37,3120.7,0.390989,22.0951,0,167.938,119.665,5.70381,933.678,170.499,195.509,370.283,33.8585,0,412.831,330.287,1.91733,761.864,413.549,412.841,1725.82,7.10991,0,2.17698,0.884277,0.444349,658.94,2.54128,33.4391,13.8324,
26,776.258,2431.34,4710.23,0.319272,19.6275,0,139.108,88.6667,5.61517,906.668,140.348,258.648,872.66,23.7473,0,345.691,236.34,1.31951,692.407,349.865,483.101,3713.03,7.10991,0,2.17698,0.884277,0.0168483,658.94,2.54128,33.4391,21.2817,
27,776.258,2872.29,7267.98,0.270258,20.4086,0,139.978,91.7971,5.63704,926.612,141.274,224.287,1322.29,27.2329,0,363.937,243.954,0.904704,773.166,366.178,466.834,6410.5,7.10991,0,0.729744,0.884277,1.23794,658.94,1.42714,36.2187,14.9914,
28,769.723,2329.1,5725.93,0.330481,20.9483,0,119.851,101.143,5.57321,950.542,121.947,209.686,799.411,27.7111,0,311.325,312.535,1.6891,784.262,312.656,463.636,4997.95,7.10991,0,0.729744,0.884277,0.207743,658.94,1.42714,36.2187,16.852,
29,769.723,8260.22,41887.3,0.0931843,25.8616,0,272.523,171.972,5.8323,1107.18,276.284,306.727,6093.84,30.3868,0,487.649,444.831,2.98594,906.35,496.64,463.65,41965.6,7.10991,0,0.729744,0.884277,0.257713,659.14,1.42714,36.6427,16.852,
30,769.723,1955.19,3272.55,0.393683,20.4057,0,156.917,143.342,6.22535,1131.68,161.368,160.78,174.466,29.1887,0,427.052,420.8,2.7826,1793.38,441.059,363.659,5187.26,4.72087,0,0.729744,0.884277,1.4483,659.14,1.42714,32.8587,16.852,
31,769.723,11463.9,67505.6,0.0671435,25.5196,0,121.56,89.6105,6.48126,1077.7,124.854,275.739,9742.39,31.288,0,292.378,237.797,2.55387,879.52,310.207,497.594,67160.9,7.10991,0,0.729744,0.884277,2.21262,659.14,1.42714,36.6427,21.2817,
32,769.723,1352.84,1504.62,0.568966,17.6777,0,88.3334,53.6157,5.79068,874.088,89.1345,118.263,105.942,25.1825,0,277.567,218.075,1.86139,708.738,279.46,213.551,5823.62,7.10991,0,0.729744,0.466529,0.66144,658.948,1.42714,36.7709,21.2817,
33,769.723,1423.04,1627.57,0.540899,17.8566,0,109.619,43.9325,5.65856,852.737,110.123,195.488,87.6293,21.2554,0,284.107,129.537,1.6507,579.433,283.16,409.819,123.081,7.10991,0,0.729744,0.466529,1.00981,658.948,1.42714,38.2365,16.4119,
34,769.723,1846.13,2491.21,0.416939,17.626,0,96.0807,56.3953,5.69595,869.214,96.5642,288.643,415.909,19.7242,0,220.097,110.321,1.9106,547.474,219.711,519.575,1600.14,3.38704,0,1.21535,0.466529,2.1731,658.948,1.28636,36.9125,16.4119,
35,769.723,1540,1730.46,0.499822,21.8713,0,104.251,53.2252,5.61613,967.858,104.55,184.117,98.5063,30.0614,0,266.906,126.179,1.60355,816.769,267.399,379.186,278.52,7.10991,0,1.37025,0.466529,0.94864,658.948,2.38781,38.4864,13.139,
36,769.723,3911.29,14896.1,0.196795,23.0141,0,146.382,102.001,5.9842,1031.24,148.61,296.115,2157.95,26.9408,0,284.18,294.223,3.16322,738.068,293.777,518.934,14194.6,7.10991,0,1.37025,0.466529,0.880033,658.948,2.38781,38.4864,13.139,
37,769.723,1861.47,2864.99,0.413503,22.2991,0,106.665,55.7739,5.69894,979.414,107.098,203.766,380.754,29.6791,0,259.26,162.242,2.36585,827.608,268.119,452.028,2290.41,7.10991,0,1.16549,0.466529,1.59528,658.948,1.98164,38.1484,13.139,
38,763.702,1856.77,2247.52,0.411308,25.1575,0,143.417,76.7576,5.42936,1085.68,144.893,212.606,162.825,34.6633,0,376.911,264.752,1.37085,969.19,378.259,424.295,317.377,7.10991,0,0.331114,0.466529,0.96425,625.847,0.278269,38.1484,13.139,
39,763.702,1815.21,2324.29,0.420724,23.0175,0,142.049,121.96,5.74998,1040.73,146.136,214.257,121.307,30.57,0,353.12,355.076,2.15613,883.225,365.949,414.629,257.567,7.10991,0,0.192254,0.466529,1.22878,657.887,0.278269,38.1484,13.139,
40,763.191,1704.92,1910.48,0.44764,24.2567,0,78.5584,72.2735,5.34816,1052.88,79.1184,282.903,109.58,32.693,0,210.635,184.693,1.57542,910.023,207.456,503.956,224.594,6.69468,0,0.331114,0.466529,0.294791,659.297,0.278269,38.1484,13.139,
41,763.191,1777.23,1958.83,0.429428,22.0748,0,127.557,90.3146,5.4254,983.746,123.894,305.493,118.722,29.6571,0,288.634,227.007,1.67413,808.373,276.658,529.833,252.751,3.5501,0,0.255669,0.466529,1.08691,659.297,0.26015,38.1484,13.139,
42,763.191,1999.17,3200.45,0.381754,21.9003,0,119.93,115.984,5.85153,999.807,119.62,273.504,342.572,28.2062,0,367.855,366.872,2.31122,839.951,373.931,528.289,1718.71,7.10991,0,0.255669,0.466529,0.607961,659.107,0.26015,37.618,13.139,
43,763.191,2324.13,8904.18,0.328377,15.0924,0,46.6356,39.7462,5.65103,783.939,46.9756,145.258,1240.83,20.01,0,167.474,173.354,1.81782,557.788,165.726,372.137,7895.76,3.80673,0,0.255669,0.64876,2.21227,659.491,0.26015,39.1643,13.139,
44,763.159,11819,57534.8,0.0645704,28.4716,0,227.009,210.521,6.48922,1162.78,230.642,280.802,9672.31,37.8127,0,438.909,489.929,3.55111,1094.66,501.475,449.771,55824.5,7.10991,0,0.255669,0.946959,0.981012,659.916,0.26015,36.7155,13.139,
45,763.159,2035.71,2664.82,0.374886,23.204,0,115.476,97.0881,5.90317,1019.25,116.42,293.364,365.01,27.697,0,302.149,245.41,3.5884,795.405,306.976,522.084,1467.35,7.10991,0,0.143717,1.14115,0.470462,659.916,0.173601,39.1643,13.139,
46,761.421,1797.03,2537.04,0.423711,21.2912,0,93.4965,70.8151,6.21921,966.362,94.5106,230.25,314.085,27.2083,0,284.209,247.641,2.21172,759.58,285.877,461.814,1339.52,7.10991,0,0.143717,0.635267,2.88316,659.916,0.173601,39.1643,12.7271,
47,761.421,2656.37,4250.76,0.28664,21.019,0,215.799,159.332,6.34674,1060.39,220.967,357.545,614.976,22.8966,0,441.836,449.81,3.01884,962.054,451.643,578.918,2679.2,7.10991,0,0.255669,1.14115,1.79989,659.916,0.26015,35.9681,12.7271,
48,761.421,2052.82,2400.02,0.370914,27.4685,0,133.023,126.308,5.46438,1168.39,135.716,321.933,134.522,37.1547,0,320.353,334.9,2.75509,1046.55,324.991,561.624,346.695,7.10991,0,0.255669,1.14115,0.678342,659.519,0.26015,39.1643,12.7271,
49,761.421,2648.72,7117.15,0.287468,20.158,0,113.235,118.225,5.76531,971.779,115.475,307.898,996.18,25.0093,0,257.715,290.555,3.10152,722.127,265.019,565.604,6333.82,7.10991,0,0.255669,0.9851,0.700089,659.011,0.26015,32.6376,12.7271,
50,761.421,3196.42,10308.8,0.238211,23.4292,0,173.169,96.7034,5.42472,1021.99,175.238,193.323,1507.14,30.3485,0,403.684,289.161,1.70951,827.469,405.39,409.038,9608.98,7.10991,0,0.255669,0.9851,0.300015,659.916,0.26015,39.1643,12.7271,
51,761.421,1672.61,2355.18,0.455228,20.0391,0,147.109,118.214,5.41331,923.83,150.191,181.494,126.324,27.0656,0,362.966,293.166,1.79719,763.587,370.417,369.393,600.56,8.68465,0,0.595151,1.32026,0.795769,659.801,1.21873,42.5476,12.7271,
52,761.421,5554.95,24178.9,0.137071,23.3152,0,117.581,73.5732,5.38355,1006.72,115.072,250.42,3962.88,30.8131,0,310.055,264.421,2.10341,827.662,307.765,495.43,23666.4,8.68465,0,0.595151,1.32026,0.186775,659.916,1.21873,42.5476,12.7271,
53,750.407,2004.18,2328.71,0.37442,24.5723,0,189.418,100.956,6.22705,1038.59,186.619,286.896,170.904,29.9655,0,420.492,277.775,3.18532,794.665,420.356,494.907,340.773,8.68118,0,0.395634,0.672536,1.00779,659.804,0.665389,42.5476,12.7271,
54,750.407,2035.4,2222.7,0.368677,29.9729,0,161.266,76.3074,5.52589,1189.39,162.036,305.335,105.573,35.9081,0,356.835,216.736,2.26786,980.047,360.73,491.197,194.129,8.68465,0,0.395634,0.521859,0.534978,659.916,0.665389,42.5476,12.7271,
55,750.407,1599.59,1982.51,0.469123,18.5052,0,110.81,77.3681,6.10234,913.275,113.318,230.575,129.639,23.9132,0,301.511,286.247,2.36589,746.226,317.728,456.604,290.147,8.68465,0,0.395634,0.672536,1.44722,659.916,0.665389,42.5476,12.7271,
56,750.407,1781.95,1953.78,0.421116,19.5869,0,94.4371,100.959,5.79651,965.399,96.673,296.441,202.655,21.2084,0,190.35,263.326,1.7589,640.469,192.74,503.248,576.355,8.68465,0,0.395634,0.672536,1.74974,659.916,0.665389,42.5476,12.7271,
57,750.407,1771.78,1988.47,0.423533,23.7587,0,122.438,89.9561,5.36381,1043,123.189,255.765,108.305,32.4231,0,272.224,227.309,1.56178,887.634,274.581,471.889,233.388,8.68465,0,0.395634,0.153216,0.96408,659.916,0.665389,42.5476,12.7271,
58,750.407,1651.96,3160.73,0.454251,15.7609,0,90.2151,71.41,5.14689,828.483,90.9899,157.167,392.793,23.193,0,258.029,182.161,0.950873,648.499,261.547,329.137,2262.97,3.71887,0,0.395634,0.153216,1.45506,659.916,0.665389,42.5476,12.7271,
59,750.407,1638.07,1829.38,0.458103,20.4023,0,99.4198,65.2849,5.81384,950.083,101.144,299.852,96.075,26.723,0,242.821,166.532,2.47404,721.048,241.76,534.709,347.614,6.56632,0,0.252465,0.153216,0.746847,659.916,0.60781,42.5476,12.7271,
60,750.407,1763.1,3587.31,0.425619,18.3945,0,78.7954,62.8366,5.48213,879.856,79.5276,160.029,478.175,23.8042,0,253.791,199.385,1.56574,634.877,256.108,340.737,2683.26,8.68465,0,0.252465,0.153216,0.669995,659.916,0.60781,41.791,12.7271,
61,750.407,1295.46,1636.32,0.579259,16.4231,0,78.4267,47.439,6.04304,847.524,79.2378,147.904,72.462,20.2579,0,258.2,208.525,2.21628,576.534,260.291,356.128,244.852,8.39096,0,0.252465,0.153216,4.61252,659.644,0.60781,42.5476,12.7271,
62,749.576,1437.57,1608.71,0.521417,19.1113,0,75.445,53.891,5.19802,918.423,76.0665,181.334,108.105,26.0269,0,250.287,139.952,1.82589,706.846,250.233,382.68,269.997,8.68465,0,0.252465,0.153216,1.04905,659.916,0.60781,42.5476,12.7271,
63,749.576,2194.95,4666.54,0.3415,18.7483,0,116.614,76.8583,5.14476,915.566,119.427,179.659,762.936,24.8844,0,337.527,251.56,1.30822,762.532,342.865,357.795,3511.55,5.61242,0,0.252465,0.153216,0.900849,660.119,0.60781,42.5476,12.7271,
64,749.576,2565.37,7495.32,0.29219,16.882,0,147.123,82.9047,5.67475,823.705,148.604,245.701,1094.78,15.3671,0,309.904,159.056,2.40556,417.517,314.708,458.628,6668.04,8.76428,0,0.252465,0.153216,2.16768,660.119,0.60781,41.6776,12.2344,
65,749.576,1271.5,1285.73,0.58952,14.2217,0,76.118,51.297,5.17146,774.331,76.7442,212.696,60.9219,16.8867,0,251.837,166.981,1.29634,463.502,262.127,456.471,252.915,8.76428,0,0.252465,0.153216,1.67501,659.954,0.60781,42.8403,12.7271,
66,749.576,2183.87,3489.12,0.343232,25.1967,0,179.084,95.8106,5.32122,1053.93,180.262,242.917,401.35,35.7567,0,416.916,298.102,1.95367,977.042,418.849,463.556,2218.12,8.76428,0,0.252465,0.153216,1.31244,660.119,0.60781,43.2513,12.7271,
67,749.576,1835.16,2827.49,0.408453,20.6079,0,148.268,66.1032,5.3255,937.458,148.715,253.569,255.11,27.4714,0,335.51,191.529,1.59326,747.719,341.219,472.791,1277.85,8.76428,0,0.252465,0.153216,0.517832,660.119,0.60781,43.2513,12.7271,
68,749.576,2309.05,3504.93,0.324626,25.6795,0,188.198,91.2923,5.45199,1075.61,189.371,310.961,422.479,32.0206,0,400.579,253.625,2.08858,911.714,403.741,531.109,2191.03,8.76428,0,0.252465,0.153216,1.68726,660.119,0.60781,43.2513,12.763,
69,749.576,1562.97,2064.61,0.479585,16.7136,0,114.665,37.806,5.6494,819.724,114.862,255.57,197.977,19.9752,0,309.497,119.315,2.05126,536.332,305.734,549.2,734.812,8.76428,0,0.252465,0.153216,2.30536,660.119,0.60781,44.0879,12.3353,
70,749.576,1706.99,1902,0.439121,22.8251,0,138.528,101.924,5.46678,1021.76,140.013,164.946,111.525,29.5862,0,361.371,298.776,1.62023,812.543,357.515,259.086,235.476,8.76428,0,0.252465,0.153216,1.64091,660.119,0.60781,44.0879,12.3353,
71,745.824,2010.11,2595.7,0.371036,24.8477,0,157.362,131.383,5.69353,1046.55,160.732,303.664,179.877,38.1476,0,373.925,382.906,2.2742,874.751,381.42,532.617,529.695,8.95703,0,0.252465,0.153216,1.48325,660.252,0.60781,44.2328,12.3353,
72,745.824,2183.85,4689,0.341517,21.9455,0,104.438,92.9247,5.51824,1016.36,105.813,175.451,661.406,32.0571,0,310.456,304.75,1.53575,924.302,319.672,366.338,3411.35,8.95703,0,0.252465,0.153216,0.677985,660.252,0.60781,44.2328,12.3353,
73,745.824,4648.47,19389.5,0.160445,22.6802,0,181.394,130.682,5.58799,1033.62,183.303,254.499,2836.71,26.2054,0,455.466,385.684,2.31332,760.943,447.653,427.047,18891.6,9.14309,0,0.252465,0.387809,1.64402,660.962,0.60781,43.584,12.3353,
74,745.824,1660.51,1836.14,0.449155,20.0728,0,97.2968,98.707,5.69807,967.818,98.4375,292.967,79.5091,26.9891,0,228.207,283.874,1.51635,772.799,240.184,511.623,1205.63,8.97808,0,0.252465,0.521662,3.37032,660.501,0.60781,44.6606,12.1749,
75,745.76,1892.47,2240.25,0.394068,22.4095,0,138.269,145.723,5.8063,1029.7,127.569,298.977,124.016,30.6734,0,282.746,595.348,3.12285,875.173,254.52,481.593,255.618,6.71125,0,0.252465,0.521662,0.981726,627.972,0.60781,29.5068,11.5625,
76,742.442,1730.32,2223.85,0.429079,24.2839,0,99.3493,63.0191,5.85454,1059.28,99.9343,240.461,138.131,34.6098,0,305.019,273.258,2.60683,997.736,307.623,481.777,343.182,9.14309,0,0.252465,0.521662,2.64554,660.962,0.577579,44.6606,12.1749,
77,742.442,2785.38,4194.18,0.26655,25.5994,0,238.697,140.48,6.3522,1122.64,242.161,369.644,639.804,30.0878,0,501.906,410.668,2.8467,915.519,492.405,600.204,2575.95,9.14309,0,0.342695,0.521662,1.17968,660.962,0.577579,23.0875,12.1749,
78,742.442,2760.39,8581.18,0.268962,19.7198,0,136.304,112.106,5.5887,949.577,136.868,215.186,1185.04,26.1103,0,344.677,309.147,2.60236,701.441,342.812,446.004,7607.01,9.14309,0,0.342695,0.521662,1.42545,660.962,0.559892,44.6606,10.2828,
79,742.442,1672.39,2332.39,0.443941,21.4084,0,126.269,103.759,6.04358,997.32,128.011,191.675,97.9037,29.3587,0,355.536,360.85,2.38191,863.304,361.35,384.787,774.336,6.33252,0,0.338789,0.521662,0.878619,660.614,0.56839,45.8715,12.1749,
80,742.442,2904.07,6056.61,0.255656,24.04,0,169.559,84.6318,5.9956,1045.02,173.073,307.305,1094.44,31.7244,0,406.772,286.991,3.00414,841.558,414.944,580.63,4594.89,9.14309,0,0.286437,0.485266,1.08792,660.962,0.413846,44.7897,12.1749,
81,742.442,1799.32,2011.26,0.412625,24.3596,0,137.111,94.5915,5.23823,1062.37,138.113,246.203,91.3255,31.0741,0,310.883,232.255,1.75785,847.276,311.4,426.154,494.924,9.65674,0,0.286437,0.485266,0.933792,662.003,0.413846,46.3205,11.9757,
82,741.815,1405.83,1520.31,0.527672,15.1257,0,130.025,62.9376,6.10083,787.901,130.471,185.585,87.6806,20.452,0,345.854,173.756,2.17726,556.607,345.706,370.942,222.062,9.30732,0,0.286437,0.485266,4.53879,662.003,0.413846,46.4128,10.8109,
83,741.815,3027.33,10040.4,0.245039,20.4162,0,135.729,119.739,5.69742,923.308,136.901,252.994,1432.55,26.8211,0,303.4,303.129,1.456,719.895,308.263,450.621,9470.18,9.65674,0,0.243345,0.390097,2.18222,662.003,0.413846,45.2564,11.9757,
84,741.815,1863.78,3008.69,0.398017,24.9727,0,82.1755,38.9846,5.35643,1064.53,82.4101,234.434,330.913,35.5162,0,258.958,141.966,1.35051,972.191,261.498,479.5,1821.88,9.65674,0,0.243345,0.390097,0.0366886,662.003,0.413846,46.1946,11.7893,
85,740.19,1762.38,2853.48,0.419996,15.4117,0,91.6532,72.1905,5.64891,833.543,92.6771,224.263,426.988,18.2898,0,246.32,229.424,1.0047,502.711,249.503,451.848,1960.51,9.59143,0,0.169327,0.390097,4.54338,661.897,0.413846,46.0241,11.576,
86,740.19,1843.93,2905.92,0.401419,20.4765,0,169.748,129.22,5.55618,954.078,170.745,200.203,193.906,26.5473,0,429.999,341.821,1.5618,695.072,435.872,419.221,957.702,9.58192,0,0.169327,0.304219,0.980421,661.929,0.413846,46.1946,11.576,
87,740.19,3286.26,7385.07,0.225238,22.1983,0,103.651,72.3761,5.13605,1003.35,104.415,273.24,1701.9,29.8461,0,292.874,218.203,1.84833,812.689,281.391,499.873,6158.6,9.58192,0,0.169327,0.304219,0.698354,661.929,0.413846,45.7151,11.576,
88,740.19,1406.45,1540.36,0.526281,15.9967,0,100.83,84.2497,5.37668,859.022,101.726,148.716,90.539,20.9288,0,288.137,268.98,1.96014,604.265,290.278,279.554,1208.04,8.48881,0,0.169327,0.304219,1.21807,661.929,0.413846,45.5411,11.576,
89,739.365,2252.61,4434.99,0.328227,22.2948,0,134.888,131.669,5.71945,1025.51,137.56,226.029,568.938,29.2731,0,310.853,299.972,2.59694,816.705,314.251,410.836,3259.43,9.58192,0,0.169327,0.304219,1.62352,661.929,0.413846,23.3381,11.4329,
90,739.365,1564.36,2553.34,0.472631,16.2748,0,109.252,72.423,5.36432,841.622,110.941,135.408,273.076,23.2573,0,371.459,323.558,1.62523,714.767,378.203,315.624,1088.12,9.58192,0,0.169327,0.304219,1.81652,661.929,0.413846,46.0028,11.6818,
91,739.365,2156.03,2845.8,0.342928,26.9176,0,183.787,122.946,5.88569,1121.77,185.947,338.695,170.083,35.8421,0,415.532,348.273,3.06219,987.332,424.027,574.772,666.287,9.65674,0,0.169327,0.210501,0.847923,662.003,0.438925,45.983,11.6818,
