Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.roll_center.z.avg,Heave.front.king_pin_inclination_l.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.roll_center.z.std_dev,Heave.front.king_pin_inclination_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.roll_center.z.best,Heave.front.king_pin_inclination_l.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
10,103.841,196.95,144.611,0.527244,89.6317,5.0823,7.67891,2.25568,0.973049,2.66139,0.268623,14.9088,1.54602,21.8535,48.0222,0.829572,1.23857,111.094,3.54597,9.85019,1.30384,0.517894,2.94523,0.117595,13.0036,1.26866,36.0728,12.3962,0.74906,0.521591,23.5943,0.872011,0.0916775,0.0305215,0.464565,0.0649637,0.0963552,0.0750011,0.0188053,0.129848,16.8834,0.0089992,0.310071,
11,103.841,195.747,161.323,0.530484,72.9316,5.9679,9.4072,2.01515,1.08907,2.54087,0.282432,18.4141,1.45509,29.6949,49.7057,1.03123,1.21224,74.9242,5.39538,14.7025,1.46313,0.515027,2.00466,0.0970807,21.6544,1.20667,58.0991,10.2149,0.885134,0.488491,16.8929,0.837306,0.0916775,0.0305215,0.324511,0.0649637,0.0963552,0.0750011,0.0539683,0.129848,20.884,0.0089992,0.22016,
12,103.841,148.343,21.8853,0.700005,52.7136,3.7236,8.30749,2.30661,0.882589,1.90465,0.261494,11.124,1.76305,12.5532,50.7847,0.747056,1.27106,23.2735,2.70272,16.0017,1.30299,0.277179,1.87282,0.0823125,10.7815,1.14052,16.1468,10.9997,0.896285,0.956318,16.8929,0.785075,0.0916775,0.0305215,0.324511,0.207488,0.0388428,0.0750011,0.0539683,0.129848,5.13927,0.0089992,0.22016,
13,103.841,157.287,102.087,0.6602,61.77,3.54862,5.42002,2.27843,0.915481,1.97769,0.294853,13.1137,1.94494,12.126,51.9772,0.690487,1.22975,93.0781,2.32448,3.99632,1.17144,0.656895,1.80345,0.164571,8.98755,1.31847,8.98287,8.0667,0.681333,0.474545,16.8929,0.785075,0.0916775,0.0305215,0.324511,0.207488,0.0963552,0.0750011,0.0539683,0.129848,40.2554,0.0089992,0.351114,
14,103.841,170.884,127.928,0.607668,60.6249,4.3312,6.16346,2.35791,0.894585,1.95278,0.299102,14.9036,1.96854,20.1683,55.2245,0.742815,1.25241,67.783,4.64787,6.58613,1.1226,0.359278,1.80363,0.0785682,19.3726,1.387,43.5156,9.59476,0.65461,0.487212,21.8722,0.785075,0.0916775,0.0305215,0.450396,0.207488,0.0963552,0.0750011,0.0539683,0.129848,37.1473,0.0089992,0.351114,
15,103.841,147.902,81.8779,0.702091,42.2364,2.9679,5.96715,2.00669,0.829727,1.61349,0.31972,11.6665,2.10247,15.8879,60.3087,0.538155,1.45757,17.8783,2.08829,14.4061,1.16777,0.244116,1.84597,0.0838636,9.03147,1.27366,32.0373,26.4939,0.411705,0.700571,15.4461,0.675869,0.0916775,0.0305215,0.450396,0.149122,0.147472,0.0750011,0.243759,0.129848,43.7028,0.0416481,0.351114,
16,103.841,183.332,215.218,0.566409,60.2985,5.2181,6.76908,1.81982,0.867557,1.77211,0.371017,20.6313,2.18843,18.3731,62.8023,0.564402,1.65642,119.136,8.45984,20.6765,1.33762,0.586832,3.11874,0.128547,41.1849,1.31932,44.0298,14.1512,0.413778,1.18352,10.085,0.675869,0.0916775,0.0305215,0.234856,0.149122,0.191074,0.166661,0.243759,0.129848,13.5561,0.0416481,0.441231,
17,103.841,198.873,233.687,0.522147,69.3358,4.01948,8.36316,1.66173,0.952635,2.17278,0.422191,14.2835,2.09959,24.2813,68.7662,0.679488,1.83495,141.265,3.65065,20.8766,1.26799,0.897304,3.98225,0.252595,21.6917,1.38014,58.5612,17.3959,0.615436,1.59419,10.085,0.675869,0.0916775,0.0305215,0.352511,0.140408,0.191074,0.735211,0.0215894,0.129848,35.1449,0.0981834,0.441231,
18,103.841,170.952,173.059,0.607429,51.0173,3.87352,5.92433,2.06261,0.860908,1.71625,0.365383,12.5621,2.28087,23.3905,64.6667,0.627376,1.60369,83.2353,4.76943,13.8544,1.52299,0.59309,2.94743,0.11087,21.0086,1.56674,68.3145,16.0194,0.564835,0.834391,10.085,0.666486,0.0916775,0.0305215,0.318511,0.140408,0.0514801,0.355169,0.0215894,0.129848,10.0497,0.0813331,0.390239,
19,103.841,160.885,166.58,0.645434,56.0478,4.14485,3.83653,1.91885,0.799194,1.63149,0.386413,12.5746,2.17642,9.98132,65.2113,0.560816,1.61584,112.626,5.4763,9.47241,1.44381,0.631468,2.61991,0.102384,24.5744,1.42968,27.4273,8.76856,0.556224,0.866208,19.3606,0.666486,0.0916775,0.0305215,0.318511,0.140408,0.208742,0.135909,0.0215894,0.129848,28.4262,0.0813331,0.910827,
20,103.841,187.864,215.453,0.552746,69.9147,4.1449,6.96421,1.95086,0.932633,1.99039,0.405371,10.162,1.99098,22.263,64.9731,0.573647,1.59782,129.784,5.26052,17.2851,1.55146,0.793611,3.29148,0.120004,23.4012,1.32875,58.8826,12.02,0.426579,0.545323,19.3606,0.691745,0.0916775,0.0305215,0.293482,0.140408,0.323498,0.135909,0.178383,0.129848,25.4933,0.1377,0.890788,
21,103.841,153.494,165.733,0.676515,45.3494,3.02553,3.76087,1.77363,0.733657,1.66446,0.380441,4.42633,1.62196,17.2799,71.4093,0.495499,1.57285,86.0849,1.74212,11.7336,1.54862,0.357667,4.12632,0.0546714,9.24308,1.0519,55.8849,30.8038,0.495482,0.69743,19.8817,0.691745,0.0916775,0.0305215,0.27282,0.12239,0.323498,0.164665,0.195522,0.129848,35.8754,0.188898,0.321717,
22,103.841,206.863,295.944,0.501979,65.2657,5.84507,8.03075,1.65792,0.845103,1.56326,0.40056,16.2431,1.33704,24.372,78.7627,0.615156,1.92464,137.358,9.98774,23.9543,1.42561,0.719504,2.55774,0.143254,43.3256,0.87179,69.4723,73.7593,0.762755,1.77961,20.2314,0.691745,0.0916775,0.0305215,0.27282,0.129364,0.114369,0.164665,0.152458,0.129848,29.1255,0.188898,1.26205,
23,103.841,159.992,165.222,0.649037,47.6585,4.06468,5.30242,1.70781,0.804382,1.60643,0.352852,9.40618,1.26882,19.1564,66.6423,0.449561,1.57193,74.8478,5.26612,14.4702,1.54363,0.557184,3.15853,0.0899951,24.8921,0.90751,55.0765,15.8135,0.402289,0.935245,20.2314,1.65296,0.0916775,0.0305215,0.27282,0.129364,0.0316916,0.0683307,0.152458,0.129848,29.3424,0.188898,0.450418,
24,102.405,130.976,99.3749,0.78186,35.7463,2.80424,5.28332,1.13004,0.712681,0.973484,0.362641,5.51506,1.10409,10.226,65.1519,0.415342,1.55049,44.5168,1.56512,19.9721,1.11704,0.395212,1.00856,0.073112,14.2807,0.488449,38.0875,10.8775,0.344847,0.791021,20.1097,1.65296,0.0916775,0.019501,0.293482,0.129364,0.0187819,0.60097,0.116737,0.129848,14.4329,0.186821,0.90294,
25,102.405,173.243,199.577,0.591103,55.1719,3.52861,6.87063,1.20717,0.732907,1.82962,0.388733,9.23596,1.26951,26.1607,64.8159,0.467551,1.56403,95.6579,4.00976,20.9233,1.00585,0.52585,3.94868,0.112858,21.3035,1.40362,77.9814,9.9071,0.50629,0.960117,20.1097,2.1071,0.0916775,0.019501,0.293859,0.129364,0.0299636,0.60097,0.0502623,0.039632,23.0026,0.186535,0.635841,
26,102.405,162.384,191.659,0.630632,59.0799,2.86018,3.54017,1.21372,0.722181,1.51429,0.395964,6.52816,0.913811,18.8432,64.9227,0.449945,1.39969,119.349,0.982426,10.4466,1.15334,0.423569,2.91829,0.151724,14.4195,0.580914,61.7589,8.48319,0.475893,0.21201,20.1097,2.1071,0.0916775,0.019501,0.317485,0.129364,0.339415,0.588658,0.0273125,0.039632,19.5219,0.186535,0.507715,
27,102.405,196.632,254.227,0.520792,81.6812,2.9333,8.09361,1.39271,0.860017,1.64904,0.430117,6.56296,0.960355,25.6037,64.3392,0.467603,1.65848,154.168,1.08789,25.2308,1.49477,0.908467,3.12971,0.191417,12.4524,0.494113,71.8812,9.43805,0.491306,1.15354,20.1097,2.07106,0.0916775,0.019501,0.377478,0.129364,0.339415,0.588658,0.0506104,0.039632,21.4333,0.186535,0.811376,
28,102.405,155.722,173.792,0.65761,50.435,3.69044,3.6639,1.31755,0.680261,0.892665,0.376634,6.66439,0.954194,20.7631,64.4001,0.468854,1.41527,92.8177,4.64225,12.5129,1.26889,0.515342,0.952436,0.0818713,17.9833,0.616101,66.2714,8.99251,0.506951,0.450923,20.1097,2.1071,0.0916775,0.019501,0.369814,0.142028,0.219751,0.383336,0.044627,0.039632,20.6918,0.186535,0.349854,
29,102.405,133.969,144.012,0.764389,39.6193,3.64253,3.00007,1.0192,0.593161,0.858458,0.379553,7.02304,1.10988,8.86778,65.9532,0.385752,1.51733,84.9259,5.43845,12.0728,0.951771,0.245467,0.839952,0.0815741,26.445,0.890534,44.5405,8.78525,0.420744,0.676836,22.0872,2.05287,0.0916775,0.019501,0.369814,0.124917,0.238241,0.383336,0.0506104,0.039632,10.238,0.188898,1.13854,
30,102.405,154.977,260.854,0.660775,57.3153,3.13106,4.15814,1.02627,0.684865,1.16467,0.383684,5.21294,1.22022,10.7161,68.0123,0.381494,1.56958,177.298,3.74394,17.4792,1.11442,0.421453,2.07763,0.107071,19.0107,1.82077,46.2643,5.39114,0.403109,1.35687,22.0872,2.02784,0.0916775,0.00893042,0.366259,0.125001,0.278241,0.383336,0.149703,0.039632,62.1863,0.186077,0.954003,
31,102.405,165.18,215.168,0.619959,61.0865,3.81796,4.57944,1.13281,0.816652,1.55017,0.391521,8.45174,0.962913,14.8152,65.6584,0.483365,1.4329,134.604,4.94279,15.1528,1.1601,0.635777,3.00403,0.137848,23.9728,0.450832,50.8061,9.0093,0.62085,0.628916,20.8708,2.02784,0.0462266,0.019501,0.369814,0.125304,0.03067,0.526903,0.0166416,0.039632,18.0976,0.186077,0.53673,
32,102.298,172.437,273,0.593249,50.6796,3.81171,5.40509,0.890445,0.635942,0.991404,0.393415,8.19108,1.09101,15.1866,83.2172,0.392669,1.55081,113.816,6.25569,19.4297,1.02325,0.251447,1.69544,0.110777,28.047,0.497122,56.5416,117.527,0.411256,0.826102,22.0872,2.02784,0.0594211,0.019501,0.203113,0.125304,0.344208,0.526903,0.149703,0.039632,35.7522,0.183411,1.13854,
33,102.089,176.424,210.513,0.578657,64.6321,4.36465,6.68369,1.18595,0.770835,1.24551,0.38378,12.7248,1.22935,16.8446,64.1903,0.556426,1.61167,118.776,6.81141,21.326,1.37418,0.543967,2.96814,0.120501,33.2277,0.984417,47.9441,17.3513,0.811615,1.31225,22.5351,2.02784,0.0916775,0.019501,0.203113,0.125304,0.0744534,0.526903,0.149703,0.039632,28.7276,0.18332,0.556508,
34,102.089,139.05,146.086,0.734186,50.5731,3.13189,3.00709,0.907264,0.666751,1.34032,0.386435,7.10092,1.04475,4.46908,64.5962,0.364443,1.462,109.195,4.97108,10.2598,1.15855,0.250284,3.6962,0.0947103,28.9336,0.316933,19.4723,10.2696,0.434138,0.569674,22.5351,1.97311,0.0916775,0.019501,0.203113,0.125304,0.342674,0.276507,0.149703,0.039632,17.3884,0.181872,1.13378,
35,100.836,152.433,171,0.661511,53.4271,3.1138,4.17387,0.850765,0.687942,1.41861,0.365089,5.53673,1.2548,15.277,64.5536,0.350296,1.42301,103.702,3.92334,16.9362,1.07524,0.281702,3.58662,0.0738781,18.3961,0.825497,52.696,9.1002,0.355247,0.539982,23.4305,1.958,0.0916775,0.019501,0.203113,0.145299,0.0764771,0.124137,0.149703,0.039632,11.491,0.182169,0.689345,
36,100.836,162.282,176.842,0.621362,57.5161,3.1968,5.98578,1.02099,0.855156,1.43172,0.365884,6.07378,1.0464,19.7006,63.2311,0.394174,1.46335,94.9665,3.73767,16.288,1.30419,0.676853,3.28785,0.0941008,17.0985,0.488064,58.3357,10.3093,0.45602,0.578764,23.4305,1.59897,0.0940949,0.019501,0.203113,0.114899,0.106544,0.0629141,0.149703,0.039632,12.674,0.18332,0.61024,
37,100.836,173.661,202.776,0.580647,66.5754,3.1326,7.35403,0.881169,0.854264,0.984225,0.380818,8.6804,1.13162,19.1172,62.6101,0.491129,1.46819,114.354,3.17237,21.1043,1.2094,0.711085,1.90655,0.125192,20.6772,0.547936,61.8164,10.2108,0.62383,0.609029,23.4305,1.87706,0.0940949,0.019501,0.203113,0.129061,0.187121,0.0629141,0.134679,0.102786,18.2063,0.18332,0.222352,
38,100.836,165.76,194.009,0.608325,52.6149,4.00397,5.51318,0.75717,0.769271,1.19989,0.36793,10.2957,1.22467,23.2236,63.8348,0.430913,1.52394,85.6513,6.96465,16.7047,1.1838,0.510715,2.5411,0.0876734,30.8745,0.873437,70.2136,9.47036,0.533023,0.590118,23.8427,1.82165,0.0940949,0.019501,0.203113,0.109514,0.0398184,0.0368673,0.458544,0.102786,12.9589,0.18332,1.13378,
39,100.836,129.659,128.63,0.777699,46.1986,2.39437,3.16305,0.641082,0.647753,0.669514,0.368637,2.93018,1.12364,5.74971,63.945,0.338887,1.48875,93.513,0.98278,16.8862,1.07741,0.229531,1.2044,0.0682255,11.1196,0.231185,27.1344,8.15457,0.354818,0.846408,23.8427,1.79476,0.116748,0.019501,0.203113,0.116979,0.21071,0.0629141,0.747651,0.102786,11.6184,0.18332,0.741822,
40,100.836,142.255,158.989,0.708838,40.0742,2.80831,5.46126,0.509979,0.737465,0.819622,0.356706,5.39168,1.0653,11.2657,71.9612,0.350403,1.45328,57.5214,3.4069,19.5178,0.699149,0.461168,1.16663,0.0304921,19.1929,0.327491,45.3916,59.6187,0.425184,0.602163,23.8427,1.85665,0.18551,0.019501,0.203113,0.116979,0.17499,0.00987256,0.489231,0.102786,24.5204,0.18332,1.13378,
41,100.836,184.854,279.042,0.545489,61.6716,2.53896,8.09854,0.689314,1.48693,1.1881,0.419235,5.09573,1.14164,14.4803,85.8584,0.402399,1.78293,153.811,1.56889,26.4474,1.13234,5.62827,2.67473,0.250945,15.8422,0.787142,54.4404,100.946,0.51025,1.73156,23.8427,1.9086,0.254267,0.019501,0.203113,0.116979,0.348415,0.00987256,0.766365,0.102786,61.7788,0.18332,1.1141,
42,100.836,138.385,130.901,0.728662,44.1184,2.44909,5.08541,0.692342,0.688001,1.05558,0.351115,4.8539,1.09051,13.6872,62.4033,0.387522,1.52266,62.3603,2.23973,15.9271,1.3308,0.574362,1.91788,0.0914964,14.3639,0.688765,52.015,25.9319,0.286281,0.936094,23.8427,0.656527,0.0977186,0.019501,0.203113,0.116979,0.0384774,0.00987256,0.596519,0.102786,11.0382,0.181619,0.97416,
43,100.836,153.118,172.476,0.658549,43.0467,3.65101,5.79668,0.563877,0.704537,0.656059,0.351299,8.10717,1.07221,21.2011,66.0122,0.389311,1.56598,55.0903,6.07557,19.3748,1.02484,0.427521,1.18021,0.0628137,26.9117,0.465427,70.245,20.5885,0.391454,0.845896,23.8427,1.78629,0.149494,0.019501,0.203113,0.100698,0.0501023,0.0580662,0.590898,0.102786,13.3625,0.184707,1.16281,
44,100.836,164.953,213.31,0.611301,61.451,4.1501,8.30512,0.548351,0.707099,0.931579,0.378682,9.9048,1.11235,11.0547,64.2828,0.452036,1.67425,118.381,7.16033,25.4991,1.02977,0.504334,1.85515,0.10035,33.4536,0.922995,48.8059,8.58644,0.585485,1.15553,25.3685,1.78629,0.16538,0.019501,0.203113,0.114366,0.204997,0.012259,0.559031,0.104956,30.1675,0.1793,1.19937,
45,100.721,156.508,180.434,0.643552,53.9209,3.04433,5.79394,0.713589,0.744809,1.24507,0.348885,6.72349,1.00252,17.1414,63.6786,0.509905,1.64054,91.3831,4.30587,19.3663,1.38614,0.503667,2.68931,0.080842,20.1359,0.345055,60.7422,8.18676,0.704283,0.903261,25.2345,1.75264,0.16538,0.019501,0.203113,0.114366,0.0427283,0.012259,0.0552845,0.104956,26.2682,0.1793,1.19937,
46,100.721,186.641,283.502,0.539652,48.0177,2.95751,8.40556,0.6396,0.733251,1.45711,0.382709,7.09463,1.03745,22.644,91.228,0.440514,1.60244,74.838,4.27905,25.4663,1.14887,0.38531,3.71872,0.138707,23.7219,0.589968,78.0831,155.562,0.572979,0.947797,25.3685,1.88044,0.16538,0.0264601,0.203113,0.113935,0.0762455,0.0580662,0.156896,0.104956,35.6544,0.1793,1.15131,
47,100.721,148.486,200.748,0.678321,33.3416,3.47073,4.98643,0.542463,0.710576,0.937096,0.351672,7.31086,0.992962,4.44736,89.3482,0.422351,1.62336,22.7668,5.11302,15.8856,1.08669,0.301754,2.44813,0.0709905,23.0917,0.427293,20.7318,157.648,0.566635,1.01474,25.7972,1.86855,0.10385,0.0194074,0.255082,0.113935,0.102983,0.0574664,0.465386,0.0527749,26.6457,0.1793,1.17163,
48,100.721,179.366,226.486,0.56154,65.1752,4.06158,6.41986,0.694201,0.91014,1.49672,0.370075,11.974,0.933162,23.0259,62.3231,0.404882,1.57694,123.568,7.29704,20.8425,1.29067,0.668482,3.23541,0.161239,35.8013,0.39467,71.5372,28.9397,0.465234,0.70023,25.7972,1.89517,0.0914198,0.0264601,0.255082,0.113935,0.103992,0.0574664,0.0175538,0.0527749,17.8387,0.1793,1.19937,
49,100.351,893.358,5298.64,0.11233,59.708,2.78783,8.6331,0.532733,0.768048,0.911389,0.380086,6.29597,1.08457,15.6372,794.426,0.416619,1.77623,126.024,3.59288,31.2949,1.02712,0.507891,1.7349,0.098249,22.1321,0.958663,61.4911,5170.66,0.534238,2.04212,25.2684,1.88296,0.107398,0.0264601,0.255082,0.113935,0.264036,0.0251592,0.549796,0.0527749,11.0511,0.1793,1.19937,
50,100.351,171.026,199.024,0.586757,62.084,3.87627,5.19412,0.620885,0.87616,1.28775,0.38204,9.23108,1.04868,20.2068,64.1667,0.409093,1.64242,107.693,5.84453,13.9391,1.27398,0.690761,3.09898,0.123815,25.7108,0.646285,59.9617,723.078,0.467523,0.912408,25.7972,1.88296,0.135736,0.0264601,0.489503,0.113935,0.146205,0.0570406,0.559008,0.0675912,31.0462,0.1793,1.19937,
51,100.351,140.184,167.973,0.715849,54.8712,2.43895,4.26881,0.379774,0.833465,0.786386,0.384092,3.37697,0.871909,6.65564,63.5482,0.380403,1.38843,115.662,1.83389,15.5112,0.82553,0.824127,1.92401,0.126248,12.8457,0.301261,30.1862,5.29906,0.501543,0.399622,26.8362,1.88296,0.0873997,0.0256762,0.439045,0.113935,0.308199,0.0570406,0.559008,0.0675912,31.8741,0.1793,0.581529,
52,100.351,121.783,139.563,0.824012,38.1148,2.89297,2.8781,0.222962,0.706274,0.633138,0.362351,5.25904,0.941075,4.27691,63.5507,0.319922,1.62489,65.4427,5.95384,15.5834,0.427994,0.38213,1.85736,0.0264952,34.0476,0.853595,21.731,8.24572,0.334751,1.90285,26.4333,1.88296,0.135736,0.0264601,0.439045,0.113935,0.350191,0.0544175,0.559008,0.0675912,6.28552,0.181032,1.18553,
53,100.351,136.473,138.841,0.735314,39.3207,3.37505,5.77824,0.332305,0.752693,0.641942,0.350056,7.47627,0.925637,13.311,62.2406,0.384984,1.58394,44.4355,6.72982,20.4722,0.69412,0.428024,1.55102,0.0503932,32.4492,0.423115,50.7939,10.0224,0.426873,1.04229,26.8362,1.40142,0.135736,0.0241655,0.392474,0.111529,0.0904246,0.0142976,0.605923,0.0360236,9.27466,0.181032,1.19937,
54,100.351,208.171,246.039,0.482058,83.2054,4.22223,11.6548,0.689283,1.69957,1.68737,0.359298,12.0585,1.10327,29.4629,59.6277,0.589783,1.81143,132.054,6.60214,28.6986,1.29388,5.34659,3.88572,0.103888,29.1889,1.25454,73.3418,12.0482,0.756637,1.54408,27.3485,1.9016,0.135736,0.0243797,0.489503,0.111529,0.0278868,0.0142976,0.0464456,0.0360236,15.2304,0.184707,1.04775,
55,100.21,141.148,162.317,0.709964,48.9354,2.41887,4.02161,0.41107,0.701754,1.1288,0.374069,3.73461,0.955093,11.6099,65.0256,0.383094,1.44836,104.158,3.04872,15.6502,1.08812,0.271385,4.32501,0.0850052,16.2798,0.831457,51.4974,11.3257,0.437819,0.585323,27.3485,1.62151,0.135736,0.0206211,0.489503,0.112034,0.320503,0.0142976,0.46763,0.0360236,22.6695,0.184707,0.9184,
56,99.5346,132.104,129.417,0.753458,49.8176,2.90938,3.04804,0.283678,0.740293,0.472328,0.376371,4.16481,0.869583,3.91345,63.6544,0.437234,1.41669,97.8848,4.09532,11.52,0.63117,0.423504,0.992878,0.104913,16.4442,0.412082,18.5944,6.03534,0.530286,0.402509,27.3485,1.83374,0.135736,0.0206211,0.535427,0.112034,0.350191,0.00835873,0.605923,0.0360236,28.98,0.184707,1.19937,
