Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.roll_center.z.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.roll_center.z.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.roll_center.z.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
10,30.4182,117.006,44.6509,0.259971,46.4563,12.9399,0.741683,0.830539,1.79014,16.1762,0.340126,1.9049,33.0586,0.726543,2.04109,30.0705,9.84217,0.677928,0.359268,1.47668,12.272,0.177206,1.22412,28.8179,0.613685,1.23405,4.84197,0.0916775,0.0305215,0.202745,0.139011,0.457744,0.0892365,0.0261903,0.129848,0.081965,0.443416,
11,30.4182,109.35,82.018,0.278173,42.2723,13.1204,0.790502,0.888228,1.68021,17.1791,0.357285,1.74766,28.5571,0.707743,2.04941,45.9044,10.2338,0.721449,0.405548,1.42468,15.0607,0.129114,1.33224,32.1839,0.634336,1.21369,7.24824,0.0916775,0.0305215,0.202745,0.0674255,0.402382,0.136672,0.110678,0.129848,0.0713359,0.279698,
12,30.4182,86.8972,25.7349,0.350048,31.2802,11.7675,0.748642,0.920977,1.90396,11.6798,0.40221,1.36432,23.8777,0.780316,2.17159,22.6705,7.9221,0.624157,0.369219,1.63255,10.1478,0.122321,1.16528,20.1777,0.635396,1.06745,8.66859,0.0916775,0.0305215,0.346744,0.139011,0.402382,0.193121,0.0600541,0.129848,0.0731566,0.378503,
13,30.4182,77.1456,24.236,0.394296,27.9839,9.89649,0.611701,0.984214,1.70595,10.9827,0.394823,1.60251,20.4442,0.69663,1.84259,16.5593,8.00763,0.491106,0.389399,1.52451,9.3408,0.104974,1.06735,14.1906,0.622331,1.01405,8.66859,0.0916775,0.0305215,0.334182,0.139011,0.228102,0.109068,0.0430397,0.129848,0.0514488,0.29338,
14,30.1256,84.159,81.4591,0.357961,33.4056,10.6613,0.567646,1.11508,1.65923,9.93068,0.41638,1.63967,22.5209,0.549831,1.69264,66.1938,8.58115,0.516542,0.396623,1.6635,8.72379,0.0940298,0.968143,19.1463,0.571273,0.896128,7.44785,0.0916775,0.0305215,0.426561,0.10154,0.0898961,0.196762,0.0430397,0.129848,0.0514488,0.29338,
15,30.1256,67.9446,20.6311,0.443385,21.5621,11.1226,0.646565,1.09764,1.61309,10.1895,0.432273,1.32945,17.4465,0.644329,1.86052,13.0862,8.7976,0.445341,0.36716,1.43315,8.32162,0.0858911,1.09995,12.4537,0.652893,1.03417,9.25617,0.0916775,0.0305215,0.380547,0.139011,0.34853,0.196762,0.0430397,0.129848,0.0514488,0.29338,
16,28.4261,71.9782,116.813,0.394926,27.833,9.97398,0.589076,1.09443,1.45549,8.64781,0.450611,1.21324,18.4327,0.586646,1.70114,62.4672,12.63,0.775401,0.428668,1.31291,8.59462,0.0787612,0.813375,37.3597,0.614971,0.90813,9.25617,0.0916775,0.0305215,0.269979,0.109844,0.113907,0.329869,0.0824373,0.129848,0.0514488,0.29338,
17,28.4261,60.4199,72.0372,0.470475,23.5372,7.71319,0.58521,0.958734,1.1455,5.8249,0.458509,1.22683,16.9133,0.475012,1.58144,29.0316,10.0727,0.634289,0.430313,1.05254,7.41876,0.0875577,0.69703,29.7978,0.421123,0.713504,10.1374,0.0916775,0.0305215,0.269979,0.0328259,0.113907,0.254651,0.0232993,0.129848,0.0514488,0.29338,
18,28.0558,43.7399,10.427,0.641423,15.7826,7.37862,0.37381,0.988914,1.13735,5.66261,0.450198,1.1635,8.73652,0.47026,1.59556,9.47766,6.38885,0.425429,0.390602,0.874291,6.36192,0.0577204,0.674752,10.2416,0.346694,0.827906,9.93604,0.0916775,0.029656,0.269979,0.0328259,0.0591796,0.345046,0.103558,0.129848,0.0770844,0.29338,
19,25.8738,53.2559,96.6801,0.48584,20.5193,6.70263,0.447839,1.04164,1.30544,5.45678,0.464105,1.38546,14.0129,0.597392,1.32242,40.6201,7.7795,0.505533,0.433211,1.03649,13.6576,0.0528029,0.928111,36.7485,0.56332,0.577597,9.93604,0.0916775,0.0305215,0.269979,0.109844,0.0591796,0.382207,0.0193242,0.129848,0.0640729,0.250619,
20,19.7049,45.4838,63.2567,0.433229,18.3616,5.75627,0.528432,0.984402,1.64732,5.07113,0.459564,1.53449,8.95768,0.661109,1.52179,32.9934,10.1313,0.673978,0.402369,2.1286,14.2299,0.0827432,1.22459,10.9117,0.510721,0.650263,9.93604,0.0916775,0.0305215,0.278969,0.151922,0.0591796,0.215781,0.0695264,0.129848,0.115316,0.4943,
21,18.7662,40.6655,79.2165,0.461477,18.301,4.32166,0.434686,0.898931,1.32833,3.43591,0.468062,1.56917,7.73274,0.625675,1.54928,38.8434,5.57693,0.60494,0.276605,1.00044,14.6571,0.141233,1.04865,20.4582,0.497993,0.419961,9.93604,0.0916775,0.0305215,0.322308,0.175351,0.0597294,0.382207,0.0695264,0.129848,0.0386488,0.704118,
22,18.7662,51.3682,119.024,0.365327,23.7101,6.25654,0.475466,0.994983,1.27848,4.54186,0.461656,1.95742,9.4011,0.561074,1.72951,53.6583,17.6974,0.90301,0.353099,1.37467,21.7524,0.131657,1.47184,25.6278,0.421903,0.82516,10.9057,0.0916775,0.00701675,0.468408,0.129237,0.0254007,0.382207,0.357907,0.129848,0.116282,0.882398,
23,18.7662,44.1309,133.064,0.425239,27.3042,2.55836,0.341101,1.36927,1.3507,2.96351,0.46841,1.63,4.07297,0.456552,1.61586,104.527,4.25766,0.524746,3.13619,2.49633,14.6351,0.165798,1.27525,7.95881,0.296573,0.541481,10.9057,0.02191,0.0258867,0.285744,0.129237,0.0464266,0.410412,0.357907,0.160779,0.041775,0.964286,
24,16.7912,84.2333,209.577,0.199342,42.6567,7.27693,0.532605,1.20342,1.3544,5.72091,0.448197,1.6057,21.1324,0.572659,1.72939,106.759,19.6651,1.11465,1.65431,1.95685,18.6643,0.103523,1.22133,70.7798,0.607394,0.857739,10.9383,0.02191,0.0258867,0.285744,0.124458,0.0464266,0.0443793,0.125044,0.160779,0.0551751,1.07333,
25,16.7912,53.2362,156.151,0.315409,28.8156,4.34845,0.372208,0.841042,1.19845,4.78138,0.457546,1.33825,9.05967,0.438382,1.58521,90.2355,14.7989,0.98422,0.40178,2.36853,22.6603,0.0658269,1.04813,36.0901,0.472319,0.576203,10.9383,0.02191,0.0117891,0.123321,0.108502,0.0123569,0.415064,0.125044,0.160779,0.0551751,1.09182,
26,16.7912,61.674,179.124,0.272257,34.6748,4.59043,0.338727,1.00996,0.950956,3.77171,0.458614,0.926314,13.026,0.492913,1.4335,109.948,10.5585,0.954157,1.12453,1.43117,12.495,0.162472,0.901522,45.7695,0.583923,0.264725,10.8916,0.02191,0.0117891,0.123321,0.108502,0.0123569,0.0401653,0.0644584,0.133141,0.0953564,0.539417,
27,16.7912,74.6247,280.02,0.225008,42.8798,6.73343,0.22007,1.01518,1.07365,3.94588,0.483995,0.825062,15.5926,0.361608,1.49345,164.647,26.631,0.491112,0.837646,2.61298,16.7698,0.182998,0.678007,69.2247,0.320541,0.493651,10.8222,0.02191,0.0117891,0.123321,0.108502,0.0108538,0.42702,0.106303,0.133141,0.0953564,0.28962,
28,16.7912,49.0369,118.997,0.34242,22.6471,4.87803,0.330171,0.885894,0.979592,5.17743,0.457244,1.00294,10.7351,0.398361,1.54499,73.9733,15.1365,0.943166,0.339103,2.00718,20.3288,0.0745988,1.06744,46.5392,0.291942,0.640803,10.7806,0.0632429,0.0083898,0.123321,0.108502,0.0108538,0.208928,0.125044,0.133141,0.0953564,0.76838,
29,16.7912,81.8502,216.51,0.205145,48.6526,3.77498,0.35658,0.841111,1.0707,7.67356,0.477382,0.882163,16.015,0.513171,1.59297,137.373,8.04284,0.924662,0.391689,2.16903,25.5051,0.129857,0.842735,52.8321,0.59307,0.392251,10.9277,0.0632429,0.0117891,0.123321,0.108502,0.0106225,0.427707,0.125044,0.133141,0.0953564,1.28903,
30,16.6238,73.4475,173.353,0.226336,30.8009,8.03966,0.513027,0.90715,1.0343,10.436,0.428875,0.651612,18.4889,0.461041,1.686,76.4691,22.6306,1.29566,0.476597,2.307,35.2462,0.0963857,0.503651,64.9363,0.533892,0.918881,10.9277,0.0632429,0.00729708,0.242972,0.108502,0.0106225,0.0426099,0.0142924,0.133141,0.0994388,0.415601,
31,15.9785,73.1419,185.943,0.218458,36.81,5.42999,0.364412,0.854796,0.926337,7.09825,0.465625,0.691925,18.6311,0.392122,1.47731,89.0489,14.3694,0.932669,0.482834,1.65474,24.0644,0.078006,0.572098,61.5038,0.321236,0.423918,10.8296,0.0632429,0.00971542,0.231664,0.102763,0.0106225,0.412291,0.0437287,0.133141,0.0964521,0.231523,
32,15.9785,59.772,165.662,0.267323,32.7156,5.20639,0.356748,0.82031,0.728276,3.821,0.459393,0.664147,13.0326,0.43116,1.53638,91.9456,15.906,0.868664,0.418812,1.62874,16.7076,0.0918458,1.00717,55.1044,0.537337,0.346122,10.8296,0.0632429,0.0101149,0.231664,0.10258,0.0106225,0.128388,0.015258,0.133141,0.0964521,0.900582,
33,15.9785,51.8677,168.452,0.308062,27.0385,3.447,0.345917,0.805261,0.779315,4.17749,0.452335,0.50107,12.3895,0.344116,1.58722,78.2563,14.4487,1.01922,0.390747,2.36268,18.811,0.051729,0.813934,55.6662,0.335561,0.768724,10.8296,0.0632429,0.0101149,0.231664,0.10258,0.0106225,0.269484,0.015258,0.133141,0.0964521,0.648805,
34,15.9785,62.0725,230.268,0.257416,42.5826,1.74865,0.271748,1.07133,1.15905,3.68702,0.477498,0.449284,8.80785,0.340162,1.47729,160.538,3.52074,0.694892,2.23168,3.80482,16.963,0.155537,0.767529,42.4087,0.41495,0.328691,10.7715,0.0632429,0.0101149,0.347463,0.10258,0.0281368,0.435418,0.0172569,0.137688,0.099363,0.234151,
35,15.659,50.9407,121.659,0.307396,17.8217,7.56145,0.396015,0.847672,0.844532,7.70034,0.434929,0.600543,12.4819,0.421165,1.83053,33.846,24.7636,0.975253,0.415059,1.65732,26.7206,0.0663692,1.07175,46.6101,0.574288,1.34573,10.7715,0.0632429,0.00425047,0.377902,0.10258,0.0281368,0.177875,0.0143487,0.13517,0.100052,1.32009,
36,14.563,78.9518,303.03,0.184454,56.2261,3.3951,0.24717,2.95448,0.813324,5.31566,0.519537,0.285798,7.21729,0.336035,1.64128,226.193,15.7309,0.608541,11.0723,2.17232,26.0175,0.35824,0.27989,37.1364,0.470513,0.644547,10.7715,0.0632429,0.00551183,0.377902,0.0965818,0.0281368,0.431274,0.0139404,0.0459595,0.100052,1.34542,
37,14.563,30.2386,93.3957,0.481603,17.2639,2.49018,0.199095,0.792928,0.685338,3.24689,0.439765,0.268262,2.96536,0.267737,1.61916,41.87,12.1061,0.51885,1.6039,2.3609,20.5354,0.0988237,0.38495,15.3163,0.173669,0.505228,10.7715,0.0609487,0.00551183,0.377902,0.101293,0.0285565,0.0292643,0.0139404,0.0459595,0.100052,1.38432,
38,14.563,38.896,112.743,0.374408,21.7921,2.76257,0.219158,0.835882,0.490935,2.11113,0.443671,0.189498,8.14707,0.33108,1.57289,63.7865,11.565,0.520727,0.421432,1.22697,8.93223,0.0631983,0.460142,37.9197,0.423274,0.210632,10.7715,0.0609487,0.00551183,0.451712,0.0990365,0.0382149,0.016513,0.010964,0.0459595,0.106376,1.12117,
39,14.563,42.552,134.826,0.34224,21.5755,2.88341,0.315287,0.750779,0.422565,7.28818,0.455342,0.246671,6.65618,0.317216,1.64087,63.7684,11.3179,0.890452,0.402336,0.406267,40.9026,0.0186889,0.770461,37.4741,0.279482,0.636522,10.8312,0.0609487,0.00551183,0.450828,0.0990365,0.0279879,0.436987,0.0130726,0.0459595,0.106376,1.34074,
40,14.563,42.6534,110.934,0.341426,22.024,2.47175,0.376601,0.725436,0.779838,4.0586,0.440025,0.164238,9.61511,0.352363,1.64545,43.6126,7.59073,1.1021,0.366781,2.33177,19.7474,0.0477667,0.471846,48.3377,0.503148,0.487243,10.8117,0.0609487,0.00551183,0.429698,0.0990365,0.0155836,0.22505,0.0130726,0.0386619,0.106376,1.26985,
41,14.4887,62.2393,165.579,0.23279,37.5848,1.86208,0.37238,0.829464,0.648417,6.89024,0.455877,0.333481,11.2222,0.427856,1.61256,100.789,6.25803,0.914173,0.705806,0.993595,22.9885,0.0898604,1.15484,39.9614,0.633338,0.511182,10.8387,0.0149434,0.00551183,0.283713,0.0939855,0.0155836,0.168239,0.0130726,0.0459595,0.120327,0.344666,
42,14.4887,27.5055,85.05,0.526757,14.3518,1.73604,0.189597,0.641707,0.535417,1.91618,0.446887,0.0917331,5.78141,0.245246,1.56945,25.9357,9.54729,0.621178,0.397741,1.42281,12.1502,0.0478699,0.309394,37.2683,0.219372,0.08012,10.8387,0.0149434,0.00551183,0.258443,0.0939855,0.0155836,0.119127,0.0130726,0.0459595,0.118131,1.23197,
43,14.4887,48.9006,136.806,0.296289,25.6032,5.0663,0.348283,0.665375,0.477801,4.36572,0.454469,0.265239,9.52527,0.348327,1.78064,63.1607,21.2914,1.10193,0.447214,0.846637,17.4302,0.101706,0.820105,40.7147,0.555219,1.11119,10.8401,0.0149434,0.0031596,0.258443,0.111963,0.0155836,0.0207868,0.0139404,0.0459595,0.118131,0.742044,
44,14.093,23.5719,59.9811,0.597871,14.5759,0.91633,0.163579,0.56613,0.41734,2.78582,0.449846,0.0619235,1.78858,0.282458,1.56404,25.7197,5.63528,0.489421,0.306061,0.84142,18.5976,0.0292406,0.109807,12.6235,0.440491,0.234096,10.8141,0.0149434,0.00326983,0.258443,0.111963,0.00848526,0.251738,0.0133839,0.0459595,0.118131,0.999581,
45,14.093,51.1549,189.961,0.275496,22.3917,5.60567,0.226023,0.752466,0.364692,5.20224,0.453091,0.234816,13.8779,0.270303,1.77609,71.2579,26.9574,0.683151,1.51073,0.398943,27.8785,0.0430525,0.945297,68.0639,0.285844,0.962849,10.8141,0.0149434,0.00326983,0.270025,0.113611,0.00848526,0.210387,0.0139404,0.0459595,0.118131,1.52326,
46,14.093,37.5315,116.781,0.375497,20.2005,3.23332,0.230697,0.574498,0.367342,4.11199,0.449051,0.144615,6.25311,0.276276,1.69011,48.4812,15.7427,0.71669,0.43719,0.498808,19.8104,0.0321811,0.576123,38.5335,0.308774,0.511173,10.8141,0.0149434,0.00326983,0.270025,0.110229,0.00603514,0.256421,0.0139404,0.0459595,0.137351,1.5331,
47,14.093,49.1099,143.879,0.286968,28.1209,3.94026,0.314509,0.597941,0.461894,3.89227,0.461543,0.119799,9.34569,0.302084,1.55303,73.3497,14.7323,0.97891,0.457311,1.05161,15.2655,0.0723672,0.407642,42.681,0.353427,0.310483,10.8141,0.0149434,0.0234673,0.270025,0.106524,0.00603514,0.18187,0.0139404,0.0459595,0.137351,0.362882,
48,14.093,34.3666,78.3763,0.410077,16.5308,1.62243,0.297026,0.584644,0.643262,4.87315,0.439909,0.286824,7.12861,0.301802,1.65819,27.624,6.41003,0.853452,0.387535,1.79949,23.5107,0.0841862,0.980744,28.5337,0.300086,0.436876,10.8141,0.0149434,0.0309239,0.270025,0.0993805,0.00603514,0.0270581,0.0136386,0.0459595,0.148095,1.48292,
49,14.093,59.7426,155.268,0.235895,30.5009,3.77995,0.357655,0.545345,0.822251,4.50182,0.447151,0.136879,16.6835,0.360301,1.60693,82.5059,12.7228,0.922672,0.385155,2.09805,15.3046,0.0721317,0.340085,64.5762,0.52157,0.397663,10.8141,0.0149434,0.027902,0.233413,0.106524,0.00603514,0.0331656,0.0136386,0.0459595,0.160221,0.176078,
50,14.093,53.7734,175.893,0.262081,23.835,5.8507,0.310236,0.633626,0.591879,5.30094,0.452984,0.240924,14.3905,0.358939,1.80762,69.0843,27.1178,0.856557,1.33952,1.4366,22.0253,0.0681692,0.967156,65.8271,0.583851,1.19216,10.8141,0.0149434,0.0597183,0.17971,0.108855,0.00595136,0.218823,0.0136386,0.0459595,0.153475,1.5301,
51,14.093,52.9721,152.927,0.266045,34.5526,2.79231,0.296876,0.542597,0.685943,4.04524,0.451419,0.0843283,7.58952,0.32962,1.60162,98.2269,11.0027,0.84673,0.585811,1.63363,16.5871,0.0387354,0.201801,31.9891,0.516272,0.28623,10.8141,0.0149434,0.0597183,0.17971,0.108855,0.00595136,0.232749,0.0136386,0.0459595,0.121917,1.48088,
52,14.093,46.6953,157.315,0.301807,29.5065,1.84331,0.281695,0.530974,0.49683,3.94208,0.46918,0.0766335,7.67269,0.317781,1.55764,91.6191,8.04339,0.913317,0.639533,1.41128,19.1587,0.0716098,0.21619,41.7167,0.487833,0.208599,10.8141,0.0149434,0.0378776,0.17971,0.104518,0.00564677,0.446716,0.0136386,0.0459595,0.157264,0.384992,
53,14.093,60.0902,156.406,0.23453,25.8041,3.35245,0.353983,0.466244,0.450681,9.31377,0.46949,0.182677,17.6576,0.370207,1.66904,59.5254,12.6494,0.87967,0.410961,0.810427,32.9223,0.141347,0.535707,63.3207,0.573471,0.468418,10.8141,0.0149434,0.0581313,0.17971,0.100334,0.00419893,0.154436,0.0136386,0.0459595,0.157264,0.991405,
54,14.0863,64.1196,184.597,0.219688,32.487,6.56386,0.368914,0.552672,0.650444,5.87548,0.445714,0.173757,14.803,0.349577,1.84915,94.0726,24.6118,0.995025,0.759177,1.98147,22.8273,0.110158,0.524373,58.2169,0.468816,1.07524,10.8141,0.0149434,0.0188624,0.17971,0.106209,0.00595136,0.0620404,0.0136386,0.0581636,0.145582,1.53352,
55,13.863,61.0341,164.07,0.227135,40.0811,3.38901,0.379626,0.555075,1.09633,3.33992,0.464461,0.186033,9.50243,0.340688,1.69947,113.788,14.2529,0.967085,0.770253,3.03287,13.1005,0.0998835,0.528929,38.7262,0.460464,0.501619,10.8141,0.0380551,0.0188624,0.205895,0.103166,0.0165442,0.0622715,0.0140077,0.0581636,0.135676,1.52099,
56,13.863,35.0381,101.713,0.395655,19.1099,1.58627,0.248362,0.352034,0.332376,4.41192,0.470993,0.0750075,6.55332,0.29381,1.60404,46.1161,7.74244,0.796796,0.20199,1.01413,25.8565,0.140231,0.0946463,36.5476,0.318487,0.412049,10.8141,0.0380551,0.0188624,0.192045,0.103166,0.00757448,0.381721,0.0139343,0.0560325,0.135676,0.466156,
57,13.863,46.2953,158.516,0.299447,27.863,3.75736,0.191266,0.338348,0.567424,3.55575,0.457816,0.158454,7.35866,0.328907,1.7183,83.5629,17.7541,0.479237,0.123043,1.77249,17.3624,0.0744844,0.656685,42.2999,0.481355,0.692229,10.8141,0.0366947,0.00994598,0.200887,0.103166,0.017167,0.203723,0.0139435,0.0560325,0.135676,1.55,
58,13.8214,35.9626,113.166,0.384325,24.413,1.79697,0.202296,0.423699,0.401978,1.839,0.451878,0.0940415,4.40357,0.308479,1.6277,83.7297,8.36705,0.640759,0.546477,1.37791,10.043,0.0849596,0.226428,23.1765,0.417309,0.348848,10.8139,0.0173841,0.00994598,0.200887,0.103071,0.00611345,0.0190027,0.0139679,0.0560325,0.135676,1.53372,
59,13.7373,42.6394,139.381,0.322173,25.6541,3.09347,0.251894,0.425033,0.408412,3.09372,0.457984,0.165614,7.18159,0.295272,1.61232,82.537,14.7225,0.783153,0.57864,1.03967,15.5623,0.113156,0.55841,46.2971,0.328117,0.393254,10.8128,0.0137599,0.0133474,0.200887,0.103312,0.00611345,0.0668576,0.0140077,0.0560325,0.135676,0.800213,
60,13.7373,59.9207,197.844,0.229258,29.9116,6.58881,0.332246,0.411337,0.79997,6.13642,0.444442,0.245515,12.7956,0.361995,1.89274,82.9299,26.6656,0.968583,0.563987,2.46291,32.4042,0.0780867,0.907343,58.8461,0.534984,1.30666,10.8128,0.0173841,0.0133474,0.183949,0.101322,0.00611345,0.042743,0.0139258,0.0560325,0.136812,1.56069,
61,13.7373,49.7829,174.857,0.275944,28.5926,3.68522,0.273825,0.334066,0.427437,2.66683,0.464597,0.134454,11.2274,0.302929,1.67353,87.0846,18.2463,0.884422,0.438097,1.34044,13.4852,0.0750365,0.405467,54.432,0.41889,0.641038,10.8128,0.0172111,0.0133474,0.183949,0.100289,0.00611345,0.442989,0.0139258,0.0371957,0.1383,1.55041,
62,13.7373,21.8329,54.3007,0.629201,15.3402,1.44427,0.166627,0.306966,0.406868,1.1744,0.448714,0.120066,0.55494,0.262484,1.60732,31.4635,9.59404,0.517705,0.284093,1.59115,7.96281,0.020888,0.542105,9.5786,0.20214,0.254355,10.8074,0.0172111,0.0133474,0.183949,0.100344,0.00407314,0.354983,0.0139258,0.0167087,0.161096,1.51869,
63,13.7373,79.8825,225.49,0.171969,41.0788,5.58946,0.37157,0.59942,0.727344,11.7178,0.478878,0.192833,17.1351,0.360062,1.63131,107.791,21.2614,1.02748,1.7112,1.91308,41.4931,0.134294,0.611576,62.6377,0.470457,0.47549,10.8128,0.0172111,0.0117044,0.149063,0.101322,0.00611345,0.439829,0.0139258,0.0167087,0.135705,0.829179,
64,13.7373,40.7132,130.916,0.337416,27.0965,1.67052,0.250381,0.307884,0.494672,2.46944,0.45403,0.075087,6.01333,0.303439,1.5779,83.2635,8.45353,0.818716,0.41889,1.86915,14.9105,0.0596009,0.205543,37.0859,0.260545,0.0596694,10.8128,0.0172111,0.0111677,0.148968,0.100671,0.00611345,0.300001,0.0140315,0.0167087,0.172023,1.55455,
