Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,
109,51.1123,192.682,664.003,0.265268,4.62293,3.92938,0.367769,22.439,3.27179,65.7872,64.2069,4.13231,23.9249,15.9336,10.6157,1.51714,15.8989,12.3281,319.377,313.341,1.19615,1.18927,0.680604,1.48375,0.000784504,14.6311,0.336346,0.306193,0.0958321,2.33241,22.202,
110,51.0954,179.862,495.072,0.284082,5.96619,9.78067,0.459199,42.9889,2.40623,44.3793,43.9664,4.13686,25.7777,17.9923,31.5415,1.43293,165.129,7.33019,210.953,209.917,0.972835,8.78674,0.683172,1.48375,0.000915776,5.32387,0.296716,0.306193,0.0958321,3.89347,22.0223,
111,51.0954,202.452,616.635,0.252382,4.03039,6.54096,0.43777,54.0117,2.41057,53.7345,52.718,4.22123,24.3473,14.189,22.4456,1.60869,237.654,9.58172,266.799,261.814,1.50311,3.90275,0.682742,1.48482,0.00193769,9.97654,0.296716,0.303553,0.0960772,3.62167,22.404,
112,51.0921,138.48,472.572,0.368949,6.48891,5.74853,0.559861,27.046,2.75966,34.3034,33.3698,3.9946,24.2095,19.4804,15.9979,1.54535,36.8049,7.28459,231.887,225.7,0.887029,1.68316,0.683331,1.48482,0.00193769,20.2421,0.321952,0.299681,0.095297,0.601319,23.1984,
113,51.0921,213.385,631.052,0.239437,6.17556,7.89074,0.625778,20.733,2.90799,73.4478,72.3328,4.16543,25.1056,18.7656,33.1355,2.13417,8.77069,10.7218,296.702,295.119,1.35185,5.7684,0.683439,1.49075,0.000495672,9.42412,0.321952,0.299681,0.095297,2.52358,23.1396,
114,51.0913,88.0733,181.773,0.580099,3.47674,6.22154,0.367335,21.4858,0.918899,13.6041,13.3887,4.15754,24.4528,13.9096,24.9827,1.68278,9.67674,3.38556,81.4624,87.9471,1.12503,6.23797,0.683005,1.49103,0.000495672,13.7266,0.314816,0.299681,0.095297,3.91219,11.7737,
115,51.0872,117.852,467.272,0.433485,1.85279,1.85278,0.162714,20.2816,0.875696,32.9848,32.0657,3.94561,23.8308,8.33572,4.2365,0.78432,1.21635,3.34358,227.513,224.567,0.242362,0.630066,0.683439,1.49055,0.000495672,20.2441,0.328727,0.299681,0.095297,3.91219,22.9072,
116,51.0851,175.762,512.528,0.29065,10.4093,10.8964,1.07731,42.9125,4.60846,38.1337,37.3423,4.43418,25.9477,23.8502,30.1458,2.6863,103.544,13.743,231.986,227.895,2.04005,11.9085,0.683173,1.49103,0.005569,12.2667,0.328727,0.299681,0.0955362,1.52951,10.7316,
117,51.085,194.323,586.142,0.262887,8.30588,9.97956,0.515465,25.6283,2.81983,59.0106,57.9544,4.19942,25.9097,21.0566,26.9994,1.43377,41.7686,6.91338,282.513,277.997,1.36365,11.4965,0.683173,1.49103,0.00482783,6.03166,0.328727,0.299681,0.0955362,0.618195,8.79174,
118,51.0847,124.324,477.298,0.410899,2.88451,3.83562,0.222022,22.432,1.02753,33.5618,32.6438,3.90896,23.8081,12.1215,13.223,0.88946,15.2382,3.56083,231.938,226.915,0.328591,2.17164,0.683729,1.51032,0.00482783,20.245,0.322672,0.299681,0.0940495,2.82608,19.8974,
119,51.0805,129.438,479.119,0.394634,2.59764,4.49634,0.268456,20.1813,1.45611,36.355,35.4208,3.86412,24.798,9.75806,18.2754,1.0866,2.47292,5.56237,231.675,226.867,0.324758,7.00472,0.683416,1.50919,0.00728565,13.7533,0.322879,0.310374,0.0945448,1.92178,21.9727,
120,51.0781,173.979,467.594,0.293589,5.40858,6.95026,0.645973,20.2224,1.9327,54.8015,54.4616,3.74502,25.8104,17.3283,25.119,2.2601,4.50806,7.0498,216.763,216.243,0.669293,9.68338,0.683416,1.50919,0.00728565,9.28347,0.322879,0.310353,0.0945448,1.04724,9.03383,
121,51.0759,143.782,486.19,0.355231,5.63441,4.03464,0.776994,21.7408,2.93782,39.7099,38.8558,3.96386,26.1281,16.8948,9.32426,2.56781,13.3654,9.52246,232.416,228.749,0.386099,10.9365,0.683807,1.50919,0.00728565,12.1717,0.322879,0.308444,0.0945448,2.97677,23.8462,
122,51.0759,173.988,568.118,0.29356,6.01509,7.92922,0.653151,21.3605,3.25958,53.162,52.0801,4.05245,25.4758,18.1945,31.3129,2.16854,10.0915,11.1127,265.757,261.436,1.08546,8.72601,0.683817,1.50905,0.00809445,11.7031,0.34667,0.308444,0.0948904,1.27808,20.4372,
123,51.0759,192.999,666.36,0.264644,3.23227,4.15285,0.358474,22.8688,2.53925,66.7631,65.2049,4.08008,23.799,10.9018,12.0952,1.43166,18.9169,10.9113,322.574,317.353,0.634212,1.40203,0.683595,1.50905,0.0184167,13.505,0.34667,0.308444,0.0948467,3.92259,21.7163,
124,51.0751,182.414,569.407,0.279995,6.37078,8.12308,0.43393,26.0209,2.35633,55.6245,54.6218,4.15237,24.7105,19.2434,26.5605,1.41133,39.7502,7.72205,271.034,266.762,1.19015,5.33533,0.683595,1.51537,0.0184167,9.32331,0.383016,0.307771,0.0948451,2.18628,19.0974,
125,51.0751,197.184,675.716,0.259022,5.81192,5.11863,0.408293,20.8587,2.58262,67.4083,65.8186,4.10854,25.0687,17.4759,15.4568,1.31877,7.23197,9.4847,326.199,319.019,0.893497,8.44385,0.683595,1.51607,0.0184167,12.3403,0.374021,0.307771,0.0947339,3.92147,18.5924,
126,51.074,92.9202,190.578,0.549655,4.0538,5.92226,0.90922,24.9688,2.4838,13.1815,12.9562,3.83705,24.6076,14.2714,24.8162,3.03725,21.4552,9.95037,86.8183,85.8694,0.67617,5.47411,0.683595,1.51034,0.0141929,14.7259,0.374021,0.307771,0.0943473,1.18058,14.9953,
127,51.0728,93.8202,209.648,0.544369,4.49009,6.36424,0.32277,24.9821,2.40686,13.3935,13.1809,4.05876,24.621,15.7961,26.7186,1.42146,26.6652,9.23687,82.5059,82.5522,1.34721,8.50886,0.683595,1.51539,0.0093938,12.4805,0.374021,0.307771,0.0947339,0.980571,12.0053,
128,51.0728,214.528,629.372,0.23807,5.77738,9.34252,0.675012,19.6613,2.77504,72.9893,71.8241,4.3581,27.1254,16.3507,30.5101,1.97509,5.81403,7.81181,303.058,298.352,1.53796,12.665,0.683595,1.51539,0.00426009,10.8279,0.388191,0.307771,0.0947339,3.65871,21.6796,
129,51.0685,118.849,332.029,0.429692,3.62711,5.1081,0.459927,20.0396,1.28559,29.9616,29.7046,4.04633,24.6161,14.7045,23.6594,2.18644,1.36731,5.93434,150.285,151.017,0.683864,6.11407,0.683671,1.51539,0.000690349,10.8734,0.388191,0.306503,0.094652,3.92531,22.301,
130,51.0678,161.019,405.678,0.317155,6.57761,9.61273,0.561282,30.564,3.81859,41.1847,40.8974,4.21085,23.5916,20.0219,29.3233,1.91619,65.759,14.3264,171.048,171.033,1.54265,5.01014,0.683542,1.51539,0.000690349,9.62741,0.401362,0.306503,0.094652,1.22229,3.37615,
131,51.0678,296.328,909.831,0.172335,5.73717,10.5825,0.660683,103.034,2.53863,73.2605,71.7155,4.12494,24.6738,17.4504,34.3734,2.40977,586.779,9.206,322.868,321.267,1.34152,5.98366,0.683542,1.51539,0.000690349,14.0764,0.405975,0.305006,0.094652,0.957056,18.31,
132,51.0662,157.332,460.809,0.324577,4.90035,9.62836,0.724407,19.4754,2.60956,44.8078,44.3178,4.02212,26.846,15.7362,35.4553,2.49223,82.782,9.22251,216.62,212.862,1.12404,11.5351,0.683484,1.51744,0.000690349,4.64354,0.403542,0.304579,0.094652,1.16056,23.8485,
133,51.0661,176.933,590.607,0.288619,4.77337,5.33461,0.409532,20.5591,2.05209,58.2939,57.2563,4.31243,23.9415,16.2953,17.9625,1.58949,5.28315,6.61936,283.234,279.478,1.57238,3.06263,0.683484,1.51744,0.00403663,9.56725,0.403542,0.304579,0.094652,3.92576,12.0434,
134,51.0661,147.411,437.272,0.346419,5.9593,7.38654,0.725257,20.9058,2.27473,40.3245,39.9117,3.76754,26.156,18.2795,26.2096,2.47366,8.76686,9.15758,194.559,194.292,0.804886,9.87058,0.683166,1.51744,0.00403663,10.4226,0.4088,0.304579,0.094652,1.1532,23.8484,
135,51.0653,293.816,828.601,0.1738,4.49006,5.42719,0.791294,72.4845,1.72615,91.4152,89.7624,4.12883,23.5907,13.3692,18.7971,2.85211,365.293,6.35158,355.308,357.712,0.986331,3.25435,0.683166,1.51744,0.00403663,4.1208,0.412048,0.304358,0.0948419,3.14826,9.42838,
136,51.065,124.999,370.797,0.408522,3.77649,3.86075,0.421884,19.9362,1.42102,33.764,33.4766,3.87876,24.4636,15.1894,15.35,2.01616,52.0497,6.26011,172.622,175.449,0.507634,3.80992,0.683166,1.51744,0.00403663,10.7071,0.412065,0.304358,0.0948649,0.823512,23.8484,
137,51.0648,170.164,588.01,0.300093,2.81337,2.93203,0.290785,20.0335,1.7321,57.6482,56.5893,3.98283,24.1414,10.517,7.95694,1.4758,1.86844,7.68871,282.636,280.51,0.745833,2.13293,0.683166,1.51744,0.00214656,7.19473,0.412065,0.304358,0.094446,1.88969,23.2562,
138,51.0638,162.454,557.133,0.314327,2.99928,4.05882,0.177597,20.0293,1.77723,53.0861,52.1348,3.81307,24.3781,12.2345,14.8856,1.01177,1.49663,6.90192,266.635,262.256,0.554147,3.8859,0.683166,1.51699,0.00114028,9.55339,0.415241,0.304745,0.094446,0.885195,22.6579,
139,51.0638,216.436,683.843,0.23593,7.31193,10.5964,0.637835,27.172,3.65629,70.5275,68.8566,4.20036,23.4769,20.2892,30.3073,1.88588,27.8592,11.0265,325.686,320.84,1.40584,1.87277,0.683442,1.51847,0.00325429,20.2445,0.415241,0.304745,0.0946797,3.41616,13.6647,
140,51.0635,128.977,342.146,0.395911,6.58172,13.4082,0.891631,20.7622,3.10186,27.315,27.0238,3.90184,25.9909,20.1842,45.2968,2.99028,9.19241,11.9655,149.416,147.594,0.681186,10.4339,0.683442,1.51847,0.000484423,11.2969,0.415241,0.304323,0.0946797,1.69993,7.63045,
141,51.0628,110.712,329.318,0.461222,5.08321,9.42918,0.396739,21.1041,3.05082,21.528,21.1595,4.18713,24.7734,17.3952,33.8269,1.65702,5.8448,11.3181,138.975,138.199,1.06073,4.06908,0.683442,1.51756,0.000484423,12.2242,0.410944,0.304323,0.0946797,3.92507,23.8487,
142,51.0628,124.691,366.794,0.409516,2.7363,4.25771,0.147809,19.9081,1.40011,33.6208,33.38,4.06512,25.1746,10.9637,19.52,0.774451,2.07615,5.05387,168.089,168.576,0.695222,6.5204,0.683573,1.51711,0.000484423,9.47689,0.414217,0.304323,0.0949202,3.92507,23.8489,
143,51.062,110.05,335.365,0.463989,2.46519,5.02866,0.265475,27.2143,1.82152,22.6679,22.4013,3.97966,24.206,11.6801,17.2656,1.30769,50.8247,7.59463,154.361,154.049,0.928176,2.8877,0.683709,1.51756,0.000484423,10.085,0.409885,0.304323,0.0945904,0.782312,22.3097,
144,51.062,207.613,675.632,0.245947,4.37316,3.51141,0.337501,22.5905,1.73014,74.5544,73.0297,3.90634,23.5802,14.5523,9.56501,1.33043,17.0208,5.51013,322.255,323.744,0.512216,1.3546,0.683709,1.51754,0.000484423,16.9798,0.4124,0.304388,0.0943059,1.32669,14.8715,
145,51.0615,233.406,657.209,0.218766,6.38381,15.419,0.667475,19.8426,6.13695,77.4785,76.4664,4.20389,26.8078,17.886,47.2573,2.099,3.30485,19.5797,305.11,300.778,1.22176,11.3951,0.683709,1.51754,0.000484423,10.0413,0.416037,0.30423,0.0941155,1.91019,18.7413,
146,51.0613,184.574,516.94,0.276645,5.89166,7.31358,0.765144,32.4298,3.87747,53.34,52.6245,3.98308,24.3484,17.2493,22.6132,2.33432,54.7919,10.7395,239.125,233.672,1.17827,5.65701,0.68336,1.51754,0.000462407,12.865,0.421102,0.303861,0.0937567,0.583821,16.7513,
147,51.0613,195.541,352.183,0.261129,6.11151,9.42035,1.03798,54.3433,4.31782,46.9386,46.8116,4.11182,22.4475,19.1231,22.0154,2.38845,190.888,11.8172,129.281,129.323,1.0779,5.0247,0.678164,1.2654,0.000462407,18.4514,0.296918,0.303861,0.0937567,2.49551,3.07625,
148,51.0603,225.372,596.613,0.22656,9.2238,13.0671,1.02199,37.8848,3.56763,66.0882,65.1465,4.1249,25.2472,23.4395,36.0424,3.0703,109.283,13.3257,272.721,268.79,1.11714,6.97388,0.68336,1.51805,0.000462407,11.7775,0.424251,0.303861,0.0936619,2.74572,17.719,
149,51.0601,177.009,536.197,0.288461,5.58827,4.57989,0.483662,19.7188,1.47846,58.0875,57.2475,4.16004,25.6646,17.8747,13.7798,1.87828,18.0863,4.54696,256.128,251.49,1.3277,8.06623,0.68336,1.51805,0.000462407,12.1802,0.424251,0.303861,0.0936619,1.37828,23.8485,
150,51.0596,118.888,474.783,0.429478,1.85571,2.31989,0.22053,20.1696,1.17913,33.0651,32.2168,3.97047,23.8904,8.91784,6.00956,1.51283,0.693975,5.24453,232.168,226.144,0.356434,1.7791,0.683511,1.51805,0.000484939,16.4761,0.424373,0.304152,0.0936619,3.92472,23.8485,
151,51.0594,155.105,495.661,0.329192,3.92921,5.27325,0.554448,20.8522,1.0451,47.7304,47.1578,3.94547,24.6171,15.4851,22.9271,2.35707,9.05298,3.4827,235.075,233.687,0.820746,3.68038,0.683192,1.51938,0.000415132,1.04356,0.424373,0.304152,0.0936619,1.03663,23.8485,
152,51.059,125.955,475.195,0.405376,2.14477,3.3135,0.362133,23.0387,3.55717,33.3001,32.5077,3.86347,23.8672,7.54239,9.39199,1.7834,20.837,15.5342,228.944,224.886,0.417637,0.532925,0.683192,1.51938,0.000415132,12.3188,0.424373,0.304152,0.0936619,1.00554,23.8485,
153,51.0583,164.087,518.158,0.311166,4.78498,4.80025,0.574112,22.3058,2.51324,51.3425,50.4242,4.08998,23.2519,16.3366,18.3008,2.34938,9.81338,10.9286,246.553,241.683,1.05314,2.90949,0.683192,1.51901,0.000415132,20.2446,0.424373,0.30418,0.0936619,2.38893,7.30429,
154,51.0583,90.1946,273.944,0.56609,1.75111,2.09794,0.0777129,20.0404,0.664161,18.5624,18.3367,4.03655,24.6276,7.86005,4.83234,0.52626,2.66393,2.44434,132.172,131.665,0.774563,5.62067,0.683192,1.51938,0.000415132,10.0214,0.424373,0.30418,0.0936619,3.92481,23.8487,
155,51.0583,139.629,378.431,0.365671,4.87324,6.50021,0.357095,26.5212,1.5261,36.1012,35.8113,4.02409,23.9144,16.6703,24.6298,1.8931,41.688,5.55118,162.637,164.649,0.703429,4.10834,0.683345,1.52017,0.000421,9.81807,0.429828,0.30418,0.0937907,2.35,9.98515,
156,51.0583,212.05,651.984,0.240784,4.09354,7.70901,0.431921,19.8622,3.07146,74.6427,73.6696,4.02562,24.5435,13.5887,24.8327,1.77429,5.6681,10.9669,306.015,302.155,0.692641,4.02211,0.683325,1.52056,0.000425932,9.29816,0.430171,0.304096,0.0937907,2.45052,19.3137,
157,51.0581,121.328,309.947,0.420825,6.22173,6.42657,0.607674,23.6407,4.05729,26.0696,25.8274,4.14721,24.3303,18.8003,20.5772,2.12355,20.3,14.3281,147.332,145.64,1.48442,9.03182,0.683325,1.52099,0.000400276,12.4291,0.429747,0.304096,0.09374,1.40206,3.06099,
158,51.0581,125.867,476.774,0.405651,3.20622,4.69666,0.425455,20.1716,1.24698,34.027,33.1042,4.11593,24.8728,12.3659,18.8137,2.15051,3.59947,6.16452,229.678,225.263,0.976606,7.46933,0.683326,1.52099,0.000669428,13.3553,0.429987,0.304033,0.09374,3.92596,21.7571,
159,51.0578,112.938,323.236,0.452088,4.40704,9.40676,0.436013,23.9631,2.12405,21.7936,21.5012,3.95598,25.35,15.2304,33.2631,1.80191,28.7846,8.71622,139.93,139.227,0.667905,7.82215,0.683288,1.52099,0.00114442,9.50553,0.429987,0.304033,0.09374,1.04088,23.7127,
160,51.0576,236.634,637.624,0.215766,4.65985,9.65555,0.807722,20.4727,3.8426,84.2731,83.2716,4.23638,25.415,14.8932,27.5556,2.47066,6.28601,13.306,299.651,302.768,1.64866,5.87076,0.683214,1.52099,0.00114442,11.2431,0.429987,0.304025,0.09374,1.82058,22.0303,
