Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Roll.front.camber_angle_gain_roll_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Roll.front.camber_angle_gain_roll_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,
660,44.9057,63.2652,148.556,0.709801,4.3314,3.54839,0.140912,5.16944,1.06183,25.5714,14.3705,5.16049,3.91083,18.7952,17.9054,1.13703,57.1657,7.60107,15.4994,3.41884,57.1596,1.02749,1.73579,1.44383,0.000461099,0.00379494,0.167964,14.174,13.9152,0.000550513,3.77449,
661,44.9057,83.9847,297.651,0.534689,4.95385,4.12203,0.228981,8.12414,0.867704,38.686,15.1334,8.08745,3.78119,20.0549,17.5525,1.38207,91.4267,4.93214,177.865,8.30118,91.1409,0.721988,1.73435,1.44383,0.000461099,0.00379494,0.167964,6.92009,13.9113,0.000550513,1.01426,
662,44.9057,99.2791,377.511,0.452317,5.45259,2.8746,0.297881,23.5782,1.27153,23.6367,15.132,23.2873,3.74836,22.5673,12.0408,1.87188,172.91,7.95782,15.1608,8.94117,170.196,0.316199,1.73435,1.44508,0.000461099,0.00379494,0.167964,8.64448,13.9157,0.000550513,1.12421,
663,44.904,72.1582,218.851,0.622299,4.05097,3.67385,0.218283,10.5309,0.919101,23.6469,14.7933,10.5003,3.82459,17.6751,18.4804,1.62179,93.4496,7.25065,1.51855,7.80698,92.8437,0.645929,1.7341,1.44508,0.000461099,0.00379494,0.167964,9.44613,13.9157,0.000550513,1.70704,
664,44.904,113.468,377.355,0.395742,8.07682,3.75144,0.572664,27.5798,0.922386,25.0463,16.2645,27.3545,3.89931,29.1341,15.0115,2.79289,169.963,5.23079,15.9473,11.8756,168.801,0.911739,1.7341,1.44518,0.000461099,0.00379494,0.167964,9.06952,13.9132,0.000550513,1.70064,
665,44.9027,74.2895,301.533,0.604428,4.57336,2.48421,0.142732,11.3342,1.53521,24.8734,14.4321,11.0566,3.85771,20.2945,7.85564,1.29971,136.716,12.3389,9.56028,4.56621,133.296,0.856281,1.7341,1.44518,0.000461099,0.00379594,0.167964,23.8493,13.9145,0.000550513,3.77458,
666,44.9027,63.1487,133.476,0.711063,4.45494,4.83151,0.219262,3.12128,2.06754,26.4319,15.028,3.10187,3.89238,19.0271,23.8654,1.54284,33.1893,15.2032,33.0269,8.57946,34.0316,0.950394,1.7341,1.44518,0.000461099,0.00379594,0.168219,14.349,13.9158,0.000550513,3.77458,
667,44.9027,71.3656,216.54,0.629192,5.30248,4.04023,0.302975,7.81447,1.7673,24.5825,15.8257,7.80026,3.92959,21.7827,17.3016,1.95087,84.7974,13.2109,12.1772,12.2254,84.7999,1.04545,1.73403,1.44518,0.000461099,0.00385523,0.168219,9.61442,13.9127,0.000550513,3.77458,
668,44.9027,72.9717,230.641,0.615343,4.49251,2.9731,0.138705,10.5694,1.66883,24.2243,14.5675,10.537,3.80037,19.9763,12.5384,0.990828,93.508,10.7946,6.31482,5.18298,93.2701,0.916855,1.73358,1.4444,0.000461099,0.00385523,0.168219,10.7779,13.9133,0.000550513,0.44261,
669,44.9027,66.0576,189.751,0.67975,4.77265,1.88723,0.262069,7.23147,1.08565,23.9972,15.815,7.21049,3.79583,19.4165,3.40123,1.76965,83.7098,7.7436,5.16986,12.2391,83.4922,0.805318,1.73358,1.44518,0.000461099,0.00385523,0.168421,9.41403,13.868,0.000550513,0.904037,
670,44.9027,80.7139,300.876,0.556319,4.66399,4.15438,0.179133,11.8505,1.27489,28.8514,14.2059,11.5939,3.93979,20.7071,22.0624,1.36308,134.801,10.8148,53.9611,2.6979,132.056,1.23806,1.73358,1.44518,0.000461099,0.00385523,0.168421,23.0582,13.9139,0.000550513,3.77485,
671,44.9027,72.9023,251.449,0.61593,4.80022,3.64986,0.318241,10.0786,0.745597,24.1768,15.3391,9.94157,3.85226,18.6912,15.3406,2.04412,115.974,5.09498,8.38876,10.3747,114.37,0.757305,1.73317,1.44582,0.000461991,0.00385523,0.168421,10.4922,13.9095,0.000550513,0.721743,
672,44.901,76.1718,197.867,0.58947,7.25868,3.98673,0.439468,9.05722,1.57108,24.8327,16.1327,9.03121,3.86205,27.4095,17.0332,2.31473,80.228,9.97878,10.3251,11.7698,80.1219,0.873355,1.73216,1.44583,0.000454983,0.00385523,0.168421,10.0004,13.8976,0.000550513,2.00729,
673,44.901,64.0453,187.596,0.701082,3.91827,2.33148,0.244241,6.7126,1.1692,23.6045,15.5315,6.68242,3.85105,16.0798,7.15452,1.75603,81.2845,9.69467,2.11829,11.6821,81.0069,0.861767,1.73216,1.44385,0.000461369,0.00385523,0.168421,9.94559,13.9048,0.000550513,0.716372,
674,44.897,68.9414,276.007,0.651234,2.63257,1.86237,0.15385,10.5794,1.07597,24.2657,14.2105,10.4048,3.75618,9.83052,3.6739,1.32294,128.31,8.23272,6.11054,3.19236,126.341,0.200549,1.72718,1.44512,0.000461122,0.00385523,0.168421,12.4747,13.9154,0.000550513,1.9485,
675,44.897,89.189,349.088,0.503392,4.50637,2.64941,0.204648,19.3573,1.21126,23.6031,14.7329,19.1436,3.78035,19.7181,9.5571,1.46407,157.704,10.8096,1.86823,6.59497,155.984,0.449243,1.72718,1.44512,0.000461122,0.00385523,0.168421,9.23638,13.908,0.000550513,1.1597,
676,44.897,96.6887,328.257,0.464346,6.33874,6.1327,0.409716,18.074,2.78492,25.1312,16.0716,17.9218,3.8241,23.7021,25.9252,2.12541,139.151,15.3635,19.9378,12.7194,137.795,0.787474,1.72718,1.4446,0.000461122,0.00385523,0.168421,12.6762,9.52385,0.000550513,0.815657,
677,44.897,92.4543,331.642,0.485613,6.4794,3.38257,0.391346,16.0859,1.52122,29.3857,15.4502,15.8827,3.8753,25.7449,13.5501,2.20085,145.167,11.378,68.0735,9.92162,142.943,0.83745,1.72718,1.44512,0.000461122,0.00385523,0.168421,11.2524,13.9155,0.000550513,1.25201,
678,44.897,119.299,409.577,0.376339,5.12213,3.28222,0.403075,33.3816,2.04059,23.616,14.3311,33.2021,3.92063,20.7512,10.7783,2.21807,183.652,13.8911,6.17214,5.58189,184.512,1.15723,1.72718,1.44512,0.000461122,0.00379767,0.168421,8.30687,5.57339,0.000550513,2.22442,
679,44.8962,86.118,274.715,0.521333,5.53954,2.74017,0.261693,16.667,1.34795,23.9582,15.117,16.6267,3.85982,23.0872,11.2147,1.69517,119.071,9.35208,3.48831,8.02723,119.972,0.709925,1.72718,1.44512,0.000461122,0.00379767,0.168421,9.35393,13.9134,0.000550513,3.50953,
680,44.8962,92.1655,406.554,0.487126,3.19147,2.11443,0.162483,22.0768,1.33142,23.839,14.029,21.5954,3.82556,12.7468,6.38943,1.40864,189.864,12.1379,0.678539,1.50143,185.818,0.759581,1.72718,1.44519,0.000461122,0.00379767,0.168421,17.2936,13.9155,0.000550513,2.03909,
681,44.8962,78.2754,292.583,0.573567,4.62844,3.80736,0.251926,11.7457,1.2526,26.3378,14.9197,11.5027,3.8293,19.4018,15.504,1.67164,135.489,7.74662,22.8035,7.77384,132.919,0.543992,1.72718,1.44519,0.000461122,0.00379767,0.168421,14.2624,13.9154,0.000550513,2.78844,
682,44.8962,75.0146,259.082,0.598499,3.8007,3.83026,0.162354,12.0626,1.16544,23.7031,14.5177,11.9839,3.78844,17.8899,20.7827,1.40419,104.08,11.9419,2.92385,5.18534,103.401,0.455704,1.72718,1.44519,0.000461086,0.00379767,0.168421,10.8532,13.9154,0.000550513,0.882735,
683,44.8962,117.416,425.102,0.38237,6.50784,3.27147,0.376882,31.8133,1.15801,23.4506,15.3485,31.5612,3.92782,25.9765,11.196,2.05943,192.422,7.03263,2.23332,8.70321,191.93,1.40389,1.72718,1.44519,0.000461086,0.00380755,0.168421,9.34256,13.9154,0.000550513,0.795537,
684,44.8962,102.567,378.506,0.437727,6.48163,3.16505,0.348437,24.2468,0.753105,24.1744,15.535,23.9768,3.88538,25.7976,12.6816,2.02604,172.621,4.01266,7.82341,10.1193,170.566,1.0788,1.72718,1.44519,0.000461086,0.00380755,0.168421,9.34612,13.9115,0.000550513,1.05239,
685,44.8962,77.388,306.203,0.580144,3.20182,2.74945,0.164091,11.3645,1.88188,28.9106,14.1083,11.1646,3.84277,13.7083,12.7066,1.42032,134.675,14.9491,62.7699,2.30692,132.857,0.585846,1.72718,1.44511,0.000461086,0.00380755,0.168421,13.9412,13.9154,0.000810232,3.77459,
686,44.8962,107.418,413.956,0.417959,6.09121,3.25925,0.347238,26.5808,0.725103,25.6725,14.6732,26.172,3.89631,23.9793,10.6978,1.97339,194.789,4.60777,19.4171,4.40122,191.444,1.06157,1.72718,1.44511,0.000461086,0.00380755,0.168642,12.7908,13.9154,0.000810232,0.972334,
687,44.8962,95.5954,307.769,0.469648,5.34057,3.65732,0.381081,21.2568,1.12752,23.4423,15.3229,21.178,3.88883,20.9641,16.548,2.20546,136.374,7.14738,2.88663,10.4867,135.281,0.987045,1.72718,1.44511,0.000461086,0.00380755,0.168642,2.61131,8.80502,0.00073868,2.91069,
688,44.8961,89.1072,333.467,0.503844,5.71911,4.05269,0.194563,11.7918,1.99389,35.2279,14.6697,11.5322,3.9253,24.3943,18.6246,1.2472,134.499,14.1246,128.995,5.31883,131.791,0.970443,1.72718,1.44431,0.000461086,0.00380755,0.168642,23.8481,13.913,0.000649581,3.77435,
689,44.8951,53.7591,53.8224,0.835117,4.9575,2.75726,0.19754,0.398701,1.0418,24.1574,16.0026,0.391149,3.85523,20.2418,10.4303,1.24403,10.5454,6.07279,12.8291,13.2764,11.6878,0.909974,1.72718,1.44511,0.000461201,0.00380755,0.168642,12.3338,13.9154,0.000649581,1.4901,
690,44.8951,82.3227,319.268,0.545356,4.27617,2.08021,0.158727,16.0792,1.18163,23.6939,15.1079,15.8246,3.92028,18.0649,4.79504,1.19823,147.293,9.34267,1.45146,9.91735,145.348,1.01324,1.72718,1.44511,0.000461201,0.00380755,0.168642,11.5048,13.9126,0.000649581,3.77285,
691,44.8951,70.0763,278.868,0.640661,3.53212,1.70233,0.178214,10.9671,0.763392,24.1982,14.2474,10.7402,3.74736,15.6507,2.3039,1.52903,133.419,6.79505,4.85972,3.31973,130.841,0.304906,1.72718,1.44511,0.000461201,0.00380755,0.168642,17.1147,13.9144,0.000649581,1.15811,
692,44.8947,70.2135,248.861,0.639403,4.47694,3.32221,0.203868,0.554715,0.939419,41.0185,15.3364,0.552423,3.80904,19.3329,14.8976,1.47225,11.1611,6.69286,212.029,10.7881,10.292,0.646163,1.72718,1.44511,0.000461201,0.00380755,0.168642,12.4024,13.9135,0.000649581,0.471759,
693,44.8947,82.8697,204.32,0.541751,7.22885,5.94937,0.447778,7.85234,2.68509,30.4212,16.5524,7.82106,3.91157,26.5437,26.6107,2.2906,67.9858,14.3438,78.5522,14.1382,68.2644,1.18731,1.72664,1.44511,0.000461201,0.00380755,0.168642,12.4239,13.4045,0.000649581,0.475725,
694,44.8947,97.3971,336.612,0.460945,5.62913,4.43262,0.461266,21.2691,1.05472,24.8262,14.7488,21.1484,3.82691,21.6152,19.1569,2.52923,148.089,6.72555,12.5961,5.87643,148.095,0.477616,1.72623,1.44431,0.00046164,0.00380755,0.168642,6.60976,3.09455,0.000649581,1.65407,
695,44.8947,62.7639,193.575,0.715296,3.71757,1.8115,0.189176,6.97634,0.796765,23.9442,14.5903,6.95383,3.78415,17.206,5.05816,1.67062,83.8085,7.58209,2.76592,5.88575,84.7627,0.300407,1.72623,1.44511,0.00046164,0.00380755,0.168642,9.33274,13.9141,0.000649581,1.87885,
696,44.8947,83.2632,264.488,0.53919,5.77784,2.66943,0.208687,13.7449,1.34081,27.1279,14.9255,13.6949,3.77334,24.2675,10.8191,1.3054,107.2,8.39128,37.0364,6.22412,107.51,0.442647,1.72623,1.44511,0.00046164,0.00378353,0.168362,9.90666,13.9148,0.000553396,0.415717,
697,44.8947,78.8884,227.155,0.569092,5.485,2.98663,0.338011,11.9131,2.54561,24.6823,15.1779,11.8862,3.87363,22.4401,9.18411,2.01587,92.4871,14.8906,8.83875,9.45886,92.1524,0.841629,1.72623,1.44511,0.00046164,0.00378353,0.168362,9.68466,4.02215,0.000553396,1.26699,
698,44.8941,98.4223,362.775,0.456137,7.00076,3.08296,0.46008,21.1227,1.44592,24.2886,16.2597,20.8391,3.92251,26.0221,9.3482,2.39349,162.861,9.35962,9.17787,13.2522,160.333,1.12211,1.72623,1.44411,0.00046164,0.00378353,0.168362,9.65424,13.9148,0.000553396,2.17528,
699,44.8925,62.6537,92.066,0.716518,6.72577,4.27067,0.295153,2.09116,2.2894,25.0554,16.1176,2.06787,3.74075,25.8849,18.7336,1.59349,17.9683,12.0537,8.99707,11.7293,26.1069,0.843648,1.72549,1.44411,0.000461378,0.00378353,0.168362,13.4502,13.9148,0.000553396,0.399287,
700,44.8925,65.8014,191.458,0.682242,4.78719,3.07887,0.177601,7.00207,0.587293,24.6013,14.779,6.97019,3.81797,21.4908,11.8087,1.34528,80.8426,3.57281,9.20618,6.30117,80.6936,0.651181,1.72549,1.44411,0.000461378,0.00378353,0.168362,9.90026,13.9147,0.000553396,0.765781,
701,44.8925,86.9157,352.133,0.516507,4.4848,3.41072,0.207049,17.8242,0.904728,24.2322,14.4723,17.5472,3.83253,19.4191,15.3556,1.50983,157.731,7.10231,6.07816,4.64231,155.366,0.54716,1.72553,1.44456,0.000461378,0.00378353,0.168362,10.5192,13.9146,0.000553396,2.8638,
702,44.8925,84.3647,313.721,0.532124,4.49811,3.11585,0.161349,16.598,1.34295,23.6896,14.7222,16.4287,3.80796,19.4835,13.1945,1.13534,142.696,9.66729,2.04554,5.98604,141.116,0.649689,1.72467,1.444,0.000461378,0.00378353,0.168362,6.35204,13.9146,0.000553396,1.76838,
703,44.8925,81.811,274.204,0.548734,4.78446,3.64473,0.353925,14.1897,1.7421,23.5331,15.607,14.1254,3.83063,19.6133,17.3074,2.13445,115.446,12.0466,1.94426,10.7225,114.852,0.717509,1.72553,1.44456,0.000461378,0.00378272,0.168362,9.26311,13.9146,0.000519496,0.582441,
704,44.8925,67.6605,174.69,0.663496,4.74981,2.88592,0.249447,8.46093,0.504818,24.51,14.0006,8.44687,3.85208,21.1784,13.3022,1.80039,72.0683,3.96337,6.66986,1.96486,72.1284,0.928209,1.72525,1.44456,0.000461378,0.00378272,0.168362,16.2216,9.69461,0.000536916,1.51668,
705,44.8925,102.67,380.97,0.437249,5.60948,4.14885,0.322836,23.6476,0.525428,26.3166,14.7781,23.3984,3.92296,23.7176,18.6919,2.00561,169.889,2.7536,33.1591,5.78661,169.185,1.18328,1.72525,1.44494,0.000460842,0.00377347,0.168362,10.1483,13.9148,0.000536916,1.27121,
706,44.8925,97.2474,375.3,0.461632,3.88885,2.39566,0.201998,24.1146,0.831424,23.569,14.4447,23.854,3.94708,16.1031,8.16145,1.43355,174.519,5.89845,3.3939,6.04968,172.335,1.2183,1.72503,1.44536,0.000460842,0.00377347,0.168362,6.18557,3.45589,0.000536916,3.77364,
707,44.8925,102.744,340.913,0.436934,5.39387,4.52709,0.376697,23.8542,1.66671,23.4174,15.9027,23.7497,3.85603,20.6848,22.6829,2.06931,148.151,11.09,2.39817,11.2234,147.463,0.959786,1.72525,1.44536,0.000460251,0.00377347,0.168362,5.65731,13.9148,0.000421426,0.797636,
708,44.8916,77.1554,259.513,0.581834,3.8139,2.64815,0.185689,7.19077,2.12274,34.9795,15.1553,7.17143,3.88784,15.337,10.6284,1.43721,86.9616,13.7771,138.458,9.5289,85.4972,0.949589,1.72477,1.44536,0.000460842,0.00377347,0.168362,9.54211,13.9148,0.000421426,3.77364,
709,44.8916,117.959,493.083,0.38057,4.55511,3.26065,0.224308,33.3795,1.59532,24.046,14.3521,32.6428,3.90307,17.3009,12.1715,1.36334,232.118,9.81677,11.1279,3.9814,228.415,0.957151,1.72477,1.44536,0.000459635,0.00377347,0.168362,23.0971,13.9148,0.000421426,2.62063,
710,44.8916,102.336,385.425,0.438669,4.9994,3.04337,0.197877,24.5915,1.23413,25.2724,14.8766,24.3085,3.81209,20.409,12.2243,1.24932,175.831,7.84855,19.9592,6.63278,173.627,0.585135,1.72477,1.44536,0.000460045,0.00377347,0.168548,9.09402,13.9148,0.000421426,1.7613,
711,44.8916,89.33,312.224,0.502537,4.34968,3.3321,0.190114,18.9689,1.46308,23.5722,14.6372,18.902,3.91463,18.7201,15.2769,1.37767,133.111,12.9988,2.58572,6.65845,132.701,0.988895,1.72477,1.44536,0.000460045,0.00377347,0.168548,8.35975,8.17929,0.000421426,3.77388,
712,44.8916,59.2574,156.167,0.757569,3.21598,1.7033,0.185288,5.81742,0.195372,23.9899,14.5555,5.80282,3.79184,12.9313,3.30337,1.6087,70.9292,1.30394,3.04522,5.56708,71.208,0.186822,1.72477,1.44536,0.000460045,0.00377347,0.168149,10.0863,13.9148,0.000421426,3.77388,
713,44.8916,132.001,486.894,0.340085,4.9763,3.93059,0.362197,40.0691,1.46372,23.5935,14.2422,39.5502,3.81309,17.9252,16.2564,2.05719,225.692,9.71609,1.69575,3.93118,224.972,0.570697,1.72262,1.44536,0.000460045,0.00377347,0.168149,10.7841,1.18176,0.000421426,1.17207,
714,44.8916,110.735,410.897,0.405398,7.28439,5.54932,0.321401,26.5071,1.58338,23.8302,15.684,26.1412,3.83378,27.5235,20.6092,1.80046,185.699,8.63955,2.8937,10.0897,184.134,0.812523,1.72465,1.44591,0.000460045,0.00377046,0.168149,6.09485,13.9148,0.000421426,0.694881,
715,44.8916,67.7857,157.533,0.662258,5.54526,4.51677,0.226013,6.38442,2.09878,23.77,15.0308,6.37906,3.8346,23.1347,20.5796,1.38488,55.8569,13.661,1.51014,10.2226,59.2033,0.905552,1.7245,1.44591,0.000460045,0.00377046,0.168149,12.3502,4.89464,0.000421426,0.487932,
716,44.8911,77.3844,294.568,0.580106,5.3813,3.2739,0.274881,11.6209,1.99085,24.8063,14.9615,11.3626,3.7122,22.2011,16.5845,1.67968,135.111,13.4879,8.69492,7.63569,132.14,0.421743,1.72271,1.44595,0.000459735,0.00377046,0.168149,15.4318,13.9148,0.000421426,0.563515,
717,44.8911,79.6935,256.887,0.563298,4.98712,2.87885,0.254456,13.6021,1.50101,24.0747,15.0937,13.5448,3.75667,20.9924,12.115,1.70979,114.523,10.5844,6.16993,8.75727,114.2,0.555415,1.72271,1.44461,0.000460045,0.00377046,0.168149,9.55502,13.0951,0.000421426,0.401791,
718,44.8907,62.9765,200.165,0.712817,3.62923,1.52561,0.140201,7.72695,0.356695,24.0434,14.0954,7.6716,3.78732,16.5199,1.56149,1.31662,94.3082,2.2134,4.09687,3.27844,93.6771,0.414874,1.72271,1.44586,0.000460045,0.00377046,0.168149,5.93568,3.74944,0.000421426,1.11973,
719,44.8888,84.5947,325.698,0.530634,4.10652,3.01871,0.183705,16.6871,1.83366,23.7054,14.9002,16.4361,3.72329,16.7468,13.8858,1.41614,148.858,12.2018,1.31792,8.22061,146.536,0.392499,1.72225,1.44579,0.000460045,0.00377046,0.168149,11.0952,13.9138,0.000421426,0.536033,
720,44.8888,68.5606,288.883,0.654732,2.54857,1.94223,0.0710553,10.7694,1.04083,23.7772,14.0282,10.56,3.82315,10.1576,6.12742,0.865859,131.638,10.6662,0.891143,1.61182,129.011,0.572411,1.72225,1.44501,0.000460631,0.00377046,0.168149,12.9347,13.9149,0.000421426,3.77388,
721,44.8888,114.188,444.617,0.393112,4.81938,4.13566,0.253564,19.7736,2.27857,44.816,14.6783,19.5723,3.86095,18.7543,18.6079,1.55849,150.648,14.0909,255.664,5.23714,147.598,1.04513,1.72225,1.44543,0.000460134,0.00377046,0.168149,10.8075,13.9155,0.000421426,0.652655,
722,44.8888,97.0697,364.229,0.462439,4.71497,2.99015,0.21797,22.7446,1.11801,23.5354,15.3894,22.5112,3.84799,18.7194,11.9227,1.40415,166.84,7.46868,21.2983,10.1416,164.782,0.944689,1.72225,0.717151,0.000460631,0.00377347,0.168149,9.78999,13.9155,0.000421426,0.734168,
723,44.8888,91.1393,281.227,0.49253,7.20406,4.48809,0.452651,17.0643,1.32208,23.5942,16.0482,17.008,3.95765,26.8956,17.6644,2.43275,117.718,9.09486,2.86086,12.2425,116.99,1.21863,1.72225,1.44579,0.000460631,0.00377836,0.168149,7.94075,13.916,0.000421426,1.64097,
724,44.8888,73.2767,252.927,0.612594,3.01855,2.33463,0.12796,12.8751,0.552031,23.7329,13.9399,12.8175,3.87811,11.8748,8.17257,1.16974,115.454,3.38166,1.8444,2.11767,114.572,0.879904,1.72209,1.44579,0.000461105,0.00377836,0.168102,1.74177,13.916,0.000435923,3.77504,
725,44.8888,73.7622,205.927,0.608561,6.33197,4.81018,0.323542,7.78525,1.20164,25.4671,16.2489,7.76326,3.8304,25.1476,20.0284,1.84701,83.8668,7.41175,23.678,13.4458,83.7955,0.996252,1.72101,1.44556,0.000461105,0.00378109,0.168102,9.51922,13.9159,0.000435923,0.801059,
726,44.8888,98.4032,382.142,0.456172,4.5536,2.60422,0.188379,24.3978,0.306493,23.6075,14.7085,24.1368,3.90004,20.244,11.1815,1.46486,176.042,1.67324,2.54278,6.51569,174.626,0.936361,1.72101,1.44579,0.000461105,0.00378109,0.167745,9.5789,13.9159,0.000435923,3.77495,
727,44.8882,72.4632,196.732,0.619462,4.34359,2.2976,0.191139,10.7077,1.89836,23.7311,14.7395,10.7098,3.84451,18.3695,6.59441,1.38319,77.6895,13.8811,1.53324,7.709,78.3391,0.701287,1.72064,1.44579,0.000461105,0.00378109,0.167745,11.232,4.22408,0.000435923,2.07574,
728,44.8882,103.571,412.527,0.433405,4.86736,3.71215,0.322099,25.6718,1.52697,24.3446,14.0614,25.2075,3.85709,19.1035,15.0228,1.97206,191.944,10.0048,4.8251,1.27185,188.642,0.780271,1.72064,1.44579,0.000461513,0.00378109,0.167745,15.4434,13.4407,0.000435923,1.1954,
729,44.8882,49.8731,60.796,0.900047,2.79103,2.67877,0.0756865,0.399052,0.546334,25.1036,14.0409,0.389353,3.84842,13.1781,15.0596,0.948631,11.7175,4.6409,15.3214,1.51251,25.2647,0.880053,1.72064,1.44579,0.000461513,0.00377267,0.167745,23.8491,13.9159,0.000387355,3.77495,
730,44.888,72.7397,220.008,0.617105,4.74367,2.87999,0.231503,9.8806,1.23303,24.9417,15.1306,9.86165,3.83693,19.9294,12.7646,1.4374,92.3686,8.00875,11.2878,8.81077,92.3375,0.741216,1.72064,1.44579,0.000461513,0.00377267,0.167745,12.0324,13.9159,0.000387355,1.05237,
731,44.8869,90.6266,355.051,0.495295,5.12212,2.62369,0.250944,19.1301,1.73461,23.5873,15.4664,18.8609,3.85051,20.6008,10.5868,1.59552,160.77,10.8743,2.29499,11.1696,158.414,0.721866,1.71877,1.44579,0.000460129,0.00377267,0.167745,7.71069,13.9159,0.000387355,2.0656,
732,44.8869,119.061,480.678,0.377008,5.42644,2.65349,0.461083,33.0453,1.58277,24.0989,15.6236,32.3679,3.80138,19.7937,6.42143,2.36903,229.126,8.83294,6.31354,11.26,225.718,0.528159,1.71877,1.44579,0.000461633,0.00377267,0.167745,12.3195,13.9159,0.000387355,0.950511,
733,44.8869,92.9208,396.791,0.483066,4.18557,1.97579,0.1778,21.806,1.24469,23.626,14.7079,21.4163,3.78084,17.3128,3.79916,1.30857,187.043,9.51795,1.63893,7.94451,184.033,0.631652,1.71877,1.44579,0.000461633,0.00376526,0.167745,12.3383,13.916,0.000387355,0.573756,
734,44.8869,67.7171,278.622,0.662859,2.50114,1.52272,0.0250071,10.9399,0.409721,23.8273,13.9888,10.7094,3.79319,9.60537,1.0186,0.317539,133.91,3.05468,0.341389,1.1332,130.991,0.205727,1.71877,1.44579,0.000460434,0.00376526,0.167745,20.4547,13.9161,0.000387355,3.77513,
735,44.8865,67.8973,197.245,0.661094,4.13587,3.96897,0.144058,7.85382,0.746252,24.4505,14.8776,7.81386,3.90633,18.0999,20.8288,1.01556,86.8225,4.13945,9.75073,7.95253,86.3319,1.13812,1.71877,1.44579,0.000460434,0.00376526,0.167745,6.98951,13.9161,0.000387355,3.56911,
736,44.8865,96.8819,404.71,0.463312,5.1871,2.43183,0.34674,22.1272,2.02593,24.3602,14.8862,21.6644,3.85243,21.1247,6.28283,2.10762,188.569,13.3816,7.95727,8.22702,185.819,0.601788,1.71877,1.44586,0.000460434,0.00376526,0.167745,12.3702,13.9161,0.000387355,3.77519,
737,44.8865,63.462,188.541,0.707298,3.64081,2.38556,0.141167,7.26744,0.369447,23.6865,14.8565,7.24662,3.86793,16.7109,11.1566,1.30851,84.1893,2.79523,1.57746,8.18579,84.9817,0.83111,1.71877,1.44586,0.000460434,0.00376526,0.167745,9.47948,13.9161,0.000387355,3.77519,
738,44.8865,84.9798,265.183,0.528202,5.85448,4.8941,0.316092,14.9553,1.66787,24.0265,14.4378,14.9045,3.92317,25.0756,21.3849,1.95593,106.3,10.8887,2.60124,5.2903,106.187,0.893503,1.71877,1.44586,0.000460434,0.00376526,0.167745,11.1326,4.25898,0.000387355,3.77519,
739,44.8865,71.1299,194.364,0.63105,4.53713,4.44692,0.242487,8.93521,1.42897,24.3969,14.344,8.91526,3.88299,20.1329,22.3974,1.75168,74.3009,10.529,8.37643,3.10126,74.4785,1.02173,1.71877,1.44497,0.000460434,0.00377612,0.167647,13.7172,13.9161,0.000387355,2.59162,
740,44.8857,75.6966,239.41,0.592968,5.06661,3.48529,0.175482,11.4939,0.852163,24.1581,15.1862,11.4545,3.82438,21.0648,15.3513,1.23708,99.5448,4.85377,6.81951,9.16093,99.2504,0.677599,1.71859,1.44376,0.000460434,0.00377612,0.167745,9.26704,13.9159,0.000387355,1.29233,
741,44.8857,65.4023,215.517,0.686301,3.34438,2.6279,0.186374,8.48824,0.188161,23.6623,14.7116,8.43591,3.75743,14.0568,12.6573,1.614,99.3406,0.689017,1.74426,7.43455,98.7179,0.217522,1.71859,1.44497,0.000460434,0.00377612,0.167745,5.98083,13.9162,0.000387355,1.25214,
742,44.8854,106.056,382.758,0.423224,4.8324,3.4381,0.272435,27.0592,1.63876,23.5327,14.6417,26.8593,3.78136,19.4366,13.9638,1.78361,170.783,13.9996,1.9369,4.92516,170.202,0.392069,1.71818,1.44497,0.000460434,0.00377612,0.167646,10.4164,13.9162,0.000387355,1.05431,
743,44.8854,80.8724,268.767,0.555015,5.55394,2.56121,0.171414,13.8498,1.5258,24.2409,15.2908,13.8168,3.86173,23.2914,10.0346,1.1512,116.731,9.41051,5.6762,8.51134,117.175,0.756841,1.71818,0.923853,0.000460434,0.00377612,0.167646,9.02445,13.9162,0.000387355,1.13037,
