Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.mechanical_trail_l.avg,Roll.front.camber_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.mechanical_trail_l.std_dev,Roll.front.camber_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.roll_center.z.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.mechanical_trail_l.best,Roll.front.camber_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
174,44.2137,108.208,229.57,0.408599,0.325999,1.41897,39.2466,0.356505,4.89974,0.368012,6.22124,29.1884,0.114563,11.7492,11.6407,1.41156,1.26643,0.613206,1.8225,112.57,1.20284,15.5708,0.143616,21.6049,17.3865,0.408608,48.3906,48.236,1.4509,0.496365,0.162875,1.02348,11.9044,0.0106655,0.474586,0.334054,0.0742172,8.90451,0.0131018,0.063095,0.0193027,1.03266,0.958233,
175,44.2126,76.5283,158.532,0.577729,0.227607,1.20417,29.6503,0.237377,2.79438,0.351508,3.80409,27.3501,0.0471793,4.11693,4.05832,1.38491,1.30152,0.37511,1.05294,91.9057,1.12402,12.199,0.140984,19.9607,2.55647,0.179147,26.4919,26.0579,1.62986,0.514136,0.162172,1.01682,11.9044,0.0106475,0.474304,0.207455,0.0749837,15.2701,0.0135103,0.0633872,0.0193027,1.03955,1.20521,
176,44.2117,66.8828,158.676,0.661032,0.22208,1.41191,15.1843,0.128707,2.12577,0.340192,2.19019,30.36,0.0472227,6.2173,6.19313,1.19042,1.27149,0.40936,2.67064,22.3901,0.829556,11.607,0.0434024,14.868,18.3844,0.228655,42.9559,43.3095,0.961551,0.447388,0.162145,1.01667,11.9044,0.0106475,0.474304,0.333949,0.074203,27.7364,0.0137675,0.0644705,0.0197932,1.0434,1.20561,
177,44.2117,94.0963,198.43,0.469856,0.258808,1.38853,34.8517,0.225758,4.03406,0.348527,5.33457,26.7835,0.102588,9.11484,9.04491,1.29505,1.31345,0.410503,1.91177,95.2226,0.864476,17.8221,0.0939633,21.9779,5.08333,0.440526,41.4048,41.4396,1.29681,0.569158,0.162145,1.02139,11.9555,0.0106475,0.474586,0.181538,0.0749191,6.89086,0.0137675,0.0655722,0.0199542,1.0434,1.20561,
178,44.2114,130.524,274.956,0.338722,0.345623,1.33878,42.2316,0.246473,7.82059,0.355182,4.76566,25.6231,0.125813,22.4046,22.3542,1.41705,1.49547,0.604791,1.02371,104.14,0.738577,24.3614,0.164689,16.3414,6.56756,0.51031,71.2855,71.2695,1.40885,1.25115,0.161908,1.02361,11.9675,0.0106606,0.474741,0.0948302,0.0749191,2.86789,0.0140975,0.0655722,0.0200688,0.799733,0.318577,
179,44.2106,92.0998,191.389,0.480029,0.278988,1.25475,20.1535,0.162109,5.35001,0.335452,4.30605,32.5508,0.0857473,12.5163,12.4161,1.34582,1.34416,0.476536,1.01247,39.1342,0.60181,20.8443,0.0840172,17.904,39.7782,0.311145,51.5707,51.8728,1.37299,1.05136,0.161908,1.0238,11.9675,0.0106583,0.474741,0.0385059,0.0749982,6.21816,0.0140421,0.0655722,0.0200688,1.0434,0.417931,
180,44.2106,140.126,291.897,0.315506,0.284287,1.68622,47.1428,0.427322,8.09769,0.353778,9.31665,25.9959,0.290848,21.783,21.5519,1.63139,1.5646,0.555553,2.37169,116.541,1.3109,27.7324,0.132082,31.771,8.56291,1.16999,72.0702,71.5873,2.00897,1.35967,0.161908,1.0253,11.9759,0.0106583,0.474741,0.0686421,0.0749982,3.49745,0.0140421,0.0657395,0.0201172,1.0477,1.20658,
181,44.2098,126.28,282.432,0.350094,0.386722,1.43882,40.2414,0.320471,7.4631,0.358132,5.74283,26.8382,0.227147,20.193,20.1097,1.44315,1.5172,0.778878,2.11869,104.001,1.11125,25.2674,0.121697,21.497,3.42394,1.15679,68.9408,68.5801,1.45249,1.22102,0.161908,1.02362,11.9824,0.0106492,0.476174,0.20511,0.0749982,9.57028,0.0140421,0.0658112,0.0200684,1.04614,1.20658,
182,44.2095,67.421,128.715,0.655722,0.242209,1.13467,19.9838,0.153705,3.48262,0.337366,1.37494,26.8658,0.0906023,5.70522,5.62705,1.14893,1.27412,0.3926,0.605085,51.6173,0.762986,18.082,0.0727636,7.45227,4.3942,0.424211,37.0674,37.5881,0.537715,0.542834,0.161637,1.02099,11.9824,0.0106443,0.476174,0.0745461,0.0749982,3.96237,0.0140421,0.0662686,0.0202424,1.04795,1.07906,
183,44.2095,101.699,212.824,0.43471,0.360156,1.4226,37.9782,0.327856,3.84099,0.341555,4.63864,26.6423,0.0651035,11.7265,11.6583,1.50524,1.19128,0.691794,1.86687,98.3288,1.12397,13.7481,0.0872305,16.312,3.88428,0.302529,51.4987,52.5484,1.70916,0.130897,0.161624,1.02099,11.9845,0.0106443,0.476174,0.0978929,0.0749982,11.0716,0.0100433,0.0664319,0.0204497,1.04795,0.505823,
184,44.2079,152.081,330.369,0.290687,0.339368,1.40144,35.1974,0.407347,6.30623,0.359408,6.92529,52.1086,0.231073,23.0156,22.8439,1.65277,1.29227,0.591157,1.54961,87.5544,1.27796,19.3372,0.0953983,22.8883,151.053,1.0569,74.2645,73.6939,1.93753,0.316889,0.161624,1.01895,11.9845,0.010642,0.475154,0.300345,0.0747967,7.47083,0.0136678,0.0664319,0.0204497,1.04795,1.07713,
185,44.2079,87.925,214.419,0.502791,0.679349,1.68648,22.5645,0.153666,3.16947,0.332523,3.8478,28.3333,0.110622,12.3608,12.1567,1.2451,1.28474,3.32216,3.43675,55.0981,0.755246,13.5384,0.0279955,18.5158,25.1283,0.480062,60.9148,60.7913,1.08682,0.42404,0.161624,1.01895,11.9845,0.0106443,0.475077,0.294062,0.0746468,4.04564,0.0136678,0.066325,0.0204497,1.05103,1.20676,
186,44.2079,112.649,232.171,0.39244,0.289263,1.29589,38.5802,0.407451,6.40573,0.343437,8.49376,26.4656,0.199353,13.8046,13.5217,1.54871,1.29332,0.695378,1.45566,108.393,1.34128,21.2989,0.106643,36.3079,4.84271,0.795851,52.764,51.9606,1.72625,0.411717,0.161178,0.953248,11.9845,0.0106443,0.475077,0.103782,0.0746468,7.11195,0.0136678,0.0670283,0.0204497,1.0561,0.591505,
187,44.2079,141.349,264.166,0.312757,0.408615,1.78196,53.6795,0.562085,6.35524,0.346714,10.8413,26.0723,0.481693,19.0445,18.4311,1.88546,1.45854,0.644483,3.33477,120.742,1.39772,15.5539,0.123515,27.1483,4.48107,1.47173,57.8162,58.3882,2.09005,0.992394,0.161091,0.142814,11.9845,0.0106443,0.475077,0.043898,0.0746468,10.0812,0.0136678,0.0673352,0.0210268,1.05687,1.20676,
188,44.2079,115.216,248.406,0.383697,0.28921,2.04909,47.3716,0.390682,6.5609,0.373967,5.06861,27.8041,0.216815,11.1203,11.0118,1.3534,1.6052,0.498541,3.80599,143.982,1.33008,21.8276,0.158072,20.2432,6.8339,0.760324,44.6274,45.1339,1.39819,1.42123,0.160714,1.01895,11.9862,0.0106425,0.475154,0.334051,0.0746468,11.2253,0.0136678,0.0671488,0.0210268,1.05854,1.20676,
189,44.2068,87.5243,192.269,0.50508,0.30834,1.26172,28.7251,0.28945,2.64361,0.340036,5.91148,27.0535,0.257629,9.0179,8.94695,1.43859,1.33,0.585295,1.45575,76.2195,1.15722,9.46926,0.0743352,24.8694,2.90903,0.984248,44.9043,44.8212,1.52268,0.578392,0.160678,0.589507,11.9881,0.0106419,0.475833,0.219255,0.0743898,13.327,0.0136678,0.0669002,0.0210268,1.05854,1.20677,
190,44.2061,113.304,238.42,0.390154,0.478084,1.38513,49.5583,0.307401,5.61523,0.379329,4.08037,26.8228,0.23975,10.8977,10.8544,1.46618,1.21962,1.31175,1.25918,141.395,1.02807,18.0211,0.210247,15.7177,3.91286,0.813407,44.7732,44.7877,1.41339,0.229043,0.160501,1.01911,11.9881,0.0106419,0.475721,0.334029,0.0743898,10.1387,0.0136678,0.0669002,0.0210268,1.05854,0.226605,
191,44.2061,92.1567,195.15,0.479684,0.239646,1.56065,29.2968,0.233905,3.68881,0.337761,5.41377,26.6124,0.151067,10.9756,10.9332,1.47802,1.23511,0.37075,2.35486,77.8626,0.914715,13.8422,0.0824109,21.2018,4.58323,0.625103,46.7818,46.7749,1.69424,0.11315,0.160501,1.01911,11.992,0.0106358,0.475721,0.0240034,0.0743898,5.52848,0.0136678,0.0672803,0.0210268,1.0589,1.20677,
192,44.206,117.128,271.003,0.377417,0.434195,1.16034,40.515,0.157845,5.61287,0.374682,8.87412,38.5097,0.154137,9.3916,9.07525,1.49009,1.37778,1.09073,0.646556,126.803,0.581066,19.2084,0.174402,32.2674,75.6533,0.604571,38.3832,36.9665,1.52374,0.701131,0.160066,1.01911,11.9866,0.0106358,0.475721,0.334045,0.0743898,13.5538,0.0136678,0.0674622,0.0209944,1.0589,1.20668,
193,44.2055,71.8481,138.103,0.615264,0.245723,1.09317,22.3059,0.164646,3.55355,0.328994,3.42588,26.8478,0.0805434,5.59944,5.52178,1.38604,1.29461,0.413979,0.422934,61.1638,0.768905,16.6951,0.0576488,18.5287,12.4141,0.453471,27.812,27.4044,1.60956,0.652005,0.160066,1.01794,11.9866,0.0106358,0.475721,0.0796815,0.0743898,0.530291,0.0136678,0.0672791,0.0208572,1.0589,0.97851,
194,44.2048,95.8376,229.804,0.461247,0.435903,1.63218,41.5689,0.158999,6.30094,0.364623,5.03553,27.0298,0.2062,5.36184,5.10612,1.17762,1.45898,1.28051,3.26231,137.156,0.589181,23.5517,0.199987,22.6551,4.58923,0.777911,25.2853,24.3159,0.558672,1.05703,0.160066,1.01794,11.992,0.0106358,0.47582,0.334026,0.0743898,1.12741,0.0136678,0.0679935,0.0210268,1.0589,1.20662,
195,44.2048,90.6662,227.619,0.487555,0.2966,1.45171,29.9446,0.176399,2.43104,0.341682,5.53241,26.7653,0.0559956,10.581,10.4278,1.33736,1.32433,0.675589,2.31227,88.2322,0.848166,12.5849,0.0610209,31.5734,4.86125,0.24898,51.6114,51.8264,1.36998,0.623644,0.160066,1.02196,11.9922,0.0106393,0.476437,0.31009,0.0739624,0.218632,0.0138919,0.0679935,0.0210541,1.06011,1.20662,
196,44.2043,94.8211,218.958,0.466186,0.411664,1.4921,44.1799,0.295439,5.71651,0.381194,3.59205,27.1802,0.100166,4.46429,4.30522,1.2498,1.45254,1.16832,2.36981,150.51,1.12728,20.9587,0.254269,14.8958,3.94231,0.348699,19.3148,18.5788,0.82788,1.01656,0.160423,1.02196,11.992,0.0106338,0.476663,0.14988,0.0739624,1.70824,0.0139227,0.0691129,0.0212507,1.06026,1.20648,
197,44.2043,120.369,241.621,0.36724,0.352034,1.28468,33.683,0.352971,5.88436,0.343776,8.9325,27.7112,0.270466,19.4823,19.3752,1.33757,1.35897,0.659996,1.22034,80.4187,1.04625,19.5068,0.101156,28.5688,5.26921,1.20697,67.5658,69.1488,0.92873,0.84407,0.160484,0.226958,11.992,0.0106214,0.476663,0.153022,0.0739624,10.1732,0.0139227,0.069394,0.0212507,1.06026,0.299019,
198,44.2035,97.2456,231.397,0.454556,0.238636,1.97459,33.7306,0.298743,4.89886,0.349895,5.6434,27.242,0.211643,10.0051,9.804,1.45227,1.39584,0.379247,4.0803,93.6913,1.15117,18.1433,0.0951991,25.009,2.561,0.791194,49.6555,47.9007,1.59858,0.855315,0.160392,1.02019,11.992,0.0106214,0.476573,0.326587,0.0739624,13.1374,0.0138186,0.0695249,0.0212507,1.06037,1.20648,
199,44.2034,97.9715,196.433,0.451186,0.312577,1.68981,37.9316,0.425381,5.07479,0.338027,4.27654,26.581,0.138308,9.27865,9.18868,1.51015,1.22593,0.56226,2.38097,97.567,1.42489,17.639,0.0611892,15.8216,4.05807,0.521269,39.9525,39.8461,1.67049,0.360458,0.160232,1.02019,11.992,0.0106214,0.476573,0.0816116,0.073705,10.9136,0.0134311,0.0696643,0.0213133,1.05995,0.244502,
200,44.2032,107.162,252.803,0.412491,0.239459,1.16651,39.7957,0.302314,5.31488,0.362869,2.81093,26.6661,0.0805746,13.9304,13.7889,1.46619,1.23688,0.35723,0.783611,113.114,1.21946,19.4338,0.126792,12.9672,4.5571,0.300627,61.109,60.8521,1.7893,0.344885,0.160253,1.01874,11.992,0.0106164,0.475981,0.334011,0.0734693,1.11373,0.0132777,0.0698953,0.0213,1.05995,0.183312,
