Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.front.motion_ratio_heave_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_top_view_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,2in Heave.front.rocker_coil_over_angle_l.avg,2in Heave.front.rocker_p_rod_angle_l.avg,2in Heave.front.p_rod_length_l.avg,2in Heave.front.coil_over_length_l.avg,2in Heave.front.tie_rod_angle_top_view_l.avg,2in Heave.front.toe_angle_l.avg,2in Heave.front.side_view_swing_arm_angle_l.avg,2in Heave.front.roll_center_gnd.z.avg,2in Heave.front.motion_ratio_heave_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_top_view_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,2in Heave.front.rocker_coil_over_angle_l.std_dev,2in Heave.front.rocker_p_rod_angle_l.std_dev,2in Heave.front.p_rod_length_l.std_dev,2in Heave.front.coil_over_length_l.std_dev,2in Heave.front.tie_rod_angle_top_view_l.std_dev,2in Heave.front.toe_angle_l.std_dev,2in Heave.front.side_view_swing_arm_angle_l.std_dev,2in Heave.front.roll_center_gnd.z.std_dev,2in Heave.front.motion_ratio_heave_l.best,Roll.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_top_view_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,2in Heave.front.rocker_coil_over_angle_l.best,2in Heave.front.rocker_p_rod_angle_l.best,2in Heave.front.p_rod_length_l.best,2in Heave.front.coil_over_length_l.best,2in Heave.front.tie_rod_angle_top_view_l.best,2in Heave.front.toe_angle_l.best,2in Heave.front.side_view_swing_arm_angle_l.best,2in Heave.front.roll_center_gnd.z.best,
244,161.385,364.921,1105.62,0.442245,33.5343,48.0917,2.1406,35.7079,4.0953,21.8524,5.97337,15.1598,7.2374,0,80.0318,3.68525,6.81694,48.7894,51.8052,44.331,347.903,6.03141,7.19415,0.688962,41.6865,1.80484,96.1197,36.256,0,239.532,0.674639,23.2248,350.746,113.896,23.3946,0.152998,0.406258,18.92,3.75666,14.0086,5.64006,0.0518937,0.726445,0,36.8825,3.34635,2.63196,0.331247,31.0998,
245,161.385,389.845,1422.53,0.413971,57.4614,32.176,3.87145,59.9729,4.15099,18.9427,5.99501,22.8678,7.6269,0,82.1403,3.76367,5.0723,32.8154,52.9885,257.673,311.139,16.8785,216.517,0.799614,37.5703,1.48617,164.366,43.0264,0,248.745,0.928955,13.5935,313.793,112.064,23.3946,0.152998,0.406258,5.90783,3.75666,14.0086,5.6825,0.0518937,0.726445,0,36.8825,3.34635,2.35065,0.331247,31.0998,
246,161.385,497.578,1428.95,0.32434,39.4587,82.1596,7.05917,37.4887,4.40733,19.7902,6.0206,24.455,38.867,0,69.1215,4.03679,7.66854,82.8519,74.1931,67.3057,419.541,35.4629,38.2145,1.85144,27.9147,1.60912,103.302,199.386,0,201.863,1.9759,20.1958,422.239,188.456,23.3946,0.189621,0.406258,8.32053,3.60332,13.9681,4.03091,0.0518937,0.8147,0,36.8825,3.28432,2.63196,0.357369,31.1036,
247,161.385,452.22,1456.15,0.356872,45.9138,81.2832,6.80409,34.1769,4.37453,21.8021,5.98639,6.48826,7.6425,0,72.9426,4.00071,6.34068,82.0775,72.3863,148,433.338,35.3324,5.40246,1.78856,39.0891,1.83888,35.7425,51.3572,0,203.378,1.9559,19.7178,436.418,215.177,23.3946,0.189621,0.406258,8.59739,3.68507,13.9681,3.42266,0.0518937,0.780202,0,36.8825,3.27603,1.94927,0.357369,31.1036,
248,161.385,463.18,1774.26,0.348428,36.8867,80.1316,4.07505,34.224,4.21416,20.7779,5.91607,29.8969,18.9328,0,75.6854,3.8203,6.68297,81.0914,60.8445,117.495,466.888,18.1802,4.44833,1.23565,37.655,1.34533,205.742,118.563,0,233.674,1.321,23.3019,470.988,173.366,18.5308,0.196375,0.406258,8.35047,3.68507,13.9681,5.6821,0.0518937,0.793498,0,36.8825,3.27603,2.08079,0.357369,31.1036,
249,161.385,348.839,1121.97,0.462634,38.4892,33.7846,2.66097,35.2035,4.2172,16.7916,5.9991,22.8702,12.5559,0,72.7424,3.82814,5.19398,34.3791,60.1228,95.7391,326.808,10.9664,7.69643,1.1805,15.372,2.3167,190.662,67.8049,0,224.817,1.29569,12.2474,328.164,203.188,23.3946,0.199057,0.405108,10.1477,3.68507,13.8751,5.67953,0.0518937,0.753772,0,36.8032,3.27603,2.4579,0.357369,31.1036,
250,161.238,320.329,1071.58,0.503352,32.6876,35.4507,4.86635,35.376,4.24884,22.1044,5.93131,2.70773,6.64418,0,67.6868,3.84693,6.3635,36.1077,56.3073,50.4953,323.084,24.563,7.41218,1.35396,47.4086,1.83247,25.157,38.3363,0,207.322,1.39793,25.0551,326.235,172.043,23.3087,0.199057,0.405108,15.7243,3.68507,14.0423,4.75721,0.0518937,0.699567,0,36.7604,3.27603,2.63196,0.357369,31.1069,
251,160.779,440.776,1469.45,0.364763,29.1557,86.3484,2.86868,34.9579,4.11584,19.8572,5.90088,18.0194,17.5394,0,66.2821,3.7224,4.34754,87.2923,60.3682,26.8602,495.477,12.0677,6.5709,0.58524,33.3938,1.53703,108.107,85.6556,0,154.635,0.672195,10.8254,494.931,168.339,23.3087,0.14298,0.404589,7.90736,3.68507,14.0423,5.61706,0.0465993,0.699567,0,36.8124,3.27603,2.54151,0.272168,31.1125,
252,160.779,319.652,952.834,0.502981,30.139,40.8401,4.41882,34.3354,4.20412,17.897,5.99021,9.95044,4.27303,0,50.7525,3.82198,5.43804,41.2432,66.3478,34.7891,264.589,26.913,4.02246,1.12635,25.4558,2.38568,75.6487,23.6272,0,100.698,1.24636,20.1435,269.566,222.538,23.2559,0.14298,0.404589,7.86513,3.68507,14.0423,1.47348,0.0465993,0.699567,0,36.8681,3.27603,2.54151,0.253067,31.1125,
253,160.763,448.083,1686.85,0.358781,32.4977,63.9926,5.21116,36.6042,4.41012,17.0845,5.95915,44.0538,50.6698,0,50.1019,4.03054,5.38374,64.71,63.3735,56.4517,398.01,29.4935,23.0727,2.4694,15.3607,1.57445,297.275,437.772,0,73.0776,2.5864,14.956,397.962,172.088,23.2559,0.14298,0.404589,4.02492,3.68507,14.0441,5.19233,0.0465993,0.699567,0,36.676,3.27603,2.54151,0.253067,31.1125,
254,160.763,305.345,901.88,0.526497,34.4531,25.4703,4.18195,36.5725,4.33207,18.917,6.10538,13.1158,13.0459,0,54.2468,3.961,5.30639,25.7729,59.8643,53.3555,214.486,17.874,12.0589,1.56864,28.1718,2.21024,89.1077,101.723,0,85.1455,1.74919,12.8923,216.71,178.445,23.2559,0.14298,0.404589,7.24925,3.68507,14.107,5.68741,0.0465993,0.622611,0,37.0418,3.27603,2.54151,0.253067,31.1269,
255,160.763,233.551,525.772,0.688343,27.084,8.53515,2.07535,35.1471,4.14262,18.708,5.92266,7.05521,5.99239,0,50.9857,3.74081,5.33981,8.81549,50.007,24.177,72.9076,12.2478,4.50942,0.890615,30.6142,1.84428,57.8975,48.9404,0,106.047,0.964442,16.4203,72.8448,167.751,23.0263,0.14298,0.402503,11.9546,3.75666,14.107,5.68858,0.0465993,0.622611,0,37.1245,3.34635,2.54151,0.250466,31.1269,
256,160.763,366.743,1041.37,0.438354,27.5111,20.6352,5.08615,34.0506,4.23432,24.9746,6.53204,13.0385,12.5203,0,84.6349,3.83064,4.77685,20.9484,103.97,19.5826,196.239,27.2169,4.8667,1.30353,57.5268,4.26848,72.6909,71.775,0,274.251,1.3396,11.0812,196.727,366.272,23.0023,0.14298,0.402503,8.99589,3.44205,14.107,5.68858,0.0465993,0.622611,0,37.1582,3.17942,2.54151,0.250466,31.1269,
257,160.63,479.332,1368.98,0.335112,29.753,72.6311,5.30614,34.0788,4.42696,21.2334,6.32709,18.1151,15.4538,0,88.4147,4.04293,8.26614,73.2717,98.0113,36.1989,407.078,23.7865,5.39066,2.11836,32.6593,3.16583,79.434,65.3177,0,243.67,2.25377,25.526,401.723,302.024,18.2706,0.108058,0.402503,10.4157,3.75666,14.1365,5.68861,0.0465993,0.622611,0,37.2386,3.34635,2.54151,0.241318,31.1269,
258,160.63,485.621,1742.72,0.330773,29.5479,35.2732,2.32473,34.6771,4.07809,18.3145,6.27799,58.538,74.2445,0,95.0763,3.68434,5.37514,35.559,82.6498,37.4328,237.964,11.5456,5.95036,0.551302,27.3744,3.19659,450.294,608.837,0,294.631,0.625737,14.2349,241.763,285.44,23.0023,0.108058,0.402503,9.20195,3.70862,14.0794,5.68305,0.0465993,0.622611,0,37.2386,3.29818,2.54151,0.241318,31.1101,
259,160.603,489.642,1623.92,0.328001,25.3741,118.375,2.18641,34.3493,4.19952,19.5779,5.73236,16.5758,19.5909,0,57.2108,3.80097,6.25886,119.676,56.7345,9.85888,595.739,8.9401,3.44015,1.17403,27.0935,1.06941,107.103,107.803,0,120.785,1.22066,19.3187,601.253,143.854,20.1712,0.108058,0.402503,11.2853,3.70862,14.0126,1.94878,0.0465993,0.622611,0,37.2386,3.29818,2.54151,0.241318,31.1084,
260,160.037,335.732,1048.84,0.476681,29.9109,39.6552,3.4846,35.3138,4.2438,17.3765,5.99684,9.74984,5.67777,0,72.9149,3.85081,6.66969,40.0484,60.8391,43.3688,288.326,18.5781,8.61066,1.34539,20.662,1.69821,54.8803,33.9952,0,231.826,1.44019,22.2023,279.646,174.214,22.6912,0.108058,0.402503,10.4231,3.73688,14.0126,5.68326,0.0465993,0.622611,0,37.2386,3.32693,2.54151,0.241318,31.1084,
261,160.037,271.419,900.731,0.589631,27.554,32.1152,2.43496,39.4903,4.1472,16.9279,5.81434,8.29123,7.9672,0,43.6105,3.75891,3.75069,32.6232,42.9335,34.5641,316.105,13.4454,47.1141,1.03845,19.5686,0.913633,58.5699,53.358,0,47.3068,1.16014,7.16033,318.756,84.8144,22.2236,0.108058,0.402503,10.7042,3.73366,14.0126,5.68326,0.0465993,0.622611,0,37.3676,3.3243,2.54151,0.241318,31.1084,
262,160.037,339.639,820.116,0.471197,32.4919,22.9779,4.91489,35.9895,4.17999,23.8807,6.32436,10.7135,11.88,0,71.9363,3.79138,8.63898,23.2144,78.7054,41.9692,134.689,26.7269,11.1872,1.05368,47.7253,3.61681,50.4434,54.7329,0,161.193,1.17709,25.3679,134.605,285.198,22.2236,0.108058,0.402503,10.6632,3.36421,13.9764,5.67756,0.0465993,0.622611,0,37.4162,2.95092,2.67143,0.241318,31.0866,
263,160.037,563.358,1706.3,0.284077,79.6677,70.474,8.37531,34.5674,4.65469,23.1589,6.32269,40.7863,18.3446,0,97.3853,4.28728,7.05526,70.9536,97.3255,361.414,392.013,36.5041,8.22238,2.78121,39.756,3.32739,204.306,78.4501,0,261.324,2.88126,21.6629,387.078,301.921,22.2236,0.108058,0.401804,8.31195,3.6944,14.0126,2.22425,0.0465993,0.689293,0,37.4458,3.28377,2.67143,0.241318,31.1084,
264,160.024,274.13,848.561,0.583753,26.3013,20.1068,1.59295,50.3192,4.09128,16.9013,5.89393,8.19156,17.445,0,46.4182,3.69463,4.48258,20.4036,48.2873,57.148,202.644,11.3332,155.504,0.87638,22.6652,1.38712,66.6748,132.348,0,74.0632,0.963953,14.419,204.531,139.761,22.1081,0.108058,0.402503,9.8377,3.6944,14.0126,5.68326,0.0465993,0.689293,0,37.4338,3.28377,2.61243,0.241318,31.1084,
265,160.024,251.855,905.687,0.635381,25.948,32.0435,1.24483,34.7679,4.10365,14.9304,5.72184,2.16065,5.00348,0,48.3995,3.70558,3.43041,32.5138,37.8813,27.1133,315.895,7.72127,15.7624,0.871912,3.48359,0.202412,19.9711,42.812,0,104.037,0.960796,4.41906,317.478,67.1295,22.1081,0.142088,0.402916,9.18613,3.6944,14.0126,5.68326,0.0465993,0.689293,0,37.5832,3.28377,2.61243,0.33826,31.1084,
266,159.893,490.302,1652.34,0.326111,37.636,104.228,2.26519,34.1159,4.15323,23.5504,5.85852,23.6182,8.87785,0,67.6011,3.74914,5.80032,105.047,63.8012,114.164,535.192,10.659,4.588,0.833964,48.6036,1.72657,131.44,45.683,0,159.256,0.837928,19.0074,538.789,186.557,22.1081,0.108076,0.402916,8.36954,3.6944,14.0126,0.726484,0.0436328,0.661684,0,37.6021,3.28377,2.61243,0.258761,31.1084,
267,159.893,306.275,916.658,0.522056,28.9861,19.545,3.09472,35.3525,4.21359,16.3373,6.21559,9.19625,14.6705,0,68.0725,3.82376,4.6204,19.7795,72.367,35.4933,173.325,21.0593,8.94422,1.29554,15.2085,3.33198,72.7833,120.34,0,209.243,1.41679,14.8294,172.978,272.133,22.1081,0.108076,0.402916,10.0121,3.6944,13.1986,5.68326,0.0231312,0.689371,0,37.6021,3.28377,2.64231,0.258761,31.1084,
268,159.662,545.489,1551.84,0.292694,36.2482,64.3555,7.77608,48.5688,4.41897,24.9342,6.60501,29.4755,32.1829,0,102.869,4.04531,8.02423,64.7259,111.259,72.3861,361.754,43.2264,144.803,1.75573,45.6279,4.30295,170.645,219.828,0,298.358,1.87704,23.4058,356.55,355.543,21.7379,0.108076,0.402916,6.25258,3.79561,14.0126,1.98129,0.0231312,0.676174,0,37.701,3.38715,2.54102,0.258761,31.1084,
269,159.62,356.28,1144.41,0.448018,27.3213,51.6142,3.22749,34.814,4.18075,24.9646,6.05901,10.5167,13.4863,0,55.0137,3.80271,6.05358,52.1017,63.1239,28.5243,345.411,17.6443,14.4597,0.954596,58.6322,2.34168,84.1414,74.0943,0,123.593,1.11397,22.7225,347.787,199.451,21.7379,0.103823,0.402916,8.18949,3.83826,14.2999,5.69288,0.0231312,0.676174,0,37.7388,3.42918,2.54102,0.245094,31.1452,
270,159.427,427.495,1390.9,0.372933,33.9082,42.1577,4.33339,39.9465,4.2412,19.7897,6.16363,32.5186,33.6825,0,89.7689,3.86126,5.78619,42.6398,68.6972,57.7132,329.553,20.7561,36.3661,1.33006,29.0358,2.44487,174.049,214.153,0,277.812,1.45117,14.4995,332.905,204.525,21.477,0.0747694,0.402916,10.4913,3.83826,12.3285,5.69308,0.0231312,0.676174,0,37.7704,3.42918,2.54102,0.17945,31.1493,
271,159.427,301.48,816.703,0.528814,29.2657,11.1755,3.85531,34.9094,4.19655,21.665,5.94648,20.6516,19.2762,0,74.3687,3.80497,6.56649,11.3798,54.4182,42.7204,80.9451,22.2216,3.26078,1.03653,47.4067,2.45456,137.717,132.117,0,212.656,1.13753,24.0011,82.3923,201.829,21.477,0.0747694,0.402916,11.4891,3.83826,14.2541,2.1531,0.0231312,0.676174,0,37.8086,3.42918,2.54102,0.17945,31.1493,
272,159.427,347.752,1473.72,0.45845,26.4694,20.5502,3.30155,34.6628,4.13207,17.9447,5.85901,42.5926,59.4517,0,61.6821,3.73287,5.25148,20.8507,41.2705,31.9684,184.666,24.0769,3.01202,0.812672,32.1389,1.7281,400.08,560.653,0,198.645,0.898748,22.6081,184.908,95.6487,21.2713,0.0747694,0.403891,5.93666,3.83826,14.2541,3.66112,0.0231312,0.676174,0,37.7274,3.42918,2.49189,0.17945,31.1493,
273,159.427,397.397,1318.52,0.401178,29.2487,49.8465,3.18817,34.9219,4.32229,17.3426,6.04593,25.4342,44.3278,0,58.5724,3.9365,4.86127,50.1105,65.2383,38.2872,290.023,19.9797,8.23259,2.52985,18.2569,2.26143,203.19,295.645,0,100.741,2.61999,11.306,286.702,210.93,21.2713,0.0747694,0.404015,6.14437,3.27598,14.3417,3.25326,0.0404897,0.676174,0,37.6746,2.86032,2.54102,0.17945,31.167,
274,159.427,293.362,888.081,0.543447,24.667,28.5547,4.43968,36.3885,4.11489,21.7068,5.94402,7.10937,10.6698,0,56.6784,3.70325,5.83505,28.7778,54.7727,19.8484,224.168,34.8691,16.8808,0.859001,47.3457,2.12519,45.2952,73.6974,0,115.945,0.834897,18.4868,223.758,180.677,6.93715,0.0747694,0.403651,12.1763,3.83826,14.3417,2.06476,0.0404897,0.713581,0,37.9809,3.42918,2.58809,0.17945,31.167,
275,158.876,358.785,1397.1,0.442816,24.8178,63.3835,2.97157,34.5119,4.07282,22.0333,5.78084,6.83918,11.471,0,63.3138,3.68743,5.00948,64.1579,46.7343,19.1704,443.706,19.7875,4.18132,0.376952,51.3773,0.571734,47.3908,88.1616,0,184.745,0.516909,15.6165,444.702,109.84,20.5544,0.0747694,0.403651,4.51496,3.83826,14.3417,5.69601,0.0369164,0.713581,0,37.8934,3.42918,2.58809,0.17945,31.167,
276,158.876,398.541,1625.03,0.398643,26.8176,27.509,4.85229,34.324,4.23893,19.747,6.23326,45.9288,51.3903,0,60.9219,3.85663,4.65479,27.7887,80.2778,32.9842,211.095,29.8738,4.0684,1.27259,31.626,3.16192,341.943,437.23,0,169.739,1.40511,15.2306,214.555,283.264,20.5544,0.0747694,0.403651,11.0733,3.83826,14.3417,5.69601,0.0369164,0.713581,0,37.9188,3.42918,2.58809,0.17945,31.167,
277,158.876,600.885,2351.41,0.264403,32.918,85.708,3.16525,34.1574,4.12831,22.721,6.05393,69.8814,101.484,0,70.7808,3.72979,4.29734,86.508,75.3522,62.1964,497.269,18.2618,4.4289,1.07815,47.1172,2.64319,575.111,859.018,0,209.495,1.14348,6.90234,492.437,248.369,20.2226,0.0747694,0.403651,8.38575,1.44535,14.2836,4.87134,0.0369164,0.713581,0,37.9188,1.03332,2.76876,0.17945,31.161,
278,158.876,421.268,1338.1,0.377137,28.5377,54.1968,2.01148,36.1305,4.06449,22.2325,6.14104,25.5068,24.113,0,78.4904,3.65884,7.13477,54.7784,74.2708,36.2002,374.075,7.27564,12.9579,0.257259,39.854,2.433,159.13,145.085,0,225.676,0.25755,21.6865,380.193,227.617,20.2226,0.0747694,0.402859,10.3638,3.49561,14.275,5.69441,0.0369164,0.713581,0,38.0014,3.09717,2.75128,0.17945,31.1545,
279,158.876,354.935,1010.7,0.447619,25.318,40.3723,7.19139,34.1116,4.31902,18.8769,6.33936,5.59759,9.13042,0,58.0676,3.93492,7.82176,40.6999,93.1544,20.3925,270.343,35.806,4.97955,1.47738,21.7063,3.39752,36.2865,48.9018,0,100.822,1.54404,26.6041,271.288,311.245,20.2226,0.0936478,0.402859,10.7473,3.87855,14.2743,5.69206,0.0369164,0.725509,0,38.0802,3.47023,2.75128,0.20993,31.153,
280,158.876,432.734,1664.95,0.367144,29.5938,47.091,5.50442,34.7585,4.30544,17.7179,6.15917,42.1054,61.6674,0,50.9498,3.93475,6.08545,47.4527,75.4087,47.5842,321.612,29.0254,7.15646,1.4572,17.807,2.93772,304.907,449.34,0,68.1307,1.61993,19.0179,322.296,261.492,20.2226,0.0936478,0.402859,4.03548,3.87855,14.2743,5.69206,0.0369164,0.725509,0,38.0802,3.47023,2.75128,0.20993,31.153,
281,158.876,439.886,1339.62,0.361175,24.9418,54.9328,7.39069,33.8969,4.40672,19.6697,6.60554,6.69885,7.59142,0,95.1489,4.03075,5.51059,55.4672,113.594,23.2749,377.845,42.9991,5.10714,2.71184,23.8411,4.58248,50.7474,66.0711,0,288.559,2.83196,15.9458,380.441,381.204,17.7105,0.0936478,0.402859,8.60014,3.44647,14.2743,5.45561,0.0369164,0.725509,0,38.3246,3.14994,2.72747,0.20993,31.153,
282,158.876,553.138,1845.93,0.287226,28.4879,96.2726,7.14431,33.8878,4.2603,21.712,6.25,39.9105,36.979,0,77.6991,3.88631,7.33816,97.3636,91.9461,38.6735,540.347,40.7284,5.11687,1.26451,43.1664,3.22516,216.672,209.119,0,181.848,1.42819,23.6976,541.11,298.312,12.2556,0.0936478,0.402859,6.10364,3.40217,14.2743,5.4294,0.0369164,0.725509,0,38.3409,3.25783,2.72747,0.20993,31.153,
283,158.876,389.48,1109.66,0.407917,30.1857,36.3819,3.56753,34.9376,4.25523,22.8296,6.4802,6.85087,8.87812,0,87.4345,3.87875,7.08553,36.8831,99.8315,47.9549,330.412,15.9696,8.16521,1.31839,42.3763,3.93549,53.0374,54.1764,0,269.074,1.46653,23.1373,337.276,330.158,20.0322,0.0936478,0.402859,11.2471,3.78411,12.5968,5.47383,0.0369164,0.725509,0,38.3409,3.55026,2.72747,0.20993,31.1362,
284,158.876,623.326,2154.42,0.254884,84.4414,104.317,5.3737,33.7436,4.27675,20.6709,5.96129,46.728,53.8891,0,73.6947,3.91178,5.45162,104.85,76.0161,549.99,484.991,24.6367,5.86671,1.34109,33.8257,2.10084,316.343,414.133,0,167.407,1.50611,12.4391,475.771,221.708,20.0322,0.0936478,0.402839,2.16119,3.95757,14.1324,2.32359,0.0441458,0.725509,0,38.4331,3.55026,2.72747,0.20993,31.1362,
285,158.876,321.069,828.802,0.494833,31.5627,22.5045,2.69611,35.4408,4.25064,23.2172,6.01865,15.7304,14.149,0,72.6871,3.85727,4.91817,22.6668,61.3699,80.0633,162.615,11.5258,6.96254,1.31146,48.8157,2.25772,116.247,80.2691,0,214.39,1.41527,12.8238,167.141,200.25,19.9204,0.0936478,0.402839,11.2376,3.95757,14.1324,5.36702,0.0441458,0.725509,0,38.2281,3.55026,2.75128,0.207358,31.1362,
286,158.876,403.145,1454.03,0.394091,26.8299,38.3162,3.14717,34.7762,4.10038,21.8384,5.88677,47.3737,52.3928,0,64.2573,3.69221,6.93766,38.4919,55.104,39.1125,255.121,21.197,4.2358,0.771574,48.0598,1.63372,344.667,439.776,0,161.658,0.734407,28.6473,253.047,175.446,19.9204,0.0936478,0.402788,8.85976,3.5971,14.1594,4.91051,0.0441458,0.725509,0,38.4331,3.2471,2.75128,0.204441,31.1431,
287,158.662,262.036,773.192,0.605498,23.8411,21.3287,1.5336,34.5411,4.12149,17.7277,6.0557,6.85346,2.88505,0,49.6616,3.7234,4.18933,21.5195,64.0537,19.5883,205.152,11.1252,3.49786,1.00932,23.8873,2.51373,68.1344,51.6005,0,77.6425,1.09698,10.2907,205.312,231.763,19.9204,0.0936478,0.402839,7.8042,3.65031,14.2743,5.69206,0.0221773,0.725509,0,38.4422,3.24454,2.7318,0.204441,31.153,
288,158.662,290.886,930.025,0.545444,26.3261,19.2446,1.60477,35.8511,4.10953,17.0587,5.86234,22.235,30.5881,0,53.6439,3.71102,4.68021,19.4604,46.5101,39.4903,185.432,9.58513,10.9478,0.882105,18.3077,1.11708,178.062,243.908,0,111.414,0.959823,12.614,185.978,121.763,19.9204,0.0936478,0.402246,10.0331,3.7217,14.2743,5.69206,0.0221773,0.738486,0,38.3584,3.38297,2.7318,0.204441,31.153,
289,158.662,312.906,1036.17,0.50706,26.8964,2.18831,2.51661,36.6622,4.14662,18.0428,6.07776,39.0977,54.3548,0,52.8571,3.76254,5.57592,2.35762,58.3697,38.9908,20.7369,12.827,15.1305,0.910408,24.0622,2.36878,319.896,459.054,0,81.4421,1.02248,15.657,20.774,191.303,20.0322,0.0936478,0.402246,12.9757,3.97379,14.257,5.69206,0.0221773,0.738486,0,38.5253,3.56627,2.7318,0.204441,31.153,
290,158.662,432.763,1560.76,0.366626,27.2809,39.9378,6.18096,34.265,4.29793,18.7386,6.29938,44.5103,51.4635,0,66.8178,3.92495,4.89508,40.1001,84.0509,40.8567,244.722,29.5569,4.76643,1.38044,36.865,3.26334,296.2,399.592,0,147.582,1.5423,14.116,239.944,294.101,20.2226,0.0936478,0.402246,8.71025,3.97379,14.257,5.69206,0.0221773,0.738486,0,38.5253,3.56627,2.71825,0.204441,31.153,
291,158.662,349.803,1265.01,0.453575,28.7364,1.26462,2.97657,43.1639,4.20126,19.9687,6.16027,39.7843,59.0352,0,72.1322,3.80968,4.18218,1.43952,62.9484,46.0794,39.443,17.2379,79.1904,1.19587,39.7547,2.82675,365.586,556.244,0,214.576,1.30545,9.20802,32.018,217.632,20.2226,0.0932689,0.402246,11.4339,3.97379,14.257,5.69206,0.0221773,0.738486,0,38.5253,3.56627,2.68441,0.204441,31.153,
292,158.654,335.765,1237.1,0.472514,23.6993,53.6829,4.48767,34.5788,4.32033,18.7894,5.79022,9.82337,7.53437,0,61.8423,3.91725,4.75763,54.1512,48.3905,20.9148,389.112,28.546,9.16409,2.56117,34.1305,1.37095,76.8865,72.8522,0,196.325,2.6329,13.6491,391.757,141.489,20.1713,0.0931537,0.402246,6.99167,3.97553,14.257,1.56247,0.0221773,0.738486,0,38.5747,3.56827,2.71825,0.204441,31.1531,
293,158.654,341.544,959.689,0.464519,28.1945,35.4495,4.7273,37.0184,4.28692,19.222,6.00768,19.7431,13.2827,0,65.2846,3.90135,7.77989,35.778,60.8681,37.7368,241.09,23.0255,18.6951,1.37562,34.624,1.61623,112.228,71.6139,0,147.391,1.48609,31.471,244.224,164.937,20.1713,0.0931537,0.402919,11.5579,3.97553,14.257,5.6929,0.0294496,0.738486,0,38.6789,3.56827,2.71825,0.204441,31.1531,
294,158.654,351.446,1204.15,0.451431,27.689,43.6036,0.90329,34.8545,4.04958,20.7506,5.88482,11.2596,13.4795,0,82.6708,3.64112,5.34686,44.0535,53.2593,42.9948,339.316,4.86675,3.45611,0.467812,38.786,1.58572,82.6564,102.476,0,263.108,0.465291,17.0691,341.234,131.031,20.1713,0.0931537,0.402953,13.0733,3.75216,14.1895,3.68016,0.027083,0.738486,0,38.6789,3.35129,2.71825,0.204441,31.1407,
295,158.654,455.374,1271.75,0.348403,45.3007,49.2155,6.25282,34.3449,4.31868,26.1601,6.50448,9.18352,10.5095,0,95.1696,3.94421,6.40301,49.3679,108.699,152.515,272.082,27.21,6.84981,1.44816,53.1037,3.83609,47.6754,43.075,0,254.207,1.62773,18.2842,272.14,341.127,20.0997,0.0907236,0.402953,8.73833,3.96952,14.257,4.36648,0.027083,0.786107,0,38.5008,3.56224,2.71825,0.204441,31.1531,
296,158.654,302.878,862.554,0.523821,25.5361,19.7823,3.01759,34.3321,4.16804,19.7853,6.27229,13.7847,11.4335,0,53.0233,3.77886,5.10121,20.0304,82.8321,40.7479,194.952,18.5942,4.00508,1.03114,37.5051,3.47388,97.3476,60.3658,0,80.8326,1.17517,16.7945,195.729,302.553,20.0997,0.0931537,0.402996,11.4495,3.94422,14.257,5.6929,0.027083,0.786107,0,38.6789,3.53668,2.8041,0.204441,31.1531,
297,158.654,313.936,931.617,0.50537,23.8356,31.1636,1.33086,34.2968,4.03458,17.5891,6.15425,14.0792,9.20688,0,58.011,3.62681,3.63754,31.3165,75.6527,21.4845,219.601,5.88752,4.19806,0.319197,18.4826,2.80735,100.963,50.3278,0,119.146,0.326046,4.05622,218.283,261.754,20.0322,0.0931537,0.402996,8.96207,3.19233,14.216,5.69142,0.027083,0.786107,0,38.7687,2.76423,2.87605,0.204441,31.1472,
298,158.533,287.995,819.184,0.550471,26.763,9.5061,2.29361,35.4592,4.03935,19.4948,5.94407,20.728,21.869,0,71.4294,3.63397,5.95215,9.66511,51.2166,35.7435,64.1398,13.1077,6.88285,0.656646,28.9975,1.89832,126.411,138.387,0,216.513,0.629216,16.7332,65.4344,171.364,20.0322,0.0900805,0.402996,13.1144,1.60262,14.0805,5.6291,0.027083,0.790882,0,38.7823,1.53372,2.87605,0.205352,31.1184,
299,158.533,389.015,1154.98,0.407523,30.7721,22.4601,2.27418,35.0078,4.11055,22.2628,6.19229,21.1435,35.6383,0,100.504,3.71252,5.64574,22.6066,76.685,54.5171,185.278,13.0432,6.46312,0.757263,43.3851,3.21755,140.073,238.411,0,331.58,0.839977,14.4735,185.142,262.047,20.0322,0.0900805,0.402996,9.50146,3.90442,14.0805,1.01327,0.027083,0.799652,0,38.7823,3.49645,2.83382,0.205352,31.1184,
