Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.toe_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.toe_angle_l.best,
869,719.337,924.305,939.402,0.778247,9.96764,0,13.0363,30.5868,4.57009,723.822,31.8659,84.1754,26.2806,12.7979,0,115.659,142.955,3.03829,349.545,143.088,218.952,147.779,3.12687,0,0.41147,0.813385,3.86941,655.905,1.99701,44.3949,1.40283,
870,719.337,1488.83,4821.85,0.483157,10.9432,0,413.918,64.0441,4.63636,767.075,65.408,106.983,55.8184,15.8533,0,4018.74,255.296,3.1058,530.956,256.105,261.404,267.924,2.91203,0,0.41147,0.816488,3.71619,655.905,2.0069,46.4565,1.40283,
871,719.337,1460.11,4683.86,0.49266,10.4366,0,407.539,43.1228,5.00956,790.258,44.583,118.542,40.617,12.5178,0,3358.21,226.985,4.55737,1015.84,230.07,311.691,305.068,7.58975,0,0.41147,0.816488,3.57089,655.905,2.0069,46.5723,1.40283,
872,719.337,1203.21,2355.25,0.597848,12.2089,0,30.9861,60.1917,4.74638,858.363,63.3902,95.9637,77.3606,20.7068,0,385.107,291.659,3.69669,1194.71,302.345,223.39,437.719,7.58975,0,0.41147,0.816488,4.03662,655.905,2.0069,46.5562,1.40283,
873,719.337,1300.92,4525.87,0.552944,10.3959,0,285.79,44.4583,4.8524,753.443,45.9725,99.2905,56.7187,13.9149,0,3829.79,222.628,3.97693,540.539,226.449,241.758,292.538,7.58975,0,0.41147,0.816488,4.05405,655.905,2.0069,46.5562,1.40283,
874,719.337,1006.88,1297.38,0.714422,10.4604,0,18.0327,49.3436,4.79408,732.058,50.1072,103.572,38.512,14.7955,0,236.924,233.164,3.91588,409.155,232.981,267.436,179.392,1.7301,0,0.41147,0.816488,4.04549,655.905,2.0069,46.5562,1.40283,
875,719.337,1377.62,3431.12,0.52216,12.4117,0,99.5965,73.1896,4.71815,903.908,75.0781,108.891,99.8253,21.3497,0,988.311,341.657,3.40538,1330.6,345.829,270.134,483.351,4.61064,0,0.41147,0.816488,4.04549,655.905,2.0069,46.5562,1.40283,
876,719.337,1063.36,1573.08,0.676477,11.2245,0,26.1444,59.0019,4.80438,763.998,60.3374,97.6859,40.1623,16.1439,0,154.056,283.966,3.76627,554.204,284.871,244.371,260.423,7.58975,0,0.41147,0.816488,4.04549,655.905,2.0069,46.5562,1.40283,
877,719.291,1178.93,2057.87,0.610124,12.6833,0,84.5682,62.1866,4.79045,796.98,63.6488,104.403,49.6665,21.0814,0,927.902,257.981,3.85264,590.932,258.837,249.703,224.276,7.58975,0,0.41147,0.816488,3.76083,655.905,2.0069,46.5723,1.40283,
878,719.291,960.95,1085.4,0.748521,10.3976,0,30.315,35.8268,4.57226,732.924,37.0483,85.5105,24.3561,13.9186,0,165.475,189.717,3.10073,378.9,193.214,198.815,152.361,7.58975,0,0.409551,0.816488,4.04498,655.905,2.0069,46.5723,1.40283,
879,719.291,1061.88,1933.68,0.677373,11.0737,0,58.9212,38.8598,4.55342,783.884,40.6392,83.1028,40.8499,17.9005,0,730.86,237.88,3.06997,752.539,242.603,205.236,293.967,7.59775,0,0.409551,0.823716,3.63835,655.905,2.01038,46.5723,1.34441,
880,719.291,1141.16,1915.06,0.630316,10.6212,0,84.0919,59.4676,5.19183,762.008,61.1712,111.206,47.4011,13.7928,0,763.903,261.221,4.88374,602.696,267.739,267.622,293.087,7.59775,0,0.409551,0.823716,3.52254,655.905,2.01038,46.6001,1.40283,
881,719.291,923.017,1128.66,0.779282,8.93188,0,15.0103,43.2176,4.27754,697.726,44.4934,79.627,29.7337,7.72367,0,136.798,239.722,2.11863,272.998,241.942,190.702,177.956,7.59775,0,0.409551,0.823716,3.52163,655.905,2.01038,46.5939,1.40283,
882,719.291,1095.37,1436.83,0.656665,11.5722,0,66.9151,49.2064,4.93333,760.929,50.505,120.914,30.3946,15.734,0,502.163,191.091,4.02801,406.187,191.873,292.943,149.734,7.60295,0,0.409551,0.823716,4.04498,655.905,2.01038,46.6001,1.40283,
883,719.291,1314.05,4701.45,0.547383,10.8878,0,344.982,32.7517,5.00608,746.614,34.1533,102.257,37.4035,15.0236,0,4036.79,158.27,4.61917,422.161,158.987,246.251,187.276,7.60295,0,0.409551,0.823716,3.68953,655.905,2.01038,46.6001,1.04831,
884,719.291,945.928,1242.06,0.760408,9.61059,0,18.8047,35.6509,4.73398,723.909,36.9736,83.5211,32.7238,11.7084,0,337.403,202.621,3.75331,480.684,203.732,204.762,221.976,7.60295,0,0.409551,0.823716,4.04498,640.418,2.01038,43.6387,1.40283,
885,719.291,1213.15,2727.31,0.592913,11.4564,0,132.31,52.0866,4.90442,805.614,54.0401,107.608,45.1282,17.8243,0,1512.7,265.32,3.91072,945.316,270.078,278.296,322.463,7.60295,0,0.409551,0.823716,4.04498,655.905,2.01038,46.5069,1.40283,
886,719.291,1056.48,1729.86,0.680839,10.151,0,71.405,44.0082,4.79908,744.469,45.7745,96.864,39.0069,13.218,0,864.779,210.56,4.02531,482.875,215.427,242.348,240.422,6.04204,0,0.409551,0.823716,4.03487,655.905,2.01038,46.4286,1.40283,
887,719.291,1067.17,1763.55,0.67402,9.97099,0,109.326,38.5425,5.0013,727.876,40.2931,101.447,34.7083,11.6979,0,1078.78,177.185,4.53883,413.463,181.955,278.405,197.437,7.60267,0,0.409551,0.823716,3.82327,655.905,2.01038,15.0718,1.40283,
888,719.291,942.296,978.549,0.763339,10.4043,0,38.1366,30.1857,4.65373,728.211,31.4192,80.7627,18.5227,14.9815,0,206.946,165.826,3.36655,411.41,167.144,174.15,109.271,7.60267,0,0.409551,0.823716,3.64067,655.905,2.01038,46.5876,1.4034,
889,719.291,1019.17,1300.61,0.705762,11.3794,0,17.9514,43.198,4.73628,756.02,44.5562,104.663,36.6657,17.3123,0,101.764,209.669,3.76439,463.689,208.117,271.532,171.983,7.60267,0,0.409551,0.823716,4.04498,655.905,2.01038,46.5517,1.4034,
890,719.291,1055.65,1674.8,0.681371,10.3185,0,49.6761,54.3317,4.85592,738.989,55.7333,103.547,38.202,12.9217,0,483.003,272.786,3.74076,479.86,272.592,273.735,231.893,7.60267,0,0.409551,0.823716,4.04498,655.909,2.01862,33.9842,1.4034,
891,719.291,1256.08,2272.03,0.572646,12.1867,0,88.0256,63.291,4.98684,829.986,64.9582,128.675,63.9733,18.9261,0,523.944,283.576,4.3109,1012.69,286.71,305.902,319.638,2.53508,0,0.409551,0.823716,3.63491,655.909,2.01862,46.6001,1.4034,
892,719.291,1187.6,2950.18,0.605668,10.8797,0,134.548,54.2423,4.75495,777.356,55.8864,98.6591,51.2736,15.4956,0,1304.35,270.848,3.63908,752.335,273.68,254.144,303.104,3.18441,0,0.409551,0.823716,4.04498,655.909,2.01862,18.5193,1.4034,
893,719.291,1097.08,2525.27,0.655643,10.1301,0,148.664,36.5458,4.79017,731.48,38.0631,92.856,34.5475,12.5053,0,1729.85,188.723,3.75843,385.898,191.46,240.767,201.081,7.60267,0,0.409551,0.848007,4.04498,655.909,2.06432,46.6001,1.41213,
894,719.291,1126.79,2022.33,0.638355,11.2226,0,72.3875,51.9548,4.7016,786.13,53.3968,96.547,50.4493,17.1775,0,697.258,267.765,3.55691,608.721,266.833,237.503,277.487,7.60267,0,0.409551,0.848007,4.04498,655.909,2.06432,46.6001,1.41213,
895,719.291,956.845,1234.31,0.751732,9.77937,0,32.4726,34.0746,4.60697,721.648,35.4052,95.4938,23.3648,12.8043,0,270.839,209.37,3.18833,407.177,212.586,257.786,177.862,0.69773,0,0.409551,0.848007,3.52337,655.909,2.06432,46.6001,1.41213,
896,719.291,1149.22,1594.68,0.625892,13.1951,0,48.3628,48.7197,5.33996,824.538,50.7353,109.291,49.0438,21.5466,0,224.079,215.208,5.04105,638.363,218.087,266.803,262.689,7.60267,0,0.409551,0.848007,3.64473,655.909,2.06432,46.6001,1.41213,
897,719.275,1585.25,7833.17,0.453728,9.84764,0,643.152,39.763,4.93185,722.659,41.0571,97.4512,26.3931,12.4698,0,7304.95,214.192,4.48393,370.976,214.596,263.088,162.688,7.60061,0,0.409551,0.848007,4.04498,655.909,2.06432,46.6001,1.41213,
898,719.275,933.592,1096.49,0.770438,10.2666,0,17.4806,33.9026,4.68474,726.334,35.3427,75.8809,29.6997,14.1676,0,635.023,178.163,3.878,375.28,179.447,166.029,167.516,7.60267,0,0.409551,0.848007,3.41095,655.909,2.06432,46.6153,1.41213,
899,719.275,984.646,1195.04,0.73049,9.60651,0,33.3588,42.1622,4.56991,718.412,43.5015,91.9744,41.061,10.1571,0,180.969,208.543,2.7165,333.782,207.775,231.497,218.376,7.60267,0,0.409551,0.848007,3.98936,655.909,2.06432,46.6153,1.41213,
900,719.275,1109.92,1689.5,0.648043,11.3231,0,35.8356,63.4469,4.66795,778.378,64.8774,97.0114,54.3776,16.7934,0,158.104,291.815,3.46031,568.249,292.297,228.606,283.308,6.79423,0,0.409551,0.848007,3.635,655.915,1.78283,46.6153,1.41181,
901,719.275,1297.91,3496.09,0.554179,10.0155,0,304.632,46.1427,4.5259,735.728,47.4403,104.938,44.4884,11.7084,0,2897.71,207.875,2.9698,377.069,207.814,273.759,216.27,7.60267,0,0.409551,0.848007,3.5593,655.915,2.06432,46.5012,1.41213,
902,719.275,1146.56,2005.34,0.627333,11.5488,0,78.6469,53.3325,5.11438,787.47,54.735,106.271,49.4411,16.8292,0,713.002,243.678,4.63288,556.453,244.629,253.528,269.996,6.73532,0,0.409551,0.848007,4.04498,655.912,2.07456,46.6153,1.41213,
903,719.275,1423.48,3549.18,0.505295,11.4949,0,314.218,62.9228,5.426,785.014,64.7172,116.707,62.9755,17.3663,0,2364.17,254.356,5.27805,593.007,257.457,289.759,304.061,7.60267,0,0.409551,0.849659,4.04498,655.912,2.07456,46.6153,1.41213,
904,719.275,1139.33,1971.49,0.631314,11.1817,0,160.765,36.4648,4.8283,752.084,37.691,110.471,25.8445,17.1066,0,1412.04,186.562,4.13696,472.571,187.074,288.787,133.697,7.60267,0,0.409551,0.849659,3.5593,655.912,2.07456,19.0288,0.827173,
905,719.275,1252.49,2033.98,0.574274,12.4827,0,35.418,81.3649,4.72562,838.73,82.907,118.664,78.2012,17.8779,0,188.696,310.377,2.80221,828.912,311.842,287.404,363.988,7.60267,0,0.409551,0.849659,4.04498,655.912,2.07456,46.6093,1.41213,
906,719.275,1214.56,2740.42,0.592209,11.8655,0,38.5246,55.5801,4.93951,882.56,57.2507,96.5584,67.2845,19.532,0,174.958,314.924,4.08382,1519.69,321.906,226.929,433.682,7.60267,0,0.409551,0.849659,4.04498,655.912,2.07456,46.5848,1.41213,
907,719.275,1080.78,2042.71,0.665514,10.683,0,103.289,35.0692,4.51424,749.154,36.5288,98.3294,43.2135,15.7352,0,1229.09,191.869,3.20524,477.233,192.354,256.343,228.128,7.60267,0,0.409551,0.849659,3.99889,655.912,2.07456,46.6153,1.41213,
908,719.275,1045.86,1716.05,0.687735,10.6544,0,40.0648,41.4441,4.81135,760.415,43.1048,97.9829,47.3829,16.0367,0,305.13,228.097,4.02991,721.396,229.79,256.998,285.632,7.60857,0,0.409551,0.849659,4.04498,655.912,2.07456,46.6153,1.41213,
909,719.275,1177.8,1993.65,0.610694,9.98102,0,120.762,65.6155,4.60501,754.51,66.9109,94.2297,61.1848,10.3921,0,774.74,286.567,3.12551,546.362,281.618,208.538,303.657,7.60857,0,0.409551,0.849659,3.52768,655.912,2.07456,46.6196,1.41213,
910,719.275,1145.88,2175.61,0.627703,10.5033,0,167.982,39.9189,4.88161,739.042,41.3232,99.4631,42.7686,13.6036,0,1417.14,202.629,4.43141,388.05,206.866,252.479,208.263,7.60857,0,0.409551,0.849659,3.88503,655.912,2.07456,46.6196,1.41213,
911,719.275,1074.22,1615.44,0.66958,11.3214,0,29.021,48.3477,5.06841,782.646,50.3195,93.5845,53.9091,17.4295,0,202.753,243.987,4.42213,619.597,246.859,234.696,292.848,7.61342,0,0.409551,0.849659,4.04498,655.915,2.07456,40.2999,1.41213,
912,719.275,1145.45,2590.27,0.627941,10.3389,0,170.192,39.3419,4.91147,741.363,41.0541,88.7615,49.4868,13.3715,0,1764.09,180.22,4.37649,412.126,183.231,205.485,230.173,7.61654,0,0.409551,0.849659,3.98006,655.915,2.08068,46.6196,1.41596,
913,719.275,1070.87,1428.3,0.671672,11.3272,0,33.0245,47.5246,4.60914,762.064,48.8005,123.157,40.3648,16.4633,0,218.245,228.429,2.90145,461.108,227.51,320.401,200.589,7.61654,0,0.407246,0.849659,3.92667,655.915,2.08068,28.5815,1.41596,
914,719.275,1145.29,2532.22,0.628031,10.6285,0,144.359,47.4159,4.97271,744.062,48.6882,110.14,35.0196,13.8171,0,1670.26,221.406,4.53122,396.949,221.75,295.487,178.119,5.7041,0,0.409551,0.849659,3.84455,655.915,2.08068,46.5517,1.41596,
915,719.275,1070.78,1846.43,0.671729,10.6378,0,105.46,36.6762,4.58039,741.605,38.0648,91.4481,42.3082,15.1868,0,1132.07,196.928,3.2012,446.185,199.147,239.35,219.095,7.61654,0,0.409551,0.849659,4.04498,655.915,2.08068,46.6327,1.41596,
916,719.275,1142.33,2080.04,0.629658,11.661,0,141.116,40.8123,4.88083,765.904,42.2543,106.36,29.3373,19.0886,0,1185.81,230.096,4.03992,533.459,232.126,278.293,198.724,7.61654,0,0.409551,0.859648,3.57165,655.915,2.04541,46.4992,1.03514,
917,719.275,1018.13,1168.45,0.706465,11.1525,0,28.5478,38.3748,4.71927,756.685,39.6057,105.26,33.7878,16.569,0,168.728,175.832,3.90714,453.774,175.946,254.895,161.224,7.60803,0,0.409551,0.759745,3.52665,655.915,1.07557,46.6327,1.41596,
918,719.275,1162.89,2039.39,0.618522,11.3236,0,26.4572,57.4864,4.72571,769.653,58.6432,116.677,117.926,17.0231,0,120.099,274.041,3.21837,563.687,273.131,294.532,1074.8,5.02031,0,0.409551,0.859648,3.5395,639.434,2.09313,46.5463,1.41596,
919,719.275,1519.43,3493.11,0.473386,12.8056,0,314.288,80.7198,4.98072,833.303,82.5999,114.889,75.84,19.9718,0,2255.84,330.097,4.11579,742.209,327.835,274.823,354.705,7.60738,0,0.409551,0.859648,3.55748,655.915,2.09313,46.6327,1.13373,
920,719.275,1203.67,3196.56,0.597566,10.4709,0,119.378,60.3764,4.71616,798.99,62.1261,86.9216,60.6953,15.6776,0,1498.36,319.632,3.78563,1021.13,323.263,222.134,384.75,6.69448,0,0.409551,0.859648,3.68378,655.915,2.09313,46.5247,1.41596,
921,719.275,1131.72,2551.54,0.635561,10.1301,0,181.705,35.9092,4.57588,726.099,37.1975,105.65,30.4503,14.0307,0,1662.2,195.005,3.40378,406.592,198.693,288.617,175.78,7.61654,0,0.409551,0.859648,3.47086,655.915,2.09313,46.6175,1.41596,
922,719.271,1271.79,2499.73,0.565559,11.6056,0,186.053,61.8527,5.19688,780.086,63.4253,118.788,44.7801,16.7164,0,1437.25,273.649,4.99178,614.941,271.438,281.306,273.916,7.61654,0,0.409551,0.859648,3.77837,655.915,2.09313,46.6309,1.41596,
923,719.271,1119.16,1735.06,0.642688,11.3108,0,64.4307,54.21,4.86498,771.838,55.9816,120.381,36.1434,16.6872,0,471.551,246.068,4.20789,600.041,250.995,314.44,240.198,7.61654,0,0.409551,0.859648,3.39484,655.915,1.66773,46.6309,1.41596,
924,719.271,1054.39,1579.18,0.68217,10.466,0,40.5831,49.5296,4.7709,746.32,51.1069,104.917,46.6939,13.1778,0,342.279,242.347,4.05169,431.594,244.878,254.124,238.996,7.61654,0,0.409551,0.859648,3.62007,655.915,2.09313,46.6027,1.41596,
925,719.271,1235.17,2408.6,0.582324,12.032,0,103.891,64.6554,4.81769,803.548,67.0184,106.762,72.4504,20.1402,0,946.053,299.708,4.00749,730.074,303.94,281.45,337.373,7.61654,0,0.409551,0.859648,3.57032,655.915,2.09313,46.6309,1.41596,
926,719.271,981.43,1121.52,0.732881,9.75761,0,72.0497,27.5025,4.56389,713.337,28.9553,99.9198,25.3444,12.0906,0,402.013,161.631,2.51805,344.078,161.847,245,145.882,7.61654,0,0.409551,0.859648,4.04498,655.915,2.11152,46.6309,1.41651,
927,719.271,1453.73,4336.67,0.494777,11.0786,0,403.244,52.8725,4.81843,762.454,54.2673,119.469,45.5256,16.1056,0,3382.84,229.381,3.81471,487.957,225.329,308.388,230.064,6.02309,0,0.409551,0.859648,3.79771,650.342,2.11152,46.6309,1.41776,
928,719.271,1182.02,2603.72,0.608512,11.9358,0,117.628,54.8394,5.00728,796.883,56.5908,80.9586,58.1745,20.3499,0,1366.17,288.311,4.40077,688.436,290.458,190.455,312.942,7.61799,0,0.409551,0.859648,4.04498,655.915,2.11152,46.6309,1.41776,
929,719.271,1133.67,1932.7,0.634461,11.1821,0,98.7592,53.5992,4.75088,759.068,54.8857,117.552,33.8767,16.1343,0,1027.48,232.842,3.53406,460.163,233.18,310.103,207.902,7.61714,0,0.409551,0.859648,3.73874,655.915,2.11152,46.6327,1.4162,
930,719.271,1044,1671.92,0.688954,10.6206,0,40.1512,47.1562,4.56115,751.303,48.5567,106.505,35.1511,14.7739,0,280.929,251.649,3.11441,521.054,253.357,286.985,234.539,7.6176,0,0.409551,0.859648,4.04498,655.915,2.11152,46.6035,1.41776,
931,719.271,1058.5,1388.53,0.679522,11.2984,0,23.7774,47.2315,4.95839,761.615,49.576,105.97,54.069,16.3319,0,126.704,215.402,4.31635,459.511,220.199,272.088,290.347,7.61943,0,0.409551,0.859648,3.39922,655.915,2.11152,46.6327,1.41776,
932,719.271,1027.21,1965.75,0.700221,9.10179,0,124.743,32.0309,4.67998,706.864,33.8489,88.2076,27.7305,7.81953,0,1407.76,187.772,3.53198,344.232,189.614,226.266,191.869,7.61943,0,0.409551,0.859648,4.04498,655.915,2.11152,46.6327,1.41776,
933,719.271,1207.06,2173.27,0.595887,11.6788,0,65.9362,70.1193,5.13103,811.027,71.9323,93.2794,77.9555,18.3432,0,607.36,312.73,4.82101,746.708,315.233,235.74,352.651,7.61943,0,0.409551,0.859648,3.83352,655.915,2.11152,46.6327,1.41776,
934,719.271,1147.72,1933.24,0.626696,11.0141,0,45.0798,60.0273,4.71139,806.216,61.5313,97.9401,61.1992,14.6474,0,317.231,268.972,3.22282,752.358,271.399,224.064,359.123,7.61931,0,0.409551,0.862398,4.04498,655.915,2.1072,46.6327,1.41776,
935,719.271,1103.9,1531.62,0.651571,11.61,0,41.6951,54.0916,5.24912,762.074,55.4651,102.142,71.5779,16.0943,0,177.085,227.71,4.80893,490.531,228.458,223.588,586.048,7.61931,0,0.409551,0.864631,4.04498,655.915,2.1072,46.6327,1.41776,
936,719.271,1094.51,2070.46,0.657161,10.9677,0,24.1233,51.58,4.37282,807.069,53.2751,89.1685,53.9565,17.6337,0,138.106,268.524,2.64425,947.026,271.189,235.527,359.416,7.61931,0,0.409551,0.864631,3.72885,655.915,2.1072,46.6327,1.41776,
937,719.271,1236.43,2131.51,0.581734,11.2283,0,47.5947,60.4759,4.80021,832.669,61.8272,144.698,73.1336,16.1864,0,288.175,245.611,3.51511,853.601,245.048,364.56,370.835,7.61931,0,0.409551,0.866248,3.45348,655.915,2.1072,46.6327,1.41776,
938,719.271,1247.75,2335.65,0.576453,11.3027,0,122.572,57.8159,5.01172,807.863,59.705,112.253,71.2306,14.926,0,953.054,272.985,4.38813,793.12,276.021,272.105,342.882,7.61931,0,0.409551,0.866248,3.9822,655.915,2.1072,46.6609,1.41776,
939,719.271,1054.89,1361.57,0.681843,11.3904,0,27.1611,50.8146,4.78789,761.602,52.0962,112.101,34.9394,16.8668,0,163.221,230.816,3.6597,494.751,231.121,280.56,195.327,7.61522,0,0.409551,0.866248,4.04498,655.915,2.1072,46.6609,1.41776,
940,719.271,1208.88,1944.8,0.594988,12.9043,0,111.745,48.5171,5.08978,805.71,50.1615,127.421,47.3355,20.5297,0,993.856,196.507,4.59558,581.18,198.379,316.995,225.177,7.61522,0,0.409551,0.866248,4.04498,655.915,1.95306,46.6609,1.41776,
941,719.271,1077.97,1476.36,0.667247,11.4868,0,25.9602,51.9611,4.79703,765.739,53.29,118.803,45.9322,16.476,0,148.368,252.027,3.82518,466.28,252.253,289.884,214.556,7.61522,0,0.409551,0.866248,3.7076,655.915,2.1072,46.6609,1.41776,
942,719.271,1624.53,7520.28,0.442756,10.5475,0,674.893,32.7808,4.85666,736.528,34.1741,101.813,28.9395,16.2365,0,7090.82,168.831,4.39628,450.318,172.398,274.18,164.844,7.61931,0,0.409551,0.866248,4.04498,636.542,2.1072,46.6609,1.41776,
943,719.271,1180.22,2188.9,0.609441,11.8917,0,131.386,46.8889,4.88675,780.837,48.6167,117.911,37.7977,18.706,0,1541.07,218.139,4.093,549.115,218.383,300.783,220.043,7.61931,0,0.409551,0.866248,3.43014,655.915,2.1072,46.6609,1.41776,
944,719.271,1163.42,2004.63,0.618239,11.4254,0,22.1919,68.235,4.5887,797.676,69.7095,113.559,76.0348,19.3204,0,154.576,315.514,2.89286,700.121,315.39,299.656,360.835,5.66925,0,0.409551,0.866248,3.93205,655.915,2.1072,46.421,1.41755,
945,719.271,1174.61,2744.84,0.612348,11.8506,0,171.234,38.6195,5.02493,769.213,40.0403,109.934,28.6951,18.7994,0,2157.01,169.789,4.564,511.323,172.317,265.379,185.19,7.61931,0,0.409551,0.866248,3.91559,655.915,2.1072,46.6609,1.41755,
946,719.271,1101.42,2355.89,0.653038,11.769,0,129.498,29.2517,4.80011,767.97,30.5814,105.728,21.8262,18.2307,0,1608.73,173.379,3.69678,490.503,175.076,268.888,134.867,7.61931,0,0.409551,0.866248,4.04549,655.915,2.1072,46.4836,1.41755,
947,719.271,985.864,1243.43,0.729585,10.2776,0,22.1482,36.0541,4.5748,740.062,37.4429,103.711,31.5923,14.4198,0,159.257,208.56,2.99238,435.151,208.121,279.674,209.332,7.61473,0,0.409551,0.866248,3.41823,655.915,2.1072,46.6325,1.41667,
948,719.271,1209.06,2002.18,0.594902,11.7589,0,121.814,67.4037,5.12063,776.429,68.767,105.917,51.8491,17.3116,0,967.307,284.289,4.66309,528.942,285.352,253.097,241.371,7.61473,0,0.409551,0.866248,3.59747,655.915,2.1072,46.6609,1.41755,
949,719.271,1371.67,5341.5,0.524378,11.3604,0,392.581,43.0386,4.71815,749.594,44.4019,98.8505,27.1208,17.8199,0,4778.85,213.854,3.76363,468.146,213.8,268.284,140.41,7.61473,0,0.409551,0.866248,3.60048,655.915,2.1072,46.5049,1.41755,
950,719.271,1156.06,2663.68,0.622174,10.0831,0,33.8123,41.0617,4.7021,801.6,47.943,108.909,107.95,13.4407,0,437.523,233.1,3.44813,1194.59,250.611,286.404,1045,7.61473,0,0.409551,0.866248,4.0503,655.915,2.1072,46.5877,1.41755,
951,719.271,991.992,1300.84,0.725078,10.1616,0,19.2206,44.113,4.83026,738.227,45.665,91.4671,38.3068,12.6563,0,105.807,212.662,4.23729,428.018,214.602,225.191,222.67,7.61931,0,0.409551,0.865141,3.66117,655.915,2.1072,46.6368,1.41755,
952,719.271,3332.25,34644.3,0.215851,9.73127,0,2442.44,28.2669,4.63374,710.448,29.6226,86.5679,20.539,11.9766,0,34221.2,156.502,3.47949,318.559,156.759,239.85,124.982,2.90633,0,0.409551,0.865141,4.0503,655.915,2.1072,46.6609,1.41776,
953,719.271,1063.37,1907.02,0.676405,10.0011,0,96.8992,34.5031,4.74582,744.596,36.1424,94.8227,41.6635,11.8283,0,2385.67,207.034,3.99115,514.031,208.57,258.817,252.672,7.61931,0,0.409551,0.865141,4.00005,655.915,2.1072,46.5836,1.41776,
954,719.271,1177.72,2445.73,0.61073,11.3826,0,100.141,55.31,5.00473,796.899,56.7818,94.8402,57.3662,16.4546,0,1074.95,263.277,4.22045,737.817,261.755,212.666,318.177,7.61931,0,0.409551,0.865141,4.0503,655.915,2.1072,46.6609,1.41776,
955,719.271,1902.27,10318.2,0.378112,12.3466,0,799.288,43.6924,5.06082,827.413,45.417,106.168,62.8866,20.189,0,9600.47,226.184,4.8544,835.453,228.761,255.324,332.008,7.61931,0,0.409551,0.865141,3.65992,655.915,2.1072,46.6609,1.41776,
956,719.271,1022.05,1269.71,0.703751,10.1628,0,31.9303,53.4203,4.84391,720.759,54.7364,105.921,40.2793,12.6647,0,781.23,242.581,4.07648,351.716,242.651,277.347,189.076,7.60978,0,0.409551,0.865141,3.61457,655.915,2.1072,43.3901,1.41776,
957,719.269,978.877,1835.63,0.73479,9.37274,0,92.0265,33.2143,4.70042,703.112,34.5183,85.6386,16.2941,9.69682,0,1064.05,175.416,3.6994,285.946,175.988,217.582,140.347,7.61931,0,0.409551,0.865141,3.73684,655.915,2.1072,46.5772,1.41776,
958,719.269,1260.04,2656.12,0.570831,12.312,0,203.671,43.4076,5.1488,792.851,44.7389,121.666,36.2451,19.5339,0,1934.2,199.914,4.75909,566.21,199.027,293.471,197.033,7.61931,0,0.409551,0.865141,3.37539,655.915,2.1072,46.6618,1.41776,
959,719.269,1542.97,4482.48,0.466158,12.0718,0,368.193,67.3565,5.10529,831.643,68.983,123.119,66.5008,19.2981,0,3434.07,309.239,4.69073,1019.09,306.899,320.341,356.903,2.50873,0,0.409551,0.865141,4.0503,655.915,1.31807,46.6618,1.41776,
960,719.269,1259.31,2374.61,0.571163,10.6171,0,137.295,76.7871,5.32732,769.569,78.2372,110.383,71.0912,11.5539,0,1403.2,293.455,5.15976,464.401,294.333,255.427,311.934,7.61931,0,0.409551,0.865141,3.8959,655.915,2.1072,46.6618,1.41776,
961,719.269,955.949,1015.2,0.752414,9.59381,0,23.0061,35.6552,5.01317,706.014,36.9433,110.602,29.1211,8.82924,0,165.943,178.943,4.39949,247.554,184.104,276.795,159.982,5.82994,0,0.412532,0.865141,4.0503,655.915,2.1072,46.6618,1.41776,
962,719.269,1294.79,2585.26,0.555509,11.2273,0,155.34,65.4759,4.8293,822.684,67.2067,95.6153,72.4156,17.4846,0,1474.4,293.516,3.74442,716.588,291.16,211.335,363.315,6.08245,0,0.40602,0.865141,3.64079,655.915,1.24702,46.6618,1.41776,
963,719.269,1177.36,2857.7,0.610919,11.0133,0,134.082,39.1151,4.45774,805.32,41.5479,91.4718,50.3478,17.4859,0,1652.05,225.908,2.70457,1049.84,236.106,213.463,305.552,4.96793,0,0.40602,0.865141,3.56323,655.915,2.1072,46.5822,1.41776,
964,719.269,1210.13,2490.75,0.594374,11.7395,0,125.028,60.5902,4.60927,775.532,62.3017,111.481,58.8475,17.5656,0,1372.06,265.036,3.25999,522.231,266.66,295.81,259.853,7.61931,0,0.40602,0.865141,3.3873,655.915,2.1072,46.5576,1.41862,
