Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.p_rod_length_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.toe_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.p_rod_length_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.p_rod_length_l.best,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.toe_angle_l.best,
36,912.9,1794.77,1194.32,0.508644,22.4565,0,166.76,152.905,14.0877,940.14,154.072,201.985,142.366,15.652,0,185.469,207.542,10.124,479.886,209.477,185.539,256.913,2.62319,0,2.5437,1.17488,4.03025,645.144,2.87081,22.13,1.8529,
37,912.9,1805.99,2232.1,0.505484,22.4068,0,256.19,133.831,13.2386,912.145,134.634,214.647,118.898,17.5522,0,1406.23,182.65,9.8297,461.916,184.094,249.881,183.884,2.62319,0,2.5437,0.400499,4.03025,645.144,0.970217,22.13,1.78188,
38,912.9,1634.22,1214.42,0.558614,21.1446,0,210.822,121.281,12.3475,864.884,121.832,181.502,100.409,12.1484,0,866.338,106.486,9.37627,242.077,106.964,160.524,95.4222,2.62319,0,2.5437,1.17488,4.03025,645.144,2.87081,18.3015,1.8529,
39,912.9,1718.48,1452.9,0.531226,21.1706,0,220.236,132.795,12.2039,873.68,133.48,200.645,124.266,13.4131,0,941.977,189.569,9.21038,328.433,188.753,215.273,185.536,2.62319,0,3.93921,1.17488,4.03025,653.718,2.87081,17.5018,1.8529,
40,912.9,2018.68,5029.31,0.452225,21.0113,0,555.139,119.292,12.4013,882.483,119.956,204.179,104.222,14.917,0,4680.59,165.889,9.45677,431.851,168.394,234.951,185.006,2.62319,0,3.93921,1.17488,4.03025,653.718,2.11096,17.5018,0.955793,
41,912.9,1483.92,389.009,0.615193,19.0837,0,140.825,112.227,12.6979,825.874,112.429,173.321,87.4662,11.1697,0,398.139,94.2776,9.86669,202.985,95.0595,140.357,70.3777,2.62319,0,3.93921,1.17488,4.06908,647.365,2.87081,17.5018,1.8529,
42,912.9,1579.21,1607.42,0.578075,18.4036,0,214.45,113.077,11.9792,818.672,113.334,196.073,93.2174,10.1817,0,1119.69,123.214,9.62189,190.013,123.283,231.374,104.924,2.62319,0,3.93921,1.77157,3.93556,653.718,4.24752,17.5018,1.8529,
43,896.682,1621.99,1251.1,0.552827,18.6631,0,144.151,142.525,12.3825,844.522,142.806,203.094,113.85,12.2934,0,163.016,244.285,9.9551,325.576,244.776,254.304,209.146,2.62319,0,3.93921,1.77157,3.93556,653.718,4.24752,17.5018,1.8529,
44,896.682,1693.35,2814.25,0.529533,19.0765,0,305.201,110.348,12.1006,848.799,110.646,194.801,92.3718,16.7439,0,2459.71,140.466,9.84952,420.27,144.683,240.098,131.232,2.62319,0,3.93921,0.423706,3.39402,653.718,0.717091,17.5018,1.8529,
45,896.682,1542.79,1410.72,0.581207,18.2662,0,122.492,116.369,12.2464,858.414,117.004,178.399,119.602,15.2408,0,213.703,219.433,9.91968,594.303,220.812,172.713,276.996,2.62319,0,3.93921,1.77157,3.93556,653.718,4.24752,17.5018,1.8529,
46,896.682,1564.8,1591.65,0.573034,17.4496,0,117.982,126.044,11.9524,865.892,126.382,185.318,113.778,13.0274,0,105.516,239.876,9.71213,756.55,240.353,191.055,304.618,2.62319,0,3.93921,1.77157,3.93556,653.718,4.24752,17.5018,1.8529,
47,875.901,1667.2,2200.38,0.525372,17.62,0,128.345,139.69,12.1492,896.562,140.177,205.666,126.992,15.5659,0,147.273,275.934,9.87161,1138.09,277.27,257.58,367.805,2.62319,0,3.93921,1.77157,3.93556,653.718,3.56071,17.5018,1.8529,
48,875.901,1451.23,844.357,0.603557,15.9265,0,115.658,117.785,12.1387,787.949,118.187,183.722,99.8656,11.8071,0,104.807,192.367,10.0045,266.566,191.066,182.9,157.385,2.62319,0,3.93921,1.77157,3.71958,653.718,3.56071,17.5018,1.8529,
49,875.901,1409.75,742.34,0.621315,15.7189,0,103.158,109.529,11.7782,793.935,109.784,177.927,87.9248,12.4674,0,93.8721,158.952,9.64992,300.863,159.276,170.581,137.048,2.62319,0,3.93921,1.77157,3.79596,653.718,3.56071,17.5018,1.8529,
50,835.505,1409.32,993.807,0.592843,15.0002,0,103.443,108.418,11.6784,785.312,108.851,176.167,100.449,12.0742,0,106.302,167.363,9.74097,318.685,169.082,178.167,183.562,2.62319,0,3.93921,1.77157,3.93556,657.803,3.32254,17.5018,1.8529,
51,835.505,1364.87,856.297,0.612152,14.2831,0,96.1144,97.7006,11.0669,773.916,97.9775,179.752,94.0547,9.72438,0,96.3272,155.537,9.20712,256.606,156.056,192.173,192.485,2.62319,0,3.69277,1.12815,3.93556,657.803,2.67025,17.5018,1.8529,
52,835.505,1382.64,921.95,0.604283,15.1194,0,102.156,101.42,10.8497,791.937,101.691,173.721,85.7456,15.8783,0,136.367,164.999,9.37866,404.331,164.793,164.583,124.185,2.62319,0,3.69277,1.12815,3.93556,657.803,2.67025,17.5018,1.8529,
53,835.505,1522.77,2712.83,0.548676,13.1651,0,304.386,88.3983,10.9855,749.075,88.6602,191.678,76.4182,8.75972,0,2390.98,112.56,9.41428,179.243,113.082,215.061,105.075,2.62319,0,3.69277,1.12815,3.81696,635.105,2.67025,23.7678,2.12907,
54,835.505,1395.84,1166.77,0.598567,13.8989,0,114.325,96.6239,11.5155,780.943,97.0734,189.939,91.5232,14.2626,0,355.486,151.513,9.88413,409.025,153.999,213.344,202.815,2.62319,0,3.69277,1.12815,3.81696,656.551,2.67025,23.7678,2.12907,
55,835.505,1386.34,981.194,0.602671,13.7439,0,94.5304,96.3391,11.1048,780.273,96.6778,194.096,99.5719,11.9571,0,104.033,153.612,9.59587,327.315,153.979,218.252,205.59,2.62319,0,3.69277,1.12815,3.81696,656.551,2.67025,23.7678,2.12907,
56,835.505,1419.1,1959.36,0.588756,13.8909,0,164.143,82.7057,11.4893,797.598,83.4848,178.15,87.6413,16.4603,0,1144.91,161.418,9.83854,625.623,168.591,199.463,235.205,2.62319,0,3.69277,1.12815,3.81696,656.551,2.67025,23.7678,2.12907,
57,835.505,1347.12,1392.66,0.620218,13.1659,0,93.1369,95.4389,11.5097,787.972,95.9762,156.665,93.2513,13.5756,0,184.389,223.282,9.8806,629.701,226.248,124.079,246.965,2.62319,0,3.69277,1.12815,3.81696,656.551,2.67025,23.7678,2.12907,
58,783.609,1482.09,1734.59,0.52872,14.8262,0,134.233,106.515,12.2171,818.129,107.361,187.156,101.651,17.2078,0,720.767,203.444,10.2768,520.584,204.545,253.175,245.083,2.62319,0,3.69277,1.12815,3.81696,656.551,2.67025,23.7678,2.12907,
59,783.609,1467.77,2557.88,0.533878,13.3611,0,257.799,80.9704,11.8839,767.58,81.4496,179.204,75.5211,14.8009,0,1952.9,126.149,10.1644,398.095,128.105,262.534,148.188,2.62319,0,2.21595,1.12815,3.81696,656.551,2.67025,23.7678,1.30704,
60,783.609,4859.79,42211.1,0.161244,14.2518,0,3579.52,88.4773,11.3152,796.039,89.0295,188.092,93.0611,17.09,0,41968.9,195.681,9.63921,468.486,197.49,284.247,207.279,2.63067,0,2.21595,1.12815,3.47964,656.551,2.67025,23.7678,2.12907,
61,783.609,1203.51,949.273,0.651102,11.9691,0,75.4335,77.8937,11.3766,730.181,78.3497,141.395,76.9131,11.9312,0,2823.78,150.675,9.93265,315.281,152.408,165.133,178.939,2.63067,0,2.21595,1.12815,3.81696,656.551,2.67025,23.7678,2.54493,
62,783.609,1263.23,1324.66,0.62032,12.2602,0,145.921,65.7609,10.9278,743.354,66.0967,154.338,64.5769,13.2974,0,788.199,81.5405,9.79824,329.215,83.2624,198,87.7479,2.63067,0,2.21595,0.891336,3.81696,656.551,2.17916,23.7678,1.17827,
63,783.609,1277.75,2262.73,0.613274,11.4554,0,186.776,65.2532,10.3219,733.216,65.5932,141.571,63.5613,10.9584,0,1550.42,121.012,9.29526,313.351,121.712,173.494,140.552,2.59026,0,2.21595,0.891336,3.81696,656.551,1.72779,23.4085,0.926565,
64,783.609,1311.76,1166.34,0.597372,13.0905,0,83.2071,94.4733,10.5769,771.724,94.8252,161.254,82.6096,15.5815,0,148.213,219.85,9.48864,402.864,214.891,240.798,170.765,2.59026,0,2.21595,0.891336,3.81696,656.551,2.17916,23.4085,1.17827,
65,783.609,1245.48,1152.72,0.629161,11.5848,0,99.4178,75.1037,10.6909,744.114,75.7111,148.35,80.5106,10.1177,0,297.476,144.549,9.50848,304.141,149.345,214.622,185.083,2.59026,0,2.21595,0.891336,3.81696,656.604,2.17916,23.4085,1.17827,
66,783.609,1347.37,2448.49,0.581585,12.12,0,212.194,71.3957,10.3518,752.372,71.7166,151.253,65.9642,13.8706,0,1939.13,127.631,9.25514,371.798,127.771,238.414,144.642,2.59026,0,2.21595,0.891336,3.81696,656.604,2.17916,23.4085,1.17827,
67,783.609,1262.14,1496.33,0.620858,12.2918,0,142.313,72.62,10.5492,750.973,72.9257,143.167,57.2996,14.0698,0,856.599,150.097,9.51834,344.844,149.895,210.632,79.3171,2.59026,0,2.21595,0.891336,3.81696,656.604,2.17916,23.4085,1.17827,
68,783.609,1212.76,900.494,0.646137,12.1014,0,84.2925,79.4344,10.4736,749.875,79.7596,132.357,64.4672,13.3579,0,156.443,156.983,9.50884,347.473,156.332,126.013,129.015,2.59026,0,2.21595,0.891336,3.72194,625.887,2.17916,17.5187,1.17827,
69,783.609,2373.58,11725.9,0.330138,13.4837,0,1121,90.6375,10.6404,795.793,91.5187,160.39,90.1121,18.4384,0,10935.1,206.324,9.62891,494.863,207.249,218.15,211.482,2.59026,0,2.21595,0.891336,3.81696,656.604,2.17916,23.4085,1.17827,
70,772.859,1323.1,2961.32,0.584128,11.5151,0,183.415,71.9186,10.1515,762.639,72.705,133.05,77.7043,13.3671,0,1900.31,197.399,9.14172,630.646,200.999,179.319,260.086,2.59026,0,2.21595,0.891336,3.53174,656.604,2.17916,23.4085,1.17827,
71,772.859,1329.83,1820.66,0.581173,11.7799,0,170.236,76.195,10.7013,758.954,76.5854,156.033,69.3418,13.3728,0,1174.67,172.528,9.53006,359.455,172.801,248.632,172.396,2.31499,0,2.21595,0.891336,3.81696,656.604,2.17916,23.4085,1.17827,
72,772.859,1305.39,1491.35,0.59205,11.8332,0,146.788,73.2555,10.7455,759.899,73.6133,162.116,67.1424,13.3707,0,795.465,194.488,9.55439,416.723,195.124,281.657,188.24,2.59026,0,2.21595,0.891336,3.81696,656.604,2.17916,23.4085,1.17827,
73,762.432,1305.51,1940.03,0.58401,12.6426,0,81.4049,81.249,10.3426,802.112,80.5693,155.46,81.732,16.4466,0,175.873,211.907,9.46364,907.839,203.398,267.921,461.025,2.59026,0,2.21595,0.891336,3.81696,656.137,2.17916,23.4085,1.17827,
74,762.432,1302.2,2619.88,0.585497,11.0201,0,204.216,72.114,10.5968,725.741,72.4541,141.886,64.1669,11.3404,0,1971,178.788,9.69005,306.403,179.684,243.891,139.453,2.59026,0,2.21595,0.891336,3.81696,656.137,2.17916,23.4085,1.17827,
75,762.432,1347.53,1577.64,0.5658,13.0085,0,79.7754,91.7009,10.6785,813.621,92.9314,145.374,100.439,18.7743,0,193.819,253.463,9.65057,609.791,254.748,220.985,326.57,2.59026,0,2.21595,0.891336,3.81696,656.137,2.17916,23.4085,1.17827,
76,762.432,1232.22,1355.1,0.618747,11.3878,0,97.5098,76.5471,10.1404,751.216,77.0788,133.612,74.727,13.8679,0,428.825,212.303,9.31494,453.825,214.018,183.759,223.879,2.59026,0,2.21595,0.891336,3.81696,656.137,2.17916,23.4085,1.17827,
77,762.432,1124.89,994.854,0.677784,10.7392,0,61.8239,66.3114,9.54574,726.862,66.6432,124.257,58.7063,11.5787,0,87.2554,191.689,8.99237,327.278,192.556,180.51,155.897,2.59026,0,2.21595,0.891336,3.59962,656.137,2.17916,23.4085,1.17827,
78,762.432,1140.98,955.176,0.668224,10.9029,0,62.7431,72.3829,9.83862,732.934,72.7452,115.921,63.5132,11.8768,0,83.8973,194.459,9.22805,313.91,193.665,103.922,156.506,2.59026,0,2.21595,0.891336,3.81696,616.629,2.17916,23.4085,1.17827,
79,762.432,1258.99,1464.98,0.605591,12.5613,0,74.606,74.0168,10.0115,790.951,74.6966,143.23,78.9148,18.6713,0,135.029,201.711,9.21972,578.873,204.069,241.1,244.777,2.59026,0,2.21595,0.891336,3.81696,656.137,2.17916,23.4085,1.17827,
80,762.432,1148.88,947.715,0.663628,11.2467,0,61.2943,67.5095,9.79616,743.057,67.8992,125.803,62.2783,14.0913,0,83.5626,166.728,9.04278,364.97,167.811,150.099,151.285,2.59026,0,2.21595,0.891336,3.81696,656.137,2.17916,23.4085,1.17827,
81,762.432,1130.82,943.205,0.674231,10.6846,0,61.7614,57.84,9.38187,733.017,58.2626,144.59,55.2787,12.0675,0,106.069,140.695,8.89494,332.52,141.441,252.952,138.392,2.59026,0,2.21595,0.891336,3.81696,656.137,2.17916,23.4085,1.17827,
82,762.432,1219.59,1598.22,0.625152,11.1548,0,106.731,65.2917,9.46646,751.787,65.7398,143.419,66.0056,13.9684,0,681.56,167.552,8.89523,391.9,168.534,244.172,181.761,2.59026,0,2.21595,0.891336,3.51666,656.137,2.17916,29.9569,1.17827,
83,762.432,1191.9,1136.92,0.639679,11.6225,0,63.9854,68.6817,9.39529,758.899,69.2177,145.253,64.8441,15.8014,0,113.579,155.596,8.68908,427.297,156.233,258.756,159.607,2.59026,0,2.21595,0.891336,3.81696,656.137,2.17916,29.9569,0.945726,
84,762.432,1063.95,770.151,0.716605,9.58296,0,66.6782,48.369,9.26596,711.146,48.7143,123.17,47.0225,12.523,0,153.761,102.096,8.62695,322.756,101.973,197.232,79.5215,2.59026,0,2.21595,0.891336,3.81696,625.078,2.17916,29.9569,1.17827,
85,762.432,1720.24,8245.82,0.443213,10.6172,0,612.727,61.4304,9.08256,752.362,61.8274,143.374,68.8165,13.2767,0,7682.53,145.337,8.55728,358.703,143.482,243.679,161.801,1.89061,0,2.21595,0.728055,3.81696,656.137,1.50863,29.9569,1.17827,
86,762.432,1225.32,2246.24,0.622229,10.092,0,202.334,48.5442,9.12278,731.866,48.9756,124.565,49.8226,14.53,0,1854.08,79.6008,8.75849,382.097,80.6188,214.933,111.865,2.59026,0,2.21595,0.728055,3.35019,656.247,1.50863,29.9569,1.17827,
87,762.432,13354.9,171023,0.0570899,11.332,0,12210.6,66.2962,9.47584,766.25,67.1221,155.942,67.877,14.9887,0,170467,172.977,8.92617,439.207,175.782,290.975,203.489,2.63067,0,2.21595,0.728055,3.81696,656.604,1.50863,29.1074,1.17827,
88,762.432,1328.96,1959.37,0.573704,11.553,0,129.454,86.1924,9.46056,776.727,86.6924,152.804,76.0799,16.06,0,10501.1,249.07,8.96058,558.413,249.963,297.617,233.929,2.63067,0,2.21595,0.728055,3.61066,656.604,1.50863,29.1074,1.17827,
89,762.432,1260.23,1749.75,0.604994,10.8126,0,81.0399,72.2907,9.39085,791.042,73.8603,140.198,81.5953,13.5097,0,319.51,193.261,8.88502,735.099,201.915,245.105,280.655,2.63067,0,2.21595,0.728055,3.81696,656.604,1.50863,29.1074,1.17827,
90,762.432,1249.57,1501.52,0.610155,11.0574,0,65.9957,68.6783,9.20706,796.671,69.1469,144.842,83.9717,15.157,0,156.478,184.396,8.71315,573.474,184.945,252.748,284.81,2.63067,0,2.21595,0.728055,3.56071,656.604,1.50863,29.1074,1.17827,
91,762.432,2055.2,10383.4,0.370978,9.47907,0,970.818,73.2849,9.83418,713.553,73.7112,141.984,62.5319,8.66188,0,9869.82,230.177,9.28796,245.551,230.899,258.656,177.959,2.63067,0,2.21595,0.728055,3.81696,643.081,1.50863,29.1074,1.3092,
92,762.432,1230.88,2039.28,0.619421,9.96725,0,189.421,52.5442,9.11044,727.239,52.8791,132.252,57.465,11.558,0,1679.86,127.416,8.83693,306.669,127.558,233.078,128.771,2.03974,0,2.21595,0.728055,3.81696,641.577,1.50863,29.1074,1.3092,
93,762.432,1537.57,5083,0.495869,11.692,0,409.61,68.2899,9.18668,764.436,68.8023,131.433,74.1153,17.0337,0,4378.04,189.697,8.7607,450.315,187.811,224.332,183.606,2.63067,0,2.21595,0.728055,3.81696,656.604,1.50863,29.1074,1.3092,
94,762.432,1956.82,11261,0.389627,11.6279,0,866.035,53.6042,8.68394,769.099,54.2007,139.836,53.7359,17.7837,0,10876.1,130.93,8.26788,488.396,131.985,265.688,136.164,2.63067,0,2.21595,0.728055,3.73204,656.604,1.50863,29.1074,1.3092,
95,762.432,1102.44,954.468,0.691588,10.3443,0,59.1178,54.9243,8.90158,734.765,55.4104,119.357,59.615,12.104,0,795.917,141.629,8.52723,325.362,142.341,179.19,149.296,2.63067,0,2.21595,0.728055,3.74494,656.604,1.48557,29.1074,1.3092,
96,740.387,1133.22,1121.31,0.653345,11.3293,0,63.3114,61.934,8.47797,754.818,62.3823,113.738,57.2331,16.3619,0,143.061,179.121,8.12614,412.762,179.456,161.233,136.25,2.63067,0,2.21595,0.728055,3.81696,656.604,1.4165,29.1074,1.3092,
97,740.387,1109.95,980.595,0.667046,9.6006,0,71.0836,64.9899,8.01434,713.746,65.348,115.083,62.0838,10.2543,0,187.987,174.877,7.59214,269.208,174.405,192.336,134.834,2.63067,0,2.21595,0.728055,3.63154,656.604,1.4165,29.1074,1.3092,
98,740.387,1474,4955.12,0.502298,10.8478,0,384.193,54.1932,8.60638,764.163,55.1999,127.87,68.9273,15.6398,0,4510.06,138.203,8.27582,485.983,142.381,210.531,213.629,2.63067,0,2.21595,0.728055,3.81696,656.604,1.4165,29.1074,1.3092,
99,740.387,1328.76,3824.66,0.5572,10.5324,0,274.637,50.4427,8.11684,744.003,50.8733,138.042,52.1161,14.625,0,3249.03,128.219,7.65138,390.105,129.082,279.996,130.081,2.63067,0,2.21595,0.728055,3.81696,656.604,1.4165,29.1074,1.0739,
100,740.387,1086.9,1801.86,0.681193,9.16543,0,137.076,46.2638,7.92578,697.411,46.6116,97.7489,44.6946,9.72139,0,1408.93,141.779,7.49229,241.291,141.875,139.198,96.7074,2.67619,0,2.21595,0.728055,3.81696,656.604,1.4165,29.1074,1.0739,
101,740.387,1309.6,2411.62,0.565355,11.9679,0,175.199,63.8167,7.86543,788.589,64.4605,130.344,67.3545,19.2262,0,1618.67,189.17,7.46286,568.324,190.832,253.749,223.635,2.67619,0,2.21595,0.728055,3.81696,656.604,1.4165,29.1074,1.0739,
102,740.387,1151.7,1145.38,0.642864,11.1881,0,76.6977,58.9135,7.58583,758.593,59.3063,130.259,49.1586,14.9615,0,289.398,180.503,6.8974,393.46,181.563,245.149,130.421,2.67619,0,2.21595,0.728055,3.81696,656.604,1.4165,29.1074,1.0739,
103,740.387,1253.45,2187.05,0.590678,10.6087,0,197.299,50.6196,7.87572,752.428,51.0308,130.042,53.5489,14.1606,0,1718.07,153.868,7.45632,385.449,155.228,255.363,131.675,2.67619,0,2.21595,0.728055,3.77295,656.604,1.4165,29.1074,1.0739,
104,740.387,1363.74,2393.67,0.542908,11.2496,0,75.4855,93.9315,8.02525,848.918,95.2909,135.217,95.6257,16.3833,0,291.098,310.848,7.53237,1063.01,317.282,252.696,384.91,2.67619,0,2.21595,0.891336,3.61141,656.604,1.4165,29.1074,1.0739,
105,740.387,1250.22,2276.7,0.592204,10.5095,0,59.5082,78.5532,7.60468,825.759,79.4215,115.648,73.2191,12.2949,0,115.586,262.971,7.07694,1403.74,270.479,201.126,322.634,2.67619,0,2.21595,0.891336,3.83874,656.604,1.4165,29.1074,1.0739,
106,740.387,1076.43,1175.84,0.687814,9.17042,0,104.605,40.6747,7.55974,715.568,41.1254,114.238,43.4937,10.0395,0,734.734,106.219,7.17917,307.097,109.931,217.2,109.204,2.67619,0,2.21595,0.891336,3.83874,656.604,1.4165,29.1074,1.0739,
107,740.387,1061.36,895.363,0.69758,9.2602,0,57.0716,57.3697,7.43046,706.045,57.8185,114.672,51.6962,9.06752,0,113.063,179.724,6.97587,202.521,178.06,223.171,122.49,2.67619,0,2.21595,0.891336,3.83874,656.604,1.4165,29.1074,1.0739,
108,740.387,6189.42,67194.5,0.119621,9.63655,0,5171.08,46.703,7.20757,733.285,47.0895,120.707,53.7113,12.2425,0,66785.8,128.703,6.78021,351.564,130.192,247.043,178.049,2.67619,0,2.21595,0.891336,3.83874,656.604,1.4165,29.1074,1.0739,
109,740.387,1492.3,4451.49,0.496138,10.3264,0,442.59,62.4198,7.34903,741.226,62.831,112.73,52.8279,14.1067,0,5765.88,208.286,6.93542,352.752,208.488,209.44,125.376,2.67619,0,2.21595,0.891336,3.39042,656.604,1.4165,29.1074,1.0739,
110,740.387,1531.04,4750.38,0.483586,11.8224,0,255.17,63.6885,7.86521,908.281,64.7124,146.087,73.4099,19.0251,0,1992.09,237.367,7.65307,1970.47,243.611,306.587,333.821,2.67619,0,2.08318,0.891336,3.77041,656.604,1.05244,29.1074,1.0739,
111,740.387,1377.13,2727.65,0.537632,9.4034,0,137.297,78.1878,7.41862,799.345,73.3809,129.095,142.999,9.56096,0,1189.32,250.325,7.08847,827.452,234.408,267.766,994.433,2.67619,0,2.21595,0.891336,3.83874,656.604,1.4165,29.1074,1.0739,
112,740.387,1521.45,5667.81,0.486634,10.4677,0,466.523,59.4731,7.21581,744.667,59.9899,118.984,54.1245,16.1876,0,4983.05,198.217,6.78411,433.012,200.506,245.724,172.938,2.67619,0,2.21595,0.891336,3.83874,656.604,1.4165,29.1074,1.0739,
113,740.387,1482.44,5636.19,0.499439,10.3681,0,431.035,50.8531,7.04899,753.254,51.2339,121.353,57.2911,15.91,0,5301.41,153.098,6.4976,453.749,154.462,268.29,187.302,2.67619,0,2.21595,0.891336,3.83874,656.604,1.37446,20.3807,1.0739,
114,740.387,1154.12,1542.07,0.641519,10.1758,0,90.4722,64.6477,7.44765,741.46,65.1273,113.053,61.7322,14.1253,0,697.97,234.481,7.0824,386.121,235.284,219.842,190.213,2.67619,0,2.21595,0.891336,3.83874,656.604,1.37446,29.1074,1.0739,
115,740.387,1012.4,963.121,0.731317,9.43551,0,50.0483,44.2206,7.03047,717.012,44.6899,95.6443,44.3217,12.7111,0,119.535,145.326,6.80143,321.142,145.737,177.048,132.825,2.67619,0,2.21595,0.891336,3.83874,656.604,1.37446,29.1074,1.0739,
116,740.387,1100.07,1085.76,0.673034,10.4442,0,59.105,58.5939,7.3833,748.881,59.1504,102.898,53.6188,15.3575,0,138.461,172.692,7.23476,404.805,173.39,179.114,150.561,2.67619,0,2.21595,0.910869,3.46331,656.661,1.37446,29.1074,1.0739,
117,740.387,1259.88,2811.45,0.587666,10.1357,0,213.273,72.0489,7.02719,731.805,72.4577,102.326,50.8037,13.5202,0,2234.18,252.094,6.48974,332.442,250.277,193.26,153.362,2.67619,0,2.21595,0.808057,3.83874,656.302,1.37446,29.1074,1.0739,
118,740.387,1351.28,4208.41,0.547917,8.83236,0,424.899,34.8615,6.87899,699.584,35.2055,111.044,29.9704,9.77904,0,3836.8,95.5484,6.42877,246.966,95.5003,241.577,46.3425,2.67619,0,2.21595,0.910869,3.83874,656.661,1.37446,29.1074,1.0739,
119,740.387,1271.75,2310.44,0.582178,11.0712,0,232.116,44.0121,7.20536,767.308,44.3962,126.949,38.6962,18.2336,0,1666.2,122.859,6.87029,467.036,121.449,266.346,89.5183,2.67619,0,2.21595,0.45799,3.54639,656.661,0.916137,29.1074,0.75468,
120,740.387,1028.29,856.24,0.720018,10.2509,0,49.9716,44.5524,7.06463,737.925,44.9155,98.6349,34.9753,16.1274,0,201.979,130.607,6.85499,417.406,130.636,161.181,75.9677,2.67887,0,2.59552,0.910869,3.71897,656.661,1.37446,29.1074,1.0739,
121,740.387,1121.91,1345.39,0.659933,11.6899,0,61.9881,49.3039,7.40728,788.029,49.6975,105.855,47.9417,19.4341,0,140.76,183.521,6.87697,603.946,184.778,183.421,213.124,2.68426,0,2.59552,0.910869,3.83874,656.661,1.37446,29.1074,1.0739,
122,740.387,1518.01,5445.78,0.487735,11.659,0,410.061,59.6374,7.18874,795.181,60.378,110.647,63.2591,19.7738,0,4903.78,221.86,6.72996,650.134,224.301,227.534,242.132,2.68426,0,2.59552,0.910869,3.83874,656.661,1.37446,29.1074,1.0739,
123,740.387,1154.41,1622.02,0.641353,10.6913,0,55.7749,59.6407,6.97655,775.255,60.6367,110.555,74.8838,16.1439,0,377.12,234.249,6.49156,593.676,237.705,241.272,287.752,2.68426,0,2.59552,0.910869,3.77383,656.661,1.37446,29.1074,1.0739,
124,740.387,1235.14,3342.9,0.599434,11.0835,0,236.504,42.2033,6.82474,751.969,42.7085,103.013,40.8382,16.8134,0,2722.86,135.745,5.96273,448.507,136.951,216.184,142.001,2.68426,0,2.59552,0.910869,3.62671,656.969,1.37446,29.1074,1.0739,
125,740.387,1200.38,1982.07,0.616792,10.1114,0,184.11,51.0358,6.61991,732.002,51.5985,112.892,52.0143,13.21,0,1265.96,180.888,5.68692,349.108,181.594,220.217,156.436,2.68426,0,2.59552,0.910869,3.83874,656.969,1.37446,29.1074,1.0739,
126,740.387,1439.48,2804.96,0.514344,11.6191,0,86.9956,99.8937,6.84861,885.468,100.808,130.747,117.097,18.0647,0,396.538,364.766,5.75945,1285.31,368.144,283.466,467.225,2.68426,0,2.59552,0.910869,3.83874,656.505,1.37446,29.1074,1.0739,
127,740.387,1131.46,1230.61,0.654365,10.4426,0,59.3671,52.2769,6.66432,758.916,52.7265,129.607,61.4582,15.4356,0,237.854,200.057,5.63598,473.868,201.143,280.78,217.007,2.68426,0,2.59552,0.910869,3.83874,656.969,1.37446,29.1074,1.0739,
128,740.387,2781.15,23892.9,0.266216,10.261,0,1705.64,71.3746,6.49069,739,71.9376,111,65.4496,13.2534,0,23296.6,252.773,5.36905,363.914,251.233,232.389,201.791,2.68426,0,2.59552,0.910869,3.83874,656.969,1.37446,29.1074,1.0739,
129,740.387,1055.45,1028.88,0.701491,10.3556,0,50.7836,44.51,6.4606,742.954,44.989,112.196,43.1988,14.9389,0,1654.78,150.456,5.24353,394.686,151.438,232.22,142.876,2.68426,0,4.27318,0.910869,3.32712,656.969,1.37446,29.1074,1.0739,
130,740.387,1217.47,1695.51,0.608133,10.3065,0,104.088,62.4348,6.85395,759.026,62.8989,155.717,56.1502,11.5854,0,854.654,212.504,6.03525,412.569,213.116,337.006,221.163,2.68426,0,4.27318,0.910869,3.83874,656.969,1.37446,29.1074,1.0739,
131,740.387,1197.87,2371.67,0.618089,9.74834,0,181.599,52.145,6.80193,727.594,50.1954,109.62,60.1607,12.0732,0,1874.53,185.935,6.1478,346.043,170.678,247.855,232.877,2.68426,0,1.16968,0.910869,3.83874,656.969,1.37446,29.1074,1.0739,
