Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Heave.front.roll_center.z.avg,Heave.front.mechanical_trail_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.scrub_radius_l.avg,Roll.front.camber_angle_l.avg,Roll.front.roll_center.y.avg,Steering.front.tie_rod_angle_front_view_l.avg,Steering.front.camber_angle_l.avg,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Heave.front.roll_center.z.std_dev,Heave.front.mechanical_trail_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.scrub_radius_l.std_dev,Roll.front.camber_angle_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Steering.front.camber_angle_l.std_dev,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Heave.front.roll_center.z.best,Heave.front.mechanical_trail_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.scrub_radius_l.best,Roll.front.camber_angle_l.best,Roll.front.roll_center.y.best,Steering.front.tie_rod_angle_front_view_l.best,Steering.front.camber_angle_l.best,
186,50.4028,60.821,51.211,0.828707,0.079821,2.16952,29.7106,1.64332,0.136956,0.0979524,0.330358,4.24162,0.329475,20.2525,0.377697,1.45114,0.367565,10.7104,11.3917,9.01662,0.670654,0.378341,1.05043,20.9006,0.0443246,4.2832,0.386376,0.602155,0.0163072,0.098083,27.9972,0.120974,0.00158719,0.0213682,0.127115,0.00451035,0.0651102,11.1742,0.300262,1.34344,
187,50.4028,75.4217,77.072,0.668279,0.156421,6.01425,35.8849,3.32316,0.429685,0.19528,0.306102,7.08305,0.343704,19.8238,0.42848,1.43289,0.484961,23.2266,28.0869,9.97109,1.36834,0.528986,0.725566,23.5607,0.110639,6.10599,0.437239,0.373532,0.0162906,0.0980757,27.9972,0.120986,0.00158719,0.0213625,0.127109,0.00451569,0.0707218,5.55025,0.300261,1.26556,
188,50.4028,65.4733,60.6835,0.769822,0.161919,3.76304,32.3906,1.36674,0.157227,0.144576,0.417198,5.18685,0.32689,19.8303,0.36683,1.36118,0.707386,17.965,20.5875,5.7487,0.701609,0.490676,1.31486,22.7805,0.0526447,2.08746,0.278338,0.197136,0.0163032,0.098047,27.9972,0.120986,0.00158932,0.0213625,0.127068,0.00451172,0.0719845,10.8453,0.300261,0.658443,
189,50.4028,72.9423,83.5195,0.690995,0.176399,11.1122,30.5468,2.30278,0.366539,0.173722,0.43606,5.43451,0.340889,20.1538,0.407947,1.49073,0.655197,40.4064,13.0497,7.52632,1.25696,0.51792,1.44629,24.3209,0.0847172,3.32237,0.388261,0.587427,0.0162811,0.0980757,26.4564,0.121155,0.00159216,0.0213625,0.127068,0.00451569,0.00862891,3.24322,0.300259,1.34339,
190,50.4028,90.757,113.606,0.55536,0.21307,13.7693,36.2712,3.48611,0.490199,0.271068,0.842035,13.2238,0.325926,19.9756,0.495119,1.3936,0.70056,42.9099,30.2796,9.89945,1.36177,0.683886,2.43893,38.3839,0.0510183,6.23715,0.623721,0.318457,0.0162771,0.0980872,27.6341,0.121143,0.00159069,0.0213664,0.127053,0.0045126,0.105509,2.90962,0.300258,0.506645,
191,50.4028,68.7334,69.387,0.733308,0.410961,3.79072,31.5477,1.91928,0.301834,0.169368,0.380786,5.29611,0.338198,22.7506,0.418044,1.40984,1.39517,18.4078,14.3174,8.3249,1.0729,0.522934,1.09907,21.8922,0.092431,21.4395,0.473351,0.455516,0.0162673,0.0980916,27.9972,0.121143,0.00159069,0.0213596,0.127053,0.0045126,0.007203,7.80568,0.300258,0.515664,
192,50.4028,82.2339,111.452,0.612919,0.196874,9.15365,30.7374,3.5493,0.318954,0.190999,0.565992,7.69998,0.346825,27.4936,0.526613,1.45384,0.586242,37.0004,11.3026,11.0249,0.965654,0.509268,1.80573,24.5904,0.0931124,37.0792,0.711708,0.500241,0.0162584,0.0980898,27.9974,0.121032,0.00159183,0.0213579,0.127059,0.00451569,0.0309629,7.45125,0.300258,0.603035,
193,50.4028,72.306,75.6589,0.697076,0.162696,11.4598,31.3027,2.35931,0.275185,0.168756,0.398619,3.73554,0.329227,20.3399,0.411862,1.36243,0.722553,41.3149,14.4253,8.22113,0.961405,0.512831,1.35297,15.4512,0.0494744,9.98625,0.465905,0.275039,0.0162584,0.0980966,27.9974,0.121032,0.00159683,0.0213579,0.127059,0.00450831,0.09105,7.55188,0.300256,0.785379,
194,50.4028,68.5975,75.3196,0.734761,0.0435397,5.65414,32.0104,1.3502,0.264856,0.119759,0.416423,5.21576,0.352543,21.3065,0.449071,1.41434,0.173324,27.5418,22.3456,5.58089,1.11242,0.39274,1.52079,22.2736,0.0943088,7.53072,0.604929,0.417482,0.0162516,0.0980753,27.9974,0.121032,0.00159683,0.0213579,0.127116,0.00453272,0.288669,18.2173,0.300259,1.34334,
195,50.4027,85.7808,133.052,0.587576,0.237813,3.59151,33.6613,2.73146,0.461805,0.154037,0.503389,9.01227,0.348865,33.1547,0.430584,1.49296,0.739398,12.103,22.1352,8.2284,1.41593,0.463599,1.26687,27.8948,0.0617843,85.1952,0.422353,0.640453,0.0162147,0.0980976,27.9974,0.121029,0.00159914,0.0213579,0.127117,0.00453272,0.194493,9.43367,0.300257,0.792453,
196,50.4027,73.437,71.7273,0.686339,0.284549,6.30897,36.4699,2.3244,0.420273,0.177361,0.447964,5.97711,0.344238,18.7967,0.429568,1.45598,1.00109,22.0161,28.0276,8.34667,1.32636,0.498761,1.30766,21.6493,0.130829,14.5827,0.413784,0.538966,0.0162093,0.0980976,27.9974,0.121029,0.00160051,0.021357,0.127117,0.00453272,0.0560892,1.40834,0.300257,0.158387,
197,50.4027,78.0542,93.6355,0.64574,0.329918,11.9963,33.2782,2.97733,0.236124,0.169274,0.736596,6.92053,0.321413,19.2315,0.395163,1.46193,1.26556,39.5081,24.9919,9.14253,0.922231,0.528433,2.71437,25.8151,0.0706392,4.47427,0.313709,0.573981,0.0162093,0.0981195,19.5894,0.121029,0.00160051,0.021357,0.127122,0.00449921,0.0373866,1.52144,0.300259,0.692731,
198,50.4027,74.3448,137.198,0.677959,0.0941449,1.39887,31.7173,1.57075,0.214995,0.101212,0.389087,1.65126,0.345782,35.0372,0.402925,1.42131,0.506923,13.2939,21.2011,7.28786,1.049,0.397896,1.49743,9.67276,0.0634684,107.349,0.510324,0.477327,0.0162147,0.0981458,27.9974,0.121029,0.00160051,0.0213614,0.127122,0.00449921,0.306837,12.2163,0.300259,1.34333,
199,50.4027,70.5853,80.0976,0.714068,0.22051,5.36543,30.5817,2.55119,0.119211,0.0915614,0.279588,7.53731,0.344085,21.7024,0.355499,1.43682,0.867535,22.8499,13.5191,10.0055,0.513862,0.309398,0.733538,30.4428,0.0621476,13.768,0.227293,0.385395,0.0162147,0.0981489,20.3236,0.121029,0.00159386,0.0213614,0.127128,0.00451597,0.11322,5.48636,0.300258,1.34333,
200,50.4027,440.113,2491.8,0.114522,0.302134,12.3042,38.126,3.78649,0.35978,0.289268,0.529488,14.697,0.322866,367.421,0.452166,1.52269,0.932698,36.105,28.0818,10.022,0.911227,0.698187,1.2476,37.6835,0.0587457,2427.83,0.429176,0.646388,0.0162583,0.0981489,24.3992,0.121098,0.00159397,0.0213621,0.127047,0.00451597,0.0669663,6.42208,0.300258,0.336996,
