Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.rear.side_view_swing_arm_angle_l.avg,Heave.rear.p_rod_length_l.avg,Heave.rear.coil_over_length_l.avg,Heave.rear.roll_center_gnd.z.avg,Heave.rear.toe_angle_l.avg,Heave.rear.tie_rod_angle_top_view_l.avg,Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,Heave.rear.side_view_swing_arm_angle_l.std_dev,Heave.rear.p_rod_length_l.std_dev,Heave.rear.coil_over_length_l.std_dev,Heave.rear.roll_center_gnd.z.std_dev,Heave.rear.toe_angle_l.std_dev,Heave.rear.tie_rod_angle_top_view_l.std_dev,Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,Heave.rear.side_view_swing_arm_angle_l.best,Heave.rear.p_rod_length_l.best,Heave.rear.coil_over_length_l.best,Heave.rear.roll_center_gnd.z.best,Heave.rear.toe_angle_l.best,Heave.rear.tie_rod_angle_top_view_l.best,Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,Roll.rear.camber_angle_gain_roll_l.best,
61,1338.86,2217.59,2138.37,0.603746,146.491,0,186.398,1464.1,109.331,2.75005,147.616,145.441,15.462,358.86,0,352.939,728.589,301.222,2.29918,448.539,355.788,22.9536,1.31571,0,35.3696,1205.7,0.827864,0.392941,8.57485,0.7794,2.96465,
62,1314.54,1944.37,1935.33,0.676071,56.5852,0,176.217,1405.06,54.7958,2.65699,179.371,56.1016,13.5903,178.437,0,387.125,735.948,164.621,1.80142,840.363,178.241,22.0548,1.31571,0,37.7733,1205.7,0.77722,0.410462,8.57485,0.7794,2.96465,
63,1314.54,2640.26,4864.49,0.497882,81.3663,0,200.085,1569.05,75.3683,2.67019,611.782,80.9115,19.0264,239.908,0,411.625,1060.88,207.184,2.09036,3719.94,239.144,31.9778,1.31571,0,37.7733,1205.7,0.827864,0.0918541,8.57485,0.7794,2.96465,
64,1314.54,2019.29,1819.89,0.65099,107.287,0,154.374,1420.75,118.62,2.81528,95.4529,106.042,13.9502,300.935,0,311.308,731.95,322.665,2.21062,474,297.688,20.5462,1.31571,0,34.3995,1205.7,1.61894,0.632049,8.57485,0.7794,4.31322,
65,1314.54,2325.63,2611.67,0.565239,125.507,0,158.369,1532.79,124.618,2.96879,241.455,122.669,17.2479,307.069,0,302.677,914.748,301.465,2.1846,1071.21,305.456,27.0984,1.31571,0,37.7733,1205.7,1.61894,0.666939,8.57485,0.464655,3.63452,
66,1314.54,1910.79,1849,0.687953,100.512,0,124.602,1372.56,85.5928,2.62986,113.565,99.2149,12.1187,303.903,0,241.399,731.013,288.05,1.59242,305.675,299.919,18.8137,1.24231,0,37.7733,1205.7,1.61894,0.666939,8.57485,0.7794,4.31322,
67,1314.54,2086.17,1785.96,0.630119,76.1356,0,198.951,1522.59,103.295,2.49919,91.3428,74.8797,16.4774,205.192,0,386.853,893.054,235.611,1.14792,133.575,203.353,26.5557,1.24231,0,37.7733,1205.7,1.61894,0.732951,8.57485,0.7794,4.31322,
68,1314.54,2017.32,2171.08,0.651626,90.6413,0,160.825,1451.53,111.51,2.56561,96.194,89.5623,14.4892,282.734,0,372.964,877.739,340.679,1.60684,195.793,278.557,24.3535,1.24231,0,37.1774,1205.7,1.61894,0.580223,8.57485,0.7794,4.31322,
69,1307.72,2197.32,2988.37,0.595145,82.4784,0,188.221,1420.16,85.4781,2.43957,323.517,81.3933,13.6283,273.975,0,393.69,712.496,280.198,1.3705,1724.98,270.822,20.8489,1.24231,0,40.6538,1205.7,0.614824,0.381352,8.48755,0.7794,4.31322,
70,1307.72,2035.21,2437.64,0.642548,78.3108,0,134.679,1400.21,115.962,2.61773,215.447,75.9687,12.0192,266.132,0,297.756,752.998,350.116,1.66186,1448.37,257.94,19.3789,1.24231,0,35.5402,1205.7,0.614824,0.740672,6.09202,0.7794,2.16413,
71,1307.72,2400.65,4786.42,0.544736,87.9342,0,201.612,1381.06,81.3601,2.4443,549.593,84.6683,11.9811,262.386,0,420.225,633.088,272.032,1.29205,4015.94,251.901,15.9035,1.24231,0,41.6144,1205.82,0.614824,0.807514,6.38289,0.7794,3.10841,
72,1307.72,2351.73,3517.72,0.556068,115.832,0,177.953,1503.54,112.245,2.59231,311.034,112.727,15.8107,333.623,0,364.376,878.813,301.23,1.65133,2233.14,326.59,25.6076,1.24231,0,41.6144,1205.82,0.614824,0.311406,6.38289,0.7794,4.31322,
73,1307.72,1794.74,1389.02,0.728639,53.4107,0,145.631,1374.77,57.7878,2.3216,96.3587,52.4387,12.0225,169.312,0,303.37,660.986,184.73,1.27964,275.38,166.877,19.1646,1.23873,0,41.6144,1205.82,0.614824,0.0953797,4.50214,0.53083,4.31322,
74,1307.72,1986.66,2307.9,0.658252,89.4139,0,162.435,1354.25,111.52,2.65345,168.258,87.3028,10.8263,307.735,0,348.654,623.974,363.245,2.01258,899.185,301.655,15.6706,1.24231,0,41.6144,1205.82,0.614824,0.774699,4.50214,0.970138,4.31322,
75,1307.72,2284.65,2795.24,0.572394,112.964,0,181.331,1459.53,123.657,2.92688,279.648,110.479,14.114,327.629,0,349.761,759.08,326.151,2.48427,1354.28,321.664,22.7206,0.651301,0,42.4527,1204.67,0.614824,0.984639,4.50214,0.301261,2.1546,
76,1307.72,2021.14,2183.87,0.647021,93.3916,0,145.257,1381.4,80.9814,2.81131,212.539,92.3114,12.4489,248.82,0,253.115,650.406,250.651,2.12891,1181.81,246.889,18.5245,0.651301,0,38.7665,1204.67,0.614824,0.342113,4.47453,0.301261,4.31322,
77,1307.72,1820.35,1508.35,0.718392,75.5878,0,119.495,1397.49,66.1173,2.1947,71.2718,75.1874,12.9986,233.417,0,209.677,648.069,183.084,1.00006,197.123,233.368,20.2356,0.651301,0,43.0479,1204.67,0.614824,0.158504,4.50214,0.301261,4.31322,
78,1307.72,2094.22,2177.35,0.624443,93.5258,0,153.597,1499.07,107.471,2.5419,131.947,90.7837,15.2874,267.573,0,280.472,939.478,335.957,1.84677,480.888,259.052,24.727,0.651301,0,43.0479,1204.67,0.614824,0.523457,3.48063,0.301261,4.31322,
79,1307.72,1947.95,1878.34,0.671331,73.3957,0,178.217,1372.19,62.548,2.28547,174.178,72.7293,12.4088,222.805,0,381.524,567.18,177.083,1.18908,832.459,221.94,18.0042,0.651301,0,43.0479,1204.26,0.614824,0.559158,3.48063,0.301261,3.36988,
80,1307.72,1826.19,1617.83,0.716093,75.8753,0,174.854,1289.41,68.3886,2.35536,132.445,73.485,9.37845,257.693,0,371.75,292.767,222.864,1.47612,537.673,250.511,7.94474,0.543067,0,44.697,1204.26,0.614824,0.429351,3.48063,0.245686,3.36988,
81,1307.72,1941.22,1726.09,0.673659,83.429,0,160.742,1443.5,80.3773,2.59086,74.7788,81.8067,13.9954,276.705,0,323.267,760.93,269.74,1.88309,175.617,273.776,23.3998,0.543067,0,41.1068,1204.26,0.614824,0.949648,3.48063,0.245686,3.36988,
82,1307.72,1852.63,1583.2,0.705874,86.3745,0,141.264,1365.18,88.5934,2.56362,72.3213,84.4698,11.8575,269.863,0,279.886,585.477,273.523,1.95401,157.488,268.482,17.8528,0.543067,0,46.628,1204.26,0.614824,0.169734,3.48063,0.245686,3.36988,
83,1307.72,4616.9,23601.5,0.283247,66.8118,0,140.066,1382.74,89.6605,2.41115,2857.75,65.3567,12.1017,242.203,0,296.309,678.506,281.364,1.62618,22947.8,240.209,19.5775,0.543067,0,40.5284,1204.26,0.614824,1.25299,3.48063,0.245686,3.36988,
84,1307.72,2722.33,5982.08,0.480368,99.9088,0,173.298,1614.95,140.091,2.38624,578.993,95.3633,17.3449,276.865,0,312.351,1152.43,403.497,1.61872,5538.18,265.819,30.9043,0.543067,0,46.628,1204.26,0.614824,0.802583,3.48063,0.245686,3.36988,
85,1307.72,2200.01,2507.04,0.594417,117.056,0,190.712,1449.8,108.167,2.44923,203.093,114.326,14.404,339.877,0,371.048,826.314,290.383,1.73495,958.823,335.175,23.1284,0.543067,0,46.628,1204.26,0.614824,0.134333,3.48063,0.245686,3.36988,
86,1307.72,1970.82,1993.47,0.663543,106.355,0,163.685,1373.5,66.29,2.39979,140.234,105.631,12.7209,320.717,0,330.335,610.962,233.182,1.6891,518.938,319.594,19.3163,0.543067,0,46.628,1204.26,0.614824,0.616134,3.48063,0.245686,4.31322,
87,1307.72,2013.8,2136.36,0.649381,74.9245,0,179.993,1431.48,87.2435,2.47535,148.676,75.23,13.7735,234.06,0,384.723,723.301,257.828,1.86735,847.101,235.301,21.8361,0.543067,0,46.628,1204.26,0.614824,0.387524,3.48063,0.245686,4.31322,
88,1307.72,2280.63,4215.22,0.573403,78.9479,0,155.184,1406.41,87.3607,2.45482,460.026,77.3628,12.884,242.981,0,314.549,734.42,300.21,1.69817,2724.73,239.029,20.4506,0.543067,0,42.5758,1204.26,0.614824,0.425489,3.48063,0.245686,4.31322,
89,1307.72,1826.34,2532.98,0.716033,45.0661,0,129.477,1309.47,46.8433,2.35008,238.931,43.8452,10.3625,155.518,0,255.811,468.679,164.778,1.38414,1861.07,155.061,14.669,0.543067,0,49.8204,1204.67,0.614824,1.25299,3.48063,0.245686,4.31322,
