Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,2in Heave.rear.p_rod_length_l.avg,Roll.rear.camber_angle_gain_roll_l.avg,2in Heave.rear.motion_ratio_heave_l.avg,Roll.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.toe_angle_l.avg,2in Heave.rear.tie_rod_angle_top_view_l.avg,2in Heave.rear.roll_center_gnd.z.avg,2in Heave.rear.coil_over_length_l.avg,2in Heave.rear.side_view_swing_arm_angle_l.avg,2in Heave.rear.p_rod_length_l.std_dev,Roll.rear.camber_angle_gain_roll_l.std_dev,2in Heave.rear.motion_ratio_heave_l.std_dev,Roll.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.toe_angle_l.std_dev,2in Heave.rear.tie_rod_angle_top_view_l.std_dev,2in Heave.rear.roll_center_gnd.z.std_dev,2in Heave.rear.coil_over_length_l.std_dev,2in Heave.rear.side_view_swing_arm_angle_l.std_dev,2in Heave.rear.p_rod_length_l.best,Roll.rear.camber_angle_gain_roll_l.best,2in Heave.rear.motion_ratio_heave_l.best,Roll.rear.side_view_swing_arm_angle_l.best,2in Heave.rear.toe_angle_l.best,2in Heave.rear.tie_rod_angle_top_view_l.best,2in Heave.rear.roll_center_gnd.z.best,2in Heave.rear.coil_over_length_l.best,2in Heave.rear.side_view_swing_arm_angle_l.best,
240,940.413,1709.13,4166.13,0.55023,0,12.661,317.07,72.035,63.4789,0.547718,1065.74,104.713,72.884,0,20.7329,2895.8,292.164,267.599,2.00815,780.475,271.883,295.676,0,7.67846,0.903093,0.0497898,6.8597,0.00576427,875.155,46.6452,0.0943459,
241,940.413,2159.13,4092.72,0.435552,0,16.5745,422.252,101.127,95.1138,0.874263,1227,194.213,101.973,0,28.4591,2528.53,342.08,339.487,2.40354,1182.68,426.934,339.913,0,7.67846,0.903093,0.0497898,4.29594,0.00576427,875.155,46.6452,0.0943459,
242,940.413,1991.76,5376.57,0.472151,0,13.5821,538.38,86.1257,49.9798,0.536586,1077.07,139.796,86.289,0,19.3935,4457.19,283.053,164.655,1.72629,683.807,348.339,287.125,0,7.66712,1.05911,0.0497898,5.25046,0.00540162,875.155,46.6452,0.0943459,
243,940.306,1770.84,2023.32,0.530993,0,16.1162,75.0285,128.341,79.7337,0.935928,1179.62,162.079,128.988,0,22.056,312.901,354.444,253.461,2.52813,774.087,348.538,351.096,0,7.67846,1.05911,0.0497898,1.95784,0.00540162,875.155,46.5772,0.0943459,
244,940.306,1847.48,3251.69,0.508966,0,14.7142,370.466,59.3563,64.434,0.744673,1140.79,137.339,59.6355,0,23.7767,2035.88,210.446,206.942,2.55961,876.824,318.623,221.334,0,7.67329,1.05911,0.0622154,6.8597,0.00540162,875.155,46.5772,0.0943459,
245,940.306,1633.14,2136.94,0.575765,0,12.0591,130.717,102.243,87.5057,0.787992,1027.32,169.309,103.197,0,15.535,836.707,314.71,241.757,2.3471,602.668,386.662,314.23,0,7.67846,1.05911,0.0622154,6.8597,0.00540162,875.155,46.5772,0.0943459,
246,940.306,1362.14,1448.65,0.690316,0,11.8073,47.4873,53.8313,49.2487,0.425926,1024.88,120.06,54.3981,0,16.2705,197.012,208.853,163.336,1.53027,582.479,286.102,218.353,0,7.67846,1.05911,0.0622154,6.8597,0.00540162,875.155,46.5772,0.0943459,
247,940.306,1435.64,1425.32,0.654975,0,12.3007,36.8497,59.1598,58.4876,0.722553,1044.31,164.135,59.6711,0,16.1982,132.297,198.905,188.439,2.60263,582.831,364.435,199.729,0,7.67846,1.04797,0.0622154,0.922794,0.00422941,875.155,46.5772,0.0943459,
248,940.306,1490.26,1858.48,0.63097,0,13.5104,99.2251,52.6117,42.1068,0.786046,1094.25,134.657,53.1119,0,22.6699,495.869,203.934,159.836,2.50218,828.578,341.05,205.623,0,3.86608,1.04797,0.0622154,5.29531,0.00422941,875.155,46.5772,0.0943459,
249,940.306,2056.29,6698.68,0.457282,0,11.6214,671.721,75.4108,67.9012,0.416738,1021.8,131.661,75.7614,0,15.079,6108.65,240.962,209.819,1.47977,570.28,288.065,238.662,0,7.67846,1.04797,0.0622154,6.6465,0.00422941,875.155,46.5772,0.0943459,
250,940.306,1522.74,1893.98,0.617509,0,12.8883,87.9944,69.5798,58.8263,0.721122,1085.91,135.85,70.9659,0,19.0667,783.324,244.823,227.178,2.51123,737.574,320.955,249.717,0,7.67846,1.01372,0.0622154,2.11902,0.00422941,875.155,46.5772,0.0943459,
251,939.727,1630.38,2117.52,0.576385,0,15.0899,66.441,105.992,62.871,0.626212,1124.85,148.269,106.242,0,23.8687,222.803,340.733,216.296,2.06485,816.54,353.141,332.454,0,7.67846,1.04797,0.0622154,6.6465,0.00422941,875.004,46.5772,0.0847241,
252,939.727,1992.91,5096.68,0.471535,0,13.6291,614.69,55.457,40.7797,0.647334,1085.26,126.555,55.8921,0,22.6641,4142.67,221.641,134.933,2.245,815.996,315.24,222.631,0,7.67846,1.04797,0.0622154,6.6465,0.00422941,875.004,46.5785,0.0847241,
253,939.727,2180.59,4514.74,0.430951,0,14.9222,604.459,100.051,69.0087,0.807475,1132.48,158.222,100.632,0,22.366,3177.59,312.958,201.25,2.53969,774.433,336.748,302.269,0,7.67846,1.04797,0.0341739,6.6465,0.00422941,875.004,46.6023,0.0847241,
254,939.727,1261.14,1206.73,0.745142,0,11.048,38.1546,43.9708,34.4667,0.498672,989.58,99.2104,44.2089,0,15.0595,222.91,206.598,126.679,2.03128,529.425,251.827,213.477,0,7.67846,1.04797,0.0341739,3.96136,0.00422941,875.004,46.6023,0.0847241,
255,939.727,1999.17,5533.93,0.470058,0,12.1664,562.009,96.6948,58.4459,0.687112,1028.33,143.359,97.4821,0,17.4135,4670.49,328.172,231.79,2.29952,635.064,343.359,331.402,0,7.67846,1.04797,0.0175772,6.6465,0.00422941,875.004,46.6023,0.0847234,
256,939.727,1855.8,3970.27,0.506372,0,13.344,376.1,75.0971,59.702,0.581421,1073.34,182.041,75.6026,0,19.3242,3367.06,236.976,179.799,1.97056,681.98,404.785,241.079,0,7.67846,1.04797,0.0175772,0.81497,0.00422941,874.947,46.6023,0.0847234,
257,939.046,1865.45,3146.08,0.503389,0,16.0542,362.446,41.4684,45.4212,0.587195,1183.77,173.813,41.8913,0,27.5473,2082.37,169.7,169.177,2.18606,1004.68,394.529,175.037,0,7.67846,1.04797,0.0175772,3.9938,0.00422941,874.947,46.6023,0.0847234,
258,939.046,1464.25,1679.97,0.641314,0,14.3619,46.6043,54.187,40.9599,0.589336,1114.34,138.52,54.6894,0,24.3947,332.712,227.609,145.749,2.19909,885.947,339.203,230.466,0,7.69649,1.04797,0.0175772,5.44592,0.00422941,874.947,46.7162,0.0847234,
259,939.046,1416.55,1652.04,0.662913,0,10.8982,72.3735,72.4591,68.4831,0.743878,989.998,128.437,73.1532,0,13.8677,412.966,261.075,215.428,2.26983,551.742,308.955,263.303,0,7.69649,1.04797,0.0175772,6.6465,0.00422941,874.947,46.6953,0.0847234,
260,939.046,1647.32,3035.93,0.570045,0,12.9674,305.252,44.2925,37.2865,0.817255,1060.67,141.452,44.5771,0,21.9393,2052.48,229.259,163.971,2.80257,787.782,324.965,234.402,0,5.49831,1.06992,0.0175772,6.6465,0.00422941,874.947,46.7162,0.0847234,
261,939.046,1623.72,2938.26,0.578332,0,13.3396,221.618,56.0499,44.7315,0.489503,1086.38,144.601,56.5015,0,21.7449,1912.95,213.888,163.041,1.73315,790.582,339.33,214.453,0,7.70138,1.06992,0.0175772,6.6465,0.00422941,874.947,46.7162,0.0847234,
262,939.046,1914.28,3808,0.490547,0,13.5768,404.473,74.8904,60.5569,0.714731,1087.29,197.003,75.7813,0,20.2286,2604.07,257.445,192.03,2.33925,747.58,453.511,259.276,0,7.70138,1.06992,0.0175772,4.30234,0.00422941,874.947,46.7162,0.0847234,
263,939.046,1752.62,2195.02,0.535796,0,17.748,60.3054,104.442,80.3651,0.796132,1227.94,156.21,104.814,0,28.5936,346.109,309.482,229.881,2.55751,1013.91,351.164,309.387,0,7.70138,1.06992,0.0175772,2.28592,0.00422941,874.993,46.7368,0.0847234,
264,939.046,1850.04,3849.05,0.507582,0,14.7432,445.183,51.1184,31.7343,0.720337,1117.68,137.431,51.4287,0,23.8736,2910.46,196.949,117.086,2.46199,838.836,322.76,197.073,0,7.70138,1.06731,0.0175772,4.55909,0.00422941,874.939,21.6183,0.0847234,
265,939.046,1513.26,2069.63,0.620546,0,12.1993,161.731,61.8949,50.6912,0.557267,1030.65,133.175,62.3538,0,18.1986,1084.87,254.378,166.766,2.02984,674.988,318.824,255.756,0,7.69664,1.06731,0.0175772,6.6465,0.00422941,874.939,46.7368,0.0847234,
266,939.046,1632.84,2208.89,0.5751,0,14.2474,128.255,74.8198,67.3076,0.807538,1129.54,141.958,75.9082,0,21.4735,936.897,266.692,223.168,2.60129,789.658,324.489,269.241,0,7.70138,1.06731,0.0175772,6.07082,0.0041737,874.939,46.7368,0.0847234,
267,939.046,2681.02,7758.58,0.350258,0,17.3716,979.702,101.033,74.8424,0.6911,1232.52,172.145,102.707,0,29.1511,6374,323.508,231.214,2.50932,1101.35,394.365,334.796,0,7.70138,1.06731,0.0175772,3.30693,0.00422941,874.918,46.7368,0.0847234,
268,939.046,1455.27,1735.53,0.645272,0,11.9493,52.4888,68.4805,64.6592,0.411494,1037.63,150.455,69.1967,0,18.2199,193.473,269.751,207.809,1.38574,666.599,366.121,272.896,0,2.93647,1.06731,0.0175772,3.75529,0.00422941,874.918,46.7368,0.0847234,
269,939.046,2039.04,4827.22,0.460534,0,14.4472,585.43,56.095,44.4358,0.774932,1113.92,166.38,57.5536,0,23.5883,4104.26,206.24,147.741,2.73508,833.833,372.98,209.605,0,7.70138,1.06731,0.0175772,1.1764,0.0048252,874.913,46.7368,0.0847234,
270,939.046,1686.81,2468.09,0.556701,0,15.913,173.664,78.4072,48.6842,0.71538,1167.95,121.951,79.5165,0,24.68,1316.74,260.819,193.295,2.17977,909.871,263.617,265.071,0,7.70138,1.06731,0.0175772,6.11661,0.0048252,874.913,38.0025,0.0847234,
271,939.046,1923.17,3765.48,0.48828,0,16.2243,297.511,96.5009,75.9542,0.651297,1184.33,154.647,97.3508,0,27.502,2348.99,307.572,270.982,2.38269,1011.84,356.018,310.627,0,7.30964,1.06731,0.0175772,7.36204,0.0048252,874.913,46.7368,0.0847234,
272,939.046,1671.75,2111.22,0.561714,0,14.0043,72.4062,115.324,80.4448,0.967543,1092,180.079,116.521,0,20.2828,275.031,346.54,270.23,3.11183,722.048,407.308,345.061,0,7.6917,1.06731,0.0175772,6.74956,0.0048252,874.913,40.3446,0.0847241,
273,939.046,2538.3,9841.42,0.36995,0,15.0962,977.348,63.9037,76.8007,0.709747,1154.97,184.599,64.8709,0,23.4793,9051.75,271.18,245.559,2.31855,869.148,397.843,283.297,0,7.70138,1.06731,0.0175772,3.81916,0.0048252,874.913,46.7368,0.0947544,
274,939.046,1544.67,1794.85,0.607926,0,12.9157,55.4131,80.8445,87.8964,0.851079,1074.45,152.854,79.4507,0,19.6092,206.521,275.967,329.577,2.71185,725.831,360.509,275.409,0,7.70138,1.06731,0.0175772,7.04359,0.0048252,874.913,46.7368,0.0947544,
275,938.983,1693.95,1987.24,0.554316,0,16.1085,96.4301,94.0082,48.4473,0.886832,1168.55,175.143,94.3752,0,24.2609,398.346,282.633,167.327,2.81456,840.356,368.56,282.68,0,7.70138,1.06731,0.0175772,6.47387,0.0048252,874.913,46.7368,0.0947544,
276,938.983,1825.59,2395.87,0.514344,0,15.1345,81.009,127.133,107.359,0.923187,1183.08,180.582,130.372,0,22.6908,219.67,357.965,370.34,2.95172,927.932,402.785,365.276,0,1.54897,1.06731,0.0175772,6.79956,0.0048252,874.913,46.7668,0.0947544,
277,938.983,1666.93,2043.41,0.563299,0,14.079,182.252,68.4983,64.6109,0.802819,1104.2,163.462,69.0247,0,20.4231,805.925,245.408,195.553,2.82514,746.371,364.34,245.887,0,7.70138,1.06731,0.0175772,7.04359,0.0048252,874.913,46.7668,0.0947544,
278,938.983,2178.69,6733.44,0.430986,0,13.4847,675.325,95.2775,58.3346,0.731842,1064.7,175.31,95.5169,0,17.3595,6012.18,287.045,171.867,2.53374,581.73,393.03,287.174,0,7.7019,1.06731,0.0175772,3.45119,0.00499107,874.854,46.7668,0.0947544,
279,938.874,1532.75,1746.31,0.612543,0,14.4294,36.3092,78.6098,50.9907,0.646913,1106.97,165.584,79.2046,0,21.3325,223.998,256.394,181.621,2.31161,736.91,397.19,259.758,0,7.7019,1.06731,0.0175772,7.04359,0.00446113,874.738,46.7668,0.0959198,
280,938.874,1555.86,2101,0.603444,0,12.2034,161.694,69.1672,60.6603,0.42147,1032.92,149.36,69.4296,0,18.0646,782.371,252.282,181.846,1.76381,649.211,352.658,253.85,0,7.7019,1.07168,0.0175772,2.48121,0.00446113,874.738,46.7668,0.0959198,
281,938.874,1829.82,3817.68,0.513097,0,13.8083,356.912,92.7306,71.9743,0.653665,1090.63,109.832,93.2771,0,22.8055,3012,318.428,231.861,2.34114,814.229,268.038,314.3,0,7.69259,1.07168,0.0175772,7.04359,0.00446113,874.738,36.2215,0.0959198,
282,938.874,2067,6440.28,0.454221,0,13.6957,653.993,81.1297,24.3507,0.526278,1063.01,149.055,81.2389,0,20.6262,5710.41,264.823,99.3634,2.01204,683.629,355.955,265.881,0,7.69259,1.11112,0.0375486,5.02107,0.00474926,874.738,46.7668,0.0959198,
283,938.874,1967.32,3186.7,0.477236,0,14.5257,345.919,102.91,79.9949,0.754118,1128.27,191.006,103.941,0,20.2234,2059.6,280.92,239.735,2.41013,727.671,400.209,278.886,0,7.69259,1.11112,0.0375486,7.04359,0.00455267,874.738,46.7668,0.0959198,
284,938.874,1517.7,1873.05,0.618615,0,13.0924,42.4534,83.9891,84.0166,0.620612,1070.95,137.811,84.7722,0,19.8637,284.751,297.708,274.366,2.31886,741.122,343.329,300.965,0,7.69259,1.11112,0.0375486,7.04359,0.00455267,874.738,46.7668,0.0735901,
285,938.874,1763.83,2937.6,0.532294,0,14.1971,272.144,65.9778,69.4104,0.804723,1119.06,155.416,66.8141,0,20.5269,1942.52,231.773,232.15,2.57379,738.014,330.703,233.936,0,7.69259,1.08335,0.0375486,4.83033,0.00455267,874.854,46.7668,0.0735901,
286,938.874,2019.24,4618.31,0.464965,0,13.8464,583.423,71.0414,43.2037,0.420909,1080.43,155.683,71.1915,0,21.87,3762.87,270.887,138.839,1.90472,757.24,370.607,270.019,0,7.69259,1.08335,0.0375486,7.48453,0.00455267,874.854,46.7668,0.0735901,
287,938.874,2047.76,3351.71,0.458488,0,14.9125,401.649,114.402,70.6068,0.870484,1135.11,194.757,115.452,0,20.7442,2259.24,297.069,197.739,2.79581,716.731,409.852,310.854,0,7.346,1.08335,0.0375486,5.9583,0.00455267,874.854,46.7668,0.0735901,
288,938.874,1703.84,2104.01,0.551034,0,15.1429,62.6847,117.584,92.4194,0.711432,1148.92,148.684,117.69,0,23.3396,230.384,336.692,261.582,2.39389,842.562,332.116,338.266,0,5.24287,1.08335,0.0375486,7.56616,0.00455267,874.854,24.8171,0.0735901,
289,938.874,1515.87,1860.2,0.619363,0,13.0383,74.3053,78.7304,86.4573,0.691229,1075.5,109.269,77.874,0,19.2444,241.638,285.397,359.602,2.62841,697.79,203.835,287.331,0,4.47556,1.08335,0.0375486,7.56616,0.00455267,874.854,46.7668,0.0735901,
290,938.874,1613.28,1857.34,0.581966,0,12.9804,72.5433,89.522,89.26,0.801535,1089.34,167.374,91.4608,0,18.1518,230.201,268.06,260.482,2.63714,719.339,360.066,272.051,0,7.69792,1.08335,0.0375486,7.56616,0.00455267,874.854,46.7668,0.0735901,
291,938.589,1653.03,3055.61,0.567798,0,12.6494,252.75,65.7769,56.3562,0.48844,1052.5,145.992,66.5226,0,19.771,2172.28,252.669,218.732,2.05322,734.826,378.61,258.567,0,7.69792,1.08335,0.0139255,7.56616,0.00455267,874.813,46.7668,0.0735901,
292,938.589,1869.73,4075.11,0.501991,0,14.9251,352.876,63.2562,65.1216,1.04249,1144.15,162.715,65.6517,0,23.4427,3036.26,206.442,188.339,3.46662,875.926,359.503,212.137,0,6.06886,1.08335,0.0139255,2.84855,0.00455267,874.813,46.7668,0.0735901,
293,938.589,1481.25,1792.44,0.633648,0,12.0158,155.792,38.1575,43.816,0.48668,1038.17,154.296,38.5173,0,17.5322,836.429,151.012,122.436,1.90267,647.791,363.931,153.695,0,7.70829,1.08335,0.0139255,7.54963,0.00455267,862.138,46.7668,0.0735901,
294,938.589,1574.19,1737.79,0.596236,0,14.1982,41.1724,101.205,69.9574,0.815863,1110.7,134.175,101.966,0,20.5948,153.586,322.229,210.667,2.67159,731.083,279.831,320.27,0,7.70829,1.07924,0.0139255,7.33224,0.0046977,874.813,46.7668,0.0735901,
295,938.589,2270.96,8870.09,0.413301,0,16.0113,791.444,47.8523,53.192,0.474435,1190.93,121.743,49.3167,0,28.7382,7401.75,235.456,260.197,2.13838,1121.44,264.583,245.759,0,7.70829,1.07924,0.0139255,4.34324,0.0046977,874.813,46.7668,0.0735901,
296,938.589,1816.95,4206.7,0.516575,0,13.3332,433.636,60.6572,42.5814,0.482726,1076.18,129.109,60.969,0,21.5949,3734.47,256.36,145.668,2.19695,782.485,298.214,254.991,0,2.99983,1.07924,0.0139255,7.54963,0.00442752,871.015,46.7668,0.0735901,
297,938.589,2305.66,7586.38,0.407081,0,14.3322,719.876,93.6175,73.0866,0.802363,1122.29,187.115,94.5432,0,20.6079,6495.28,277.745,248.292,2.85078,764.267,416.173,287.841,0,7.70829,1.07924,0.0139255,7.54963,0.0046977,874.74,46.7668,0.0735901,
298,938.589,1870.67,3891.68,0.501739,0,14.2489,379.987,81.5108,42.9763,0.350112,1095.76,174.164,81.6755,0,20.8309,3114.58,261.28,138.961,1.5902,705.704,398.202,264.084,0,7.70469,1.07924,0.0139255,2.21756,0.00450848,874.74,46.7668,0.0735901,
299,938.589,1490.05,1880.8,0.629906,0,13.1425,37.3675,85.4839,65.5655,0.77065,1082.77,118.59,86.3584,0,20.1161,311.364,329.824,249.037,2.77273,765.92,299.211,333.318,0,7.70469,1.07924,0.0139255,5.7361,0.00450848,874.74,46.8261,0.0735901,
300,938.589,1584.72,1953.26,0.592273,0,13.5692,55.0036,100.343,77.0446,0.576326,1089.15,147.658,101.383,0,19.8125,189.444,336.03,247.093,2.04259,710.195,311.458,339.463,0,7.70469,1.07924,0.0139255,2.39988,0.00450848,874.74,46.8261,0.0735901,
301,938.589,5102.27,38419.8,0.183955,0,11.6126,3870.62,27.2497,47.1205,0.413884,1018.89,98.8296,27.5318,0,15.8469,37952.4,129.734,166.022,1.81513,584.339,223.209,130.68,0,7.70469,1.07924,0.0139255,7.45845,0.00450848,874.74,46.8261,0.0735901,
302,938.589,1483.24,1597.33,0.632799,0,14.5737,56.9687,54.7386,41.7353,0.532874,1110.78,148.905,54.9973,0,23.6782,3196.46,211.633,150.348,1.71342,830.552,340.227,206.121,0,7.70469,1.07924,0.0139255,1.63497,0.00450848,866.19,46.8261,0.0735901,
303,938.589,1568.73,2004.42,0.59831,0,13.605,139.495,72.575,54.303,0.772215,1085.84,129.201,72.9417,0,21.7941,644.635,263.539,170.78,2.6889,789.559,321.728,264.149,0,7.70571,1.07924,0.0139255,7.53255,0.00450848,874.74,46.7892,0.0735901,
304,938.589,16669.2,148874,0.0563069,0,16.2558,15001.3,105.601,84.3322,0.677363,1167.83,186.69,106.502,0,26.3624,149345,334.115,273.46,2.3268,955.606,388.558,332.458,0,7.70571,1.07924,0.0139255,7.53255,0.00450848,874.74,46.7892,0.0735901,
305,938.589,1666.9,2449.28,0.563075,0,14.3902,145.072,81.0974,73.0646,0.722609,1131.92,138.009,82.6229,0,23.5293,13440.2,322.77,286.189,2.67158,919.313,326.887,331.955,0,7.70571,1.07924,0.0139255,2.71905,0.00450848,874.74,46.7892,0.0735901,
306,938.589,1610.47,2534.87,0.582806,0,12.0732,194.791,79.7616,52.8643,0.681208,1028.59,161.648,80.056,0,16.0456,1552.59,251.094,156.033,2.3188,591.014,378.834,251.653,0,7.70571,1.07924,0.0139255,7.5167,0.00450848,807.089,46.7892,0.0799694,
307,938.589,1769.72,2401.7,0.530359,0,15.5012,108.303,121.766,91.6279,0.671836,1185.99,119.204,126.655,0,25.2181,618.62,356.884,300.314,2.18114,1017.41,245.126,372.501,0,7.70571,1.07924,0.0139255,5.34645,0.00450848,874.74,46.7892,0.0799694,
308,938.589,2144.65,4677.49,0.437642,0,13.9889,571.593,92.24,74.2003,0.596213,1102.51,195.046,94.475,0,22.3266,2836.02,330.089,264.447,2.30565,846.139,460.162,342.691,0,7.70068,1.07924,0.0139255,7.53255,0.00450848,874.709,46.7892,0.0799694,
309,938.53,1467.3,1736.4,0.639629,0,12.3944,39.0473,85.416,61.5104,0.641755,1039.42,142.591,86.2825,0,17.4745,353.504,312.527,229.599,2.4912,656.401,350.226,316.768,0,7.70571,1.07924,0.0139255,2.35322,0.0046977,874.709,46.7621,0.0799694,
310,938.53,1850.34,2557.98,0.507221,0,15.8762,69.9795,149.172,119.945,1.11501,1187.26,155.674,151.319,0,25.3499,225.82,427.373,373.555,3.46741,981.419,339.509,421.524,0,7.70571,1.07773,0.0139255,7.53255,0.0046977,871.355,46.7892,0.0799694,
311,938.39,1423.67,1669.15,0.659134,0,13.4974,63.5812,61.5402,42.469,0.475202,1074.41,105.621,62.0805,0,22.4852,282.09,259.348,216.331,2.10724,838.49,237.264,275.555,0,7.70412,1.07773,0.0139255,7.53255,0.0046977,874.709,46.7892,0.0799694,
312,938.39,1643.32,2549.42,0.571032,0,13.8507,171.909,72.7232,52.0779,0.402849,1109.38,148.518,74.4625,0,21.6386,1340.25,241.814,191.242,1.74916,880.894,346.902,250.936,0,6.12831,1.07773,0.0139255,5.20787,0.00472453,874.709,36.947,0.0799694,
313,938.39,1758.73,2101.85,0.533562,0,15.8167,126.016,100.614,63.2145,0.665443,1163.1,188.43,100.872,0,23.9801,558.665,280.977,161.124,2.21158,857.757,410.493,286.196,0,7.36275,1.07334,0.0139255,1.76432,0.00472453,874.634,46.7892,0.0847442,
314,938.357,1580.37,1966.26,0.593759,0,14.2563,58.3144,94.3022,60.8366,0.524867,1099.95,156.48,95.7019,0,21.7534,225.206,302.502,230.27,2.20869,796.757,359.699,305.668,0,7.70412,1.06851,0.0139255,6.31025,0.00472453,874.579,46.7892,0.0847442,
315,938.357,1639.13,1811.8,0.572474,0,16.3711,56.3272,61.3618,53.747,0.864657,1206.17,182.42,61.8606,0,25.7215,180.7,225.069,170.519,2.78467,944.037,391.802,231.971,0,7.70652,1.06851,0.0139255,1.38429,0.00472453,874.579,46.7892,0.0847442,
316,938.357,12754.9,112887,0.0735684,0,12.617,11397.1,48.3717,40.851,0.397964,1050.22,156.39,48.9492,0,17.9894,112227,184.169,135.513,1.93755,634.992,361.869,186.718,0,7.70652,1.0256,0.0139255,7.10512,0.00472453,874.579,46.7892,0.0847442,
317,938.357,1749.2,2844.45,0.536448,0,14.4024,274.92,57.647,54.4356,0.553156,1135.62,152.854,58.7713,0,23.7068,1628.43,235.995,207.252,2.00398,874.858,356.431,240.39,0,5.8036,1.0256,0.0139255,3.40272,0.00472453,874.579,46.7892,0.0847442,
318,938.357,1750.35,2062.38,0.536097,0,16.7705,75.5925,96.6888,73.1002,0.605594,1209.43,180.6,97.565,0,25.2157,246.703,283.743,216.185,1.77575,918.638,386.062,277.648,0,7.70652,1.0256,0.0139255,1.81039,0.00472453,874.579,46.7892,0.0847442,
319,938.357,1607.45,1876.55,0.583756,0,14.5157,100.154,89.2134,46.6463,0.362249,1095.29,171.724,89.5396,0,20.7064,437.983,277.75,150.48,1.3996,685.343,388.312,277.803,0,7.70652,1.0256,0.0139255,5.91365,0.00472453,874.579,46.7892,0.0847442,
320,938.357,1584.91,1961.59,0.592055,0,13.2941,99.6699,88.8276,73.6621,0.840686,1083.68,135.146,89.7919,0,19.7079,432.579,319.441,245.641,3.07638,729.81,297.81,323.365,0,6.86308,1.0256,0.0139255,7.48183,0.0046781,874.579,46.7892,0.0979591,
321,938.357,2715.41,10240.8,0.345567,0,14.7844,1111.97,53.5951,130.511,0.763567,1187.78,166.199,49.8059,0,24.0951,7824.59,193.016,1042.57,3.43351,1287.37,399.783,181.722,0,7.70652,1.0256,0.0139255,5.86669,0.00456829,874.579,46.7976,0.0979591,
322,938.357,6527.92,38902.4,0.143745,0,17.6256,4801.58,96.9547,87.5421,0.966096,1225.96,197.02,100.261,0,30.2655,38231.2,296.447,274.425,2.84628,1007.82,410.615,297.879,0,7.70652,1.0256,0.0139255,2.08632,0.00456829,874.579,46.7976,0.0979727,
323,938.357,1585.22,1832.81,0.59194,0,17.7055,47.0972,42.3503,32.5069,0.553862,1227.51,174.715,42.7792,0,29.8453,846.551,184.389,139.212,2.11335,1065.42,419.258,188.318,0,7.70557,1.0256,0.0139255,2.04039,0.00456829,874.579,46.7976,0.0826063,
324,938.183,1942.26,3434.92,0.483038,0,14.6383,354.93,69.8303,63.339,0.656196,1180.16,185.171,73.5272,0,23.6362,2208.39,246.452,218.238,2.41773,1059.08,424.448,260.815,0,7.70557,1.0256,0.0139255,3.7195,0.00456829,874.56,46.7976,0.0826063,
325,938.183,2747.18,12156.1,0.341507,0,14.6607,1251.82,73.7826,64.0215,0.466051,1137.08,130.74,74.6106,0,21.6889,11613.5,232.431,212.018,1.72899,800.333,281.391,234.365,0,7.70557,1.0256,0.0139255,4.9541,0.00456829,874.56,46.7976,0.0826063,
326,938.183,2727.53,13216.1,0.343969,0,13.1696,1329.04,82.0768,37.826,0.689783,1051.81,130.525,82.3867,0,18.9432,12628.4,273.754,117.176,2.49235,633.043,282.204,272.564,0,7.70652,1.0256,0.0139255,7.4096,0.00456829,874.56,46.7976,0.0826063,
327,938.183,2664.18,10332,0.352148,0,13.3193,1162.13,82.5793,77.4988,0.789778,1090.92,152.916,84.0239,0,18.2719,9440.57,267.808,255.174,2.44495,686.234,320.901,269.989,0,7.70652,1.0256,0.0139255,6.41836,0.00456829,874.56,46.7976,0.0822777,
328,938.183,1399.6,1675.5,0.670321,0,13.0444,16.0987,60.9173,61.0422,0.644288,1083.68,102.211,61.9645,0,21.0248,1059.58,255.092,245.272,2.53532,803.58,244.977,260.689,0,7.70652,1.0256,0.0139255,5.38012,0.00456829,874.56,46.7976,0.0822777,
329,938.183,1736.58,3123.39,0.540246,0,14.1062,183.932,90.4039,81.1099,0.796881,1106.07,168.66,91.5087,0,22.2105,1363.1,323.518,288.468,2.82413,863.58,375.09,322.059,0,7.70652,1.0256,0.0139255,7.4096,0.00452352,874.56,46.7757,0.0822777,
330,938.183,1547.98,1810.65,0.60607,0,14.8143,96.5961,68.1813,30.0284,0.926386,1116.82,152.187,68.4227,0,22.5715,466.945,240.507,105.337,3.12363,779.757,354.895,245.116,0,7.70652,1.0256,0.0139255,0.957011,0.0046781,874.56,46.7976,0.0822777,
331,938.183,1574.29,1821.2,0.595939,0,14.9634,63.1861,79.5756,50.201,0.881994,1113.1,172.511,79.872,0,23.726,208.384,286.788,167.026,2.78332,817.133,383.082,285.118,0,7.70652,1.0256,0.0139255,2.50113,0.0046781,873.986,46.7976,0.0822777,
332,938.183,1628.73,2302.27,0.576023,0,13.9445,184.208,61.4237,48.8904,0.45337,1097.21,160.517,62.0738,0,21.5958,1087.66,207.052,151.067,1.86379,776.935,389.399,211.159,0,7.70652,1.0256,0.0139255,4.9607,0.00455649,874.56,46.7976,0.0822777,
