Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.ackerman_angle.avg,Roll.front.roll_center.y.avg,Roll.front.side_view_swing_arm_angle_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.ackerman_angle.std_dev,Roll.front.roll_center.y.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.ackerman_angle.best,Roll.front.roll_center.y.best,Roll.front.side_view_swing_arm_angle_l.best,Roll.front.camber_angle_gain_roll_l.best,Steering.front.tie_rod_angle_front_view_l.best,
113,46.6859,120.386,322.019,0.387802,2.94889,14.9922,0.441562,55.8903,0.372326,24.2053,1.10033,17.3015,3.13356,10.9155,56.5496,2.00845,266.426,0.847805,10.4988,5.24104,4.95573,0.896823,0.523448,2.46893,4.82864e-05,0.21175,0.0937738,10.737,0.00181778,10.8219,1.61599,
114,46.6859,103.095,179.541,0.452844,5.21832,18.7586,0.88751,24.7696,0.496701,31.0201,0.491834,18.3157,3.13632,13.8362,58.8795,2.61035,139.866,0.755493,29.3555,2.78837,8.7239,0.492726,0.523448,2.46893,5.27419e-05,0.21175,0.251584,6.31129,0.00184264,2.69551,2.70515,
115,46.6849,129.33,327.542,0.360975,5.33411,11.841,0.785668,64.2319,0.573935,23.0258,1.26755,18.9017,3.36838,16.4069,36.4569,2.69489,274.066,1.28902,8.31905,5.52334,11.5397,1.42937,0.523235,2.46929,4.91258e-05,0.210425,0.250781,9.21478,0.00183051,10.1967,3.00706,
116,46.6841,153.478,381.876,0.304175,5.85024,14.7499,0.769259,84.0985,0.583939,23.4606,1.65391,18.9016,3.40978,16.4067,45.9493,2.48235,339.66,1.35228,5.46643,6.69172,9.76893,1.38645,0.523235,2.46804,4.91258e-05,0.210425,0.179748,10.7608,0.00183051,16.3307,3.00702,
117,46.6836,143.349,361.469,0.325663,5.4196,10.563,0.712334,78.8107,0.55127,22.2905,1.55642,20.1776,3.268,16.6402,35.6489,2.29891,316.832,1.08457,4.04411,6.23923,14.496,0.874087,0.523235,2.46713,4.91258e-05,0.210119,0.251405,4.96006,0.00180041,7.58148,3.00706,
118,46.6833,147.838,274.969,0.315774,11.147,32.4482,1.31916,52.4144,0.783008,22.7494,1.0448,22.307,3.62484,33.4604,83.7449,3.15369,204.701,1.50842,6.3497,4.06172,17.2077,1.65237,0.523148,2.46713,4.91258e-05,0.210119,0.208749,8.73146,0.00180041,5.00677,2.2894,
119,46.6832,74.5341,103.163,0.626334,5.01937,11.6022,0.583281,8.95208,0.573547,22.6278,0.177148,21.7584,3.24028,16.4515,48.5575,2.17902,60.8378,1.16606,2.93469,1.21748,17.1913,0.873057,0.523148,2.46804,4.91258e-05,0.209835,0.251696,11.9881,0.00176961,16.717,3.00706,
120,46.6832,117.924,303.799,0.395875,3.55529,7.29111,0.556376,49.6234,0.400004,34.3725,0.977879,17.9256,3.22204,12.1651,21.7133,2.23786,249.187,0.876254,80.1432,4.88923,8.02131,1.20901,0.523148,2.46804,4.8724e-05,0.209835,0.252153,11.1524,0.0017815,16.717,2.91277,
121,46.6825,77.365,187.925,0.603406,2.93121,8.19475,0.280884,20.3468,0.381438,23.0141,0.402946,18.8031,3.00963,11.8964,32.2345,1.41586,140.718,0.643685,11.5006,2.82045,10.6479,0.323511,0.523148,2.46931,4.94201e-05,0.209773,0.251944,10.471,0.0017815,16.7172,1.84264,
122,46.6824,126.992,320.971,0.3676,4.47873,9.74966,0.488108,56.5232,0.4267,33.0216,1.11481,17.9226,3.26705,14.1475,27.2144,1.69268,269.974,0.607802,56.98,5.24421,6.67855,1.23402,0.523139,2.46931,4.45551e-05,0.208964,0.251944,9.40659,0.00178985,16.7165,3.00567,
123,46.6824,119.801,358.257,0.389666,2.81778,6.93984,0.361942,64.8634,0.312241,23.1141,1.2709,16.8955,3.22535,11.4339,23.012,1.83008,316.193,0.404097,8.53072,6.20825,1.24537,1.15329,0.523139,2.46931,4.79754e-05,0.208964,0.251618,13.3251,0.00178985,16.7165,3.00567,
124,46.6819,138.224,296.456,0.337726,6.42354,27.353,0.977519,42.4954,0.584701,36.3024,0.844219,19.8385,3.40505,16.5408,81.5913,2.75042,177.63,1.04193,83.1106,3.54394,12.0281,1.66401,0.523139,2.46973,4.79754e-05,0.208964,0.251618,9.51421,0.00178985,11.1301,2.75778,
125,46.6816,59.5834,63.4372,0.783467,2.523,6.87215,0.267429,0.7475,0.448554,28.5925,0.012819,17.0541,3.06534,10.4353,29.7953,1.42286,32.3086,1.13871,26.2282,0.833095,2.84875,0.380423,0.523127,2.46973,4.5978e-05,0.207826,0.252346,23.4953,0.00184637,16.7159,3.00471,
126,46.6816,133.082,382.012,0.350774,2.83081,16.5642,0.500571,67.0055,0.609113,23.2535,1.30872,17.7961,3.21342,11.0946,64.811,1.96686,332.382,1.42253,5.4983,6.4958,8.10049,1.03157,0.52301,2.47,4.5978e-05,0.207826,0.2526,13.0746,0.00184637,13.6654,2.99583,
127,46.6816,132.922,381.912,0.351195,4.11154,10.754,0.462492,71.5347,0.46239,23.2525,1.39895,17.8555,3.08996,14.2905,42.3556,1.88272,326.683,0.990242,1.59447,6.39576,8.51782,0.381268,0.52261,2.47,4.5978e-05,0.207826,0.252752,12.2357,0.00184637,13.3063,3.00465,
128,46.6812,143.305,334.577,0.325748,5.09605,20.3891,0.572457,56.895,0.557403,36.8234,1.13085,18.5818,3.2587,15.3735,70.5709,1.97427,221.145,1.11918,99.2869,4.35939,7.46193,1.05646,0.52261,2.47018,4.58941e-05,0.207826,0.252339,10.9929,0.00184637,16.716,3.00465,
129,46.6812,190.996,376.378,0.244409,8.19383,25.6243,1.24084,105.782,0.636769,22.117,2.09563,21.8059,3.49969,18.9631,75.6313,3.08603,337.021,1.12939,14.9475,6.54287,16.6653,1.21277,0.52261,2.46886,4.58941e-05,0.207025,0.252711,9.40449,0.00181421,7.89508,3.00384,
130,46.6812,207.007,484.07,0.225505,7.44191,23.2025,0.85189,126.994,0.802063,23.257,2.50268,18.6342,3.32132,18.7707,69.4396,2.44095,399.163,1.71739,5.69652,7.90813,9.26123,1.02109,0.52261,2.4709,4.64865e-05,0.206972,0.252612,9.38964,0.00181421,13.0384,3.00384,
131,46.6804,113.477,300.224,0.411364,4.04065,21.8042,0.613299,40.7996,0.300343,23.4389,0.808161,18.348,3.32392,14.5209,81.3949,2.44885,210.518,0.579135,3.9822,4.23882,6.72319,1.25768,0.522491,2.46912,4.52174e-05,0.20679,0.0478617,10.7956,0.00181421,16.7155,3.00384,
132,46.6804,94.9902,272.389,0.491424,2.78125,8.0708,0.398298,37.9956,0.319593,24.5516,0.745372,16.9029,3.22489,11.1518,30.5732,1.98927,232.444,0.384971,8.46923,4.55854,1.79095,1.07405,0.522491,2.46912,4.52174e-05,0.20679,0.252343,16.8065,0.00181421,15.0576,3.00384,
133,46.6804,906.905,6021.57,0.0514722,1.53378,7.89169,0.13602,0.720904,0.299564,874.674,0.0120526,18.4637,3.17388,7.10333,37.9381,0.977441,31.2088,0.322066,6018.58,0.509182,12.3288,1.16709,0.522491,2.46889,4.64865e-05,0.206972,0.252788,23.4955,0.00181421,16.7155,3.00384,
134,46.6804,93.6163,255.336,0.498635,3.79947,7.43239,0.445569,33.5615,0.342723,25.9299,0.656404,18.2206,3.22779,13.0497,20.9845,1.91592,233.157,0.434684,805.178,4.57443,9.29725,1.13728,0.522491,2.4709,4.53034e-05,0.206934,0.252823,12.3904,0.00181927,16.7155,3.00384,
135,46.68,100.618,265.748,0.463934,2.70671,11.6002,0.226913,26.0707,0.412249,39.358,0.514788,16.5228,3.20544,10.8601,46.9899,1.12019,176.98,0.829058,113.661,3.49847,2.13272,0.992888,0.522491,2.46927,4.53034e-05,0.206839,0.252823,10.9083,0.00182318,5.78535,3.00373,
136,46.68,154.964,360.879,0.301231,5.38476,22.8258,0.710432,73.9252,0.577398,28.2043,1.46135,18.5012,3.37383,14.5777,71.7141,2.19207,284.608,1.31124,39.3482,5.60586,7.90923,1.46016,0.522491,2.4712,4.69926e-05,0.206871,0.252867,10.1352,0.00182068,13.4489,2.18838,
137,46.6797,138.769,367.835,0.336385,4.17909,14.7004,0.56115,73.3197,0.469656,22.8255,1.44707,18.2313,3.03493,14.6901,57.2599,2.28055,298.047,1.05631,5.9905,5.88196,7.18476,0.350038,0.522491,2.47244,4.53791e-05,0.206812,0.2529,9.62064,0.00181492,16.7159,2.81088,
138,46.6797,74.3698,175.482,0.62767,2.6424,9.25614,0.305119,16.9689,0.257908,24.1609,0.336029,17.3703,3.07215,10.4969,45.6207,1.76053,129.758,0.216886,6.47826,2.55849,3.39326,0.676952,0.522491,2.47374,4.53791e-05,0.206466,0.0775821,12.9016,0.00181385,16.7158,1.71172,
139,46.6794,120.385,299.845,0.38775,5.51972,6.79035,0.567204,57.7234,0.470211,25.8905,1.13788,18.9856,3.30052,17.3651,19.7566,2.17984,268.315,0.965843,21.218,5.36774,10.4636,1.21141,0.522457,2.47319,4.51186e-05,0.206353,0.254016,9.26046,0.00181385,16.7157,3.00432,
140,46.6794,79.008,170.208,0.590819,2.35081,9.49012,0.315856,21.1376,0.416379,23.0385,0.419503,18.7944,3.04476,10.32,48.0707,1.6058,145.538,0.849035,3.65081,2.9485,10.2711,0.31897,0.522457,2.47279,4.51186e-05,0.206353,0.254016,9.44889,0.00181385,16.7157,3.00432,
141,46.6791,109.924,248.901,0.424649,5.28428,11.8313,0.619744,45.7983,0.65779,23.2403,0.911486,18.4335,3.14725,15.9515,40.9682,2.16495,188.484,1.49635,2.6792,3.82255,10.7394,0.597591,0.522457,2.47249,4.5008e-05,0.206139,0.253964,10.4242,0.00181385,7.9615,2.76299,
142,46.679,91.143,185.48,0.512151,4.97968,13.9712,0.466639,21.8957,0.455365,25.1932,0.434775,20.3252,3.42132,15.5761,51.3462,1.6198,146.143,0.750487,17.3916,2.92767,13.664,1.54414,0.522457,2.47279,4.5008e-05,0.206139,0.253964,8.99242,0.00181385,16.7157,3.00406,
143,46.6787,83.921,260.69,0.556223,0.871019,5.45719,0.0924114,33.4219,0.287925,23.452,0.652112,16.6801,3.00625,4.34506,21.7707,0.74649,232.149,0.287573,1.75224,4.5402,1.05204,0.293503,0.522457,2.47279,4.5008e-05,0.206667,0.254102,21.2803,0.00184161,14.8927,3.00483,
144,46.6786,112.037,248.067,0.416635,4.76895,22.6441,0.742952,26.0359,0.51936,33.719,0.516414,19.8832,3.20751,14.573,79.9852,2.58025,126.527,1.10652,76.7823,2.53676,12.2433,0.879004,0.522457,2.47285,4.5008e-05,0.206732,0.254084,12.3629,0.00184808,16.7164,2.72089,
145,46.6785,75.0945,172.328,0.621596,2.80354,6.39627,0.28348,20.9467,0.387712,22.8676,0.415224,17.867,3.12704,11.5326,26.0699,1.40174,144.54,0.699098,11.3166,2.88422,9.52268,0.775095,0.522283,2.47316,4.65826e-05,0.206652,0.254131,3.225,0.00186646,7.32179,3.00572,
146,46.6785,123.527,323.152,0.377881,4.68745,14.6079,0.588109,54.0774,0.325637,27.1491,1.06218,17.8411,3.18797,14.3777,50.6528,2.17345,268.348,0.354816,23.7977,5.34195,5.3259,0.921941,0.522283,2.47327,5.29296e-05,0.206553,0.121403,10.8346,0.00187513,15.8932,1.14011,
147,46.6782,123.267,304.291,0.378676,3.89151,12.3713,0.447212,59.8971,0.394239,22.6924,1.19177,19.0592,3.32217,13.4825,55.6459,1.82112,236.234,0.637528,5.46077,4.71836,9.54626,1.31723,0.522155,2.47391,5.29296e-05,0.206553,0.254129,8.98266,0.00188788,16.7166,3.00574,
148,46.6782,107.889,252.514,0.432652,4.82177,17.3203,0.559605,38.023,0.348863,23.9844,0.755632,18.8381,3.23689,14.748,64.1602,2.13937,170.487,0.37775,7.76629,3.383,9.47748,0.987417,0.522155,2.47391,4.78531e-05,0.206553,0.254182,10.6231,0.00190598,16.7166,2.88128,
149,46.6781,176.428,414.022,0.264574,7.75572,30.7236,0.668844,89.1701,0.534902,22.8399,1.76128,19.4605,3.51282,19.6269,94.4309,2.07095,310.053,1.01233,4.67822,6.12764,13.0347,1.41749,0.522155,2.47384,4.78531e-05,0.206573,0.222843,5.61692,0.00190689,8.01895,3.00574,
150,46.6781,100.425,185.449,0.464805,5.59657,19.1704,0.594565,27.8665,0.438923,22.8571,0.555237,20.0282,3.31779,17.4217,69.4357,2.1318,114.882,0.7421,2.5673,2.40946,13.1682,1.24087,0.522123,2.47384,4.78531e-05,0.206395,0.254171,11.7918,0.00191124,16.5059,3.00565,
151,46.6781,70.7273,168.342,0.659973,1.73286,3.59136,0.0862911,20.6605,0.285611,23.216,0.410072,17.6431,3.1015,8.4734,7.81915,0.766637,143.177,0.264137,1.99052,2.86664,6.68398,0.70274,0.522123,2.47366,4.78531e-05,0.206395,0.254171,9.51064,0.00191124,16.7166,3.00565,
152,46.678,144.983,341.186,0.321955,7.20241,23.8478,0.981002,64.0672,0.654939,23.067,1.26485,20.3726,3.52513,18.2581,79.0637,2.62541,269.565,1.36695,5.11912,5.42941,13.5489,1.54572,0.522072,2.47363,4.79655e-05,0.206395,0.254027,11.0788,0.00191124,10.4451,3.00565,
153,46.678,171.444,361.267,0.272263,7.44913,25.1955,1.15304,77.2875,0.578211,35.9012,1.53008,18.8671,3.48256,18.2578,68.8342,3.0652,299.669,1.05307,60.9349,5.94448,10.7264,1.42408,0.522072,2.47363,4.79655e-05,0.206395,0.254027,9.48439,0.00191124,5.89023,3.00565,
154,46.6778,86.7653,178.224,0.537978,4.13413,12.4547,0.634642,21.4883,0.350331,23.5492,0.426571,20.426,3.30148,14.1327,47.26,2.39615,146.506,0.534465,13.1985,3.03836,13.6543,1.11412,0.522001,2.47363,4.79655e-05,0.206395,0.205921,9.43869,0.00191124,16.7166,3.00565,
155,46.6778,120.257,304.243,0.38815,5.32362,18.987,0.412866,49.0992,0.364342,23.056,0.965984,18.8979,3.15011,16.4668,70.1673,1.68712,249.34,0.410101,2.12155,4.94638,12.0437,0.594502,0.521889,2.47366,4.898e-05,0.206338,0.254027,12.4294,0.0019222,6.44342,3.00571,
156,46.6777,125.253,358.538,0.372667,3.57752,8.27564,0.344899,65.7657,0.32257,25.4628,1.28766,17.0124,3.20404,12.5672,25.0366,1.49805,318.644,0.292657,16.0152,6.28976,2.34105,1.24048,0.521889,2.47402,5.87431e-05,0.206323,0.254258,14.4119,0.0019222,16.7166,2.45059,
157,46.6777,172.91,396.32,0.269954,6.35374,19.4855,0.940557,91.5094,0.683018,30.724,1.81124,18.2066,3.19607,17.2909,58.2361,2.86667,317.575,1.50914,56.887,6.29857,7.43855,0.887593,0.521889,2.47407,5.25356e-05,0.206323,0.254258,9.43772,0.0019222,8.21654,2.59279,
158,46.6777,139.738,348.933,0.334038,5.06026,19.9437,0.74609,65.2821,0.677558,24.0555,1.28638,19.4597,3.22643,14.769,56.9488,2.30864,278.342,1.3797,10.743,5.47089,11.1046,0.936704,0.521933,2.47407,4.88187e-05,0.206353,0.254246,11.086,0.00192679,13.4294,2.58314,
159,46.6777,82.002,160.358,0.569226,4.04117,6.67991,0.436659,24.0528,0.478284,23.7166,0.4787,18.8353,3.28264,13.996,23.0468,1.81037,133.061,0.979191,5.65719,2.63344,9.26972,1.1237,0.521902,2.47393,4.88187e-05,0.206333,0.254211,9.98894,0.00192679,16.7166,3.00577,
160,46.6777,91.7925,260.636,0.508513,2.88868,10.2551,0.359516,33.045,0.374018,23.1025,0.646604,17.9957,3.12538,11.7707,42.6903,1.76278,226.268,0.79037,2.02295,4.4383,8.43452,0.698284,0.521827,2.47393,4.88187e-05,0.206333,0.254226,13.2884,0.00192679,16.7167,3.00578,
