Individual,Roll.rear.side_view_swing_arm_angle_l,Roll.rear.camber_angle_gain_roll_l,2in Heave.rear.p_rod_length_l,2in Heave.rear.tie_rod_angle_top_view_l,2in Heave.rear.roll_center_gnd.z,2in Heave.rear.coil_over_length_l,2in Heave.rear.side_view_swing_arm_angle_l,2in Heave.rear.motion_ratio_heave_l,2in Heave.rear.toe_angle_l,
39,0.0444925,1.95376,0,3.58568,663.063,46.7614,0.14157,0.484127,0.0696274,
40,0.0437629,1.95382,0,3.5859,663.063,46.7595,0.141812,0.486812,0.0695532,
41,0.0431107,1.95378,0,3.58626,663.063,46.7541,0.142755,0.491575,0.0695065,
42,0.0421486,1.9538,0,3.58653,663.063,46.7522,0.142748,0.493328,0.0700679,
43,0.0461255,1.95373,0,3.58653,663.063,46.7523,0.139789,0.493406,0.0691635,
44,0.0445576,1.95377,0,3.58618,663.063,46.7562,0.141195,0.489492,0.0696212,
45,0.0448714,1.95362,0,3.58618,663.063,46.7584,0.140978,0.487533,0.0692618,
46,0.0439813,1.95373,0,3.58584,663.063,46.752,0.14166,0.494101,0.0697681,
47,0.0482286,1.95368,0,3.58597,663.063,46.7563,0.138699,0.489281,0.0691177,
48,0.0439113,1.95363,0,3.5866,663.063,46.7545,0.141517,0.491187,0.0692183,
49,0.0445876,1.95378,0,3.58591,663.063,46.7579,0.141301,0.48748,0.0696993,
50,0.0420326,1.95373,0,3.58594,663.063,46.7591,0.143454,0.486909,0.0699563,
51,0.0456618,1.95382,0,3.58609,663.063,46.7527,0.140335,0.49328,0.0692848,
52,0.0465231,1.95377,0,3.58587,663.063,46.7549,0.139658,0.491338,0.0691437,
53,0.0456484,1.95366,0,3.5863,663.063,46.7644,0.140103,0.481346,0.0691842,
54,0.0454147,1.95372,0,3.58579,663.063,46.7572,0.140709,0.488716,0.069466,
55,0.0428318,1.95362,0,3.5866,663.063,46.7538,0.142551,0.492073,0.0694359,
56,0.0433347,1.95368,0,3.58634,663.063,46.7537,0.141697,0.49274,0.0695868,
57,0.0461244,1.95386,0,3.58605,663.063,46.7606,0.140062,0.485376,0.0692023,
58,0.0443311,1.95369,0,3.58556,663.064,46.7532,0.141107,0.492755,0.0696847,
59,0.0455857,1.95371,0,3.58562,663.063,46.7618,0.140606,0.484232,0.0695104,
60,0.0417501,1.95388,0,3.58581,663.063,46.7526,0.144038,0.493505,0.0695341,
61,0.0447967,1.95374,0,3.58567,663.063,46.7572,0.140938,0.488877,0.0695125,
62,0.0451671,1.9537,0,3.58739,663.063,46.7537,0.139553,0.493444,0.0685437,
63,0.0444129,1.95372,0,3.58594,663.063,46.7617,0.141215,0.484442,0.0697366,
64,0.045476,1.95366,0,3.5862,663.064,46.7566,0.140299,0.488953,0.0693114,
65,0.0452312,1.95371,0,3.58697,663.063,46.7604,0.14001,0.485901,0.0690784,
66,0.0493864,1.95367,0,3.58607,663.063,46.7551,0.137978,0.489909,0.0689931,
67,0.0466377,1.95359,0,3.58553,663.063,46.7578,0.139867,0.4884,0.0693068,
68,0.0448709,1.9538,0,3.5859,663.062,46.7496,0.140962,0.497305,0.0695348,
69,0.0439087,1.95378,0,3.5858,663.063,46.7556,0.141945,0.490168,0.0699424,
70,0.0450021,1.95372,0,3.58644,663.063,46.7548,0.140384,0.491164,0.0692855,
71,0.0436653,1.95367,0,3.58639,663.063,46.7517,0.142266,0.494392,0.0693296,
72,0.0444057,1.95361,0,3.58588,663.064,46.7555,0.141149,0.490552,0.0695257,
73,0.0423532,1.95372,0,3.58627,663.063,46.7595,0.143117,0.486301,0.0698254,
74,0.0429337,1.95378,0,3.58684,663.063,46.7602,0.142049,0.485521,0.0699329,
75,0.0427463,1.95367,0,3.58735,663.063,46.7645,0.142535,0.481321,0.0693752,
76,0.0431731,1.95364,0,3.58606,663.063,46.7513,0.142898,0.494872,0.0695882,
77,0.0488705,1.95358,0,3.58722,663.063,46.7514,0.137537,0.494244,0.0684984,
78,0.0438926,1.95378,0,3.58634,663.062,46.7494,0.141271,0.497759,0.0693824,
79,0.0433645,1.9538,0,3.58617,663.063,46.7581,0.141988,0.488197,0.0696021,
80,0.0460785,1.95378,0,3.58616,663.063,46.7549,0.140459,0.490884,0.0694261,
81,0.0464479,1.95378,0,3.58578,663.063,46.756,0.139972,0.48947,0.0695148,
82,0.0455285,1.9538,0,3.58646,663.063,46.747,0.140017,0.499551,0.0692137,
83,0.0435081,1.95378,0,3.58573,663.063,46.753,0.141935,0.493257,0.0699234,
84,0.0462434,1.95385,0,3.58629,663.063,46.7565,0.140037,0.489636,0.0691221,
85,0.0456748,1.95378,0,3.58629,663.063,46.756,0.140489,0.489693,0.0693254,
86,0.0438736,1.95365,0,3.58653,663.063,46.7541,0.141494,0.492357,0.0692094,
87,0.044223,1.95373,0,3.58607,663.064,46.7559,0.141254,0.490159,0.0694437,
88,0.0419425,1.95384,0,3.58578,663.063,46.7505,0.143639,0.495847,0.0701958,
89,0.0421619,1.95381,0,3.58558,663.063,46.7591,0.143473,0.48736,0.069973,
90,0.049362,1.95369,0,3.58622,663.063,46.7557,0.137651,0.489799,0.0688566,
91,0.0421716,1.9538,0,3.58639,663.063,46.7584,0.142992,0.487876,0.069877,
92,0.0415706,1.95377,0,3.58622,663.063,46.7536,0.143675,0.492001,0.0705593,
93,0.0448931,1.95363,0,3.58621,663.063,46.7609,0.140926,0.485522,0.0692978,
94,0.0463151,1.95373,0,3.58623,663.063,46.754,0.139896,0.492126,0.069212,
95,0.0484709,1.95376,0,3.58626,663.063,46.7568,0.13825,0.488959,0.0689252,
96,0.0411861,1.9538,0,3.58714,663.063,46.7509,0.14385,0.494782,0.0698664,
97,0.0446099,1.95377,0,3.58568,663.062,46.761,0.141599,0.485857,0.0697029,
98,0.0447835,1.95372,0,3.5866,663.063,46.7568,0.140765,0.489816,0.0691156,
99,0.0423978,1.95382,0,3.58572,663.063,46.7564,0.143207,0.489743,0.0701894,
100,0.0466417,1.95376,0,3.58644,663.063,46.7515,0.139525,0.494738,0.0690178,
101,0.0423136,1.95379,0,3.58667,663.063,46.7642,0.143024,0.481582,0.0698234,
102,0.0421869,1.95387,0,3.5867,663.062,46.7551,0.14336,0.490698,0.0700274,
103,0.0431046,1.95383,0,3.58614,663.063,46.7525,0.142383,0.493764,0.0698263,
104,0.0460628,1.95378,0,3.58685,663.063,46.7579,0.139564,0.488575,0.0689778,
105,0.0414455,1.9539,0,3.58586,663.062,46.7541,0.144837,0.491551,0.070354,
106,0.0488062,1.95366,0,3.58624,663.063,46.7609,0.138793,0.484311,0.06918,
107,0.0437787,1.95379,0,3.58627,663.063,46.7637,0.141519,0.48297,0.0693933,
108,0.0444323,1.95374,0,3.58605,663.063,46.77,0.141294,0.47651,0.0694666,
109,0.043336,1.95375,0,3.58604,663.063,46.758,0.142794,0.487958,0.0697917,
110,0.0448319,1.95367,0,3.58611,663.063,46.7578,0.14092,0.488362,0.0698029,
111,0.0430783,1.95378,0,3.58587,663.063,46.7574,0.142338,0.489357,0.0698428,
112,0.043982,1.95377,0,3.58579,663.063,46.7601,0.14179,0.486585,0.0697813,
113,0.0463229,1.9538,0,3.58671,663.062,46.7574,0.139914,0.488839,0.0691685,
114,0.0434178,1.95381,0,3.58646,663.063,46.7537,0.142218,0.492052,0.0698232,
115,0.04413,1.95377,0,3.58649,663.063,46.7513,0.141336,0.495199,0.0695808,
116,0.0442718,1.95379,0,3.58614,663.063,46.7579,0.141362,0.488096,0.0696624,
117,0.0474753,1.95378,0,3.58608,663.063,46.763,0.139291,0.482903,0.0691166,
118,0.0423881,1.95382,0,3.58679,663.063,46.7542,0.142875,0.49162,0.0701101,
119,0.0452337,1.95375,0,3.58631,663.064,46.7545,0.140195,0.491119,0.0693928,
120,0.0429969,1.9538,0,3.58631,663.063,46.7651,0.142604,0.480973,0.0698284,
121,0.0447874,1.95374,0,3.58676,663.063,46.7589,0.140821,0.487051,0.0692728,
122,0.0483989,1.95363,0,3.58579,663.063,46.7524,0.138563,0.493921,0.0692535,
123,0.0449039,1.95371,0,3.58658,663.064,46.7561,0.140967,0.489545,0.0689903,
124,0.043054,1.95368,0,3.58614,663.063,46.7583,0.142868,0.488148,0.0697828,
125,0.0496373,1.95364,0,3.58626,663.063,46.7503,0.137736,0.495483,0.068917,
126,0.0434416,1.95383,0,3.58643,663.063,46.7555,0.142331,0.490122,0.0698766,
127,0.0481998,1.95354,0,3.58611,663.063,46.7564,0.138565,0.489686,0.0690486,
128,0.0453576,1.95375,0,3.58666,663.063,46.7588,0.140491,0.4873,0.0694306,
129,0.0442699,1.95376,0,3.58631,663.063,46.7543,0.141352,0.492097,0.0694247,
130,0.0470157,1.95374,0,3.58575,663.063,46.7555,0.139683,0.490872,0.0692531,
131,0.0428961,1.95378,0,3.5861,663.062,46.7471,0.142765,0.49993,0.069744,
132,0.0444601,1.95383,0,3.58613,663.063,46.7547,0.141463,0.491525,0.069649,
133,0.0494545,1.95368,0,3.58569,663.063,46.755,0.137848,0.490713,0.0690765,
134,0.0428656,1.95378,0,3.58606,663.063,46.7553,0.142645,0.491366,0.0696339,
135,0.0423827,1.95385,0,3.586,663.062,46.7519,0.144042,0.4939,0.0704794,
136,0.0443662,1.95379,0,3.58636,663.062,46.7511,0.14093,0.496223,0.0695883,
137,0.0438625,1.95378,0,3.58649,663.063,46.7529,0.141745,0.492841,0.0697355,
138,0.0447821,1.9537,0,3.58635,663.064,46.7567,0.140274,0.489948,0.0691629,
139,0.0471806,1.95375,0,3.58664,663.062,46.7539,0.139168,0.492941,0.0691252,
140,0.0432291,1.95374,0,3.58751,663.063,46.758,0.141472,0.48873,0.0689957,
141,0.0473872,1.95367,0,3.58605,663.063,46.7543,0.139174,0.491905,0.0692962,
142,0.0435295,1.95373,0,3.58615,663.063,46.7547,0.142478,0.491003,0.0699332,
143,0.0445572,1.95366,0,3.58615,663.063,46.7575,0.141162,0.489545,0.0691725,
144,0.0424885,1.95379,0,3.58645,663.062,46.7544,0.142695,0.492324,0.070121,
145,0.0424,1.95389,0,3.58581,663.063,46.7518,0.143285,0.494772,0.0701363,
146,0.0485749,1.95364,0,3.58614,663.063,46.7617,0.138386,0.484618,0.0690164,
147,0.0446793,1.95373,0,3.58552,663.063,46.7547,0.141204,0.491832,0.069707,
148,0.046158,1.95375,0,3.58614,663.063,46.753,0.140452,0.492863,0.0694026,
149,0.0449168,1.95377,0,3.5852,663.063,46.759,0.141615,0.487411,0.0698127,
150,0.0433307,1.95386,0,3.5864,663.062,46.7525,0.14243,0.494155,0.0697689,
151,0.0418804,1.95377,0,3.58577,663.063,46.7504,0.14367,0.49612,0.0705987,
152,0.0434273,1.95369,0,3.58621,663.063,46.7552,0.14212,0.49144,0.0696536,
153,0.0424366,1.95377,0,3.5862,663.062,46.7558,0.143481,0.490631,0.0700483,
154,0.0423473,1.95383,0,3.58633,663.063,46.7537,0.143267,0.492967,0.0697425,
155,0.0438402,1.95376,0,3.58581,663.063,46.7554,0.141805,0.491936,0.06946,
156,0.0439038,1.95378,0,3.58631,663.062,46.769,0.141586,0.478513,0.0695071,
157,0.0433266,1.95387,0,3.58607,663.063,46.7669,0.142273,0.480232,0.0695661,
158,0.0490818,1.95355,0,3.58628,663.062,46.7515,0.138338,0.494513,0.0691279,
159,0.0453967,1.95376,0,3.5864,663.063,46.7559,0.140543,0.490678,0.0691484,
160,0.0456909,1.95385,0,3.58623,663.063,46.7573,0.140581,0.489342,0.0690852,
161,0.0415726,1.95385,0,3.58594,663.063,46.7555,0.144111,0.490898,0.0703123,
162,0.0456539,1.95383,0,3.58619,663.063,46.7557,0.140561,0.490782,0.0692584,
163,0.0429434,1.95374,0,3.58624,663.063,46.7584,0.142468,0.487946,0.0696977,
164,0.043592,1.95372,0,3.58614,663.062,46.7494,0.142537,0.497443,0.0697003,
165,0.0416402,1.95375,0,3.58597,663.063,46.7523,0.144134,0.494806,0.0697531,
166,0.0470107,1.95373,0,3.58525,663.063,46.7606,0.140017,0.485516,0.0695974,
167,0.0431047,1.95364,0,3.58554,663.063,46.7598,0.142768,0.48705,0.0701528,
168,0.0445447,1.95378,0,3.5861,663.064,46.7539,0.141118,0.492451,0.0694031,
169,0.0448271,1.95383,0,3.58645,663.063,46.7554,0.14101,0.490508,0.0698263,
170,0.0484929,1.95382,0,3.58628,663.063,46.7559,0.13852,0.490183,0.0689729,
171,0.041655,1.95379,0,3.58548,663.063,46.7518,0.144653,0.493898,0.0706379,
172,0.0468436,1.95367,0,3.58619,663.063,46.7597,0.139347,0.487484,0.0690801,
173,0.0431273,1.95376,0,3.58564,663.063,46.7647,0.14288,0.482437,0.0696268,
174,0.0469119,1.95367,0,3.58621,663.063,46.7522,0.139641,0.493502,0.0694853,
175,0.0476767,1.95369,0,3.58601,663.064,46.7594,0.139012,0.486471,0.0691629,
176,0.0442483,1.95386,0,3.58635,663.063,46.7569,0.141844,0.489371,0.0696998,
177,0.0437768,1.95369,0,3.58735,663.063,46.7529,0.141408,0.493917,0.0690496,
178,0.0439457,1.95371,0,3.58588,663.063,46.7506,0.141412,0.496586,0.0694871,
179,0.0424592,1.95375,0,3.58793,663.063,46.7644,0.14185,0.483334,0.068692,
180,0.0491476,1.95372,0,3.5863,663.064,46.753,0.137984,0.49267,0.0688458,
181,0.0458737,1.9537,0,3.58634,663.063,46.7558,0.140156,0.488788,0.0692377,
182,1555.62,22.2644,0,6.55401,2608.22,1801.66,1556.83,250.62,930.221,
183,25.766,11.2935,0,25.8619,1680.02,352.743,26.4856,445.903,26.8312,
184,777.661,22.4742,0,28.3358,2455.13,1719.54,777.425,1004.82,17.984,
185,8.5826,34.4254,0,6.76196,3885.77,1285.02,8.6517,275.051,12.624,
186,785.371,22.4428,0,30.2218,2451.32,1034.81,785.1,264.381,12.9592,
187,1387.26,0.984149,0,26.7162,2876.1,1544.09,1406.78,83.6056,1829.28,
188,2238.47,8.15905,0,11.9617,3336.71,656.523,2243.86,164.15,2011.13,
189,0.0476492,1.95374,0,3.58639,663.063,46.7541,0.138965,0.493069,0.0689383,
190,797.792,7.89054,0,28.8579,934.295,1801.16,797.448,194.375,94.9767,
191,0.0444029,1.95375,0,3.58651,663.063,46.7622,0.140835,0.483657,0.0694673,
192,0.0445372,1.9538,0,3.5868,663.063,46.7559,0.141206,0.489851,0.0695258,
193,2068.13,8.13935,0,10.9014,2450.7,663.586,2072.48,27.4823,1671.62,
194,2912.16,22.6875,0,19.3785,16622.7,656.987,2958.81,248.611,4356.25,
195,0.0452365,1.95374,0,3.58604,663.063,46.7565,0.140948,0.489253,0.0694255,
196,0.0466379,1.95376,0,3.5867,663.063,46.7568,0.139381,0.490893,0.0689189,
197,1178.15,7.80624,0,14.0238,971.202,1106.85,1177.29,1487.52,336.325,
198,459.364,7.76045,0,7.70511,1864.72,1757.36,456.32,890.394,1399.94,
199,1716.21,11.4697,0,10.7824,3580.72,1719.61,1725.24,883.637,2015.26,
