Individual,Roll.rear.camber_angle_gain_roll_l,Roll.rear.side_view_swing_arm_angle_l,2in Heave.rear.toe_angle_l,2in Heave.rear.tie_rod_angle_top_view_l,2in Heave.rear.roll_center_gnd.z,2in Heave.rear.p_rod_length_l,2in Heave.rear.coil_over_length_l,2in Heave.rear.side_view_swing_arm_angle_l,2in Heave.rear.motion_ratio_heave_l,
43,9.54128,0.609139,0.99132,0.175485,659.342,0,47.2655,1.22613,1.95906,
44,9.59043,0.506079,1.01429,0.0260394,658.649,0,48.1184,1.23876,2.00098,
45,9.51878,0.548842,1.02978,0.467268,659.397,0,45.9971,1.26616,2.91986,
46,9.61169,0.57256,0.855411,0.677186,658.906,0,47.1661,1.25127,2.10897,
47,9.61597,0.321335,0.828106,0.137604,660.908,0,46.6738,0.652355,2.02349,
48,9.63663,0.905026,1.0104,0.196813,658.905,0,45.968,1.59656,2.94505,
49,9.66331,0.469969,0.881943,0.0530272,659.971,0,46.6448,1.11482,2.36575,
50,9.60686,0.605417,1.16446,0.077899,659.096,0,47.1265,1.45873,2.05273,
51,9.56934,0.755634,0.851436,0.213038,659.909,0,46.0793,1.14043,2.68132,
52,9.52145,0.600413,1.21867,0.239288,659.001,0,46.947,1.45981,2.22767,
53,9.57833,0.918452,1.30524,0.112668,658.638,0,46.6179,1.70326,2.34611,
54,9.60824,1.00828,1.56665,0.116581,658.686,0,46.285,1.70627,2.26327,
55,9.61733,0.800282,0.908978,0.0714462,658.831,0,47.3641,1.42838,2.25317,
56,9.58762,0.789318,0.780195,1.12627,658.966,0,46.8803,1.25969,1.92525,
57,9.52713,1.2225,0.90682,0.191031,659.118,0,46.826,1.54362,1.98121,
58,9.57798,0.584731,0.733734,0.211917,660.078,0,47.2786,0.876266,1.97568,
59,9.54928,0.965608,1.04522,1.07057,658.506,0,46.7635,1.43352,1.98496,
60,9.62588,0.514358,1.56413,1.0721,658.734,0,46.4032,1.16408,2.26915,
61,9.49335,0.729948,1.43807,0.553035,658.979,0,46.3573,1.51729,2.28245,
62,9.54777,1.07492,0.958899,0.102035,659.405,0,46.9105,1.42652,1.94911,
63,9.56336,0.858799,1.80242,0.392186,658.562,0,46.5238,1.68469,2.01301,
64,9.58272,0.489739,1.24066,0.474917,659.168,0,46.9731,1.19607,2.27878,
65,9.61156,0.626249,0.893958,0.197453,659.103,0,45.761,1.18215,4.03571,
66,9.57103,0.921705,1.17493,0.126704,658.573,0,47.2393,1.5803,2.24279,
67,9.65157,1.08261,0.832877,0.00397275,659.259,0,47.0729,1.4657,2.08206,
68,9.56391,0.681515,0.993184,0.0655795,658.802,0,47.8417,1.44957,2.06197,
69,9.58056,0.736305,1.15318,0.419647,658.658,0,47.4862,1.35322,2.08423,
70,9.57547,1.19767,1.01761,0.141452,658.968,0,46.4586,1.75393,2.36028,
71,9.59419,0.650534,0.97166,0.127754,658.854,0,47.6839,1.44892,2.17153,
72,9.64677,1.02672,0.952197,0.373869,658.81,0,46.9808,1.47315,2.25065,
73,9.58899,1.1711,0.803902,0.199279,659.285,0,46.9659,1.48915,2.01869,
74,9.56018,0.60247,2.00042,0.197618,658.743,0,46.8568,1.45769,2.11549,
75,9.54934,0.512245,1.13622,0.197615,660.746,0,46.2098,0.763362,2.42703,
76,9.53848,1.01225,0.949522,0.445876,658.478,0,47.4846,1.51015,2.1245,
77,9.60876,0.502231,1.25786,0.125684,659.369,0,47.1264,1.18619,2.38411,
78,9.52054,0.520777,0.973844,0.122019,659.122,0,47.5463,1.25701,2.52017,
79,9.68226,0.432108,0.792004,0.3131,659.732,0,47.1776,1.02225,2.45832,
80,81.0278,1098.65,339.721,5.05303,2388.3,0,349.612,1097.91,182.98,
81,28.1113,1007.58,134.678,2.53896,886.718,0,1298.75,1007.03,5786.84,
82,9.5902,0.469889,0.859067,0.245853,658.879,0,48.3436,1.15938,2.41929,
83,124.029,689.966,718.135,2.4551,3843.79,0,1274.06,690.204,53.0631,
84,9.56372,1.05625,0.841132,0.397043,658.759,0,45.9333,1.38193,3.4872,
85,41.5797,463.186,471.408,6.18321,1740.85,0,1799.2,466.706,305.859,
86,41.2368,382.75,388.4,7.85098,1715.29,0,1600.25,386.018,4586.56,
87,124,13.0468,7.74064,11.8821,3815.36,0,839.89,13.3139,131.19,
88,9.53336,0.33563,0.868161,0.68628,660.025,0,46.3119,0.830109,2.96545,
89,72.1522,1021.64,311.963,5.52506,2120.32,0,494.255,1020.97,965.492,
90,9.57517,0.484165,1.0583,0.778494,659.153,0,46.5592,1.17343,2.44154,
91,9.63153,0.728439,1.28512,0.260001,658.905,0,46.8552,1.45549,2.01828,
92,40.872,112.187,114.066,5.84664,1676.12,0,356.412,112.492,341.565,
93,9.60408,1.29568,1.53251,0.0277213,658.693,0,47.0911,1.77841,1.92847,
94,116.804,721.339,592.155,2.57143,3603.84,0,1594.78,722.117,2674.46,
95,123.34,7.0507,6.56518,0.585374,3794.86,0,660.68,7.08222,170.114,
96,123.872,3.92728,1.39514,3.80492,3811.89,0,1597.04,3.93131,5351.78,
97,9.55556,2.36595,1.77891,0.0482034,659.367,0,47.366,2.42948,2.75347,
98,9.62769,0.74298,0.940132,0.638693,658.722,0,46.0286,1.38917,3.9886,
99,9.49892,0.49199,1.18455,0.464113,658.34,0,46.7711,1.18883,1.99309,
