Generation,Best fitness,Average fitness,Fitness standard deviation,Selection pressure,Heave.front.motion_ratio_heave_l.avg,Heave.front.toe_angle_l.avg,Heave.front.tie_rod_angle_top_view_l.avg,Roll.front.roll_center.y.avg,Steering.front.ackerman_angle.avg,Heave.front.side_view_swing_arm_angle_l.avg,Steering.front.tie_rod_angle_front_view_l.avg,Roll.front.camber_angle_gain_roll_l.avg,Roll.front.side_view_swing_arm_angle_l.avg,Heave.front.motion_ratio_heave_l.std_dev,Heave.front.toe_angle_l.std_dev,Heave.front.tie_rod_angle_top_view_l.std_dev,Roll.front.roll_center.y.std_dev,Steering.front.ackerman_angle.std_dev,Heave.front.side_view_swing_arm_angle_l.std_dev,Steering.front.tie_rod_angle_front_view_l.std_dev,Roll.front.camber_angle_gain_roll_l.std_dev,Roll.front.side_view_swing_arm_angle_l.std_dev,Heave.front.motion_ratio_heave_l.best,Heave.front.toe_angle_l.best,Heave.front.tie_rod_angle_top_view_l.best,Roll.front.roll_center.y.best,Steering.front.ackerman_angle.best,Heave.front.side_view_swing_arm_angle_l.best,Steering.front.tie_rod_angle_front_view_l.best,Roll.front.camber_angle_gain_roll_l.best,Roll.front.side_view_swing_arm_angle_l.best,
17,64.8369,127.9,337.087,0.506932,18.6511,4.96251,3.98431,34.4204,3.28918,26.5001,2.2927,7.81017,25.9901,6.6626,6.8064,2.57159,3.56445,7.41219,159.046,1.1201,9.56075,157.907,10.2289,0.968522,0.305631,11.3561,0.0897347,0.544919,1.21105,3.94773,0.179585,
18,64.8369,143.46,417.415,0.451952,19.0732,6.0596,3.74684,34.6502,3.28892,33.6568,2.17399,7.60318,33.207,11.8239,11.5592,2.24785,4.89265,6.20987,197.088,0.775673,6.07627,194.645,11.8921,0.942729,0.256672,6.51461,0.0897347,0.233405,1.21105,5.76319,0.154092,
19,64.8369,214.287,547.62,0.302571,19.025,11.502,3.65273,47.7085,5.23581,57.279,2.44897,11.3529,56.0819,11.0562,31.8028,3.08762,93.0519,13.0875,257.784,1.46148,18.6201,254.35,12.7738,0.942729,0.256672,6.26136,0.108963,0.233405,1.15329,6.06813,0.154092,
20,64.8369,176.106,448.308,0.368169,19.2864,13.3133,3.39507,41.7759,4.94957,41.1528,2.45314,8.99709,40.7828,14.828,37.7378,2.42701,57.5912,12.9925,191.094,1.65511,10.0422,189.25,12.7738,0.942729,0.256672,5.02262,0.108963,0.233405,1.08415,5.92501,0.154092,
21,64.8369,158.261,367.982,0.409684,18.9467,11.8166,3.75659,33.6303,2.2809,37.548,2.37697,10.7242,37.1805,12.3662,28.3981,2.37174,9.69975,4.11948,169.615,1.66874,18.1188,169.142,12.6996,0.942729,0.256672,5.44236,0.161465,0.233405,1.03769,5.08594,0.154092,
22,64.8369,120.506,183.623,0.538037,18.52,10.2132,3.69576,33.8363,3.04272,17.795,2.29145,13.6154,17.4966,13.1405,29.0905,2.94917,6.39235,7.11205,64.4825,0.816004,25.2109,63.7167,12.7738,0.942729,0.256672,11.6208,0.0927915,0.38929,1.51581,6.06813,0.23193,
23,63.6587,197.173,632.481,0.322857,15.9659,4.77259,3.23188,34.002,2.5906,63.6274,2.49958,8.11825,62.3652,7.52815,11.5508,1.87778,4.20474,4.25974,310.212,1.73301,8.87872,304.79,12.1627,0.942729,0.176471,4.75772,0.0966744,0.688498,1.20691,6.06666,0.288505,
24,63.6587,169.863,490.784,0.374766,16.2063,5.82443,2.93292,33.6671,3.07039,49.3974,2.51804,7.65859,48.5875,9.08132,17.3221,2.4231,4.39019,6.23939,232.702,1.24423,5.90015,231.493,11.1388,0.934494,0.0283391,4.76429,0.206691,0.688498,1.4779,6.14102,0.288505,
25,63.6587,222.254,583.56,0.286423,19.2111,7.1464,3.2033,32.4391,3.48726,71.3835,2.71206,12.1024,70.569,16.6883,17.7475,2.33069,6.97923,6.3973,272.071,1.66358,19.2531,265.917,11.1388,0.942729,0.0283391,2.41881,0.206691,0.504401,1.71335,6.36344,0.288505,
26,63.6587,134.785,322.14,0.472298,18.8579,8.91242,2.7868,37.0265,5.58803,24.2667,2.52665,11.2081,23.6118,17.7493,33.755,2.60146,20.3702,13.1632,138.264,1.23677,16.898,137.57,9.17597,1.14881,0.00824895,8.58906,0.206691,0.504401,1.5472,6.17657,0.288505,
27,62.8085,151.002,394.561,0.415945,16.8999,9.47868,2.47434,32.8424,3.0029,35.7268,2.59613,12.6869,35.2938,14.3532,31.2686,1.78668,7.2705,4.97473,168.768,1.15015,23.6505,167.817,8.36278,1.17539,0.0283391,7.18931,0.119427,0.504401,1.57619,6.2646,0.277649,
28,60.3618,169.452,487.194,0.356218,17.3763,11.2545,2.45887,39.9319,4.81121,40.7141,2.61682,11.1522,39.1361,14.7033,29.456,2.42489,28.6108,8.20225,230.856,1.58484,15.9982,222.987,8.36278,1.17726,0.0283391,14.2188,0.206691,0.35021,1.15729,6.17602,0.231021,
29,60.3618,239.987,660.787,0.251521,16.567,9.79819,2.23953,34.8679,3.69102,81.0119,2.72771,9.80406,79.28,14.6522,32.8984,1.69173,9.35616,4.45449,312.754,1.64556,13.6926,308.003,8.36278,1.17726,0.0485619,8.59936,0.0927726,0.294089,1.66953,6.34336,0.192015,
30,60.3618,153.126,587.613,0.394198,14.367,2.71893,1.94534,36.2171,3.26395,43.0177,2.45587,7.76011,41.3794,8.74881,8.02924,1.84457,8.89833,2.5557,292.914,1.07338,5.41212,279.318,9.17597,1.17726,0.0485619,33.88,0.206691,0.35021,1.1936,6.44671,0.129062,
31,58.1273,83.2955,93.7448,0.697844,14.8166,4.05328,1.81682,36.8511,3.79001,5.89515,2.41148,8.14513,5.51594,13.0988,11.4645,1.34446,14.0634,5.47402,27.5892,0.726062,6.67828,42.1536,7.8874,1.14761,0.0485619,34.0124,0.594038,0.133025,1.85703,6.44671,0.114548,
32,58.1273,148.053,428.585,0.392611,13.6248,2.74955,2.0032,33.3357,3.09221,41.1789,2.36712,8.94818,40.7534,11.0334,4.30984,1.96966,6.45597,3.37222,207.304,0.301984,10.898,206.114,7.8874,1.14761,0.0320553,1.9256,0.594038,0.133025,1.40998,6.53006,0.114548,
33,58.1273,222.956,640.434,0.260712,14.575,8.09421,2.20576,32.9111,5.45381,73.5166,2.46209,11.0406,72.6965,16.4663,31.4654,1.84865,6.22993,12.1478,286.645,0.59217,16.9936,289.259,7.43049,1.13961,0.0320553,6.53279,0.594038,0.133025,2.03987,6.51433,0.114548,
34,58.1273,313.781,846.902,0.185248,15.986,9.06251,2.64448,36.313,4.89751,116.411,2.79105,13.633,112.042,16.8441,24.5886,2.84175,18.3829,9.15244,404.312,1.48713,22.7756,392.702,7.43049,1.14304,0.100612,9.85249,0.594038,0.133025,2.03987,6.51433,0.0638193,
35,57.9222,319.952,881.941,0.181034,14.3771,12.0826,2.67083,33.7729,7.70639,118.767,2.65452,11.7341,116.186,14.9515,36.5844,2.46582,8.32939,16.7123,413.701,1.56591,18.875,403.078,7.43049,1.14304,0.100612,10.7593,0.594038,0.133025,1.50788,6.43792,0.103128,
36,57.9222,142.795,573.581,0.405631,10.3424,4.27256,1.83176,34.7189,3.64143,40.1881,2.43942,7.30483,38.0559,7.36675,19.0792,1.44368,1.57498,8.13266,280.612,0.811312,5.70043,271.008,7.38032,1.14304,0.070838,34.093,1.64068,0.133025,1.91994,6.44157,0.103128,
37,57.9222,122.755,276.325,0.47185,14.1763,4.9333,2.42625,40.0314,3.96825,22.9681,2.57103,8.98289,22.6979,17.4075,13.2321,2.32221,32.5848,8.13198,121.2,1.12168,9.11849,121.783,7.10467,1.14304,0.219489,28.2995,1.55142,0.133025,1.78073,5.76231,0.103128,
38,57.2597,168.119,524.984,0.340591,12.0842,5.4145,2.59769,33.0953,3.22952,49.2381,2.50943,11.4057,48.5446,13.7747,21.9751,2.56928,8.97737,5.74123,250.493,0.90268,19.4837,247.318,6.38469,1.12344,0.219489,5.60847,1.37617,0.133025,0.95904,6.57526,0.103128,
39,56.7987,134.624,350.256,0.421908,12.0807,5.7992,1.91892,33.0969,3.17485,31.5818,2.54426,13.0598,31.3672,14.7797,22.3331,1.10249,5.83106,2.72033,158.143,0.771291,24.9044,158.711,6.26061,1.12344,0.219489,7.97089,1.53717,0.288006,2.12809,6.57526,0.103128,
40,55.5634,216.747,607.385,0.256352,12.4124,4.77997,2.0821,34.3806,3.83212,73.6107,2.85908,10.1728,72.6171,15.7184,13.4189,1.99765,8.8743,4.92678,283.374,1.96009,14.5847,288.191,5.13167,1.12344,0.16157,0.110736,1.53717,0.288006,2.13041,6.57526,0.103128,
41,54.7008,73.1254,76.2712,0.748041,10.2009,4.48793,1.76842,34.0847,2.80444,3.62925,2.68801,10.0449,3.41684,12.5012,16.9142,1.7981,3.32144,1.73796,47.6456,1.67861,18.0509,57.124,3.69256,1.1453,0.16157,10.9509,0.897813,0.268223,2.13041,6.57526,0.0840154,
42,54.7008,172.789,447.492,0.316575,11.0439,9.08038,1.67424,32.8585,3.39621,50.6992,2.48539,11.4121,50.1393,14.8409,29.162,1.82957,6.09571,2.90862,212.202,0.715671,18.938,210.337,3.69256,1.16557,0.159571,6.14984,1.40517,0.225422,1.91839,6.57526,0.0840154,
43,53.5129,112.002,388.165,0.477785,7.75609,2.10105,1.2223,33.9671,3.09809,26.5485,2.44968,8.62135,26.2378,9.61254,8.2834,0.957737,4.01884,2.02576,182.5,0.935315,13.1916,182.084,3.69256,1.13332,0.0895625,6.89329,1.51105,0.225422,2.13041,6.57526,0.0840154,
44,53.5129,150.498,383.383,0.355571,11.1152,5.61007,1.71016,40.3221,5.95684,36.3766,2.88505,10.5405,35.9818,18.8002,20.4941,2.67446,42.787,15.2677,171.013,2.16541,15.2245,170.716,3.15601,1.15811,0.0111438,10.098,0.494633,0.0836612,2.20046,6.6843,0.082227,
45,53.5129,145.266,537.242,0.368378,9.04757,4.44069,1.2267,37.3693,3.27793,40.1995,2.61419,8.13659,38.9539,15.4562,14.9874,2.28937,13.4013,3.17983,256.114,1.54858,6.75934,249.28,3.15601,1.15811,0.0166396,33.896,1.34719,0.114128,1.49404,6.68562,0.111834,
46,53.5129,133.165,312.643,0.401854,9.02604,8.73342,1.21068,34.6541,5.40328,30.236,2.68528,11.3856,29.8306,15.2436,31.8369,2.08558,7.03779,10.156,123.652,1.39984,16.9632,122.672,3.15601,1.16152,0.000718016,13.3238,1.51105,0.0590628,1.74551,6.71287,0.0558812,
47,52.6362,101.043,326.055,0.520928,6.01298,3.81444,0.763827,33.9528,3.33222,21.3682,2.34385,8.40575,21.049,9.52206,17.6963,0.769939,3.70888,2.56347,145.347,0.375688,11.7514,144.573,3.15601,1.1573,0.000718016,8.00949,1.51105,0.0590628,2.21058,6.67864,0.0558812,
48,52.6362,160.276,456.769,0.328409,8.30598,9.6985,0.942152,33.0832,4.37798,45.3014,2.36115,11.2776,44.9285,15.748,33.4223,1.21288,5.66009,5.19862,200.869,0.784554,18.4806,196.781,2.44324,1.1573,0.0525331,8.25034,2.04724,0.0590628,0.568813,6.65282,0.0558812,
49,52.3675,99.8012,263.19,0.524718,7.13559,6.82876,0.812981,36.7528,4.65583,16.4852,2.56898,8.56415,15.997,14.1572,27.0216,1.50714,19.5791,7.60832,109.227,1.22097,9.55544,107.952,2.44324,1.15363,0.00101643,11.7706,2.04724,0.114128,2.17181,6.64027,0.111834,
50,52.2977,118.683,455.577,0.44065,5.11128,2.37406,0.682466,33.8403,4.15542,31.4626,2.38726,7.75752,30.9121,7.79514,8.39487,1.40845,5.61231,6.50877,217.344,0.525759,6.86207,214.64,2.44324,1.15363,0.00101643,0.200567,2.69835,0.114128,2.17181,6.70066,0.0753568,
51,52.2977,163.541,456.023,0.319782,7.62022,4.97617,1.10746,33.0406,4.38398,49.751,2.67985,10.7309,49.2513,15.6849,22.3855,2.69354,5.99942,7.6923,203.691,1.58692,16.1433,204.996,2.44324,1.15363,0.00101643,4.38823,0.495774,0.238136,2.19379,6.69997,0.0753568,
52,51.4582,176.158,536.354,0.292115,7.79259,3.44846,1.0576,33.0226,4.66871,55.852,2.71617,12.0691,55.5304,17.3087,10.1011,2.05935,5.86535,8.31823,245.333,1.7251,21.5135,244.246,2.37866,1.15645,0.00101643,6.82723,1.50647,0.238136,2.22019,6.69997,0.0753568,
53,50.661,157.421,542.611,0.321819,5.63509,3.59357,0.947687,33.6637,3.36003,49.8571,2.30717,8.75267,49.3037,12.3442,13.6796,1.61565,4.08775,2.47795,259.421,0.442551,10.1664,256.849,1.7987,1.16586,0.0525331,11.0909,2.43566,0.209295,1.30467,6.69997,0.0753489,
54,50.661,132.536,434.318,0.382243,6.01557,4.15177,0.981953,33.4501,4.98124,35.1923,2.33648,10.614,34.8126,14.7579,15.9164,1.63581,5.00138,9.72778,193.755,0.299363,19.1403,192.936,1.7987,1.16586,0.082796,6.58905,2.43566,0.209295,0.738917,6.71347,0.0753568,
55,50.661,126.051,403.825,0.401907,5.44603,4.4912,1.00027,33.7159,4.65834,32.2897,2.38455,10.0841,31.9813,12.2874,14.2609,1.23412,6.36095,7.87227,187.248,0.249091,18.1901,185.705,1.7987,1.16507,0.082796,1.17882,2.52142,0.206176,1.90605,6.73884,0.0677851,
56,50.661,80.0826,138.421,0.632609,5.47601,5.69772,0.989789,38.9735,3.78669,6.8917,2.36886,9.22607,6.67227,14.0249,24.6642,1.47997,34.8988,4.69865,39.9226,0.286382,13.7291,40.7006,1.77696,1.16586,0.082796,14.206,2.56345,0.193555,1.05471,6.73884,0.0677851,
57,50.661,179.801,543.47,0.281762,6.45634,5.6041,1.16706,35.3809,3.56115,57.8957,2.5369,9.91249,57.286,16.1553,19.3313,1.91061,16.1741,3.00827,247.875,0.892591,13.958,253.795,1.68738,1.16457,0.0946124,1.82527,1.67466,0.176136,1.87009,6.76296,0.0554289,
58,50.661,91.4411,244.51,0.554028,3.79242,2.10211,1.00129,33.5005,4.20843,16.6528,2.69876,10.9692,16.5156,9.33229,6.78758,1.41893,5.09587,7.01366,119.027,1.60482,20.9813,118.558,1.68738,1.16457,0.0891035,9.85784,2.49158,0.176136,2.26189,6.74794,0.0554289,
59,50.1296,119.659,379.759,0.418937,9.52903,4.01769,1.09179,33.5761,4.21694,26.6429,2.69318,11.5051,26.3863,34.6913,14.3579,1.65533,4.70236,5.85595,163.575,1.34272,19.6122,164.376,0.846675,1.16766,0.027341,7.43449,2.53398,0.176136,2.2671,6.74794,0.0554289,
60,49.8925,145.789,404.732,0.342224,4.8713,4.37408,1.0569,33.1392,4.92136,41.5507,2.85423,11.8226,41.1987,13.5644,14.2405,1.96406,5.56212,7.87299,190.583,1.85123,20.9311,190.418,0.721583,1.16199,0.027341,7.36941,0.467278,0.208852,2.2671,6.05363,0.0676536,
61,49.8925,138.036,373.815,0.361447,6.86074,7.78018,1.27603,36.0292,5.59889,34.4273,2.51525,9.50517,34.0429,17.3433,28.4907,1.9736,15.4858,11.8315,166.269,1.54986,10.3888,165.309,0.721583,1.16199,0.130717,6.19696,2.66012,0.208852,1.04666,6.75308,0.0676536,
62,49.8925,202.755,626.955,0.246073,5.03881,5.9297,1.26104,36.9532,4.55956,68.5768,2.4883,11.2713,66.6758,13.7904,18.4816,2.09895,23.3067,7.64638,296.89,0.76387,19.0251,287.9,0.641123,1.16199,0.130717,8.80475,2.39308,0.138021,1.00401,6.7472,0.0483478,
63,49.7,133.812,471.378,0.371415,3.79434,3.04691,0.932942,35.0509,4.76347,38.1482,2.37679,8.14316,37.5557,12.2562,9.23337,1.23311,9.10909,10.0009,223.677,0.309373,8.04668,218.51,0.545542,1.15989,0.130717,6.78481,2.58525,0.208852,1.07608,6.7472,0.0676536,
64,49.4881,172.97,575.563,0.286108,4.9274,5.40055,1.29402,33.7028,4.41281,56.0671,2.55175,9.30729,55.3064,15.2638,17.7037,2.27324,7.24551,7.5584,274.35,1.05765,10.2483,271.239,0.464323,1.15989,0.147879,1.72953,2.58525,0.221023,1.34883,6.75308,0.0676536,
65,49.4386,134.378,414,0.367907,4.03172,1.40933,1.09854,33.5267,3.71305,39.4231,2.43255,9.54461,39.1985,15.2669,3.47606,1.90254,4.69062,5.08249,193.777,0.395164,13.3782,191.631,0.464323,1.15987,0.147879,8.87629,2.58525,0.134867,2.29505,6.7601,0.0629689,
66,49.3064,94.021,191.305,0.524419,5.0111,9.76439,1.32756,36.2216,4.65609,12.6023,2.67637,9.35308,12.4085,16.6137,42.1702,2.5017,13.8751,8.73594,62.3177,1.29714,13.7252,62.347,0.464323,1.15987,0.147879,15.4414,0.36679,0.218862,2.29505,6.77377,0.0786863,
67,49.3064,125.582,401.498,0.392625,4.93317,5.8523,1.02865,33.6073,5.24065,31.306,2.69394,10.1839,30.7357,16.638,20.9541,1.34019,5.81057,10.6284,180.833,1.40356,15.2472,177.666,0.464323,1.15987,0.360447,6.24484,2.67206,0.202327,2.34022,6.80099,0.0752883,
68,49.3064,140.481,599.487,0.350982,3.30044,4.05464,1.03302,34.7246,4.95731,41.8658,2.48669,8.1898,39.869,12.9774,17.1126,1.60607,5.84017,9.87108,286.138,1.03389,8.44159,273.826,0.464323,1.15987,0.323164,13.0633,2.77037,0.202327,0.830003,6.81169,0.0752883,
69,49.3064,157.343,454.712,0.31337,3.43355,7.04201,1.1847,32.9972,3.79212,47.4485,2.66263,11.5489,47.2332,11.9649,27.7115,2.05662,6.0763,3.87053,206.126,1.3089,19.5631,205.86,0.461943,1.16224,0.37372,7.66363,2.81533,0.242497,2.35442,6.81612,0.0786863,
70,49.3064,98.3601,251.9,0.501285,3.55742,4.62156,0.832487,41.632,3.81084,16.9844,2.59741,7.54652,16.7775,14.6711,18.3606,0.977295,41.507,4.24867,88.7023,1.19664,5.29067,93.1944,0.442215,1.16743,0.381752,34.4154,2.81533,0.242497,2.34968,6.81209,0.0789281,
71,49.2878,114.444,363.785,0.430672,4.78372,7.85459,0.941879,35.2303,4.2524,24.7578,2.73437,9.65182,24.2372,16.8854,30.254,1.31483,12.8975,5.62728,167.627,1.78204,17.8972,164.615,0.442215,1.16743,0.346819,10.931,2.81533,0.242497,2.34968,6.81209,0.0760246,
72,49.2869,146.558,418.078,0.336296,6.29872,6.92163,1.39338,35.8614,5.72645,39.2079,2.58102,9.81211,38.7556,19.5919,24.6718,2.53007,16.4823,10.6747,193.519,1.01541,14.3617,192.969,0.442215,1.17045,0.346819,2.29725,2.81533,0.251478,2.34968,4.28408,0.077772,
73,49.2398,124.128,340.851,0.396687,5.10422,5.06621,1.11449,42.6836,4.59226,26.959,2.63066,9.25125,26.7258,18.3749,19.4692,1.88705,61.0509,7.7641,136.8,1.45327,10.9672,137.696,0.442215,1.15937,0.346819,11.9668,2.82657,0.252585,1.0381,6.80711,0.0773777,
74,49.2398,177.132,605.387,0.277984,4.9512,10.5506,1.40739,45.3255,5.87616,48.813,2.64952,10.0635,47.4949,16.3961,33.2983,2.61008,51.4936,12.558,276.082,1.2997,15.871,269.091,0.444423,1.16657,0.428306,12.3818,0.867867,0.254848,1.63533,6.81188,0.0798218,
75,49.2298,79.9833,176.445,0.6155,3.57418,1.94928,1.06947,35.8232,4.54184,11.4625,2.42029,7.92681,11.2158,15.3154,9.30338,2.13867,15.0311,10.8373,83.3267,0.489955,5.83897,85.085,0.444423,1.16126,0.376293,20.7637,2.82898,0.252055,1.90344,6.8129,0.0788457,
76,49.2212,116.293,286.615,0.423251,4.82493,9.74589,0.955529,33.6687,5.07997,24.1993,2.49816,11.3805,23.9401,17.4121,39.0048,1.68191,4.61932,9.43519,112.199,1.13951,18.9933,113.564,0.444651,1.16126,0.301512,11.1699,2.84506,0.254053,1.02535,6.81415,0.0789282,
77,49.2212,221.438,638.454,0.222279,6.69025,8.83809,1.5531,34.9802,6.08734,75.2568,2.44809,11.5239,74.0606,19.0811,31.879,2.76063,17.6863,12.2983,298.156,0.785218,16.2042,292.991,0.444651,1.16126,0.395737,3.97034,1.58344,0.254053,0.652297,6.8174,0.0789282,
78,49.2212,198.303,582.134,0.248212,6.22785,7.66318,1.05473,33.5421,4.64234,66.1456,2.49553,11.0857,65.4455,19.8483,24.2847,1.76911,8.18611,6.77186,269.065,0.80747,16.2577,266.219,0.444651,1.16126,0.521216,5.65701,2.91104,0.256842,0.610417,6.81535,0.0789252,
79,49.2201,154.558,578.673,0.318457,4.30417,2.4152,1.12421,36.7429,3.84029,48.9467,2.58125,7.67165,46.9318,15.6979,7.81024,2.04926,10.4566,4.76271,283.197,1.35008,6.18079,270.617,0.443966,1.16498,0.521216,34.4526,2.91104,0.256418,1.13889,6.81725,0.0789252,
80,49.2145,340.716,836.868,0.144444,10.5958,13.0797,1.79224,39.0953,6.93422,128.004,2.66507,13.2333,125.317,23.0895,38.4238,2.6055,29.5128,12.5897,394.672,1.37611,17.9535,382.297,0.442489,1.16432,0.566849,4.95511,2.91104,0.256418,1.03908,6.81647,0.0789252,
81,49.2145,279.517,724.938,0.17607,8.64963,13.4051,1.35069,32.8374,5.75712,100.111,2.934,15.1329,99.3385,22.7852,38.9744,2.04047,10.9609,8.95422,329.035,1.87792,24.2533,324.882,0.442489,1.16254,0.567441,8.56717,2.91104,0.255484,1.03911,6.81647,0.0795496,
